Running Forward KL,Running Reverse KL,Real Sto Return,Real Det Return,Itration
70.0408,30.2062,324.73,937.9,171
68.4791,29.9191,448.35,1044.84,172
67.7629,29.4224,402.16,879.68,173
66.4756,29.1529,436.07,997.6,174
68.0224,29.1129,421.85,905.87,175
67.5607,29.8016,386.29,847.25,176
66.0025,28.8993,375.6,944.49,177
68.7561,29.9036,410.52,1031.52,178
67.9526,29.4828,427.8,892.47,179
63.7205,27.9045,427.31,940.06,180
67.9711,29.2262,397.94,909.23,181
63.1435,27.9247,503.2,1158.74,182
65.4984,29.2325,500.53,1193.64,183
64.5293,27.8286,320.76,943.48,184
67.5278,29.5107,475.07,1070.18,185
67.3859,29.4168,416.33,939.35,186
64.7044,28.9991,495.54,1058.92,187
68.5167,30.1002,457.32,1086.65,188
71.1491,30.8059,377.64,953.73,189
67.5374,29.5355,465.0,861.79,190
68.0765,30.0736,399.78,1085.89,191
67.282,29.8043,405.7,1041.31,192
67.3126,29.7205,477.26,1009.81,193
68.3873,29.9234,397.03,1023.13,194
69.5574,29.7334,379.1,867.81,195
66.7465,30.0078,438.16,1055.54,196
68.4106,30.1118,416.35,1019.85,197
64.3402,28.7533,407.35,1028.49,198
68.6273,29.8447,403.68,1038.63,199
69.8358,30.3931,403.14,1052.43,200
64.8319,28.6156,396.21,937.15,201
67.869,29.4661,385.59,900.52,202
66.5671,28.5647,340.5,978.78,203
67.1037,29.3655,398.76,906.15,204
68.3007,29.6137,404.73,965.13,205
68.8665,29.8306,328.91,885.5,206
64.6856,28.0371,378.9,873.41,207
68.3436,29.6813,379.03,973.75,208
66.7733,29.0341,404.75,1083.84,209
70.1343,30.0861,327.81,1016.18,210
68.7215,29.8632,452.11,947.94,211
66.453,29.301,373.26,1063.99,212
71.6145,30.3295,306.24,914.2,213
68.9355,29.8102,367.33,1015.87,214
65.6241,28.498,403.34,1050.18,215
64.8598,28.9185,358.82,875.53,216
69.0947,30.087,402.69,982.21,217
68.8299,29.9542,307.05,760.21,218
65.994,28.8442,347.46,856.59,219
67.0022,28.8753,403.99,977.02,220
69.4626,30.1051,317.44,1009.24,221
70.5369,30.0897,359.22,860.97,222
67.6388,29.0485,350.23,798.25,223
70.2336,29.8792,373.12,955.43,224
69.2918,29.6647,361.94,966.39,225
69.3967,29.0301,330.08,942.87,226
69.8905,29.5464,352.46,864.47,227
70.1615,29.8559,348.59,969.51,228
69.4665,29.5826,337.1,972.78,229
69.6232,29.685,339.04,647.58,230
69.2,29.0408,313.83,921.18,231
68.7301,29.3674,345.81,959.29,232
70.4575,29.6285,314.05,973.39,233
68.5317,29.1834,290.48,878.34,234
69.1764,29.4746,356.42,999.26,235
70.7216,30.0633,345.45,832.45,236
69.0435,30.2709,317.49,985.28,237
68.2757,29.0314,325.66,879.19,238
70.932,30.3018,320.1,831.09,239
71.4232,29.9552,301.78,866.25,240
71.0343,30.0099,346.48,866.47,241
71.4514,30.5954,378.85,970.07,242
70.5322,30.2302,363.14,882.53,243
68.4186,29.5426,317.77,930.46,244
69.7072,30.0654,317.41,847.17,245
70.6378,30.1143,340.69,934.63,246
70.7363,29.9356,356.64,963.78,247
70.6425,30.0385,370.85,842.48,248
70.613,30.0274,274.87,893.54,249
69.0356,29.7023,284.75,884.92,250
68.8633,29.3795,335.25,851.0,251
70.4953,30.0937,320.12,878.18,252
70.2327,29.7665,323.61,910.19,253
72.0057,30.4105,249.35,873.63,254
68.4492,29.7114,374.18,835.05,255
69.3129,29.8352,286.43,880.71,256
67.6476,28.4101,341.99,982.14,257
69.4908,29.4256,262.46,755.51,258
70.8712,29.8547,322.52,918.92,259
69.8891,30.1627,363.69,937.47,260
68.9279,29.7282,347.07,795.21,261
69.706,30.0455,298.64,901.51,262
72.4719,30.6108,309.22,939.01,263
71.2413,30.958,342.53,772.99,264
68.5396,29.2747,307.79,870.88,265
71.6687,30.4149,333.63,884.34,266
71.9205,30.8202,325.22,974.33,267
70.3762,29.8256,285.95,920.88,268
70.9813,30.2489,256.81,768.39,269
70.8634,30.2074,314.42,871.53,270
71.5384,30.3102,251.91,929.98,271
72.1592,30.7814,293.56,804.48,272
70.1483,29.6421,325.74,774.07,273
71.6254,30.098,335.25,794.15,274
70.6239,30.3221,331.06,882.81,275
70.3232,30.2451,319.23,876.65,276
70.6428,29.8105,360.49,864.69,277
72.4684,30.7045,293.97,768.24,278
71.4356,31.9345,247.81,933.7,279
69.6004,29.8539,303.01,894.27,280
68.5142,29.9409,301.18,853.11,281
71.7118,29.8855,243.33,722.28,282
72.4489,30.2056,299.4,899.23,283
72.0686,29.9168,315.84,847.34,284
70.7469,30.2106,297.21,908.54,285
71.7065,31.6958,237.87,870.29,286
73.0512,29.6757,256.77,818.3,287
69.8675,29.012,267.56,909.43,288
70.6307,29.1871,304.97,955.28,289
70.2939,29.2777,312.1,1013.67,290
71.9506,29.6967,294.95,911.32,291
71.4589,29.4642,277.28,1010.68,292
68.9126,29.3539,223.64,935.93,293
72.3997,29.1638,233.76,819.76,294
71.2365,29.3851,232.38,768.56,295
70.9891,28.9615,309.08,887.67,296
71.0391,28.911,303.11,938.24,297
71.8875,29.9986,320.37,902.33,298
72.42,30.3771,66.88,567.14,299
71.526,28.6572,251.36,848.0,300
72.1343,28.6089,289.59,935.89,301
72.2694,28.9744,253.67,890.99,302
73.1096,29.1595,291.3,989.42,303
73.2264,29.8264,313.66,939.22,304
71.7388,29.5404,297.38,934.95,305
72.1705,29.0454,271.55,781.92,306
72.9884,29.4422,235.2,953.72,307
71.6993,28.4727,207.88,969.02,308
71.8674,28.7834,267.56,926.91,309
71.5842,29.5696,320.53,847.21,310
72.2998,29.7602,282.44,998.26,311
72.4433,30.2397,293.98,757.51,312
72.6987,30.3826,275.04,945.37,313
71.7897,30.2891,335.87,998.12,314
72.4457,30.2433,318.49,860.29,315
72.04,30.1323,306.99,950.41,316
72.6162,30.0147,297.24,850.42,317
71.6849,29.7696,307.97,905.54,318
72.3542,30.3084,287.89,901.18,319
72.1139,29.5157,322.39,959.67,320
72.6426,30.0773,239.94,905.2,321
72.486,30.5275,264.56,853.48,322
70.4233,29.4572,286.29,858.94,323
71.2294,29.745,309.94,1011.68,324
71.3085,29.7593,328.95,853.2,325
72.633,29.8486,342.31,858.59,326
72.6465,30.0928,309.36,859.22,327
72.7051,29.6935,296.81,951.2,328
71.1446,29.9112,292.03,867.65,329
71.417,30.0009,338.07,837.1,330
72.9879,30.0868,270.99,941.0,331
72.8695,29.1294,279.4,712.66,332
71.853,29.5037,302.27,790.7,333
71.5488,29.2525,286.67,933.94,334
72.9446,29.2721,276.33,876.04,335
73.2406,30.1049,311.29,974.22,336
71.272,30.2629,361.16,948.98,337
73.2283,30.2546,282.26,904.59,338
73.3221,30.4589,320.29,901.9,339
72.7542,30.3624,315.03,854.34,340
71.1626,29.7587,309.31,951.33,341
73.5234,30.1628,270.18,851.9,342
72.7736,30.2521,349.38,946.27,343
73.4705,30.2823,333.76,948.86,344
73.2971,30.1102,339.33,769.51,345
73.6026,30.4632,349.9,898.5,346
73.1556,30.2204,333.86,937.64,347
71.8958,30.0454,359.77,890.46,348
71.8752,30.2154,322.78,883.68,349
72.232,30.2128,309.17,794.57,350
73.1205,30.0722,317.96,687.51,351
72.1544,30.0008,304.08,837.39,352
72.2675,29.9887,338.14,808.44,353
72.6892,30.0947,320.59,659.04,354
72.9299,30.5346,285.88,812.25,355
73.0855,30.3579,338.03,865.88,356
71.9655,30.0101,309.42,864.85,357
72.4469,29.9335,268.87,820.0,358
72.5233,30.4601,329.13,806.2,359
72.2182,29.9448,306.93,876.88,360
73.5078,30.2168,319.1,929.99,361
73.772,30.9045,303.4,971.83,362
74.0525,30.9807,346.91,817.13,363
73.36,30.5837,327.16,923.03,364
73.3097,30.4386,314.27,911.78,365
73.0923,30.7844,240.72,973.55,366
