Running Forward KL,Real Sto Return,Itration,Running Reverse KL,Running Update Time,Reward Loss,Running Env Steps,Real Det Return
363.1503,976.37,45,238.1179,45,-7532.36083984375,225000,818.97
359.2366,855.46,46,241.9024,46,-7787.59619140625,230000,652.7
369.8627,844.53,47,253.4013,47,-7754.982421875,235000,708.92
369.2614,782.6,48,275.0125,48,-7864.19580078125,240000,725.69
366.3299,839.03,49,239.314,49,-8195.427734375,245000,738.39
378.0478,723.17,50,255.6043,50,-8844.1328125,250000,614.59
367.3245,924.37,51,243.1785,51,-8189.51611328125,255000,931.17
354.5233,859.87,52,239.2737,52,-8573.9443359375,260000,819.08
354.462,804.86,53,269.3183,53,-8776.138671875,265000,717.22
341.6121,1025.65,54,232.2301,54,-8356.2568359375,270000,828.15
352.4253,1033.21,55,212.4751,55,-7958.6318359375,275000,860.77
370.783,1055.95,56,211.6301,56,-7721.2001953125,280000,870.48
366.1982,870.81,57,236.003,57,-9172.6181640625,285000,746.38
359.9227,960.36,58,230.6455,58,-9186.4873046875,290000,920.41
349.9833,1181.65,59,213.3502,59,-8583.0224609375,295000,930.05
360.6858,1172.25,60,224.0148,60,-8850.0595703125,300000,1110.29
358.7559,949.46,61,242.3585,61,-9732.6630859375,305000,799.27
353.606,1022.45,62,238.9947,62,-9163.849609375,310000,624.59
354.4419,927.29,63,231.5556,63,-9727.01171875,315000,865.72
360.9248,1115.04,64,231.9623,64,-9600.3642578125,320000,1161.03
340.0399,1070.26,65,222.678,65,-9476.455078125,325000,938.32
361.8188,1285.53,66,248.2604,66,-10211.7802734375,330000,1062.73
360.2956,965.82,67,258.324,67,-10435.6259765625,335000,877.93
344.441,1006.53,68,238.0276,68,-10240.962890625,340000,987.92
341.9754,1279.19,69,203.6902,69,-9776.2353515625,345000,995.14
363.4011,1226.55,70,221.4204,70,-9688.8076171875,350000,1338.03
360.6569,1323.29,71,216.7089,71,-9929.029296875,355000,892.52
328.6391,1665.86,72,193.9892,72,-9485.1806640625,360000,1255.06
339.8847,1366.26,73,196.5944,73,-10076.482421875,365000,1103.52
352.7623,1235.13,74,200.2755,74,-10541.9853515625,370000,1030.88
347.1855,1409.64,75,196.416,75,-9800.7001953125,375000,1194.52
347.2267,1323.56,76,201.2496,76,-10444.3046875,380000,974.89
321.4567,1643.48,77,168.4965,77,-8402.923828125,385000,992.65
346.7339,1222.37,78,203.6816,78,-9653.6162109375,390000,847.53
331.2507,1451.49,79,207.378,79,-9648.59765625,395000,997.3
346.5637,1529.0,80,190.3107,80,-9008.01171875,400000,1161.33
344.3943,1274.97,81,217.8149,81,-10357.09375,405000,1112.93
323.8283,1514.08,82,199.8631,82,-10589.0234375,410000,1314.64
344.964,1380.9,83,196.8158,83,-10628.998046875,415000,970.7
335.7715,1580.73,84,190.2653,84,-10469.94921875,420000,1151.35
341.8072,1401.7,85,223.223,85,-11089.6982421875,425000,1070.09
346.1673,2048.3,86,205.8351,86,-10572.6875,430000,1483.89
346.5809,1698.59,87,222.6307,87,-11527.8662109375,435000,1458.23
338.85,1438.15,88,196.2773,88,-10921.90625,440000,1400.34
330.7617,1550.74,89,188.2582,89,-10397.8076171875,445000,1318.73
344.245,1841.77,90,184.1619,90,-10405.978515625,450000,1360.71
342.0473,1707.74,91,202.3842,91,-11045.8154296875,455000,1159.9
347.79,1481.11,92,203.578,92,-11007.5947265625,460000,1221.44
340.2696,1307.17,93,202.3319,93,-11142.6455078125,465000,1106.05
320.8606,1879.82,94,157.3677,94,-8934.2646484375,470000,1392.98
336.5059,1711.78,95,193.1064,95,-11322.2373046875,475000,1093.57
329.7903,1465.74,96,184.0265,96,-10097.5810546875,480000,1029.2
321.29,1703.26,97,158.7871,97,-9048.494140625,485000,1922.03
343.4231,1310.63,98,200.3102,98,-12074.880859375,490000,1011.07
316.2789,1973.5,99,161.3619,99,-9814.1162109375,495000,1400.28
334.8525,1490.04,100,223.9575,100,-12795.478515625,500000,992.85
325.5447,1463.09,101,196.2325,101,-11950.8076171875,505000,1159.88
321.549,1762.03,102,183.7646,102,-11181.0751953125,510000,1243.33
340.9597,1712.96,103,218.3018,103,-11309.3291015625,515000,1079.78
328.2193,2069.01,104,177.8541,104,-10731.9638671875,520000,1326.54
335.8556,1507.7,105,207.6452,105,-12617.900390625,525000,879.09
330.1404,1511.98,106,190.24,106,-12244.8193359375,530000,872.13
349.8843,1085.52,107,208.2955,107,-11957.203125,535000,717.47
316.4959,1377.38,108,173.4368,108,-11161.115234375,540000,892.45
333.7881,1065.58,109,214.5892,109,-13245.0791015625,545000,664.82
333.2985,2439.12,110,188.0642,110,-12516.162109375,550000,1278.19
340.3909,1320.0,111,196.989,111,-13270.6064453125,555000,739.05
324.808,2085.9,112,173.471,112,-11827.1025390625,560000,950.15
323.9188,1806.75,113,177.4657,113,-11387.962890625,565000,1433.82
316.4463,2198.12,114,160.1345,114,-10823.1279296875,570000,1302.36
326.9815,1801.39,115,195.4825,115,-12784.2099609375,575000,916.42
335.7766,2995.65,116,167.4016,116,-10868.7587890625,580000,1193.8
304.8163,2665.36,117,132.5631,117,-9322.6513671875,585000,1046.71
331.8109,1356.44,118,198.2194,118,-13535.6240234375,590000,879.85
329.6859,2201.52,119,164.9758,119,-10933.1123046875,595000,1100.38
313.0639,2220.9,120,180.5781,120,-11369.1943359375,600000,1457.62
313.5834,3104.24,121,175.0903,121,-11912.2294921875,605000,1213.29
324.9749,1729.62,122,188.9428,122,-12646.560546875,610000,671.2
322.778,3225.68,123,178.4222,123,-11124.8974609375,615000,2564.01
333.1658,1772.93,124,208.1581,124,-13062.3203125,620000,895.05
340.5276,1669.79,125,213.8742,125,-13481.91796875,625000,1091.34
326.5128,3656.07,126,176.0001,126,-12403.1181640625,630000,1393.87
321.1392,1656.38,127,198.9576,127,-12380.2998046875,635000,1033.3
308.4751,2810.57,128,183.5395,128,-12187.138671875,640000,944.03
303.1497,2539.78,129,148.1568,129,-10855.5830078125,645000,1175.23
288.321,3737.77,130,99.9017,130,-8401.1220703125,650000,1164.24
307.5813,3328.7,131,121.662,131,-9637.21875,655000,2328.62
303.9164,3542.2,132,159.7623,132,-12128.388671875,660000,1158.79
319.3379,3369.87,133,124.985,133,-9680.6103515625,665000,1232.44
315.7028,3732.22,134,141.3534,134,-10372.39453125,670000,1388.11
309.1308,2676.23,135,156.2669,135,-11161.490234375,675000,1677.06
298.3847,3193.98,136,157.0079,136,-11078.068359375,680000,1349.67
302.3832,2857.4,137,147.8409,137,-11624.19140625,685000,966.91
316.8904,4079.06,138,131.9974,138,-10590.5166015625,690000,1045.58
305.5096,3152.25,139,141.9374,139,-11194.6669921875,695000,605.6
302.8758,3396.28,140,143.4395,140,-11508.134765625,700000,870.88
297.0364,3816.84,141,124.707,141,-10676.4814453125,705000,1667.3
300.2225,3582.76,142,131.3681,142,-10993.1767578125,710000,920.88
311.281,3651.43,143,136.5077,143,-11547.7158203125,715000,2432.97
318.0152,4431.03,144,151.3711,144,-11842.099609375,720000,3969.7
320.6519,2722.79,145,216.6086,145,-13671.94921875,725000,773.68
297.1751,2949.55,146,131.4265,146,-11587.015625,730000,1362.81
304.721,2587.62,147,166.6972,147,-12593.357421875,735000,765.54
319.7414,3391.48,148,190.381,148,-13069.759765625,740000,1261.4
321.6264,2816.74,149,180.5296,149,-13325.267578125,745000,1096.02
289.7489,3921.57,150,123.7013,150,-11571.5771484375,750000,893.13
287.4867,4090.13,151,94.2863,151,-10276.068359375,755000,2120.97
295.1863,4789.14,152,98.2009,152,-11095.2626953125,760000,1336.02
315.3484,1831.46,153,192.6617,153,-13650.5048828125,765000,1127.96
310.8274,3859.1,154,118.0955,154,-12400.376953125,770000,2441.34
297.9127,3865.44,155,104.7359,155,-11128.591796875,775000,2254.92
285.781,4348.89,156,108.4942,156,-11555.9267578125,780000,1532.11
295.2853,4058.4,157,115.433,157,-12010.6328125,785000,2105.52
291.8369,4059.74,158,114.7086,158,-12048.9658203125,790000,1307.04
291.6418,4165.82,159,106.83,159,-11960.0869140625,795000,2756.84
307.492,4332.38,160,124.1589,160,-12717.521484375,800000,3031.54
303.9199,4723.37,161,110.0164,161,-12473.076171875,805000,2990.75
312.4417,4269.95,162,123.7843,162,-12883.849609375,810000,2794.69
322.799,3719.27,163,124.5904,163,-13407.5029296875,815000,4435.65
320.1593,1901.5,164,219.7186,164,-14792.17578125,820000,903.59
279.6761,4995.83,165,97.1982,165,-12571.609375,825000,1331.0
304.187,4791.95,166,115.0579,166,-13393.8505859375,830000,3788.62
315.3439,4349.12,167,138.7606,167,-13933.5712890625,835000,3199.66
297.844,4691.27,168,124.4204,168,-13818.1337890625,840000,3495.98
292.0545,4505.2,169,117.2512,169,-13734.1484375,845000,2470.43
298.5477,4676.57,170,106.9072,170,-13829.5693359375,850000,2431.75
304.9637,4655.46,171,113.3451,171,-14346.7294921875,855000,1935.68
288.103,3913.21,172,142.3817,172,-14068.0751953125,860000,1191.76
295.6424,3979.11,173,133.4775,173,-14221.66796875,865000,3217.63
317.8765,4544.29,174,142.0873,174,-14758.73828125,870000,2979.67
310.8851,4436.74,175,109.2942,175,-14624.6953125,875000,3982.59
294.5678,3836.82,176,119.5327,176,-13935.6904296875,880000,1888.0
286.5264,4874.05,177,109.8184,177,-13738.07421875,885000,1194.28
308.6056,4369.99,178,119.1367,178,-14747.490234375,890000,4358.1
304.4209,4955.31,179,117.9931,179,-14992.2470703125,895000,3946.27
291.98,4782.96,180,127.8836,180,-14912.046875,900000,1930.37
300.8458,4841.75,181,110.3603,181,-14962.5751953125,905000,3358.07
318.8471,2328.08,182,163.4802,182,-15493.306640625,910000,1194.78
317.4594,4514.78,183,142.3201,183,-15506.17578125,915000,4346.73
318.1499,4261.17,184,131.5312,184,-15690.1318359375,920000,4406.5
297.2115,4889.67,185,118.4257,185,-14798.2119140625,925000,1956.1
297.3096,4654.23,186,116.8262,186,-15108.6884765625,930000,4634.21
285.1458,4825.77,187,107.6777,187,-14933.0556640625,935000,3542.5
294.5318,4840.23,188,110.4167,188,-15273.921875,940000,3107.76
302.0283,2750.36,189,169.6234,189,-15806.96484375,945000,5134.69
307.4718,4183.25,190,113.5282,190,-15974.5693359375,950000,5088.6
301.6639,5044.05,191,107.0027,191,-15640.9541015625,955000,5151.46
285.8367,4495.51,192,100.0741,192,-15502.02734375,960000,4820.75
292.5908,4554.67,193,105.498,193,-15763.4140625,965000,3576.02
296.9122,4980.83,194,107.9426,194,-15948.2919921875,970000,4094.14
300.2556,4809.34,195,101.8564,195,-15643.640625,975000,4382.69
282.2311,4976.44,196,92.5803,196,-15243.33984375,980000,3205.27
290.9685,4180.33,197,110.8834,197,-15698.1103515625,985000,3557.04
300.7119,4750.5,198,115.1941,198,-16369.3291015625,990000,3387.66
281.3396,4871.12,199,93.6102,199,-15333.80078125,995000,5005.64
287.6507,3721.38,200,100.8844,200,-16038.6181640625,1000000,5099.35
281.5562,4424.13,201,102.4513,201,-15727.9775390625,1005000,4771.89
312.281,4761.51,202,117.5653,202,-16501.46484375,1010000,4762.44
297.1424,4489.5,203,103.6672,203,-16304.4091796875,1015000,4558.33
304.6044,4422.72,204,111.2741,204,-16546.853515625,1020000,5097.08
297.6292,4800.23,205,106.4239,205,-16552.046875,1025000,5189.31
298.0001,4599.7,206,104.9058,206,-16623.046875,1030000,5092.51
306.2087,4950.14,207,110.7625,207,-16543.033203125,1035000,5105.37
294.2599,4907.67,208,101.7098,208,-16204.8876953125,1040000,4715.29
303.3471,4722.21,209,103.5497,209,-16737.42578125,1045000,4582.24
307.0036,3450.05,210,120.5455,210,-16701.91015625,1050000,4756.62
321.5917,4256.77,211,134.575,211,-16984.310546875,1055000,4730.71
311.5125,4308.21,212,126.4022,212,-16849.98828125,1060000,4806.06
308.583,4194.62,213,111.1799,213,-16994.30078125,1065000,4965.83
314.1739,3939.25,214,120.8949,214,-17018.89453125,1070000,4635.72
299.5924,4034.02,215,111.5144,215,-16893.599609375,1075000,4566.19
312.6311,4822.21,216,111.2983,216,-17046.662109375,1080000,4764.76
313.5915,4124.14,217,121.7235,217,-16924.828125,1085000,4806.18
326.2655,3327.88,218,141.9033,218,-16838.5234375,1090000,2966.33
324.6537,4447.16,219,132.2783,219,-16950.15625,1095000,2946.71
307.5713,3793.02,220,128.0843,220,-16900.73828125,1100000,2538.0
304.534,3856.7,221,119.4853,221,-16770.9140625,1105000,2604.01
298.3539,4904.75,222,107.3253,222,-16853.349609375,1110000,4606.73
310.1653,4732.25,223,110.2042,223,-17379.69921875,1115000,4990.91
289.5681,4715.33,224,96.945,224,-16668.34375,1120000,4736.53
310.5673,4901.72,225,113.0131,225,-17385.109375,1125000,5096.01
304.9558,4769.34,226,116.398,226,-17308.1015625,1130000,4552.39
312.2917,4144.02,227,117.6626,227,-17271.6796875,1135000,3226.49
292.9589,4943.22,228,102.3897,228,-16893.111328125,1140000,4814.25
291.2133,4614.29,229,99.2138,229,-16992.59765625,1145000,5161.68
304.0705,4748.71,230,113.1817,230,-17192.5703125,1150000,4817.06
292.3443,4234.77,231,96.7514,231,-16863.078125,1155000,4726.81
293.7499,4709.83,232,105.2017,232,-16949.59375,1160000,5174.56
285.9159,4698.12,233,97.4304,233,-17072.353515625,1165000,5019.37
282.9733,3800.05,234,94.4058,234,-16923.0390625,1170000,4040.36
293.7661,4520.42,235,120.0065,235,-17071.91015625,1175000,5012.44
296.3777,3960.21,236,121.205,236,-16971.076171875,1180000,5206.87
296.9253,4820.77,237,105.2088,237,-17220.08984375,1185000,4471.55
297.0584,4296.05,238,129.5549,238,-17041.904296875,1190000,4729.9
285.3133,4784.61,239,99.4052,239,-16879.357421875,1195000,5242.6
294.5809,4982.69,240,115.2698,240,-17126.681640625,1200000,5108.17
292.9388,3550.69,241,116.3066,241,-17461.115234375,1205000,4956.85
296.8522,4318.71,242,124.1097,242,-17141.369140625,1210000,4604.35
289.9318,5037.41,243,99.465,243,-17299.837890625,1215000,4991.52
297.2761,4412.91,244,105.2776,244,-17647.421875,1220000,4840.66
292.7475,4562.11,245,109.7347,245,-17367.458984375,1225000,5101.01
297.408,4862.94,246,113.9549,246,-17848.583984375,1230000,5035.61
296.151,4874.32,247,110.2507,247,-17412.96484375,1235000,5134.75
300.7721,4851.37,248,111.6329,248,-17712.78515625,1240000,5063.6
276.5182,5006.02,249,90.9718,249,-17102.1875,1245000,2109.48
289.5987,4941.75,250,98.4599,250,-17380.59765625,1250000,3300.41
289.1656,4735.0,251,107.2129,251,-17275.759765625,1255000,1759.61
285.1561,4497.94,252,96.7379,252,-17471.447265625,1260000,4615.86
288.8427,4750.92,253,95.7169,253,-17719.669921875,1265000,4610.94
283.0032,4593.4,254,87.897,254,-17308.537109375,1270000,4267.28
283.9683,4809.08,255,96.0865,255,-17186.294921875,1275000,3553.98
283.0632,4903.99,256,95.3399,256,-17492.83984375,1280000,5132.04
291.2786,4591.63,257,101.5113,257,-17693.458984375,1285000,5077.18
284.7791,4420.74,258,100.7732,258,-17512.146484375,1290000,4717.77
293.8192,3380.82,259,113.1659,259,-17599.833984375,1295000,4200.32
288.0492,4657.6,260,108.4786,260,-17424.8984375,1300000,4537.62
281.5818,4768.48,261,94.9339,261,-17674.28125,1305000,4387.99
278.0138,5007.66,262,99.5091,262,-17482.798828125,1310000,4698.05
284.5365,4749.24,263,96.9015,263,-17677.75,1315000,5111.73
279.0357,4585.76,264,90.9196,264,-17827.703125,1320000,4124.03
284.0854,4902.02,265,97.4272,265,-18018.96484375,1325000,5020.78
289.6078,4538.16,266,97.9203,266,-18070.6328125,1330000,3706.16
285.3796,4570.96,267,98.0296,267,-18098.724609375,1335000,3858.2
295.9402,4363.91,268,116.2906,268,-17711.7890625,1340000,4383.22
288.1144,3991.54,269,103.0426,269,-17762.37109375,1345000,4677.44
292.8899,4224.64,270,114.3284,270,-17776.9765625,1350000,3383.99
287.5078,4556.63,271,98.3469,271,-18127.841796875,1355000,3836.0
291.2371,3980.47,272,122.2634,272,-17715.3515625,1360000,1130.99
290.1056,4896.59,273,115.908,273,-17810.462890625,1365000,1189.1
287.6476,3506.14,274,109.3651,274,-17567.73046875,1370000,2736.12
291.1982,4250.08,275,97.0992,275,-18150.8671875,1375000,3539.53
296.5844,4376.66,276,129.7705,276,-17858.666015625,1380000,1476.37
298.7489,4560.99,277,135.332,277,-18064.12109375,1385000,2828.7
286.7707,4774.72,278,96.6381,278,-18175.169921875,1390000,3589.48
294.1606,4178.67,279,116.1138,279,-18110.66015625,1395000,1053.87
282.6012,4494.67,280,101.4582,280,-17828.10546875,1400000,4896.78
282.2483,4287.57,281,103.9501,281,-18074.125,1405000,3492.35
288.6223,4541.08,282,98.6023,282,-18349.248046875,1410000,3615.49
299.1159,4466.1,283,135.9845,283,-18120.068359375,1415000,3723.73
285.6725,4437.77,284,116.6883,284,-17808.748046875,1420000,2516.89
282.4742,4307.93,285,99.9998,285,-18077.38671875,1425000,4866.16
282.5855,3781.97,286,94.2703,286,-18063.29296875,1430000,4346.81
279.2068,4466.5,287,81.5239,287,-17952.5703125,1435000,1896.18
298.5516,4012.53,288,128.9873,288,-17838.2578125,1440000,3631.26
314.3576,3062.57,289,204.4576,289,-17777.541015625,1445000,3255.43
315.8908,2489.35,290,187.6222,290,-17931.78515625,1450000,1825.97
333.446,1603.12,291,197.0907,291,-17469.330078125,1455000,2105.83
306.4669,3471.06,292,141.7337,292,-17586.8359375,1460000,3230.99
338.9418,2160.53,293,241.5081,293,-17745.015625,1465000,2520.19
347.3945,947.46,294,257.272,294,-17366.7265625,1470000,1251.71
345.4767,2750.97,295,220.4396,295,-17710.669921875,1475000,2552.26
327.3945,2041.09,296,174.0279,296,-17489.693359375,1480000,1803.5
369.7615,706.7,297,215.9313,297,-17040.6484375,1485000,791.48
408.1758,561.89,298,237.1814,298,-16767.515625,1490000,669.68
423.9876,420.6,299,215.8769,299,-16106.279296875,1495000,416.77
406.1394,450.02,300,270.9016,300,-15817.7236328125,1500000,480.27
435.0843,305.54,301,287.6784,301,-15736.2060546875,1505000,297.34
423.3067,392.46,302,320.5297,302,-16117.7822265625,1510000,314.6
431.3823,197.38,303,293.0186,303,-17015.080078125,1515000,140.78
420.2201,331.87,304,292.9308,304,-16747.5859375,1520000,305.82
429.6341,440.0,305,301.3854,305,-17077.984375,1525000,494.52
432.0404,247.11,306,313.0959,306,-17934.841796875,1530000,366.16
485.0754,185.14,307,345.1686,307,-18338.376953125,1535000,158.9
442.8488,238.23,308,306.2388,308,-17704.193359375,1540000,329.34
460.5418,196.38,309,346.5826,309,-16899.634765625,1545000,267.7
481.056,264.51,310,331.4273,310,-18171.2109375,1550000,308.26
409.3796,646.96,311,289.0791,311,-15521.9248046875,1555000,534.7
429.1015,392.42,312,309.8598,312,-16219.154296875,1560000,407.17
430.0778,365.68,313,304.3491,313,-15633.380859375,1565000,361.75
441.4527,423.77,314,317.3351,314,-16911.4765625,1570000,394.79
417.2499,427.68,315,294.8741,315,-17483.884765625,1575000,402.09
412.2035,319.68,316,244.8116,316,-16405.89453125,1580000,353.23
438.3134,262.36,317,225.7381,317,-17230.341796875,1585000,238.4
412.5346,365.48,318,239.2893,318,-16950.619140625,1590000,335.48
396.1539,484.77,319,246.0344,319,-16815.9609375,1595000,424.02
410.2374,448.0,320,244.4837,320,-16764.48828125,1600000,494.23
396.5802,339.08,321,245.2863,321,-16853.166015625,1605000,263.86
372.923,465.39,322,238.5726,322,-16878.37109375,1610000,527.92
398.67,449.13,323,242.7044,323,-17062.16015625,1615000,425.22
372.132,424.14,324,235.602,324,-17233.5,1620000,509.47
399.5731,454.92,325,253.2644,325,-17105.556640625,1625000,591.27
373.1767,522.6,326,235.9246,326,-17268.08984375,1630000,863.84
409.5097,389.48,327,276.4232,327,-17401.494140625,1635000,325.43
359.6962,729.11,328,248.5359,328,-17165.01953125,1640000,574.61
362.0877,883.19,329,235.8431,329,-17131.890625,1645000,876.58
368.3621,605.14,330,249.7807,330,-17641.5390625,1650000,898.33
370.3686,983.64,331,253.6655,331,-17709.076171875,1655000,1066.67
363.6001,798.5,332,222.7467,332,-17413.37109375,1660000,661.84
377.4904,705.49,333,236.3027,333,-17475.447265625,1665000,928.52
334.7048,1125.68,334,204.1794,334,-17687.271484375,1670000,1576.59
340.4145,1220.44,335,205.1976,335,-17693.408203125,1675000,1152.57
350.2635,1309.97,336,212.0768,336,-17670.26953125,1680000,1175.06
343.8232,1069.45,337,211.1413,337,-18005.091796875,1685000,963.7
364.3948,1143.64,338,241.3833,338,-18218.859375,1690000,935.66
350.8761,1547.86,339,219.7101,339,-18343.421875,1695000,853.18
338.0888,1548.28,340,206.4394,340,-18532.1875,1700000,945.08
342.0981,1400.27,341,233.4303,341,-18490.658203125,1705000,835.45
344.5943,1541.33,342,225.1222,342,-18760.849609375,1710000,1176.82
340.5464,2311.42,343,206.4308,343,-18793.416015625,1715000,1455.28
334.1029,1490.54,344,202.7824,344,-18669.474609375,1720000,855.99
311.1448,2376.63,345,138.5935,345,-18775.09375,1725000,1938.68
311.2582,2788.5,346,156.985,346,-18829.060546875,1730000,2484.77
332.0375,1999.51,347,203.874,347,-18858.078125,1735000,2213.38
328.5588,1463.06,348,223.3718,348,-18881.755859375,1740000,1225.51
317.9007,1793.02,349,184.9348,349,-18756.564453125,1745000,2676.32
299.9074,2136.2,350,162.5098,350,-18816.859375,1750000,3352.2
283.0773,3532.38,351,111.4733,351,-18527.619140625,1755000,3687.68
327.8791,2001.12,352,194.0967,352,-18880.54296875,1760000,2431.59
291.0689,3570.3,353,130.1866,353,-18811.900390625,1765000,3564.34
306.308,3036.3,354,169.0578,354,-18914.0703125,1770000,3793.13
294.7088,3068.85,355,134.7765,355,-18783.87109375,1775000,3412.79
315.4505,2717.84,356,161.0968,356,-18798.8671875,1780000,3635.38
301.1115,2760.34,357,159.978,357,-18883.240234375,1785000,3031.34
315.9952,1942.22,358,194.5229,358,-18844.85546875,1790000,1563.24
297.9363,2849.67,359,142.4739,359,-18942.130859375,1795000,3372.85
287.0273,3541.08,360,109.4994,360,-18965.044921875,1800000,3345.21
302.2237,3614.53,361,131.2399,361,-19040.626953125,1805000,4123.95
325.4718,2093.22,362,237.0017,362,-19118.416015625,1810000,1388.21
299.0629,3856.08,363,124.4747,363,-19067.71484375,1815000,3625.47
311.3374,2412.8,364,209.2818,364,-19064.830078125,1820000,1880.36
315.2714,3420.79,365,187.8936,365,-19164.896484375,1825000,3576.15
318.9341,1995.43,366,217.7957,366,-19190.16796875,1830000,1310.31
295.8817,3759.66,367,108.0764,367,-19115.865234375,1835000,2587.05
313.1243,2254.38,368,216.019,368,-19167.359375,1840000,2095.15
298.1806,4544.82,369,120.4243,369,-19131.701171875,1845000,4528.69
315.4214,3431.1,370,168.3396,370,-19000.587890625,1850000,3588.69
309.3671,4084.99,371,157.6919,371,-19263.607421875,1855000,2195.1
301.186,2472.97,372,161.9402,372,-19207.51953125,1860000,3499.64
302.7752,4261.6,373,113.3574,373,-19255.69140625,1865000,3271.28
319.8768,1783.41,374,218.3482,374,-19194.849609375,1870000,2871.47
290.1603,3792.97,375,117.9044,375,-19133.369140625,1875000,4155.45
309.3258,2856.14,376,200.3918,376,-19160.330078125,1880000,3118.29
322.6678,1723.01,377,256.7539,377,-19268.5234375,1885000,2967.93
306.9845,2873.16,378,174.2902,378,-19055.203125,1890000,2917.12
302.9492,4337.17,379,155.978,379,-19228.21484375,1895000,3913.94
307.9607,4027.0,380,127.8096,380,-19321.6171875,1900000,4380.2
295.587,3415.43,381,158.8233,381,-19206.638671875,1905000,2866.73
302.9657,3210.76,382,142.4906,382,-18965.916015625,1910000,3130.41
289.6251,3112.52,383,127.9458,383,-19124.08203125,1915000,3522.47
296.6009,4520.6,384,117.6744,384,-19212.994140625,1920000,4517.84
271.7,4363.93,385,87.6222,385,-19052.05078125,1925000,3219.1
292.943,3245.68,386,110.1495,386,-19264.056640625,1930000,2789.68
298.2987,3106.23,387,166.4485,387,-19269.255859375,1935000,1929.81
299.4907,3139.81,388,154.5472,388,-19076.794921875,1940000,3535.72
295.5222,3204.74,389,178.9587,389,-19258.720703125,1945000,4739.79
306.7731,3250.03,390,183.6443,390,-19193.095703125,1950000,3211.04
304.9487,2773.91,391,181.224,391,-19311.33984375,1955000,4065.96
296.3842,3995.16,392,109.7971,392,-19335.75,1960000,3769.62
296.6942,4429.08,393,103.4221,393,-19195.271484375,1965000,4744.37
289.9243,4705.24,394,101.5992,394,-19295.67578125,1970000,4465.5
287.0967,4644.63,395,97.9387,395,-19105.248046875,1975000,5005.86
293.2938,4540.74,396,103.2792,396,-19194.716796875,1980000,4652.63
