Reward Loss,Itration,Running Update Time,Running Forward KL,Real Det Return,Running Reverse KL,Real Sto Return,Running Env Steps
-60573.08984375,394,394,156.5544,2300.97,14.9425,1918.73,1970000
-60658.46484375,395,395,156.593,2313.19,15.037,1949.24,1975000
-60742.328125,396,396,156.4824,2310.3,15.0869,1938.61,1980000
-61043.2265625,397,397,156.6297,2324.33,14.9741,1942.32,1985000
-60952.75390625,398,398,156.4995,2314.98,14.9352,1921.55,1990000
-60983.859375,399,399,156.5851,2321.54,14.9956,1931.79,1995000
-61148.43359375,400,400,156.6673,2321.95,14.9195,1951.43,2000000
-61121.73046875,401,401,156.5538,2330.28,14.9882,1931.77,2005000
-61377.51953125,402,402,156.6102,2310.02,14.9672,1943.83,2010000
-61389.1171875,403,403,156.5343,2331.39,15.0089,1958.48,2015000
-61197.796875,404,404,156.6146,2308.8,14.8214,1931.36,2020000
-61660.0078125,405,405,156.6775,2328.72,15.0014,1938.81,2025000
-61638.73046875,406,406,156.6062,2323.1,14.8889,1936.43,2030000
-61670.84765625,407,407,156.6006,2312.37,15.0049,1951.46,2035000
-61830.49609375,408,408,156.6078,2327.83,15.0231,1965.7,2040000
-61819.30078125,409,409,156.6319,2305.22,14.962,1930.73,2045000
-61946.6015625,410,410,156.4779,2324.33,14.8876,1933.61,2050000
-62255.17578125,411,411,156.6142,2328.5,15.0629,1949.84,2055000
-62292.046875,412,412,156.5859,2322.5,15.0263,1953.6,2060000
-62402.1328125,413,413,156.5233,2318.91,14.9176,1921.49,2065000
-62532.97265625,414,414,156.6902,2329.21,14.9696,1954.26,2070000
-62327.515625,415,415,156.6211,2291.0,14.7442,1923.66,2075000
-62429.6875,416,416,156.606,2293.22,14.8896,1931.34,2080000
-62699.16796875,417,417,156.659,2314.48,14.8667,1950.93,2085000
-62554.1171875,418,418,156.6492,2303.02,14.8935,1934.68,2090000
-62875.31640625,419,419,156.623,2292.97,14.9642,1920.33,2095000
-63094.8046875,420,420,156.5734,2305.41,14.8636,1943.59,2100000
-63070.703125,421,421,156.6101,2330.9,15.0046,1952.64,2105000
-63371.375,422,422,156.6925,2323.31,15.0405,1953.11,2110000
-63281.01953125,423,423,156.7517,2319.65,15.1181,1967.92,2115000
-63309.23828125,424,424,156.5431,2317.8,14.9506,1933.33,2120000
-63485.7109375,425,425,156.5836,2333.32,15.041,1956.96,2125000
-63706.99609375,426,426,156.817,2313.94,15.0611,1949.69,2130000
-64006.5390625,427,427,156.5749,2332.01,15.0087,1958.63,2135000
-63943.49609375,428,428,156.5596,2299.46,14.9959,1949.5,2140000
-64031.03515625,429,429,156.6219,2330.08,14.9727,1946.45,2145000
-63909.9765625,430,430,156.7249,2319.3,14.9546,1946.92,2150000
-64375.6640625,431,431,156.571,2348.09,15.2489,1977.94,2155000
-64600.87109375,432,432,156.6263,2354.49,15.1946,1978.13,2160000
-64612.265625,433,433,156.7533,2351.12,15.161,1960.56,2165000
-64463.6640625,434,434,156.6971,2335.02,15.1633,1949.15,2170000
-64507.23046875,435,435,156.5893,2335.26,14.9209,1971.2,2175000
-64785.6875,436,436,156.7639,2344.23,15.2733,1972.91,2180000
-64818.81640625,437,437,156.6708,2331.68,15.1361,1958.25,2185000
-64872.36328125,438,438,156.5653,2331.81,14.9955,1964.34,2190000
-65127.078125,439,439,156.6268,2351.76,15.0672,1967.13,2195000
-65443.75390625,440,440,156.6125,2328.0,15.1076,1966.85,2200000
-65604.1953125,441,441,156.781,2349.86,15.1631,1974.57,2205000
-65846.0703125,442,442,156.7748,2344.13,15.2323,1978.1,2210000
-65398.41015625,443,443,156.7073,2346.66,15.0787,1958.33,2215000
-66026.2265625,444,444,156.6149,2358.54,15.3429,1974.5,2220000
-65932.46875,445,445,156.6744,2359.51,15.2405,1979.25,2225000
-65853.6796875,446,446,156.7544,2354.33,15.0448,1965.68,2230000
-65905.3203125,447,447,156.563,2340.51,15.0221,1964.16,2235000
-66432.265625,448,448,156.5622,2347.24,15.2715,1989.27,2240000
-66237.9453125,449,449,156.7303,2339.51,15.1281,1971.5,2245000
-66290.1796875,450,450,156.6194,2361.64,15.2655,1981.41,2250000
-66243.671875,451,451,156.774,2338.93,15.1525,1975.06,2255000
-66418.2890625,452,452,156.59,2337.99,15.1674,1975.39,2260000
-66486.359375,453,453,156.5897,2325.37,15.0912,1967.69,2265000
-66385.59375,454,454,156.7482,2313.61,15.0629,1954.68,2270000
-66820.7421875,455,455,156.6716,2313.64,15.197,1972.22,2275000
-66744.0,456,456,156.7647,2329.51,15.2602,1965.37,2280000
-67260.2890625,457,457,156.5507,2352.98,15.2518,1986.17,2285000
-67167.7890625,458,458,156.7488,2331.73,15.415,1968.89,2290000
-67307.265625,459,459,156.6335,2340.55,15.3917,1964.37,2295000
-67431.484375,460,460,156.6992,2340.98,15.2611,1961.44,2300000
-67509.1328125,461,461,156.6638,2345.9,15.2182,1981.95,2305000
-67559.875,462,462,156.7169,2324.99,15.2547,1975.17,2310000
-67811.890625,463,463,156.6662,2350.79,15.2409,1968.71,2315000
-67870.875,464,464,156.7296,2361.77,15.49,1980.88,2320000
-67966.703125,465,465,156.7831,2369.53,15.1491,1984.23,2325000
-68214.484375,466,466,156.6776,2357.81,15.4361,1988.46,2330000
-68033.8046875,467,467,156.6765,2362.79,15.2593,1981.43,2335000
-68293.2265625,468,468,156.7518,2327.29,15.2036,1980.99,2340000
-68303.6875,469,469,156.7076,2342.92,15.217,1964.09,2345000
-68764.90625,470,470,156.7247,2356.06,15.4334,1982.42,2350000
-68516.8828125,471,471,156.7105,2351.82,15.3775,1969.04,2355000
-68828.046875,472,472,156.6625,2367.45,15.2619,1994.33,2360000
-68601.3828125,473,473,156.7024,2312.36,15.1795,1952.44,2365000
-68989.859375,474,474,156.754,2363.84,15.3434,1988.91,2370000
-68928.953125,475,475,156.6938,2341.83,15.2387,1982.11,2375000
-68618.5703125,476,476,156.7338,2339.48,15.1361,1981.68,2380000
-69247.2578125,477,477,156.6344,2337.28,15.4109,1976.18,2385000
-69336.75,478,478,156.6539,2331.91,15.3323,1979.12,2390000
-69583.5703125,479,479,156.7913,2340.95,15.4218,1983.57,2395000
-69416.2421875,480,480,156.6897,2310.72,15.3333,1971.64,2400000
-69572.3515625,481,481,156.7203,2334.7,15.3597,1971.35,2405000
-69463.25,482,482,156.7156,2339.16,15.3691,1996.52,2410000
-69436.171875,483,483,156.5644,2326.9,15.2402,1984.62,2415000
-69611.21875,484,484,156.6422,2333.93,15.2122,1991.59,2420000
-69689.0703125,485,485,156.6044,2328.54,15.2552,1973.23,2425000
-70051.8828125,486,486,156.6718,2325.99,15.3563,1981.13,2430000
-69897.4140625,487,487,156.6409,2299.78,15.2014,1956.29,2435000
-70119.46875,488,488,156.6627,2346.13,15.2159,1974.95,2440000
-70370.5546875,489,489,156.7667,2310.35,15.2534,1960.16,2445000
-70417.3203125,490,490,156.781,2329.75,15.3296,1976.11,2450000
-70531.5546875,491,491,156.6661,2335.99,15.4872,1982.7,2455000
-70206.8984375,492,492,156.6973,2323.15,15.3306,1968.27,2460000
-70507.3984375,493,493,156.6139,2339.43,15.3787,1987.25,2465000
-70849.140625,494,494,156.6524,2323.51,15.2348,1977.15,2470000
-70620.9765625,495,495,156.7306,2328.07,15.1575,1974.05,2475000
-71173.359375,496,496,156.5618,2335.61,15.4744,1978.43,2480000
-71142.7109375,497,497,156.7664,2315.26,15.2606,1977.47,2485000
-71256.65625,498,498,156.6631,2334.0,15.2443,1985.07,2490000
-71389.3359375,499,499,156.6181,2338.71,15.3532,1990.91,2495000
-71630.4921875,500,500,156.6781,2358.22,15.4239,1984.81,2500000
-71535.328125,501,501,156.7739,2338.83,15.3492,1986.46,2505000
-71541.03125,502,502,156.7173,2327.93,15.2159,1976.8,2510000
-71587.2734375,503,503,156.4686,2295.94,15.2671,1954.51,2515000
-71769.28125,504,504,156.709,2320.67,15.2874,1959.59,2520000
-71914.4765625,505,505,156.662,2322.82,15.3397,1975.62,2525000
-72030.984375,506,506,156.6835,2342.8,15.3906,1992.81,2530000
-72189.0625,507,507,156.7162,2335.02,15.3542,1971.32,2535000
-72447.4765625,508,508,156.6009,2327.85,15.4083,1961.01,2540000
-72431.2734375,509,509,156.673,2335.91,15.4463,1983.1,2545000
-72591.1484375,510,510,156.7674,2371.13,15.6106,1989.63,2550000
-72352.953125,511,511,156.7655,2353.11,15.3482,1965.1,2555000
-72671.234375,512,512,156.7702,2328.33,15.254,1975.56,2560000
-72871.2578125,513,513,156.7319,2334.42,15.5557,1978.13,2565000
-73064.546875,514,514,156.6258,2312.15,15.3531,1959.23,2570000
-72830.2421875,515,515,156.679,2350.3,15.4715,1997.12,2575000
-73305.765625,516,516,156.669,2364.19,15.6341,1992.03,2580000
-73409.65625,517,517,156.6225,2352.53,15.5337,1978.82,2585000
-73461.46875,518,518,156.6696,2352.57,15.5165,1990.34,2590000
-73395.8203125,519,519,156.6338,2343.04,15.5803,1970.2,2595000
-73464.2578125,520,520,156.6479,2369.3,15.375,1987.59,2600000
-73564.6484375,521,521,156.7679,2351.03,15.3676,1970.83,2605000
-73737.765625,522,522,156.6902,2368.64,15.3813,1996.68,2610000
-73766.328125,523,523,156.8266,2332.12,15.3216,1970.07,2615000
-74009.9296875,524,524,156.6375,2369.16,15.3041,1990.14,2620000
-73809.7265625,525,525,156.6435,2328.02,15.252,1966.45,2625000
-73969.609375,526,526,156.6363,2331.79,15.2513,1977.92,2630000
-73845.609375,527,527,156.6841,2323.88,15.3472,1980.2,2635000
-74347.296875,528,528,156.7463,2341.38,15.2872,1982.89,2640000
-74475.984375,529,529,156.666,2359.06,15.439,1973.5,2645000
-74322.4921875,530,530,156.5852,2347.53,15.3729,1984.39,2650000
-75033.265625,531,531,156.6449,2367.38,15.4437,1991.37,2655000
-74764.7265625,532,532,156.6722,2330.75,15.4043,1979.26,2660000
-74550.1875,533,533,156.6421,2344.84,15.3383,1966.94,2665000
-75036.796875,534,534,156.5242,2368.94,15.2743,1995.79,2670000
-74860.765625,535,535,156.763,2326.91,15.2657,1960.62,2675000
-74916.7109375,536,536,156.6489,2337.17,15.2636,1967.65,2680000
-75380.4296875,537,537,156.6973,2369.47,15.4901,1987.15,2685000
-75294.46875,538,538,156.5899,2368.04,15.2988,1994.03,2690000
-75625.3359375,539,539,156.7006,2373.48,15.4695,1983.46,2695000
-75300.03125,540,540,156.6751,2362.16,15.211,1981.36,2700000
-75519.5390625,541,541,156.6369,2332.2,15.3408,1986.11,2705000
-75298.9609375,542,542,156.499,2340.1,15.1605,1964.25,2710000
-75821.1875,543,543,156.5899,2363.76,15.2182,1979.17,2715000
-75778.4296875,544,544,156.6709,2351.71,15.3119,1965.41,2720000
-75693.15625,545,545,156.6451,2354.09,15.3624,1965.1,2725000
-75907.859375,546,546,156.7307,2347.69,15.172,1953.55,2730000
-76060.765625,547,547,156.6114,2360.41,15.2295,1971.14,2735000
-76006.515625,548,548,156.7206,2357.45,15.1609,1916.03,2740000
-75919.171875,549,549,156.611,2306.77,15.1277,1950.28,2745000
-76131.5546875,550,550,156.6067,2358.62,15.1656,1970.25,2750000
-76166.7265625,551,551,156.538,2335.91,15.2887,1979.46,2755000
-76264.1953125,552,552,156.6932,2352.17,15.3694,1980.58,2760000
-76458.0703125,553,553,156.606,2347.19,15.2096,1957.83,2765000
-76642.2109375,554,554,156.5867,2362.88,15.179,1974.56,2770000
-76577.2421875,555,555,156.5618,2355.72,15.1615,1955.83,2775000
-76750.625,556,556,156.6202,2360.6,15.0256,1973.11,2780000
-76694.640625,557,557,156.676,2360.92,15.1791,1975.68,2785000
-76836.8984375,558,558,156.6166,2346.34,15.0613,1973.71,2790000
-76797.75,559,559,156.6125,2351.57,15.1493,1975.74,2795000
-77061.703125,560,560,156.6669,2347.25,15.0682,1976.92,2800000
-77085.375,561,561,156.6813,2358.19,15.0063,1983.97,2805000
-76885.8828125,562,562,156.6925,2351.91,15.1984,1973.36,2810000
-77483.5703125,563,563,156.6202,2370.37,14.991,2000.11,2815000
-77288.4140625,564,564,156.6269,2241.72,14.9822,1971.8,2820000
-77405.96875,565,565,156.6764,2324.72,15.1511,1930.65,2825000
-77669.7265625,566,566,156.5924,2361.06,15.2142,1967.01,2830000
-77430.546875,567,567,156.5909,2344.05,15.0202,1952.06,2835000
-78065.3203125,568,568,156.6423,2379.36,15.1331,1993.48,2840000
-77816.8203125,569,569,156.5918,2360.63,15.0711,1975.8,2845000
-78100.7734375,570,570,156.74,2342.19,15.3888,1980.49,2850000
-78157.21875,571,571,156.5926,2238.43,15.1973,1923.2,2855000
-78264.140625,572,572,156.5641,2235.63,15.0445,1962.59,2860000
-78287.8203125,573,573,156.5913,2358.7,15.1544,1949.28,2865000
-78462.21875,574,574,156.4505,2352.69,15.0886,1924.44,2870000
-78039.6796875,575,575,156.6946,2340.43,15.1796,1924.05,2875000
-78072.234375,576,576,156.7345,2337.36,14.9084,1968.57,2880000
-78473.4609375,577,577,156.6918,2189.75,15.1719,1914.71,2885000
-78512.953125,578,578,156.6546,2299.25,14.9795,1938.18,2890000
-78774.796875,579,579,156.6951,2348.36,15.0132,1916.59,2895000
-78736.1796875,580,580,156.6206,2336.85,15.0428,1926.55,2900000
-78732.4453125,581,581,156.6815,2246.36,15.104,1953.22,2905000
-78659.375,582,582,156.5523,2322.01,14.9661,1957.87,2910000
-78426.421875,583,583,156.6189,2309.34,14.933,1957.82,2915000
-79071.5390625,584,584,156.7172,2100.73,15.275,1920.16,2920000
-78484.8671875,585,585,156.6878,2371.89,15.1928,1925.44,2925000
-78868.8984375,586,586,156.4976,2363.02,15.1177,1923.35,2930000
-79251.1484375,587,587,156.6761,1847.97,15.2705,1889.85,2935000
-79673.2890625,588,588,156.7846,2117.32,15.391,1955.44,2940000
-79830.84375,589,589,156.546,2096.78,15.2034,1950.11,2945000
-79664.8828125,590,590,156.6434,2240.98,15.4096,1904.47,2950000
-79553.96875,591,591,156.5243,1987.59,15.0092,1897.92,2955000
-80061.984375,592,592,156.5624,2122.71,15.1774,1912.72,2960000
-79881.0546875,593,593,156.6652,1989.12,15.2653,1958.25,2965000
-80043.46875,594,594,156.7052,2274.92,15.2559,1885.55,2970000
-79037.8203125,595,595,156.5593,1973.53,14.8634,1946.89,2975000
-79671.296875,596,596,156.5463,2082.47,14.8836,1908.51,2980000
-79976.984375,597,597,156.673,2237.47,15.1106,1910.85,2985000
-80502.5078125,598,598,156.6912,1962.77,15.2853,1897.98,2990000
-79901.625,599,599,156.6182,2019.2,15.0504,1801.57,2995000
