Reward Loss,Running Forward KL,Running Update Time,Real Det Return,Real Sto Return,Itration,Running Env Steps,Running Reverse KL
-19276.24609375,354.1869,396,4086.23,5248.48,396,1980000,170.1203
-19468.978515625,348.1957,397,4811.0,4930.88,397,1985000,157.6829
-19390.125,346.3405,398,5323.83,5071.99,398,1990000,160.2491
-19525.5234375,345.8222,399,5224.86,4782.01,399,1995000,154.5068
-19108.490234375,357.3602,400,5065.12,4759.56,400,2000000,178.9116
-19348.072265625,350.6119,401,5240.4,4694.3,401,2005000,158.035
-19427.357421875,349.5539,402,5288.98,4636.47,402,2010000,158.0904
-19438.390625,349.6585,403,5057.28,5195.16,403,2015000,157.4238
-19554.962890625,352.2986,404,5024.09,5209.6,404,2020000,154.1351
-19429.568359375,351.9562,405,5027.7,5212.13,405,2025000,157.7534
-19589.45703125,351.9644,406,5243.95,4908.73,406,2030000,162.2766
-19523.505859375,353.762,407,5291.63,5205.89,407,2035000,166.0362
-19433.673828125,359.6477,408,5318.15,4201.91,408,2040000,182.377
-19488.017578125,354.8724,409,5308.16,5083.54,409,2045000,165.6307
-19414.826171875,352.8716,410,5324.21,4854.77,410,2050000,161.5017
-19502.060546875,347.5141,411,5198.33,4643.91,411,2055000,154.6708
-19408.96875,358.136,412,5264.55,4887.46,412,2060000,194.7937
-19417.12890625,349.9865,413,5169.76,4284.83,413,2065000,163.132
-19523.140625,351.5499,414,5282.42,4476.78,414,2070000,169.2756
-19505.0703125,350.2969,415,5304.16,4456.37,415,2075000,168.1215
-19578.70703125,353.5682,416,5069.33,4763.09,416,2080000,161.8795
-19551.103515625,351.8339,417,5185.62,4521.35,417,2085000,174.0668
-19554.984375,350.2202,418,4945.64,4422.89,418,2090000,160.8189
-19464.984375,347.0577,419,3457.09,3991.54,419,2095000,163.6882
-19450.39453125,353.9327,420,4146.42,3933.94,420,2100000,172.5912
-19529.166015625,363.8146,421,4436.54,2601.46,421,2105000,205.5567
-19556.94921875,353.6618,422,4980.86,5093.72,422,2110000,175.2373
-19586.693359375,353.1147,423,5226.12,5042.43,423,2115000,164.1919
-19490.087890625,353.5253,424,5229.25,3682.08,424,2120000,186.8151
-19596.935546875,359.1459,425,4640.74,4218.49,425,2125000,169.5956
-19619.90234375,354.5379,426,5172.91,4477.77,426,2130000,159.0697
-19588.443359375,357.0128,427,3369.16,4933.15,427,2135000,162.1268
-19617.728515625,353.0101,428,4854.64,5102.21,428,2140000,176.6191
-19560.5625,355.7594,429,4533.42,4360.9,429,2145000,180.3443
-19465.654296875,351.1321,430,4571.63,4750.64,430,2150000,160.9971
-19412.646484375,350.8652,431,4212.85,3957.43,431,2155000,159.0299
-19580.5546875,354.0378,432,4958.9,4963.4,432,2160000,169.7576
-19496.05078125,361.3616,433,1904.29,3572.37,433,2165000,202.6978
-19586.578125,356.448,434,5186.54,4638.04,434,2170000,174.2354
-19596.99609375,360.0769,435,4966.73,4807.22,435,2175000,177.7955
-19476.833984375,358.6333,436,5177.19,4571.19,436,2180000,196.1072
-19600.279296875,362.5241,437,3982.62,4420.08,437,2185000,183.4516
-19625.98828125,353.7784,438,4466.25,4855.62,438,2190000,170.684
-19695.583984375,351.7275,439,4328.82,4090.34,439,2195000,160.6474
-19648.125,357.9844,440,4956.81,4815.22,440,2200000,187.883
-19493.65234375,354.591,441,4004.35,4421.14,441,2205000,175.9933
-19608.072265625,359.9352,442,5190.65,3575.09,442,2210000,181.5394
-19561.37890625,367.7032,443,4189.51,3294.26,443,2215000,224.0102
-19552.94140625,367.2956,444,4271.06,3627.57,444,2220000,241.0613
-19538.765625,375.6564,445,4342.86,3322.67,445,2225000,226.9341
-19626.939453125,367.4858,446,4787.16,4130.24,446,2230000,204.1669
-19574.478515625,363.1703,447,4992.14,3781.04,447,2235000,201.2657
-19590.96484375,379.807,448,3614.29,2846.06,448,2240000,263.5981
-19540.189453125,367.5785,449,5003.71,3733.22,449,2245000,243.744
-19673.005859375,382.6484,450,5082.24,3326.31,450,2250000,246.7637
-19657.5625,381.2873,451,4128.39,3174.93,451,2255000,248.9843
-19654.28125,376.4362,452,4825.02,4322.69,452,2260000,220.1024
-19614.177734375,376.636,453,2867.89,2437.68,453,2265000,255.3768
-19567.3515625,363.114,454,4935.06,3397.71,454,2270000,203.5724
-19642.28125,351.0646,455,4528.28,4402.46,455,2275000,153.2879
-19630.712890625,351.1034,456,4782.72,4089.78,456,2280000,166.8398
-19476.634765625,361.5566,457,4954.31,2772.78,457,2285000,223.9043
-19582.20703125,356.1078,458,5181.36,4035.46,458,2290000,181.0068
-19715.78515625,363.7177,459,5009.92,5155.26,459,2295000,192.2273
-19491.517578125,366.9517,460,4242.69,2717.0,460,2300000,228.5828
-19589.548828125,358.2971,461,5178.16,4482.83,461,2305000,212.9852
-19656.466796875,358.7538,462,3616.37,3198.7,462,2310000,173.6671
-19528.00390625,357.1531,463,4956.15,4065.38,463,2315000,181.9275
-19493.66015625,357.8184,464,4157.28,2607.69,464,2320000,194.2843
-19573.041015625,361.5368,465,2778.11,4156.76,465,2325000,211.934
-19667.275390625,352.9108,466,4091.22,2070.65,466,2330000,225.6431
-19657.7265625,368.0575,467,4258.26,3983.46,467,2335000,279.6213
-19480.900390625,364.7071,468,3509.42,2019.26,468,2340000,244.6913
-19571.59375,349.6546,469,4698.79,3998.92,469,2345000,187.974
-19520.568359375,358.0423,470,4356.6,3401.3,470,2350000,213.4386
-19340.0390625,364.7118,471,2251.47,2567.35,471,2355000,215.2366
-19611.759765625,356.3775,472,3223.76,2238.08,472,2360000,226.6601
-19566.7890625,352.847,473,4034.85,3446.1,473,2365000,227.0529
-19602.37890625,346.3117,474,4362.86,3993.51,474,2370000,152.4868
-19625.208984375,358.8184,475,4932.35,3579.06,475,2375000,215.4879
-19541.068359375,362.7031,476,5069.93,4146.77,476,2380000,231.3019
-19551.4609375,352.4087,477,5050.28,4186.49,477,2385000,170.7154
-19667.4140625,355.5404,478,5269.98,4879.79,478,2390000,166.3182
-19692.82421875,359.1627,479,4233.76,3671.89,479,2395000,201.126
-19633.466796875,349.6871,480,3420.65,2983.98,480,2400000,202.1246
-19543.30078125,365.7403,481,5181.8,2508.71,481,2405000,193.7478
-19449.6953125,356.322,482,3683.67,3495.39,482,2410000,211.4707
-19603.046875,361.2119,483,2962.21,3495.65,483,2415000,197.7709
-19643.404296875,358.275,484,1454.33,1936.61,484,2420000,214.3065
-19672.54296875,391.0172,485,2914.78,2090.14,485,2425000,285.4198
-19646.515625,371.7256,486,3151.86,2356.77,486,2430000,237.1653
-19432.9765625,383.5759,487,2007.45,1799.45,487,2435000,273.4305
-19693.935546875,382.1597,488,3057.85,2588.13,488,2440000,260.1143
-19549.263671875,380.2122,489,2902.92,2644.53,489,2445000,320.4389
-19616.955078125,400.2774,490,1187.96,1471.37,490,2450000,366.9592
-19681.96484375,407.7753,491,1875.54,1238.57,491,2455000,421.7097
-19669.93359375,402.0965,492,1671.98,2220.39,492,2460000,341.0154
-19704.861328125,450.4566,493,1268.38,868.06,493,2465000,381.162
-19452.287109375,389.4639,494,1330.16,2108.87,494,2470000,300.8918
-19506.5859375,432.973,495,638.37,1230.17,495,2475000,429.6218
-19007.177734375,453.4116,496,836.13,530.23,496,2480000,455.5492
-19259.921875,408.7389,497,1037.5,927.05,497,2485000,429.0308
-19476.326171875,505.6106,498,256.02,246.24,498,2490000,567.2018
-18025.501953125,424.2106,499,517.16,493.02,499,2495000,378.6061
-18467.291015625,458.7531,500,535.35,513.58,500,2500000,379.3152
-18231.216796875,408.1266,501,895.18,927.51,501,2505000,372.2306
-18519.79296875,409.4886,502,1010.01,880.03,502,2510000,359.0098
-19138.119140625,422.5509,503,612.93,677.27,503,2515000,486.2854
-18536.91015625,364.2048,504,1006.67,1089.12,504,2520000,374.9131
-18431.16015625,424.1034,505,570.17,611.24,505,2525000,322.4441
-16934.708984375,408.8436,506,669.27,914.07,506,2530000,370.0908
-17511.37109375,384.8263,507,1271.12,1081.13,507,2535000,321.0687
-17466.869140625,388.1349,508,1328.68,1278.01,508,2540000,314.5195
-17355.560546875,394.26,509,1103.53,937.04,509,2545000,292.8795
-16861.6328125,410.5028,510,1083.86,937.9,510,2550000,360.2887
-17157.775390625,414.3245,511,1083.2,1016.14,511,2555000,340.2853
-12908.8857421875,421.3193,512,1198.04,1236.44,512,2560000,677.1752
-14562.1015625,414.1912,513,901.31,760.38,513,2565000,326.37
-14542.4833984375,442.6746,514,755.61,457.21,514,2570000,453.1178
-17491.140625,436.2246,515,553.57,410.86,515,2575000,369.5942
-15508.23828125,511.8837,516,195.98,544.54,516,2580000,391.1057
-16879.306640625,547.1781,517,140.48,231.74,517,2585000,386.8327
-18687.7265625,431.9946,518,560.58,491.07,518,2590000,389.7243
-18658.75390625,478.5099,519,303.87,280.94,519,2595000,485.3816
-15499.7548828125,504.5684,520,139.34,150.29,520,2600000,633.4612
-18935.875,582.6012,521,130.77,122.17,521,2605000,597.7814
-18213.330078125,669.432,522,110.46,123.47,522,2610000,796.0546
-16862.00390625,573.7881,523,178.83,184.37,523,2615000,778.1499
-14420.3837890625,567.7,524,161.32,142.61,524,2620000,832.7736
-16440.783203125,661.7719,525,125.63,119.86,525,2625000,735.6174
-19605.509765625,555.1471,526,207.25,201.8,526,2630000,781.8642
-17745.015625,685.3062,527,83.85,82.55,527,2635000,637.9904
-17694.513671875,716.1449,528,70.59,68.56,528,2640000,565.0818
-18291.375,725.4419,529,67.54,68.29,529,2645000,615.929
-19398.525390625,723.7626,530,71.26,69.05,530,2650000,851.6701
-19408.775390625,719.639,531,68.07,68.26,531,2655000,785.3438
-19088.9375,714.5745,532,67.82,68.82,532,2660000,646.2917
-19261.04296875,710.5382,533,67.01,66.98,533,2665000,579.3645
-19575.84765625,712.2236,534,65.62,65.86,534,2670000,709.0631
-19505.267578125,693.2812,535,66.64,65.17,535,2675000,624.6003
-16294.373046875,650.584,536,63.55,63.77,536,2680000,501.1242
-16276.3935546875,648.6208,537,63.01,63.14,537,2685000,510.626
-15895.3203125,636.8062,538,63.04,62.93,538,2690000,505.8317
-17266.787109375,652.944,539,62.98,62.28,539,2695000,562.8896
-12351.34375,649.4131,540,62.71,62.73,540,2700000,521.6165
-12480.2431640625,646.2507,541,62.84,62.7,541,2705000,505.1575
-9712.900390625,658.7995,542,62.57,62.41,542,2710000,570.0554
-13969.326171875,658.1858,543,62.39,62.33,543,2715000,568.8389
-14693.865234375,656.4827,544,64.74,65.09,544,2720000,587.0698
-17406.71875,672.5242,545,62.59,62.3,545,2725000,640.1739
-19263.552734375,653.4014,546,101.43,102.95,546,2730000,636.93
-19187.98828125,645.8011,547,107.43,110.25,547,2735000,645.405
-16833.515625,653.5277,548,68.11,66.28,548,2740000,556.9401
-17823.56640625,600.9693,549,65.01,65.34,549,2745000,609.7533
-15513.3515625,692.3614,550,63.96,63.93,550,2750000,577.4848
-15464.3134765625,692.3481,551,66.42,63.07,551,2755000,609.5478
-15856.20703125,693.2371,552,63.53,63.88,552,2760000,645.6302
-16584.248046875,697.1897,553,63.46,63.29,553,2765000,575.7862
-15414.9609375,703.9681,554,63.64,62.83,554,2770000,567.5581
-17017.09375,703.0013,555,63.57,62.67,555,2775000,602.6614
-17606.3125,701.3944,556,63.44,62.7,556,2780000,577.8547
-17905.91015625,702.6399,557,63.72,62.63,557,2785000,593.6737
-18319.705078125,701.6259,558,63.65,63.01,558,2790000,577.974
-18841.3359375,699.0375,559,63.35,77.88,559,2795000,674.544
-19030.7265625,694.3867,560,61.68,62.56,560,2800000,562.9941
-19190.982421875,696.4584,561,62.0,63.31,561,2805000,593.1403
-19257.888671875,690.9811,562,64.58,63.47,562,2810000,607.9531
-19371.7265625,693.8681,563,64.93,64.01,563,2815000,616.6108
-19366.35546875,631.9992,564,66.22,67.17,564,2820000,616.9859
-19430.029296875,702.0081,565,62.29,63.42,565,2825000,569.0498
-18507.2578125,698.3285,566,62.61,63.05,566,2830000,552.2098
-19321.8125,711.8055,567,62.94,62.83,567,2835000,592.9017
-19011.39453125,705.4925,568,62.81,63.18,568,2840000,553.555
-18515.451171875,681.0345,569,62.62,62.83,569,2845000,607.5507
-18566.421875,701.9747,570,62.44,61.9,570,2850000,558.8257
-19556.30078125,694.5619,571,63.3,63.01,571,2855000,569.1486
-19625.9609375,566.9374,572,82.93,76.67,572,2860000,615.3229
-19574.6875,649.8468,573,71.39,73.1,573,2865000,603.0036
-19155.009765625,578.3698,574,79.71,76.28,574,2870000,595.3891
-19529.740234375,598.1362,575,90.6,91.81,575,2875000,662.9441
-19634.923828125,681.221,576,77.43,75.48,576,2880000,686.5487
-19659.408203125,696.1637,577,74.58,75.55,577,2885000,735.0067
-18908.888671875,693.7947,578,60.75,60.18,578,2890000,608.1044
-19662.7578125,695.0351,579,62.16,61.44,579,2895000,610.153
-19698.283203125,701.7323,580,61.9,61.47,580,2900000,702.2915
-19593.962890625,705.375,581,60.24,60.65,581,2905000,730.3777
-19634.42578125,690.8462,582,61.77,62.19,582,2910000,605.8778
-19889.8515625,708.0274,583,61.43,60.9,583,2915000,880.2888
-19803.322265625,658.8731,584,117.27,118.46,584,2920000,663.7781
-19674.236328125,695.5696,585,59.95,59.42,585,2925000,574.7335
-19772.96875,711.2127,586,59.09,59.58,586,2930000,672.84
-19831.91015625,712.8001,587,58.14,59.26,587,2935000,594.5623
-19816.22265625,707.6357,588,59.98,60.0,588,2940000,800.5801
-19782.8359375,705.2577,589,60.68,60.63,589,2945000,665.4117
-19774.677734375,711.75,590,62.17,62.87,590,2950000,596.7247
-19817.56640625,644.4441,591,65.08,64.06,591,2955000,707.8875
-19869.169921875,707.0526,592,67.22,70.19,592,2960000,893.5592
-19900.884765625,706.3718,593,60.51,59.99,593,2965000,981.146
-19858.5546875,703.8592,594,60.41,60.04,594,2970000,933.5629
-19872.548828125,715.0251,595,59.94,61.1,595,2975000,986.7958
-19841.828125,711.0243,596,60.06,60.15,596,2980000,1003.8466
-19828.09765625,698.992,597,61.1,60.48,597,2985000,962.9364
-19916.0546875,731.0808,598,59.54,60.17,598,2990000,1227.503
-19917.255859375,732.6222,599,64.22,62.26,599,2995000,1270.4081
