Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
1884.3,2244.61,15.2127,224,156.6311
1873.84,2249.06,15.3046,225,156.6615
1889.94,2281.99,15.297,226,156.765
1882.82,2271.55,15.3737,227,156.709
1875.84,2259.76,15.2312,228,156.7788
1897.85,2274.82,15.2418,229,156.6966
1882.35,2251.52,15.3015,230,156.6287
1888.1,2270.2,15.3354,231,156.5947
1898.94,2264.32,15.1284,232,156.6895
1895.69,2260.9,15.3162,233,156.6864
1878.07,2252.56,15.3882,234,156.4688
1873.13,2255.07,15.1399,235,156.5643
1872.25,2273.35,15.2229,236,156.5669
1915.2,2291.35,15.2813,237,156.6459
1898.61,2276.26,15.1595,238,156.6628
1862.43,2272.33,15.1545,239,156.6448
1895.8,2280.9,15.057,240,156.6375
1896.35,2294.92,14.9849,241,156.6952
1891.9,2277.55,15.1622,242,156.6209
1893.53,2273.81,15.0739,243,156.6188
1899.06,2273.24,15.2242,244,156.6769
1907.18,2260.27,15.3118,245,156.7886
1917.85,2286.32,15.2063,246,156.6847
1904.17,2273.29,15.2689,247,156.5701
1900.65,2266.89,15.1543,248,156.5461
1907.07,2242.47,15.1015,249,156.6072
1899.7,2269.47,15.1625,250,156.676
1901.77,2289.12,14.9202,251,156.5735
1902.06,2286.89,15.2777,252,156.5687
1907.54,2288.29,15.2199,253,156.6647
1877.04,2249.72,14.942,254,156.6067
1890.17,2252.12,15.013,255,156.695
1916.0,2274.47,15.0454,256,156.5661
1888.1,2265.53,14.9889,257,156.5889
1913.86,2267.16,15.2144,258,156.6714
1900.18,2275.68,14.8815,259,156.6372
1916.24,2289.96,15.1845,260,156.6234
1910.91,2275.25,15.0613,261,156.5976
1870.71,2242.41,14.9583,262,156.5935
1919.42,2269.39,15.1118,263,156.5629
1903.64,2258.18,15.1492,264,156.5905
1880.7,2264.98,15.0561,265,156.5741
1916.91,2296.8,15.012,266,156.6271
1885.38,2252.96,15.0146,267,156.7861
1888.15,2269.19,15.1809,268,156.6586
1900.64,2278.69,15.1917,269,156.6002
1904.24,2271.63,15.2756,270,156.7583
1883.63,2223.12,14.8673,271,156.6889
1899.67,2258.61,14.969,272,156.4248
1880.0,2260.31,14.8906,273,156.732
1875.48,2243.61,14.9845,274,156.6353
1902.34,2278.75,15.0239,275,156.6914
1917.13,2272.72,15.1118,276,156.6235
1897.83,2274.52,15.1794,277,156.6416
1912.66,2265.55,14.9085,278,156.6484
1881.54,2235.4,14.8333,279,156.5515
1891.35,2270.93,14.9367,280,156.6721
1887.98,2214.74,15.0995,281,156.6171
1877.49,2226.48,15.0089,282,156.5469
1892.36,2259.92,15.0652,283,156.5402
1919.71,2253.89,15.0025,284,156.5844
1917.54,2260.8,15.0241,285,156.5781
1897.42,2255.94,15.0168,286,156.5979
1907.43,2280.56,14.9887,287,156.4895
1899.37,2237.06,15.0073,288,156.6824
1892.36,2245.82,14.9354,289,156.5688
1888.45,2219.17,14.7986,290,156.5284
1918.06,2275.54,14.8434,291,156.5628
1893.29,2219.06,14.9267,292,156.6
1881.58,2249.06,14.8888,293,156.5209
1871.46,2232.73,14.9065,294,156.4783
1916.94,2266.62,15.0588,295,156.4527
1908.08,2246.52,14.9349,296,156.5955
1897.39,2244.51,14.9889,297,156.638
1906.99,2263.01,15.0972,298,156.5041
1934.46,2258.51,15.1579,299,156.6234
1905.62,2232.32,15.0575,300,156.6393
1901.34,2270.29,15.0144,301,156.7144
1910.04,2258.25,14.9384,302,156.6164
1877.76,2193.78,14.8661,303,156.6098
1877.27,2201.68,15.0033,304,156.6236
1888.05,2241.41,14.9983,305,156.5333
1893.08,2228.97,14.8969,306,156.5891
1904.64,2255.15,14.95,307,156.5811
1911.25,2240.94,15.0074,308,156.4701
1922.62,2259.28,15.1522,309,156.4877
1928.38,2246.47,15.0158,310,156.6465
1879.53,2219.59,14.8872,311,156.5067
1903.98,2232.3,15.035,312,156.6057
1912.8,2237.91,15.0084,313,156.5597
1907.4,2236.08,14.8671,314,156.6258
1920.45,2245.51,14.928,315,156.7672
1905.71,2271.9,15.0316,316,156.5411
1909.59,2244.53,15.0887,317,156.5346
1897.07,2217.54,15.1713,318,156.728
1892.6,2205.38,14.9298,319,156.5269
1892.19,2236.92,15.0364,320,156.7345
1908.8,2232.83,15.0281,321,156.578
1874.0,2214.73,15.002,322,156.6717
1904.78,2224.59,15.066,323,156.5622
1895.79,2256.69,15.07,324,156.7169
1889.8,2234.2,15.131,325,156.6606
1917.29,2213.43,15.0746,326,156.6174
1911.02,2229.01,14.9992,327,156.626
1898.96,2229.76,14.7954,328,156.5855
1893.28,2263.87,14.9709,329,156.686
1915.52,2239.12,15.1046,330,156.6523
1893.39,2249.65,14.8255,331,156.5486
1905.07,2229.23,15.0505,332,156.759
1902.45,2264.1,14.97,333,156.7104
1921.63,2248.67,15.0591,334,156.5128
1907.62,2222.55,14.8788,335,156.498
1917.44,2228.81,15.0588,336,156.5339
1922.41,2265.9,15.1784,337,156.5561
1912.71,2254.37,15.0816,338,156.5292
1923.09,2282.95,15.1361,339,156.5943
1893.94,2257.01,14.8536,340,156.4828
1923.31,2271.74,14.8755,341,156.5927
1908.73,2288.69,14.9714,342,156.3963
1918.73,2280.75,14.8719,343,156.5503
1915.74,2262.26,15.0599,344,156.6361
1946.57,2259.69,15.0326,345,156.5437
1917.64,2271.12,14.9495,346,156.5843
1891.91,2235.58,14.906,347,156.6905
1889.59,2250.18,14.6946,348,156.6085
1943.71,2288.68,14.9312,349,156.5027
1932.19,2255.57,14.9012,350,156.5117
1909.82,2263.02,14.8642,351,156.51
1926.71,2286.75,15.079,352,156.448
1934.45,2237.66,14.9851,353,156.537
1933.07,2258.32,15.0563,354,156.5909
1937.77,2299.97,14.9439,355,156.5453
1915.6,2245.75,14.9994,356,156.692
1935.69,2283.5,15.0727,357,156.708
1940.65,2265.87,14.9526,358,156.6332
1928.86,2258.28,14.9917,359,156.715
1943.31,2280.27,14.9905,360,156.4242
1930.73,2282.41,15.1376,361,156.4338
1943.27,2276.63,14.8947,362,156.4319
1936.38,2263.02,14.8089,363,156.5154
1934.63,2277.22,14.9291,364,156.487
1937.31,2299.86,14.9796,365,156.5668
1927.47,2265.49,15.0099,366,156.5876
1952.27,2311.5,15.0318,367,156.5179
1933.66,2268.75,15.0912,368,156.5865
1924.78,2267.55,15.0867,369,156.6585
1948.91,2302.96,14.9855,370,156.4899
1944.44,2291.0,14.9992,371,156.3943
1965.05,2284.99,15.0115,372,156.5572
1946.35,2296.02,15.0123,373,156.5126
1936.99,2273.29,15.0207,374,156.6366
1912.95,2264.9,14.9161,375,156.4538
1917.54,2284.87,14.8823,376,156.5466
1908.26,2283.14,14.981,377,156.6128
1949.96,2289.64,15.0952,378,156.5009
1930.27,2256.5,15.058,379,156.5647
1938.52,2267.7,15.0311,380,156.5447
1947.82,2297.55,15.0939,381,156.6582
1933.37,2288.95,15.0193,382,156.4634
1924.99,2293.8,15.0084,383,156.5211
1933.36,2267.58,14.9073,384,156.485
1954.41,2284.89,15.0069,385,156.5348
1926.77,2255.92,14.9953,386,156.5924
1947.7,2293.5,15.079,387,156.6128
1944.85,2300.56,15.0632,388,156.5573
1962.62,2301.09,15.0179,389,156.527
1953.61,2283.93,15.0413,390,156.5455
1903.52,2234.23,15.0035,391,156.705
1942.45,2267.27,14.9579,392,156.5815
1930.95,2291.29,14.9996,393,156.5045
1943.52,2273.06,14.9314,394,156.4527
1964.18,2316.55,15.285,395,156.5673
1940.41,2291.58,15.118,396,156.5608
1913.16,2286.63,14.9945,397,156.531
1940.2,2296.58,15.1024,398,156.5804
1945.47,2300.77,14.9973,399,156.6571
1969.88,2314.43,15.2262,400,156.4344
1952.23,2301.04,15.1086,401,156.532
1968.73,2305.42,15.0626,402,156.5782
1949.88,2315.2,15.1169,403,156.5743
1950.76,2327.18,15.1038,404,156.5396
1959.39,2309.45,15.0542,405,156.5878
1958.46,2312.13,15.0978,406,156.467
1960.21,2337.89,15.1479,407,156.6106
1960.02,2324.29,15.2233,408,156.4324
1964.14,2330.66,15.2487,409,156.5039
1966.48,2323.42,15.1175,410,156.5574
1996.94,2326.23,15.2813,411,156.568
1977.63,2317.22,15.0396,412,156.6245
1982.79,2345.69,15.1169,413,156.4866
1978.58,2309.72,15.1005,414,156.4799
1987.47,2328.73,15.1069,415,156.4282
1999.16,2318.34,15.0583,416,156.6336
1951.82,2294.22,15.0746,417,156.6212
1987.66,2308.09,15.0571,418,156.6376
1969.93,2324.41,15.1357,419,156.6057
1990.72,2320.14,15.3049,420,156.6031
1962.94,2283.13,15.1093,421,156.6739
1954.55,2300.26,15.0958,422,156.496
1945.09,2281.42,15.1242,423,156.5283
1988.03,2302.72,15.2473,424,156.7064
1980.75,2329.57,15.2813,425,156.5844
1978.02,2308.66,15.2005,426,156.4968
1980.48,2292.9,15.0309,427,156.7667
1969.48,2303.86,15.2072,428,156.5288
1975.18,2296.38,15.1914,429,156.5778
1966.2,2324.59,15.0856,430,156.6313
1977.3,2304.76,15.0611,431,156.5576
1961.92,2323.97,15.1016,432,156.5588
1981.68,2316.2,15.1308,433,156.6208
1969.5,2319.03,15.0707,434,156.6774
1969.3,2315.34,15.2225,435,156.515
1972.7,2295.02,15.2268,436,156.5628
1991.29,2305.11,15.0261,437,156.6359
1973.27,2298.31,15.1229,438,156.5972
1990.24,2327.14,15.2163,439,156.4811
1946.99,2278.63,15.173,440,156.4491
1977.18,2311.08,15.2215,441,156.5312
1981.61,2333.06,15.0786,442,156.3939
1942.88,2331.09,15.2679,443,156.5268
1969.23,2323.54,15.105,444,156.5389
1980.79,2328.06,15.1996,445,156.4545
1987.98,2327.88,15.1443,446,156.5904
1982.21,2324.09,15.1666,447,156.5488
1963.1,2323.49,15.1213,448,156.4351
1972.24,2317.69,15.0846,449,156.4776
1990.59,2346.31,15.2883,450,156.6436
1981.72,2324.89,15.2023,451,156.5478
1978.47,2327.9,15.201,452,156.5557
1988.06,2329.04,15.2908,453,156.5906
1965.48,2320.66,15.1828,454,156.5721
1999.82,2337.58,15.3692,455,156.555
1979.8,2333.18,15.2014,456,156.5605
1999.18,2346.31,15.4985,457,156.5957
2006.81,2341.88,15.4586,458,156.5943
2005.69,2330.38,15.3762,459,156.623
1965.85,2308.87,15.2623,460,156.647
2003.62,2362.63,15.4456,461,156.5912
1986.55,2341.59,15.2228,462,156.5011
2020.46,2367.65,15.3807,463,156.5967
2013.71,2360.59,15.4339,464,156.4938
1987.03,2340.37,15.322,465,156.4799
1992.22,2365.83,15.4165,466,156.544
2008.03,2368.61,15.3857,467,156.5898
2003.19,2352.39,15.5157,468,156.7141
1972.34,2322.15,15.3599,469,156.6952
2009.41,2356.54,15.4288,470,156.5466
1996.36,2349.1,15.6174,471,156.6382
1998.2,2357.01,15.4211,472,156.3784
2003.38,2368.77,15.4658,473,156.5809
1999.78,2353.61,15.4424,474,156.5771
1989.03,2351.11,15.3531,475,156.3877
1983.94,2357.71,15.2306,476,156.5485
1996.84,2376.66,15.3586,477,156.6375
1994.02,2365.34,15.2282,478,156.5831
1999.08,2376.12,15.3711,479,156.5736
2007.53,2361.75,15.4897,480,156.4541
1998.73,2363.28,15.3802,481,156.6379
2008.8,2360.33,15.6827,482,156.6571
2023.95,2375.51,15.6007,483,156.6695
1984.65,2357.75,15.2319,484,156.4752
1986.62,2351.4,15.2963,485,156.6152
1990.84,2351.42,15.4431,486,156.6176
1993.56,2372.22,15.4334,487,156.5213
2001.74,2367.96,15.4566,488,156.6737
2006.54,2370.92,15.4196,489,156.6446
1988.53,2355.84,15.3047,490,156.6021
2009.98,2372.52,15.4135,491,156.571
1990.44,2353.23,15.512,492,156.7107
1960.41,2376.62,15.3218,493,156.492
2003.86,2350.96,15.561,494,156.6023
1998.32,2371.07,15.5185,495,156.5505
2001.41,2367.37,15.2948,496,156.6339
2001.61,2361.04,15.3759,497,156.6462
1978.96,2359.37,15.3717,498,156.7017
2009.16,2374.94,15.4189,499,156.5617
1979.24,2359.77,15.5827,500,156.658
1993.57,2367.33,15.3554,501,156.5444
2017.73,2370.76,15.5777,502,156.6682
1989.05,2348.44,15.5366,503,156.5601
2002.16,2353.4,15.5758,504,156.5887
1994.9,2356.22,15.4518,505,156.7286
1995.15,2365.67,15.4619,506,156.5101
2005.95,2370.24,15.5481,507,156.5368
2022.61,2377.6,15.4953,508,156.5495
2014.16,2376.96,15.5115,509,156.5803
1994.66,2349.33,15.558,510,156.5722
