Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Det Return,Running Update Time
-12796.2216796875,3765.82,261,15.7882,1305000,44.9547,3672.62,261
-12861.255859375,3700.65,262,16.4172,1310000,44.5897,3690.44,262
-13496.345703125,3697.92,263,16.1337,1315000,45.1983,3564.12,263
-13697.15625,3671.23,264,19.8214,1320000,45.3442,3592.47,264
-13112.064453125,3688.95,265,16.1246,1325000,45.0617,3581.73,265
-13097.1474609375,3408.66,266,16.4082,1330000,44.9627,3568.48,266
-13233.5712890625,3731.69,267,15.6385,1335000,44.8801,3676.9,267
-13355.794921875,3603.84,268,16.1829,1340000,44.8321,3593.67,268
-13463.3349609375,3712.5,269,16.2749,1345000,44.9528,3582.39,269
-13413.9365234375,3675.68,270,15.7015,1350000,44.6653,3540.55,270
-13579.1376953125,3494.68,271,15.9755,1355000,44.8341,3580.63,271
-13548.3369140625,3574.65,272,16.2422,1360000,45.0095,3635.59,272
-13843.1728515625,3750.12,273,16.9181,1365000,44.7968,3652.77,273
-14021.255859375,3742.48,274,16.5806,1370000,44.8,3654.49,274
-13913.17578125,3401.23,275,16.7433,1375000,45.0826,3697.31,275
-14134.84375,3525.74,276,17.0509,1380000,44.7137,3555.01,276
-14206.443359375,3482.51,277,15.781,1385000,44.8165,3759.69,277
-14115.2998046875,3370.41,278,15.4519,1390000,44.6168,3574.23,278
-14198.5712890625,3796.38,279,16.982,1395000,44.8663,3703.02,279
-14245.228515625,3616.89,280,16.4015,1400000,44.6561,3695.69,280
-14504.619140625,3701.87,281,16.2228,1405000,44.4488,3661.79,281
-14752.998046875,3802.75,282,17.7291,1410000,44.4991,3627.82,282
-14575.748046875,3798.07,283,16.3548,1415000,44.3221,3654.31,283
-14866.4521484375,3670.84,284,15.8545,1420000,44.4958,3670.41,284
-14851.71875,3645.09,285,16.258,1425000,44.5954,3776.89,285
-15124.0576171875,3702.22,286,16.4667,1430000,44.0577,3430.91,286
-16111.369140625,2720.98,287,15.7552,1435000,44.9496,2701.06,287
-15024.7216796875,3743.1,288,16.9609,1440000,44.4717,3780.27,288
-15656.0166015625,3760.51,289,17.3012,1445000,44.8272,3648.37,289
-15476.86328125,3675.64,290,15.7354,1450000,44.5149,3471.5,290
-15521.341796875,3583.74,291,16.6245,1455000,44.3811,3635.3,291
-15542.546875,3641.97,292,16.8283,1460000,44.2124,3746.21,292
-15398.7412109375,3689.18,293,16.3253,1465000,44.0704,3725.55,293
-15795.1552734375,3545.31,294,15.3448,1470000,44.0773,3714.7,294
-15797.140625,3539.4,295,16.1525,1475000,44.4009,3738.35,295
-16162.7412109375,3738.85,296,15.965,1480000,44.8201,3575.94,296
-16088.8427734375,3598.93,297,15.6121,1485000,44.284,3616.33,297
-16379.7529296875,3623.41,298,17.6181,1490000,44.3693,3599.49,298
-16716.580078125,3550.72,299,15.1687,1495000,44.8385,3249.8,299
-16249.1591796875,3618.81,300,16.3881,1500000,44.2371,3657.86,300
-16944.615234375,3576.01,301,19.419,1505000,44.5441,3331.41,301
-16582.0703125,3764.05,302,15.6224,1510000,44.2328,3603.69,302
-16640.87109375,3490.21,303,16.759,1515000,44.4047,3616.57,303
-17162.275390625,3598.42,304,16.346,1520000,44.5601,3482.73,304
-17006.380859375,3593.78,305,16.3888,1525000,44.5345,3503.72,305
-16784.85546875,3624.35,306,16.3046,1530000,44.3762,3578.72,306
-17311.8203125,3597.07,307,16.0551,1535000,44.6009,3563.72,307
-17318.35546875,3492.06,308,15.2804,1540000,44.649,3526.11,308
-17649.767578125,3466.55,309,15.1958,1545000,44.0341,3684.7,309
-17570.759765625,3502.01,310,15.8423,1550000,44.4495,3610.52,310
-17820.390625,3708.6,311,16.5306,1555000,44.0069,3691.15,311
-17721.751953125,3695.48,312,15.5482,1560000,43.6734,3393.02,312
-17907.70703125,3495.31,313,14.6817,1565000,44.0192,3391.84,313
-18134.623046875,3490.89,314,16.0849,1570000,44.2153,3529.4,314
-18122.509765625,3280.13,315,15.5918,1575000,44.2211,3558.3,315
-18496.087890625,3745.79,316,14.2136,1580000,44.0778,3558.7,316
-18646.798828125,3475.43,317,15.0927,1585000,44.0209,3412.62,317
-19011.388671875,3570.97,318,14.8936,1590000,43.9532,3500.39,318
-18628.28515625,3431.21,319,14.2082,1595000,43.9183,3407.53,319
-18374.0234375,3232.13,320,15.3744,1600000,43.6825,3733.8,320
-18675.576171875,3679.92,321,15.9954,1605000,43.4359,3532.1,321
-19008.59375,3539.34,322,14.5058,1610000,44.008,3597.96,322
-19342.79296875,3344.71,323,15.7542,1615000,44.2476,3458.32,323
-19706.44921875,3476.82,324,15.1393,1620000,43.8837,3655.15,324
-19526.603515625,3517.2,325,13.1388,1625000,43.9111,3727.4,325
-19260.86328125,3273.2,326,15.6289,1630000,43.9734,3576.96,326
-19585.498046875,3503.09,327,15.2161,1635000,43.8837,3684.89,327
-19541.171875,3803.78,328,15.637,1640000,43.915,3630.51,328
-20307.634765625,3443.5,329,14.1289,1645000,43.9448,3676.33,329
-20024.833984375,3572.11,330,15.2958,1650000,43.7344,3772.78,330
-20530.455078125,3234.79,331,14.5339,1655000,44.0705,3459.6,331
-20750.759765625,3596.58,332,14.0385,1660000,43.9915,3349.13,332
-20457.0859375,3435.33,333,16.4055,1665000,43.5352,3750.02,333
-20508.755859375,3384.55,334,15.3908,1670000,44.0524,3252.29,334
-20983.828125,2698.18,335,13.916,1675000,43.8794,3680.19,335
-20704.7109375,3254.87,336,16.1904,1680000,43.4156,3498.92,336
-21117.986328125,3605.71,337,14.931,1685000,43.7378,3535.6,337
-21994.380859375,2773.77,338,15.2169,1690000,44.2994,3616.34,338
-20987.546875,3148.86,339,14.8049,1695000,43.3134,3580.15,339
-22033.17578125,3125.88,340,16.9427,1700000,43.9709,3442.83,340
-21915.201171875,3479.42,341,14.8407,1705000,44.1514,3484.79,341
-21686.3203125,3469.0,342,16.2691,1710000,44.0963,3278.23,342
-21509.904296875,3436.96,343,15.8906,1715000,44.0645,3364.87,343
-21981.771484375,3339.13,344,14.7659,1720000,44.0038,3542.94,344
-21916.80859375,3671.6,345,15.3028,1725000,43.9421,3334.39,345
-22261.029296875,3299.81,346,15.7717,1730000,44.2202,3185.14,346
-21951.748046875,3496.8,347,14.9451,1735000,43.8616,3170.79,347
-22439.333984375,3313.39,348,15.6799,1740000,44.2197,3294.15,348
-22075.73828125,3076.34,349,14.5461,1745000,44.0371,3458.94,349
-22434.072265625,3301.98,350,15.8722,1750000,44.3665,3850.34,350
-23010.79296875,3555.21,351,15.8436,1755000,44.2655,3223.6,351
-22368.19140625,3338.89,352,16.9652,1760000,44.4253,3279.62,352
-22758.59375,3538.85,353,15.1128,1765000,44.1527,3217.78,353
-23526.724609375,3300.89,354,17.5508,1770000,44.1071,3301.11,354
-23039.8671875,3689.91,355,17.2118,1775000,44.1224,3436.73,355
-23352.71484375,2885.98,356,17.9515,1780000,43.9705,3689.15,356
-23747.44140625,3275.34,357,14.2994,1785000,44.2034,3617.39,357
-23263.849609375,3195.84,358,16.4937,1790000,44.157,3641.57,358
-23537.26171875,3573.92,359,15.9455,1795000,43.5696,3683.45,359
-24227.92578125,3409.8,360,16.408,1800000,44.0498,3250.41,360
-22794.609375,3531.23,361,17.0055,1805000,44.0273,3287.61,361
-23072.640625,3536.79,362,17.0085,1810000,43.8499,3867.37,362
-24111.1796875,3437.24,363,14.0256,1815000,43.8488,3573.58,363
-24041.666015625,3161.67,364,14.5977,1820000,43.8352,3320.81,364
-23860.740234375,3486.95,365,15.5508,1825000,44.131,3570.41,365
-23784.10546875,3447.51,366,16.8961,1830000,43.9951,3482.18,366
-24499.189453125,3384.08,367,15.7478,1835000,43.6499,3472.69,367
-23429.60546875,3578.8,368,15.4373,1840000,43.7589,3867.33,368
-24559.419921875,3499.27,369,15.5751,1845000,43.9048,3816.85,369
-24298.9453125,3965.85,370,16.6361,1850000,43.8242,3787.37,370
-24359.5703125,3154.94,371,16.7848,1855000,44.0353,3108.44,371
-24540.462890625,3812.74,372,15.7539,1860000,44.0682,3756.99,372
-23934.15625,3151.78,373,17.3949,1865000,43.9112,3060.08,373
-25489.634765625,2670.33,374,15.7898,1870000,43.8427,3555.06,374
-25802.41796875,2698.84,375,17.1251,1875000,44.061,3979.11,375
-25173.412109375,2896.81,376,18.6935,1880000,44.0675,3573.72,376
-26370.65625,2557.09,377,15.223,1885000,44.2519,3882.93,377
-25498.107421875,2850.7,378,18.2284,1890000,44.0208,3068.0,378
-25077.052734375,3471.73,379,17.1546,1895000,43.9248,3961.71,379
-25421.53125,3020.74,380,17.8604,1900000,43.8856,3727.34,380
-26609.453125,2899.39,381,15.8923,1905000,43.8253,3539.3,381
-26124.62109375,3437.02,382,16.4017,1910000,44.203,3848.83,382
-25961.20703125,3234.13,383,15.9618,1915000,43.9277,3785.11,383
-26185.59765625,3280.95,384,15.8531,1920000,43.7585,3712.57,384
-25818.236328125,3436.29,385,16.18,1925000,43.8545,3816.11,385
-26669.65234375,3281.41,386,14.8657,1930000,43.8395,3756.85,386
-26207.91796875,3488.32,387,17.6141,1935000,43.8067,3723.8,387
