Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Det Return,Running Update Time
-54145.57421875,3910.74,780,18.7478,3900000,43.3435,4163.71,780
-55218.5625,4092.51,781,19.7441,3905000,43.3702,4121.16,781
-54434.16796875,3931.13,782,18.4803,3910000,42.8774,4067.31,782
-55339.40625,4072.77,783,20.1713,3915000,43.4175,4118.97,783
-54545.67578125,3937.67,784,19.8998,3920000,43.4289,4053.98,784
-56194.3984375,3967.42,785,17.8677,3925000,43.161,4081.24,785
-55079.40234375,4035.23,786,19.5858,3930000,43.2322,3952.3,786
-55576.078125,3974.64,787,18.215,3935000,43.1213,3947.87,787
-54261.4609375,4043.34,788,18.448,3940000,43.599,4062.65,788
-61741.09375,929.88,789,17.2062,3945000,47.0823,868.62,789
-59435.28515625,2440.14,790,22.2001,3950000,46.348,2555.25,790
-56967.48828125,2336.2,791,18.8678,3955000,45.4492,2372.92,791
-55243.70703125,3181.27,792,24.1227,3960000,46.2624,3104.54,792
-56927.234375,3296.01,793,26.3298,3965000,46.1733,3310.16,793
-56599.140625,3529.4,794,27.1668,3970000,45.3807,3709.57,794
-54456.140625,3812.9,795,24.1768,3975000,44.9485,3730.8,795
-53340.578125,3776.41,796,25.2584,3980000,44.7734,3834.38,796
-55163.21875,3810.66,797,25.0399,3985000,45.1363,3925.78,797
-56127.59765625,3751.27,798,24.5111,3990000,45.0522,3831.19,798
-56925.21484375,3754.97,799,21.4032,3995000,44.3849,3998.28,799
-55426.14453125,3442.09,800,22.3332,4000000,44.658,3646.82,800
-56353.2734375,3578.2,801,20.5356,4005000,44.3374,3778.14,801
-55642.80078125,3659.99,802,21.5997,4010000,43.9089,3920.46,802
-55871.6640625,3816.8,803,21.2269,4015000,43.8114,4057.43,803
-56877.34765625,4026.43,804,23.7654,4020000,44.1659,4146.82,804
-54405.57421875,4034.11,805,21.8,4025000,43.5551,4057.56,805
-57105.5390625,3759.94,806,22.3141,4030000,44.2348,4021.52,806
-57064.390625,3801.48,807,21.1878,4035000,43.7432,3947.77,807
-57525.59765625,3965.8,808,21.2833,4040000,44.1744,3963.66,808
-57613.7265625,3979.32,809,20.9924,4045000,44.0129,3988.18,809
-57110.05859375,3557.26,810,20.1397,4050000,43.7487,3587.24,810
-57365.04296875,3857.64,811,19.14,4055000,44.0721,3990.18,811
-57800.8046875,3781.97,812,21.5116,4060000,44.0428,3997.18,812
-58213.92578125,3979.45,813,21.215,4065000,44.3943,4005.12,813
-56731.1640625,4105.49,814,21.4952,4070000,44.3465,4031.43,814
-58319.74609375,2957.14,815,18.5493,4075000,44.1626,3787.87,815
-57716.83984375,4040.38,816,21.1163,4080000,43.8389,4059.58,816
-58247.8515625,4054.18,817,19.3945,4085000,43.6666,4148.84,817
-57288.7421875,4047.77,818,20.5553,4090000,43.3074,4169.62,818
-57669.99609375,4108.91,819,20.3447,4095000,43.475,4136.71,819
-58378.12109375,4099.61,820,20.5849,4100000,43.8776,4129.01,820
-57972.9453125,4005.01,821,20.2201,4105000,43.8341,4116.17,821
-57066.59765625,4167.5,822,21.5696,4110000,43.8186,4165.74,822
-57543.8203125,4024.18,823,19.9881,4115000,43.624,4078.2,823
-58149.18359375,4037.5,824,20.0515,4120000,43.0592,4089.59,824
-57812.07421875,3934.75,825,20.8897,4125000,43.7077,4087.6,825
-57733.73828125,4073.28,826,18.7939,4130000,43.6215,4051.66,826
-57631.69140625,3838.94,827,21.4029,4135000,43.6747,4046.42,827
-56963.9765625,4043.98,828,20.6145,4140000,43.6215,3979.59,828
-57657.18359375,4098.85,829,20.4054,4145000,43.1826,4075.21,829
-57716.88671875,4066.56,830,22.0611,4150000,43.8045,4082.46,830
-57563.10546875,4099.87,831,21.6516,4155000,43.6733,4171.23,831
-57152.671875,4113.04,832,20.3758,4160000,43.337,4060.8,832
-57809.1875,4113.8,833,20.1446,4165000,43.2984,4094.15,833
-57267.578125,4144.15,834,21.6515,4170000,43.8418,4115.53,834
-57917.19921875,4102.77,835,21.4608,4175000,43.6797,4236.43,835
-57448.90625,4191.17,836,20.4772,4180000,43.1103,4204.75,836
-56858.30078125,4152.13,837,20.2646,4185000,43.3366,4164.54,837
-56915.98828125,4033.76,838,19.3632,4190000,43.4572,3999.92,838
-56942.66796875,4082.61,839,20.267,4195000,42.6579,4160.09,839
-57884.828125,4048.28,840,20.5443,4200000,43.2126,4163.03,840
-57733.46484375,4154.39,841,21.0252,4205000,43.6741,4114.0,841
-56997.0703125,4004.68,842,20.5849,4210000,42.5627,4095.92,842
-57663.109375,4042.22,843,20.1438,4215000,43.8812,3917.26,843
-58291.8125,4047.63,844,21.6734,4220000,43.7776,4137.06,844
-58657.3671875,4059.08,845,18.7791,4225000,43.4546,4092.76,845
-57579.21484375,4154.48,846,20.679,4230000,42.8154,4064.89,846
-58077.83203125,4153.55,847,19.9559,4235000,43.8162,4114.1,847
-58094.37890625,4105.03,848,20.0965,4240000,43.1416,4059.66,848
-57597.0859375,4060.54,849,20.2609,4245000,43.8172,4010.32,849
-58915.39453125,4123.54,850,20.819,4250000,43.5482,4109.44,850
-58910.12109375,4138.83,851,19.5531,4255000,43.771,4114.65,851
-58944.68359375,4176.0,852,20.4373,4260000,43.7143,4110.8,852
-57537.19140625,4122.09,853,20.1988,4265000,43.5131,4065.73,853
-58399.50390625,4224.07,854,20.7902,4270000,43.2803,4179.42,854
-58001.96875,4183.99,855,20.3118,4275000,43.2247,4187.24,855
-58248.33203125,4116.75,856,20.4259,4280000,43.6711,4141.77,856
-58926.5703125,4064.38,857,21.0615,4285000,43.4352,4041.98,857
-58626.62890625,4142.78,858,21.3557,4290000,43.4117,4137.28,858
-58942.3828125,4088.56,859,20.2261,4295000,43.4476,4108.9,859
-58416.625,4102.54,860,21.006,4300000,43.0925,4111.36,860
-58959.1875,3982.7,861,21.3232,4305000,43.5758,4107.41,861
-58893.29296875,4109.96,862,20.1359,4310000,43.2719,4058.09,862
-59071.84765625,4097.31,863,20.4148,4315000,43.3758,4082.93,863
-58298.578125,4063.38,864,20.1133,4320000,43.7103,4105.2,864
-58662.6640625,4085.72,865,20.2427,4325000,43.1601,4094.35,865
-59113.9609375,4053.83,866,19.5274,4330000,43.5324,4090.64,866
-59794.71484375,4037.23,867,20.7185,4335000,43.6075,4126.87,867
-58851.38671875,4106.2,868,20.5418,4340000,43.0639,4132.91,868
-57976.05078125,4081.07,869,20.265,4345000,43.2494,4133.74,869
-59361.09765625,4133.46,870,20.452,4350000,43.5636,4162.01,870
-59042.81640625,4017.4,871,20.4218,4355000,43.8204,4121.16,871
-58110.83203125,4148.4,872,20.3043,4360000,43.5267,4156.97,872
-58603.70703125,4169.39,873,21.1884,4365000,43.4806,4219.41,873
-58545.10546875,4107.32,874,20.4278,4370000,43.4339,4147.84,874
-59345.5703125,4023.77,875,21.3894,4375000,43.6726,4139.02,875
-58562.5390625,4099.22,876,20.9826,4380000,43.8578,4157.18,876
-59337.93359375,4060.95,877,21.4288,4385000,43.914,4141.53,877
-59129.78515625,4087.87,878,21.3795,4390000,43.8631,4057.04,878
-59332.50390625,4107.08,879,21.4133,4395000,43.8699,4011.14,879
-59055.52734375,4117.17,880,21.027,4400000,43.8793,4103.3,880
-58795.19921875,4096.55,881,21.3189,4405000,43.7624,4104.56,881
-59321.21875,4032.05,882,20.3658,4410000,43.9388,4032.88,882
-58606.23828125,4113.98,883,20.8156,4415000,43.8515,4093.05,883
-59773.69921875,4118.1,884,21.5949,4420000,43.8044,4155.75,884
-59157.11328125,4047.88,885,20.0946,4425000,42.9327,4156.43,885
-59280.81640625,4044.49,886,19.9504,4430000,43.8088,4073.12,886
-58816.51953125,4016.94,887,19.5641,4435000,43.189,4120.94,887
-58762.3984375,4045.81,888,19.5558,4440000,43.1944,4058.23,888
-58848.94921875,3945.36,889,19.8003,4445000,43.465,4055.19,889
-59762.6640625,4084.97,890,20.089,4450000,43.3544,4138.27,890
-58838.5,4047.27,891,23.8267,4455000,43.5064,4114.06,891
-59278.82421875,3825.27,892,19.0714,4460000,43.58,4056.24,892
-58396.609375,4075.6,893,18.9217,4465000,43.2969,4113.2,893
-59326.93359375,4034.61,894,18.7569,4470000,43.1544,4052.16,894
-59489.48046875,4071.36,895,19.9662,4475000,43.0182,4106.34,895
-59886.2421875,4026.09,896,19.4602,4480000,42.9879,4029.53,896
-59273.7578125,4061.56,897,19.745,4485000,43.1269,4039.23,897
-59031.0234375,4144.77,898,20.729,4490000,43.1171,4123.52,898
