Real Sto Return,Running Reverse KL,Running Forward KL,Real Det Return,Itration
3144.14,15.0364,28.8163,3171.51,106
3146.24,15.5743,28.1023,3110.05,107
3077.61,14.7358,29.306,3092.69,108
3119.54,15.024,28.7538,3113.94,109
3186.45,15.9249,28.2529,3181.78,110
3108.36,16.5578,30.0722,3097.51,111
3190.02,14.1326,27.531,3196.02,112
3199.61,15.7077,28.7527,3202.11,113
3207.98,14.701,27.1591,3213.44,114
2665.9,14.1359,28.0948,3227.6,115
2979.46,15.1144,28.4243,3081.14,116
3139.66,15.1423,28.6833,3148.52,117
2973.3,15.3843,28.29,3164.77,118
3136.88,15.0319,28.4954,3146.01,119
912.57,55.3549,29.9044,2589.76,120
1033.59,25.6182,43.9565,1032.01,121
1024.49,23.0408,44.0001,1028.85,122
1049.18,23.8206,32.3342,1016.46,123
1004.67,44.2116,47.0717,1004.3,124
2901.3,17.5626,30.95,2869.2,125
3203.7,16.3218,28.5262,3210.08,126
3081.66,14.9942,29.1378,3081.23,127
2153.11,14.417,28.2981,3133.53,128
2412.79,14.292,28.7942,3194.67,129
3140.35,14.6552,28.1369,3125.06,130
2291.75,20.9827,28.5016,3299.29,131
2887.78,13.6757,27.4725,3175.81,132
3169.33,15.7506,29.0358,3156.75,133
3148.9,15.162,28.8076,3153.16,134
3182.55,14.3411,27.7779,3189.8,135
3149.54,14.6703,28.4856,3138.69,136
3140.17,13.8579,26.8956,3208.99,137
3022.18,15.1875,28.9891,3087.85,138
3093.98,14.7842,28.2707,3183.95,139
3199.8,14.7648,28.0325,3237.41,140
1974.6,14.8082,27.5303,3160.27,141
3227.67,13.3514,26.9081,3249.89,142
3238.37,15.0099,27.6356,3216.45,143
1958.24,15.6745,29.7169,3381.77,144
3239.6,13.8454,26.6738,3244.2,145
2829.44,14.0131,27.2441,3211.92,146
3238.49,15.7977,28.2919,3240.89,147
3236.81,15.8172,29.533,3233.59,148
2986.78,14.6399,28.9763,3165.74,149
3172.9,14.5585,27.3826,3221.21,150
3299.56,15.221,28.1561,3313.27,151
3101.23,15.6599,29.1164,3191.8,152
3226.12,13.7126,27.308,3234.82,153
3306.2,15.5138,27.4168,3329.18,154
3225.07,13.9458,26.4937,3265.5,155
3124.46,14.002,27.0986,3203.56,156
3211.6,14.282,27.0423,3240.75,157
3313.54,15.174,27.4673,3329.46,158
2755.84,12.2915,26.2736,3231.03,159
2873.1,14.3537,27.5187,3267.47,160
3246.44,14.0173,26.2651,3257.33,161
3177.77,15.6796,27.6046,3284.25,162
2248.7,31.1209,27.8051,3318.42,163
3249.82,14.564,28.1035,3267.78,164
3150.92,15.4541,28.5271,3292.47,165
2813.0,13.3394,27.3882,3273.65,166
3003.16,14.877,27.959,3198.19,167
3187.9,16.5156,29.7325,3199.28,168
3227.49,14.7699,27.371,3227.32,169
1624.91,13.9986,28.7616,2867.77,170
3278.34,14.965,27.6084,3297.21,171
3204.65,13.0486,26.9822,3217.48,172
2602.35,15.8278,27.0326,3237.24,173
3260.68,14.3698,26.796,3286.86,174
2155.89,15.6649,26.7672,3341.55,175
1252.04,12.2632,26.7013,2147.61,176
1405.34,15.16,29.0601,396.38,177
3195.17,13.5493,26.761,3207.61,178
3224.59,12.9478,25.9487,3252.48,179
2888.89,14.8537,26.851,3313.37,180
3359.07,12.7793,25.335,3376.43,181
3199.86,13.7016,26.0159,3322.12,182
3349.04,14.7975,27.0217,3398.95,183
3023.68,13.5236,26.5767,3361.13,184
2931.45,13.844,27.4979,3363.1,185
3307.12,13.6978,26.5715,3367.71,186
3277.5,13.3521,27.2893,3344.66,187
2971.6,13.884,27.598,3394.54,188
3254.76,13.5196,26.6225,3308.25,189
3307.49,13.7788,26.1166,3341.36,190
221.34,12.6717,25.6723,212.45,191
3354.01,13.8292,27.1431,3376.93,192
3039.99,14.9813,27.8655,3377.94,193
2745.91,14.6166,28.067,3366.83,194
3315.57,13.4255,26.0856,3312.19,195
3223.77,13.2534,26.3237,3303.08,196
2552.98,14.8392,27.4193,3323.82,197
3325.34,14.2182,27.2292,3331.52,198
3229.06,12.9266,27.0687,3286.92,199
