Running Reverse KL,Real Sto Return,Running Env Steps,Real Det Return,Reward Loss,Running Update Time,Itration,Running Forward KL
12.9226,2772.62,205000,3356.99,-86.3025894165039,41,41,19.102
14.1972,1619.52,210000,2455.17,-553.8677978515625,42,42,20.3874
24.0263,1591.66,215000,3357.25,-631.0358276367188,43,43,20.7692
20.6288,1496.79,220000,3249.83,-583.2477416992188,44,44,21.3838
25.1587,1552.99,225000,1872.68,-819.1450805664062,45,45,21.3284
13.9489,2593.31,230000,3324.82,-410.74810791015625,46,46,19.5607
46.0168,1064.72,235000,1277.34,-959.06201171875,47,47,23.6762
44.4238,1125.97,240000,2456.35,-783.24560546875,48,48,22.6684
33.5503,1052.92,245000,1496.35,-985.9446411132812,49,49,22.6637
31.2894,1799.33,250000,3327.18,-648.188232421875,50,50,20.1833
43.6833,1095.69,255000,1152.41,-960.516845703125,51,51,22.6223
43.2822,1089.21,260000,1330.41,-951.2955322265625,52,52,22.0221
20.83,1684.2,265000,3332.63,-829.9181518554688,53,53,21.6502
32.9553,605.71,270000,798.01,-825.6325073242188,54,54,21.2558
31.969,1144.67,275000,2088.85,-1249.710205078125,55,55,21.4082
27.7432,1198.32,280000,1471.55,-1234.731201171875,56,56,22.689
38.614,1209.92,285000,1348.26,-1468.6446533203125,57,57,23.3213
23.6947,1211.07,290000,1279.71,-1374.4398193359375,58,58,23.0287
33.8508,929.47,295000,2556.03,-1511.254638671875,59,59,22.5903
33.1634,1174.08,300000,3251.81,-1323.0201416015625,60,60,21.6691
26.4454,1582.29,305000,2925.36,-1241.6773681640625,61,61,20.9947
19.9596,1532.81,310000,3380.74,-1306.3436279296875,62,62,22.1505
19.8039,888.37,315000,1623.1,-1643.595458984375,63,63,23.2137
25.1317,882.19,320000,3143.24,-1589.815673828125,64,64,22.367
23.2768,1485.23,325000,2642.24,-1504.976318359375,65,65,22.8054
40.7977,988.73,330000,1088.49,-2024.01318359375,66,66,24.5028
12.4661,1772.4,335000,1851.02,-947.1246948242188,67,67,21.0969
35.5751,1026.77,340000,2165.22,-1580.368408203125,68,68,22.7637
39.06,1628.25,345000,1299.15,-1389.34814453125,69,69,21.9286
25.0193,1751.93,350000,1241.95,-1278.7012939453125,70,70,21.2475
59.7646,1267.3,355000,2461.34,-1584.197265625,71,71,23.3571
14.5247,1219.36,360000,15.03,-1342.7664794921875,72,72,21.9935
44.4509,1550.12,365000,2675.77,-2045.0477294921875,73,73,22.6509
22.6521,1643.76,370000,2697.38,-1028.1876220703125,74,74,19.4569
20.1087,2170.91,375000,2233.02,-1259.718994140625,75,75,19.8359
35.0074,1365.19,380000,1585.02,-1754.35205078125,76,76,21.1351
15.0488,2404.11,385000,3216.59,-1218.3173828125,77,77,20.8026
29.6199,1634.28,390000,2439.47,-1765.8133544921875,78,78,21.52
23.2874,1103.99,395000,1115.1,-1743.3114013671875,79,79,21.1063
27.5505,1515.87,400000,2154.17,-1764.26806640625,80,80,20.512
16.4137,2178.49,405000,1759.15,-1554.603515625,81,81,21.5158
32.7812,1015.66,410000,968.85,-2439.110595703125,82,82,24.0099
29.7851,1230.18,415000,2045.72,-2616.5078125,83,83,25.4275
26.0327,616.97,420000,1192.21,-2420.91552734375,84,84,23.9938
19.5295,1350.93,425000,1123.51,-1984.88525390625,85,85,23.1322
15.5688,1313.31,430000,1678.1,-2066.7392578125,86,86,24.1506
24.8417,1975.1,435000,3409.23,-2037.46484375,87,87,21.48
16.9483,882.94,440000,688.65,-1126.356689453125,88,88,20.5787
16.8417,1229.14,445000,531.14,-2488.79345703125,89,89,24.7193
20.8885,1271.89,450000,1233.14,-2647.290283203125,90,90,22.6051
19.2778,1165.92,455000,1386.68,-2367.945068359375,91,91,23.0851
15.7953,1020.51,460000,1056.2,-2561.053466796875,92,92,23.084
14.8746,1925.15,465000,1858.58,-1822.2061767578125,93,93,22.3843
15.9538,1220.86,470000,1165.82,-2401.0390625,94,94,22.5393
29.34,781.38,475000,650.19,-3020.96337890625,95,95,26.2835
20.0325,1233.6,480000,2168.33,-1618.9766845703125,96,96,21.3941
19.1893,1827.14,485000,1559.64,-1089.1605224609375,97,97,21.1726
17.5277,1403.96,490000,1066.64,-2217.796142578125,98,98,23.3559
32.4037,1324.15,495000,2236.75,-2413.41552734375,99,99,22.2333
22.853,1682.55,500000,1219.96,-2718.2080078125,100,100,22.5207
47.604,1221.81,505000,1043.91,-3377.958984375,101,101,23.5728
53.7167,1223.79,510000,2081.69,-2987.529296875,102,102,23.759
15.9251,1797.48,515000,1077.82,-2578.481689453125,103,103,23.5681
33.6296,931.31,520000,832.32,-3597.068603515625,104,104,24.643
15.2295,1228.4,525000,1705.86,-2447.39404296875,105,105,22.8415
47.7236,938.69,530000,799.92,-2799.47119140625,106,106,23.874
29.0024,1376.3,535000,865.69,-3113.7900390625,107,107,22.6632
34.198,1537.87,540000,2611.36,-3108.613525390625,108,108,23.06
23.1024,1523.56,545000,995.64,-2647.23681640625,109,109,22.5361
17.319,1475.45,550000,2442.61,-3042.200439453125,110,110,22.8637
29.991,1119.73,555000,1736.22,-3295.888916015625,111,111,23.6282
28.4143,1780.92,560000,1667.99,-1826.4012451171875,112,112,20.9473
23.833,1437.27,565000,1017.58,-3932.542236328125,113,113,24.292
39.0165,389.47,570000,280.77,-3945.747314453125,114,114,24.0054
19.1326,1443.48,575000,2878.77,-2841.395751953125,115,115,21.7998
55.7018,683.78,580000,133.96,-4122.9697265625,116,116,22.6357
66.399,1571.58,585000,1984.37,-3702.578369140625,117,117,23.6548
23.8059,1541.18,590000,1337.58,-1788.1624755859375,118,118,20.538
85.51,1150.14,595000,980.85,-3486.5869140625,119,119,22.9811
43.1359,1713.69,600000,2952.96,-3142.242919921875,120,120,22.6376
31.8076,1800.28,605000,3272.46,-3782.51953125,121,121,22.7641
60.3871,1567.53,610000,2935.1,-3445.80078125,122,122,23.345
21.8919,1919.77,615000,3256.38,-2547.797119140625,123,123,21.0817
24.7441,2228.4,620000,3243.71,-2451.375244140625,124,124,22.375
18.5899,2313.79,625000,1353.01,-2792.6533203125,125,125,21.7267
35.2085,1049.83,630000,990.86,-3514.61083984375,126,126,21.6607
20.3743,1950.86,635000,3344.52,-2161.37890625,127,127,21.3809
30.2628,1744.81,640000,1336.87,-3713.9541015625,128,128,22.0918
15.0844,813.77,645000,263.76,-1440.2781982421875,129,129,20.7991
15.6079,2557.36,650000,3395.42,-2740.677490234375,130,130,21.231
26.7205,1246.43,655000,1300.48,-3822.63623046875,131,131,22.2532
33.3398,1584.87,660000,1988.42,-3039.517578125,132,132,22.1193
29.69,1977.18,665000,3416.58,-3839.52294921875,133,133,22.9968
30.3686,1112.64,670000,1090.03,-3181.683349609375,134,134,22.0362
31.4643,2086.67,675000,2400.22,-3797.06103515625,135,135,21.4575
36.0743,1255.24,680000,2860.17,-3942.6552734375,136,136,22.1936
49.5784,1117.86,685000,1454.71,-4114.30029296875,137,137,22.1595
33.6254,2488.52,690000,3280.97,-3079.54541015625,138,138,21.5525
33.8174,2312.45,695000,2766.21,-2896.667724609375,139,139,21.246
12.4377,2311.49,700000,3371.64,-2862.64453125,140,140,21.766
59.5132,1272.62,705000,1700.31,-4742.5703125,141,141,23.0804
13.1871,1300.73,710000,1624.02,-4185.1259765625,142,142,24.5823
35.8278,1720.4,715000,1845.28,-4023.017578125,143,143,21.9257
32.6958,1239.3,720000,1288.03,-4856.0322265625,144,144,23.8132
12.358,2083.59,725000,1274.58,-2643.2783203125,145,145,21.6059
14.252,1533.06,730000,2242.86,-3448.47607421875,146,146,22.113
18.9792,1509.6,735000,2021.4,-3637.7255859375,147,147,22.8558
11.9723,1696.17,740000,1977.99,-3389.200927734375,148,148,21.5481
18.5705,1660.85,745000,1766.06,-4347.78857421875,149,149,23.777
12.568,2176.29,750000,3407.18,-2483.591552734375,150,150,21.1903
14.4762,1735.88,755000,2219.12,-3975.60546875,151,151,23.1785
29.7482,1984.94,760000,3439.19,-3852.583251953125,152,152,22.273
11.6613,1335.41,765000,2441.97,-4198.18701171875,153,153,23.3475
18.0309,369.81,770000,62.98,-4535.94189453125,154,154,23.0491
11.3478,1817.14,775000,3391.68,-1967.88330078125,155,155,21.4847
12.2576,2127.06,780000,3445.31,-2433.953369140625,156,156,21.8929
12.2822,2588.95,785000,3179.15,-2667.9033203125,157,157,21.3402
11.2457,2312.09,790000,2908.11,-2502.150146484375,158,158,21.6734
11.6538,1926.97,795000,2803.39,-4280.14013671875,159,159,22.3751
11.3533,1958.06,800000,2589.23,-3622.623046875,160,160,22.8708
20.0973,1865.27,805000,3217.87,-3786.903564453125,161,161,22.0198
11.2809,2103.79,810000,3252.36,-3007.78759765625,162,162,20.6305
11.2796,1526.9,815000,1449.2,-4032.304443359375,163,163,21.4819
24.3807,1592.71,820000,3328.91,-4257.07177734375,164,164,21.8296
10.5182,1811.07,825000,3423.13,-2899.926513671875,165,165,20.8314
20.242,911.71,830000,761.79,-5652.35205078125,166,166,23.8174
16.7989,2058.49,835000,3344.19,-3152.3203125,167,167,22.3727
22.6995,2338.35,840000,2614.65,-3332.566162109375,168,168,22.0109
12.8645,1755.31,845000,2772.65,-3702.492431640625,169,169,22.4876
12.3451,1824.38,850000,3145.0,-3412.105712890625,170,170,23.5112
12.0454,1756.65,855000,1643.98,-3608.961669921875,171,171,22.4222
26.5665,1486.31,860000,3220.2,-4558.84130859375,172,172,23.059
16.3239,1494.93,865000,2688.49,-4332.9228515625,173,173,22.6001
19.3595,1490.65,870000,2588.08,-4694.458984375,174,174,22.6828
15.0219,2550.12,875000,1280.03,-2916.313720703125,175,175,21.3376
17.6998,1924.09,880000,2913.65,-4173.9599609375,176,176,21.5567
11.8862,1591.22,885000,2421.63,-1971.5582275390625,177,177,20.1401
10.6013,1911.26,890000,3245.24,-5046.271484375,178,178,22.7268
20.3033,1421.72,895000,820.24,-5691.8310546875,179,179,23.3777
15.0734,1783.24,900000,2368.9,-5294.53369140625,180,180,24.3709
11.8423,981.91,905000,1089.02,-4386.92138671875,181,181,22.9472
13.1467,1766.83,910000,3298.32,-5166.5234375,182,182,22.718
16.9981,1574.79,915000,3332.35,-4896.29052734375,183,183,22.8987
29.1259,979.34,920000,817.46,-6800.37890625,184,184,24.6476
34.2576,1913.47,925000,550.59,-6019.935546875,185,185,23.6039
10.8183,1161.42,930000,1720.55,-3119.6025390625,186,186,21.0851
11.1594,1485.85,935000,1934.18,-5341.31005859375,187,187,23.9571
16.8529,1485.34,940000,1975.05,-6240.0,188,188,23.7932
27.8161,1641.6,945000,3105.58,-5896.72509765625,189,189,22.2127
19.9319,1040.23,950000,1651.8,-4482.0732421875,190,190,22.3289
21.7499,1774.38,955000,3245.51,-5835.44921875,191,191,22.6252
20.8376,2197.9,960000,2506.84,-4047.087158203125,192,192,21.8276
13.7548,2102.98,965000,3427.25,-5172.42822265625,193,193,22.7626
35.4669,2673.96,970000,3443.38,-5424.75244140625,194,194,22.8466
17.1327,1881.0,975000,3292.65,-5885.400390625,195,195,21.7752
35.3843,1802.76,980000,3417.7,-4754.4072265625,196,196,20.7583
11.6274,2189.56,985000,3419.28,-4548.8642578125,197,197,21.8193
19.9541,1549.52,990000,1760.46,-5952.10546875,198,198,22.3116
57.2247,896.04,995000,1721.8,-7892.7529296875,199,199,23.6421
