Running Env Steps,Running Update Time,Real Sto Return,Itration,Reward Loss,Real Det Return,Running Forward KL,Running Reverse KL
475000,95,4345.75,95,-8952.7509765625,4306.51,332.8343,155.2679
480000,96,4447.77,96,-7722.71630859375,3856.06,328.7606,142.2449
485000,97,3985.5,97,-6442.9169921875,2152.5,316.1276,116.7305
490000,98,4754.37,98,-7849.685546875,4349.39,329.1934,132.6474
495000,99,4763.09,99,-7221.9599609375,2645.93,333.5243,147.1926
500000,100,5089.02,100,-6986.7236328125,4954.15,321.1392,132.8414
505000,101,5046.85,101,-7335.9130859375,4993.73,329.8433,139.0796
510000,102,4411.32,102,-9104.259765625,4300.05,334.606,150.3399
515000,103,3090.22,103,-10144.0244140625,3944.9,341.982,193.8106
520000,104,4930.6,104,-8232.033203125,3774.02,321.9739,137.5904
525000,105,4147.29,105,-9026.2216796875,3511.15,324.6397,158.2151
530000,106,5122.35,106,-8114.44677734375,2549.15,324.5609,133.1026
535000,107,4849.43,107,-8503.162109375,5132.44,325.8973,133.9017
540000,108,4849.53,108,-9668.26953125,5074.02,335.8444,152.7324
545000,109,4721.54,109,-10045.1279296875,5035.32,329.3532,167.7385
550000,110,4319.13,110,-10303.568359375,2909.96,337.6562,167.052
555000,111,4668.34,111,-9322.296875,3853.71,327.0974,136.8936
560000,112,4435.05,112,-8842.0205078125,4524.17,320.7085,126.0566
565000,113,4560.93,113,-8827.0458984375,4770.16,317.0872,121.3842
570000,114,4938.47,114,-9226.3623046875,4479.7,324.3728,132.8095
575000,115,5043.83,115,-10470.623046875,4033.36,326.2957,147.1264
580000,116,4294.46,116,-8994.845703125,4719.78,309.8378,122.7458
585000,117,4873.59,117,-9610.3876953125,4769.68,328.8888,138.9023
590000,118,4471.6,118,-10368.6240234375,4768.17,326.902,137.8096
595000,119,4623.32,119,-10349.6181640625,4872.13,322.2652,132.7371
600000,120,4898.38,120,-10823.0673828125,4540.2,326.3673,133.8682
605000,121,5053.83,121,-10829.37890625,4956.33,325.7775,132.6039
610000,122,4952.58,122,-10330.076171875,4849.7,319.36,134.3165
615000,123,5080.82,123,-10553.5341796875,4652.41,318.9629,130.9055
620000,124,5087.81,124,-10979.5966796875,4970.43,324.1378,129.0975
625000,125,4482.33,125,-11207.12890625,4626.56,326.8754,141.5185
630000,126,4741.1,126,-11724.3212890625,4788.16,326.7045,126.3439
635000,127,4998.59,127,-11487.873046875,4907.18,325.5507,138.4977
640000,128,4971.0,128,-11936.8525390625,5143.59,321.7031,126.9794
645000,129,4977.4,129,-11757.2421875,4774.93,325.1501,131.8745
650000,130,5176.83,130,-11751.9267578125,5206.67,322.8362,127.9776
655000,131,4870.94,131,-11835.732421875,3286.48,319.7672,125.1907
660000,132,5106.48,132,-12379.1875,5149.03,329.9931,136.866
665000,133,4855.09,133,-12137.8046875,4743.32,319.0663,138.7841
670000,134,5034.27,134,-12853.359375,4571.5,326.7848,134.5074
675000,135,5128.88,135,-12461.197265625,4962.13,319.7272,121.0773
680000,136,4954.52,136,-12579.5380859375,5149.79,316.2217,121.1548
685000,137,4727.86,137,-12986.8505859375,4728.3,321.051,126.2033
690000,138,5152.24,138,-12810.615234375,5208.04,314.221,125.0467
695000,139,4869.39,139,-13411.0009765625,5326.89,327.1337,136.0307
700000,140,4831.1,140,-13995.068359375,4859.97,326.0223,126.254
705000,141,5065.85,141,-13998.322265625,5039.64,325.8176,135.0262
710000,142,5090.07,142,-14094.1982421875,4589.51,328.3099,148.8829
715000,143,5004.07,143,-13808.9443359375,5257.06,322.3724,126.6444
720000,144,4939.56,144,-13639.220703125,4780.36,319.2678,118.9493
725000,145,5027.13,145,-13517.0771484375,4987.21,314.8499,119.4674
730000,146,4821.52,146,-14185.2724609375,5299.64,322.7218,128.2287
735000,147,5005.37,147,-13903.828125,5146.98,321.2734,123.7153
740000,148,4710.81,148,-14027.0771484375,5060.06,313.4587,116.5568
745000,149,5088.82,149,-14381.583984375,5096.81,324.3736,131.2266
750000,150,5232.99,150,-14227.751953125,5318.86,318.7975,127.5857
755000,151,4967.95,151,-14781.7177734375,5145.06,329.897,147.2685
760000,152,5017.49,152,-13954.7021484375,4930.68,321.9572,126.5604
765000,153,5187.97,153,-14944.779296875,5281.93,318.895,126.1145
770000,154,5193.16,154,-15345.62890625,5167.03,325.1392,145.8709
775000,155,5194.69,155,-14897.4296875,5224.26,325.6448,129.3755
780000,156,5054.79,156,-14808.015625,5366.77,322.8047,140.1648
785000,157,5148.02,157,-15001.8203125,5310.43,314.682,129.7217
790000,158,4916.76,158,-15109.5068359375,4786.3,326.6289,143.9818
795000,159,4868.77,159,-14966.03515625,5358.47,322.3679,131.9825
800000,160,5151.47,160,-15122.4990234375,5222.28,321.9767,126.6839
805000,161,3637.65,161,-15848.0908203125,4858.08,345.1049,226.9252
810000,162,5167.54,162,-15588.55859375,5293.86,320.0737,124.4233
815000,163,5236.36,163,-16171.53515625,5350.24,324.5344,135.402
820000,164,4732.34,164,-15425.05859375,5128.55,323.135,130.1345
825000,165,5193.09,165,-16026.8671875,5311.44,324.0342,129.2767
830000,166,5167.84,166,-15644.63671875,5327.6,320.9159,136.6007
835000,167,5001.32,167,-15867.0595703125,5322.86,332.0986,178.0723
840000,168,5145.1,168,-16020.595703125,5273.82,313.7101,114.9711
845000,169,5217.73,169,-16673.869140625,5339.44,324.0189,132.7728
850000,170,5280.0,170,-16226.1826171875,5268.86,327.4305,145.0244
855000,171,5191.61,171,-16159.66015625,5299.5,318.9557,120.1819
860000,172,5203.62,172,-16266.673828125,5256.1,318.3373,123.0261
865000,173,5216.89,173,-16758.224609375,5331.51,331.2225,137.9894
870000,174,5204.5,174,-16586.5546875,5363.61,329.5584,131.9544
875000,175,5064.61,175,-16269.6796875,4896.4,318.3941,130.5437
880000,176,5175.25,176,-16607.09765625,4670.8,323.6932,143.6871
885000,177,5151.47,177,-16553.76171875,5189.66,311.702,115.397
890000,178,4878.78,178,-16409.416015625,5357.38,334.4932,159.1248
895000,179,5205.16,179,-16543.060546875,5298.29,315.5488,120.6936
900000,180,5184.41,180,-17122.84765625,5298.32,326.7015,133.8545
905000,181,5156.48,181,-16660.623046875,5156.6,312.7776,110.7691
910000,182,5023.32,182,-17111.20703125,5339.62,337.6341,154.9362
915000,183,4194.66,183,-16919.25390625,5008.15,335.3265,170.5197
920000,184,4680.08,184,-17124.10546875,5278.6,318.6827,122.3622
925000,185,5176.91,185,-16177.2705078125,4491.65,312.8872,117.7653
930000,186,5130.74,186,-16345.548828125,5269.22,312.5881,121.4993
935000,187,4638.72,187,-17167.1640625,5203.33,316.3468,119.8615
940000,188,4990.1,188,-17223.16015625,5212.86,319.415,132.1467
945000,189,4792.35,189,-17698.837890625,5224.68,321.9803,120.9336
950000,190,5214.2,190,-17311.767578125,5310.67,318.3628,126.4607
955000,191,4928.53,191,-17262.427734375,4585.32,317.7358,132.8129
960000,192,5132.18,192,-17370.962890625,4853.72,322.4643,137.4315
965000,193,5174.76,193,-17095.001953125,5244.56,314.6128,121.3502
970000,194,4951.53,194,-17635.259765625,5176.96,315.8492,114.5758
975000,195,4626.77,195,-17534.14453125,5221.78,321.286,118.0462
980000,196,5178.54,196,-17000.33984375,5281.62,319.4034,127.0545
985000,197,5175.19,197,-17020.53515625,5255.91,316.5284,121.4631
990000,198,4949.72,198,-17110.337890625,5286.45,316.4796,117.4854
995000,199,4703.78,199,-17922.923828125,5159.9,319.6399,120.907
1000000,200,5172.39,200,-17596.1640625,4924.66,319.8313,121.5401
1005000,201,4876.08,201,-17271.9921875,5007.23,308.4519,112.087
1010000,202,5092.09,202,-17426.63671875,5158.5,315.2367,123.3896
1015000,203,4908.3,203,-17368.171875,4789.91,322.7862,128.4683
1020000,204,5215.94,204,-17692.0859375,5324.64,316.0071,125.0325
1025000,205,5069.63,205,-17486.318359375,4787.6,319.0612,127.9037
1030000,206,5140.57,206,-17212.12109375,5355.99,330.4108,142.315
1035000,207,5338.8,207,-17393.373046875,5153.39,320.9464,146.8808
1040000,208,5304.96,208,-17699.09765625,5414.7,319.8417,130.1423
1045000,209,4351.26,209,-17510.740234375,4035.66,343.7626,220.8778
1050000,210,1596.68,210,-17729.103515625,1425.83,374.9075,311.9169
1055000,211,5310.97,211,-17800.337890625,5209.44,329.8998,143.0038
1060000,212,5234.76,212,-17880.79296875,5380.31,318.4993,126.6897
1065000,213,5280.31,213,-17741.35546875,5424.23,321.4512,130.397
1070000,214,4850.98,214,-17644.1328125,5377.21,329.7437,148.1106
1075000,215,4977.67,215,-17816.904296875,5058.09,320.7858,140.7552
1080000,216,4992.23,216,-17898.7578125,5267.05,323.8091,141.2706
1085000,217,4616.18,217,-17860.8203125,5168.72,318.3373,120.2131
1090000,218,3305.72,218,-17964.50390625,5140.54,354.6358,263.3006
1095000,219,5084.28,219,-17673.33984375,5336.47,317.9018,124.7536
1100000,220,5019.67,220,-18002.8984375,5133.24,317.2305,118.6398
1105000,221,4916.55,221,-17906.5546875,5138.54,312.6411,118.3234
1110000,222,5079.48,222,-18199.357421875,5342.75,322.5961,137.4882
1115000,223,4893.12,223,-18102.236328125,4916.25,335.5623,156.6133
1120000,224,4432.22,224,-17932.990234375,4723.25,325.7247,145.9215
1125000,225,5248.29,225,-18163.2890625,4868.24,323.9912,140.1458
1130000,226,5179.79,226,-18093.369140625,4591.64,323.1352,144.1618
1135000,227,5172.69,227,-18096.103515625,5325.85,317.4945,120.8452
1140000,228,5162.67,228,-18224.935546875,4577.68,317.7619,121.2375
1145000,229,5192.19,229,-18165.16796875,5278.95,328.2279,137.6562
1150000,230,4331.54,230,-18358.64453125,5102.66,328.8497,142.8641
1155000,231,4150.92,231,-18430.736328125,4115.69,336.1766,163.7183
1160000,232,5008.21,232,-18046.119140625,4658.58,327.2367,138.452
1165000,233,4686.57,233,-18573.20703125,4147.24,328.0316,145.2115
1170000,234,3922.78,234,-18364.337890625,3465.63,323.5713,144.7968
1175000,235,4748.8,235,-18749.6640625,4534.16,328.0031,152.5136
1180000,236,3673.64,236,-18399.47265625,2343.48,367.3004,236.9784
1185000,237,4671.74,237,-18374.15234375,4398.86,335.1151,165.0461
1190000,238,5232.37,238,-18266.41015625,4751.45,329.0885,152.6028
1195000,239,4828.7,239,-18383.05078125,5373.45,324.7747,134.6318
1200000,240,4758.13,240,-18555.388671875,4307.23,331.8379,173.2143
1205000,241,5321.9,241,-18452.71484375,5419.9,315.1692,128.8508
1210000,242,5073.73,242,-18857.2578125,5390.06,328.4971,140.5237
1215000,243,4064.26,243,-18705.71484375,4169.2,338.9011,179.6927
1220000,244,4676.84,244,-18359.982421875,5282.23,301.9921,113.8231
1225000,245,5096.34,245,-18263.708984375,5430.72,313.7701,120.1585
1230000,246,5299.94,246,-18014.248046875,5431.28,307.0385,111.2062
1235000,247,4458.68,247,-18548.8203125,5443.11,328.3827,143.1552
1240000,248,5257.45,248,-18030.357421875,5363.78,306.3626,110.7754
1245000,249,5029.88,249,-17967.728515625,5401.61,302.8519,106.9184
1250000,250,4977.34,250,-18077.48046875,4918.88,302.4516,102.9794
1255000,251,4430.07,251,-17781.208984375,5165.51,310.4775,123.334
1260000,252,4933.31,252,-17477.611328125,3854.35,321.0832,122.1612
1265000,253,5050.91,253,-17911.978515625,4217.32,308.2093,111.4306
1270000,254,5070.4,254,-17555.47265625,5444.31,295.4238,102.9871
1275000,255,4514.58,255,-17136.921875,5365.41,295.4968,119.0685
1280000,256,4057.55,256,-17469.728515625,4624.86,308.1218,128.3521
1285000,257,4564.52,257,-18009.814453125,5163.49,309.2007,120.6102
1290000,258,3943.08,258,-16840.921875,4321.49,348.3151,234.9685
1295000,259,4109.68,259,-17586.794921875,4634.18,312.7772,133.6516
1300000,260,4654.86,260,-17216.912109375,4643.47,319.2886,146.2576
1305000,261,4837.63,261,-17632.201171875,5130.52,319.0282,132.2727
1310000,262,4909.4,262,-17731.349609375,4344.21,322.3485,135.6126
1315000,263,5011.25,263,-17918.61328125,5310.96,319.6585,124.2278
1320000,264,4814.28,264,-18312.091796875,4653.34,318.9177,130.7698
1325000,265,4418.16,265,-16904.1171875,2114.16,322.1002,153.8432
1330000,266,3549.12,266,-15723.078125,1657.37,344.2757,209.45
1335000,267,4642.15,267,-17435.333984375,4968.4,334.7421,165.4784
1340000,268,3898.51,268,-15995.8837890625,2939.42,330.1509,157.3548
1345000,269,4724.11,269,-16982.158203125,3106.44,324.6584,140.7473
1350000,270,3887.65,270,-16680.583984375,1462.6,324.989,143.1302
1355000,271,4585.78,271,-17797.6875,2231.03,327.6941,146.1955
1360000,272,4329.2,272,-17752.2734375,1525.02,329.9726,149.8366
1365000,273,4001.55,273,-17143.56640625,2576.01,324.2935,158.1304
1370000,274,3346.68,274,-16929.142578125,3805.81,320.5413,142.3943
1375000,275,1779.62,275,-14541.2705078125,1617.84,359.4413,264.3537
1380000,276,3122.19,276,-15975.5322265625,4383.25,349.9458,229.3251
1385000,277,4334.49,277,-17802.146484375,3728.95,323.1074,158.7683
1390000,278,3130.86,278,-17417.396484375,4179.51,330.6219,182.6616
1395000,279,4164.12,279,-18308.47265625,4670.77,326.1396,168.9077
1400000,280,2613.99,280,-17390.9296875,3974.9,332.5297,183.2142
1405000,281,1837.84,281,-17196.12109375,1817.83,365.887,287.4798
1410000,282,3898.28,282,-17094.771484375,3864.15,334.5784,191.4984
1415000,283,3018.46,283,-16040.2333984375,2759.2,346.8009,210.5589
1420000,284,4737.52,284,-18484.955078125,5031.02,318.5372,170.8082
1425000,285,2864.08,285,-18002.826171875,4106.75,326.6723,210.942
1430000,286,3363.89,286,-18147.6796875,4148.54,317.7247,180.4552
1435000,287,2046.21,287,-17077.1171875,1785.27,366.8635,297.0238
1440000,288,2990.62,288,-15980.4560546875,2457.24,345.8536,218.91
1445000,289,2054.74,289,-17213.55859375,1795.34,342.1943,243.6619
1450000,290,2020.41,290,-17148.482421875,2056.52,353.1531,222.3061
1455000,291,4430.39,291,-17421.287109375,4081.05,330.4917,178.2573
1460000,292,4775.68,292,-18012.212890625,4894.81,321.6242,151.9542
1465000,293,4160.15,293,-16137.8173828125,4574.87,313.7401,149.7372
1470000,294,4361.74,294,-15801.744140625,4174.31,309.4124,162.829
1475000,295,3825.97,295,-16286.77734375,3671.63,344.1783,179.6704
1480000,296,4031.68,296,-16539.2265625,4822.59,314.5511,163.2401
1485000,297,3012.98,297,-15971.7021484375,1775.35,329.83,213.5963
1490000,298,3929.2,298,-17242.84765625,4990.1,312.5335,159.6844
1495000,299,3045.73,299,-16848.009765625,1300.29,316.4689,176.8361
1500000,300,3281.5,300,-17486.935546875,4545.81,321.5845,161.0638
1505000,301,4739.44,301,-16370.84765625,4265.75,327.4865,178.7642
1510000,302,5260.85,302,-17563.54296875,4957.74,325.9953,157.2401
1515000,303,3290.72,303,-17855.759765625,3511.91,329.0447,165.0107
1520000,304,3404.25,304,-17309.224609375,2600.75,357.2227,195.3391
1525000,305,3238.64,305,-18624.4609375,3271.49,333.3453,164.0405
1530000,306,4481.8,306,-18514.533203125,4508.66,342.2274,207.812
1535000,307,3829.47,307,-18451.53125,3571.08,346.7033,201.6609
1540000,308,5050.59,308,-19078.322265625,4702.7,341.9103,193.0668
1545000,309,4456.55,309,-19159.884765625,5285.06,345.3361,205.513
1550000,310,5143.92,310,-19044.146484375,5076.66,341.0699,176.1386
1555000,311,5117.51,311,-19040.21875,5030.91,346.3284,179.3196
1560000,312,3975.42,312,-18804.0703125,4030.61,348.4161,182.0562
1565000,313,4360.35,313,-18707.671875,4564.57,339.8719,175.6602
1570000,314,4304.63,314,-18996.109375,4817.56,354.7324,199.7296
1575000,315,4280.27,315,-18486.59375,4440.43,370.0075,228.1294
1580000,316,5002.3,316,-18796.20703125,4972.26,347.0352,184.9556
1585000,317,4521.79,317,-18821.51953125,4862.1,354.673,193.8277
1590000,318,3270.06,318,-18009.013671875,1969.06,364.5731,238.4958
1595000,319,2511.01,319,-17713.35546875,2151.72,355.9903,202.3075
1600000,320,3860.57,320,-18314.8203125,4266.84,337.7496,187.6803
1605000,321,4057.59,321,-18106.517578125,4563.62,334.0648,181.5463
1610000,322,2515.48,322,-18273.177734375,3510.24,343.7037,190.0551
1615000,323,4537.43,323,-18658.408203125,5033.23,342.1561,190.9696
1620000,324,3014.86,324,-15036.962890625,2505.94,368.8916,265.2669
1625000,325,3268.32,325,-18385.1015625,4076.03,343.5303,264.2646
1630000,326,4288.21,326,-18554.787109375,4675.76,340.6379,295.9114
1635000,327,4686.92,327,-18819.84765625,4129.34,351.0812,173.179
1640000,328,4636.63,328,-18276.083984375,4329.3,348.9902,221.0943
1645000,329,3570.59,329,-18510.162109375,4585.84,348.0163,227.3339
1650000,330,3495.96,330,-18408.69921875,3794.19,355.851,423.7604
1655000,331,4813.79,331,-19349.705078125,4207.71,345.8428,186.8448
1660000,332,4394.67,332,-18528.93359375,4037.21,363.0801,180.3545
1665000,333,5218.79,333,-18828.654296875,5016.04,367.8695,187.2913
1670000,334,3909.43,334,-16767.73828125,3733.36,383.7487,368.7499
1675000,335,4570.35,335,-19106.064453125,3757.09,377.5045,240.3248
1680000,336,3526.74,336,-19073.884765625,5162.06,353.6432,177.4751
1685000,337,1574.96,337,-16699.1484375,1169.33,403.8547,481.3432
1690000,338,3381.04,338,-19000.56640625,3400.94,356.9251,256.2838
1695000,339,3352.66,339,-18860.16796875,2007.25,378.1684,286.0087
1700000,340,4048.99,340,-18656.4921875,4224.03,381.856,270.7408
1705000,341,3310.17,341,-19053.462890625,3786.08,385.9404,392.3724
1710000,342,2807.42,342,-18510.681640625,2926.48,395.7729,262.3937
1715000,343,3744.59,343,-18552.482421875,3827.71,409.8678,425.1936
1720000,344,4054.37,344,-19075.39453125,4536.34,396.7032,247.4796
1725000,345,2294.73,345,-18915.591796875,2014.95,412.5618,346.6761
1730000,346,2877.5,346,-18864.576171875,3734.81,392.3174,287.1409
1735000,347,1369.55,347,-19020.916015625,1712.27,407.7395,268.571
1740000,348,3899.07,348,-18932.056640625,3373.95,414.3435,329.9152
1745000,349,1011.76,349,-18250.728515625,1290.34,441.821,485.1603
1750000,350,803.15,350,-18065.6328125,513.61,466.4714,473.2452
1755000,351,2586.03,351,-18033.8203125,2655.47,437.1822,356.7517
1760000,352,680.77,352,-19233.623046875,1297.39,459.4723,776.1511
1765000,353,510.48,353,-18913.2578125,929.98,491.2666,1439.4074
1770000,354,1086.96,354,-14583.5361328125,436.87,549.0385,755.7042
1775000,355,1342.66,355,-18759.1328125,997.02,461.1641,433.4228
1780000,356,620.27,356,-18790.603515625,766.31,420.3057,323.1623
1785000,357,2448.43,357,-18873.09375,1861.88,476.7078,511.3566
1790000,358,1424.04,358,-19069.6171875,1732.54,473.129,558.7208
1795000,359,2017.35,359,-19413.359375,1522.37,405.4407,279.6364
1800000,360,1967.12,360,-18865.587890625,2205.59,408.3514,376.047
1805000,361,1625.87,361,-17006.2109375,2407.02,426.6542,472.548
1810000,362,1743.5,362,-18587.951171875,2136.33,407.57,318.8171
1815000,363,1896.97,363,-17997.828125,1706.43,426.4934,450.9082
1820000,364,1734.79,364,-17081.37890625,1342.58,416.7591,288.126
1825000,365,624.81,365,-17699.205078125,373.54,431.568,640.2807
1830000,366,442.3,366,-18159.388671875,1004.4,513.4674,838.9483
1835000,367,261.97,367,-15757.7734375,127.14,566.2594,366.4494
1840000,368,171.02,368,-17329.330078125,85.75,557.9305,1492.4582
1845000,369,59.1,369,-13729.03125,56.95,647.2535,375.2174
1850000,370,55.92,370,-14511.548828125,55.22,687.6138,419.9733
1855000,371,56.16,371,-13721.6396484375,57.07,658.9383,331.4032
1860000,372,55.1,372,-13615.490234375,54.84,659.3661,390.5364
1865000,373,54.66,373,-16074.228515625,54.5,709.376,3044.2595
1870000,374,54.73,374,-17827.912109375,54.9,735.415,1967.2536
1875000,375,53.45,375,-17523.72265625,53.95,720.9765,1807.3325
1880000,376,54.72,376,-16476.248046875,54.64,674.7383,903.179
1885000,377,54.22,377,-14821.703125,54.41,663.1244,633.8318
1890000,378,56.83,378,-15541.22265625,54.96,669.1143,528.8642
1895000,379,57.45,379,-16357.59765625,55.81,683.3911,376.9029
1900000,380,56.62,380,-17645.595703125,55.63,702.6941,956.4332
1905000,381,55.83,381,-16433.2265625,54.86,727.6365,611.9918
1910000,382,56.76,382,-16118.3359375,57.66,686.4307,826.0007
1915000,383,54.96,383,-17765.8671875,55.0,706.9461,1163.6652
1920000,384,57.65,384,-17240.279296875,57.46,696.7408,375.3142
1925000,385,57.9,385,-15746.51953125,56.48,676.8893,419.6073
1930000,386,57.93,386,-18150.0859375,58.01,713.4022,370.7619
1935000,387,57.3,387,-18360.69921875,56.28,714.1236,440.1337
1940000,388,58.78,388,-18381.302734375,58.08,686.9703,687.1382
1945000,389,58.97,389,-17878.142578125,58.7,705.4311,460.3448
1950000,390,62.3,390,-18965.248046875,62.42,704.5102,695.3391
1955000,391,59.76,391,-18791.12890625,59.51,697.9263,1008.1806
1960000,392,60.46,392,-18972.89453125,60.9,690.8024,1761.2975
1965000,393,59.13,393,-18580.11328125,59.88,672.9311,349.13
1970000,394,58.91,394,-18370.94140625,58.46,684.9083,409.1267
