Real Sto Return,Running Reverse KL,Reward Loss,Running Update Time,Real Det Return,Running Forward KL,Itration,Running Env Steps
3932.51,158.1773,-17966.10546875,267,4477.29,327.9598,267,1335000
3155.28,118.742,-18637.5546875,268,4162.2,321.6478,268,1340000
2855.89,149.9681,-15328.6337890625,269,1980.16,332.4412,269,1345000
3130.49,107.2006,-16341.2021484375,270,4259.17,305.1298,270,1350000
2219.98,172.9013,-15878.587890625,271,2932.22,329.4709,271,1355000
2247.24,172.4006,-14419.2158203125,272,2386.85,329.8163,272,1360000
3227.23,220.456,-14774.6435546875,273,1241.32,341.2088,273,1365000
2615.18,144.1085,-15695.7529296875,274,1707.62,304.5679,274,1370000
3087.5,202.2684,-15595.533203125,275,2695.23,323.1726,275,1375000
2781.76,223.7697,-16126.1669921875,276,2116.45,325.2459,276,1380000
2270.55,275.6335,-15985.4580078125,277,1381.97,334.799,277,1385000
1000.25,329.7909,-13768.880859375,278,761.34,389.7742,278,1390000
3437.66,210.1574,-16502.001953125,279,2795.45,327.9737,279,1395000
2214.48,238.2047,-15938.2685546875,280,1518.61,338.2136,280,1400000
1098.58,324.5135,-14788.66796875,281,755.65,375.9192,281,1405000
1566.48,266.8219,-15211.5009765625,282,1012.98,350.2139,282,1410000
794.96,349.7835,-14600.9560546875,283,521.37,388.2264,283,1415000
1087.57,230.9995,-12924.8837890625,284,837.77,377.0849,284,1420000
915.84,191.1084,-14130.515625,285,1253.29,345.8433,285,1425000
2700.89,139.7426,-16289.7646484375,286,2864.58,321.3665,286,1430000
4175.24,128.5861,-16953.51953125,287,4031.51,310.8534,287,1435000
2980.99,132.925,-18082.875,288,3660.04,325.3825,288,1440000
647.39,232.3343,-14661.7392578125,289,443.84,386.8414,289,1445000
1996.81,192.9017,-15777.681640625,290,2474.25,359.7304,290,1450000
1443.68,319.1755,-14460.96484375,291,938.95,370.7348,291,1455000
3339.5,219.8152,-15905.6328125,292,3724.69,350.8064,292,1460000
4295.6,170.7852,-18032.4140625,293,4257.35,323.3043,293,1465000
3408.09,188.1802,-16650.431640625,294,2908.98,350.6464,294,1470000
1306.78,240.4896,-15599.7119140625,295,1152.3,391.185,295,1475000
2394.32,211.4999,-15780.5478515625,296,2833.04,374.9013,296,1480000
1301.74,212.3467,-14288.8583984375,297,678.42,402.8659,297,1485000
1726.8,477.2451,-11198.7392578125,298,1464.64,379.7505,298,1490000
2601.9,235.8455,-11757.64453125,299,1753.07,370.0489,299,1495000
1217.42,280.3204,-13578.548828125,300,1380.74,368.8553,300,1500000
1408.68,416.0242,-12504.9208984375,301,870.04,383.4932,301,1505000
206.83,658.6026,-12419.9287109375,302,429.23,477.4119,302,1510000
643.48,505.3099,-13573.2587890625,303,908.04,373.8525,303,1515000
611.4,1225.24,-12454.1259765625,304,350.67,409.0406,304,1520000
346.12,890.5653,-12528.80078125,305,477.39,460.2469,305,1525000
349.1,1136.5189,-12766.6279296875,306,377.6,444.8064,306,1530000
364.28,1472.7049,-13762.9609375,307,376.51,444.3335,307,1535000
243.47,2544.8425,-14080.25390625,308,213.49,489.903,308,1540000
82.54,2292.0002,-13919.4013671875,309,77.7,583.9274,309,1545000
307.53,2404.9685,-15710.365234375,310,288.12,445.6386,310,1550000
73.2,1054.1948,-13854.80859375,311,56.46,708.2939,311,1555000
54.85,2042.0735,-15959.96875,312,54.66,714.229,312,1560000
54.51,2160.2995,-16724.6796875,313,54.57,738.9752,313,1565000
54.63,2615.9688,-18751.255859375,314,54.67,730.4264,314,1570000
54.79,1085.5862,-17989.384765625,315,54.67,726.261,315,1575000
52.61,1026.8767,-18359.3359375,316,52.38,705.7345,316,1580000
52.06,1567.717,-19383.466796875,317,52.15,736.6571,317,1585000
54.18,1636.8121,-19165.07421875,318,54.21,722.977,318,1590000
53.45,1857.0832,-19234.5078125,319,53.7,732.3572,319,1595000
52.65,1952.7223,-19451.5078125,320,52.23,735.4653,320,1600000
49.89,1095.1591,-19484.37890625,321,49.9,716.7126,321,1605000
50.25,1885.1926,-19570.095703125,322,50.47,752.8265,322,1610000
50.14,955.3679,-19451.931640625,323,50.49,724.8867,323,1615000
52.27,956.9825,-19477.798828125,324,52.01,786.2622,324,1620000
55.07,824.9552,-19339.408203125,325,55.55,722.2969,325,1625000
55.12,2209.856,-19573.06640625,326,55.1,723.4489,326,1630000
55.03,1014.7094,-19494.1171875,327,55.04,725.508,327,1635000
53.23,1045.6123,-19430.974609375,328,53.43,712.4813,328,1640000
54.6,940.8322,-19351.494140625,329,55.0,721.8733,329,1645000
53.06,1269.4757,-19647.427734375,330,52.78,734.5887,330,1650000
52.64,775.8489,-18925.099609375,331,52.69,719.7632,331,1655000
51.58,663.2546,-18907.26171875,332,51.58,728.2766,332,1660000
54.39,1128.5834,-19269.978515625,333,54.13,761.603,333,1665000
51.57,652.6654,-17760.373046875,334,51.79,713.5716,334,1670000
51.65,808.8763,-18110.130859375,335,51.63,666.7799,335,1675000
51.5,1108.9458,-19452.884765625,336,51.8,730.3072,336,1680000
50.7,2177.6498,-19642.71875,337,50.65,747.936,337,1685000
50.52,801.6793,-18913.353515625,338,50.23,681.2531,338,1690000
50.66,1487.6598,-19493.732421875,339,52.39,702.9793,339,1695000
70.11,1577.7617,-18836.630859375,340,50.23,653.5394,340,1700000
51.93,1438.139,-19571.544921875,341,51.17,685.8153,341,1705000
351.16,950.9293,-19542.052734375,342,358.33,505.2788,342,1710000
447.87,960.959,-18897.259765625,343,428.91,514.3309,343,1715000
418.79,805.2613,-19365.306640625,344,418.45,498.9282,344,1720000
338.68,498.594,-18054.88671875,345,341.13,513.5589,345,1725000
312.87,729.9806,-18404.177734375,346,310.4,509.9526,346,1730000
361.19,764.8013,-18683.390625,347,350.7,493.9506,347,1735000
242.83,1012.7824,-19668.5546875,348,241.57,575.2785,348,1740000
265.23,1321.4269,-19507.107421875,349,268.92,544.1772,349,1745000
165.76,2577.1723,-19789.609375,350,172.44,592.2834,350,1750000
351.3,1209.4474,-18490.705078125,351,344.8,531.0419,351,1755000
339.14,766.1383,-18818.91015625,352,417.93,523.0101,352,1760000
49.93,1810.6257,-19534.787109375,353,49.91,710.8409,353,1765000
50.31,586.3967,-18939.76171875,354,50.34,655.0973,354,1770000
49.52,706.1921,-18548.5078125,355,49.52,654.4362,355,1775000
53.72,512.8435,-18246.5078125,356,53.44,678.2186,356,1780000
50.99,584.0691,-18240.970703125,357,51.58,633.5529,357,1785000
48.87,617.2291,-18989.765625,358,48.58,681.9628,358,1790000
49.51,538.1189,-18470.328125,359,50.74,670.2125,359,1795000
51.95,1407.6971,-19783.677734375,360,51.91,725.547,360,1800000
51.7,1279.1351,-19779.791015625,361,51.66,713.9678,361,1805000
50.47,1974.1941,-19802.095703125,362,50.8,716.403,362,1810000
50.57,2559.1067,-19804.97265625,363,50.59,737.3981,363,1815000
50.66,2799.5885,-19816.005859375,364,50.61,730.6662,364,1820000
51.52,2665.5625,-19799.109375,365,51.48,730.0084,365,1825000
49.8,1562.3886,-19821.2578125,366,49.88,739.8722,366,1830000
52.07,1517.8728,-19714.65625,367,50.92,700.1863,367,1835000
50.8,2087.6158,-19808.322265625,368,51.05,719.3648,368,1840000
50.85,2602.2126,-19840.33203125,369,50.98,738.6437,369,1845000
50.88,698.0688,-19610.23046875,370,50.96,720.9982,370,1850000
50.54,618.5394,-19487.810546875,371,50.84,697.7582,371,1855000
49.48,639.9783,-19756.0234375,372,49.34,722.9927,372,1860000
48.89,654.9035,-19690.5546875,373,49.03,701.1227,373,1865000
54.83,694.6149,-19546.203125,374,54.62,711.2709,374,1870000
52.57,837.7705,-19742.828125,375,52.34,710.186,375,1875000
52.73,827.1772,-19649.318359375,376,53.24,720.1265,376,1880000
53.36,881.3109,-19743.705078125,377,52.93,715.3783,377,1885000
50.08,1071.9849,-19870.57421875,378,49.67,742.4434,378,1890000
49.95,1359.8582,-19897.021484375,379,49.94,746.9714,379,1895000
50.31,1274.6562,-19862.396484375,380,50.35,724.276,380,1900000
50.19,964.7582,-19827.279296875,381,50.21,725.6338,381,1905000
51.17,1015.0553,-19866.4296875,382,51.14,736.7816,382,1910000
51.14,941.7957,-19853.138671875,383,51.13,721.9708,383,1915000
51.36,1191.2892,-19829.25,384,51.37,711.8562,384,1920000
50.85,1244.7777,-19866.47265625,385,50.85,728.2859,385,1925000
52.88,892.9068,-19844.03125,386,52.89,709.0291,386,1930000
50.63,845.3099,-19837.09765625,387,50.62,717.1862,387,1935000
50.73,991.1511,-19861.580078125,388,50.45,734.9592,388,1940000
49.72,857.7368,-19857.951171875,389,49.72,731.7723,389,1945000
49.42,778.3484,-19831.359375,390,49.41,712.7076,390,1950000
49.47,822.3215,-19831.5078125,391,49.47,728.9481,391,1955000
49.37,839.2291,-19855.845703125,392,49.38,726.5907,392,1960000
49.35,851.6458,-19833.78125,393,49.31,724.4346,393,1965000
49.43,752.2336,-19845.73046875,394,49.43,710.1352,394,1970000
49.43,753.8307,-19760.181640625,395,49.43,711.4557,395,1975000
49.4,640.0222,-19742.794921875,396,49.39,697.8469,396,1980000
