Running Reverse KL,Itration,Running Update Time,Reward Loss,Real Det Return,Real Sto Return,Running Env Steps,Running Forward KL
18.6389,91,91,-1905.7852783203125,9783.19,9387.91,455000,146.9625
19.2759,92,92,-1807.718017578125,10157.74,9702.6,460000,146.8944
18.5129,93,93,-1784.658935546875,10343.65,9823.02,465000,145.8166
18.4137,94,94,-1837.873779296875,10047.31,9810.17,470000,146.212
17.7403,95,95,-1847.260498046875,10295.53,9906.33,475000,146.1152
17.242,96,96,-1817.235107421875,9982.82,9596.43,480000,145.6477
16.8694,97,97,-1864.4549560546875,10208.56,9809.52,485000,145.3829
18.0417,98,98,-1862.33642578125,10159.17,9723.82,490000,146.0104
19.2633,99,99,-1915.40234375,10505.6,10132.78,495000,145.8575
18.6275,100,100,-1942.714599609375,10645.69,10247.21,500000,145.8738
17.331,101,101,-1967.8636474609375,10337.1,9650.83,505000,145.5702
17.5694,102,102,-1969.93798828125,9826.28,9598.59,510000,145.7541
18.0781,103,103,-1943.55517578125,10773.27,10248.86,515000,145.2192
18.6964,104,104,-1990.803955078125,10872.74,9891.96,520000,146.2893
17.7471,105,105,-2049.903076171875,9854.48,9688.96,525000,145.7057
17.1639,106,106,-2046.9713134765625,10620.27,10127.87,530000,144.8683
18.5118,107,107,-2078.547119140625,10564.09,9727.53,535000,146.0127
18.7721,108,108,-2059.99365234375,10461.88,10073.83,540000,146.3853
17.0197,109,109,-2044.29248046875,10746.85,10116.32,545000,143.7739
18.2573,110,110,-2108.658203125,10710.04,10323.12,550000,144.9041
19.2591,111,111,-2164.75537109375,10895.02,10344.32,555000,145.31
17.8088,112,112,-2119.21875,11052.1,10562.76,560000,145.1464
18.9842,113,113,-2220.446533203125,10704.72,10007.76,565000,145.9358
18.1156,114,114,-2170.204345703125,10750.3,10417.51,570000,145.501
16.9839,115,115,-2280.10009765625,10146.48,9338.96,575000,145.5256
17.5092,116,116,-2268.91943359375,10925.49,10501.2,580000,145.0646
18.9067,117,117,-2284.205810546875,10737.57,10422.25,585000,144.9474
17.599,118,118,-2261.63232421875,10974.12,10347.32,590000,145.0991
19.2318,119,119,-2309.680419921875,10738.92,10334.53,595000,146.4508
17.725,120,120,-2259.28759765625,10883.03,10578.82,600000,143.4679
18.2833,121,121,-2303.54736328125,10919.88,10405.26,605000,144.8811
16.9882,122,122,-2389.106689453125,9653.61,9540.94,610000,144.4494
17.9559,123,123,-2384.52099609375,10867.59,10603.18,615000,144.2042
18.1852,124,124,-2350.99560546875,10444.62,10243.52,620000,145.5417
17.9868,125,125,-2286.798828125,11088.78,10538.6,625000,144.5676
18.6899,126,126,-2431.96826171875,10863.88,10399.07,630000,145.1882
16.189,127,127,-2600.5,10420.9,9887.59,635000,144.902
17.8713,128,128,-2394.315185546875,10695.53,10147.6,640000,144.0952
19.0943,129,129,-2488.437744140625,10572.44,10345.38,645000,145.2567
20.0149,130,130,-2521.006103515625,10692.73,10352.83,650000,145.8716
19.5625,131,131,-2520.66552734375,10988.61,10659.75,655000,144.647
18.5057,132,132,-2619.8623046875,11168.47,10695.04,660000,144.3497
17.5367,133,133,-2525.6572265625,11229.65,10705.45,665000,144.2067
14.5204,134,134,-3007.23876953125,9012.46,7285.77,670000,144.0117
18.7009,135,135,-2484.391357421875,10956.56,10648.89,675000,144.9459
18.3365,136,136,-2701.03271484375,11130.6,10087.12,680000,144.75
17.8234,137,137,-2612.83544921875,10863.54,9605.57,685000,143.7452
18.1075,138,138,-2648.572998046875,10348.42,10329.51,690000,144.4324
16.9166,139,139,-2926.9775390625,10220.14,8858.53,695000,144.5208
17.0741,140,140,-2785.919677734375,11180.99,10681.28,700000,144.7769
18.6628,141,141,-2710.09326171875,11005.62,10635.1,705000,144.2986
18.248,142,142,-2677.98046875,11190.46,10847.87,710000,143.965
18.6494,143,143,-2729.2685546875,11214.66,10638.29,715000,144.0977
18.5534,144,144,-2722.2490234375,10678.2,10759.05,720000,144.1224
18.6767,145,145,-2815.4482421875,10929.68,10685.35,725000,145.0064
18.1469,146,146,-2779.29345703125,11437.32,10913.38,730000,143.1991
19.0936,147,147,-2911.768798828125,10925.32,10671.62,735000,144.7081
18.6728,148,148,-2984.587890625,9296.48,9179.25,740000,143.6588
17.2293,149,149,-2990.284423828125,8988.8,8807.56,745000,143.8966
18.2378,150,150,-2869.782958984375,11401.68,10983.59,750000,145.2758
19.7931,151,151,-2972.887451171875,10912.13,10526.63,755000,145.4069
17.7521,152,152,-3037.346435546875,11085.93,9827.67,760000,142.979
16.9412,153,153,-3184.51416015625,11045.62,10848.77,765000,143.8691
18.5728,154,154,-3024.647705078125,11231.42,10886.11,770000,143.9551
18.2945,155,155,-3155.45654296875,11084.65,10250.34,775000,143.4135
19.24,156,156,-3044.419677734375,11196.13,10852.46,780000,144.4193
18.8668,157,157,-3113.98388671875,11110.51,10715.67,785000,145.2292
19.4679,158,158,-3179.826171875,11230.38,10919.21,790000,143.5094
19.4848,159,159,-3240.64013671875,11322.19,10895.84,795000,144.4375
18.6891,160,160,-3151.355712890625,11132.09,10670.18,800000,143.8555
18.5678,161,161,-3117.986572265625,11067.5,10720.41,805000,144.788
17.7027,162,162,-3212.926025390625,11487.61,11107.89,810000,143.2744
16.6052,163,163,-3304.8857421875,11385.44,10932.49,815000,143.5655
18.5172,164,164,-3199.957763671875,11045.43,10934.89,820000,143.4634
18.2608,165,165,-3245.84814453125,11434.99,10953.3,825000,144.5413
19.067,166,166,-3265.707275390625,11390.21,11095.82,830000,144.088
16.744,167,167,-3333.300048828125,11263.61,11134.79,835000,143.0698
19.7039,168,168,-3485.9775390625,11261.89,10353.04,840000,143.8128
16.8295,169,169,-3426.350830078125,8627.94,10165.06,845000,143.3827
17.1077,170,170,-3448.09716796875,10947.7,10782.43,850000,142.7727
17.0297,171,171,-3529.00927734375,10497.06,9718.54,855000,143.4837
18.5356,172,172,-3315.2255859375,11423.82,11076.83,860000,144.0122
18.1183,173,173,-3594.106201171875,11423.05,11110.25,865000,143.7484
18.426,174,174,-3356.5078125,11613.34,11181.15,870000,143.474
17.7552,175,175,-3491.72216796875,11355.83,10431.59,875000,143.7327
17.4524,176,176,-3668.285400390625,11139.78,11138.11,880000,143.7382
17.7147,177,177,-3468.029296875,11250.88,10844.46,885000,143.2634
18.8165,178,178,-3552.369140625,11398.92,11041.72,890000,144.2595
19.2957,179,179,-3588.635009765625,11497.71,10766.24,895000,144.5676
19.4779,180,180,-3614.284912109375,11541.4,11114.18,900000,144.0194
19.6537,181,181,-3630.779296875,11532.96,10848.23,905000,143.8414
20.1821,182,182,-3715.083251953125,11318.35,10943.5,910000,145.485
18.6232,183,183,-3680.391357421875,11500.58,11063.2,915000,144.1974
19.3281,184,184,-3712.795654296875,11197.22,10873.36,920000,144.4901
16.9808,185,185,-3862.272705078125,11782.47,10691.87,925000,142.6038
17.8116,186,186,-3670.509033203125,11677.76,11027.38,930000,142.1115
20.3173,187,187,-3891.731201171875,10776.72,10538.93,935000,144.9953
17.549,188,188,-3718.3974609375,11385.52,10676.16,940000,142.1275
19.0405,189,189,-3821.834228515625,11542.99,11151.44,945000,144.0007
19.1353,190,190,-3934.81640625,11618.94,11319.0,950000,143.4911
19.0536,191,191,-3820.172607421875,11356.03,11386.58,955000,142.9635
19.3743,192,192,-4063.531494140625,11458.92,10756.25,960000,144.174
18.9764,193,193,-3901.17529296875,11703.1,10857.8,965000,143.0913
18.1978,194,194,-4009.165283203125,11587.85,11271.69,970000,142.7166
18.6047,195,195,-4081.68017578125,11329.9,10979.23,975000,143.7436
18.2319,196,196,-4011.5341796875,11561.1,11185.33,980000,143.3908
17.4586,197,197,-3952.744873046875,11525.46,11156.91,985000,142.957
19.6588,198,198,-4164.9931640625,11345.53,11123.99,990000,144.513
20.3942,199,199,-4219.07421875,11422.54,11011.09,995000,144.8699
18.9725,200,200,-4203.91552734375,11004.18,10635.2,1000000,144.8493
18.7473,201,201,-4236.462890625,11595.94,10650.05,1005000,142.9185
17.8307,202,202,-4030.33251953125,11789.52,11355.14,1010000,141.46
18.4873,203,203,-4175.703125,11497.42,11162.94,1015000,143.6177
17.388,204,204,-4592.4580078125,11461.44,10326.81,1020000,143.5349
17.854,205,205,-4154.69580078125,11379.93,11094.31,1025000,142.2495
18.1756,206,206,-4370.939453125,11721.28,11236.91,1030000,142.8958
18.8632,207,207,-4296.12451171875,11454.84,11052.72,1035000,143.4808
17.8413,208,208,-4290.90869140625,11650.15,11305.88,1040000,142.7046
18.0297,209,209,-4346.8818359375,11100.56,11254.2,1045000,144.5039
17.418,210,210,-4241.4609375,11735.09,11241.08,1050000,143.4729
17.9025,211,211,-4366.63818359375,11629.49,11340.51,1055000,143.6085
17.9916,212,212,-4370.5576171875,11628.4,11241.2,1060000,143.6013
18.0226,213,213,-4359.875,11887.1,11436.7,1065000,142.3143
17.4125,214,214,-4657.58349609375,11248.1,10428.04,1070000,142.5621
17.2234,215,215,-4577.66357421875,11566.13,10936.27,1075000,143.0112
17.3761,216,216,-4681.552734375,11422.77,11197.06,1080000,143.2522
17.9468,217,217,-4430.2890625,11803.58,11407.48,1085000,142.6832
18.5722,218,218,-4547.90673828125,11580.7,11220.47,1090000,143.1901
17.7945,219,219,-4574.8798828125,11634.78,11369.34,1095000,141.7474
18.5236,220,220,-4667.17529296875,11394.75,11135.98,1100000,144.259
17.6178,221,221,-4622.16650390625,11672.49,11324.01,1105000,142.0604
18.6037,222,222,-4654.51513671875,11793.6,11210.66,1110000,142.6858
18.7527,223,223,-4707.52978515625,11723.01,11357.58,1115000,142.9169
16.7112,224,224,-4672.04443359375,11808.7,10072.05,1120000,142.1151
18.5712,225,225,-4766.93115234375,11825.05,11317.96,1125000,143.1815
17.1101,226,226,-4794.48828125,11994.03,11500.28,1130000,142.2248
18.2414,227,227,-4905.919921875,11611.81,11044.73,1135000,143.4455
17.1503,228,228,-4528.01513671875,11295.18,10700.33,1140000,141.0986
15.5558,229,229,-4947.78515625,9579.28,9450.52,1145000,142.7915
18.0244,230,230,-4793.32568359375,11693.3,11130.92,1150000,142.9798
16.2507,231,231,-4780.09326171875,11428.2,11114.46,1155000,142.5271
16.9744,232,232,-5020.4326171875,7396.39,10096.16,1160000,142.1727
18.3191,233,233,-4871.2958984375,11780.26,11434.36,1165000,142.3557
16.0172,234,234,-4993.76123046875,7196.43,8973.18,1170000,142.2984
16.1619,235,235,-4846.1142578125,10989.87,10968.85,1175000,142.5404
14.6776,236,236,-5335.7890625,9335.62,8621.61,1180000,142.3336
17.2467,237,237,-4891.53271484375,11899.18,10865.71,1185000,141.6422
17.0294,238,238,-4983.00341796875,11663.31,9814.48,1190000,142.2637
17.0459,239,239,-4856.02001953125,11847.42,10621.85,1195000,142.8213
17.2574,240,240,-4984.748046875,11504.55,10338.27,1200000,141.4365
15.4131,241,241,-5270.2470703125,10787.97,9811.23,1205000,142.1299
15.8286,242,242,-5026.7998046875,10533.81,10271.2,1210000,141.4303
17.2824,243,243,-4819.5810546875,11772.23,10517.7,1215000,141.7606
17.3829,244,244,-4688.2177734375,11585.57,11512.85,1220000,142.336
17.5982,245,245,-4799.771484375,12108.85,11585.64,1225000,141.8102
16.8545,246,246,-4942.6689453125,11758.34,11109.18,1230000,140.7901
18.2554,247,247,-5012.607421875,11983.58,11641.49,1235000,142.1527
17.9885,248,248,-4954.3369140625,11901.84,11482.28,1240000,142.2713
17.4376,249,249,-4988.9609375,11403.74,10534.27,1245000,140.942
17.3993,250,250,-4994.24462890625,11481.79,11203.14,1250000,141.3928
17.5553,251,251,-4803.01123046875,11898.09,11446.36,1255000,141.0232
18.1638,252,252,-5035.306640625,11205.82,11156.37,1260000,141.5427
16.3028,253,253,-5066.00390625,11147.75,11348.68,1265000,141.6181
17.8243,254,254,-4899.83251953125,12163.12,11749.46,1270000,141.2948
17.8183,255,255,-5243.49755859375,11919.32,11388.49,1275000,141.2468
17.254,256,256,-4972.6923828125,11991.04,11399.57,1280000,140.7656
16.8474,257,257,-4850.861328125,12010.35,11633.2,1285000,140.9856
17.7024,258,258,-5141.0908203125,11321.7,10786.05,1290000,141.6304
17.8398,259,259,-5191.48095703125,11446.97,11605.11,1295000,141.7346
16.8787,260,260,-5440.8671875,12012.91,10983.71,1300000,141.472
18.0733,261,261,-5156.150390625,10829.65,10836.32,1305000,143.302
17.6384,262,262,-5157.5283203125,11806.59,11076.3,1310000,141.978
18.3639,263,263,-5089.35009765625,11936.81,11491.53,1315000,142.5421
16.7767,264,264,-5158.5263671875,11669.07,11133.03,1320000,142.1546
18.1241,265,265,-5117.52392578125,11917.98,11602.67,1325000,140.8149
17.5761,266,266,-5264.55078125,11809.61,11440.61,1330000,142.1708
18.0102,267,267,-5384.1044921875,11819.76,11530.34,1335000,141.2934
17.3213,268,268,-5262.443359375,12065.02,11094.38,1340000,141.1386
17.6618,269,269,-5246.634765625,11815.95,11549.2,1345000,140.6867
17.5997,270,270,-5434.845703125,12000.71,11429.65,1350000,141.6611
18.2258,271,271,-5237.97021484375,12083.75,11712.2,1355000,140.7925
16.8478,272,272,-5592.787109375,11748.15,11523.55,1360000,141.3122
18.1515,273,273,-5390.7890625,12097.75,11519.37,1365000,142.3377
18.1261,274,274,-5404.49755859375,12119.64,11394.55,1370000,141.273
18.4379,275,275,-5359.626953125,11890.87,11301.85,1375000,141.8714
17.7585,276,276,-5377.89501953125,12087.33,11517.73,1380000,141.0651
17.9615,277,277,-5394.1708984375,11625.79,11558.4,1385000,140.7326
17.7545,278,278,-5595.23974609375,11847.22,11471.73,1390000,142.8137
18.762,279,279,-5378.35791015625,12162.51,11767.49,1395000,142.5771
18.0647,280,280,-5487.5458984375,12080.56,11648.09,1400000,141.4385
17.9898,281,281,-5621.369140625,12060.41,11421.48,1405000,142.1878
19.014,282,282,-5483.1865234375,12035.9,11362.53,1410000,142.6404
18.5578,283,283,-5670.3994140625,12179.75,11592.96,1415000,141.6997
18.2819,284,284,-5639.5869140625,12177.41,11355.93,1420000,141.6444
17.8603,285,285,-5676.97314453125,12199.64,11567.89,1425000,141.735
18.2141,286,286,-5844.130859375,12029.7,11044.37,1430000,142.4402
16.538,287,287,-5644.05078125,12091.6,11483.7,1435000,141.7433
16.7322,288,288,-5702.97314453125,11986.47,11259.43,1440000,140.765
18.4374,289,289,-5693.8076171875,12063.71,11628.44,1445000,143.0828
18.4188,290,290,-5928.5751953125,12144.14,11642.04,1450000,142.5644
18.614,291,291,-5702.29833984375,12100.09,11597.88,1455000,142.7055
18.1834,292,292,-5934.50341796875,12239.84,11715.59,1460000,141.8884
18.6146,293,293,-5873.46435546875,12263.49,11594.01,1465000,142.7108
18.5445,294,294,-5912.94287109375,12107.12,11028.44,1470000,142.5137
18.0512,295,295,-5813.33447265625,12205.93,11280.69,1475000,142.7641
18.8709,296,296,-5766.33984375,12211.52,11701.64,1480000,141.6667
18.0497,297,297,-5964.17626953125,12437.86,11627.21,1485000,141.6658
18.6161,298,298,-5960.61767578125,12133.06,11777.08,1490000,142.44
18.9712,299,299,-6011.7685546875,12236.87,11834.98,1495000,142.7099
18.5696,300,300,-6012.14208984375,12179.28,11710.17,1500000,142.5455
19.2969,301,301,-5920.87744140625,12352.17,11620.54,1505000,142.9538
18.9035,302,302,-5894.26318359375,12282.88,11738.42,1510000,142.9628
19.5454,303,303,-6131.29248046875,12338.35,11758.24,1515000,143.4966
19.1956,304,304,-6010.662109375,12108.53,11704.09,1520000,142.8228
19.2294,305,305,-6001.82080078125,12085.22,11619.87,1525000,143.6482
18.2207,306,306,-6104.51318359375,12336.79,11599.41,1530000,141.7757
18.4198,307,307,-6113.861328125,12508.53,11832.99,1535000,142.665
18.2412,308,308,-6136.31591796875,12262.73,11399.25,1540000,143.6179
18.994,309,309,-6191.99658203125,12200.5,11772.58,1545000,143.7602
18.5123,310,310,-5968.728515625,12180.71,11586.06,1550000,142.3835
19.3547,311,311,-6113.0126953125,12139.22,11661.97,1555000,143.2346
17.0695,312,312,-6157.5732421875,11956.23,11673.26,1560000,143.0548
18.6833,313,313,-6046.8994140625,12323.28,11671.74,1565000,143.3659
18.0894,314,314,-6267.54638671875,12350.9,11641.83,1570000,143.4348
27.6901,315,315,-6283.08349609375,12245.36,11751.1,1575000,143.3109
19.1324,316,316,-6345.431640625,12480.76,11798.87,1580000,143.4922
18.7012,317,317,-6313.3466796875,12326.73,11508.45,1585000,143.7555
19.4727,318,318,-6356.4853515625,12430.81,11903.25,1590000,144.5752
19.0532,319,319,-6411.64208984375,11873.87,11016.42,1595000,144.4912
19.0454,320,320,-6345.1591796875,12364.34,11759.21,1600000,143.5907
18.4892,321,321,-6406.083984375,12163.35,11488.17,1605000,144.3736
19.1389,322,322,-6384.52294921875,12276.49,11310.1,1610000,144.9975
19.3325,323,323,-6391.48388671875,12265.95,11709.63,1615000,143.2843
19.3821,324,324,-6468.634765625,12334.37,11756.84,1620000,143.837
18.7786,325,325,-6606.55615234375,12052.96,10619.13,1625000,144.2406
17.8886,326,326,-6613.49951171875,11735.58,11007.96,1630000,143.1347
18.0809,327,327,-6689.08349609375,12534.23,11212.63,1635000,143.9724
19.9392,328,328,-6604.61865234375,12298.67,11849.15,1640000,143.3347
19.6685,329,329,-6426.494140625,12055.57,11065.0,1645000,144.6066
18.7638,330,330,-6540.4658203125,12160.01,11225.06,1650000,143.9554
18.0147,331,331,-6741.6171875,12265.41,11870.16,1655000,144.8892
18.9966,332,332,-6741.76123046875,12372.66,11825.63,1660000,143.6173
17.9208,333,333,-6959.39111328125,12368.5,10955.07,1665000,143.0297
17.1751,334,334,-6873.46044921875,12305.59,10709.77,1670000,144.1021
18.8294,335,335,-6820.5888671875,12351.67,11773.97,1675000,143.714
19.1278,336,336,-6837.29541015625,10839.81,11095.77,1680000,144.1721
20.2427,337,337,-6816.6044921875,12297.11,11381.69,1685000,143.9755
19.7997,338,338,-6979.501953125,12057.77,11474.06,1690000,143.9667
17.2376,339,339,-7100.974609375,11620.68,10872.35,1695000,143.0056
18.1736,340,340,-7094.36279296875,12057.43,10226.37,1700000,143.5119
20.0961,341,341,-6908.568359375,12338.3,11893.51,1705000,143.2866
19.0086,342,342,-7071.955078125,12399.39,11334.4,1710000,144.1525
17.4015,343,343,-7085.33203125,12291.03,11494.54,1715000,142.6456
19.7202,344,344,-6895.896484375,12044.64,11717.5,1720000,142.8372
19.3887,345,345,-7058.9267578125,12602.03,11174.93,1725000,143.1728
18.4427,346,346,-7073.15185546875,12179.66,11722.39,1730000,143.4871
19.0154,347,347,-7119.92578125,12547.31,11243.59,1735000,142.5015
19.8086,348,348,-6865.619140625,11954.03,11600.84,1740000,143.7654
19.1897,349,349,-6990.78515625,12574.26,11963.15,1745000,142.6009
19.1603,350,350,-7072.556640625,12275.48,11859.66,1750000,142.7907
19.4473,351,351,-7175.8076171875,12430.49,11866.23,1755000,142.6645
18.1116,352,352,-7079.49951171875,12253.0,11072.66,1760000,142.8872
20.4874,353,353,-7168.64453125,12517.0,11415.44,1765000,143.503
19.7991,354,354,-7291.9921875,11944.84,11716.31,1770000,144.4659
20.1655,355,355,-7381.244140625,11825.54,11142.92,1775000,144.0044
18.5982,356,356,-7380.76171875,12506.93,11694.3,1780000,142.9753
19.989,357,357,-7372.53955078125,12176.63,11660.09,1785000,143.8938
19.136,358,358,-7382.58056640625,12343.51,11663.59,1790000,143.4133
20.3508,359,359,-7204.17578125,12406.02,11493.35,1795000,143.1527
23.234,360,360,-7356.00927734375,11763.25,11375.05,1800000,143.7791
19.2995,361,361,-7178.904296875,11787.19,11491.58,1805000,144.19
21.2206,362,362,-7379.81298828125,12508.37,11594.99,1810000,142.7903
17.3953,363,363,-7411.5703125,12300.16,11894.27,1815000,144.0239
20.4586,364,364,-7521.3984375,11928.49,11496.78,1820000,144.4392
20.8935,365,365,-7364.75537109375,12315.9,10941.13,1825000,142.4074
20.1897,366,366,-7583.876953125,12437.43,11558.15,1830000,142.8547
20.8093,367,367,-7629.34765625,12399.39,12076.75,1835000,142.7634
20.3211,368,368,-7513.7900390625,12477.54,11717.51,1840000,143.4281
20.9306,369,369,-7593.37353515625,12237.35,11980.8,1845000,144.5989
19.9785,370,370,-7600.23291015625,12273.26,11961.71,1850000,143.0291
20.6535,371,371,-7684.15673828125,12177.57,11945.95,1855000,143.693
20.9205,372,372,-7613.8447265625,12431.15,11581.57,1860000,143.5123
20.596,373,373,-7794.00830078125,11886.23,11856.74,1865000,143.8262
20.072,374,374,-7810.82421875,12395.62,11405.39,1870000,143.325
21.0884,375,375,-7631.1103515625,12341.89,12021.24,1875000,143.2022
21.0919,376,376,-7498.52685546875,12051.54,11762.11,1880000,144.3882
20.6714,377,377,-7748.76806640625,12209.59,11265.4,1885000,144.0127
21.1631,378,378,-7583.4873046875,12409.61,11339.99,1890000,143.099
20.4406,379,379,-7565.7919921875,12148.38,11962.87,1895000,142.9959
21.3271,380,380,-7693.5126953125,12228.91,11903.99,1900000,144.8868
20.0267,381,381,-7887.35107421875,12211.94,11852.22,1905000,143.0718
20.491,382,382,-7810.8017578125,12101.97,11326.01,1910000,144.4542
19.5956,383,383,-7969.2548828125,11902.08,11473.5,1915000,143.9001
21.473,384,384,-7882.7265625,12543.39,11855.91,1920000,144.1131
