Reward Loss,Running Env Steps,Real Det Return,Itration,Running Forward KL,Running Update Time,Real Sto Return,Running Reverse KL
-178.1744384765625,235000,3465.76,47,20.1407,47,3310.76,14.0686
-181.6177215576172,240000,3398.43,48,21.0856,48,3240.06,14.6156
-234.58189392089844,245000,3418.98,49,20.5617,49,3137.32,12.7786
-174.2376708984375,250000,3363.59,50,20.3978,50,3232.07,13.4268
-175.40618896484375,255000,3379.55,51,19.6078,51,3358.15,12.5264
-207.94435119628906,260000,3422.67,52,21.361,52,3395.85,14.3386
-206.55670166015625,265000,3393.48,53,20.6561,53,3427.41,14.7435
-269.99688720703125,270000,3448.14,54,19.3904,54,3280.22,11.8949
-248.0935821533203,275000,3396.69,55,20.7777,55,3353.76,13.053
-178.14715576171875,280000,3403.66,56,21.0081,56,3122.06,13.3431
-269.8792419433594,285000,3370.43,57,20.3341,57,3323.49,13.5423
-231.75115966796875,290000,3345.18,58,21.1213,58,3262.92,13.9218
-208.94595336914062,295000,3438.2,59,19.0268,59,3413.37,13.3545
-232.4668731689453,300000,3426.42,60,21.0202,60,3282.24,14.0335
-232.9160614013672,305000,3422.8,61,20.0527,61,3102.87,12.4097
-229.43687438964844,310000,3383.87,62,20.9644,62,3408.32,14.4899
-251.07272338867188,315000,3389.62,63,20.2138,63,3314.06,12.74
-276.89276123046875,320000,3374.15,64,21.1229,64,3296.26,13.0471
-301.3108215332031,325000,3347.89,65,20.4883,65,3329.65,13.9944
-379.2584228515625,330000,3392.29,66,21.2781,66,3346.98,13.1204
-315.2330322265625,335000,3439.87,67,20.463,67,3376.98,12.3237
-300.0603942871094,340000,3393.74,68,20.1383,68,3422.3,14.1969
-264.5375061035156,345000,3414.33,69,19.1652,69,3391.39,12.385
-306.4013671875,350000,3417.35,70,21.0129,70,3372.23,13.6512
-299.7383728027344,355000,3448.3,71,20.7314,71,3410.01,14.362
-263.1322021484375,360000,3391.19,72,19.569,72,3401.41,13.8549
-232.11891174316406,365000,3428.79,73,20.3471,73,3372.07,13.5687
-334.9309387207031,370000,3411.59,74,20.2482,74,3353.52,12.8128
-330.9964904785156,375000,3428.11,75,19.0328,75,3400.27,12.8155
-271.3205261230469,380000,3407.89,76,18.2642,76,3391.95,12.2294
-378.44873046875,385000,3422.84,77,21.384,77,3394.33,14.2839
-316.0517578125,390000,3418.76,78,20.3448,78,3413.59,13.4865
-337.36041259765625,395000,3405.31,79,19.3991,79,3371.92,13.6886
-360.8083801269531,400000,3460.63,80,19.8258,80,3417.58,13.6006
-382.4490051269531,405000,3403.91,81,20.3716,81,3402.8,14.0593
-385.16107177734375,410000,3416.93,82,19.2989,82,3404.43,13.9175
-304.41107177734375,415000,3404.66,83,19.1237,83,3440.71,12.8194
-341.3240661621094,420000,3448.54,84,18.4901,84,3420.38,12.9122
-301.3616638183594,425000,3403.98,85,18.1129,85,3388.15,12.0632
-429.19854736328125,430000,3401.74,86,20.5283,86,3412.5,13.2731
-484.3915100097656,435000,3387.94,87,20.3129,87,3298.09,12.6538
-413.6380310058594,440000,3461.49,88,21.1489,88,3421.61,13.3756
-394.1501770019531,445000,3421.0,89,20.0187,89,3409.58,13.8301
-414.28143310546875,450000,3449.02,90,20.0983,90,3420.05,12.7654
-431.1504211425781,455000,3439.04,91,20.3604,91,3418.17,12.778
-342.2465515136719,460000,3449.73,92,19.3851,92,3421.99,12.7497
-443.44952392578125,465000,3435.2,93,20.7359,93,3424.96,13.9653
-413.21490478515625,470000,3461.74,94,20.4362,94,3467.59,14.1468
-441.853759765625,475000,3458.11,95,20.2268,95,3416.38,13.0693
-468.0976257324219,480000,3437.18,96,20.2697,96,3409.06,12.9759
-444.91644287109375,485000,3460.85,97,19.4639,97,3432.14,12.6629
-529.14990234375,490000,3394.77,98,20.5586,98,3349.5,13.1594
-461.2904357910156,495000,3477.97,99,19.8796,99,3455.46,13.5461
-448.9619140625,500000,3405.42,100,18.1659,100,3434.62,12.789
-360.5320129394531,505000,3371.79,101,18.3204,101,3324.05,11.7013
-480.9886779785156,510000,3484.61,102,19.9784,102,3465.53,13.6713
-436.1822204589844,515000,3494.69,103,20.725,103,3478.75,13.9315
-405.72711181640625,520000,3441.94,104,18.6565,104,3389.3,11.9227
-502.53350830078125,525000,3468.91,105,19.813,105,3457.49,13.1555
-539.027099609375,530000,3411.59,106,19.9092,106,3420.78,13.4709
-537.870849609375,535000,3463.16,107,19.9503,107,3444.63,14.2214
-527.6863403320312,540000,3476.29,108,19.6766,108,3438.14,13.1619
-526.4712524414062,545000,3485.17,109,20.9783,109,3458.95,14.2943
-580.9150390625,550000,3459.15,110,20.9541,110,3432.44,13.8368
-563.86181640625,555000,3449.1,111,20.4714,111,3420.46,13.2991
-521.0596313476562,560000,3473.31,112,20.12,112,3461.34,13.3958
-629.7251586914062,565000,3439.13,113,20.5313,113,3460.0,14.275
-584.2626342773438,570000,3484.45,114,19.4893,114,3441.95,13.0684
-515.7951049804688,575000,3490.05,115,19.2108,115,3466.29,13.3392
-525.4697265625,580000,3402.35,116,19.2142,116,3437.94,13.0028
-630.3391723632812,585000,3452.4,117,20.1724,117,3426.06,12.7805
-630.3704833984375,590000,3470.08,118,19.8303,118,3469.65,13.44
-620.342529296875,595000,3428.87,119,19.6822,119,3447.66,13.6829
-693.6038818359375,600000,3434.73,120,20.611,120,3416.18,13.627
-603.07568359375,605000,3436.53,121,19.7151,121,3461.71,13.772
-666.245361328125,610000,3466.21,122,19.4556,122,3478.82,13.7235
-706.7963256835938,615000,3443.45,123,20.4905,123,3402.9,13.052
-709.7681274414062,620000,3446.65,124,19.8519,124,3428.55,13.3986
-647.8318481445312,625000,3458.05,125,19.7911,125,3432.63,12.939
-664.408203125,630000,3467.28,126,19.4473,126,3441.69,13.023
-745.2744750976562,635000,3481.37,127,20.3882,127,3470.79,13.663
-703.094970703125,640000,3460.6,128,20.4011,128,3487.76,14.0402
-722.3833618164062,645000,3473.17,129,19.8005,129,3432.13,13.0465
-662.0835571289062,650000,3441.18,130,18.4764,130,3434.55,12.7567
-716.962890625,655000,3468.33,131,19.7918,131,3420.99,13.0956
-692.4442749023438,660000,3465.2,132,17.9161,132,3436.79,12.0558
-617.0692138671875,665000,3463.71,133,18.1971,133,3431.01,12.301
-666.6264038085938,670000,3511.29,134,18.9704,134,3487.64,12.7081
-642.26611328125,675000,3482.02,135,18.2361,135,3454.6,12.9241
-756.6752319335938,680000,3462.28,136,19.5312,136,3442.48,13.4847
-671.8092041015625,685000,3409.16,137,17.9557,137,3399.64,12.4973
-691.8247680664062,690000,3427.94,138,18.4444,138,3402.4,12.0831
-749.1415405273438,695000,3413.7,139,19.4927,139,3389.6,12.7842
-792.7588500976562,700000,3492.09,140,19.7243,140,3465.51,12.6959
-703.3961181640625,705000,3484.51,141,17.7359,141,3462.95,11.8246
-712.922119140625,710000,3484.18,142,18.3083,142,3445.62,11.7985
-780.1748046875,715000,3462.26,143,19.9456,143,3449.28,13.5587
-687.86181640625,720000,3473.12,144,16.4539,144,3328.3,10.2216
-779.0447998046875,725000,3436.65,145,18.9986,145,3388.62,11.5491
-756.6470947265625,730000,3451.38,146,17.8347,146,3416.49,11.9049
-749.1265258789062,735000,3513.36,147,18.6231,147,3489.41,12.2342
-790.6961059570312,740000,3468.47,148,18.049,148,3427.15,11.613
-787.5552368164062,745000,3516.48,149,17.4795,149,3492.17,11.8292
-863.0448608398438,750000,3486.66,150,19.233,150,3457.6,12.4358
-812.4348754882812,755000,3455.25,151,18.6133,151,3427.99,12.3306
-834.8163452148438,760000,3506.23,152,18.2983,152,3471.86,12.0822
-871.2960205078125,765000,3462.51,153,19.0158,153,3435.71,12.4392
-803.5413818359375,770000,3470.45,154,17.4849,154,3415.53,10.8204
-750.69482421875,775000,3477.22,155,18.3253,155,3435.53,12.0984
-894.3643188476562,780000,3490.95,156,18.2382,156,3468.81,12.1032
-813.759033203125,785000,3461.5,157,17.6492,157,3430.36,11.5402
-851.4700927734375,790000,3461.37,158,19.2397,158,3432.57,12.5806
-966.765625,795000,3462.0,159,18.8949,159,3449.63,13.3432
-906.062255859375,800000,3465.06,160,18.0893,160,3451.64,11.671
-930.8909912109375,805000,3470.1,161,18.253,161,3313.97,12.0955
-908.5669555664062,810000,3489.9,162,18.2268,162,3455.97,11.5367
-823.2158813476562,815000,3507.49,163,18.9875,163,3414.68,12.489
-829.5576782226562,820000,3501.49,164,18.4341,164,3479.25,12.553
-953.297607421875,825000,3499.02,165,17.7541,165,3464.84,11.8823
-925.0430297851562,830000,3479.59,166,17.4672,166,3444.11,10.6637
-919.8976440429688,835000,3504.82,167,18.2827,167,3472.35,12.094
-913.6505737304688,840000,3463.9,168,18.0707,168,3423.12,11.6263
-993.0116577148438,845000,3452.57,169,18.6961,169,3428.27,11.8656
-1019.299072265625,850000,3440.99,170,18.4878,170,3424.02,11.733
-882.4811401367188,855000,3483.74,171,17.2157,171,3447.79,10.5234
-1076.1591796875,860000,3479.9,172,17.7441,172,3440.55,10.9986
-790.2108764648438,865000,3492.59,173,17.1053,173,3478.85,10.8973
-927.7481689453125,870000,3464.43,174,17.6151,174,3434.02,10.9644
-1079.3385009765625,875000,3507.91,175,18.6196,175,3466.61,11.6133
-1073.891845703125,880000,3480.75,176,18.6177,176,3464.45,12.4183
-881.54833984375,885000,3480.63,177,18.2896,177,3449.55,11.6756
-786.0831298828125,890000,3391.44,178,18.5295,178,3363.68,12.2954
-988.2730712890625,895000,3492.91,179,18.0484,179,3488.39,11.9551
-1117.7567138671875,900000,3432.22,180,17.4898,180,3405.41,10.8535
-995.0101318359375,905000,3501.77,181,18.1472,181,3480.8,12.2265
-1088.6553955078125,910000,3476.42,182,19.299,182,3345.05,12.6499
-1098.07861328125,915000,3500.76,183,18.3876,183,3474.23,11.9305
-954.8224487304688,920000,3470.07,184,18.1745,184,3340.08,11.1711
-1173.71630859375,925000,3516.76,185,18.2456,185,3487.92,12.277
-1150.1497802734375,930000,3487.16,186,18.437,186,3464.36,11.7794
-1236.2550048828125,935000,3481.37,187,18.6065,187,3444.57,12.3332
-1200.3333740234375,940000,3484.84,188,18.3209,188,3463.94,12.251
-1208.4259033203125,945000,3469.54,189,18.0284,189,3448.74,11.742
-1157.9993896484375,950000,3511.66,190,18.4245,190,3483.67,11.2303
-1225.7374267578125,955000,3449.43,191,18.2936,191,3425.97,12.3119
-1314.294189453125,960000,3474.76,192,18.7185,192,3461.03,12.4958
-1331.2047119140625,965000,3466.11,193,19.0266,193,3450.93,12.8936
-1448.8890380859375,970000,3430.96,194,19.2014,194,3423.29,12.4968
-1229.782958984375,975000,3483.44,195,18.8042,195,3455.22,12.3551
-1269.80615234375,980000,3456.6,196,18.1021,196,3443.42,11.3525
-1241.876708984375,985000,3509.75,197,17.8415,197,3479.34,11.2675
-1219.9825439453125,990000,3503.73,198,18.7467,198,3474.09,11.3717
-1360.0860595703125,995000,3461.92,199,19.1413,199,3361.59,15.6182
