Running Forward KL,Itration,Real Det Return,Running Reverse KL,Real Sto Return
293.5394,51,1107.21,202.7833,1310.88
317.564,52,1049.79,197.18,1838.63
321.6891,53,1287.46,210.5888,2035.43
298.4984,54,3147.57,145.1187,3322.96
322.0186,55,1182.2,188.0464,1878.48
338.0127,56,1094.8,217.6221,1187.8
337.0553,57,1781.76,262.0569,2654.14
305.5118,58,1377.07,145.5215,2667.26
314.0645,59,651.92,166.869,2252.29
297.1097,60,3014.59,109.5605,2568.63
297.1088,61,1209.77,161.7609,2997.07
305.1422,62,3347.64,149.5089,2586.55
300.9838,63,1367.9,155.6811,3024.83
310.6962,64,1065.18,191.2664,3279.99
322.5937,65,1749.28,218.458,1616.69
299.1946,66,1589.63,136.7586,2889.14
319.4514,67,1169.02,206.2324,2191.77
294.9889,68,1456.34,136.8131,3655.27
289.1739,69,3031.29,123.059,3272.09
314.7825,70,2992.81,182.8368,3353.73
313.2713,71,1386.28,192.1112,2082.77
320.4156,72,600.79,206.1244,1958.37
291.4588,73,3070.04,154.5627,2971.8
280.3444,74,2493.36,99.9913,4008.0
308.0971,75,1219.02,176.4599,2752.36
319.6669,76,986.43,185.5397,1711.16
298.8875,77,927.67,143.9335,2138.68
288.5819,78,3247.75,90.622,3516.63
307.0862,79,943.33,167.2188,2969.51
283.5797,80,1719.0,111.9896,4523.33
295.9668,81,2875.2,155.1059,2859.2
283.0491,82,3576.24,99.316,3433.69
300.8598,83,2880.49,151.1188,3976.92
286.3286,84,2726.6,122.4393,3393.25
283.6252,85,4180.51,124.6003,4428.53
284.2212,86,1380.46,88.5849,3202.46
300.6425,87,1145.53,142.6646,3206.99
298.1653,88,788.48,156.1637,3055.48
282.4699,89,1304.1,99.7805,4550.33
282.2942,90,1163.59,86.0643,4367.31
283.4489,91,1442.57,96.7408,3745.24
286.2995,92,2475.59,103.0994,4150.72
295.442,93,1341.71,146.9653,3483.53
280.1915,94,2972.53,76.2338,4138.61
296.3446,95,1035.35,162.7057,2797.94
285.4733,96,2127.13,102.5759,4202.98
275.7716,97,3415.24,78.5277,4726.03
282.5698,98,2141.13,110.9787,4351.82
284.6729,99,1365.83,120.9859,4474.14
281.3246,100,1396.03,110.3252,4337.11
281.4584,101,2339.43,130.8111,3856.94
287.1344,102,1887.77,142.0885,4036.84
277.3951,103,3554.86,78.514,4696.48
280.8709,104,1455.11,84.9027,4198.57
283.1182,105,4726.67,103.4659,4682.93
274.9193,106,3907.71,69.798,4991.78
275.6993,107,3793.47,74.0486,5015.27
289.2428,108,3319.7,142.2106,3324.51
279.9639,109,5154.96,86.2078,4733.77
275.477,110,5172.82,79.718,4962.65
278.3084,111,4986.81,97.8375,4906.66
277.3717,112,3417.64,80.5047,4246.95
282.1195,113,2986.82,117.6574,4600.77
275.2407,114,4385.01,78.8661,4534.69
271.8627,115,4150.0,78.7691,4923.77
276.4822,116,3841.46,88.7467,5074.26
270.0856,117,5087.9,76.1443,4870.76
273.6075,118,4878.37,79.977,4770.02
273.9931,119,4468.41,102.8748,4271.05
274.1963,120,3805.76,81.0977,4435.36
269.6928,121,3873.67,71.5987,4560.56
283.7658,122,3871.15,120.9056,3982.07
279.5498,123,5145.95,88.4308,5047.85
275.662,124,4897.66,75.0951,5002.54
272.3454,125,4302.29,78.7504,4742.28
273.4236,126,3394.19,75.7109,4788.75
282.734,127,4514.48,87.608,5048.04
276.3306,128,4715.62,84.62,4588.61
286.1035,129,3535.34,121.2027,4152.87
277.2271,130,1664.75,87.4503,4340.05
297.3424,131,1973.26,148.7555,2828.75
271.0442,132,3052.0,68.3575,4300.62
295.2012,133,2405.25,168.5682,2538.12
280.7948,134,2398.84,102.9259,3698.62
278.6075,135,3331.81,99.7598,3316.09
287.1208,136,3368.9,153.0257,3875.22
287.5499,137,1418.31,158.3415,3389.12
281.8213,138,3577.56,153.3539,3675.07
276.1086,139,3090.88,95.6266,3322.54
293.8709,140,2292.55,179.0822,4370.79
287.8337,141,3004.6,120.7018,3077.76
295.477,142,3240.75,187.1024,3157.39
282.8118,143,4052.68,136.3676,4021.46
277.1651,144,3163.25,80.9767,4633.18
294.5348,145,2234.92,184.0947,3304.52
274.9913,146,3137.13,84.0342,4141.23
290.6713,147,2391.0,142.987,3711.15
271.982,148,4059.73,78.6204,4821.96
284.7823,149,3879.02,150.28,3650.96
284.5239,150,1294.56,147.7754,3125.08
285.7323,151,2288.22,168.4028,4635.47
287.8756,152,2308.49,153.5241,2328.9
287.567,153,2436.1,128.3694,3622.11
291.479,154,4235.91,113.7051,3722.66
295.6609,155,4683.14,144.8335,3089.2
410.2797,156,480.82,338.4413,545.79
308.2695,157,3990.82,136.8444,4072.63
321.3278,158,3602.6,150.7025,3558.48
292.2107,159,5067.51,98.0813,5011.92
278.7964,160,5116.88,84.5984,4831.69
286.114,161,5133.74,87.6102,4997.3
276.5804,162,5131.2,68.524,4662.64
292.9822,163,5128.96,103.1345,4722.58
287.2167,164,4777.92,115.1965,4194.88
284.5541,165,3297.27,71.5224,4287.63
270.1808,166,4268.24,86.2987,5074.11
270.8526,167,4935.2,76.1947,5063.88
279.7813,168,4920.82,111.2857,4651.76
278.2412,169,5190.86,112.5759,4515.33
275.0118,170,5151.65,112.0519,4174.85
272.4038,171,5130.19,86.8525,4838.69
271.984,172,4683.39,87.9362,4793.35
274.376,173,4678.62,74.2715,4453.34
271.4487,174,5150.21,87.3377,4445.27
274.4547,175,4756.78,83.68,5050.98
275.1718,176,4726.41,70.6164,4823.85
268.3521,177,4219.1,66.0908,4829.13
276.0825,178,1306.14,94.4193,3746.08
270.0249,179,4242.46,67.1334,4642.78
276.8034,180,1522.34,80.4452,4223.57
268.8446,181,5204.73,71.2101,5070.59
269.2539,182,5222.54,68.8412,4851.32
268.5885,183,3632.79,70.4385,4898.82
272.9014,184,4251.79,89.7559,4172.55
282.0881,185,1472.15,91.3132,3534.1
281.7862,186,3316.1,99.9716,4621.33
290.7736,187,2409.35,141.6297,4118.06
281.3285,188,4998.14,101.5684,3566.79
278.189,189,2775.78,85.4607,4346.61
281.3126,190,1143.53,96.8156,4184.28
274.9248,191,4391.12,68.6308,4912.92
275.5836,192,2695.83,78.7669,4946.66
272.8339,193,4066.72,59.2483,4785.08
282.6952,194,4222.39,70.9615,4585.77
275.229,195,4632.64,62.4981,4520.76
273.6979,196,3351.41,70.0929,4793.22
272.0307,197,3932.35,62.8071,5028.94
269.6052,198,4986.39,68.4785,4688.33
271.6694,199,5048.27,67.3492,4789.42
270.5503,200,5105.3,59.928,4682.46
272.9551,201,4869.61,65.1986,4917.02
266.4436,202,3836.12,56.4208,4967.41
268.8277,203,5070.82,61.4092,5019.43
274.0327,204,3806.52,67.9181,4951.1
267.7426,205,5155.82,62.96,4925.29
267.7247,206,4844.44,60.5449,4973.76
275.8009,207,5001.78,81.1624,4465.87
266.5561,208,3684.0,88.4469,4694.42
274.6645,209,5017.57,78.4995,4971.76
266.8151,210,5101.09,68.9172,4927.22
273.7832,211,5142.61,71.8375,4801.61
273.1169,212,5137.41,76.2827,4916.17
282.8524,213,4886.73,102.492,4899.53
282.7637,214,5045.51,116.722,4712.8
278.6147,215,5064.74,86.743,4840.93
284.0565,216,4613.88,104.4182,4917.18
278.0279,217,3113.71,84.6113,4488.49
270.437,218,5156.61,80.3151,4677.29
273.6992,219,4148.6,79.3378,4633.54
304.7197,220,4239.93,151.5711,2321.32
