Reward Loss,Running Forward KL,Running Update Time,Running Env Steps,Real Det Return,Real Sto Return,Running Reverse KL,Itration
-190.36224365234375,23.0304,34,170000,1178.4,1156.4,20.3479,34
-190.38119506835938,23.4498,35,175000,1165.71,1531.95,18.2885,35
-214.7195281982422,24.0085,36,180000,1005.29,1012.43,21.1499,36
-112.4051284790039,22.5011,37,185000,3172.17,2288.09,13.0128,37
-193.17642211914062,22.7654,38,190000,1511.27,2009.32,16.6757,38
-227.25022888183594,23.1411,39,195000,1138.56,1127.55,17.1289,39
-234.56602478027344,24.1473,40,200000,1254.35,1735.04,18.7247,40
-232.6734161376953,22.8389,41,205000,1242.35,1489.45,18.8974,41
-271.3453063964844,23.3437,42,210000,1163.67,1049.66,20.8569,42
-245.0597381591797,22.9443,43,215000,1360.24,1313.89,17.987,43
-250.61700439453125,23.4692,44,220000,2766.51,1276.23,17.442,44
-218.52011108398438,22.7824,45,225000,2998.26,2029.1,15.9788,45
-288.9201965332031,23.6156,46,230000,1248.14,1448.2,19.9598,46
-210.2723388671875,21.2049,47,235000,2495.9,2350.16,15.6811,47
-219.2877960205078,21.9918,48,240000,1560.63,1944.18,15.2976,48
-270.657470703125,22.2386,49,245000,1390.83,1907.88,17.7725,49
-308.3196716308594,22.2941,50,250000,1219.96,1734.86,18.9725,50
-234.74461364746094,21.3584,51,255000,2262.34,2179.65,16.0893,51
-300.53399658203125,22.4934,52,260000,1431.49,2129.98,18.4774,52
-226.4130859375,20.9181,53,265000,2933.07,2278.95,14.2988,53
-247.57699584960938,22.1435,54,270000,3220.99,2476.89,14.4121,54
-354.10821533203125,23.1601,55,275000,1182.93,1541.33,16.3803,55
-295.39697265625,22.1468,56,280000,1296.81,1945.02,22.1554,56
-319.130126953125,21.8236,57,285000,1359.69,1642.71,16.1429,57
-243.98867797851562,20.6377,58,290000,1622.37,2390.33,13.7985,58
-170.34471130371094,20.8339,59,295000,3072.61,3011.99,15.0725,59
-324.0829772949219,22.9419,60,300000,1351.46,1915.61,15.5513,60
-227.9028778076172,20.438,61,305000,3271.04,2335.11,12.0681,61
-331.04376220703125,21.4964,62,310000,1198.26,1819.98,15.6736,62
-235.11891174316406,20.9061,63,315000,3245.16,2691.74,12.3761,63
-378.6168518066406,22.0481,64,320000,1339.56,1797.62,16.7036,64
-379.36407470703125,21.8572,65,325000,1083.06,1369.72,15.9626,65
-388.0341796875,22.269,66,330000,1178.05,1686.9,14.9664,66
-304.0312194824219,20.7495,67,335000,2123.45,2173.57,15.0925,67
-196.82627868652344,19.3697,68,340000,3149.59,2255.51,10.7181,68
-359.96649169921875,21.4927,69,345000,1169.62,2306.4,13.5735,69
-295.61865234375,20.6416,70,350000,3061.01,2769.44,12.9454,70
-249.46775817871094,19.6215,71,355000,1263.5,2203.41,11.5006,71
-305.66900634765625,20.4233,72,360000,3266.53,2698.56,11.8058,72
-131.0099639892578,19.0388,73,365000,3265.84,2926.4,9.9623,73
-412.9609069824219,20.5415,74,370000,2851.36,1671.3,16.4347,74
-353.13201904296875,20.2705,75,375000,1428.49,2309.47,14.6818,75
-141.5387725830078,18.3728,76,380000,3276.74,2996.86,9.9108,76
-182.6078338623047,19.8513,77,385000,3250.48,2469.07,11.4696,77
-395.5855712890625,20.5196,78,390000,1568.38,2009.16,13.9694,78
-218.48838806152344,20.1557,79,395000,3198.71,2659.07,11.8838,79
-442.76141357421875,21.2251,80,400000,1303.25,1674.84,15.1527,80
-219.64239501953125,18.8374,81,405000,1310.65,2705.25,10.5754,81
-266.67864990234375,19.9706,82,410000,3268.32,2093.49,12.3454,82
-174.2761993408203,19.2731,83,415000,1985.5,2777.15,11.5611,83
-147.0240020751953,19.5831,84,420000,3249.08,2904.94,10.0742,84
-363.7763977050781,20.7151,85,425000,2084.92,2020.41,13.1965,85
-179.29246520996094,19.3808,86,430000,3294.77,3113.04,10.179,86
-210.5198516845703,19.5513,87,435000,3306.16,2559.64,10.221,87
-415.9208068847656,21.5064,88,440000,3028.14,1856.79,15.8766,88
-402.88641357421875,20.3312,89,445000,2700.16,2478.23,16.6897,89
-369.1156311035156,20.3025,90,450000,1255.96,2580.44,12.8581,90
-241.96717834472656,19.4729,91,455000,2623.31,2213.78,11.7508,91
-344.2957763671875,19.9165,92,460000,1937.43,2239.3,13.1398,92
-344.7098083496094,20.6154,93,465000,1347.03,2236.52,11.689,93
-350.51007080078125,20.784,94,470000,2738.14,2224.49,13.0517,94
-215.40301513671875,19.1471,95,475000,2156.23,2883.41,11.7241,95
-291.0957336425781,19.8949,96,480000,3303.69,2598.02,12.849,96
-235.00958251953125,19.5957,97,485000,2227.53,2760.25,10.8201,97
-352.21148681640625,20.0596,98,490000,3005.69,2420.68,12.8954,98
-488.3335876464844,21.2325,99,495000,1319.42,2071.16,17.7784,99
-250.92747497558594,19.8586,100,500000,3284.13,2704.58,11.2632,100
-378.26708984375,20.3894,101,505000,2508.0,2451.88,11.9678,101
-378.75531005859375,20.3702,102,510000,3003.24,2372.59,10.5846,102
-407.99005126953125,19.7612,103,515000,2160.21,2565.04,12.7051,103
-177.05995178222656,18.8772,104,520000,3390.83,3205.99,10.2415,104
-128.58837890625,19.6219,105,525000,3088.58,2771.94,10.4655,105
-157.21083068847656,19.4359,106,530000,2548.3,2671.23,13.0075,106
-208.8668975830078,19.5167,107,535000,3275.65,3007.99,12.6277,107
-405.8704833984375,20.3007,108,540000,1358.44,2006.99,12.1867,108
-217.638671875,19.0035,109,545000,3298.0,2839.16,11.7021,109
-245.7479248046875,19.5133,110,550000,3398.03,2828.94,11.3293,110
-206.93797302246094,18.557,111,555000,3359.68,2719.66,10.1655,111
-257.42095947265625,18.9671,112,560000,3284.58,2558.06,11.4314,112
-314.3126525878906,19.6742,113,565000,3229.24,2387.8,10.5775,113
-233.4497528076172,18.7165,114,570000,3342.33,2710.05,9.993,114
-243.05224609375,19.934,115,575000,3172.35,3026.57,10.4395,115
-237.85675048828125,19.3716,116,580000,2733.7,2683.27,11.2972,116
-184.18728637695312,19.3176,117,585000,3340.29,3189.18,10.9846,117
-249.64683532714844,18.7643,118,590000,2381.85,2897.86,9.5637,118
-197.70425415039062,18.9859,119,595000,2301.48,2944.35,10.277,119
-264.8323669433594,19.1951,120,600000,2977.79,2497.14,9.6355,120
-281.3602294921875,19.755,121,605000,2667.47,2886.99,11.5844,121
-390.5564880371094,20.5619,122,610000,3389.38,2762.49,14.7804,122
-293.8857421875,19.2438,123,615000,2709.9,2984.89,9.5958,123
-223.5894775390625,19.2467,124,620000,2374.18,2688.79,9.9374,124
-278.383544921875,19.2604,125,625000,2742.96,2721.23,10.1749,125
-214.3916473388672,18.2649,126,630000,3346.14,3223.92,9.9932,126
-247.44236755371094,19.2429,127,635000,3402.99,3154.84,9.9739,127
-305.31402587890625,19.5658,128,640000,2078.97,2517.56,11.203,128
-231.63497924804688,19.4859,129,645000,2153.53,3069.34,9.7987,129
-350.7304382324219,20.2209,130,650000,2087.46,2884.8,11.1792,130
-221.7363739013672,19.3438,131,655000,3341.31,3165.81,9.7701,131
-310.7033386230469,19.7037,132,660000,2124.77,2921.45,9.9659,132
-310.1986389160156,19.9237,133,665000,2435.54,2617.21,10.3071,133
-495.7292785644531,20.5501,134,670000,2399.35,2191.14,14.1506,134
-353.35833740234375,19.7275,135,675000,3222.97,2683.17,10.5003,135
-183.1607208251953,18.437,136,680000,3158.58,2964.02,9.5362,136
-284.59112548828125,20.3021,137,685000,2369.96,2752.5,11.2612,137
-272.6920166015625,19.5812,138,690000,2754.51,2705.43,10.6459,138
-278.6264953613281,19.3401,139,695000,3345.5,2952.38,10.1681,139
-407.0887756347656,19.7882,140,700000,2682.86,2464.63,10.9127,140
-543.1212158203125,20.3874,141,705000,2653.8,2295.57,14.6478,141
-275.7796630859375,19.3026,142,710000,3392.43,3151.78,11.3052,142
-266.03411865234375,18.8332,143,715000,2794.25,2754.43,11.424,143
-452.5870361328125,20.2646,144,720000,3306.77,2441.62,13.299,144
-432.7697448730469,20.2067,145,725000,2911.06,2863.65,10.9631,145
-356.3604736328125,19.7181,146,730000,2996.07,2707.58,13.9973,146
-155.568359375,18.6688,147,735000,3407.2,3239.32,9.6993,147
-591.9752197265625,19.806,148,740000,3125.29,2092.68,12.4302,148
-546.2452392578125,20.9116,149,745000,2308.61,2812.63,12.4068,149
-210.94906616210938,19.3117,150,750000,3264.61,3188.24,9.9314,150
-375.85833740234375,19.7761,151,755000,2028.29,2685.36,10.3842,151
-530.78857421875,20.1699,152,760000,1829.35,2091.12,10.8517,152
-362.3284606933594,19.8707,153,765000,2566.57,2560.58,10.5016,153
-444.4144592285156,20.4661,154,770000,1858.73,2474.62,11.1863,154
-383.9958190917969,19.7382,155,775000,3185.39,3281.96,10.6193,155
-473.9425964355469,20.5839,156,780000,1728.64,2241.37,11.5303,156
-417.95086669921875,19.4217,157,785000,1897.87,2446.33,10.7468,157
-603.2940063476562,21.1056,158,790000,3130.05,2887.63,11.7619,158
-622.020751953125,20.728,159,795000,2851.57,2137.27,12.7652,159
-566.125244140625,20.5282,160,800000,1767.42,2369.94,17.4558,160
-667.1085205078125,21.2647,161,805000,1950.5,2006.25,12.1366,161
-724.1356811523438,22.1969,162,810000,2178.66,2355.85,13.7185,162
-530.9478759765625,19.967,163,815000,2232.39,2159.56,11.6047,163
-520.4713134765625,19.8222,164,820000,2233.81,2197.14,11.6682,164
-578.3767700195312,20.8285,165,825000,1651.55,2530.22,16.9489,165
-738.2371215820312,22.3125,166,830000,1724.6,1909.4,14.8787,166
-568.8079833984375,19.9385,167,835000,1791.63,2374.64,15.9404,167
-537.2597045898438,20.1322,168,840000,2685.41,2058.73,12.248,168
-660.5090942382812,20.5687,169,845000,2480.43,1877.76,12.7966,169
-741.3598022460938,21.4154,170,850000,2294.92,1639.91,12.4244,170
-787.0594482421875,20.6692,171,855000,2104.34,1913.89,15.8479,171
-816.380126953125,21.7192,172,860000,1408.39,1898.98,11.8672,172
-693.6895751953125,20.6058,173,865000,2133.47,2323.77,11.7983,173
-723.5670166015625,20.9164,174,870000,2189.34,1905.13,11.3278,174
-714.3299560546875,21.1432,175,875000,1889.53,2174.72,11.6452,175
-591.8207397460938,19.8416,176,880000,1808.8,2287.55,12.9284,176
-645.1743774414062,19.4539,177,885000,1685.89,2083.98,11.6049,177
-856.8825073242188,21.2071,178,890000,2234.71,1653.89,14.8427,178
-798.5194702148438,21.2504,179,895000,1831.38,1893.41,15.8773,179
-928.6752319335938,21.0966,180,900000,1709.48,1797.71,15.5347,180
-531.7374877929688,19.9838,181,905000,2650.52,2160.06,13.4329,181
-1045.8388671875,21.5151,182,910000,2001.68,1885.14,12.7619,182
-816.5502319335938,20.6172,183,915000,1941.67,1761.58,15.3344,183
-715.997314453125,20.599,184,920000,1801.76,2450.78,11.4164,184
-593.5761108398438,20.0902,185,925000,2071.84,2475.72,10.6865,185
-927.7272338867188,21.2573,186,930000,2175.24,2074.84,13.9183,186
-646.8273315429688,20.6343,187,935000,1744.15,2300.66,11.2047,187
-912.4274291992188,20.8567,188,940000,2078.75,2142.72,14.614,188
-888.6384887695312,20.8405,189,945000,2397.27,1881.42,11.8241,189
-910.8004760742188,20.4162,190,950000,1891.24,2263.19,11.8787,190
-681.9169921875,20.3741,191,955000,2948.11,2215.69,11.0143,191
-1110.1875,21.5221,192,960000,2286.45,1992.85,12.4934,192
-1008.7386474609375,20.0844,193,965000,2259.13,1849.63,12.49,193
-1164.3116455078125,21.3438,194,970000,2457.12,1993.13,13.4029,194
-863.532958984375,19.9643,195,975000,2598.47,2410.97,11.3299,195
-600.5044555664062,19.8405,196,980000,2325.11,2359.1,10.7182,196
-953.16650390625,20.219,197,985000,2466.97,2027.93,11.5373,197
-1003.581787109375,20.2454,198,990000,1492.24,1977.81,11.5091,198
-880.4142456054688,19.2824,199,995000,2013.58,1846.67,11.9446,199
