Running Forward KL,Real Sto Return,Running Reverse KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Itration
66.8939,334.88,29.7108,-2084.79443359375,890.97,118,590000,118
67.0092,329.55,29.9539,-2144.51708984375,1050.56,119,595000,119
67.4835,437.44,29.575,-2178.514892578125,1112.34,120,600000,120
68.5187,404.85,30.1846,-2232.089111328125,1071.28,121,605000,121
69.6624,354.18,30.4304,-2276.521240234375,1050.19,122,610000,122
68.6073,424.16,29.5908,-2286.525634765625,1025.5,123,615000,123
60.2066,386.1,28.1155,-2115.3896484375,1094.23,124,620000,124
68.671,394.71,29.9128,-2371.499267578125,1007.84,125,625000,125
67.2215,372.12,30.1015,-2367.84716796875,1090.38,126,630000,126
64.8151,359.61,28.6502,-2289.01171875,918.26,127,635000,127
68.7903,312.38,30.4503,-2451.156005859375,958.85,128,640000,128
67.8403,385.44,29.9744,-2496.421875,937.47,129,645000,129
61.7438,422.55,28.1726,-2397.47607421875,859.2,130,650000,130
63.5964,388.2,29.784,-2505.27490234375,1121.94,131,655000,131
64.4072,503.14,28.4626,-2518.85888671875,858.96,132,660000,132
68.2277,378.26,30.2894,-2627.53759765625,1067.5,133,665000,133
66.9697,313.61,30.0641,-2646.4501953125,959.9,134,670000,134
65.4287,410.82,29.1308,-2643.28369140625,991.99,135,675000,135
67.3718,469.38,30.3832,-2752.561279296875,956.62,136,680000,136
66.9504,359.66,30.0661,-2790.34130859375,862.09,137,685000,137
65.2571,324.17,29.061,-2779.70849609375,881.15,138,690000,138
67.2582,387.77,29.6134,-2877.6943359375,1044.37,139,695000,139
66.0042,410.65,29.3705,-2886.697021484375,925.69,140,700000,140
68.7398,403.29,30.6273,-2975.400146484375,1068.29,141,705000,141
66.469,324.05,29.6914,-2965.1787109375,883.5,142,710000,142
66.9479,326.05,29.7262,-3000.50927734375,868.78,143,715000,143
68.5338,368.03,30.2173,-3103.789306640625,937.84,144,720000,144
65.7911,332.75,29.1597,-3092.063720703125,1052.79,145,725000,145
64.6488,404.95,29.0668,-3081.9609375,991.33,146,730000,146
68.0914,506.65,29.9442,-3198.870849609375,1102.05,147,735000,147
63.9637,351.02,28.7089,-3141.113525390625,1094.63,148,740000,148
67.3557,381.5,29.66,-3286.071533203125,741.18,149,745000,149
67.3393,350.35,30.2567,-3345.525146484375,936.96,150,750000,150
67.4827,311.47,29.7294,-3402.763916015625,989.11,151,755000,151
68.6967,312.92,30.1184,-3517.7578125,1006.64,152,760000,152
67.9809,363.68,30.327,-3524.466552734375,982.64,153,765000,153
66.4976,343.97,29.8551,-3583.03369140625,919.28,154,770000,154
70.498,439.94,30.6895,-3713.613037109375,945.78,155,775000,155
68.5734,366.43,30.4286,-3704.143310546875,1036.02,156,780000,156
61.8704,460.67,27.9909,-3499.561767578125,971.97,157,785000,157
70.3223,349.41,30.3364,-3869.361083984375,923.7,158,790000,158
67.9519,326.44,30.1348,-3815.029052734375,890.78,159,795000,159
66.9147,307.08,29.7803,-3831.614990234375,893.41,160,800000,160
70.0482,357.84,30.7479,-3936.863525390625,1025.07,161,805000,161
66.7128,401.36,29.5124,-3924.641357421875,1011.95,162,810000,162
61.7124,479.7,27.4717,-3723.0048828125,1094.39,163,815000,163
68.5107,376.94,30.4724,-4138.89111328125,818.74,164,820000,164
64.9854,466.01,29.457,-4040.20361328125,993.96,165,825000,165
66.3712,425.71,29.6896,-4188.45556640625,1068.71,166,830000,166
66.7594,385.59,29.4675,-4235.0791015625,908.81,167,835000,167
63.7643,425.64,29.2757,-4196.1982421875,1097.44,168,840000,168
64.5688,418.56,28.5692,-4272.0205078125,912.76,169,845000,169
64.3162,339.12,28.7663,-4325.49169921875,1034.76,170,850000,170
66.5984,398.23,29.6266,-4483.28662109375,972.33,171,855000,171
67.3536,440.03,30.3009,-4610.150390625,1102.58,172,860000,172
68.2676,352.29,30.4159,-4581.42138671875,1063.15,173,865000,173
62.2252,408.58,28.4596,-4495.64208984375,1028.71,174,870000,174
69.6482,415.38,31.151,-4781.78125,1038.36,175,875000,175
60.1917,447.81,27.3876,-4460.81494140625,961.73,176,880000,176
62.755,438.46,28.1828,-4632.47705078125,995.01,177,885000,177
65.6547,411.96,29.1277,-4827.67578125,1023.96,178,890000,178
66.6864,374.88,30.415,-5004.42626953125,1065.43,179,895000,179
70.7088,365.73,30.5781,-5075.21240234375,813.55,180,900000,180
65.5735,431.56,28.9213,-5086.34521484375,998.57,181,905000,181
63.3712,319.88,28.5874,-4999.22998046875,782.98,182,910000,182
65.6677,458.24,28.9186,-5107.98046875,1077.9,183,915000,183
66.6923,377.18,29.8692,-5433.177734375,923.88,184,920000,184
67.8907,394.69,30.2196,-5471.51611328125,1002.82,185,925000,185
66.4297,406.0,29.6936,-5424.0537109375,1069.1,186,930000,186
64.7767,431.47,29.3978,-5484.03515625,1067.58,187,935000,187
67.9731,352.88,29.6536,-5556.75927734375,1001.41,188,940000,188
67.8793,388.14,30.7764,-5792.744140625,987.11,189,945000,189
66.3882,410.1,29.8634,-5830.25341796875,1029.93,190,950000,190
67.0595,365.25,29.7165,-5892.75634765625,1042.09,191,955000,191
68.5211,369.08,30.4829,-6041.634765625,856.82,192,960000,192
66.5833,423.77,29.8262,-5964.09375,1036.46,193,965000,193
65.9851,407.02,29.5286,-6071.005859375,960.98,194,970000,194
64.4956,436.82,28.9744,-6043.77783203125,1082.35,195,975000,195
69.1618,416.89,30.3554,-6195.83935546875,911.07,196,980000,196
69.4059,321.07,30.3117,-6396.4091796875,1026.64,197,985000,197
72.5059,304.33,30.5593,-6513.3857421875,836.63,198,990000,198
68.57,386.08,29.9594,-6532.16015625,1070.43,199,995000,199
69.0298,350.56,30.1336,-6647.0390625,960.24,200,1000000,200
68.6744,318.39,30.3316,-6624.99072265625,982.14,201,1005000,201
64.5767,413.71,28.7012,-6526.02197265625,1068.72,202,1010000,202
67.9834,406.22,29.9449,-6802.74365234375,1025.74,203,1015000,203
69.8398,379.41,30.2449,-6940.5595703125,724.88,204,1020000,204
68.1652,361.51,29.9207,-6943.1416015625,940.23,205,1025000,205
62.4417,430.88,27.4979,-6724.75146484375,1005.73,206,1030000,206
67.8387,366.66,29.5682,-7176.85986328125,948.63,207,1035000,207
65.5502,382.29,28.9911,-7110.7509765625,965.83,208,1040000,208
68.026,330.88,29.7934,-7341.73583984375,862.91,209,1045000,209
70.2572,288.03,30.092,-7584.74267578125,819.59,210,1050000,210
67.4328,318.5,29.5624,-7539.55615234375,753.55,211,1055000,211
69.5846,362.33,30.3628,-7598.87939453125,830.69,212,1060000,212
67.5327,336.65,29.9738,-7743.74951171875,878.76,213,1065000,213
66.4055,406.67,28.9113,-7753.87744140625,947.28,214,1070000,214
70.5762,337.28,30.5756,-8096.97998046875,803.01,215,1075000,215
69.1706,342.33,29.8872,-8108.82958984375,992.64,216,1080000,216
67.9543,410.22,30.1544,-8108.5537109375,967.55,217,1085000,217
66.2227,319.92,28.5857,-8101.5927734375,936.63,218,1090000,218
69.023,381.52,30.3877,-8424.462890625,1070.38,219,1095000,219
68.7496,418.03,29.6167,-8407.96875,829.43,220,1100000,220
70.0761,391.41,30.5594,-8658.0146484375,856.54,221,1105000,221
68.7317,369.48,30.305,-8649.0791015625,1056.29,222,1110000,222
68.1204,367.35,29.8164,-8846.138671875,1017.91,223,1115000,223
69.6815,344.94,29.9823,-8954.4814453125,934.7,224,1120000,224
68.3282,330.67,30.0332,-9063.310546875,933.84,225,1125000,225
68.4796,397.46,29.937,-9071.927734375,850.56,226,1130000,226
69.3992,379.17,30.2906,-9210.8818359375,1017.49,227,1135000,227
69.6353,342.35,30.2168,-9352.087890625,955.9,228,1140000,228
66.4169,432.47,30.0923,-9158.9638671875,765.26,229,1145000,229
70.0219,344.06,30.6251,-9535.443359375,784.46,230,1150000,230
68.0162,401.95,30.0264,-9505.142578125,963.75,231,1155000,231
70.6875,425.58,30.5495,-9544.162109375,1032.11,232,1160000,232
69.0543,334.92,29.8273,-9893.291015625,1015.2,233,1165000,233
70.0357,400.2,30.5436,-9970.255859375,967.26,234,1170000,234
70.7539,311.61,30.2893,-10148.7470703125,883.83,235,1175000,235
70.7983,368.81,30.9677,-10105.3662109375,927.9,236,1180000,236
70.221,371.77,30.3135,-10282.3046875,956.95,237,1185000,237
67.8975,323.54,29.5895,-10197.12109375,772.85,238,1190000,238
67.4133,315.23,30.1456,-10327.75390625,951.0,239,1195000,239
71.6943,389.95,30.1288,-10500.779296875,894.0,240,1200000,240
68.9013,393.71,30.4812,-10653.935546875,1015.22,241,1205000,241
69.619,289.3,30.044,-10522.2451171875,950.27,242,1210000,242
69.9921,313.39,30.1655,-10861.5859375,1036.2,243,1215000,243
68.6521,301.98,29.7916,-10774.9853515625,952.72,244,1220000,244
68.5276,288.19,30.0964,-10951.412109375,865.99,245,1225000,245
70.6537,342.02,30.5137,-11234.15234375,982.98,246,1230000,246
67.762,286.51,29.8752,-10973.255859375,815.53,247,1235000,247
69.6914,339.49,29.9001,-11140.41796875,1044.5,248,1240000,248
69.548,310.37,29.9474,-11369.568359375,898.27,249,1245000,249
67.3652,299.22,28.9514,-11151.599609375,982.42,250,1250000,250
69.2652,371.81,29.7161,-11462.2861328125,847.84,251,1255000,251
65.6285,335.12,28.3834,-11294.5283203125,1031.42,252,1260000,252
65.8952,253.5,28.5473,-11310.880859375,969.14,253,1265000,253
68.0665,380.27,29.7842,-11621.8046875,1004.93,254,1270000,254
65.462,315.97,28.9543,-11428.0947265625,913.68,255,1275000,255
66.825,417.95,28.9603,-11689.69921875,956.19,256,1280000,256
68.0435,335.52,29.523,-12162.0927734375,967.45,257,1285000,257
65.1201,406.53,28.3331,-11667.505859375,994.42,258,1290000,258
68.2843,361.37,29.844,-12257.0537109375,937.14,259,1295000,259
67.103,382.94,29.5179,-12271.9375,973.69,260,1300000,260
69.884,279.53,30.31,-12272.2685546875,882.1,261,1305000,261
70.3771,308.53,30.0407,-12369.099609375,900.2,262,1310000,262
70.0174,334.95,30.0034,-12836.623046875,1055.21,263,1315000,263
70.234,342.6,30.0079,-12675.3388671875,922.2,264,1320000,264
67.6513,324.1,29.9491,-12737.8232421875,955.24,265,1325000,265
68.8188,289.31,29.6962,-12792.533203125,1001.64,266,1330000,266
71.8232,326.18,30.6632,-13271.451171875,1008.75,267,1335000,267
66.5882,347.01,29.365,-12803.658203125,845.58,268,1340000,268
66.8085,354.09,29.5515,-12873.333984375,934.39,269,1345000,269
69.9229,367.23,30.4774,-13228.6884765625,950.3,270,1350000,270
68.6485,382.69,30.0486,-13336.359375,946.3,271,1355000,271
68.8484,295.29,29.7058,-13308.234375,949.71,272,1360000,272
70.9902,267.58,30.1388,-13650.1376953125,995.11,273,1365000,273
69.7272,340.82,30.0237,-13612.2509765625,927.25,274,1370000,274
66.62,326.74,29.331,-13287.86328125,802.77,275,1375000,275
72.0742,330.81,30.8874,-13890.3486328125,974.15,276,1380000,276
67.7305,344.67,29.7481,-13469.701171875,986.85,277,1385000,277
71.2433,302.53,30.3254,-14245.8115234375,895.86,278,1390000,278
72.8907,314.87,30.7828,-14083.5185546875,977.02,279,1395000,279
69.3704,396.72,30.1755,-14153.970703125,841.05,280,1400000,280
70.6758,312.0,30.4875,-14499.2236328125,926.29,281,1405000,281
71.9302,251.18,30.4141,-14339.48046875,939.87,282,1410000,282
68.1907,327.44,29.6917,-14057.1083984375,829.82,283,1415000,283
70.2613,337.22,30.1288,-14320.818359375,852.63,284,1420000,284
69.9478,311.85,29.9937,-14459.46875,976.64,285,1425000,285
69.0381,326.42,29.7666,-14501.048828125,937.99,286,1430000,286
71.0279,304.06,29.883,-14675.4951171875,925.35,287,1435000,287
69.9453,267.34,29.7581,-14822.1318359375,972.91,288,1440000,288
72.2083,312.97,30.5293,-14823.0419921875,779.56,289,1445000,289
71.4377,339.25,30.5155,-15252.345703125,828.92,290,1450000,290
72.2304,286.65,30.783,-15550.6611328125,962.42,291,1455000,291
71.218,301.33,30.4448,-15361.5126953125,882.97,292,1460000,292
71.2703,328.17,31.1776,-15768.6943359375,982.69,293,1465000,293
70.6838,359.68,30.4488,-15361.66015625,921.6,294,1470000,294
71.4277,328.44,30.421,-15460.4619140625,867.47,295,1475000,295
71.5654,294.92,30.5638,-15729.490234375,854.01,296,1480000,296
73.8737,371.36,31.19,-15749.75,764.89,297,1485000,297
72.8309,283.25,30.8609,-16230.4912109375,913.81,298,1490000,298
72.3916,240.53,30.4001,-16114.1533203125,781.59,299,1495000,299
72.2402,323.09,30.7631,-16111.330078125,964.57,300,1500000,300
71.4996,336.36,30.5831,-16119.8232421875,869.94,301,1505000,301
73.7138,296.98,30.3078,-16229.49609375,966.42,302,1510000,302
72.038,240.25,30.3815,-16368.4287109375,864.43,303,1515000,303
72.0372,292.8,30.1874,-16499.046875,912.32,304,1520000,304
71.5836,310.89,30.3213,-16609.591796875,870.08,305,1525000,305
73.467,250.14,30.846,-16810.37109375,949.26,306,1530000,306
74.4235,322.19,30.8157,-16991.671875,958.92,307,1535000,307
71.7722,296.51,30.8456,-16921.154296875,810.17,308,1540000,308
72.9784,285.93,30.566,-16776.26171875,916.44,309,1545000,309
70.5417,293.49,30.3148,-16630.451171875,957.02,310,1550000,310
72.8662,313.08,30.0877,-17031.578125,819.71,311,1555000,311
69.4091,298.62,29.758,-16549.484375,773.44,312,1560000,312
70.0301,220.58,29.9284,-16785.6171875,759.55,313,1565000,313
71.3326,301.55,30.1371,-17099.7265625,757.75,314,1570000,314
69.6428,228.97,30.0391,-17124.115234375,819.72,315,1575000,315
72.3557,322.84,30.409,-17205.87890625,823.72,316,1580000,316
70.968,309.8,30.5682,-17454.30859375,871.78,317,1585000,317
70.3115,268.5,30.0466,-17160.58984375,667.88,318,1590000,318
70.0063,232.06,29.9638,-17274.853515625,776.53,319,1595000,319
71.9524,272.4,30.3434,-17552.654296875,966.74,320,1600000,320
72.0111,307.14,30.516,-17747.970703125,859.91,321,1605000,321
72.0627,267.85,30.1751,-17498.04296875,780.19,322,1610000,322
71.4587,304.17,30.2988,-17901.755859375,766.43,323,1615000,323
71.8942,323.14,30.506,-17729.552734375,852.04,324,1620000,324
69.7579,204.49,29.7181,-17644.17578125,702.7,325,1625000,325
72.621,279.98,30.8039,-18055.8515625,907.75,326,1630000,326
71.4107,293.42,30.367,-17899.498046875,941.91,327,1635000,327
73.2228,275.78,30.8314,-18113.462890625,911.76,328,1640000,328
72.8865,199.91,30.4149,-17950.31640625,868.78,329,1645000,329
71.2298,307.93,29.9559,-17987.759765625,959.78,330,1650000,330
68.6102,304.12,29.4606,-17777.185546875,717.16,331,1655000,331
70.7906,280.98,30.2048,-18000.79296875,847.8,332,1660000,332
71.2091,316.67,30.258,-18091.306640625,862.3,333,1665000,333
72.2591,283.87,30.3745,-18057.3828125,710.17,334,1670000,334
72.489,306.23,30.0194,-17924.72265625,766.84,335,1675000,335
71.1275,318.92,30.2377,-17807.921875,813.6,336,1680000,336
72.183,262.46,30.9113,-18241.681640625,667.06,337,1685000,337
71.8472,226.76,30.7362,-18368.439453125,765.7,338,1690000,338
72.9187,242.56,30.765,-18370.591796875,742.47,339,1695000,339
73.2272,200.57,30.38,-18247.068359375,673.71,340,1700000,340
71.557,323.98,30.7096,-18277.396484375,684.62,341,1705000,341
69.8352,317.67,30.1295,-18063.521484375,732.19,342,1710000,342
72.8199,266.24,30.5685,-18556.267578125,706.2,343,1715000,343
71.4854,273.53,30.7874,-18359.978515625,820.42,344,1720000,344
71.5912,284.32,30.8528,-18438.333984375,820.72,345,1725000,345
70.2213,304.51,30.5133,-18377.751953125,768.75,346,1730000,346
72.5634,238.28,30.5342,-18466.73828125,913.63,347,1735000,347
72.8459,304.36,30.7372,-18639.865234375,811.75,348,1740000,348
72.1565,271.3,30.4166,-18350.927734375,856.28,349,1745000,349
71.7982,276.49,29.8755,-18391.490234375,719.98,350,1750000,350
72.6543,203.29,30.3725,-18694.607421875,915.93,351,1755000,351
70.9282,233.83,29.6936,-18487.26953125,746.64,352,1760000,352
73.9306,212.3,30.5392,-18744.697265625,850.08,353,1765000,353
71.2206,268.89,29.8022,-18288.078125,816.78,354,1770000,354
70.7429,278.63,29.9825,-18606.556640625,867.77,355,1775000,355
71.6662,205.94,30.3904,-18691.87109375,672.07,356,1780000,356
71.4113,259.75,30.4138,-18759.087890625,872.61,357,1785000,357
69.9287,235.85,29.6459,-18455.513671875,764.85,358,1790000,358
73.658,277.5,30.3775,-18739.25,856.87,359,1795000,359
70.4603,243.37,29.977,-18564.44140625,863.83,360,1800000,360
71.6662,217.14,29.7807,-18558.201171875,652.37,361,1805000,361
73.0347,235.53,30.3841,-18680.51171875,817.1,362,1810000,362
68.6512,205.77,29.3988,-18383.62109375,723.2,363,1815000,363
71.2603,271.7,30.2762,-18726.892578125,862.47,364,1820000,364
70.7675,221.98,30.1615,-18681.76953125,920.06,365,1825000,365
72.1259,299.71,30.5878,-18699.931640625,759.42,366,1830000,366
72.7549,277.53,30.3406,-18816.599609375,716.14,367,1835000,367
72.5235,314.31,30.7651,-18859.87109375,862.68,368,1840000,368
73.5401,271.22,30.8351,-18832.701171875,885.99,369,1845000,369
71.0102,223.01,29.7104,-18540.107421875,684.05,370,1850000,370
73.4487,228.19,30.5874,-18823.201171875,615.53,371,1855000,371
73.8905,251.6,30.8064,-18935.794921875,802.34,372,1860000,372
73.2117,281.24,30.1898,-18799.27734375,810.3,373,1865000,373
73.7676,245.67,30.2522,-18831.078125,760.84,374,1870000,374
71.3953,256.21,30.3135,-18764.130859375,731.48,375,1875000,375
72.5358,270.75,30.5943,-18931.7890625,774.86,376,1880000,376
72.6299,232.18,30.4162,-18848.84375,855.74,377,1885000,377
72.5242,204.04,30.7384,-18865.3671875,710.83,378,1890000,378
72.2565,224.48,31.2646,-18826.443359375,576.82,379,1895000,379
73.8079,274.93,30.2482,-18871.818359375,776.9,380,1900000,380
73.8032,228.85,30.8108,-19007.85546875,723.69,381,1905000,381
72.9715,311.23,31.2481,-18920.09765625,814.94,382,1910000,382
72.4779,244.79,30.4827,-18854.373046875,807.0,383,1915000,383
71.186,264.2,30.877,-18790.142578125,571.29,384,1920000,384
72.5548,253.03,30.8275,-18940.12890625,830.53,385,1925000,385
71.48,248.48,30.5466,-18856.8671875,766.43,386,1930000,386
71.1711,233.05,30.3521,-18957.568359375,871.45,387,1935000,387
73.1408,266.53,31.4401,-18948.314453125,885.7,388,1940000,388
72.8687,203.03,30.5791,-18935.75,776.31,389,1945000,389
74.097,295.78,30.7687,-19090.5390625,859.34,390,1950000,390
72.2949,274.38,30.5304,-18863.974609375,843.41,391,1955000,391
71.9632,310.71,29.8963,-18896.8203125,818.01,392,1960000,392
73.4256,260.58,30.4935,-18920.849609375,655.71,393,1965000,393
73.641,309.88,31.4683,-19117.703125,796.89,394,1970000,394
75.2071,280.9,31.2048,-19175.857421875,902.46,395,1975000,395
73.9935,266.67,31.2339,-19128.154296875,852.44,396,1980000,396
71.8248,271.18,30.1184,-18883.15234375,767.85,397,1985000,397
72.1844,253.11,30.4767,-19037.421875,808.36,398,1990000,398
72.9763,283.42,30.567,-19031.458984375,802.04,399,1995000,399
72.6026,276.61,30.6714,-19002.583984375,883.71,400,2000000,400
74.6276,253.0,30.888,-19174.66796875,809.93,401,2005000,401
73.5583,246.46,30.4575,-19087.154296875,660.1,402,2010000,402
73.2284,235.37,31.0218,-19132.77734375,755.53,403,2015000,403
73.1127,216.6,30.5736,-18903.5625,510.52,404,2020000,404
71.6963,214.23,30.0595,-18973.623046875,849.65,405,2025000,405
72.5357,234.55,31.2264,-18960.291015625,623.12,406,2030000,406
