Running Reverse KL,Real Det Return,Real Sto Return,Running Update Time,Running Env Steps,Reward Loss,Running Forward KL,Itration
81.4757,5085.46,4780.36,77,385000,-4005.75244140625,265.03,77
64.5155,4035.75,4979.07,78,390000,-3456.192626953125,264.3524,78
56.4464,3641.7,4283.44,79,395000,-3345.28759765625,255.4285,79
69.8381,4803.61,4077.77,80,400000,-3859.115966796875,268.5179,80
85.0028,5219.76,4300.09,81,405000,-4357.7236328125,273.8832,81
109.4033,5139.33,4333.94,82,410000,-4827.1591796875,273.8864,82
75.4841,5201.83,4797.99,83,415000,-3853.226806640625,277.3521,83
68.9769,4160.81,4051.31,84,420000,-4088.94970703125,258.3096,84
56.9343,5312.69,4753.46,85,425000,-3566.064453125,251.5412,85
68.7753,5290.57,4696.54,86,430000,-3776.79833984375,266.1392,86
83.9695,4143.15,4714.1,87,435000,-4453.18896484375,273.9507,87
74.5837,5268.63,4694.29,88,440000,-4460.421875,272.5268,88
78.4471,5244.34,4258.84,89,445000,-4601.162109375,270.8917,89
102.4706,5178.7,4699.81,90,450000,-5055.16943359375,275.2641,90
81.1376,5284.56,4703.52,91,455000,-4872.47607421875,268.7548,91
78.8339,5341.88,4876.71,92,460000,-4776.3017578125,263.3547,92
78.8932,5167.33,5151.81,93,465000,-4249.39990234375,278.3898,93
59.546,5251.33,4820.24,94,470000,-4469.58447265625,262.5898,94
58.7975,5340.47,4865.82,95,475000,-4394.73046875,253.1547,95
92.0088,4331.66,4269.46,96,480000,-5114.56396484375,290.5963,96
86.4605,4803.2,4677.56,97,485000,-5212.5966796875,276.1831,97
66.6267,5201.25,4927.45,98,490000,-4796.33740234375,269.3422,98
64.4377,5222.76,5088.61,99,495000,-4583.720703125,269.8249,99
75.2759,4127.69,5182.79,100,500000,-5136.8935546875,279.9183,100
69.4036,5218.34,5183.5,101,505000,-5173.830078125,273.042,101
74.2179,5294.58,4763.23,102,510000,-5412.1396484375,265.9155,102
94.692,5123.87,4703.85,103,515000,-6073.5400390625,294.4092,103
70.7492,4050.52,4495.54,104,520000,-5978.18505859375,276.1148,104
68.3916,3921.01,5064.88,105,525000,-5740.48974609375,272.7148,105
76.9988,4492.12,5033.38,106,530000,-5941.82568359375,288.4313,106
82.7211,2237.33,4717.75,107,535000,-6358.4794921875,279.3894,107
101.647,5165.43,4516.57,108,540000,-6860.94287109375,299.4684,108
81.9378,5199.74,4701.1,109,545000,-6299.70068359375,292.3284,109
73.2711,5167.01,3801.52,110,550000,-6856.09619140625,284.715,110
92.2615,5194.08,4651.72,111,555000,-7065.6591796875,287.8485,111
82.8824,5125.99,3941.13,112,560000,-7064.783203125,288.3882,112
108.8275,4958.64,3628.16,113,565000,-7507.31787109375,292.6707,113
72.2326,5287.95,5214.03,114,570000,-6744.80615234375,271.4118,114
79.09,5015.0,4651.19,115,575000,-7115.82373046875,270.5073,115
62.6625,5269.6,4810.68,116,580000,-6929.2333984375,270.3107,116
81.8051,5178.44,4739.52,117,585000,-7569.494140625,288.8493,117
63.5737,4729.45,5182.66,118,590000,-6895.9970703125,271.2524,118
79.2145,4351.43,4969.9,119,595000,-7245.8251953125,268.3764,119
74.8675,5149.14,5238.21,120,600000,-7686.572265625,274.4808,120
64.0931,4307.56,5144.42,121,605000,-7214.78173828125,268.1914,121
59.1822,5204.69,5101.78,122,610000,-7316.041015625,261.7644,122
72.3501,5174.22,4884.7,123,615000,-7875.29638671875,279.3974,123
60.5536,5109.4,5038.26,124,620000,-7348.65283203125,261.709,124
65.4657,5346.71,5142.11,125,625000,-7779.56591796875,264.1603,125
59.7367,5238.65,5174.94,126,630000,-8048.08447265625,260.7107,126
66.7005,5071.55,5190.8,127,635000,-8130.3779296875,271.3984,127
73.1657,4594.32,5176.13,128,640000,-8396.517578125,270.1124,128
70.2138,5328.62,5218.78,129,645000,-8417.5791015625,267.1732,129
80.8688,4788.81,4883.7,130,650000,-9089.76953125,281.0844,130
66.5787,3863.13,5174.43,131,655000,-8921.37890625,271.5481,131
58.2235,5309.25,5085.29,132,660000,-8416.6923828125,269.6031,132
57.7285,3209.31,4881.47,133,665000,-8647.4033203125,267.2513,133
62.5146,5295.6,5185.63,134,670000,-8962.806640625,273.4637,134
59.5223,4377.74,5180.13,135,675000,-8759.1103515625,264.8931,135
65.2525,5325.36,5090.77,136,680000,-8784.2255859375,262.1094,136
60.9648,4406.17,4925.44,137,685000,-9057.423828125,266.595,137
57.3461,5281.54,4556.64,138,690000,-9522.6279296875,264.7357,138
70.1575,5286.32,4659.57,139,695000,-8761.0,255.5785,139
52.0877,5264.42,4940.18,140,700000,-8892.9453125,255.4298,140
65.61,5199.06,4948.7,141,705000,-9994.9755859375,278.8318,141
51.0629,4374.4,5064.66,142,710000,-9018.181640625,259.1851,142
63.8614,5270.12,5132.39,143,715000,-9946.4091796875,267.7185,143
65.8896,5209.91,4910.59,144,720000,-10649.5078125,273.2569,144
55.5754,5043.51,4924.04,145,725000,-10287.8505859375,268.3316,145
75.0538,5234.06,4370.69,146,730000,-11138.966796875,280.1398,146
54.9401,4446.91,4971.01,147,735000,-10324.6787109375,263.7162,147
60.8236,5288.62,4784.66,148,740000,-10380.1142578125,265.3392,148
89.5505,3215.82,4863.28,149,745000,-10647.1787109375,269.5463,149
96.9384,1705.63,4100.23,150,750000,-10500.3466796875,265.7846,150
76.3551,4344.09,4746.8,151,755000,-11424.1708984375,273.771,151
55.1406,5238.79,4946.45,152,760000,-11098.318359375,268.047,152
84.7434,4748.72,3722.34,153,765000,-11528.0966796875,280.6792,153
90.5723,5154.13,4667.42,154,770000,-12009.0224609375,285.841,154
74.1342,3150.71,4015.35,155,775000,-11656.669921875,271.345,155
69.0483,2592.61,4188.37,156,780000,-11788.4423828125,272.9458,156
71.0347,5327.32,4749.58,157,785000,-11287.1689453125,267.3793,157
60.6078,5194.39,5025.31,158,790000,-11384.2197265625,264.7442,158
65.1158,4785.19,4778.9,159,795000,-11191.08203125,264.265,159
86.7574,3886.14,5164.15,160,800000,-11954.177734375,270.6874,160
69.7864,4596.71,4670.56,161,805000,-12037.3251953125,276.6407,161
57.8102,4860.07,4959.44,162,810000,-11660.4765625,265.6697,162
66.1882,5276.5,5084.58,163,815000,-11806.49609375,263.8103,163
68.5999,5315.4,5177.63,164,820000,-11893.69921875,268.3257,164
61.0986,5339.97,5188.75,165,825000,-11963.8896484375,267.3667,165
58.4358,5164.39,4774.97,166,830000,-12549.7783203125,274.5196,166
59.1774,3227.43,4817.98,167,835000,-12442.775390625,266.5287,167
59.1574,5350.03,4952.56,168,840000,-12532.95703125,266.4329,168
60.5183,5312.75,5040.47,169,845000,-12439.2158203125,268.1445,169
67.1982,5331.83,4882.34,170,850000,-13192.6875,285.6161,170
75.3431,5064.95,4820.94,171,855000,-13014.2119140625,275.0615,171
60.2472,3447.26,4664.85,172,860000,-12919.65234375,268.7704,172
68.1122,4412.37,4596.9,173,865000,-13200.0908203125,268.7384,173
58.1001,4910.31,4601.96,174,870000,-13093.099609375,269.9823,174
55.285,5187.15,4904.78,175,875000,-12998.599609375,268.0038,175
56.5071,4937.28,4747.89,176,880000,-13497.77734375,274.1712,176
107.9588,4642.48,4820.79,177,885000,-13868.68359375,295.4659,177
55.0579,3955.8,4200.15,178,890000,-13153.1171875,272.2236,178
90.8011,4567.93,4563.33,179,895000,-13800.220703125,274.4646,179
67.3733,4073.33,4482.52,180,900000,-13862.5498046875,280.3359,180
48.7127,4757.04,5036.22,181,905000,-12759.4580078125,261.3845,181
62.0673,4727.92,4445.55,182,910000,-13896.9580078125,273.4848,182
58.477,5266.98,4913.1,183,915000,-14195.7705078125,271.817,183
81.1533,3511.22,4256.58,184,920000,-13884.5693359375,273.8554,184
112.6837,3147.76,3875.81,185,925000,-14306.4287109375,287.8052,185
148.6329,3412.24,4521.29,186,930000,-14756.587890625,288.5885,186
59.0969,4922.57,3852.09,187,935000,-14453.59375,281.0345,187
67.3718,4820.31,4991.53,188,940000,-14560.185546875,276.0034,188
125.2681,2779.23,3627.3,189,945000,-14429.5009765625,279.5121,189
97.6145,3566.13,4918.09,190,950000,-14903.8759765625,282.8245,190
52.0214,3804.86,4546.13,191,955000,-14167.7451171875,265.3462,191
58.7104,5040.48,4833.06,192,960000,-14128.681640625,264.0794,192
52.9306,5238.54,4655.18,193,965000,-14512.5576171875,268.0221,193
49.2721,4349.72,4186.73,194,970000,-14610.181640625,266.1527,194
64.9645,4649.22,4640.96,195,975000,-14972.4765625,278.9799,195
66.1693,5098.97,5097.64,196,980000,-15030.662109375,268.3849,196
79.757,5117.37,4743.76,197,985000,-15432.53125,277.3626,197
71.6335,5179.07,4986.95,198,990000,-14870.765625,270.7561,198
54.4715,5222.37,4975.52,199,995000,-14644.443359375,267.8706,199
55.1641,5245.78,4300.75,200,1000000,-13857.7529296875,256.2959,200
57.3728,3565.83,4662.26,201,1005000,-15168.12109375,270.2868,201
67.1234,2528.01,4465.97,202,1010000,-14404.5849609375,264.5319,202
65.5156,4055.57,4439.14,203,1015000,-14649.833984375,266.8699,203
72.6762,4846.89,4570.65,204,1020000,-15010.6376953125,272.2957,204
71.1179,5088.22,4685.48,205,1025000,-15263.244140625,267.1885,205
77.7622,5005.18,4405.8,206,1030000,-15250.064453125,273.825,206
81.1979,5254.34,4931.36,207,1035000,-15147.5947265625,270.0645,207
75.2871,5302.48,4892.36,208,1040000,-15470.5654296875,271.7172,208
75.1373,5156.96,4938.35,209,1045000,-15896.640625,274.8428,209
89.5664,5000.09,4975.75,210,1050000,-15895.236328125,274.8121,210
87.1853,5091.82,4983.88,211,1055000,-15485.7880859375,276.2589,211
86.4808,5289.55,5091.79,212,1060000,-16254.2109375,277.7367,212
103.5321,5102.21,5063.62,213,1065000,-15334.123046875,280.5804,213
106.9911,5285.48,4821.26,214,1070000,-16324.1650390625,283.8766,214
76.3882,5095.74,5023.28,215,1075000,-16347.650390625,275.85,215
79.9619,5226.88,4825.79,216,1080000,-16396.505859375,276.4852,216
85.2553,5226.6,5125.72,217,1085000,-16781.810546875,285.0936,217
84.928,5221.01,4958.88,218,1090000,-16968.25,286.3287,218
102.332,5343.54,4910.43,219,1095000,-16799.62890625,287.4557,219
83.9147,5226.55,4988.19,220,1100000,-16939.041015625,284.9763,220
95.3742,5370.74,4840.28,221,1105000,-16916.2109375,294.5988,221
93.8376,5163.46,4848.04,222,1110000,-16689.62109375,287.0689,222
82.245,5073.02,4917.2,223,1115000,-17037.30078125,282.6326,223
93.9482,5123.12,4463.98,224,1120000,-16954.064453125,290.506,224
101.9707,4787.71,4181.65,225,1125000,-17218.521484375,295.4574,225
102.5223,5322.07,5079.77,226,1130000,-16937.876953125,298.8477,226
101.4626,5286.33,4813.32,227,1135000,-16876.0703125,296.9927,227
93.9714,5411.89,4765.23,228,1140000,-17144.33984375,292.913,228
94.2368,5155.86,3980.71,229,1145000,-17340.287109375,292.657,229
92.503,5440.62,4574.91,230,1150000,-16848.76953125,292.2152,230
95.535,4789.66,4755.45,231,1155000,-16648.80078125,287.1285,231
82.8155,4653.19,4274.06,232,1160000,-17189.349609375,290.1631,232
111.6758,5482.77,4158.3,233,1165000,-16244.6748046875,291.6988,233
87.3416,5094.56,4080.33,234,1170000,-17049.560546875,288.6516,234
88.9963,5102.67,4611.77,235,1175000,-17114.59375,286.3865,235
89.9206,2874.75,4905.46,236,1180000,-16534.15625,286.5744,236
173.166,674.42,3229.06,237,1185000,-15126.9013671875,302.0571,237
109.7475,2771.39,4739.76,238,1190000,-16892.962890625,293.8498,238
100.2541,5627.9,4605.3,239,1195000,-17492.904296875,293.6455,239
111.1492,5269.81,4843.05,240,1200000,-17606.833984375,302.4448,240
138.0421,5506.93,4849.0,241,1205000,-16980.671875,293.4251,241
109.5747,2712.59,3551.17,242,1210000,-17408.244140625,286.572,242
97.3275,1410.4,4602.79,243,1215000,-16834.134765625,289.5803,243
105.6376,1339.88,2606.29,244,1220000,-17346.345703125,301.0573,244
137.737,4227.96,3543.2,245,1225000,-17019.23046875,307.1017,245
126.1094,3078.17,2622.39,246,1230000,-17066.259765625,300.7185,246
196.5752,984.4,3265.62,247,1235000,-16392.45703125,309.3479,247
120.272,4719.01,3975.96,248,1240000,-17663.91015625,300.3073,248
90.3064,5084.25,4633.96,249,1245000,-18140.396484375,284.2826,249
90.3366,5428.84,4794.63,250,1250000,-17806.69921875,278.3108,250
89.43,5440.7,5023.93,251,1255000,-17051.224609375,277.3219,251
86.695,5383.14,4299.27,252,1260000,-16665.189453125,269.9267,252
89.6412,5454.14,4856.66,253,1265000,-17384.109375,273.3927,253
103.2835,5450.92,5266.22,254,1270000,-17422.21875,281.2194,254
123.167,5423.15,5345.39,255,1275000,-16894.57421875,289.8223,255
115.7786,4509.36,4778.38,256,1280000,-17831.53515625,289.2241,256
127.6128,4700.9,4369.31,257,1285000,-17768.181640625,291.6842,257
112.8829,4930.69,5014.29,258,1290000,-18095.291015625,292.0965,258
135.6376,4423.94,4102.64,259,1295000,-17720.20703125,308.234,259
136.9817,4393.35,3566.57,260,1300000,-17902.560546875,307.8643,260
157.0053,4616.31,3943.53,261,1305000,-17376.259765625,307.5757,261
112.8623,3575.51,2653.2,262,1310000,-17775.923828125,309.2976,262
101.3396,4641.64,3680.63,263,1315000,-17226.333984375,289.9557,263
128.2241,4643.98,3845.08,264,1320000,-17673.513671875,316.1109,264
168.8633,4852.66,2961.88,265,1325000,-17129.53125,332.4157,265
165.0976,2981.01,2580.1,266,1330000,-16858.783203125,326.3746,266
199.4296,4181.07,2135.15,267,1335000,-16179.4150390625,316.7314,267
112.7822,4137.51,3127.47,268,1340000,-15686.0146484375,273.7148,268
208.3448,1103.24,1347.28,269,1345000,-16232.001953125,321.1919,269
132.5224,3650.37,2663.9,270,1350000,-15966.0908203125,283.5319,270
209.6206,985.86,1279.53,271,1355000,-16217.462890625,338.1077,271
190.0439,1223.51,3045.07,272,1360000,-16904.95703125,322.9657,272
131.3314,2343.76,2561.74,273,1365000,-16559.697265625,294.8758,273
177.3872,2419.34,1971.62,274,1370000,-16111.9326171875,314.4074,274
234.0491,879.6,1220.72,275,1375000,-15742.578125,349.91,275
111.254,4884.7,3874.92,276,1380000,-17863.380859375,283.4973,276
207.9906,860.41,1307.68,277,1385000,-17312.591796875,323.4258,277
221.4758,1640.3,1603.22,278,1390000,-16438.109375,336.9962,278
171.5965,2162.56,1968.64,279,1395000,-17819.345703125,294.2269,279
242.9541,1186.3,1196.46,280,1400000,-16798.740234375,318.8529,280
204.7565,1936.77,1620.1,281,1405000,-17802.333984375,307.5548,281
265.8377,1307.98,1720.8,282,1410000,-17811.8359375,314.173,282
197.7739,1563.28,2349.22,283,1415000,-16969.654296875,296.7091,283
175.8205,2642.8,2743.81,284,1420000,-17769.431640625,315.5661,284
145.3703,2828.22,4230.84,285,1425000,-17901.896484375,314.4864,285
155.3828,3476.63,3476.43,286,1430000,-18196.15234375,316.2134,286
209.3445,2946.3,3053.55,287,1435000,-17815.822265625,333.0307,287
210.8473,2544.28,2428.42,288,1440000,-17768.853515625,342.9055,288
213.351,3967.5,2877.64,289,1445000,-17958.279296875,346.4657,289
274.356,516.02,1255.58,290,1450000,-16999.380859375,402.8119,290
243.5485,3158.09,1468.05,291,1455000,-18017.7578125,374.8067,291
339.9577,2711.57,2655.65,292,1460000,-18369.78515625,346.6964,292
433.7581,1715.3,1206.93,293,1465000,-18627.759765625,391.2715,293
355.548,1180.35,987.95,294,1470000,-18573.60546875,371.7123,294
355.5531,1184.27,1085.38,295,1475000,-18471.3359375,396.461,295
363.1455,2156.09,1477.79,296,1480000,-18745.6875,390.2541,296
402.3387,1465.01,1088.15,297,1485000,-19027.294921875,403.8937,297
507.4847,1071.14,1045.0,298,1490000,-19112.037109375,408.7644,298
420.964,777.75,636.91,299,1495000,-18999.041015625,411.7419,299
500.1237,259.08,307.19,300,1500000,-19097.833984375,483.4235,300
481.8137,429.04,339.12,301,1505000,-19142.150390625,475.1607,301
457.8345,108.81,112.61,302,1510000,-18881.1875,550.6922,302
1135.4499,63.49,63.61,303,1515000,-19545.58984375,662.3004,303
1472.3841,61.37,59.9,304,1520000,-19567.39453125,751.678,304
1461.3033,61.51,61.31,305,1525000,-19577.65234375,743.754,305
1604.0678,61.66,61.41,306,1530000,-19648.63671875,741.7201,306
2110.797,60.99,60.82,307,1535000,-19640.556640625,749.8787,307
1324.3265,60.46,60.73,308,1540000,-19595.50390625,738.3653,308
1780.353,61.6,61.12,309,1545000,-19679.015625,736.4089,309
1470.7079,62.51,61.5,310,1550000,-19695.697265625,707.6634,310
1489.6905,61.67,60.62,311,1555000,-19732.693359375,700.6041,311
2037.3227,59.48,60.55,312,1560000,-19716.185546875,728.2163,312
1676.7257,63.39,62.63,313,1565000,-19735.728515625,728.8646,313
1237.1501,61.91,60.83,314,1570000,-19751.21875,714.9123,314
2124.1331,62.12,61.74,315,1575000,-19764.744140625,740.3121,315
1717.6312,61.79,63.29,316,1580000,-19773.6484375,646.3056,316
1992.2146,262.94,263.22,317,1585000,-19661.70703125,529.4402,317
1086.751,229.42,231.14,318,1590000,-19790.53125,500.1191,318
1452.4006,72.91,72.92,319,1595000,-19786.560546875,633.8681,319
1594.4335,211.89,203.1,320,1600000,-19737.7578125,535.848,320
1260.1943,437.91,412.1,321,1605000,-18859.306640625,501.5775,321
1491.9052,383.96,392.19,322,1610000,-18954.1875,531.2848,322
1492.0024,344.77,326.98,323,1615000,-18948.74609375,484.4393,323
1535.7639,365.52,362.29,324,1620000,-18681.66796875,476.7572,324
1659.1637,389.06,361.7,325,1625000,-18804.326171875,486.194,325
2094.0443,63.31,62.82,326,1630000,-19831.775390625,723.794,326
2057.024,59.84,59.83,327,1635000,-19837.21484375,737.6442,327
2284.1545,57.52,57.58,328,1640000,-19825.52734375,740.5608,328
2495.4044,59.25,59.47,329,1645000,-19851.50390625,750.0054,329
2333.5207,58.73,58.98,330,1650000,-19833.62109375,743.1108,330
2773.0989,58.12,57.94,331,1655000,-19803.921875,736.024,331
2586.3525,57.74,57.74,332,1660000,-19824.73828125,747.5982,332
2961.5282,57.87,57.99,333,1665000,-19815.2890625,747.3023,333
1252.2516,58.13,57.96,334,1670000,-19815.990234375,752.0374,334
3076.1988,58.2,58.25,335,1675000,-19851.146484375,757.1458,335
2333.6348,56.94,57.04,336,1680000,-19826.51171875,742.1395,336
1531.6779,57.41,57.18,337,1685000,-19846.0390625,753.8437,337
2924.4575,57.28,57.83,338,1690000,-19872.703125,750.3893,338
3037.0538,57.72,57.81,339,1695000,-19865.35546875,755.0761,339
2910.826,57.31,57.54,340,1700000,-19902.2734375,751.8082,340
2523.8462,57.16,57.16,341,1705000,-19900.955078125,759.8842,341
2914.1713,57.37,57.31,342,1710000,-19893.14453125,755.2412,342
2941.1802,57.4,57.66,343,1715000,-19900.904296875,758.6312,343
2355.1482,57.93,57.99,344,1720000,-19890.884765625,745.8378,344
2658.5412,57.88,57.78,345,1725000,-19891.14453125,755.119,345
3015.2401,58.26,58.08,346,1730000,-19900.255859375,752.48,346
1766.6765,57.99,58.02,347,1735000,-19832.19140625,750.5245,347
1330.0895,57.87,57.83,348,1740000,-19855.7265625,769.156,348
786.1336,57.87,57.76,349,1745000,-19903.783203125,764.9218,349
804.0401,58.4,58.56,350,1750000,-19916.236328125,797.3955,350
680.1083,58.32,58.28,351,1755000,-19802.376953125,774.3053,351
514.4679,58.76,58.35,352,1760000,-19646.740234375,724.6759,352
1071.2948,58.86,58.82,353,1765000,-19904.380859375,751.2178,353
3091.2808,58.67,59.04,354,1770000,-19798.66015625,753.317,354
523.4864,58.97,58.94,355,1775000,-19776.642578125,730.0776,355
534.0248,62.13,62.02,356,1780000,-19756.66796875,735.4558,356
615.4367,59.45,59.44,357,1785000,-19848.279296875,755.1876,357
866.0662,60.26,60.24,358,1790000,-19732.755859375,724.1524,358
592.2846,58.89,58.95,359,1795000,-19764.423828125,722.4773,359
650.3696,58.58,58.59,360,1800000,-19896.00390625,744.2527,360
885.9185,58.54,58.55,361,1805000,-19889.580078125,789.6229,361
2529.1315,57.68,57.33,362,1810000,-19939.080078125,814.0951,362
732.0887,59.92,60.08,363,1815000,-19902.0,737.0873,363
1092.854,60.11,60.11,364,1820000,-19913.322265625,743.2183,364
1164.9182,60.94,60.79,365,1825000,-19938.984375,825.7023,365
780.0599,60.9,60.84,366,1830000,-19930.86328125,759.7199,366
756.1603,61.22,61.3,367,1835000,-18743.025390625,747.9342,367
1087.9875,60.96,60.92,368,1840000,-19888.447265625,754.255,368
799.8035,60.86,60.97,369,1845000,-19828.09375,724.3531,369
1490.3057,61.47,61.43,370,1850000,-19917.640625,765.8518,370
744.9204,61.09,61.37,371,1855000,-19802.90234375,759.4891,371
1713.2006,61.33,61.35,372,1860000,-19935.41015625,772.3446,372
1049.4466,60.86,60.82,373,1865000,-19817.322265625,750.0845,373
1805.5744,61.05,61.06,374,1870000,-19924.255859375,761.1348,374
1578.1782,60.48,60.59,375,1875000,-18041.453125,763.51,375
4205.676,58.51,58.54,376,1880000,-19844.484375,748.1674,376
570.6755,59.07,58.79,377,1885000,-19114.533203125,680.4131,377
2642.9329,59.38,59.14,378,1890000,-19325.359375,659.3623,378
901.1271,56.94,56.95,379,1895000,-19044.169921875,691.6888,379
1994.6667,60.43,60.84,380,1900000,-19725.048828125,675.5927,380
1155.0032,60.73,60.61,381,1905000,-19773.853515625,723.0955,381
1230.1752,60.63,60.65,382,1910000,-19919.697265625,749.9353,382
2284.3003,60.69,60.7,383,1915000,-19694.154296875,707.4732,383
687.7246,60.88,60.82,384,1920000,-19216.76171875,667.0209,384
729.5918,60.96,60.92,385,1925000,-19047.919921875,703.7874,385
2859.4427,60.33,60.37,386,1930000,-19928.22265625,784.622,386
2632.448,61.03,60.93,387,1935000,-19731.56640625,723.6398,387
2219.4759,60.25,60.26,388,1940000,-19527.978515625,646.4127,388
1848.7434,61.05,61.05,389,1945000,-19417.541015625,691.2324,389
2018.7239,60.63,60.64,390,1950000,-19877.859375,829.8932,390
2103.4884,60.66,60.66,391,1955000,-19915.638671875,716.3271,391
2460.5157,60.97,60.85,392,1960000,-19921.119140625,797.9549,392
665.7795,61.23,61.23,393,1965000,-18824.060546875,670.4875,393
1017.4079,59.73,60.29,394,1970000,-19363.083984375,690.1862,394
