Running Forward KL,Running Env Steps,Real Sto Return,Running Reverse KL,Reward Loss,Itration,Running Update Time,Real Det Return
156.5694,545000,1793.15,14.8461,-20714.53125,109,109,2191.71
156.687,550000,1878.19,15.478,-21073.40625,110,110,2206.43
156.6209,555000,1842.69,15.2029,-21228.63671875,111,111,2206.56
156.753,560000,1831.81,15.3703,-21731.990234375,112,112,2082.2
156.7945,565000,1866.1,15.5602,-21756.296875,113,113,2224.57
156.6599,570000,1862.96,15.2265,-22053.505859375,114,114,2213.38
156.7504,575000,1802.39,15.2445,-22364.505859375,115,115,2083.82
156.7894,580000,1837.12,15.2221,-22576.279296875,116,116,2194.51
156.6791,585000,1878.11,15.5317,-22809.0546875,117,117,2212.17
156.7172,590000,1854.02,15.4176,-22975.771484375,118,118,2214.88
156.8547,595000,1839.53,15.4313,-23314.248046875,119,119,2136.94
156.5298,600000,1812.66,15.3497,-23290.642578125,120,120,2115.09
156.7166,605000,1836.32,15.1867,-23419.357421875,121,121,2167.18
156.8017,610000,1892.37,15.5863,-23657.611328125,122,122,2228.36
156.6591,615000,1856.06,15.3285,-23960.8828125,123,123,2185.67
156.6585,620000,1866.85,15.3763,-24112.703125,124,124,2233.61
156.6564,625000,1886.16,15.4522,-24241.224609375,125,125,2192.21
156.6531,630000,1887.7,15.2718,-24387.265625,126,126,2230.5
156.7326,635000,1858.38,15.4353,-24738.20703125,127,127,2199.34
156.7078,640000,1874.75,15.255,-24791.203125,128,128,2212.59
156.626,645000,1854.03,15.3309,-25049.318359375,129,129,2173.77
156.5942,650000,1856.81,15.0543,-25164.552734375,130,130,2231.88
156.5547,655000,1868.49,15.6053,-25489.748046875,131,131,2209.5
156.6334,660000,1858.45,15.175,-25752.115234375,132,132,2244.46
156.4911,665000,1893.91,15.3706,-25933.578125,133,133,2259.64
156.5288,670000,1867.04,15.0537,-25914.900390625,134,134,2209.23
156.6148,675000,1858.07,15.32,-26164.6171875,135,135,2187.5
156.4943,680000,1880.29,15.3802,-26618.650390625,136,136,2198.23
156.4612,685000,1872.17,15.2162,-26526.337890625,137,137,2201.47
156.5285,690000,1891.8,15.1631,-26809.6484375,138,138,2235.85
156.5377,695000,1895.01,15.109,-26910.755859375,139,139,2214.39
156.6331,700000,1916.01,15.3479,-27292.9296875,140,140,2279.46
156.657,705000,1888.5,15.5695,-27630.607421875,141,141,2236.08
156.5349,710000,1885.45,14.9579,-27653.5703125,142,142,2240.66
156.5374,715000,1885.39,15.3052,-28072.54296875,143,143,2227.38
156.5431,720000,1893.25,15.3588,-28153.5859375,144,144,2248.68
156.6266,725000,1851.35,15.2723,-28262.72265625,145,145,2182.33
156.6841,730000,1897.53,15.4828,-28701.486328125,146,146,2265.88
156.6915,735000,1899.14,15.3926,-28843.3125,147,147,2231.56
156.5544,740000,1888.63,15.0639,-29005.775390625,148,148,2240.31
156.5699,745000,1865.73,15.0373,-29140.275390625,149,149,2215.32
156.5735,750000,1892.92,15.2864,-29526.02734375,150,150,2252.56
156.6255,755000,1895.08,15.2147,-29676.771484375,151,151,2228.69
156.6346,760000,1838.45,15.1536,-29994.37109375,152,152,2207.8
156.7279,765000,1837.86,15.1684,-30235.75390625,153,153,2222.17
156.687,770000,1905.02,15.1578,-30318.314453125,154,154,2199.12
156.6287,775000,1910.73,15.4823,-30732.95703125,155,155,2232.66
156.5503,780000,1904.05,15.4308,-30694.404296875,156,156,2248.05
156.5995,785000,1839.55,15.1067,-31022.591796875,157,157,2145.8
156.6429,790000,1915.27,15.3187,-31326.66796875,158,158,2246.0
156.7102,795000,1914.6,15.6787,-31761.892578125,159,159,2272.89
156.8149,800000,1813.2,15.2047,-32030.033203125,160,160,2235.67
156.7866,805000,1860.59,15.2153,-31975.619140625,161,161,2168.61
156.6904,810000,1899.27,15.6045,-32199.810546875,162,162,2261.04
156.5255,815000,1890.98,15.0048,-32289.033203125,163,163,2192.43
156.564,820000,1882.72,15.0869,-32614.423828125,164,164,2205.77
156.6136,825000,1908.68,15.5053,-32863.4765625,165,165,2238.7
156.6283,830000,1901.94,15.2694,-33023.8125,166,166,2271.47
156.6046,835000,1897.71,15.1098,-33297.046875,167,167,2266.9
156.5478,840000,1900.94,15.1285,-33438.3671875,168,168,2246.5
156.6783,845000,1908.25,15.0593,-33813.828125,169,169,2270.87
156.4605,850000,1859.0,14.9749,-33980.7421875,170,170,2255.6
156.5173,855000,1879.49,15.0977,-34350.03515625,171,171,2252.84
156.5466,860000,1882.76,15.35,-34419.296875,172,172,2250.73
156.5905,865000,1882.99,15.272,-34781.03125,173,173,2242.03
156.6607,870000,1867.34,15.2515,-34887.06640625,174,174,2207.87
156.5682,875000,1890.75,15.1194,-35270.765625,175,175,2242.98
156.625,880000,1921.79,15.2627,-35552.3671875,176,176,2293.45
156.7133,885000,1863.79,15.3396,-35754.515625,177,177,2247.1
156.5883,890000,1917.14,15.2403,-35868.02734375,178,178,2271.92
156.5484,895000,1930.57,15.123,-36178.28125,179,179,2277.74
156.4692,900000,1936.01,15.4707,-36402.09375,180,180,2311.89
156.5915,905000,1936.4,15.3197,-36829.234375,181,181,2281.89
156.57,910000,1886.49,15.2268,-36928.99609375,182,182,2253.97
156.7639,915000,1873.16,15.2061,-37386.8359375,183,183,2253.43
156.7898,920000,1894.4,15.0657,-37408.5,184,184,2227.84
156.5272,925000,1906.38,15.0521,-37761.16796875,185,185,2271.3
156.5186,930000,1919.67,15.0784,-37887.83203125,186,186,2278.0
156.6668,935000,1896.13,14.8755,-38332.3671875,187,187,2220.69
156.7215,940000,1919.92,15.2933,-38624.875,188,188,2288.5
156.5892,945000,1922.76,15.2973,-38666.796875,189,189,2249.4
156.4572,950000,1905.77,15.2513,-39001.9609375,190,190,2239.48
156.512,955000,1947.73,15.5237,-39260.265625,191,191,2279.52
156.5113,960000,1901.23,15.3291,-39518.3359375,192,192,2270.02
156.5125,965000,1931.8,15.1766,-39583.29296875,193,193,2277.68
156.558,970000,1899.84,15.2015,-40017.80078125,194,194,2261.24
156.5508,975000,1966.35,15.3825,-39867.390625,195,195,2283.04
156.7231,980000,1915.72,15.2162,-40245.00390625,196,196,2271.72
156.3668,985000,1908.1,15.0829,-40443.2109375,197,197,2245.58
156.6116,990000,1920.32,15.2414,-40490.89453125,198,198,2279.34
156.5072,995000,1934.88,15.0689,-40883.26171875,199,199,2317.4
156.5771,1000000,1898.57,15.0437,-40962.53515625,200,200,2241.12
156.533,1005000,1908.87,14.9778,-41136.4140625,201,201,2277.38
156.6256,1010000,1913.78,15.0955,-41393.53515625,202,202,2266.13
156.593,1015000,1891.07,14.8769,-41498.640625,203,203,2263.63
156.4371,1020000,1909.27,15.0382,-41659.171875,204,204,2271.46
156.6007,1025000,1900.78,14.9909,-41964.43359375,205,205,2273.72
156.5264,1030000,1912.72,14.8942,-41910.48046875,206,206,2255.69
156.2969,1035000,1911.05,14.9164,-42141.5546875,207,207,2271.6
156.5387,1040000,1892.27,15.0381,-42466.02734375,208,208,2250.32
156.5436,1045000,1914.87,15.1013,-42619.84765625,209,209,2273.89
156.5167,1050000,1909.76,15.0827,-42777.9921875,210,210,2271.53
156.5128,1055000,1913.06,14.9032,-42966.8359375,211,211,2265.63
156.5297,1060000,1903.36,15.0398,-42994.2578125,212,212,2262.12
156.6196,1065000,1921.77,15.0511,-43240.57421875,213,213,2276.78
156.539,1070000,1889.01,14.9365,-43318.7421875,214,214,2260.98
156.6851,1075000,1907.08,15.0475,-43559.87109375,215,215,2272.43
156.5968,1080000,1929.62,15.1804,-43751.3671875,216,216,2279.56
156.5879,1085000,1928.98,15.2451,-43868.03515625,217,217,2277.03
156.5414,1090000,1952.44,15.094,-43892.01171875,218,218,2310.67
156.6401,1095000,1914.52,15.0406,-44124.0,219,219,2280.95
156.6316,1100000,1917.28,15.2514,-44252.8671875,220,220,2282.16
156.6004,1105000,1922.33,15.1581,-44427.40625,221,221,2285.27
156.4539,1110000,1910.46,15.1987,-44562.48046875,222,222,2278.62
156.6278,1115000,1952.79,15.1169,-44641.609375,223,223,2298.85
156.521,1120000,1917.76,15.0796,-44806.49609375,224,224,2272.92
156.4437,1125000,1948.17,15.0712,-44811.31640625,225,225,2309.72
156.5575,1130000,1927.18,15.0414,-45096.15234375,226,226,2296.24
156.6668,1135000,1942.45,15.2808,-45275.4140625,227,227,2296.62
156.6238,1140000,1927.94,15.2252,-45329.6171875,228,228,2296.03
156.5828,1145000,1932.07,15.0979,-45494.23046875,229,229,2266.76
156.5621,1150000,1927.31,15.2605,-45589.5078125,230,230,2278.48
156.5883,1155000,1928.27,15.23,-45662.9453125,231,231,2292.14
156.481,1160000,1949.36,15.1578,-45774.5625,232,232,2302.86
156.5683,1165000,1944.04,15.2424,-46015.98828125,233,233,2302.12
156.5342,1170000,1949.54,15.2019,-46170.76171875,234,234,2290.49
156.7292,1175000,1934.82,15.151,-46176.9765625,235,235,2311.89
156.5189,1180000,1937.05,15.2804,-46366.31640625,236,236,2319.67
156.664,1185000,1923.42,15.2212,-46513.77734375,237,237,2286.11
156.6018,1190000,1939.56,15.2423,-46496.390625,238,238,2308.22
156.7006,1195000,1950.45,15.3443,-46851.37109375,239,239,2304.77
156.5476,1200000,1940.26,15.0922,-46876.42578125,240,240,2293.9
156.6346,1205000,1940.91,15.1412,-46910.17578125,241,241,2295.18
156.6039,1210000,1946.25,15.2634,-47185.75390625,242,242,2303.52
156.477,1215000,1935.88,15.1453,-47296.56640625,243,243,2303.36
156.7144,1220000,1926.74,15.3859,-47443.0078125,244,244,2269.69
156.6244,1225000,1917.77,15.2459,-47449.6875,245,245,2266.99
156.6317,1230000,1930.48,15.428,-47824.5078125,246,246,2308.56
156.713,1235000,1946.39,15.4011,-47907.4921875,247,247,2326.32
156.6369,1240000,1935.45,15.3135,-47845.17578125,248,248,2280.14
156.5421,1245000,1922.89,15.2597,-48195.1484375,249,249,2297.47
156.5129,1250000,1932.27,15.2427,-48105.0546875,250,250,2243.3
156.5336,1255000,1942.8,15.3772,-48369.89453125,251,251,2295.95
156.5678,1260000,1960.6,15.4511,-48571.76171875,252,252,2322.82
156.6053,1265000,1963.29,15.2711,-48758.50390625,253,253,2309.15
156.5089,1270000,1942.48,15.3684,-48741.015625,254,254,2304.39
156.4421,1275000,1952.86,15.4565,-48836.984375,255,255,2325.89
156.565,1280000,1946.37,15.3062,-49011.05859375,256,256,2321.96
156.5861,1285000,1955.01,15.4424,-49242.8359375,257,257,2305.29
156.5235,1290000,1958.48,15.4734,-49257.1796875,258,258,2310.89
156.5758,1295000,1967.32,15.5821,-49542.7109375,259,259,2327.08
156.4391,1300000,1958.13,15.4051,-49649.48828125,260,260,2302.5
156.531,1305000,1946.35,15.5274,-49794.67578125,261,261,2305.82
156.4567,1310000,1958.47,15.2818,-49767.1875,262,262,2305.96
156.5644,1315000,1971.04,15.5608,-49930.28515625,263,263,2338.36
156.7313,1320000,1930.61,15.3942,-49992.10546875,264,264,2298.53
156.5164,1325000,1949.84,15.3383,-50120.36328125,265,265,2331.16
156.5847,1330000,1975.05,15.5162,-50363.56640625,266,266,2325.22
156.5522,1335000,1969.97,15.5162,-50250.13671875,267,267,2315.2
156.5086,1340000,1974.47,15.4776,-50568.72265625,268,268,2322.22
156.5623,1345000,1968.39,15.4528,-50432.375,269,269,2325.59
156.624,1350000,1960.36,15.5744,-50695.04296875,270,270,2306.28
156.6293,1355000,1965.47,15.4986,-50834.58984375,271,271,2316.57
156.4681,1360000,1951.9,15.3543,-50813.1953125,272,272,2310.43
156.607,1365000,1958.82,15.3994,-51051.390625,273,273,2326.16
156.5134,1370000,1956.6,15.2581,-51039.5859375,274,274,2316.98
156.5347,1375000,1947.31,15.2765,-51147.375,275,275,2291.74
156.5164,1380000,1957.86,15.4267,-51445.359375,276,276,2317.33
156.5111,1385000,1959.04,15.3326,-51588.54296875,277,277,2309.35
156.449,1390000,1959.0,15.2622,-51649.70703125,278,278,2320.82
156.4891,1395000,1979.37,15.5369,-51769.6015625,279,279,2341.51
156.4519,1400000,1951.13,15.1923,-51723.25390625,280,280,2302.55
156.4594,1405000,1941.95,15.3011,-52004.0390625,281,281,2310.34
156.569,1410000,1942.34,15.324,-51913.10546875,282,282,2288.95
156.376,1415000,1958.23,15.4143,-52287.13671875,283,283,2301.37
156.6176,1420000,1953.75,15.2781,-52244.5546875,284,284,2319.83
156.5719,1425000,1960.32,15.3655,-52402.328125,285,285,2308.14
156.4403,1430000,1961.73,15.3858,-52561.4765625,286,286,2283.73
156.4656,1435000,1946.86,15.316,-52668.36328125,287,287,2328.25
156.5157,1440000,1937.29,15.3157,-52716.39453125,288,288,2303.55
156.3732,1445000,1945.93,15.3436,-52874.45703125,289,289,2296.8
156.6228,1450000,1941.21,15.3679,-53061.51953125,290,290,2299.03
156.579,1455000,1923.81,15.3889,-53131.93359375,291,291,2292.32
156.5841,1460000,1949.43,15.4195,-53129.9765625,292,292,2305.03
156.5321,1465000,1974.59,15.3565,-53256.43359375,293,293,2296.23
156.447,1470000,1969.35,15.6517,-53462.5703125,294,294,2305.87
156.3802,1475000,1957.08,15.2616,-53473.0703125,295,295,2289.01
156.4422,1480000,1947.66,15.308,-53441.1953125,296,296,2288.44
156.5943,1485000,1947.1,15.4118,-53721.94921875,297,297,2286.21
156.5312,1490000,1960.0,15.5795,-53859.80859375,298,298,2313.08
156.4446,1495000,1957.09,15.3475,-53726.875,299,299,2293.18
156.3609,1500000,1962.73,15.2561,-53911.515625,300,300,2300.43
156.3522,1505000,1977.02,15.3538,-54177.0859375,301,301,2325.88
156.5754,1510000,1940.73,15.3491,-54156.83203125,302,302,2294.48
156.4703,1515000,1937.2,15.334,-54066.0546875,303,303,2285.53
156.3212,1520000,1969.03,15.3052,-54560.3515625,304,304,2333.15
156.5698,1525000,1966.89,15.3675,-54397.453125,305,305,2313.76
156.4714,1530000,1951.12,15.2352,-54473.515625,306,306,2282.98
156.4658,1535000,1966.3,15.2809,-54744.109375,307,307,2311.21
156.5415,1540000,1966.44,15.1794,-54899.328125,308,308,2324.4
156.4725,1545000,1957.69,15.3102,-54981.4609375,309,309,2314.34
156.5853,1550000,1946.29,15.2645,-54918.96484375,310,310,2295.78
156.5279,1555000,1939.21,15.1815,-55084.640625,311,311,2288.09
156.559,1560000,1953.72,15.1337,-55373.6640625,312,312,2312.88
156.4512,1565000,1947.35,15.1367,-55130.109375,313,313,2309.26
156.5022,1570000,1927.37,15.3139,-55260.62109375,314,314,2271.91
156.6171,1575000,1928.03,15.1171,-55339.72265625,315,315,2285.0
156.4827,1580000,1941.37,15.0999,-55506.40625,316,316,2286.5
156.4653,1585000,1952.53,15.1322,-55633.8359375,317,317,2303.7
156.512,1590000,1964.45,15.3757,-55869.296875,318,318,2326.11
156.499,1595000,1936.8,15.1096,-55747.04296875,319,319,2286.01
156.4518,1600000,1941.44,15.1547,-55938.8984375,320,320,2292.18
156.4816,1605000,1949.21,15.1529,-55954.6875,321,321,2275.28
156.4865,1610000,1938.03,15.1829,-55829.53515625,322,322,2261.08
156.4979,1615000,1941.4,15.1029,-56119.1875,323,323,2278.34
156.4852,1620000,1951.12,15.1842,-56332.3984375,324,324,2319.79
156.6067,1625000,1937.15,15.2092,-56448.70703125,325,325,2290.39
156.4057,1630000,1923.39,14.941,-56383.42578125,326,326,2262.99
156.6305,1635000,1931.61,15.1477,-56543.90625,327,327,2277.47
156.4424,1640000,1955.79,15.1272,-56666.640625,328,328,2311.51
156.4779,1645000,1938.59,15.1218,-56708.20703125,329,329,2284.49
156.5535,1650000,1962.27,15.0937,-56996.1328125,330,330,2298.5
156.5382,1655000,1940.5,15.1407,-57102.6953125,331,331,2289.55
156.4405,1660000,1945.48,15.0689,-56960.45703125,332,332,2287.13
156.563,1665000,1932.15,15.1165,-57049.42578125,333,333,2284.15
156.6086,1670000,1933.58,14.8749,-57160.33984375,334,334,2290.17
156.5304,1675000,1958.67,15.0464,-57244.91015625,335,335,2306.87
156.5678,1680000,1968.74,15.3499,-57472.19140625,336,336,2325.26
156.6152,1685000,1971.93,15.2385,-57720.0078125,337,337,2320.39
156.614,1690000,1937.37,15.0029,-57441.140625,338,338,2274.42
156.4516,1695000,1957.47,15.0399,-57608.92578125,339,339,2298.2
156.6152,1700000,1954.15,15.2526,-57774.2578125,340,340,2289.15
156.5815,1705000,1943.63,14.9537,-57840.5625,341,341,2312.89
156.49,1710000,1946.22,14.9291,-57932.01171875,342,342,2294.04
156.5965,1715000,1962.69,15.1518,-58169.01171875,343,343,2317.98
156.6056,1720000,1956.15,14.997,-58063.8828125,344,344,2307.81
156.5953,1725000,1949.53,14.9523,-58155.36328125,345,345,2284.63
156.4708,1730000,1962.53,15.0428,-58532.5625,346,346,2315.19
156.5082,1735000,1955.75,14.9408,-58297.640625,347,347,2303.57
156.6469,1740000,1966.56,15.2569,-58596.16015625,348,348,2303.23
156.4699,1745000,1948.84,15.1665,-58755.51953125,349,349,2292.37
156.4526,1750000,1946.63,14.9242,-58791.23046875,350,350,2299.98
156.5999,1755000,1964.86,15.0264,-58979.83203125,351,351,2293.98
156.3509,1760000,1961.02,15.1679,-59172.18359375,352,352,2309.55
156.5441,1765000,1942.25,14.9627,-59129.52734375,353,353,2302.7
156.3862,1770000,1958.41,15.0368,-58929.58984375,354,354,2295.28
156.4233,1775000,1957.78,14.8655,-59035.83984375,355,355,2290.56
156.4766,1780000,1957.26,14.8269,-59514.45703125,356,356,2313.92
156.4542,1785000,1962.98,15.0074,-59563.88671875,357,357,2317.41
156.4052,1790000,1956.67,15.0834,-59477.734375,358,358,2306.46
156.4161,1795000,1954.97,15.1646,-59612.265625,359,359,2296.86
156.5295,1800000,1944.86,15.1596,-59642.12109375,360,360,2290.74
156.4281,1805000,1976.8,15.0088,-59642.87890625,361,361,2289.32
156.4732,1810000,1965.34,15.029,-60047.765625,362,362,2312.78
156.4303,1815000,1961.57,14.9679,-59978.4765625,363,363,2297.24
156.6,1820000,1952.17,15.0406,-59988.07421875,364,364,2294.79
156.3833,1825000,1955.14,15.0909,-60366.953125,365,365,2299.17
156.4224,1830000,1961.94,15.089,-60388.16015625,366,366,2319.99
156.4474,1835000,1992.09,15.1903,-60772.06640625,367,367,2308.73
156.5095,1840000,1973.72,15.1312,-60604.2734375,368,368,2313.91
156.6339,1845000,1956.65,15.1347,-60750.375,369,369,2286.94
156.4742,1850000,1971.19,15.0528,-60780.3984375,370,370,2316.01
156.402,1855000,1958.4,14.9108,-60840.8359375,371,371,2298.13
156.5052,1860000,1954.71,14.9214,-61155.796875,372,372,2316.55
156.429,1865000,1949.92,14.8141,-60999.38671875,373,373,2292.44
156.466,1870000,1943.71,15.0902,-61218.6328125,374,374,2320.51
156.4181,1875000,1973.25,14.9716,-61369.2578125,375,375,2321.58
156.4865,1880000,1965.17,15.1427,-61745.11328125,376,376,2326.17
156.5245,1885000,1967.41,15.0457,-61648.26953125,377,377,2337.6
156.567,1890000,1948.72,15.0819,-61644.38671875,378,378,2300.09
156.3737,1895000,1958.33,15.146,-61979.02734375,379,379,2343.27
156.4612,1900000,1968.43,14.9419,-61881.48046875,380,380,2325.71
156.4732,1905000,1969.76,14.9884,-61900.27734375,381,381,2293.85
156.4697,1910000,1958.63,14.9912,-62239.74609375,382,382,2313.36
156.5513,1915000,1976.15,15.1403,-62212.3046875,383,383,2316.88
156.3513,1920000,1964.66,15.0302,-62642.85546875,384,384,2320.67
156.4496,1925000,1980.12,15.0425,-62408.83203125,385,385,2347.24
156.4999,1930000,1965.5,14.9695,-62611.18359375,386,386,2304.54
156.3763,1935000,1966.5,14.8723,-62737.15625,387,387,2329.03
156.4132,1940000,1985.66,15.0967,-62769.77734375,388,388,2327.23
156.4468,1945000,1965.95,15.0135,-63058.17578125,389,389,2342.89
156.4499,1950000,1964.16,14.8951,-62969.87109375,390,390,2310.42
156.4558,1955000,1963.13,15.045,-63325.078125,391,391,2317.24
156.4518,1960000,1984.57,15.1058,-63334.05859375,392,392,2323.21
156.4455,1965000,1966.9,15.1134,-63409.90625,393,393,2327.14
