Reward Loss,Running Reverse KL,Real Sto Return,Running Forward KL,Itration,Running Update Time,Running Env Steps,Real Det Return
-66244.9609375,74.0466,5143.69,75.705,392,392,1960000,5959.85
-71179.234375,80.778,5446.83,82.9839,393,393,1965000,5976.98
-70762.109375,83.105,5158.71,84.9178,394,394,1970000,5806.65
-71496.0,80.4929,5234.41,83.303,395,395,1975000,6234.55
-66988.3515625,71.2901,5193.75,73.8735,396,396,1980000,6015.76
-68053.7578125,75.2361,5551.19,76.5219,397,397,1985000,6235.5
-68953.921875,75.1656,4917.38,76.4663,398,398,1990000,5187.84
-70542.4140625,77.3692,5864.12,78.0373,399,399,1995000,6014.48
-72272.1171875,82.946,5880.12,84.8917,400,400,2000000,6330.43
-72943.1796875,86.9564,5451.94,83.8264,401,401,2005000,5689.68
-72564.7421875,82.0174,5516.23,84.2478,402,402,2010000,5581.23
-67313.3671875,75.3971,5227.77,75.2307,403,403,2015000,6272.4
-73268.21875,80.9952,5471.9,84.5465,404,404,2020000,6243.13
-73112.1484375,84.192,5812.19,84.859,405,405,2025000,6319.75
-69795.6640625,76.5692,4380.64,78.004,406,406,2030000,6285.11
-69479.796875,79.1204,5738.68,77.0956,407,407,2035000,5875.64
-73174.109375,80.8944,5156.69,83.4954,408,408,2040000,5649.41
-73415.90625,85.7134,5287.05,85.4119,409,409,2045000,5550.44
-74243.109375,85.5029,5525.48,83.7922,410,410,2050000,6252.41
-73600.203125,86.455,5549.95,85.2802,411,411,2055000,6271.36
-73623.90625,84.8866,5526.85,84.1239,412,412,2060000,5964.38
-74322.2734375,87.5384,5609.39,84.6776,413,413,2065000,6320.88
-72600.15625,81.0796,5375.92,80.0281,414,414,2070000,5871.3
-74475.6171875,84.4542,5374.82,83.5015,415,415,2075000,6256.8
-74494.296875,82.9781,5526.91,81.8178,416,416,2080000,5931.64
-74151.59375,85.1745,5723.26,83.5035,417,417,2085000,5644.52
-74336.703125,81.6218,5498.85,81.4535,418,418,2090000,6338.69
-67814.953125,72.8819,5528.29,75.8306,419,419,2095000,6044.06
-75108.265625,84.3504,5546.57,84.1761,420,420,2100000,6186.4
-70842.75,77.0777,5679.98,77.4886,421,421,2105000,5889.4
-74695.7421875,87.1122,5674.07,84.4795,422,422,2110000,6286.1
-75009.7578125,82.3725,4399.15,83.8002,423,423,2115000,6265.34
-70575.0859375,78.0058,5748.52,75.9011,424,424,2120000,6243.58
-74255.03125,86.4463,5726.12,84.3563,425,425,2125000,6291.3
-74891.703125,83.9619,4415.12,80.8984,426,426,2130000,5858.27
-75412.9140625,87.6136,4967.67,83.3187,427,427,2135000,6330.51
-72997.5703125,82.0846,5726.69,80.1773,428,428,2140000,6020.46
-75783.734375,87.889,5518.26,84.4534,429,429,2145000,6271.61
-71043.390625,80.1789,5887.81,79.0827,430,430,2150000,5905.95
-73241.890625,81.5913,5804.41,78.3691,431,431,2155000,6270.7
-76219.359375,87.5833,5826.22,84.8818,432,432,2160000,6090.77
-74224.9765625,82.517,5214.92,80.3218,433,433,2165000,6189.13
-74343.7421875,84.8518,5684.16,79.6803,434,434,2170000,6232.32
-75975.6015625,85.652,5828.12,83.1742,435,435,2175000,5762.1
-76207.46875,85.7323,5920.61,84.3922,436,436,2180000,6270.84
-76041.640625,85.0196,5353.47,83.9475,437,437,2185000,5960.93
-69001.8515625,74.2615,4804.48,76.1963,438,438,2190000,6033.33
-76813.09375,86.8294,5742.54,82.8618,439,439,2195000,5931.08
-76877.3125,84.6363,5763.1,82.3104,440,440,2200000,6084.26
-76655.375,83.7961,5554.03,81.6477,441,441,2205000,6311.34
-77511.84375,86.277,5911.31,84.1677,442,442,2210000,6300.88
-76407.3359375,85.0785,5584.87,81.568,443,443,2215000,6247.06
-77338.1875,87.5054,5825.17,84.1165,444,444,2220000,5937.38
-78497.203125,89.3793,5307.01,84.0159,445,445,2225000,6011.57
-77249.8828125,86.6138,4908.92,83.412,446,446,2230000,5458.87
-77864.4453125,87.4335,3772.87,83.2179,447,447,2235000,5543.46
-76821.1015625,83.46,5339.63,80.9622,448,448,2240000,6002.84
-71776.7734375,75.0247,5580.44,76.2509,449,449,2245000,6003.7
-72979.484375,78.1667,5266.17,78.14,450,450,2250000,5891.52
-76943.1953125,83.4517,5147.64,79.3286,451,451,2255000,5775.85
-77529.6484375,83.1148,5427.08,81.7738,452,452,2260000,5885.25
-78482.625,84.0804,5432.68,84.4905,453,453,2265000,5603.17
-75162.1953125,79.6665,5023.42,81.1425,454,454,2270000,5319.15
-75657.078125,80.3824,5130.39,78.2338,455,455,2275000,5917.2
-77189.734375,84.0267,4664.08,80.9324,456,456,2280000,5912.4
-72681.5546875,76.2644,5135.06,76.5581,457,457,2285000,5121.71
-75030.0,79.0197,4520.64,78.0252,458,458,2290000,5373.06
-78376.4765625,85.057,4925.2,83.9702,459,459,2295000,5293.86
-79009.1171875,85.8614,4620.77,83.1831,460,460,2300000,5058.14
-79494.5546875,85.2339,5177.07,83.623,461,461,2305000,5875.63
-68019.359375,69.3271,4463.15,73.1509,462,462,2310000,5882.95
-79528.3203125,86.9993,5443.15,83.2258,463,463,2315000,5621.93
-73814.8046875,77.7582,4574.34,76.4273,464,464,2320000,5550.07
-79397.65625,88.2779,4870.54,83.6612,465,465,2325000,6259.46
-67644.6015625,69.44,5237.14,73.7188,466,466,2330000,5766.17
-79136.09375,86.2111,4684.77,82.3386,467,467,2335000,6207.34
-78601.1796875,82.7409,5250.1,81.7202,468,468,2340000,5757.67
-79742.6796875,87.3299,5384.62,84.4193,469,469,2345000,5915.93
-78379.09375,84.894,5086.42,81.4859,470,470,2350000,5307.57
-75452.328125,88.4827,5341.7,82.1502,471,471,2355000,5919.36
-76473.5546875,102.532,4377.6,80.6209,472,472,2360000,5087.44
-29471.947265625,192.9333,-496.4,90.6099,473,473,2365000,-691.3
-42285.671875,201.1761,-48.88,82.2257,474,474,2370000,96.63
-59483.83984375,123.6444,1449.72,80.3489,475,475,2375000,1620.62
-65123.26953125,232.6063,2888.08,87.1592,476,476,2380000,2863.96
-64666.3984375,115.3603,3238.22,80.3669,477,477,2385000,3655.47
-71366.0390625,115.9444,3173.86,82.7576,478,478,2390000,4785.48
-74591.46875,89.3424,4489.27,84.5375,479,479,2395000,5109.34
-79275.5390625,92.6696,4579.61,87.9751,480,480,2400000,5505.66
-79072.7421875,85.4899,5099.46,84.8226,481,481,2405000,6048.23
-80422.3671875,91.5054,4888.14,85.531,482,482,2410000,5620.89
-79623.4609375,85.6562,4972.28,84.2439,483,483,2415000,5929.18
-80399.265625,86.6058,5404.85,84.8335,484,484,2420000,5730.91
-80855.75,86.9433,4591.78,84.9752,485,485,2425000,5519.4
-77870.3984375,80.3852,5035.39,79.9361,486,486,2430000,5600.51
-79309.078125,84.789,5295.88,81.2516,487,487,2435000,4707.98
-80458.4921875,80.8839,4204.21,83.4545,488,488,2440000,5959.57
-79766.0625,81.1342,5299.33,82.9989,489,489,2445000,6105.85
-77789.921875,80.4113,5404.27,82.8396,490,490,2450000,5766.1
-76755.328125,76.0506,5480.22,80.2754,491,491,2455000,5584.42
-80695.078125,83.0268,5502.06,83.5838,492,492,2460000,5842.32
-78322.3125,76.6082,4925.98,79.902,493,493,2465000,5828.54
-75384.3046875,73.8521,4994.65,78.0055,494,494,2470000,5566.06
-81141.2421875,80.1788,5169.99,81.8285,495,495,2475000,6128.36
-78415.015625,80.3947,5229.32,81.2744,496,496,2480000,6035.42
-78271.453125,79.9568,5099.35,80.852,497,497,2485000,5570.58
-80979.9296875,81.238,5404.61,82.3318,498,498,2490000,6122.95
-82078.0546875,87.7961,5230.94,85.9655,499,499,2495000,6039.73
-82154.3515625,85.5028,5343.17,85.2068,500,500,2500000,5668.5
-82333.40625,83.0159,5405.22,84.7251,501,501,2505000,5619.46
-80057.6171875,85.4243,5337.86,82.1921,502,502,2510000,6004.06
-82901.6640625,90.4294,4999.07,86.2853,503,503,2515000,5655.99
-81367.171875,84.615,4552.55,82.0692,504,504,2520000,4850.79
-77091.046875,86.8727,4945.25,85.5777,505,505,2525000,4948.55
-70394.3828125,122.0792,4523.65,84.2201,506,506,2530000,4811.54
-79019.953125,95.6519,5281.99,85.5753,507,507,2535000,4962.58
-69871.6484375,90.3428,5432.47,79.541,508,508,2540000,5370.11
-76985.296875,98.589,5370.49,82.4168,509,509,2545000,5705.49
-81480.421875,100.219,5388.98,86.4364,510,510,2550000,5526.67
-83509.0859375,104.2296,4953.51,88.5065,511,511,2555000,5179.58
-83831.078125,101.9309,5057.93,89.0444,512,512,2560000,5123.26
-82463.9140625,97.6563,5326.45,86.1694,513,513,2565000,5385.6
-83685.9140625,95.3464,4903.91,87.0181,514,514,2570000,5653.6
-83929.46875,96.0562,5255.96,86.7711,515,515,2575000,5802.82
-83920.765625,96.3329,5455.86,86.2906,516,516,2580000,5734.93
-84320.546875,92.0774,4948.01,86.3387,517,517,2585000,4851.94
-83570.2734375,89.6582,5505.06,85.2686,518,518,2590000,5539.31
-84058.453125,93.0458,5348.94,85.686,519,519,2595000,5272.47
-81547.9375,89.9545,5606.96,81.4338,520,520,2600000,5799.87
-84193.1171875,93.2085,5015.72,86.0873,521,521,2605000,5875.16
-77773.9296875,85.7418,5396.85,78.3958,522,522,2610000,5745.93
-83998.765625,93.2959,5027.41,85.6148,523,523,2615000,5532.5
-84204.6328125,92.0523,5653.08,85.0735,524,524,2620000,5739.7
-80537.328125,131.3699,5280.72,82.3316,525,525,2625000,5866.82
-81251.3984375,86.1664,5117.08,80.3964,526,526,2630000,5807.41
-83691.5859375,86.4994,4436.76,87.1038,527,527,2635000,5626.99
-82620.1328125,84.59,4702.76,86.3421,528,528,2640000,4320.88
-26951.28515625,158.324,-253.99,83.0231,529,529,2645000,-345.56
-29276.255859375,64.45,-170.65,79.0569,530,530,2650000,-364.07
-34235.24609375,63.283,278.07,73.3355,531,531,2655000,295.87
-58618.546875,72.2844,1895.97,80.4946,532,532,2660000,1831.11
-70086.90625,99.2292,3144.15,79.089,533,533,2665000,3296.36
-72213.7890625,82.3956,3173.65,83.8442,534,534,2670000,3560.18
-78940.734375,84.6923,3545.99,86.9497,535,535,2675000,4176.67
-77075.6875,78.48,3417.22,84.9148,536,536,2680000,4015.63
-72464.125,77.8103,3062.92,83.1401,537,537,2685000,3490.63
-73674.8984375,77.4704,2497.79,81.7333,538,538,2690000,3396.23
-72008.3828125,111.2581,3428.22,83.6233,539,539,2695000,4529.62
-75762.390625,77.6955,2800.95,84.8285,540,540,2700000,4079.9
-80018.21875,82.0556,3938.95,87.4225,541,541,2705000,3861.29
-78503.53125,85.2078,4196.54,80.8618,542,542,2710000,5204.97
-69589.8203125,136.7692,3963.08,80.3875,543,543,2715000,3887.66
-77091.90625,113.8519,3489.21,83.0345,544,544,2720000,4747.51
-82771.71875,81.7995,3613.18,84.7442,545,545,2725000,5085.13
-74599.4453125,73.188,3489.75,77.6856,546,546,2730000,3981.91
-81952.046875,78.4088,4409.62,83.1535,547,547,2735000,4252.57
-79028.9140625,104.748,4593.13,82.7294,548,548,2740000,4632.87
-80720.5625,96.6518,4929.53,84.436,549,549,2745000,4332.96
-83633.71875,85.5876,4439.29,86.3657,550,550,2750000,4957.98
-82655.921875,78.3394,3754.17,83.7948,551,551,2755000,4824.93
-81444.8828125,82.8349,4291.63,84.9684,552,552,2760000,4177.26
-79256.75,78.5745,4224.4,79.7009,553,553,2765000,5081.58
-81119.09375,76.4745,4271.42,82.4841,554,554,2770000,5309.44
-82764.0078125,78.23,4861.92,82.9456,555,555,2775000,4738.3
-83209.8984375,81.6908,4426.7,85.0395,556,556,2780000,5451.87
-83698.296875,84.4097,4660.37,86.2113,557,557,2785000,5613.17
-83170.4765625,80.586,4050.52,83.997,558,558,2790000,4710.75
-82901.9453125,79.0432,5046.77,84.1804,559,559,2795000,5705.7
-84488.140625,85.9096,4360.41,85.1044,560,560,2800000,5090.98
-82770.359375,78.3741,4502.3,81.3278,561,561,2805000,4719.63
-80835.234375,93.8833,4751.15,80.4104,562,562,2810000,5290.23
-80364.484375,92.2944,4794.03,82.3571,563,563,2815000,4955.82
-84245.9140625,81.7031,4222.32,83.0811,564,564,2820000,5269.06
-81635.5625,86.4145,4689.79,81.9252,565,565,2825000,4751.11
-80216.0625,87.752,5141.7,78.8593,566,566,2830000,5203.01
-84591.0703125,84.6569,4653.71,85.4069,567,567,2835000,5640.75
-84398.2421875,84.0586,3978.83,84.2867,568,568,2840000,5505.25
-84859.6796875,86.8012,4911.52,86.2431,569,569,2845000,5527.35
-83494.859375,81.4476,4845.32,82.7912,570,570,2850000,5261.2
-84571.4375,84.3508,4294.63,85.2018,571,571,2855000,5357.71
-84787.0078125,86.0941,4508.11,84.8184,572,572,2860000,4842.2
-83055.7578125,88.6099,4264.56,81.7747,573,573,2865000,5409.48
-84021.28125,79.8838,4555.21,83.3332,574,574,2870000,5820.35
-82146.765625,84.3328,5212.17,80.3126,575,575,2875000,5822.44
-85138.5234375,83.2332,4647.14,83.8528,576,576,2880000,5524.88
-82628.40625,80.2248,5473.58,81.3561,577,577,2885000,5779.16
-85263.046875,83.8759,5181.88,84.2322,578,578,2890000,5900.41
-78576.3984375,97.6038,4921.11,80.4021,579,579,2895000,5346.93
-82061.703125,77.7521,4917.44,80.2798,580,580,2900000,5385.03
-82591.0234375,76.8526,5419.12,79.7001,581,581,2905000,5715.0
-80249.90625,86.346,5265.92,78.5182,582,582,2910000,6010.82
-81308.578125,99.1503,4535.89,81.0314,583,583,2915000,5409.23
-81499.6875,110.0335,4789.65,81.68,584,584,2920000,5840.41
-85363.390625,86.7328,5244.31,85.3701,585,585,2925000,5652.82
-85515.78125,85.7867,5473.47,83.7531,586,586,2930000,5086.32
-84779.578125,84.9516,5185.2,84.3584,587,587,2935000,5905.56
-77907.75,104.8341,4823.21,77.4668,588,588,2940000,5907.16
-84184.1796875,82.0909,5260.62,81.2729,589,589,2945000,5581.23
-85696.4609375,85.1767,5029.48,83.9948,590,590,2950000,5907.01
-83242.3828125,88.6533,5263.77,81.8333,591,591,2955000,5972.61
-85181.265625,86.2522,5129.1,85.1273,592,592,2960000,5435.32
-85723.09375,85.4209,5295.22,84.9586,593,593,2965000,5439.39
-84948.28125,84.5404,5084.58,82.8892,594,594,2970000,5668.48
-85532.484375,87.9419,5089.34,85.0568,595,595,2975000,5880.52
-86121.0703125,87.3715,5055.56,85.5647,596,596,2980000,5788.42
-86290.0234375,90.11,5170.46,85.2646,597,597,2985000,5840.43
-85364.9453125,85.1053,5504.16,83.4727,598,598,2990000,5850.35
-86784.6171875,89.8715,4940.96,87.1571,599,599,2995000,5741.96
