Running Env Steps,Real Det Return,Reward Loss,Running Update Time,Running Reverse KL,Real Sto Return,Itration,Running Forward KL
1960000,5587.9,-64772.8984375,392,78.7029,4588.64,392,80.4913
1965000,5320.0,-64762.53125,393,78.7673,4539.36,393,81.6825
1970000,5108.12,-63360.6953125,394,85.7559,4903.61,394,82.0832
1975000,5717.47,-63317.109375,395,78.6158,4701.94,395,79.9453
1980000,4892.77,-64215.82421875,396,78.5252,4064.37,396,79.8569
1985000,5368.28,-63122.86328125,397,81.3191,5063.89,397,79.9822
1990000,5482.45,-64586.19140625,398,78.9083,5387.99,398,80.9574
1995000,5396.42,-63258.5,399,94.4249,4322.07,399,80.3493
2000000,4831.29,-66232.640625,400,81.5296,4368.55,400,80.814
2005000,5437.46,-64677.10546875,401,80.4128,3985.82,401,81.5336
2010000,5097.19,-65298.953125,402,80.4149,4915.78,402,81.5974
2015000,5608.95,-66618.109375,403,82.6059,4988.06,403,82.5892
2020000,5271.0,-65621.25,404,78.6669,4489.93,404,81.2092
2025000,5663.55,-65325.0859375,405,78.8004,5183.01,405,81.8441
2030000,5315.16,-66443.890625,406,78.0896,4582.94,406,80.8635
2035000,5839.39,-63238.17578125,407,76.8045,4313.88,407,79.2744
2040000,4658.62,-66047.0078125,408,76.4632,4289.84,408,80.7362
2045000,5653.24,-64112.140625,409,78.8386,4755.82,409,80.6739
2050000,5299.17,-65799.609375,410,73.3478,5086.62,410,79.2759
2055000,5583.22,-62179.390625,411,84.1174,4481.24,411,78.332
2060000,5555.8,-65219.4765625,412,75.7093,4898.37,412,78.9639
2065000,4536.34,-67396.3984375,413,82.6685,4518.27,413,83.2926
2070000,4981.25,-67573.015625,414,79.5741,4835.72,414,82.1685
2075000,4239.39,-66540.90625,415,77.8179,4397.91,415,80.8519
2080000,5170.77,-66614.078125,416,81.6033,4439.55,416,81.8206
2085000,5661.22,-67140.640625,417,76.7254,4633.93,417,79.9546
2090000,5395.5,-67261.28125,418,79.4783,4647.79,418,81.3341
2095000,5490.28,-67534.6484375,419,77.4521,4944.22,419,80.9404
2100000,5447.14,-67552.78125,420,78.8657,4973.74,420,82.2733
2105000,5803.94,-67226.578125,421,80.8606,4796.49,421,81.3002
2110000,5632.72,-68603.375,422,83.0789,5270.76,422,82.8442
2115000,5812.08,-67883.4921875,423,78.1011,4822.76,423,81.3998
2120000,5261.15,-67996.9921875,424,76.6655,4389.92,424,81.7118
2125000,4620.03,-66975.2421875,425,80.1743,4119.06,425,80.7567
2130000,4301.89,-68132.3671875,426,77.1797,3904.31,426,80.7135
2135000,5550.82,-67323.9453125,427,78.3979,5115.66,427,82.4677
2140000,5480.89,-69695.359375,428,84.3085,4489.03,428,85.6899
2145000,5107.61,-67459.015625,429,85.6175,4619.13,429,81.7668
2150000,4995.45,-69471.03125,430,84.8923,4644.31,430,85.8931
2155000,4546.82,-70191.6328125,431,91.2267,3911.55,431,86.9523
2160000,4667.86,-64926.6171875,432,88.5697,4215.49,432,84.1904
2165000,5192.0,-68651.453125,433,90.063,4841.96,433,86.4287
2170000,4888.08,-69774.5546875,434,86.6995,4739.4,434,86.6871
2175000,4761.08,-69846.0625,435,82.4354,4101.69,435,85.8452
2180000,5412.34,-67622.4453125,436,105.8157,5095.18,436,85.36
2185000,5459.09,-66687.78125,437,98.4317,5171.54,437,84.2536
2190000,4933.4,-71260.28125,438,91.5643,4388.1,438,87.241
2195000,5377.73,-70518.578125,439,82.2408,4829.04,439,84.1749
2200000,4877.84,-71675.8671875,440,93.3054,4521.38,440,86.3855
2205000,5539.43,-72037.3671875,441,87.8089,5204.42,441,85.1473
2210000,4879.99,-63189.80078125,442,77.8699,4411.96,442,77.7469
2215000,863.2,-44341.76171875,443,97.5498,947.04,443,75.1228
2220000,285.81,-38287.40625,444,143.2689,433.84,444,73.8417
2225000,429.15,-43024.5703125,445,204.4761,255.94,445,76.9449
2230000,1559.87,-53937.71875,446,112.3831,974.95,446,76.9945
2235000,1907.21,-61456.9921875,447,103.2445,1625.91,447,77.2093
2240000,3487.41,-66721.4609375,448,73.0917,2315.47,448,78.2581
2245000,4000.13,-67634.4921875,449,70.6263,3807.47,449,77.9873
2250000,3585.53,-68138.2421875,450,73.3391,3196.01,450,80.2075
2255000,4071.4,-68686.6640625,451,73.0868,3490.44,451,81.3259
2260000,5255.82,-69210.7265625,452,74.4155,4342.92,452,81.3021
2265000,4816.91,-70284.9140625,453,76.8907,4310.1,453,82.3642
2270000,5692.07,-68815.828125,454,69.3361,3951.44,454,78.6727
2275000,5322.3,-67380.703125,455,98.4986,4569.36,455,80.9054
2280000,5149.19,-70684.25,456,80.6766,4719.51,456,81.8071
2285000,5683.1,-69762.3671875,457,86.3383,4251.8,457,81.0735
2290000,5294.24,-71527.2734375,458,88.046,4857.3,458,85.9164
2295000,5476.31,-71208.9765625,459,82.4712,4957.46,459,83.8189
2300000,3975.7,-62451.0,460,82.9972,3502.29,460,77.814
2305000,430.97,-42739.94921875,461,72.298,406.97,461,75.9229
2310000,3279.51,-62902.484375,462,114.8346,2697.44,462,82.0011
2315000,4193.76,-67828.1171875,463,144.1891,3472.19,463,85.6972
2320000,3052.01,-70910.7421875,464,85.4594,2773.39,464,83.9587
2325000,2839.68,-72489.109375,465,86.8843,3168.46,465,87.1358
2330000,4309.62,-70532.9296875,466,119.2401,2678.83,466,87.7408
2335000,5175.86,-70397.6484375,467,106.979,4113.14,467,86.5246
2340000,5029.0,-71127.640625,468,82.459,4336.3,468,82.3453
2345000,5394.19,-72374.0078125,469,82.2903,4510.67,469,83.3286
2350000,5195.36,-70897.9921875,470,94.9645,3075.71,470,84.4256
2355000,5347.29,-72141.8046875,471,79.9971,4329.58,471,83.1499
2360000,5304.06,-72831.859375,472,83.5644,4564.53,472,85.2766
2365000,4999.33,-72315.6796875,473,82.0582,3600.43,473,85.437
2370000,5063.96,-71555.421875,474,78.8757,4960.18,474,84.3112
2375000,5142.99,-70181.375,475,78.4847,4358.61,475,83.969
2380000,5182.63,-72439.7421875,476,81.0956,4555.76,476,83.2301
2385000,5575.07,-72543.7734375,477,79.218,5263.46,477,82.7885
2390000,5367.98,-72150.5546875,478,76.8635,4549.57,478,82.1419
2395000,5428.69,-66940.90625,479,108.7135,4584.87,479,82.5018
2400000,5751.09,-72873.7421875,480,77.0772,4546.39,480,82.4089
2405000,5531.25,-69548.3984375,481,103.1686,4780.27,481,81.8535
2410000,5650.34,-73088.96875,482,80.4861,5010.91,482,82.4928
2415000,5586.83,-73855.828125,483,83.3502,4520.03,483,83.2102
2420000,5546.69,-71656.3828125,484,80.5271,4970.49,484,83.1617
2425000,5561.91,-72654.203125,485,80.5662,5011.73,485,79.8794
2430000,5451.12,-72367.5078125,486,90.1428,4953.54,486,80.7464
2435000,12.74,-47646.45703125,487,338.2709,-12.64,487,80.0522
2440000,-803.42,-37019.328125,488,326.4856,-1242.72,488,90.5207
2445000,2053.8,-57601.98828125,489,124.2878,1807.96,489,77.9623
2450000,2761.28,-68646.6953125,490,97.1217,1767.02,490,79.3378
2455000,1296.01,-45531.05078125,491,269.8512,1357.4,491,74.0722
2460000,1888.92,-68071.359375,492,104.9067,1918.98,492,86.8948
2465000,2823.49,-69318.875,493,90.5916,2110.6,493,88.0171
2470000,1778.63,-69517.515625,494,84.2793,1715.9,494,84.9451
2475000,766.7,-63132.71484375,495,118.0261,642.34,495,83.1835
2480000,1026.89,-72227.640625,496,128.2328,1155.67,496,89.0563
2485000,1198.82,-74998.65625,497,96.4624,815.2,497,90.2134
2490000,3550.26,-73254.0859375,498,101.6689,3506.8,498,89.495
2495000,3827.55,-77226.5546875,499,108.5322,3306.5,499,94.256
2500000,4438.97,-76841.9921875,500,99.7241,4050.77,500,89.0029
2505000,3664.7,-77216.046875,501,95.5566,3574.83,501,89.7445
2510000,4533.48,-76665.7578125,502,84.337,4299.39,502,87.295
2515000,4589.3,-74006.234375,503,79.0779,3343.19,503,83.6603
2520000,3744.14,-74019.3984375,504,76.0108,4235.43,504,83.3173
2525000,4174.96,-63785.5859375,505,151.9373,3359.3,505,79.8162
2530000,4191.01,-68968.234375,506,97.8328,3790.86,506,78.3633
2535000,4503.09,-70654.953125,507,97.9841,4093.25,507,81.8698
2540000,4218.89,-69102.546875,508,95.3375,3506.89,508,79.5788
2545000,4004.19,-72154.8203125,509,71.4703,3574.75,509,79.5081
2550000,4654.77,-70220.28125,510,65.43,3738.75,510,76.5787
2555000,4791.24,-71577.1171875,511,69.9656,4040.16,511,80.0232
2560000,4824.63,-72193.4140625,512,68.6055,3700.03,512,78.3533
2565000,4811.86,-65212.453125,513,129.2314,3662.99,513,78.2607
2570000,4969.34,-69791.265625,514,107.266,4615.56,514,82.8118
2575000,4371.94,-70436.984375,515,110.615,3392.1,515,79.3993
2580000,4769.99,-69330.0625,516,77.6184,4285.33,516,80.4055
2585000,4755.04,-72965.3515625,517,71.9447,4011.74,517,78.7711
2590000,4482.87,-71174.5078125,518,74.4203,4767.3,518,80.0045
2595000,5136.23,-67833.7578125,519,94.4599,3561.46,519,79.5107
2600000,4923.84,-74839.96875,520,72.7037,4408.31,520,80.427
2605000,5261.89,-73099.2421875,521,70.2689,4457.95,521,80.4066
2610000,4910.35,-66451.234375,522,104.6023,4309.95,522,82.3365
2615000,4893.77,-72259.0859375,523,70.1901,4271.8,523,77.8437
2620000,4842.52,-71302.703125,524,73.8306,4304.27,524,78.7125
2625000,4664.39,-70536.453125,525,89.5155,4219.8,525,79.6185
2630000,5328.58,-72679.890625,526,76.4064,4937.17,526,81.3783
2635000,5093.01,-75679.671875,527,66.845,4284.01,527,77.13
2640000,4695.81,-73169.484375,528,91.0451,4310.25,528,82.3597
2645000,3681.48,-75872.375,529,69.6189,3505.96,529,79.0059
2650000,5275.69,-74668.953125,530,74.9174,3796.56,530,81.8415
2655000,4791.69,-75256.453125,531,76.0909,3209.39,531,80.0189
2660000,5306.39,-76323.2109375,532,71.4343,4630.13,532,82.2567
2665000,5145.44,-76480.2890625,533,70.8753,4503.24,533,78.6857
2670000,5222.18,-73815.921875,534,79.6047,4525.23,534,79.5827
2675000,5245.6,-76174.8046875,535,72.9684,4453.84,535,79.5145
2680000,5406.3,-75301.390625,536,71.9478,4613.16,536,79.5753
2685000,5140.09,-76600.0859375,537,75.2587,4130.37,537,81.0924
2690000,5168.64,-76907.59375,538,75.8189,4136.27,538,80.3898
2695000,4796.98,-76734.9453125,539,72.5963,4416.35,539,79.8257
2700000,5435.6,-77056.234375,540,77.9498,4863.36,540,81.9201
2705000,5444.81,-75563.2734375,541,77.6559,4763.63,541,78.2951
2710000,4569.06,-77003.5703125,542,76.6146,4940.31,542,81.5216
2715000,5105.54,-77730.8515625,543,78.6581,4433.14,543,80.9577
2720000,5322.16,-76690.109375,544,74.3932,4851.69,544,79.8769
2725000,5181.07,-78519.6796875,545,82.228,4690.0,545,82.3697
2730000,5345.34,-77622.375,546,78.7834,4845.83,546,80.8879
2735000,5144.72,-76752.21875,547,75.658,4464.88,547,78.1136
2740000,5337.19,-75198.9609375,548,99.6632,4721.11,548,79.2248
2745000,5131.62,-77857.3046875,549,79.0784,4491.85,549,82.0071
2750000,5405.07,-73505.703125,550,99.092,5048.43,550,81.7341
2755000,5368.35,-77940.9375,551,80.6452,4681.03,551,80.6888
2760000,5470.75,-77990.640625,552,77.0548,4904.64,552,79.1922
2765000,5543.89,-75001.3671875,553,100.7827,4652.22,553,79.4099
2770000,5299.1,-78075.4296875,554,80.603,4512.73,554,82.3919
2775000,5268.31,-75571.2421875,555,84.3578,4956.33,555,80.9935
2780000,5258.99,-75776.3203125,556,89.0762,4484.13,556,80.0826
2785000,4936.67,-78352.1484375,557,83.6505,4676.86,557,80.2631
2790000,5442.8,-78598.6953125,558,80.8054,4825.55,558,81.0492
2795000,5184.31,-77892.9140625,559,79.2164,4717.94,559,80.1336
2800000,5466.62,-75809.15625,560,97.2639,4669.23,560,79.9389
2805000,5481.62,-79226.453125,561,83.3933,4683.22,561,83.0265
2810000,5186.23,-78523.8203125,562,81.7909,4785.88,562,81.9747
2815000,5248.28,-79263.65625,563,83.7977,5003.83,563,80.4928
2820000,5512.5,-78330.921875,564,82.7767,5173.98,564,80.6499
2825000,5557.3,-78905.6953125,565,82.0757,5111.2,565,80.2568
2830000,5407.47,-78944.4453125,566,81.1433,4628.24,566,80.3346
2835000,5445.72,-80102.1953125,567,85.2902,4688.94,567,82.3679
2840000,5217.35,-79291.2109375,568,79.9752,4733.76,568,81.5838
2845000,-2416.85,-44494.60546875,569,509.754,-2127.49,569,98.9648
2850000,-2307.78,-19335.94921875,570,471.739,-2390.35,570,128.4614
2855000,-1754.52,-41500.17578125,571,243.5041,-1684.71,571,92.6985
2860000,-458.96,-42151.05078125,572,201.908,-379.02,572,78.5943
2865000,-395.73,-42180.265625,573,175.6419,-241.0,573,85.8407
2870000,1811.24,-64337.609375,574,116.5774,1823.58,574,83.0994
2875000,1352.88,-59057.69140625,575,111.7272,1650.35,575,84.4742
2880000,3054.91,-68523.2421875,576,76.2274,2632.77,576,81.7847
2885000,3292.62,-67204.828125,577,78.4272,3253.64,577,80.1403
2890000,3634.52,-69681.2265625,578,81.5935,3057.01,578,79.2224
2895000,3618.8,-74926.9140625,579,90.2595,3846.69,579,83.2836
2900000,4120.97,-74952.796875,580,107.6622,3641.54,580,83.2477
2905000,4083.39,-77770.5859375,581,83.4285,3599.77,581,82.72
2910000,4673.35,-73121.1875,582,93.5828,3494.27,582,78.6096
2915000,4984.42,-71824.40625,583,125.2484,3701.58,583,80.306
2920000,4988.97,-73259.921875,584,122.7265,4264.53,584,81.003
2925000,4988.37,-77516.171875,585,84.3293,4142.67,585,81.8479
2930000,4709.61,-78626.796875,586,83.9236,4400.89,586,83.4982
2935000,5018.3,-76320.2890625,587,93.9998,4179.98,587,83.9992
2940000,5200.81,-76978.2421875,588,75.2888,4603.16,588,80.2902
2945000,5073.98,-74327.453125,589,111.2101,4173.38,589,79.2299
2950000,4654.36,-77200.5859375,590,86.4173,4061.5,590,80.953
2955000,4718.96,-77305.6328125,591,73.8748,4338.59,591,78.8519
2960000,5149.76,-79008.0703125,592,77.2879,3833.04,592,80.1072
2965000,5102.88,-77370.8671875,593,73.804,4217.98,593,77.8227
2970000,5243.96,-79383.71875,594,81.7081,4320.96,594,82.2783
2975000,4667.2,-71038.890625,595,102.2792,3690.16,595,78.0985
2980000,5081.37,-75643.5859375,596,111.314,3769.33,596,79.1373
2985000,5034.3,-78165.15625,597,78.8429,3104.66,597,79.8368
2990000,4648.12,-77422.2578125,598,73.2375,4283.18,598,76.9354
2995000,5243.33,-79395.46875,599,80.3833,4471.82,599,80.682
