Reward Loss,Real Det Return,Itration,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Running Forward KL
-337.87872314453125,790.07,33,30.1169,165000,33,218.28,72.2896
-361.8480224609375,836.44,34,30.6675,170000,34,271.38,73.0176
-370.60736083984375,786.28,35,31.1375,175000,35,238.22,72.5802
-381.23675537109375,840.39,36,30.6296,180000,36,204.04,71.0649
-400.7882385253906,782.87,37,30.8699,185000,37,220.32,73.9132
-401.0428466796875,942.45,38,30.6202,190000,38,208.22,72.3846
-421.5538330078125,920.84,39,30.7912,195000,39,222.71,73.5944
-432.0572509765625,999.62,40,30.3914,200000,40,338.96,71.9876
-437.5977478027344,1002.38,41,29.8383,205000,41,251.5,70.9132
-463.0921630859375,822.02,42,30.5747,210000,42,246.65,72.2123
-474.35052490234375,832.74,43,30.8719,215000,43,275.12,72.836
-477.73663330078125,893.98,44,30.2752,220000,44,277.0,70.2876
-511.959716796875,965.23,45,30.9275,225000,45,297.0,72.6634
-524.4108276367188,969.97,46,30.8507,230000,46,202.03,72.0068
-526.867919921875,852.23,47,29.6203,235000,47,276.27,70.3302
-539.343017578125,870.44,48,30.0182,240000,48,285.85,70.213
-559.7930908203125,819.74,49,30.4743,245000,49,236.7,70.5795
-566.5884399414062,924.83,50,29.8403,250000,50,281.09,71.5412
-586.9751586914062,871.41,51,30.3256,255000,51,276.1,72.083
-611.1083984375,913.05,52,30.3732,260000,52,254.61,73.5811
-628.2330322265625,1021.06,53,31.2858,265000,53,262.82,73.6371
-644.4520874023438,946.33,54,30.6114,270000,54,265.92,74.4592
-646.615966796875,884.77,55,30.134,275000,55,269.56,71.4567
-667.536376953125,965.63,56,30.896,280000,56,268.11,73.5065
-676.2555541992188,863.96,57,29.9127,285000,57,191.64,71.2977
-704.3634643554688,934.85,58,30.6084,290000,58,205.92,72.1424
-713.7615966796875,810.42,59,30.2973,295000,59,206.55,71.3155
-723.7685546875,600.04,60,30.2245,300000,60,234.95,72.5808
-757.8087768554688,969.83,61,30.7581,305000,61,292.46,74.1044
-760.8992919921875,797.51,62,30.318,310000,62,224.67,71.4532
-791.3946533203125,867.92,63,30.8818,315000,63,283.99,73.6911
-798.0546264648438,807.28,64,30.2752,320000,64,236.08,73.8187
-825.3410034179688,1014.49,65,31.0144,325000,65,204.21,72.7605
-832.9890747070312,1008.74,66,30.3269,330000,66,310.85,73.0777
-845.3121948242188,921.71,67,30.1822,335000,67,334.77,71.9601
-861.8920288085938,948.04,68,30.7701,340000,68,311.88,73.9756
-897.605712890625,847.34,69,30.9806,345000,69,267.21,73.3173
-905.7894897460938,1006.05,70,30.0877,350000,70,246.76,72.9421
-916.9136962890625,960.59,71,30.1409,355000,71,302.17,71.4785
-936.1594848632812,789.65,72,30.9171,360000,72,238.69,72.9848
-964.171630859375,885.06,73,30.5013,365000,73,253.39,72.2389
-990.01171875,779.14,74,30.4431,370000,74,259.52,72.5193
-994.2019653320312,870.85,75,30.3735,375000,75,215.74,71.7372
-1010.899658203125,865.33,76,30.5349,380000,76,311.02,73.0641
-1050.5,775.68,77,30.8768,385000,77,295.0,74.1957
-1056.2958984375,964.3,78,30.158,390000,78,333.7,71.4228
-1076.2138671875,857.71,79,30.2845,395000,79,254.09,72.9622
-1093.071044921875,717.89,80,29.9504,400000,80,262.42,71.7649
-1114.2789306640625,963.45,81,30.2926,405000,81,281.08,72.0713
-1153.9993896484375,874.07,82,30.2334,410000,82,289.37,73.5063
-1154.9759521484375,956.3,83,30.0465,415000,83,226.12,72.0828
-1198.2821044921875,830.58,84,30.2674,420000,84,238.92,73.434
-1211.1890869140625,853.79,85,30.837,425000,85,313.3,74.1341
-1235.7974853515625,702.1,86,30.1871,430000,86,119.38,72.7029
-1249.47216796875,824.95,87,30.8381,435000,87,289.57,73.0509
-1281.15478515625,806.96,88,30.2545,440000,88,235.1,72.8608
-1312.0479736328125,899.53,89,30.7141,445000,89,292.29,73.1398
-1335.0107421875,867.31,90,30.3867,450000,90,216.52,73.5841
-1357.2977294921875,906.4,91,31.1408,455000,91,329.49,72.8631
-1370.315185546875,905.68,92,31.1258,460000,92,264.15,74.2743
-1392.9229736328125,765.9,93,31.378,465000,93,264.65,74.022
-1501.2257080078125,-353.86,94,95.8792,470000,94,-202.68,81.3572
-1451.3192138671875,60.89,95,32.5795,475000,95,81.19,75.4782
-1482.6688232421875,789.78,96,32.2604,480000,96,190.02,75.3047
-1483.4534912109375,539.84,97,34.313,485000,97,184.48,75.2869
-1553.0767822265625,646.72,98,31.4408,490000,98,186.4,74.3885
-1560.5767822265625,956.18,99,31.0916,495000,99,209.09,74.8703
-1570.8895263671875,634.03,100,31.192,500000,100,195.67,72.3703
-1612.72216796875,887.55,101,31.116,505000,101,231.44,73.3468
-1631.3155517578125,952.42,102,31.1524,510000,102,246.96,74.1497
-1649.3709716796875,812.07,103,30.4916,515000,103,207.31,73.7251
-1190.7425537109375,-2164.61,104,352.1041,520000,104,-2151.73,134.4035
-1657.8797607421875,-48.88,105,51.7269,525000,105,-132.46,81.1602
-1693.9532470703125,-1209.8,106,54.7149,530000,106,-503.47,78.01
-1787.462890625,-926.86,107,208.8864,535000,107,-718.33,84.3755
-1818.7337646484375,138.38,108,49.2432,540000,108,-296.85,79.1775
-1802.83935546875,-144.46,109,36.7226,545000,109,-27.65,74.0614
-1793.0037841796875,-599.84,110,40.9214,550000,110,-313.73,76.3935
-1976.0107421875,49.34,111,35.1771,555000,111,26.07,75.5719
-2106.2763671875,-367.57,112,98.2369,560000,112,-846.51,84.7939
-2042.17578125,-901.39,113,93.8334,565000,113,-337.88,86.4466
-2011.2740478515625,-142.02,114,168.6982,570000,114,-207.36,88.5288
-2032.7410888671875,24.83,115,44.3922,575000,115,-26.29,80.0104
-2083.166015625,-67.07,116,45.2143,580000,116,-16.73,79.4913
-2127.05126953125,86.44,117,46.8004,585000,117,9.75,79.0008
-2164.90283203125,235.35,118,36.5048,590000,118,16.98,75.5173
-2153.639404296875,700.1,119,32.3073,595000,119,45.47,74.1987
-2150.858154296875,377.68,120,31.3027,600000,120,45.55,73.9593
-2170.782958984375,799.41,121,31.0124,605000,121,131.96,72.7722
-2277.10302734375,443.66,122,32.726,610000,122,275.98,74.4558
-2238.875,943.21,123,30.1721,615000,123,157.97,73.1627
-2296.635498046875,946.6,124,32.9468,620000,124,344.63,72.2065
-2336.825439453125,649.21,125,33.7525,625000,125,387.78,72.8859
-2320.37060546875,858.67,126,30.3278,630000,126,136.9,73.0113
-2357.65087890625,916.09,127,34.7241,635000,127,363.08,73.0122
-2420.90966796875,876.64,128,34.5285,640000,128,394.39,73.1011
-2375.4248046875,486.79,129,51.6875,645000,129,144.44,76.4056
-2540.22607421875,814.24,130,31.0834,650000,130,98.08,74.7492
-2531.53125,308.37,131,34.6043,655000,131,303.62,72.6973
-2636.97412109375,-716.86,132,97.8487,660000,132,-1444.91,80.8073
-2368.790771484375,-866.73,133,179.909,665000,133,-1151.67,101.2229
-2870.395751953125,-121.97,134,80.339,670000,134,-312.51,84.522
-2823.51513671875,146.86,135,34.2718,675000,135,-30.26,75.9436
-2913.401123046875,-2231.16,136,164.2043,680000,136,-1251.25,81.4314
-2850.70068359375,698.52,137,33.6104,685000,137,19.41,76.8186
-2914.861328125,-601.66,138,100.6483,690000,138,-650.44,85.3587
-2922.843017578125,502.91,139,33.3555,695000,139,-39.94,75.8986
-3022.015625,-351.39,140,55.963,700000,140,-526.45,81.1592
-3163.66064453125,-455.67,141,73.9443,705000,141,-466.88,81.3022
-2742.901123046875,-985.57,142,139.4067,710000,142,-764.1,80.9151
-3031.090087890625,-1196.49,143,102.9459,715000,143,-1309.25,88.426
-2958.08251953125,-1878.57,144,186.2572,720000,144,-1963.96,102.2799
-3157.197265625,-1860.11,145,169.8535,725000,145,-1270.22,87.141
-2458.62255859375,-2526.2,146,375.9707,730000,146,-2335.34,125.7575
-3240.716796875,-1607.93,147,243.0787,735000,147,-1500.94,90.0937
-3081.847412109375,-1924.41,148,475.3991,740000,148,-1577.5,104.3915
-2989.081787109375,-2843.49,149,147.796,745000,149,-1154.55,79.4067
-3738.88671875,-284.77,150,255.9241,750000,150,-284.66,99.5425
-3629.81201171875,-684.13,151,170.802,755000,151,-402.03,90.0604
-3487.8515625,-1591.43,152,203.6516,760000,152,-1274.73,94.6762
-3148.472900390625,-2284.76,153,277.5372,765000,153,-2323.96,101.8752
-3697.37158203125,-1073.63,154,132.3952,770000,154,-875.47,87.0599
-3484.543212890625,-966.71,155,81.0053,775000,155,-772.37,80.0947
-4055.97412109375,-960.49,156,111.2503,780000,156,-973.77,90.8469
-3646.5771484375,-969.13,157,103.6762,785000,157,-967.35,82.4925
-3834.83984375,-2658.18,158,439.2767,790000,158,-2523.55,105.7514
-3935.95947265625,-1394.42,159,310.764,795000,159,-1435.58,94.586
-3795.884033203125,-955.4,160,88.043,800000,160,-872.29,88.8212
-3867.235595703125,-1675.95,161,178.3593,805000,161,-1742.77,109.0066
-3929.562744140625,-1272.37,162,99.0574,810000,162,-882.95,92.7791
-3817.56640625,-1044.79,163,71.2538,815000,163,-636.13,84.3477
-4066.654296875,-1190.69,164,120.6935,820000,164,-1374.05,92.2048
-3818.24169921875,-1324.88,165,92.3838,825000,165,-980.91,82.8217
-3919.564697265625,-1340.57,166,102.1805,830000,166,-1204.81,87.6465
-4347.05517578125,-1155.03,167,86.7915,835000,167,-1201.28,87.2949
-4048.763671875,-562.21,168,61.4671,840000,168,-442.38,81.8971
-4211.5126953125,-28.84,169,41.0672,845000,169,-159.18,78.5291
-4080.490966796875,-2251.7,170,352.5793,850000,170,-2157.22,107.643
-4349.634765625,-651.9,171,82.9692,855000,171,-896.17,86.9142
-4443.41259765625,10.65,172,36.2785,860000,172,-34.88,78.6489
-4408.11572265625,-2.06,173,37.9251,865000,173,-102.03,78.0276
-4452.32373046875,-40.92,174,34.1464,870000,174,-32.71,74.7243
-4500.28271484375,-113.12,175,36.853,875000,175,-13.72,75.9497
-4448.7587890625,61.54,176,34.1772,880000,176,-6.91,76.5151
-4384.93115234375,-7.38,177,28.8056,885000,177,-14.52,76.4044
-4478.5478515625,131.08,178,30.0276,890000,178,-22.5,75.8963
-4691.65576171875,50.41,179,28.0837,895000,179,-2.93,74.6066
-4705.2021484375,284.08,180,28.725,900000,180,-3.41,74.6795
-4756.43994140625,10.57,181,28.3713,905000,181,-0.09,75.9916
-4811.4404296875,429.86,182,27.4319,910000,182,3.78,75.4854
-4859.4580078125,635.51,183,27.2039,915000,183,10.07,74.6013
-4912.5859375,665.8,184,27.8208,920000,184,26.96,75.4742
-4996.408203125,335.77,185,27.7823,925000,185,1.92,75.2572
-4975.77197265625,681.03,186,27.6665,930000,186,30.54,75.0382
-5075.1240234375,971.83,187,27.7474,935000,187,45.82,74.2503
-5224.1015625,895.27,188,29.1621,940000,188,182.54,73.0328
-5256.69189453125,881.44,189,29.4451,945000,189,184.49,73.4659
-5251.0634765625,959.7,190,27.5385,950000,190,89.79,73.7328
-5269.12646484375,943.73,191,29.4236,955000,191,227.91,71.2945
-5454.16552734375,977.67,192,30.1711,960000,192,288.63,72.4445
-5503.7080078125,848.18,193,28.23,965000,193,95.79,74.5893
-5480.6630859375,901.26,194,30.0718,970000,194,336.69,70.7003
-5486.47021484375,819.95,195,30.1216,975000,195,292.13,69.9139
-5793.86376953125,803.78,196,30.24,980000,196,359.14,73.5605
-5818.302734375,812.08,197,31.2009,985000,197,326.72,74.1035
-5588.49072265625,417.52,198,33.8409,990000,198,340.65,70.6191
-5986.818359375,519.64,199,31.288,995000,199,383.38,73.626
-6004.240234375,1001.74,200,30.9766,1000000,200,379.64,73.0086
-6111.31689453125,956.73,201,31.3057,1005000,201,339.55,73.5002
-6185.01904296875,999.48,202,31.5864,1010000,202,363.34,72.9568
-6251.65185546875,948.79,203,31.8162,1015000,203,387.5,74.2047
-6270.7216796875,847.82,204,28.8692,1020000,204,181.4,75.1813
-6346.99853515625,932.19,205,31.5836,1025000,205,392.72,71.2654
-6334.12158203125,996.78,206,28.9836,1030000,206,193.7,74.4914
-6451.9853515625,948.44,207,29.1612,1035000,207,146.32,75.1945
-6643.04736328125,1014.01,208,32.0145,1040000,208,373.69,74.1299
-6649.31201171875,916.63,209,32.3953,1045000,209,360.14,73.5613
-6800.255859375,932.63,210,32.2796,1050000,210,332.98,74.2387
-6742.32177734375,745.99,211,35.4573,1055000,211,179.62,74.7225
-6850.6669921875,471.44,212,35.5402,1060000,212,-35.16,75.4533
-7107.61279296875,309.12,213,34.8188,1065000,213,-108.74,75.1729
-7495.82177734375,301.02,214,42.1823,1070000,214,-0.11,79.4632
-7328.416015625,210.69,215,34.7826,1075000,215,31.44,77.2798
-7528.74755859375,508.85,216,33.9218,1080000,216,114.15,77.0995
-7618.24072265625,744.07,217,32.8314,1085000,217,133.23,76.7015
-7625.8564453125,673.49,218,31.8455,1090000,218,115.61,75.4595
-7737.35498046875,446.29,219,30.8354,1095000,219,166.39,75.2797
-7825.38330078125,694.49,220,31.1129,1100000,220,163.55,75.3537
-7773.09130859375,454.86,221,33.4972,1105000,221,270.67,74.1023
-7880.50048828125,954.93,222,32.907,1110000,222,375.48,74.3371
-7961.73681640625,948.12,223,30.252,1115000,223,194.99,75.2106
-8087.921875,949.03,224,32.9584,1120000,224,348.81,75.5522
-8186.01904296875,904.48,225,33.0012,1125000,225,372.96,74.8125
-8277.19921875,685.01,226,33.269,1130000,226,445.7,75.2639
-8353.7333984375,696.07,227,33.5713,1135000,227,393.43,75.1459
-8313.8115234375,661.0,228,33.4776,1140000,228,388.17,74.5743
-8377.8173828125,821.34,229,34.2548,1145000,229,288.22,75.8057
-8311.4794921875,726.69,230,35.0031,1150000,230,61.43,74.759
-8612.9921875,180.57,231,42.7264,1155000,231,-125.54,76.2998
-9371.2109375,459.28,232,38.0528,1160000,232,93.12,79.1932
-9249.1767578125,447.82,233,36.0797,1165000,233,99.97,78.3573
-9340.7041015625,483.65,234,33.5289,1170000,234,154.21,77.727
-9379.44140625,547.3,235,32.8749,1175000,235,152.04,76.8027
-9463.8486328125,611.06,236,32.3946,1180000,236,157.18,77.3731
-9495.6171875,838.98,237,31.5465,1185000,237,163.58,76.5117
-9399.8232421875,703.74,238,33.6621,1190000,238,348.78,75.6464
-9623.4970703125,792.4,239,30.9798,1195000,239,185.55,76.5524
-9591.302734375,797.08,240,33.8884,1200000,240,348.77,75.4565
-9715.1103515625,551.32,241,33.61,1205000,241,322.28,75.4472
-9867.5361328125,637.8,242,30.5733,1210000,242,178.83,76.0845
-10058.01171875,792.86,243,33.4338,1215000,243,301.39,75.7226
-9924.728515625,590.46,244,33.1172,1220000,244,322.95,73.855
-9989.87109375,748.52,245,30.265,1225000,245,220.64,75.1107
-10165.4365234375,704.19,246,32.8646,1230000,246,418.01,75.5145
-10274.404296875,599.92,247,33.099,1235000,247,319.24,75.1986
-10312.2763671875,594.4,248,32.9341,1240000,248,197.52,74.5118
-10347.6826171875,888.67,249,30.2986,1245000,249,203.94,76.3219
-10381.6318359375,735.22,250,30.0354,1250000,250,166.02,75.8622
-10699.3427734375,553.49,251,33.271,1255000,251,248.61,74.4863
-10680.9365234375,797.01,252,33.8784,1260000,252,339.69,74.3582
-10770.033203125,691.93,253,30.4132,1265000,253,204.24,76.7646
-10935.9189453125,451.58,254,33.1544,1270000,254,298.85,76.1096
-11053.2685546875,694.53,255,30.4642,1275000,255,182.69,76.0376
-10992.716796875,899.15,256,30.0316,1280000,256,237.9,76.0663
-11314.1904296875,854.26,257,33.5789,1285000,257,354.9,74.799
-11335.669921875,941.69,258,33.3406,1290000,258,370.59,76.6191
-11357.330078125,695.61,259,29.9192,1295000,259,181.34,75.9032
-11485.619140625,695.03,260,30.295,1300000,260,229.22,75.4141
-11423.173828125,800.54,261,32.7336,1305000,261,323.59,74.4062
-11579.423828125,800.78,262,30.2731,1310000,262,242.41,75.1604
-11849.7646484375,896.28,263,33.6383,1315000,263,442.44,75.3065
-11845.791015625,761.72,264,33.0602,1320000,264,372.81,74.3955
-11813.806640625,754.9,265,33.311,1325000,265,246.38,75.099
-12951.2119140625,-765.98,266,79.945,1330000,266,-152.21,83.207
-12315.921875,76.57,267,36.9308,1335000,267,-6.56,77.4372
-11940.328125,525.0,268,31.4185,1340000,268,72.07,77.0328
-12078.58203125,433.27,269,32.2154,1345000,269,91.87,76.7627
-12605.1689453125,588.18,270,33.4878,1350000,270,287.36,76.287
-12744.7763671875,728.03,271,32.8728,1355000,271,315.46,75.441
-12889.251953125,664.33,272,34.202,1360000,272,259.58,76.2508
-12727.9580078125,610.07,273,31.3951,1365000,273,136.76,76.5981
-12648.033203125,688.62,274,33.2246,1370000,274,365.87,76.1928
-12630.0634765625,829.74,275,30.3802,1375000,275,178.16,76.1522
-12910.66015625,97.6,276,33.1696,1380000,276,214.01,75.393
-12893.0107421875,837.25,277,30.8232,1385000,277,173.22,76.5977
-13310.4736328125,494.14,278,33.2616,1390000,278,116.46,75.9626
-13248.51953125,936.12,279,30.752,1395000,279,229.33,76.9049
-13493.3759765625,495.87,280,32.4574,1400000,280,289.4,75.558
-13141.400390625,840.06,281,30.611,1405000,281,205.38,75.741
-13364.0107421875,693.47,282,32.2196,1410000,282,333.64,75.2317
-13679.833984375,789.45,283,30.8529,1415000,283,214.72,76.4639
-13467.5556640625,919.32,284,33.2312,1420000,284,391.12,76.107
-14258.068359375,50.92,285,43.4413,1425000,285,-73.32,78.4385
-13452.2578125,127.25,286,31.8553,1430000,286,13.69,76.7646
-13630.93359375,407.19,287,31.4833,1435000,287,112.03,77.0323
-13886.5185546875,790.12,288,33.2588,1440000,288,346.38,76.6063
-14310.943359375,818.35,289,33.4395,1445000,289,259.1,76.4148
-14635.7646484375,632.93,290,32.5568,1450000,290,260.43,76.4381
-14179.359375,508.64,291,31.4818,1455000,291,133.95,75.4741
-14281.080078125,75.9,292,34.0894,1460000,292,27.37,75.7432
-15001.1728515625,304.01,293,34.0069,1465000,293,30.97,78.5033
-14160.2607421875,187.41,294,32.0213,1470000,294,55.89,77.2927
-14363.537109375,535.91,295,31.6307,1475000,295,109.93,77.1754
-14800.310546875,585.82,296,33.3478,1480000,296,155.05,77.3916
-14601.751953125,693.77,297,31.091,1485000,297,154.36,77.2578
-14859.060546875,833.41,298,30.3638,1490000,298,149.03,76.1734
-15012.595703125,690.31,299,34.0507,1495000,299,400.41,76.5565
-15209.640625,729.58,300,36.1261,1500000,300,378.44,77.0883
-15534.6220703125,809.92,301,34.3368,1505000,301,305.46,77.0563
-14994.3291015625,325.48,302,32.4651,1510000,302,78.84,76.5623
-15691.8173828125,11.99,303,39.3865,1515000,303,-6.42,78.3104
-15696.0849609375,-32.42,304,42.0484,1520000,304,-27.23,78.1423
-15313.701171875,282.1,305,33.9399,1525000,305,42.83,76.6422
-15462.890625,136.21,306,32.0726,1530000,306,-1.34,76.776
-15272.2841796875,464.52,307,31.3626,1535000,307,56.09,76.5995
-15752.7255859375,187.71,308,31.6119,1540000,308,54.77,76.5283
-15581.7373046875,533.8,309,31.4823,1545000,309,72.06,76.8456
-15780.8681640625,580.46,310,30.4887,1550000,310,120.15,76.8364
-15744.890625,930.27,311,34.0524,1555000,311,386.26,76.5159
-16170.9921875,837.5,312,30.4801,1560000,312,183.3,76.556
-16030.126953125,392.84,313,33.673,1565000,313,244.3,76.588
-16017.396484375,842.48,314,30.5952,1570000,314,170.41,77.0908
-16277.44140625,789.55,315,30.2284,1575000,315,176.3,76.6064
-16271.423828125,438.59,316,30.0104,1580000,316,140.37,75.7268
-16489.505859375,109.21,317,34.0599,1585000,317,73.01,76.8099
-16789.67578125,795.24,318,30.1859,1590000,318,190.02,77.029
-16856.5625,441.57,319,34.0562,1595000,319,99.24,77.3977
-17004.427734375,744.24,320,30.1911,1600000,320,177.24,77.0386
-17082.474609375,191.2,321,34.4149,1605000,321,142.09,76.9413
-17435.703125,764.53,322,35.4712,1610000,322,223.6,78.0335
-17036.29296875,214.23,323,34.1314,1615000,323,179.02,74.9853
-17266.720703125,613.58,324,33.7612,1620000,324,112.12,77.6001
-17159.689453125,242.22,325,29.764,1625000,325,66.93,75.7187
-17193.72265625,295.17,326,29.705,1630000,326,94.45,74.9142
-17160.369140625,399.08,327,29.7185,1635000,327,94.71,75.9701
-17638.4296875,547.41,328,34.0466,1640000,328,320.86,76.9169
-17347.15234375,250.08,329,29.8716,1645000,329,118.3,76.6135
-17456.298828125,250.19,330,30.2126,1650000,330,133.63,75.9914
-17833.232421875,98.24,331,33.6805,1655000,331,172.16,76.9102
-17511.45703125,250.22,332,30.1958,1660000,332,117.86,76.5028
-17758.4375,348.75,333,34.8923,1665000,333,246.34,75.8301
-17760.1328125,749.33,334,30.2083,1670000,334,184.99,76.5623
-17603.4765625,348.81,335,29.783,1675000,335,123.69,75.9599
-17865.85546875,347.77,336,30.1223,1680000,336,115.55,76.8241
-17862.568359375,349.01,337,33.707,1685000,337,151.16,76.8056
-18020.72265625,549.81,338,29.8993,1690000,338,115.93,76.5441
-18115.798828125,97.14,339,33.9495,1695000,339,98.37,76.7947
-17997.376953125,395.78,340,29.6512,1700000,340,114.65,75.4323
-18141.056640625,299.88,341,33.5263,1705000,341,173.0,76.3993
-18061.890625,248.95,342,29.5971,1710000,342,64.5,75.3672
-18252.451171875,399.18,343,34.0559,1715000,343,182.68,76.4585
-18241.203125,298.92,344,33.9325,1720000,344,255.57,76.2751
-18231.376953125,347.97,345,33.0722,1725000,345,267.61,75.7474
-18239.634765625,749.92,346,33.9861,1730000,346,369.57,76.9615
-18308.71484375,667.04,347,33.1294,1735000,347,261.08,76.6779
-18607.59375,421.5,348,29.8302,1740000,348,56.5,76.2048
-18417.400390625,296.07,349,30.645,1745000,349,75.88,75.9656
-18385.173828125,694.61,350,29.7375,1750000,350,168.94,74.9069
-18443.5625,46.94,351,33.3334,1755000,351,98.32,75.9041
-18244.6640625,343.44,352,29.5121,1760000,352,84.62,76.1257
-18499.16796875,299.13,353,33.174,1765000,353,168.8,76.1985
-18511.078125,391.59,354,33.459,1770000,354,111.27,76.8956
-18569.03515625,592.24,355,29.8842,1775000,355,80.63,76.0807
-18569.154296875,147.57,356,30.0643,1780000,356,99.5,76.7944
-18635.1640625,350.26,357,32.8641,1785000,357,142.9,75.9941
-18604.8125,701.2,358,33.5283,1790000,358,282.39,77.5917
-18633.447265625,890.95,359,29.7497,1795000,359,161.37,76.2578
-18625.869140625,243.98,360,29.6979,1800000,360,74.23,76.2121
-18733.5234375,150.33,361,33.0262,1805000,361,185.91,76.1349
-18587.033203125,506.22,362,33.441,1810000,362,252.21,76.6809
-18814.697265625,735.2,363,29.366,1815000,363,136.58,77.0376
-18606.58203125,389.69,364,28.6768,1820000,364,39.64,76.2193
-18702.93359375,144.62,365,29.766,1825000,365,47.31,75.7001
-18804.423828125,541.83,366,33.143,1830000,366,223.24,76.8387
-18822.388671875,443.22,367,32.8608,1835000,367,255.63,75.9711
-18673.486328125,888.67,368,31.4231,1840000,368,290.02,75.1317
-18969.501953125,375.98,369,29.1748,1845000,369,60.63,74.6649
-18941.626953125,242.14,370,29.2969,1850000,370,65.86,76.093
-18875.11328125,245.64,371,29.0764,1855000,371,35.91,75.3147
-18782.23046875,347.07,372,29.0181,1860000,372,75.54,75.9386
-18874.828125,343.37,373,29.0506,1865000,373,89.08,75.1488
-18862.849609375,142.4,374,29.2292,1870000,374,83.83,75.0872
-18873.177734375,453.92,375,32.423,1875000,375,243.01,75.6274
-18838.84765625,193.61,376,32.4776,1880000,376,140.51,76.6822
-18766.25,-1229.96,377,142.0449,1885000,377,-1293.89,102.0371
-19202.853515625,-1515.96,378,106.8478,1890000,378,-1029.71,90.7395
-16830.748046875,-1693.14,379,177.539,1895000,379,-1709.2,91.5833
-16883.64453125,-1512.13,380,394.9517,1900000,380,-1881.16,100.1282
-19189.76953125,-832.35,381,273.5545,1905000,381,-692.63,90.856
-18639.45703125,-301.14,382,207.3575,1910000,382,-385.37,103.5404
-19288.80078125,-17.53,383,135.8319,1915000,383,-54.52,95.6035
-19317.302734375,-29.96,384,70.658,1920000,384,-98.78,85.5723
-19099.052734375,-7.16,385,58.9507,1925000,385,-58.2,82.4308
-18856.0234375,-96.78,386,46.565,1930000,386,-133.45,79.7478
-19231.47265625,-20.01,387,49.1207,1935000,387,-42.79,82.1709
-19208.81640625,27.06,388,72.2804,1940000,388,-8.82,81.7471
-19125.041015625,66.58,389,39.104,1945000,389,-8.96,78.4453
-19179.337890625,-7.81,390,45.1292,1950000,390,-6.0,79.1152
-19170.173828125,29.77,391,46.9866,1955000,391,-7.19,79.2946
-19209.96875,-5.82,392,37.5025,1960000,392,-83.07,78.3294
-19082.828125,90.69,393,32.3819,1965000,393,2.05,77.6604
-18691.986328125,530.23,394,34.3989,1970000,394,80.08,77.889
-18939.033203125,155.76,395,44.5108,1975000,395,-112.2,80.0716
-19020.064453125,130.65,396,55.5191,1980000,396,39.77,77.2665
-19035.404296875,94.63,397,46.9504,1985000,397,29.41,77.3899
-19085.4765625,421.3,398,33.9788,1990000,398,67.11,76.9831
-19192.88671875,510.39,399,38.0648,1995000,399,69.95,77.5592
-19104.076171875,569.76,400,30.8779,2000000,400,110.05,76.0944
-19106.396484375,479.4,401,30.7891,2005000,401,105.02,76.9755
-18973.638671875,483.91,402,30.656,2010000,402,86.91,76.6104
