Running Reverse KL,Real Det Return,Real Sto Return,Running Forward KL,Itration,Running Env Steps,Running Update Time,Reward Loss
14.2128,1843.7,1551.54,156.5835,39,195000,39,-1322.03466796875
14.0762,1913.23,1573.47,156.3871,40,200000,40,-1346.342529296875
13.7267,1864.13,1512.79,156.4358,41,205000,41,-1380.608642578125
13.9857,1892.22,1553.65,156.4532,42,210000,42,-1435.2987060546875
14.0074,1905.98,1563.2,156.5462,43,215000,43,-1459.612548828125
14.0682,1925.77,1546.69,156.5007,44,220000,44,-1495.398193359375
13.8632,1938.48,1568.81,156.4043,45,225000,45,-1541.1920166015625
14.1298,1949.38,1606.42,156.4414,46,230000,46,-1595.016845703125
13.9788,1963.9,1601.68,156.3625,47,235000,47,-1619.6197509765625
14.2125,2007.95,1610.88,156.5441,48,240000,48,-1686.0843505859375
14.2619,1994.41,1629.04,156.4914,49,245000,49,-1694.326416015625
14.2987,2025.45,1648.3,156.4505,50,250000,50,-1771.2869873046875
14.3925,2015.74,1644.48,156.4912,51,255000,51,-1808.153564453125
14.4467,2034.72,1662.73,156.4156,52,260000,52,-1834.633056640625
14.1408,2022.79,1630.41,156.4013,53,265000,53,-1889.628173828125
14.3219,2083.7,1666.18,156.4694,54,270000,54,-1917.182373046875
14.3316,2068.82,1644.57,156.4979,55,275000,55,-1972.037109375
14.7704,2066.54,1699.75,156.467,56,280000,56,-2034.3861083984375
14.1395,2077.97,1652.22,156.3862,57,285000,57,-2048.164794921875
14.6246,2034.55,1668.76,156.5092,58,290000,58,-2113.864990234375
14.2684,2035.63,1636.78,156.5196,59,295000,59,-2137.213134765625
14.4821,2068.4,1690.02,156.5037,60,300000,60,-2158.899658203125
14.5136,2090.86,1670.73,156.4525,61,305000,61,-2220.478271484375
14.3479,2079.66,1696.88,156.4653,62,310000,62,-2260.070068359375
14.6806,2031.87,1681.66,156.5518,63,315000,63,-2305.8388671875
14.5098,2052.43,1678.08,156.549,64,320000,64,-2326.14453125
14.6398,2093.52,1718.19,156.4169,65,325000,65,-2391.0576171875
14.4142,2128.64,1675.28,156.482,66,330000,66,-2437.82666015625
14.8183,2089.82,1712.28,156.5692,67,335000,67,-2506.4033203125
14.5536,2091.71,1720.33,156.412,68,340000,68,-2504.22021484375
14.4881,2108.66,1693.37,156.3409,69,345000,69,-2549.5625
14.6146,2163.38,1735.43,156.4515,70,350000,70,-2595.761962890625
14.487,2100.71,1709.04,156.4772,71,355000,71,-2647.81640625
14.5339,2122.42,1739.67,156.3282,72,360000,72,-2668.453125
14.5223,2113.79,1729.01,156.4555,73,365000,73,-2725.974853515625
14.6858,2063.09,1724.59,156.487,74,370000,74,-2763.066162109375
14.8464,2128.95,1747.68,156.5557,75,375000,75,-2820.20703125
14.8536,2123.33,1749.16,156.7405,76,380000,76,-2881.6025390625
14.616,2144.1,1734.22,156.4327,77,385000,77,-2897.65869140625
14.7131,2157.26,1773.58,156.4665,78,390000,78,-2952.07763671875
14.8657,2119.03,1759.5,156.529,79,395000,79,-3030.777099609375
14.9748,2127.66,1765.5,156.6843,80,400000,80,-3071.2412109375
14.8625,2183.26,1798.34,156.6078,81,405000,81,-3128.07421875
14.4516,2109.1,1753.57,156.3209,82,410000,82,-3122.218994140625
14.6613,2183.89,1747.94,156.4084,83,415000,83,-3146.612060546875
14.6847,2150.14,1748.63,156.38,84,420000,84,-3232.015380859375
14.5378,2077.37,1733.72,156.4382,85,425000,85,-3246.52294921875
14.7513,2132.41,1759.5,156.5905,86,430000,86,-3288.185546875
14.5852,2146.52,1723.52,156.3515,87,435000,87,-3311.420654296875
14.5696,2118.72,1768.98,156.5252,88,440000,88,-3393.927734375
14.7625,2161.73,1801.42,156.395,89,445000,89,-3431.331787109375
14.6554,2172.25,1765.05,156.4695,90,450000,90,-3484.539794921875
14.8431,2183.25,1801.05,156.5765,91,455000,91,-3533.01953125
14.9288,2132.6,1739.15,156.6915,92,460000,92,-3578.42041015625
14.9121,2187.18,1819.96,156.386,93,465000,93,-3594.781494140625
14.74,2199.66,1798.43,156.4385,94,470000,94,-3679.027587890625
14.612,2158.69,1781.91,156.407,95,475000,95,-3715.3515625
14.5633,2144.89,1775.36,156.4457,96,480000,96,-3760.50439453125
14.6472,2186.12,1799.2,156.5424,97,485000,97,-3790.951171875
14.9634,2162.77,1827.05,156.5325,98,490000,98,-3869.546630859375
14.7328,2116.45,1807.33,156.4774,99,495000,99,-3907.847900390625
14.6393,2177.73,1788.29,156.568,100,500000,100,-3978.55810546875
14.8821,2179.0,1797.9,156.6771,101,505000,101,-4010.78466796875
14.7988,2184.76,1817.61,156.5216,102,510000,102,-4045.53125
14.8465,2107.98,1766.25,156.4943,103,515000,103,-4089.24951171875
15.0961,2215.22,1819.44,156.4612,104,520000,104,-4117.955078125
14.711,2180.64,1808.05,156.4548,105,525000,105,-4165.03857421875
14.7531,2211.99,1832.65,156.5802,106,530000,106,-4249.55029296875
14.6803,2191.03,1809.48,156.4985,107,535000,107,-4276.12841796875
14.7467,2201.59,1812.55,156.6235,108,540000,108,-4351.00244140625
14.8639,2180.27,1792.18,156.5717,109,545000,109,-4405.37744140625
14.6839,2183.61,1817.82,156.5324,110,550000,110,-4422.5126953125
14.5967,2199.71,1772.86,156.4428,111,555000,111,-4496.0595703125
14.7759,2199.8,1814.53,156.5433,112,560000,112,-4554.00732421875
14.9607,2191.63,1813.76,156.6234,113,565000,113,-4610.96435546875
14.8755,2229.32,1811.44,156.4588,114,570000,114,-4625.681640625
14.7942,2171.28,1822.33,156.4623,115,575000,115,-4687.1806640625
14.7506,2197.64,1821.38,156.4447,116,580000,116,-4734.9345703125
14.6924,2173.02,1830.5,156.4534,117,585000,117,-4787.744140625
14.7152,2176.99,1801.1,156.3614,118,590000,118,-4833.404296875
14.8322,2191.79,1833.51,156.461,119,595000,119,-4848.35205078125
14.4683,2140.83,1781.97,156.4581,120,600000,120,-4927.123046875
14.7087,2187.11,1832.24,156.5106,121,605000,121,-5011.609375
14.8535,2209.34,1824.45,156.5435,122,610000,122,-5055.05615234375
14.6878,2228.41,1812.1,156.4147,123,615000,123,-5076.7900390625
14.7349,2178.82,1807.93,156.4877,124,620000,124,-5194.009765625
14.9467,2188.62,1838.31,156.6808,125,625000,125,-5196.10693359375
14.8686,2217.16,1845.34,156.5519,126,630000,126,-5246.45068359375
14.8331,2203.67,1822.62,156.4887,127,635000,127,-5286.68603515625
14.5548,2136.19,1814.68,156.5764,128,640000,128,-5352.43505859375
14.7381,2201.08,1827.52,156.6354,129,645000,129,-5432.4208984375
14.6131,2199.7,1818.61,156.5086,130,650000,130,-5481.4150390625
14.8506,2216.73,1858.12,156.3773,131,655000,131,-5532.64208984375
14.6328,2224.75,1838.68,156.5995,132,660000,132,-5593.8466796875
14.6377,2209.42,1820.43,156.5775,133,665000,133,-5639.85302734375
14.8841,2283.11,1881.95,156.5984,134,670000,134,-5699.46435546875
14.8127,2211.5,1834.99,156.5587,135,675000,135,-5733.79150390625
14.5162,2186.65,1808.72,156.5378,136,680000,136,-5783.11767578125
14.7354,2235.83,1814.41,156.7377,137,685000,137,-5841.41943359375
14.8027,2231.29,1866.67,156.6356,138,690000,138,-5932.83056640625
14.6613,2237.08,1815.97,156.5209,139,695000,139,-5961.85546875
14.6195,2165.01,1824.08,156.5796,140,700000,140,-6021.38037109375
14.7153,2179.66,1826.05,156.5869,141,705000,141,-6101.7158203125
14.6398,2214.47,1818.26,156.5723,142,710000,142,-6096.892578125
14.528,2188.66,1845.11,156.4,143,715000,143,-6169.548828125
14.7904,2184.25,1862.0,156.5692,144,720000,144,-6263.3876953125
14.7606,2254.61,1860.72,156.371,145,725000,145,-6279.2060546875
14.6418,2166.45,1803.05,156.4971,146,730000,146,-6376.5869140625
14.889,2238.63,1873.17,156.4538,147,735000,147,-6461.2158203125
14.8669,2249.84,1874.77,156.5464,148,740000,148,-6411.70751953125
15.1177,2246.42,1869.04,156.5414,149,745000,149,-6528.85400390625
14.8459,2250.84,1858.31,156.5624,150,750000,150,-6625.6943359375
15.0043,2255.23,1870.64,156.5266,151,755000,151,-6644.54150390625
14.8909,2245.97,1874.35,156.5325,152,760000,152,-6659.8212890625
14.541,2217.73,1851.7,156.412,153,765000,153,-6772.16943359375
14.9205,2250.55,1878.34,156.5983,154,770000,154,-6851.12646484375
15.1483,2244.02,1870.21,156.5707,155,775000,155,-6892.65625
14.5636,2258.01,1839.31,156.3602,156,780000,156,-6922.23779296875
14.6981,2235.81,1860.35,156.5396,157,785000,157,-6979.6845703125
14.7995,2245.58,1869.41,156.5373,158,790000,158,-7114.482421875
14.9269,2229.79,1879.85,156.4702,159,795000,159,-7121.712890625
14.8087,2250.87,1866.24,156.5187,160,800000,160,-7162.2099609375
14.8932,2259.46,1880.26,156.5667,161,805000,161,-7250.57080078125
14.6515,2211.56,1865.69,156.4658,162,810000,162,-7319.8095703125
14.7116,2244.29,1869.02,156.3554,163,815000,163,-7363.95849609375
14.7819,2274.04,1879.38,156.4522,164,820000,164,-7453.54638671875
14.971,2247.68,1876.35,156.4707,165,825000,165,-7483.15966796875
15.0932,2242.24,1892.79,156.5339,166,830000,166,-7511.060546875
14.8024,2245.33,1894.78,156.4431,167,835000,167,-7594.68359375
14.9839,2252.79,1875.64,156.4862,168,840000,168,-7618.1171875
14.851,2250.39,1868.38,156.4052,169,845000,169,-7688.22607421875
15.0508,2268.11,1892.73,156.4894,170,850000,170,-7803.6845703125
14.8604,2209.73,1848.49,156.4698,171,855000,171,-7789.80859375
14.7195,2268.39,1872.26,156.4229,172,860000,172,-7829.96533203125
14.6976,2237.64,1859.81,156.5217,173,865000,173,-7820.42138671875
14.8951,2273.09,1873.45,156.4865,174,870000,174,-7896.38525390625
14.7565,2227.94,1888.35,156.3958,175,875000,175,-7921.2890625
15.254,2229.35,1878.35,156.6408,176,880000,176,-8024.4931640625
14.5884,2233.47,1873.72,156.4774,177,885000,177,-8007.900390625
14.9897,2277.4,1878.01,156.3975,178,890000,178,-8133.07373046875
14.9198,2242.32,1881.05,156.6449,179,895000,179,-8149.15771484375
14.66,2252.83,1902.7,156.5112,180,900000,180,-8161.20166015625
14.5285,2249.32,1876.53,156.4575,181,905000,181,-8170.6513671875
14.8531,2246.01,1868.26,156.4271,182,910000,182,-8220.3271484375
14.697,2206.68,1875.16,156.5702,183,915000,183,-8241.654296875
15.0399,2227.42,1867.11,156.5796,184,920000,184,-8351.6640625
14.7949,2238.5,1889.51,156.3362,185,925000,185,-8323.2021484375
14.8241,2250.25,1874.13,156.4793,186,930000,186,-8394.185546875
15.0416,2300.37,1910.45,156.4477,187,935000,187,-8448.5517578125
14.601,2217.2,1834.87,156.4182,188,940000,188,-8506.05078125
14.8667,2230.4,1886.85,156.6083,189,945000,189,-8584.5380859375
14.7183,2273.14,1886.39,156.48,190,950000,190,-8567.828125
14.7922,2236.27,1878.92,156.4433,191,955000,191,-8638.28515625
14.5924,2207.24,1845.81,156.4285,192,960000,192,-8647.68359375
14.5098,2235.38,1886.21,156.5241,193,965000,193,-8714.439453125
14.6932,2266.0,1891.7,156.4405,194,970000,194,-8768.4287109375
14.8337,2228.36,1880.45,156.4069,195,975000,195,-8814.0634765625
14.5943,2262.97,1900.39,156.573,196,980000,196,-8879.0390625
14.6716,2252.88,1855.4,156.5502,197,985000,197,-8932.3525390625
14.6325,2275.27,1891.14,156.3414,198,990000,198,-8903.15234375
14.8008,2231.13,1883.59,156.4085,199,995000,199,-8949.865234375
14.9519,2266.25,1893.61,156.3558,200,1000000,200,-8994.375
14.8265,2267.04,1910.05,156.4355,201,1005000,201,-9062.1923828125
14.802,2263.87,1905.72,156.4595,202,1010000,202,-9101.3583984375
14.8553,2260.11,1880.57,156.5002,203,1015000,203,-9146.7744140625
14.9156,2266.06,1897.16,156.5415,204,1020000,204,-9176.3994140625
14.8522,2259.89,1890.01,156.3901,205,1025000,205,-9208.3837890625
14.9348,2292.92,1915.46,156.4206,206,1030000,206,-9282.71484375
14.9261,2294.94,1906.67,156.433,207,1035000,207,-9291.330078125
14.9709,2296.26,1925.37,156.3791,208,1040000,208,-9358.6826171875
14.9379,2293.82,1919.18,156.578,209,1045000,209,-9417.3369140625
14.679,2277.09,1911.71,156.4562,210,1050000,210,-9417.5732421875
14.905,2289.51,1905.92,156.6314,211,1055000,211,-9442.791015625
14.7636,2283.45,1901.92,156.4472,212,1060000,212,-9491.88671875
14.88,2286.88,1904.18,156.5563,213,1065000,213,-9522.5634765625
14.9627,2302.59,1929.19,156.485,214,1070000,214,-9596.322265625
14.9278,2312.54,1921.15,156.5239,215,1075000,215,-9611.876953125
14.9043,2301.2,1927.44,156.4618,216,1080000,216,-9668.8681640625
15.0131,2303.6,1924.44,156.5622,217,1085000,217,-9712.6943359375
15.0174,2303.56,1904.41,156.5101,218,1090000,218,-9765.287109375
14.9815,2304.38,1902.54,156.7116,219,1095000,219,-9763.5390625
14.9548,2308.52,1920.3,156.423,220,1100000,220,-9829.021484375
15.0427,2293.84,1907.44,156.575,221,1105000,221,-9842.4794921875
14.9606,2285.55,1913.33,156.5284,222,1110000,222,-9896.369140625
14.993,2293.39,1910.14,156.4989,223,1115000,223,-9911.0634765625
14.8639,2285.25,1906.79,156.5451,224,1120000,224,-9963.7763671875
15.137,2288.6,1917.81,156.6207,225,1125000,225,-10046.5244140625
14.89,2275.54,1910.62,156.4256,226,1130000,226,-10017.5869140625
15.0603,2270.89,1903.49,156.6803,227,1135000,227,-10068.0458984375
15.0975,2280.25,1919.29,156.6603,228,1140000,228,-10136.4765625
14.8817,2273.17,1915.01,156.4764,229,1145000,229,-10157.396484375
15.1461,2299.94,1909.53,156.5093,230,1150000,230,-10226.71875
15.1703,2287.21,1910.79,156.531,231,1155000,231,-10283.048828125
14.8452,2288.09,1897.41,156.5299,232,1160000,232,-10255.3212890625
14.9677,2278.09,1912.05,156.4478,233,1165000,233,-10303.416015625
14.8505,2285.83,1904.07,156.5406,234,1170000,234,-10337.8486328125
14.9741,2311.04,1940.3,156.4527,235,1175000,235,-10378.2412109375
14.8978,2297.08,1911.02,156.4374,236,1180000,236,-10393.5
14.927,2290.24,1937.64,156.609,237,1185000,237,-10436.0869140625
14.9053,2281.07,1923.63,156.4455,238,1190000,238,-10462.4228515625
15.0191,2300.96,1929.91,156.489,239,1195000,239,-10482.0498046875
14.9283,2282.89,1916.64,156.4861,240,1200000,240,-10572.818359375
14.9579,2280.81,1901.16,156.3979,241,1205000,241,-10563.2392578125
14.8539,2289.93,1924.62,156.4827,242,1210000,242,-10628.916015625
15.0146,2282.05,1925.82,156.5171,243,1215000,243,-10674.39453125
14.9899,2283.08,1910.2,156.5117,244,1220000,244,-10614.244140625
14.9685,2281.11,1938.46,156.3043,245,1225000,245,-10747.1953125
14.865,2296.7,1924.59,156.5503,246,1230000,246,-10743.3818359375
14.797,2297.09,1935.0,156.572,247,1235000,247,-10790.76171875
14.9828,2284.97,1921.76,156.5408,248,1240000,248,-10839.689453125
15.0014,2288.09,1938.89,156.5072,249,1245000,249,-10882.5263671875
14.943,2300.78,1937.02,156.5118,250,1250000,250,-10864.583984375
14.825,2271.59,1923.65,156.4901,251,1255000,251,-10941.6044921875
14.9382,2274.29,1925.18,156.4711,252,1260000,252,-11005.1435546875
14.9321,2272.26,1921.8,156.5154,253,1265000,253,-10995.185546875
15.0856,2293.64,1917.24,156.5611,254,1270000,254,-11098.7744140625
14.8503,2272.79,1915.84,156.5005,255,1275000,255,-11072.3994140625
14.9035,2266.97,1922.17,156.6471,256,1280000,256,-11159.83984375
14.9181,2267.76,1913.85,156.4195,257,1285000,257,-11137.0283203125
14.8737,2250.05,1906.63,156.548,258,1290000,258,-11191.0751953125
14.9275,2268.25,1929.94,156.4922,259,1295000,259,-11177.349609375
14.8891,2272.7,1926.18,156.5584,260,1300000,260,-11264.7705078125
15.0599,2273.86,1893.98,156.6337,261,1305000,261,-11333.8662109375
15.0265,2276.24,1912.0,156.522,262,1310000,262,-11364.849609375
14.9889,2276.5,1929.98,156.5617,263,1315000,263,-11387.08203125
14.8303,2271.38,1927.04,156.6761,264,1320000,264,-11420.5556640625
14.8873,2273.63,1908.51,156.4486,265,1325000,265,-11425.931640625
14.8672,2258.15,1922.39,156.4511,266,1330000,266,-11517.4365234375
14.8838,2265.85,1924.45,156.3616,267,1335000,267,-11528.1728515625
14.8179,2259.89,1916.26,156.5929,268,1340000,268,-11619.29296875
14.9195,2281.39,1928.78,156.5542,269,1345000,269,-11623.0048828125
14.8546,2267.59,1901.23,156.4838,270,1350000,270,-11633.60546875
14.838,2278.11,1910.1,156.552,271,1355000,271,-11676.505859375
14.9158,2264.42,1907.03,156.6216,272,1360000,272,-11673.8701171875
14.9936,2273.46,1918.36,156.514,273,1365000,273,-11809.3271484375
14.9828,2279.93,1913.14,156.6553,274,1370000,274,-11799.04296875
14.7222,2289.17,1924.44,156.5305,275,1375000,275,-11818.5439453125
14.9059,2272.57,1921.62,156.66,276,1380000,276,-11834.3818359375
14.7072,2282.48,1909.99,156.6221,277,1385000,277,-11923.0322265625
14.7727,2266.81,1893.73,156.413,278,1390000,278,-12005.08984375
14.916,2283.86,1902.71,156.5663,279,1395000,279,-12019.197265625
14.8335,2275.67,1905.04,156.4531,280,1400000,280,-11995.3818359375
14.8763,2299.58,1924.38,156.6151,281,1405000,281,-12064.94921875
14.9588,2305.6,1930.08,156.4483,282,1410000,282,-12127.634765625
14.96,2277.86,1893.07,156.648,283,1415000,283,-12141.9482421875
14.88,2302.4,1935.44,156.4795,284,1420000,284,-12161.837890625
14.8338,2255.66,1916.95,156.5779,285,1425000,285,-12209.95703125
14.9488,2277.53,1926.98,156.6514,286,1430000,286,-12176.6337890625
15.053,2281.42,1934.46,156.4902,287,1435000,287,-12324.1884765625
14.9414,2285.62,1930.53,156.5832,288,1440000,288,-12303.12890625
14.8939,2268.87,1914.4,156.435,289,1445000,289,-12360.09765625
14.9298,2288.28,1907.87,156.5493,290,1450000,290,-12387.7294921875
14.9283,2289.24,1912.77,156.637,291,1455000,291,-12434.734375
14.9687,2271.42,1918.87,156.4979,292,1460000,292,-12446.5478515625
15.072,2305.7,1926.52,156.6914,293,1465000,293,-12507.7529296875
15.0238,2297.47,1935.86,156.595,294,1470000,294,-12490.8271484375
15.0682,2313.06,1938.13,156.5513,295,1475000,295,-12452.1962890625
14.9334,2298.23,1936.34,156.5455,296,1480000,296,-12562.0625
14.9503,2306.46,1932.9,156.5934,297,1485000,297,-12575.40625
14.8326,2268.95,1900.56,156.7337,298,1490000,298,-12572.375
14.9429,2289.49,1945.42,156.6779,299,1495000,299,-12608.7646484375
14.896,2318.9,1933.81,156.6411,300,1500000,300,-12691.4482421875
14.9744,2324.33,1940.28,156.4881,301,1505000,301,-12700.84375
14.9126,2301.29,1926.05,156.591,302,1510000,302,-12681.0380859375
14.874,2295.46,1943.06,156.6369,303,1515000,303,-12737.1181640625
15.0471,2257.32,1924.09,156.6275,304,1520000,304,-12817.384765625
14.9432,2282.23,1936.23,156.5993,305,1525000,305,-12829.1689453125
15.0044,2295.78,1919.84,156.7167,306,1530000,306,-12860.1552734375
14.8253,2308.02,1928.84,156.5427,307,1535000,307,-12846.828125
14.7888,2292.28,1938.4,156.6798,308,1540000,308,-12891.1318359375
14.9042,2281.82,1916.44,156.6662,309,1545000,309,-12931.7177734375
14.9059,2308.44,1935.46,156.5468,310,1550000,310,-13009.1494140625
14.9602,2297.16,1934.47,156.6002,311,1555000,311,-13041.259765625
14.9008,2287.04,1931.27,156.4598,312,1560000,312,-13016.0283203125
14.8489,2275.08,1899.34,156.5502,313,1565000,313,-13006.552734375
14.8699,2295.83,1929.74,156.4979,314,1570000,314,-13083.396484375
14.924,2308.57,1926.79,156.5663,315,1575000,315,-13172.595703125
14.9173,2293.38,1935.6,156.6081,316,1580000,316,-13155.7373046875
14.8793,2248.76,1931.15,156.5523,317,1585000,317,-13174.0146484375
14.9049,2313.84,1940.13,156.3903,318,1590000,318,-13224.529296875
14.9891,2259.79,1931.55,156.6153,319,1595000,319,-13210.7021484375
14.88,2293.92,1943.23,156.6145,320,1600000,320,-13230.5869140625
15.0766,2303.57,1942.02,156.6194,321,1605000,321,-13323.3955078125
14.946,2299.06,1943.77,156.592,322,1610000,322,-13293.4609375
15.0011,2296.96,1953.1,156.6009,323,1615000,323,-13336.2548828125
14.8665,2295.36,1950.86,156.577,324,1620000,324,-13361.37890625
14.8,2248.99,1934.17,156.5632,325,1625000,325,-13386.455078125
14.9881,2287.97,1939.86,156.5944,326,1630000,326,-13397.365234375
15.0434,2304.7,1953.42,156.5946,327,1635000,327,-13403.138671875
14.801,2296.63,1933.51,156.5143,328,1640000,328,-13453.556640625
14.789,2301.14,1933.2,156.5558,329,1645000,329,-13497.9970703125
14.9235,2293.12,1937.69,156.5306,330,1650000,330,-13521.998046875
15.069,2280.1,1930.89,156.5805,331,1655000,331,-13568.267578125
14.9583,2299.92,1949.21,156.6639,332,1660000,332,-13568.69140625
14.7843,2268.29,1936.33,156.5146,333,1665000,333,-13515.76953125
15.0243,2294.14,1959.52,156.509,334,1670000,334,-13629.15625
15.085,2276.86,1967.08,156.7033,335,1675000,335,-13654.3310546875
14.946,2299.98,1929.96,156.6304,336,1680000,336,-13686.26171875
15.0738,2298.93,1955.85,156.6958,337,1685000,337,-13642.833984375
15.0719,2278.28,1947.14,156.6771,338,1690000,338,-13676.1650390625
14.8128,2245.61,1927.39,156.5466,339,1695000,339,-13658.1015625
15.0344,2314.52,1962.47,156.5527,340,1700000,340,-13740.7880859375
14.9604,2276.69,1943.95,156.7579,341,1705000,341,-13759.419921875
15.0365,2299.3,1954.63,156.4863,342,1710000,342,-13794.685546875
14.9979,2290.66,1971.45,156.6143,343,1715000,343,-13759.0849609375
14.7362,2264.22,1941.08,156.5417,344,1720000,344,-13795.3349609375
14.8204,2278.32,1944.96,156.6855,345,1725000,345,-13818.69921875
14.9496,2294.72,1959.08,156.5075,346,1730000,346,-13928.962890625
14.8577,2306.77,1961.23,156.6315,347,1735000,347,-13831.2470703125
14.8722,2289.33,1940.28,156.548,348,1740000,348,-13835.3583984375
14.8143,2292.76,1968.92,156.5531,349,1745000,349,-13866.685546875
15.1391,2328.13,1965.63,156.5504,350,1750000,350,-13942.7529296875
14.964,2319.81,1949.44,156.5513,351,1755000,351,-13994.630859375
15.0298,2292.62,1961.43,156.8898,352,1760000,352,-13967.78125
15.08,2320.33,1987.99,156.4888,353,1765000,353,-14012.3115234375
14.9987,2299.37,1952.82,156.543,354,1770000,354,-13997.478515625
15.0824,2339.7,1982.53,156.6386,355,1775000,355,-14074.58203125
15.0442,2284.3,1969.81,156.6216,356,1780000,356,-14060.2490234375
15.083,2333.27,1990.7,156.5399,357,1785000,357,-14150.458984375
15.0073,2313.47,1974.37,156.6979,358,1790000,358,-14102.2587890625
14.9257,2325.42,1969.54,156.4902,359,1795000,359,-14098.23828125
14.8832,2299.35,1971.99,156.5932,360,1800000,360,-14162.3798828125
15.1175,2335.37,1987.55,156.5537,361,1805000,361,-14234.232421875
15.0538,2327.23,1983.14,156.6154,362,1810000,362,-14205.5966796875
14.9549,2331.25,1981.31,156.59,363,1815000,363,-14198.583984375
14.8522,2285.95,1960.48,156.6298,364,1820000,364,-14205.9287109375
14.7698,2301.29,1956.03,156.6176,365,1825000,365,-14293.275390625
15.0055,2339.56,1973.04,156.5367,366,1830000,366,-14209.5322265625
15.006,2287.59,1966.89,156.604,367,1835000,367,-14263.2060546875
15.0148,2290.76,1974.49,156.6237,368,1840000,368,-14294.3095703125
14.8517,2306.6,1951.61,156.4784,369,1845000,369,-14266.689453125
15.1546,2340.4,2004.33,156.5869,370,1850000,370,-14330.1484375
15.0723,2296.49,1951.27,156.5187,371,1855000,371,-14329.32421875
15.1566,2310.7,1983.08,156.4789,372,1860000,372,-14334.46875
14.8902,2280.73,1958.21,156.5326,373,1865000,373,-14320.642578125
14.8181,2273.99,1961.75,156.7024,374,1870000,374,-14304.431640625
14.7782,2297.14,1960.45,156.541,375,1875000,375,-14371.421875
15.1262,2317.11,1968.36,156.6287,376,1880000,376,-14460.1328125
14.9231,2284.49,1921.8,156.4636,377,1885000,377,-14442.0
14.9145,2293.7,1922.74,156.6168,378,1890000,378,-14500.279296875
14.9479,2304.73,1965.72,156.5707,379,1895000,379,-14478.498046875
14.914,2316.29,1943.75,156.4737,380,1900000,380,-14598.4130859375
14.9167,2296.26,1965.31,156.6325,381,1905000,381,-14486.2802734375
14.9423,2277.37,1959.96,156.5312,382,1910000,382,-14546.830078125
14.8579,2303.88,1964.8,156.5209,383,1915000,383,-14519.599609375
15.0827,2309.33,1970.17,156.6116,384,1920000,384,-14630.9111328125
14.9768,2268.85,1941.46,156.5514,385,1925000,385,-14656.1279296875
14.9652,2287.43,1937.25,156.6918,386,1930000,386,-14574.1923828125
14.874,2296.41,1947.55,156.4903,387,1935000,387,-14648.046875
