Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Sto Return,Running Update Time,Reward Loss,Real Det Return
157.0488,15.6345,390000,78,1800.1,78,-2739.7705078125,2111.74
156.9029,15.5143,395000,79,1739.27,79,-2786.891845703125,2122.05
156.9426,15.5373,400000,80,1758.02,80,-2800.012451171875,2107.74
157.0187,15.3977,405000,81,1755.33,81,-2872.042724609375,2123.62
156.8309,15.6105,410000,82,1780.65,82,-2905.9111328125,2128.58
156.905,15.9512,415000,83,1767.57,83,-2965.3037109375,2159.13
156.9559,15.9024,420000,84,1754.96,84,-2995.23974609375,2139.44
156.7422,15.814,425000,85,1773.49,85,-3046.95361328125,2124.82
156.9732,15.6947,430000,86,1750.79,86,-3068.778076171875,2108.14
156.8085,15.6607,435000,87,1788.99,87,-3103.250732421875,2140.85
156.8694,15.8339,440000,88,1799.91,88,-3185.10546875,2120.76
156.9691,15.5461,445000,89,1789.58,89,-3199.66796875,2115.1
156.7772,15.4541,450000,90,1773.32,90,-3229.182373046875,2158.75
156.9553,15.5828,455000,91,1780.02,91,-3309.04638671875,2146.21
156.7854,15.5224,460000,92,1781.48,92,-3322.495849609375,2114.29
156.794,15.7302,465000,93,1809.42,93,-3392.66845703125,2191.45
156.901,15.5878,470000,94,1791.16,94,-3430.186279296875,2182.07
156.8489,15.6302,475000,95,1794.26,95,-3453.686279296875,2154.89
156.7052,15.4314,480000,96,1802.06,96,-3489.919921875,2158.75
157.0317,15.6305,485000,97,1747.31,97,-3563.694091796875,2107.04
157.0259,15.6135,490000,98,1801.12,98,-3610.666259765625,2139.04
157.0206,15.8596,495000,99,1810.71,99,-3670.701904296875,2202.51
156.8483,15.3302,500000,100,1801.58,100,-3668.4248046875,2149.61
156.8125,15.8779,505000,101,1798.72,101,-3742.307373046875,2196.81
156.7825,15.2336,510000,102,1780.57,102,-3758.485595703125,2100.47
156.915,15.3314,515000,103,1782.19,103,-3839.8662109375,2122.08
157.0433,15.7162,520000,104,1827.39,104,-3890.8896484375,2157.54
156.8905,15.5615,525000,105,1807.54,105,-3930.4169921875,2176.55
156.8422,15.0746,530000,106,1764.11,106,-3976.2275390625,2089.34
156.6559,15.6003,535000,107,1852.5,107,-4018.47607421875,2203.41
156.7559,15.6319,540000,108,1841.33,108,-4066.010986328125,2212.94
156.7696,15.6299,545000,109,1850.32,109,-4110.3642578125,2151.7
157.0708,15.8435,550000,110,1798.37,110,-4192.73681640625,2171.43
156.8355,15.5221,555000,111,1823.36,111,-4193.32568359375,2172.98
156.8487,15.3037,560000,112,1815.62,112,-4288.20361328125,2118.71
156.8006,15.6798,565000,113,1858.12,113,-4310.63525390625,2203.07
156.9101,15.7131,570000,114,1842.85,114,-4359.0947265625,2196.77
156.8819,15.9538,575000,115,1865.73,115,-4438.15087890625,2223.1
156.826,15.4337,580000,116,1811.09,116,-4447.109375,2147.21
156.7689,15.764,585000,117,1833.91,117,-4497.9716796875,2201.84
156.8146,15.51,590000,118,1838.95,118,-4533.9482421875,2144.24
156.8642,15.4367,595000,119,1824.52,119,-4585.375,2178.8
156.9338,15.8739,600000,120,1847.87,120,-4670.3056640625,2207.05
156.7073,15.4293,605000,121,1847.51,121,-4676.95751953125,2183.53
156.8652,15.3253,610000,122,1825.82,122,-4716.24560546875,2173.48
156.8715,15.2388,615000,123,1827.35,123,-4806.884765625,2160.09
156.7802,15.544,620000,124,1816.15,124,-4837.99560546875,2151.3
156.7693,15.69,625000,125,1857.94,125,-4899.724609375,2218.61
156.6945,15.5865,630000,126,1841.27,126,-4913.3486328125,2187.31
156.7761,15.6049,635000,127,1858.08,127,-5004.22265625,2245.93
156.8949,15.5361,640000,128,1846.95,128,-5072.6337890625,2216.25
156.9759,15.6336,645000,129,1867.92,129,-5125.814453125,2234.1
156.9811,15.4354,650000,130,1821.6,130,-5155.5673828125,2157.75
156.8768,15.579,655000,131,1836.14,131,-5197.15625,2186.11
156.7616,15.5441,660000,132,1856.89,132,-5244.66748046875,2220.64
156.8719,15.2555,665000,133,1829.77,133,-5341.19482421875,2177.74
156.7397,15.1754,670000,134,1799.93,134,-5348.08935546875,2178.35
156.6459,15.3023,675000,135,1846.06,135,-5430.09033203125,2205.59
156.6812,15.3926,680000,136,1850.55,136,-5468.609375,2168.85
156.7456,15.3085,685000,137,1841.67,137,-5508.67529296875,2173.86
156.6501,15.491,690000,138,1866.37,138,-5558.07958984375,2201.4
156.7737,16.0112,695000,139,1877.5,139,-5676.37109375,2230.19
156.7417,15.2856,700000,140,1844.27,140,-5688.73779296875,2243.89
156.849,15.3454,705000,141,1814.96,141,-5753.60546875,2145.21
156.9117,15.2834,710000,142,1834.45,142,-5835.86962890625,2195.9
156.933,15.8076,715000,143,1828.76,143,-5932.40283203125,2199.62
156.9255,15.5489,720000,144,1883.07,144,-5949.0087890625,2218.59
156.6915,15.2629,725000,145,1837.65,145,-5931.19482421875,2186.07
156.606,15.4193,730000,146,1856.42,146,-6026.8583984375,2226.09
156.7306,15.519,735000,147,1885.37,147,-6027.67138671875,2238.06
156.7112,15.3216,740000,148,1812.95,148,-6133.27587890625,2171.41
156.9493,15.5624,745000,149,1849.05,149,-6148.28515625,2219.75
156.9641,15.8577,750000,150,1881.61,150,-6250.83984375,2248.85
156.9717,15.2789,755000,151,1826.58,151,-6261.2822265625,2161.91
156.7712,15.421,760000,152,1860.2,152,-6310.73779296875,2212.85
156.7746,15.1735,765000,153,1836.17,153,-6342.8173828125,2166.19
156.8778,15.4301,770000,154,1855.85,154,-6416.63037109375,2223.64
156.7695,15.2669,775000,155,1859.58,155,-6418.31787109375,2181.62
156.7359,15.267,780000,156,1876.9,156,-6463.85205078125,2226.28
156.7932,15.3671,785000,157,1854.28,157,-6519.283203125,2150.2
156.9957,15.6315,790000,158,1883.14,158,-6623.96630859375,2273.78
156.7212,15.1764,795000,159,1831.36,159,-6622.3974609375,2110.44
156.5892,15.3068,800000,160,1852.19,160,-6650.03466796875,2205.33
156.853,15.6162,805000,161,1897.27,161,-6735.0908203125,2251.85
156.8038,14.9979,810000,162,1825.25,162,-6787.78955078125,2132.2
156.9163,15.609,815000,163,1903.82,163,-6820.03076171875,2207.51
156.8366,15.4844,820000,164,1861.96,164,-6841.421875,2168.45
157.139,15.4934,825000,165,1869.03,165,-6936.193359375,2207.17
156.7741,15.3845,830000,166,1875.74,166,-6939.63037109375,2235.0
156.7004,15.3871,835000,167,1858.99,167,-7003.068359375,2204.67
156.8021,15.3843,840000,168,1864.47,168,-7028.32958984375,2191.43
156.7359,15.3165,845000,169,1865.17,169,-7075.02001953125,2165.71
156.8807,15.6332,850000,170,1871.1,170,-7146.03173828125,2236.42
156.7839,15.2605,855000,171,1831.6,171,-7207.86767578125,2163.27
156.8451,15.5929,860000,172,1936.61,172,-7257.255859375,2276.32
156.9494,15.2334,865000,173,1902.01,173,-7296.31494140625,2211.12
156.728,15.612,870000,174,1868.13,174,-7345.8974609375,2212.79
156.9194,15.5265,875000,175,1881.04,175,-7383.71337890625,2235.03
156.8658,15.383,880000,176,1872.46,176,-7461.77490234375,2195.96
156.7339,15.2566,885000,177,1870.09,177,-7404.57958984375,2210.12
156.7746,15.4957,890000,178,1870.03,178,-7487.47314453125,2214.08
156.8368,15.462,895000,179,1875.58,179,-7527.02978515625,2198.39
156.6792,15.4529,900000,180,1888.95,180,-7567.88720703125,2239.57
156.7815,15.3064,905000,181,1875.48,181,-7610.10791015625,2224.79
156.9492,15.1968,910000,182,1900.81,182,-7633.42724609375,2211.91
156.8635,15.382,915000,183,1851.69,183,-7676.64013671875,2200.8
156.769,15.062,920000,184,1852.01,184,-7675.2958984375,2192.18
156.7326,15.3515,925000,185,1876.28,185,-7718.876953125,2170.63
156.8632,15.4496,930000,186,1895.18,186,-7776.84521484375,2244.91
156.8694,15.1418,935000,187,1833.22,187,-7805.6376953125,2220.3
156.729,15.5933,940000,188,1891.89,188,-7761.86669921875,2222.93
156.7204,15.2332,945000,189,1878.79,189,-7815.08154296875,2213.08
156.6431,15.228,950000,190,1877.76,190,-7863.56201171875,2213.97
156.7346,15.3176,955000,191,1892.55,191,-7864.40771484375,2234.7
156.7355,15.382,960000,192,1884.45,192,-7957.384765625,2238.38
156.628,15.4179,965000,193,1912.48,193,-7930.7314453125,2240.1
156.8982,15.0943,970000,194,1855.14,194,-7967.63525390625,2202.63
156.9101,15.3892,975000,195,1897.33,195,-7990.291015625,2228.62
156.8273,15.2821,980000,196,1852.84,196,-8034.20166015625,2226.66
156.8446,15.4963,985000,197,1899.27,197,-8088.11181640625,2233.17
156.9117,15.4164,990000,198,1887.43,198,-8079.7138671875,2243.27
156.9281,15.384,995000,199,1872.23,199,-8116.1337890625,2187.86
156.6525,15.4353,1000000,200,1931.14,200,-8106.6455078125,2229.76
156.7818,15.5402,1005000,201,1931.56,201,-8173.0234375,2265.38
156.7059,15.5102,1010000,202,1939.36,202,-8168.30615234375,2253.57
156.8399,15.6589,1015000,203,1935.88,203,-8244.3154296875,2252.21
156.82,15.6376,1020000,204,1919.88,204,-8252.4755859375,2269.01
156.7429,15.359,1025000,205,1913.68,205,-8260.3056640625,2265.99
156.6973,15.331,1030000,206,1919.88,206,-8299.9306640625,2234.59
156.7667,15.3458,1035000,207,1924.61,207,-8310.388671875,2248.63
156.8617,15.6074,1040000,208,1932.47,208,-8359.0830078125,2278.36
156.7725,15.3877,1045000,209,1926.44,209,-8394.560546875,2272.43
156.8335,15.3005,1050000,210,1918.74,210,-8422.81640625,2241.32
156.5375,15.3625,1055000,211,1927.37,211,-8403.3681640625,2268.7
156.6324,15.2266,1060000,212,1923.26,212,-8470.6171875,2236.05
156.7089,15.5945,1065000,213,1933.09,213,-8491.5810546875,2258.39
156.6216,15.583,1070000,214,1936.36,214,-8567.365234375,2275.24
156.7592,15.4005,1075000,215,1916.29,215,-8567.9462890625,2267.75
156.6283,15.303,1080000,216,1898.69,216,-8589.7158203125,2244.23
156.7417,15.3296,1085000,217,1911.2,217,-8626.7255859375,2239.67
156.654,15.2348,1090000,218,1892.97,218,-8662.109375,2237.03
156.8126,15.377,1095000,219,1927.42,219,-8657.0693359375,2266.14
156.6813,15.4323,1100000,220,1942.91,220,-8713.470703125,2260.32
156.5812,15.3875,1105000,221,1914.35,221,-8713.1572265625,2264.67
156.7265,15.4436,1110000,222,1923.79,222,-8724.76953125,2254.71
156.8077,15.2901,1115000,223,1909.93,223,-8778.5341796875,2238.27
156.6276,15.3158,1120000,224,1911.72,224,-8786.8974609375,2246.2
156.7828,15.2645,1125000,225,1933.08,225,-8837.212890625,2262.68
156.8678,15.3491,1130000,226,1927.6,226,-8816.365234375,2259.73
156.5854,15.3755,1135000,227,1943.11,227,-8842.767578125,2237.73
156.6842,15.1486,1140000,228,1919.21,228,-8880.8916015625,2247.15
156.8256,15.1141,1145000,229,1916.5,229,-8903.525390625,2247.41
156.7005,15.4477,1150000,230,1945.69,230,-8918.078125,2279.66
156.5467,15.2078,1155000,231,1924.87,231,-8902.93359375,2251.66
156.7913,15.2239,1160000,232,1934.71,232,-8968.365234375,2250.87
156.4986,15.1718,1165000,233,1934.17,233,-8970.171875,2271.29
156.6787,15.127,1170000,234,1927.88,234,-9003.2529296875,2245.16
156.4885,15.2012,1175000,235,1955.26,235,-9019.859375,2286.32
156.6669,15.3205,1180000,236,1930.7,236,-9084.0,2277.55
156.6605,15.2441,1185000,237,1937.32,237,-9078.9013671875,2261.32
156.7281,15.3925,1190000,238,1940.56,238,-9118.166015625,2281.76
156.6272,15.2497,1195000,239,1928.71,239,-9111.3525390625,2232.86
156.6818,15.364,1200000,240,1959.56,240,-9195.759765625,2300.34
156.575,15.2302,1205000,241,1938.48,241,-9181.1435546875,2272.18
156.6874,15.2009,1210000,242,1923.73,242,-9207.46484375,2237.42
156.6818,15.2712,1215000,243,1926.99,243,-9225.2509765625,2253.71
156.6153,15.3019,1220000,244,1935.8,244,-9282.984375,2280.0
156.639,15.1461,1225000,245,1938.22,245,-9269.6513671875,2288.14
156.5833,15.1844,1230000,246,1943.53,246,-9304.0166015625,2266.51
156.6384,15.2324,1235000,247,1962.17,247,-9350.7958984375,2293.31
156.6048,15.2675,1240000,248,1944.45,248,-9352.7880859375,2271.02
156.5209,15.0675,1245000,249,1954.28,249,-9397.779296875,2306.95
156.6435,15.356,1250000,250,1974.6,250,-9402.4765625,2282.0
156.4389,15.3026,1255000,251,1951.4,251,-9475.0087890625,2294.47
156.5225,15.2952,1260000,252,1960.47,252,-9460.8818359375,2280.03
156.7134,15.458,1265000,253,1933.91,253,-9518.5869140625,2270.42
156.6862,15.2033,1270000,254,1939.0,254,-9538.4345703125,2285.93
156.6588,15.2954,1275000,255,1948.13,255,-9554.6083984375,2292.7
156.7138,15.4095,1280000,256,1958.85,256,-9593.564453125,2310.86
156.6006,15.2579,1285000,257,1950.29,257,-9595.494140625,2280.84
156.6623,15.2641,1290000,258,1962.57,258,-9615.1904296875,2298.27
156.6767,15.3371,1295000,259,1948.77,259,-9668.396484375,2288.72
156.6195,15.1841,1300000,260,1952.94,260,-9649.259765625,2278.63
156.6446,15.3517,1305000,261,1957.93,261,-9711.2568359375,2293.87
156.5804,15.395,1310000,262,1959.72,262,-9725.1513671875,2298.3
156.6937,15.3128,1315000,263,1924.0,263,-9761.447265625,2302.51
156.7584,15.4456,1320000,264,1955.47,264,-9795.8466796875,2304.73
156.5973,15.2836,1325000,265,1960.33,265,-9778.96875,2321.58
156.6172,15.2134,1330000,266,1935.95,266,-9819.3896484375,2286.41
156.6718,15.3871,1335000,267,1951.84,267,-9843.818359375,2312.64
156.6651,15.3256,1340000,268,1933.51,268,-9899.4521484375,2298.33
156.6614,15.474,1345000,269,1931.44,269,-9903.9248046875,2307.13
156.6346,15.4666,1350000,270,1938.05,270,-9939.6171875,2290.07
156.8448,15.3491,1355000,271,1961.45,271,-9902.7333984375,2303.75
156.6555,15.3061,1360000,272,1933.65,272,-9941.134765625,2283.84
156.5824,15.3417,1365000,273,1942.86,273,-9961.943359375,2297.88
156.6306,15.4483,1370000,274,1930.28,274,-10002.1025390625,2324.16
156.6074,15.2886,1375000,275,1933.68,275,-10023.4990234375,2301.47
156.5375,15.4674,1380000,276,1938.11,276,-10022.1240234375,2322.95
156.6356,15.4544,1385000,277,1958.86,277,-10070.2216796875,2287.11
156.5757,15.6276,1390000,278,1948.49,278,-10088.7138671875,2334.9
156.4579,15.539,1395000,279,1976.12,279,-10114.0771484375,2338.65
156.601,15.5383,1400000,280,1976.64,280,-10124.1806640625,2324.32
156.6619,15.4836,1405000,281,1970.57,281,-10151.5595703125,2327.78
156.5578,15.3655,1410000,282,1943.08,282,-10204.7509765625,2320.56
156.7318,15.6492,1415000,283,1972.22,283,-10219.369140625,2356.53
156.5446,15.3537,1420000,284,1952.96,284,-10182.8583984375,2300.97
156.6332,15.5349,1425000,285,1950.68,285,-10215.392578125,2319.98
156.4964,15.4374,1430000,286,1991.24,286,-10238.958984375,2337.51
156.552,15.4115,1435000,287,1957.94,287,-10244.9404296875,2278.56
156.5521,15.45,1440000,288,1956.75,288,-10290.5068359375,2329.4
156.6509,15.4307,1445000,289,1963.84,289,-10310.5791015625,2313.56
156.6169,15.5419,1450000,290,1981.05,290,-10353.9619140625,2329.53
156.5966,15.4761,1455000,291,1971.87,291,-10368.4794921875,2336.45
156.554,15.4824,1460000,292,1948.66,292,-10398.3408203125,2324.3
156.5501,15.544,1465000,293,1984.3,293,-10408.916015625,2324.19
156.6694,15.4632,1470000,294,1966.05,294,-10437.2001953125,2337.52
156.6862,15.3159,1475000,295,1954.05,295,-10448.5830078125,2326.99
156.6607,15.5064,1480000,296,1970.25,296,-10478.0302734375,2356.95
156.6639,15.4404,1485000,297,1965.97,297,-10501.2734375,2334.64
156.5463,15.5721,1490000,298,1976.74,298,-10487.3759765625,2342.7
156.6837,15.7165,1495000,299,1989.0,299,-10535.3017578125,2360.54
156.549,15.6017,1500000,300,1996.16,300,-10528.6044921875,2339.72
156.701,15.7543,1505000,301,1994.37,301,-10569.779296875,2355.68
156.6643,15.4593,1510000,302,1982.88,302,-10592.958984375,2349.39
156.7703,15.6877,1515000,303,1996.1,303,-10583.7197265625,2345.09
156.5988,15.3268,1520000,304,1997.17,304,-10589.37890625,2350.46
156.5898,15.6585,1525000,305,1989.17,305,-10641.412109375,2334.07
156.5896,15.543,1530000,306,1984.51,306,-10631.416015625,2332.57
156.737,15.5186,1535000,307,2000.63,307,-10666.892578125,2333.32
156.6989,15.5634,1540000,308,2007.39,308,-10668.0341796875,2350.76
156.8356,15.5358,1545000,309,1965.68,309,-10695.5712890625,2322.54
156.6088,15.3691,1550000,310,1988.49,310,-10723.4697265625,2335.93
156.682,15.4848,1555000,311,1987.17,311,-10704.5810546875,2331.27
156.654,15.3666,1560000,312,1982.72,312,-10710.5595703125,2330.05
156.8161,15.6004,1565000,313,1982.98,313,-10767.994140625,2335.32
156.7961,15.5901,1570000,314,1998.21,314,-10771.0869140625,2341.37
156.7206,15.6764,1575000,315,1999.4,315,-10800.083984375,2342.55
156.6937,15.4741,1580000,316,1986.45,316,-10820.9140625,2350.49
156.705,15.3889,1585000,317,1954.24,317,-10807.3125,2285.37
156.6731,15.5278,1590000,318,1991.09,318,-10856.412109375,2341.67
156.771,15.7065,1595000,319,1983.35,319,-10829.12109375,2338.46
156.5387,15.3703,1600000,320,1990.21,320,-10872.685546875,2334.88
156.7484,15.4705,1605000,321,1968.32,321,-10881.521484375,2327.48
156.8207,15.6924,1610000,322,2002.49,322,-10938.6669921875,2360.28
156.6725,15.4455,1615000,323,1972.28,323,-10967.6162109375,2338.38
156.7382,15.4394,1620000,324,1984.26,324,-10945.6396484375,2307.46
156.6607,15.6592,1625000,325,2000.78,325,-10965.6640625,2344.24
156.6011,15.4395,1630000,326,1970.89,326,-10988.857421875,2340.73
156.567,15.526,1635000,327,1983.11,327,-11018.755859375,2344.06
156.6052,15.5856,1640000,328,2003.58,328,-11020.001953125,2341.62
156.7215,15.441,1645000,329,1980.13,329,-11045.931640625,2338.72
156.8636,15.3455,1650000,330,1971.85,330,-11022.3193359375,2325.41
156.6225,15.5401,1655000,331,1979.59,331,-11099.265625,2336.24
156.6779,15.3374,1660000,332,1965.75,332,-11078.349609375,2322.13
156.6861,15.3181,1665000,333,1974.83,333,-11092.2060546875,2347.42
156.5884,15.4225,1670000,334,1991.76,334,-11115.783203125,2333.56
156.7078,15.4571,1675000,335,1982.92,335,-11134.328125,2324.61
156.5859,15.4072,1680000,336,1981.3,336,-11163.4267578125,2349.18
156.7156,15.2969,1685000,337,1963.27,337,-11144.4287109375,2324.85
156.5018,15.2639,1690000,338,1966.94,338,-11174.8037109375,2328.88
156.5064,15.1953,1695000,339,1994.63,339,-11182.2529296875,2336.72
156.5853,15.2761,1700000,340,1942.93,340,-11173.0107421875,2289.84
156.6713,15.3703,1705000,341,1965.99,341,-11199.6611328125,2311.85
156.58,15.2981,1710000,342,1983.43,342,-11242.6865234375,2336.22
156.7006,15.3149,1715000,343,1966.3,343,-11258.421875,2331.09
156.6427,15.4477,1720000,344,1979.6,344,-11286.638671875,2326.66
156.613,15.3157,1725000,345,1980.49,345,-11298.4541015625,2337.41
156.4197,15.2845,1730000,346,1957.15,346,-11302.1689453125,2332.72
156.8053,15.3032,1735000,347,1959.41,347,-11324.8466796875,2323.6
156.5126,15.3803,1740000,348,1976.94,348,-11422.626953125,2344.78
