Running Update Time,Real Det Return,Running Env Steps,Running Forward KL,Reward Loss,Running Reverse KL,Itration,Real Sto Return
77,2651.01,385000,58.7386,-807.7586059570312,28.4346,77,2125.81
78,3386.03,390000,56.7574,-781.749267578125,29.781,78,2239.23
79,3675.0,395000,59.4317,-864.5570068359375,27.9471,79,1958.07
80,3471.36,400000,58.6936,-800.5864868164062,32.406,80,2791.97
81,3354.45,405000,64.4585,-793.58154296875,41.1265,81,2899.95
82,3065.59,410000,59.7067,-916.4868774414062,26.4675,82,2052.05
83,3559.12,415000,61.4004,-876.4669189453125,32.9431,83,2693.06
84,2923.81,420000,62.7969,-1098.6956787109375,25.7411,84,1497.49
85,3558.04,425000,60.023,-1025.3560791015625,25.1079,85,1813.31
86,2882.86,430000,58.755,-951.7240600585938,26.0381,86,1985.66
87,3261.81,435000,59.2081,-913.7945556640625,32.6291,87,2700.88
88,3261.56,440000,58.9473,-937.8233032226562,28.4134,88,2024.93
89,3425.96,445000,61.5758,-924.1002197265625,34.4771,89,2326.85
90,3446.26,450000,63.3678,-982.5471801757812,38.2411,90,2938.34
91,3657.59,455000,61.1228,-920.8624877929688,33.4315,91,2245.59
92,3863.97,460000,62.4902,-947.1388549804688,36.459,92,2848.05
93,3156.82,465000,59.5891,-1036.88232421875,29.1836,93,2582.31
94,3769.38,470000,60.9878,-989.8311767578125,32.88,94,2866.17
95,3520.44,475000,61.3738,-1079.8563232421875,32.0558,95,2586.85
96,3290.91,480000,59.9516,-1008.9981689453125,31.2817,96,1940.53
97,3856.92,485000,65.4292,-991.07177734375,39.733,97,1943.7
98,347.85,490000,62.2907,-1289.6192626953125,25.0395,98,435.62
99,3226.34,495000,62.1909,-1105.5152587890625,29.8272,99,2022.48
100,3713.91,500000,62.2601,-1169.747314453125,31.1229,100,3111.93
101,3591.96,505000,64.8856,-1063.649169921875,41.2869,101,3126.06
102,3974.76,510000,65.3539,-1073.628173828125,40.2375,102,3030.92
103,3526.87,515000,62.5233,-1148.9267578125,35.0974,103,2989.54
104,2442.02,520000,61.4615,-1302.4051513671875,26.4157,104,1727.62
105,1989.44,525000,62.906,-1256.1827392578125,29.0058,105,1674.39
106,3121.09,530000,62.5506,-1280.1876220703125,28.4777,106,1564.12
107,4054.18,535000,66.4646,-1123.303955078125,43.2201,107,2970.36
108,3550.28,540000,64.8821,-1254.4818115234375,36.8894,108,2979.42
109,2509.64,545000,63.1455,-1290.8170166015625,32.7839,109,1967.06
110,3794.71,550000,62.5349,-1384.73681640625,29.824,110,3317.73
111,3957.27,555000,64.5098,-1309.540771484375,38.4404,111,3077.85
112,3941.77,560000,64.6353,-1325.782958984375,41.4244,112,3234.88
113,4043.98,565000,67.8766,-1259.7020263671875,44.4224,113,2974.22
114,3979.89,570000,69.2055,-1314.281494140625,45.4558,114,2944.33
115,3518.67,575000,62.4524,-1404.153564453125,30.6261,115,2437.34
116,3822.04,580000,68.0153,-1271.8367919921875,43.9539,116,2977.59
117,3144.94,585000,63.538,-1525.500732421875,28.9201,117,2609.56
118,3600.23,590000,64.1311,-1506.5989990234375,33.6342,118,2731.97
119,3517.27,595000,63.8556,-1537.9559326171875,34.6233,119,2612.19
120,3432.54,600000,64.6995,-1455.04833984375,33.4424,120,2892.9
121,4123.32,605000,65.6167,-1528.33544921875,36.7703,121,3400.82
122,1662.61,610000,64.0241,-1605.2606201171875,28.5514,122,1751.81
123,4124.51,615000,65.5004,-1542.5489501953125,38.8907,123,2707.4
124,3387.54,620000,63.1084,-1532.9481201171875,31.1812,124,2615.34
125,3440.26,625000,67.2057,-1453.239501953125,44.8793,125,2865.26
126,3097.69,630000,63.2179,-1661.979248046875,32.2235,126,3080.37
127,2081.24,635000,64.3203,-1705.282470703125,30.199,127,2203.11
128,3139.03,640000,63.9381,-1584.2545166015625,34.5843,128,2416.08
129,3917.63,645000,65.8414,-1578.6650390625,38.6947,129,2640.79
130,3837.0,650000,64.9476,-1688.7061767578125,35.9737,130,3272.12
131,3622.72,655000,63.2617,-1690.08837890625,37.0268,131,3027.3
132,3933.12,660000,67.0056,-1584.6739501953125,41.6518,132,2969.98
133,3670.85,665000,70.722,-1655.3682861328125,49.2739,133,3456.55
134,4074.26,670000,63.8609,-1738.9111328125,35.4974,134,2767.81
135,3884.36,675000,68.3923,-1636.8486328125,47.1372,135,3461.67
136,4270.27,680000,69.7247,-1664.7589111328125,45.2754,136,2613.06
137,2612.3,685000,64.8684,-1827.94970703125,31.1801,137,2448.19
138,3928.87,690000,67.0118,-1801.7010498046875,43.7651,138,3576.75
139,2586.14,695000,66.316,-1714.5830078125,38.231,139,2528.97
140,4340.59,700000,65.7767,-1732.7115478515625,43.1056,140,3556.05
141,4394.82,705000,65.1417,-1883.1737060546875,42.433,141,4044.16
142,3872.76,710000,65.9256,-1803.4925537109375,43.4366,142,3279.64
143,4316.41,715000,65.5373,-1898.28125,39.4396,143,3617.53
144,4341.33,720000,66.1095,-1852.3404541015625,40.427,144,3275.95
145,4293.2,725000,65.1607,-1966.9451904296875,38.9733,145,3302.58
146,4488.72,730000,68.8963,-1915.60595703125,48.9387,146,3514.24
147,3898.65,735000,66.033,-1903.1234130859375,40.8552,147,2825.26
148,3911.78,740000,67.3013,-1987.317138671875,46.5531,148,3361.02
149,3839.38,745000,65.5644,-2175.584228515625,36.9738,149,3844.58
150,4220.59,750000,64.7151,-1972.1514892578125,40.3767,150,4220.28
151,4665.83,755000,65.1453,-2081.30908203125,43.5586,151,4070.04
152,3979.02,760000,64.785,-2028.6688232421875,39.516,152,3318.5
153,4005.12,765000,67.2153,-2037.2591552734375,46.1143,153,3533.14
154,3643.81,770000,67.9305,-2042.08251953125,45.6596,154,3176.39
155,4123.15,775000,65.7033,-2137.80029296875,38.8714,155,3467.08
156,2494.94,780000,66.211,-2162.740966796875,36.3079,156,1823.43
157,1781.58,785000,64.8635,-2121.855224609375,33.8431,157,1564.44
158,3860.4,790000,67.3323,-2091.423828125,45.547,158,3867.28
159,4363.97,795000,68.0841,-2176.04736328125,47.672,159,3981.75
160,3816.97,800000,69.2049,-2130.14013671875,51.3667,160,4293.65
161,4281.24,805000,71.6564,-2286.44580078125,55.118,161,3898.68
162,4431.48,810000,69.0614,-2346.578125,47.2328,162,3131.25
163,4729.36,815000,67.3311,-2351.4072265625,44.945,163,4457.34
164,4190.13,820000,66.1069,-2345.43701171875,41.4872,164,3882.63
165,3138.6,825000,67.4489,-2248.986328125,46.6096,165,2190.95
166,5006.82,830000,64.9206,-2404.171142578125,41.2689,166,4116.45
167,5017.23,835000,73.3835,-2484.4638671875,56.9978,167,4123.35
168,2905.08,840000,69.1448,-2346.570556640625,49.0162,168,2970.91
169,4444.22,845000,69.3904,-2496.01025390625,49.5319,169,4109.42
170,5048.56,850000,66.1109,-2611.155029296875,43.3658,170,4440.07
171,3897.39,855000,65.3134,-2491.361083984375,40.8119,171,3441.82
172,5078.05,860000,75.0379,-2623.530029296875,57.6982,172,4279.53
173,4729.36,865000,72.6165,-2554.720947265625,57.4521,173,3994.74
174,3875.53,870000,68.8312,-2608.44775390625,49.8664,174,3393.37
175,5154.46,875000,73.4017,-2592.72802734375,58.8267,175,4429.53
176,4574.92,880000,72.3795,-2676.921875,60.2878,176,4266.84
177,2746.39,885000,68.3435,-2735.595703125,48.1833,177,3219.59
178,4840.07,890000,76.0985,-2781.649658203125,60.0734,178,4254.9
179,3731.9,895000,70.5108,-2916.145263671875,52.6398,179,3883.06
180,4844.21,900000,69.781,-2735.782958984375,54.056,180,4174.9
181,5125.39,905000,68.979,-2966.81005859375,49.3726,181,4471.48
182,5146.18,910000,68.7106,-3006.21240234375,51.8495,182,4804.46
183,5037.62,915000,69.6955,-2965.46923828125,52.7489,183,3879.37
184,4655.13,920000,67.9945,-2814.71923828125,46.8302,184,3880.76
185,4167.63,925000,67.78,-2875.18115234375,49.2237,185,3964.01
186,5072.54,930000,71.5639,-3113.435302734375,59.8431,186,4711.54
187,5229.23,935000,67.5324,-3133.384521484375,47.5618,187,4167.57
188,3915.27,940000,67.1073,-3083.618896484375,46.4031,188,3107.34
189,4573.98,945000,72.7383,-3112.73291015625,55.7076,189,3663.75
190,5127.01,950000,68.9886,-3235.58251953125,51.5253,190,3996.28
191,5149.4,955000,72.9111,-3243.458740234375,56.828,191,4327.53
192,5242.96,960000,71.3265,-3244.02099609375,55.537,192,4527.4
193,4623.67,965000,71.1902,-3292.1494140625,54.3818,193,4387.66
194,4707.8,970000,69.6749,-3346.598876953125,53.045,194,3810.18
195,5036.71,975000,71.0154,-3413.95361328125,54.9606,195,3559.06
196,5359.67,980000,69.0758,-3346.5869140625,48.9928,196,4164.06
197,4411.44,985000,73.6991,-3514.87841796875,58.6703,197,4198.09
198,3693.64,990000,68.2181,-3434.137939453125,49.1392,198,3075.51
199,4003.17,995000,65.6204,-3432.435546875,41.1971,199,3175.81
200,5001.89,1000000,73.2838,-3614.877197265625,60.4339,200,4787.14
201,4692.92,1005000,72.4205,-3707.212646484375,59.3404,201,4464.26
202,4842.42,1010000,71.0283,-3687.722412109375,55.6135,202,4319.63
203,5358.39,1015000,77.6478,-3803.174072265625,66.8774,203,4580.68
204,4559.9,1020000,73.9164,-3722.153076171875,59.6121,204,4580.42
205,5202.66,1025000,76.3234,-3805.173828125,63.9489,205,4726.05
206,4228.64,1030000,75.4148,-3804.3427734375,60.2653,206,3989.74
207,4940.38,1035000,70.8984,-3838.38720703125,58.6386,207,4127.53
208,4258.6,1040000,69.0095,-3931.598876953125,52.7933,208,4014.92
209,4667.72,1045000,69.2561,-3942.072998046875,52.1276,209,4708.69
210,4927.79,1050000,75.1225,-4072.7119140625,63.7472,210,4713.23
211,5027.78,1055000,78.2699,-4172.35302734375,66.4528,211,4365.49
212,5309.4,1060000,75.8871,-4142.48486328125,61.8808,212,4562.73
213,5201.36,1065000,76.1666,-4197.59814453125,64.8151,213,4707.22
214,4810.76,1070000,76.4213,-4257.92431640625,62.6104,214,4845.08
215,5299.06,1075000,72.8646,-4335.66259765625,62.2459,215,4673.05
216,4048.72,1080000,70.2291,-4206.30419921875,52.8211,216,3067.72
217,5225.25,1085000,72.008,-4385.80517578125,58.5886,217,4976.51
218,4670.99,1090000,76.0525,-4384.79833984375,65.7282,218,4040.82
219,5178.81,1095000,71.1731,-4413.17333984375,56.8666,219,4114.2
220,4577.03,1100000,70.1108,-4319.2529296875,55.4323,220,3384.42
221,4916.2,1105000,71.5242,-4447.49609375,56.2877,221,4839.54
222,4319.39,1110000,73.1309,-4543.04296875,57.0453,222,3485.19
223,4841.54,1115000,71.6057,-4571.09716796875,58.1919,223,4355.64
224,4988.99,1120000,75.4395,-4666.24560546875,63.8636,224,4500.05
225,4597.72,1125000,76.4157,-4719.49853515625,62.6044,225,3392.12
226,4993.03,1130000,71.9355,-4801.29638671875,59.3161,226,4645.94
227,4025.3,1135000,69.6395,-4708.70849609375,55.6012,227,4130.99
228,5275.94,1140000,75.5812,-4957.81005859375,66.2453,228,4589.58
229,4376.26,1145000,72.1346,-4912.5,59.5336,229,4600.07
230,4907.7,1150000,73.0745,-4963.91015625,61.0404,230,4855.0
231,5112.45,1155000,72.6874,-4975.39501953125,60.0648,231,4756.84
232,4388.41,1160000,70.2164,-4943.197265625,55.0416,232,3847.73
233,5600.62,1165000,70.6445,-5020.90380859375,57.0843,233,5005.58
234,5280.3,1170000,75.4462,-5172.447265625,64.7509,234,5015.19
235,5468.07,1175000,75.9207,-5253.94189453125,65.5037,235,5133.74
236,4647.82,1180000,76.6365,-5305.04931640625,63.8215,236,4628.32
237,4985.66,1185000,75.8211,-5288.66015625,63.2908,237,4772.26
238,5393.12,1190000,72.5011,-5349.79638671875,59.397,238,4583.43
239,3840.75,1195000,70.4333,-5248.49169921875,54.607,239,3527.65
240,4040.94,1200000,72.7229,-5381.90087890625,58.1055,240,4433.46
241,5324.27,1205000,70.5981,-5492.0947265625,58.246,241,4782.13
242,5117.04,1210000,69.3573,-5441.01318359375,52.221,242,4502.26
243,5577.39,1215000,70.7389,-5480.15380859375,57.8082,243,4707.7
244,5018.86,1220000,70.4258,-5507.32080078125,53.7947,244,4521.25
245,5241.88,1225000,73.8718,-5721.18505859375,60.3921,245,4285.02
246,4397.66,1230000,70.4145,-5585.767578125,54.8623,246,3945.39
247,5345.26,1235000,77.2906,-5911.6982421875,65.3088,247,4614.48
248,5541.59,1240000,66.914,-5276.107421875,38.5622,248,4390.69
249,4100.92,1245000,68.6643,-5584.5068359375,52.9564,249,4535.24
250,5023.82,1250000,75.0817,-5932.94091796875,60.9572,250,4194.41
251,5089.57,1255000,70.9561,-5818.3994140625,55.657,251,4499.83
252,5416.72,1260000,72.9497,-6051.53466796875,58.7239,252,4884.37
253,4819.34,1265000,70.7036,-5977.11328125,55.5379,253,4331.19
254,5475.64,1270000,72.4662,-6213.76806640625,59.6298,254,4603.64
255,5291.01,1275000,69.9076,-5934.09619140625,51.9468,255,4385.84
256,4551.22,1280000,71.5758,-6169.70361328125,54.9911,256,5151.87
257,5056.89,1285000,72.373,-6263.85400390625,59.2584,257,4593.31
258,4915.17,1290000,76.1154,-6471.79931640625,66.1694,258,4626.81
259,5042.21,1295000,69.5787,-6232.41748046875,51.8477,259,4540.12
260,5535.85,1300000,76.6033,-6580.92138671875,63.2486,260,4881.24
261,5573.09,1305000,76.2751,-6683.48876953125,62.6205,261,4873.18
262,5674.34,1310000,75.1486,-6645.44970703125,60.315,262,4799.48
263,5051.62,1315000,71.8749,-6600.69921875,57.4853,263,4666.2
264,5149.15,1320000,73.2308,-6564.86083984375,58.1306,264,4590.86
265,4867.7,1325000,69.3043,-6560.43701171875,51.5601,265,4384.92
266,5622.95,1330000,73.916,-6885.6728515625,60.8417,266,4292.46
267,5621.55,1335000,71.1873,-6781.14404296875,57.7642,267,4141.47
268,5333.02,1340000,75.5726,-7087.09375,62.1634,268,4910.89
269,5267.11,1345000,72.6909,-6874.92626953125,60.6268,269,5071.28
270,4861.49,1350000,69.2068,-6742.45361328125,51.9905,270,4639.25
271,4934.38,1355000,73.8421,-7128.7392578125,57.9126,271,3930.41
272,5159.44,1360000,75.8458,-7202.71630859375,62.81,272,4854.25
273,5298.83,1365000,72.0858,-7219.52978515625,58.9527,273,4843.82
274,5437.33,1370000,69.8921,-7039.38427734375,51.5268,274,4339.06
275,5445.05,1375000,74.1008,-7291.92333984375,59.6183,275,4727.79
276,4716.53,1380000,74.5626,-7316.25439453125,60.2398,276,5116.65
277,5198.31,1385000,73.5639,-7425.2197265625,56.5985,277,4174.27
278,5280.96,1390000,73.0422,-7433.2314453125,54.5527,278,5148.89
279,5038.83,1395000,68.303,-7051.07958984375,47.2229,279,3958.51
280,5124.1,1400000,68.7304,-7203.197265625,50.4471,280,4352.63
281,4960.71,1405000,76.0783,-7725.85888671875,60.8901,281,5011.18
282,5509.84,1410000,70.4403,-7571.9453125,53.0525,282,4830.63
283,5072.52,1415000,75.4961,-7890.0205078125,60.3467,283,4757.18
284,5773.36,1420000,74.8295,-7938.77392578125,61.0415,284,5322.8
285,5218.36,1425000,69.5048,-7624.5888671875,51.686,285,4603.54
286,5408.31,1430000,69.6964,-7723.04931640625,54.3672,286,5013.3
287,5640.56,1435000,69.8102,-7792.95361328125,53.7878,287,4656.63
288,5738.44,1440000,74.5092,-8117.07861328125,59.4919,288,4874.54
289,5587.03,1445000,74.817,-8148.46142578125,59.6623,289,4761.5
290,5140.02,1450000,75.0901,-8210.13671875,61.0991,290,4785.36
291,5562.27,1455000,70.0046,-7878.65234375,50.7406,291,4831.36
292,5381.51,1460000,69.0861,-7722.50634765625,52.7839,292,5056.47
293,4880.36,1465000,72.9015,-8043.6298828125,57.2241,293,4359.74
294,5165.45,1470000,74.1849,-8271.2783203125,58.7479,294,4393.93
295,5615.77,1475000,72.1048,-8270.7255859375,57.1778,295,4469.97
296,5565.19,1480000,69.2672,-8015.02880859375,52.0834,296,4978.12
297,5189.46,1485000,75.4323,-8615.5703125,62.4501,297,4847.07
298,5711.93,1490000,72.9381,-8531.263671875,58.9046,298,5388.11
299,5729.49,1495000,74.7278,-8734.294921875,61.8563,299,5166.07
300,5581.92,1500000,73.3564,-8550.6865234375,58.7185,300,4139.29
301,5669.43,1505000,70.1702,-8263.2255859375,51.5848,301,4360.22
302,5670.29,1510000,70.6302,-8471.1328125,54.6846,302,4735.6
303,5294.15,1515000,70.2208,-8512.5908203125,53.1345,303,4882.73
304,5359.04,1520000,76.4298,-8976.3046875,63.3537,304,4668.41
305,5485.66,1525000,75.1124,-9045.494140625,62.5989,305,5296.45
306,5865.27,1530000,69.4778,-8393.90234375,51.2351,306,4476.06
307,5620.5,1535000,75.4975,-9047.8857421875,59.9831,307,5014.0
308,5095.95,1540000,72.6436,-8884.6640625,60.24,308,4023.68
309,5403.47,1545000,73.3703,-8979.5302734375,60.1311,309,4975.43
310,5443.31,1550000,75.2553,-9132.384765625,59.799,310,4649.76
311,4726.61,1555000,73.7608,-9064.158203125,59.8789,311,5072.11
312,5912.4,1560000,71.4796,-9085.9853515625,59.0112,312,4294.31
313,5282.78,1565000,74.6919,-9197.6962890625,59.8696,313,4451.64
314,5368.84,1570000,74.8071,-9458.734375,60.5903,314,5312.61
315,5556.38,1575000,69.4957,-8873.68359375,51.2713,315,4854.86
316,5501.24,1580000,69.9702,-8977.6708984375,55.9954,316,5245.31
317,5897.35,1585000,70.7506,-9072.587890625,55.3516,317,5377.0
318,5953.28,1590000,74.0011,-9587.466796875,61.2427,318,4598.91
319,5897.31,1595000,74.9155,-9578.0927734375,62.9877,319,4627.16
320,5889.9,1600000,72.4354,-9490.1640625,55.6932,320,5049.59
321,5258.96,1605000,72.2871,-9408.4775390625,57.6811,321,5276.98
322,5621.14,1610000,74.4422,-9745.5546875,61.1742,322,4437.74
323,5559.27,1615000,73.5529,-9870.2373046875,60.681,323,5341.13
324,5410.01,1620000,70.7605,-9324.951171875,54.5717,324,4794.18
325,5826.04,1625000,73.6051,-9680.6875,59.2017,325,4646.19
326,5795.01,1630000,74.6521,-9718.689453125,61.4807,326,4860.02
327,5734.94,1635000,71.4463,-9561.1298828125,55.9906,327,5156.83
328,5583.11,1640000,74.7916,-9903.82421875,60.1685,328,5035.05
329,5593.17,1645000,74.3856,-9947.73828125,63.4415,329,4816.94
330,5502.42,1650000,75.154,-10067.955078125,62.9604,330,4918.85
331,5566.2,1655000,74.7859,-10055.5546875,64.6519,331,5392.65
332,5779.37,1660000,70.5501,-9780.173828125,55.2065,332,4563.14
333,5838.38,1665000,75.2637,-10217.373046875,60.3067,333,5039.93
334,5404.51,1670000,72.7959,-10062.0302734375,58.1104,334,5362.66
335,5421.03,1675000,73.2279,-10059.8427734375,58.757,335,4713.84
336,5883.32,1680000,72.8239,-10171.2783203125,57.1168,336,4928.58
337,5301.19,1685000,74.7059,-10217.806640625,60.6589,337,4353.36
338,5165.53,1690000,73.1768,-10186.3359375,59.237,338,5104.89
339,5827.93,1695000,73.6222,-10221.5322265625,59.4483,339,5138.93
340,5294.86,1700000,71.796,-10115.5166015625,60.0278,340,5290.88
341,5533.14,1705000,71.491,-10171.21484375,56.404,341,4787.3
342,5348.39,1710000,74.5545,-10362.39453125,62.1052,342,4715.25
343,5500.65,1715000,71.3451,-9779.9228515625,57.6575,343,5080.22
344,5440.04,1720000,72.1883,-10164.91796875,58.7918,344,5283.49
345,5668.49,1725000,75.7462,-10544.689453125,64.1232,345,5009.4
346,5922.97,1730000,75.4325,-10641.1650390625,61.8879,346,5016.68
347,5741.63,1735000,73.9884,-10392.884765625,60.7016,347,5334.58
348,5950.27,1740000,70.285,-10098.3583984375,52.8557,348,4720.74
349,5693.77,1745000,71.484,-10362.7705078125,55.3092,349,5369.93
350,5935.0,1750000,74.3856,-10567.361328125,60.8919,350,5378.69
351,5964.8,1755000,75.2778,-10631.3681640625,63.1904,351,5263.24
352,5369.6,1760000,74.8896,-10743.1181640625,61.2224,352,4900.8
353,5780.46,1765000,73.812,-10774.83203125,58.621,353,5101.47
354,5932.43,1770000,75.3173,-10702.2900390625,61.1612,354,4954.97
355,5749.74,1775000,73.2092,-10696.1328125,57.7456,355,4383.41
356,5700.94,1780000,70.9446,-10266.3916015625,50.5831,356,5280.94
357,5611.54,1785000,70.519,-10463.1103515625,51.4923,357,5123.39
358,5983.65,1790000,75.2675,-10874.1318359375,61.0936,358,4431.82
359,5699.91,1795000,71.0432,-10518.7607421875,53.4157,359,5168.14
360,5945.91,1800000,71.5138,-10583.212890625,54.3575,360,5035.96
361,5692.37,1805000,74.1479,-10881.0732421875,60.7673,361,5087.57
362,5348.2,1810000,69.9036,-10295.564453125,53.3934,362,4796.85
363,5555.77,1815000,71.7893,-10696.9951171875,56.6563,363,4674.31
364,6005.32,1820000,72.6886,-10928.53125,59.5545,364,5227.32
365,5538.22,1825000,72.3127,-10640.4990234375,57.1422,365,5306.65
366,5634.5,1830000,74.1833,-11032.87109375,60.6163,366,5147.8
367,5256.37,1835000,71.9046,-10630.791015625,55.4029,367,4979.89
368,5838.45,1840000,71.7864,-10999.01953125,56.6607,368,5043.78
369,5204.91,1845000,70.2275,-10483.068359375,52.0532,369,4745.69
370,6010.94,1850000,74.4259,-11165.2158203125,59.9947,370,4902.7
371,5901.56,1855000,73.1507,-11055.451171875,59.8681,371,5006.16
372,6005.18,1860000,72.1042,-11046.96875,58.3123,372,5116.25
373,5948.82,1865000,70.0745,-10854.884765625,54.3684,373,4927.85
374,6021.3,1870000,73.5411,-11236.6494140625,58.9731,374,4601.12
375,5912.83,1875000,74.5386,-11222.83984375,61.5455,375,5318.95
376,5738.39,1880000,69.8065,-10753.751953125,52.9149,376,4254.43
377,5131.36,1885000,74.2204,-11275.7724609375,61.9091,377,4942.04
378,5291.8,1890000,71.4637,-10863.8115234375,55.4596,378,4459.87
379,5757.2,1895000,72.7227,-11220.71875,61.1668,379,5329.08
380,5593.22,1900000,70.6071,-10330.01953125,50.9729,380,5121.62
381,5984.46,1905000,73.8187,-11455.6982421875,61.085,381,4836.86
382,5800.03,1910000,73.2,-11309.060546875,59.1401,382,5154.92
383,5379.39,1915000,69.2762,-10881.84375,53.0251,383,4726.52
384,5970.49,1920000,71.9457,-11245.345703125,53.7965,384,4906.33
385,5814.99,1925000,70.9694,-11293.4013671875,56.3112,385,5310.69
