Real Det Return,Itration,Real Sto Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps
705.67,33,646.11,24.0711,-913.7752685546875,16.0791,33,165000
397.93,34,474.55,25.4717,-941.7717895507812,18.1563,34,170000
859.96,35,817.94,25.3409,-870.9148559570312,21.1769,35,175000
795.89,36,778.43,24.593,-926.2188720703125,27.0672,36,180000
1001.6,37,953.31,23.6826,-634.4598999023438,16.2448,37,185000
1044.73,38,1000.25,23.735,-812.7639770507812,23.5953,38,190000
1018.44,39,935.41,23.4455,-792.2852172851562,23.4243,39,195000
1206.45,40,979.25,23.6186,-813.6154174804688,17.9036,40,200000
1040.4,41,1025.11,22.3521,-946.0349731445312,23.4078,41,205000
2773.42,42,2380.69,21.7602,-505.64361572265625,12.3024,42,210000
1153.71,43,1093.11,22.5003,-668.7711791992188,21.2489,43,215000
1570.48,44,1491.39,21.6057,-758.5693359375,15.7045,44,220000
2935.27,45,2970.53,22.7511,-321.77496337890625,13.2656,45,225000
3084.86,46,2946.84,21.4942,-172.8213653564453,12.1027,46,230000
2892.59,47,2036.6,21.2996,-673.31982421875,16.769,47,235000
2781.28,48,2718.08,22.0439,-262.13897705078125,11.8625,48,240000
3040.65,49,2335.12,22.5022,-658.495849609375,29.7365,49,245000
2241.7,50,1515.03,22.3871,-1101.0946044921875,32.2684,50,250000
2880.77,51,1342.81,22.3261,-714.493896484375,16.5812,51,255000
1039.9,52,1009.49,23.009,-848.4048461914062,15.3748,52,260000
2217.33,53,1866.49,20.747,-576.4132690429688,15.0818,53,265000
3246.17,54,2545.6,21.5507,-297.9039306640625,12.4173,54,270000
3324.45,55,3063.56,21.36,-217.02297973632812,13.0321,55,275000
3386.4,56,2025.75,21.4032,-317.7601318359375,13.3643,56,280000
3298.12,57,3275.41,21.4925,-205.1883087158203,14.2861,57,285000
3338.3,58,2974.64,21.4789,-294.5791320800781,14.0734,58,290000
3354.24,59,3227.32,20.7762,-125.82347106933594,13.9084,59,295000
3261.73,60,3271.6,21.1635,-341.2930603027344,15.3054,60,300000
3405.72,61,3300.87,20.5484,-161.25860595703125,14.6816,61,305000
3287.32,62,3291.3,20.9923,-182.65631103515625,14.7311,62,310000
3358.46,63,3364.92,20.0041,-150.384765625,14.0588,63,315000
3321.61,64,2601.54,21.3711,-205.5084991455078,14.8414,64,320000
3248.77,65,2500.94,22.4592,-749.6753540039062,19.2978,65,325000
3455.93,66,3370.9,19.9276,-123.3427734375,14.2113,66,330000
3275.87,67,3305.33,20.6712,-235.43492126464844,14.4113,67,335000
3355.16,68,3354.96,20.5808,-186.195556640625,14.5467,68,340000
3363.81,69,3378.04,21.0694,-227.0648193359375,15.8178,69,345000
-2.11,70,-2.17,37.8451,-2342.9365234375,75.2829,70,350000
11.55,71,12.82,36.6779,-2310.977783203125,208.6881,71,355000
984.05,72,1004.79,33.452,-1908.2811279296875,25.2185,72,360000
1050.72,73,1054.21,33.1964,-2304.741455078125,21.7938,73,365000
576.75,74,694.53,27.2219,-1976.1868896484375,23.5088,74,370000
421.05,75,397.26,32.0304,-2496.236328125,35.3504,75,375000
1011.22,76,1011.17,38.7654,-2496.135009765625,41.526,76,380000
1009.06,77,1008.88,37.7868,-2502.532470703125,28.8726,77,385000
475.1,78,789.37,27.6603,-2503.737548828125,32.844,78,390000
951.49,79,1055.13,25.1833,-1734.7154541015625,23.8041,79,395000
1028.75,80,1030.69,39.6523,-2650.34423828125,25.3326,80,400000
1023.55,81,1023.54,37.4542,-2720.78466796875,33.1872,81,405000
919.9,82,705.03,24.7321,-1893.3223876953125,15.4175,82,410000
3257.17,83,3257.72,20.8138,-278.5061340332031,14.4607,83,415000
3170.57,84,3153.34,21.4509,-374.1612854003906,15.5663,84,420000
3058.74,85,2938.81,22.5659,-424.2622985839844,14.3943,85,425000
3227.16,86,2997.21,22.7181,-693.9168090820312,14.3776,86,430000
3103.24,87,3110.6,24.6419,-428.0676574707031,17.4316,87,435000
3348.96,88,3331.55,22.7787,-465.3771667480469,16.6335,88,440000
3240.51,89,1983.53,21.0778,-358.67999267578125,15.2353,89,445000
990.88,90,848.84,23.04,-1994.6236572265625,23.0887,90,450000
1235.74,91,1032.84,23.8431,-370.17376708984375,12.5072,91,455000
3313.61,92,2705.71,21.7799,-643.7575073242188,16.8014,92,460000
3139.62,93,3090.09,21.917,-472.4030456542969,15.7991,93,465000
1002.72,94,1001.92,38.8418,-3235.98828125,31.1697,94,470000
1001.75,95,1007.91,37.4609,-3070.9716796875,35.8802,95,475000
1001.02,96,1000.37,37.8801,-3327.876220703125,48.7264,96,480000
998.55,97,1196.88,38.1707,-3349.66357421875,40.5446,97,485000
3329.49,98,3352.4,22.6376,-514.0452270507812,14.6744,98,490000
3288.76,99,3226.4,20.8746,-476.0514831542969,13.5366,99,495000
3178.5,100,3184.81,22.612,-468.79400634765625,14.9323,100,500000
979.64,101,84.93,36.6282,-3431.04052734375,22.1318,101,505000
3464.07,102,3195.64,21.0586,-590.0617065429688,15.0896,102,510000
3174.62,103,3191.66,21.3477,-421.4168395996094,14.4941,103,515000
3349.65,104,3347.88,20.9264,-285.4341735839844,14.7068,104,520000
3356.27,105,3351.22,20.1926,-367.4125061035156,13.9893,105,525000
3348.9,106,3043.8,21.2106,-612.4137573242188,13.1731,106,530000
3366.62,107,3188.86,20.0922,-261.90863037109375,13.4213,107,535000
3398.6,108,3314.82,21.7048,-379.41961669921875,15.0989,108,540000
3431.27,109,2940.91,20.6501,-548.2575073242188,15.7988,109,545000
3383.69,110,3338.34,20.2855,-468.5355529785156,13.6841,110,550000
3373.57,111,3331.56,19.8488,-369.6476745605469,12.996,111,555000
3367.13,112,3345.99,19.796,-407.8787536621094,12.7205,112,560000
3388.09,113,3268.02,22.22,-421.80694580078125,15.4272,113,565000
3427.84,114,3397.05,20.9422,-376.013427734375,14.6626,114,570000
3462.22,115,3417.37,20.1044,-279.71826171875,14.3341,115,575000
3432.15,116,3389.26,21.2962,-362.4059143066406,14.5863,116,580000
3431.67,117,3349.27,20.4029,-354.2892761230469,14.5227,117,585000
3477.87,118,3340.34,21.3482,-323.2513427734375,13.8336,118,590000
3408.67,119,3343.69,20.4182,-298.3138732910156,14.4363,119,595000
3439.51,120,3145.72,20.7225,-364.6805114746094,13.4074,120,600000
3462.06,121,3319.9,21.199,-414.9432373046875,14.7215,121,605000
3459.22,122,3416.12,20.0968,-389.4624938964844,14.3614,122,610000
3470.48,123,3438.81,19.5902,-339.7223205566406,13.2675,123,615000
3425.31,124,3373.96,18.844,-325.60931396484375,11.9997,124,620000
3488.9,125,3338.48,21.1729,-869.998046875,32.0466,125,625000
3473.71,126,3439.48,20.7531,-429.4970703125,14.0927,126,630000
3518.19,127,3473.0,19.7732,-326.7662048339844,13.7183,127,635000
3496.42,128,3437.16,19.5952,-360.3374938964844,12.7893,128,640000
3466.86,129,3409.56,20.717,-336.65325927734375,13.9916,129,645000
3441.02,130,3400.26,19.6494,-384.5997619628906,12.6828,130,650000
3526.72,131,3475.64,21.2035,-560.6810302734375,15.1315,131,655000
3281.66,132,3322.62,20.5093,-697.7451782226562,14.0993,132,660000
258.84,133,1529.88,21.6653,-570.7780151367188,16.1778,133,665000
3423.17,134,2752.23,21.4514,-1414.4189453125,42.1077,134,670000
3456.9,135,3445.39,19.7947,-470.6759033203125,14.0577,135,675000
3437.67,136,3207.34,22.4704,-493.0665588378906,14.8716,136,680000
3440.17,137,3382.08,21.4232,-576.8657836914062,14.6035,137,685000
3442.79,138,3405.44,20.1607,-604.3738403320312,14.2266,138,690000
3426.76,139,3316.33,21.0052,-571.870361328125,14.5707,139,695000
3426.87,140,2075.26,21.4909,-712.4425048828125,14.0745,140,700000
3478.92,141,3428.42,20.0319,-546.1248168945312,13.6129,141,705000
3418.51,142,3395.34,20.93,-510.3605651855469,15.0589,142,710000
1764.04,143,1617.78,22.4401,-2447.049072265625,21.3362,143,715000
3362.28,144,3351.81,19.4501,-828.3916015625,12.6137,144,720000
3327.9,145,3310.62,21.068,-663.0489501953125,15.1734,145,725000
3431.73,146,2800.54,20.1107,-1006.2535400390625,31.8321,146,730000
3465.12,147,3359.16,19.3317,-495.6208801269531,13.0671,147,735000
3497.72,148,3447.49,18.2729,-422.5205993652344,12.2178,148,740000
3492.32,149,3440.43,20.4123,-627.5070190429688,13.5449,149,745000
3472.51,150,3434.58,20.0971,-494.2274169921875,14.5633,150,750000
3454.47,151,3409.71,20.0641,-713.9053955078125,13.0245,151,755000
3503.67,152,3411.66,18.9544,-655.9276123046875,13.3374,152,760000
3456.39,153,3421.83,19.0978,-483.114013671875,12.4122,153,765000
3439.59,154,3414.53,18.5069,-614.7049560546875,11.5518,154,770000
3394.44,155,3326.43,20.4806,-875.16650390625,22.6591,155,775000
3481.05,156,3439.46,20.2494,-548.192626953125,13.7151,156,780000
3426.35,157,3388.52,19.6906,-676.4418334960938,13.118,157,785000
3445.55,158,2929.96,21.5272,-870.87841796875,14.0929,158,790000
3472.31,159,3436.03,19.1124,-488.25225830078125,12.7254,159,795000
3436.89,160,3050.06,19.4838,-1022.2172241210938,17.6472,160,800000
3468.68,161,3168.95,18.8296,-644.0996704101562,14.589,161,805000
3430.49,162,3382.15,19.3482,-671.3126220703125,11.8201,162,810000
3437.6,163,3408.13,19.9346,-595.9815673828125,13.369,163,815000
3498.85,164,3446.47,19.3962,-640.016357421875,12.7774,164,820000
3419.98,165,3015.37,20.6446,-718.1227416992188,13.0922,165,825000
3459.15,166,2661.53,20.011,-1238.7435302734375,32.4416,166,830000
3452.48,167,3323.07,20.2107,-644.7326049804688,13.3082,167,835000
3448.14,168,3038.11,20.9179,-1014.7711181640625,18.832,168,840000
3401.67,169,3397.31,20.4084,-746.3911743164062,14.4151,169,845000
3474.59,170,3435.87,19.6795,-792.7056274414062,12.1748,170,850000
3493.16,171,3456.11,20.4986,-600.5693969726562,13.5752,171,855000
3476.22,172,3381.75,19.9988,-921.3114013671875,16.5694,172,860000
3471.96,173,3032.96,18.989,-487.6170959472656,12.2454,173,865000
3442.83,174,2727.28,20.084,-791.2406005859375,14.3585,174,870000
2969.34,175,2490.77,20.9908,-1447.1007080078125,16.0557,175,875000
2076.52,176,1996.17,21.5005,-2623.893310546875,53.3249,176,880000
3420.57,177,3221.13,20.6567,-903.8602294921875,17.8642,177,885000
3473.16,178,3447.92,19.7512,-704.5079956054688,12.6544,178,890000
3475.62,179,3431.79,19.0411,-930.576171875,15.7636,179,895000
3466.8,180,3063.16,21.6577,-1192.705322265625,18.2966,180,900000
3446.78,181,3398.28,19.4907,-711.2188720703125,11.7282,181,905000
3350.72,182,3317.77,19.8361,-693.1480102539062,11.9167,182,910000
3416.73,183,3231.71,20.3047,-794.318359375,12.7266,183,915000
3440.08,184,3390.49,20.1088,-801.6023559570312,13.1914,184,920000
3417.2,185,3406.65,20.0665,-797.3886108398438,12.3828,185,925000
3482.08,186,3395.95,20.234,-725.364013671875,12.9085,186,930000
3450.21,187,3294.73,20.5537,-911.8825073242188,19.9499,187,935000
3489.38,188,3482.63,19.3873,-692.36865234375,11.9212,188,940000
3477.82,189,3442.44,18.6417,-532.2704467773438,11.4222,189,945000
3459.13,190,3424.52,19.1535,-919.6832275390625,12.6296,190,950000
3408.52,191,3374.16,19.8705,-752.9332885742188,12.1321,191,955000
3468.53,192,3203.69,20.5017,-971.1710815429688,13.3574,192,960000
3464.66,193,3443.14,19.4498,-846.3446044921875,14.1613,193,965000
3462.8,194,3401.59,20.0371,-735.9439697265625,12.811,194,970000
3473.95,195,3451.43,19.4162,-840.8233642578125,14.4584,195,975000
3452.45,196,3409.34,19.6059,-813.8803100585938,12.4994,196,980000
3500.46,197,3474.79,19.2416,-742.4471435546875,12.8028,197,985000
3415.02,198,2988.64,19.2892,-945.5572509765625,12.6305,198,990000
3477.29,199,3459.18,19.8704,-1077.5147705078125,12.9804,199,995000
