Running Reverse KL,Real Sto Return,Itration,Reward Loss,Running Update Time,Running Forward KL,Running Env Steps,Real Det Return
15.7301,1816.62,132,-25909.552734375,132,156.9385,660000,2113.56
15.822,1848.05,133,-26037.724609375,133,156.7835,665000,2186.16
15.6437,1882.86,134,-26306.345703125,134,156.9074,670000,2198.55
15.2812,1826.77,135,-26398.2578125,135,156.7308,675000,2137.19
15.6232,1814.21,136,-26687.427734375,136,157.0999,680000,2202.32
15.2861,1821.81,137,-26788.83984375,137,156.7775,685000,2121.14
15.4329,1875.7,138,-26968.19921875,138,156.678,690000,2207.77
15.3675,1838.85,139,-27207.26171875,139,156.8594,695000,2223.37
15.5414,1857.73,140,-27574.259765625,140,156.797,700000,2194.7
15.481,1861.49,141,-27723.423828125,141,156.8868,705000,2207.35
15.3005,1806.05,142,-27931.82421875,142,156.799,710000,2137.55
15.3161,1847.27,143,-28074.705078125,143,156.7544,715000,2194.53
15.4115,1846.08,144,-28170.115234375,144,156.5272,720000,2222.14
15.2536,1853.18,145,-28569.681640625,145,156.8193,725000,2201.83
15.6868,1874.96,146,-28720.90625,146,156.9381,730000,2204.4
15.1377,1812.56,147,-28846.947265625,147,156.6387,735000,2126.07
15.2262,1838.58,148,-29131.7578125,148,156.8842,740000,2176.56
15.6738,1862.32,149,-29528.638671875,149,156.689,745000,2231.51
15.462,1872.67,150,-29457.64453125,150,156.6661,750000,2223.53
15.132,1851.44,151,-29785.78125,151,156.6919,755000,2208.23
15.2313,1832.65,152,-29965.53125,152,156.6397,760000,2205.1
15.2839,1865.81,153,-30405.953125,153,156.6817,765000,2213.36
15.7031,1874.08,154,-30357.876953125,154,156.8255,770000,2252.2
15.6871,1896.53,155,-30701.91796875,155,156.7112,775000,2250.97
15.2698,1835.48,156,-30880.81640625,156,156.7354,780000,2207.82
15.2997,1842.11,157,-31195.099609375,157,156.6346,785000,2164.35
15.4278,1867.77,158,-31354.814453125,158,156.7441,790000,2218.75
15.3865,1873.48,159,-31516.24609375,159,156.6008,795000,2210.11
15.6098,1854.59,160,-32028.87890625,160,156.9759,800000,2207.8
15.5529,1897.48,161,-32023.69140625,161,156.5797,805000,2234.35
15.5725,1888.81,162,-32343.41015625,162,156.6835,810000,2239.38
15.614,1880.23,163,-32665.35546875,163,156.6502,815000,2198.0
15.119,1846.96,164,-32789.51171875,164,156.736,820000,2195.66
15.6236,1881.3,165,-32930.59765625,165,156.7671,825000,2258.02
15.533,1896.03,166,-33486.25390625,166,156.835,830000,2236.06
15.3114,1860.12,167,-33390.87890625,167,156.7414,835000,2214.48
14.9869,1834.61,168,-33712.96484375,168,156.7154,840000,2211.81
15.2181,1867.46,169,-33776.88671875,169,156.5981,845000,2182.14
14.9472,1866.1,170,-34085.19140625,170,156.7072,850000,2189.93
15.1293,1868.35,171,-34325.62109375,171,156.5315,855000,2205.38
15.1494,1838.89,172,-34580.6328125,172,156.7444,860000,2208.88
15.183,1865.51,173,-35028.77734375,173,156.907,865000,2223.74
15.5058,1912.71,174,-35328.17578125,174,156.7133,870000,2237.45
15.3003,1857.68,175,-35404.32421875,175,156.5892,875000,2149.58
15.3695,1874.03,176,-35539.8125,176,156.6615,880000,2223.83
15.4016,1888.95,177,-35846.39453125,177,156.6064,885000,2254.52
15.2913,1897.25,178,-36117.67578125,178,156.7553,890000,2227.28
15.4623,1873.91,179,-36620.3125,179,156.6274,895000,2219.33
15.3201,1881.46,180,-36611.69140625,180,156.7769,900000,2250.14
15.0091,1823.13,181,-36711.75390625,181,156.7714,905000,2179.11
15.2949,1905.89,182,-37043.23828125,182,156.7311,910000,2217.03
15.1975,1890.2,183,-37296.69921875,183,156.5577,915000,2240.1
15.2774,1861.2,184,-37568.15625,184,156.5313,920000,2150.66
15.2739,1893.36,185,-37792.30859375,185,156.5755,925000,2213.64
15.5136,1887.44,186,-38204.9140625,186,156.7421,930000,2210.58
15.8214,1927.5,187,-38560.3125,187,156.5702,935000,2291.96
15.2778,1887.61,188,-38767.14453125,188,156.7593,940000,2180.94
15.0713,1868.03,189,-38696.26953125,189,156.6831,945000,2190.14
15.4887,1885.53,190,-38894.0703125,190,156.8144,950000,2222.12
15.1567,1899.65,191,-39071.6328125,191,156.7295,955000,2222.38
15.3485,1920.56,192,-39634.671875,192,156.595,960000,2261.36
15.1969,1878.74,193,-39663.40234375,193,156.5923,965000,2212.37
15.1285,1865.66,194,-39786.1171875,194,156.8263,970000,2193.02
15.4181,1895.41,195,-40168.2578125,195,156.6033,975000,2245.28
14.9196,1848.58,196,-40456.26171875,196,156.6972,980000,2108.61
15.4693,1912.42,197,-40421.203125,197,156.6637,985000,2246.31
15.445,1885.62,198,-40692.609375,198,156.6097,990000,2246.3
15.455,1917.39,199,-40966.51171875,199,156.7864,995000,2268.58
15.2267,1853.97,200,-41092.40625,200,156.7929,1000000,2191.14
15.1973,1876.29,201,-41128.4765625,201,156.7165,1005000,2202.6
15.2827,1876.8,202,-41379.87109375,202,156.7199,1010000,2208.92
15.2227,1891.09,203,-41551.56640625,203,156.6464,1015000,2234.92
15.1753,1849.46,204,-41659.26953125,204,156.7216,1020000,2199.09
15.3226,1891.61,205,-41891.63671875,205,156.6609,1025000,2241.4
15.224,1877.0,206,-42001.3203125,206,156.4964,1030000,2241.42
15.3382,1895.72,207,-42253.30078125,207,156.4963,1035000,2238.7
15.2189,1872.35,208,-42441.00390625,208,156.6073,1040000,2226.0
15.0382,1895.46,209,-42601.14453125,209,156.7372,1045000,2223.4
15.3321,1876.85,210,-42714.60546875,210,156.6431,1050000,2233.07
15.2194,1882.58,211,-42893.42578125,211,156.4565,1055000,2234.2
15.193,1890.24,212,-42805.66015625,212,156.6725,1060000,2232.68
15.3697,1900.75,213,-43010.3671875,213,156.661,1065000,2241.47
15.1869,1896.42,214,-43252.1640625,214,156.5141,1070000,2228.44
15.2384,1894.7,215,-43326.15625,215,156.4255,1075000,2241.95
15.0997,1896.9,216,-43631.98046875,216,156.5684,1080000,2226.34
15.1668,1863.74,217,-43621.25390625,217,156.6063,1085000,2222.79
14.9968,1862.83,218,-43721.69921875,218,156.5326,1090000,2216.38
15.2457,1918.7,219,-43992.875,219,156.635,1095000,2243.21
15.1345,1888.72,220,-44053.19921875,220,156.49,1100000,2239.63
15.3117,1902.41,221,-44229.5859375,221,156.5302,1105000,2237.95
15.0974,1882.66,222,-44251.2265625,222,156.6124,1110000,2227.18
15.2963,1900.51,223,-44445.578125,223,156.6395,1115000,2225.77
15.2898,1887.43,224,-44551.84765625,224,156.5603,1120000,2249.67
15.1504,1911.21,225,-44591.46484375,225,156.6731,1125000,2239.7
15.2076,1886.45,226,-44949.3984375,226,156.562,1130000,2257.42
15.2241,1909.36,227,-44897.7421875,227,156.627,1135000,2242.29
15.3506,1889.21,228,-45167.38671875,228,156.5418,1140000,2258.88
15.2274,1901.85,229,-45240.5078125,229,156.5478,1145000,2248.21
15.2657,1910.33,230,-45394.73046875,230,156.482,1150000,2275.68
15.1068,1893.58,231,-45406.140625,231,156.5342,1155000,2250.59
15.1708,1905.26,232,-45561.70703125,232,156.6281,1160000,2271.49
15.0766,1885.99,233,-45606.203125,233,156.5627,1165000,2267.16
15.2658,1892.22,234,-45879.87890625,234,156.592,1170000,2269.92
15.1893,1906.86,235,-46046.4765625,235,156.627,1175000,2247.87
15.1702,1905.71,236,-46124.39453125,236,156.6062,1180000,2235.44
15.1351,1889.31,237,-46409.62109375,237,156.7446,1185000,2236.06
15.1984,1908.43,238,-46462.4140625,238,156.6917,1190000,2268.75
15.1652,1890.94,239,-46521.19140625,239,156.4912,1195000,2249.71
15.0132,1866.95,240,-46632.61328125,240,156.6619,1200000,2218.22
14.9286,1902.27,241,-46704.3203125,241,156.671,1205000,2232.6
15.1785,1886.92,242,-46998.63671875,242,156.7746,1210000,2251.39
15.246,1897.41,243,-47233.66796875,243,156.5785,1215000,2253.71
15.2327,1883.69,244,-47153.76171875,244,156.6008,1220000,2230.57
15.1417,1903.85,245,-47452.0703125,245,156.5805,1225000,2245.89
15.1064,1887.46,246,-47468.66015625,246,156.5627,1230000,2261.81
15.1815,1907.98,247,-47569.9453125,247,156.5515,1235000,2227.92
15.1342,1886.01,248,-47703.07421875,248,156.5842,1240000,2226.26
15.2184,1909.73,249,-47855.45703125,249,156.5215,1245000,2231.07
15.1875,1899.48,250,-48015.63671875,250,156.7242,1250000,2247.98
15.3618,1906.14,251,-48221.62109375,251,156.5966,1255000,2292.16
15.2347,1901.61,252,-48258.20703125,252,156.6983,1260000,2262.5
15.3279,1923.2,253,-48325.8203125,253,156.5467,1265000,2260.83
15.2751,1899.75,254,-48575.05078125,254,156.5422,1270000,2282.53
15.284,1924.24,255,-48671.65625,255,156.6201,1275000,2261.7
15.1315,1907.62,256,-48689.89453125,256,156.6219,1280000,2267.47
15.1487,1912.58,257,-48960.09375,257,156.5771,1285000,2268.74
15.2414,1891.23,258,-49248.65234375,258,156.5928,1290000,2253.42
15.3066,1908.07,259,-49226.02734375,259,156.684,1295000,2267.28
15.3955,1905.5,260,-49522.9921875,260,156.5546,1300000,2280.88
15.3493,1924.02,261,-49579.8515625,261,156.6548,1305000,2283.8
15.1978,1921.6,262,-49614.8046875,262,156.5459,1310000,2260.4
15.0624,1885.56,263,-49833.9921875,263,156.6118,1315000,2252.0
15.186,1908.65,264,-49899.046875,264,156.5892,1320000,2281.57
15.1252,1915.35,265,-50113.97265625,265,156.6361,1325000,2304.28
15.1425,1914.73,266,-49988.98828125,266,156.6369,1330000,2288.54
15.0304,1923.96,267,-50087.234375,267,156.648,1335000,2289.94
15.2738,1919.02,268,-50201.64453125,268,156.5221,1340000,2264.85
15.1213,1901.33,269,-50580.1015625,269,156.7453,1345000,2254.17
15.2934,1911.29,270,-50650.140625,270,156.6858,1350000,2266.68
15.3116,1888.45,271,-50786.71484375,271,156.4947,1355000,2275.09
15.1601,1907.07,272,-50777.3671875,272,156.6139,1360000,2284.11
15.2861,1913.42,273,-50921.54296875,273,156.6872,1365000,2270.72
15.3902,1912.43,274,-50957.82421875,274,156.6274,1370000,2283.71
15.3459,1899.24,275,-51205.0625,275,156.5284,1375000,2253.74
15.255,1903.95,276,-51196.52734375,276,156.7,1380000,2286.96
15.1571,1898.41,277,-51324.125,277,156.5988,1385000,2263.54
15.0881,1908.98,278,-51409.546875,278,156.5398,1390000,2267.69
15.4261,1931.12,279,-51501.47265625,279,156.7664,1395000,2312.62
15.3258,1904.05,280,-51731.40234375,280,156.753,1400000,2276.92
15.3069,1902.88,281,-51753.1953125,281,156.7256,1405000,2286.2
15.3422,1896.75,282,-51975.48828125,282,156.7457,1410000,2295.39
15.2828,1898.44,283,-52031.2265625,283,156.7385,1415000,2280.05
15.3665,1913.4,284,-52148.4765625,284,156.7065,1420000,2298.54
15.409,1901.85,285,-52328.703125,285,156.7777,1425000,2295.94
15.0736,1912.96,286,-52350.45703125,286,156.5872,1430000,2285.45
15.2224,1889.12,287,-52435.58984375,287,156.6807,1435000,2271.28
15.1516,1904.91,288,-52538.9140625,288,156.7406,1440000,2273.6
15.3579,1918.24,289,-52795.75390625,289,156.7655,1445000,2292.43
15.12,1910.53,290,-52770.6171875,290,156.791,1450000,2272.77
15.0896,1914.54,291,-52941.1171875,291,156.5028,1455000,2296.4
15.2911,1912.89,292,-53049.45703125,292,156.6346,1460000,2277.05
15.3383,1924.24,293,-53119.37109375,293,156.726,1465000,2302.49
15.2593,1926.83,294,-53028.12109375,294,156.7442,1470000,2163.34
15.1672,1916.71,295,-53212.78515625,295,156.7295,1475000,2294.94
15.2562,1923.06,296,-53504.71484375,296,156.6111,1480000,2302.08
15.2388,1911.39,297,-53405.85546875,297,156.4857,1485000,2296.48
15.1555,1939.98,298,-53543.5390625,298,156.6749,1490000,2295.66
15.0829,1913.54,299,-53561.43359375,299,156.6085,1495000,2272.59
15.2179,1944.63,300,-53788.55078125,300,156.6432,1500000,2315.46
15.0101,1919.76,301,-53821.5703125,301,156.6255,1505000,2312.47
15.0768,1901.91,302,-53853.765625,302,156.5765,1510000,2276.55
15.3342,1891.5,303,-53973.87890625,303,156.642,1515000,2291.51
15.171,1882.63,304,-54137.24609375,304,156.6793,1520000,2265.4
15.0458,1926.66,305,-54247.74609375,305,156.5125,1525000,2286.81
15.1368,1908.28,306,-54296.43359375,306,156.6647,1530000,2276.57
15.0497,1911.88,307,-54339.94921875,307,156.588,1535000,2293.64
15.0426,1923.43,308,-54262.66015625,308,156.4157,1540000,2300.31
15.1451,1923.64,309,-54321.28125,309,156.598,1545000,2311.3
15.0838,1936.22,310,-54690.296875,310,156.5822,1550000,2303.98
15.1139,1903.03,311,-54681.60546875,311,156.7416,1555000,2288.22
15.0808,1918.45,312,-54696.98828125,312,156.565,1560000,2304.39
15.267,1934.35,313,-55002.8984375,313,156.5968,1565000,2315.64
15.2899,1907.93,314,-55081.10546875,314,156.6191,1570000,2301.64
15.2153,1916.05,315,-55102.9453125,315,156.5299,1575000,2318.44
15.2454,1932.08,316,-55223.00390625,316,156.6623,1580000,2301.38
15.2584,1936.53,317,-55330.9296875,317,156.6362,1585000,2304.72
15.1306,1916.25,318,-55354.140625,318,156.7445,1590000,2290.26
15.2904,1929.98,319,-55488.00390625,319,156.6898,1595000,2311.85
15.1579,1910.76,320,-55514.29296875,320,156.6207,1600000,2298.54
15.1797,1929.3,321,-55602.51953125,321,156.5962,1605000,2304.84
15.1669,1900.54,322,-55821.77734375,322,156.6266,1610000,2294.19
15.1769,1920.82,323,-55916.80859375,323,156.6068,1615000,2312.18
15.2425,1913.8,324,-56172.484375,324,156.6218,1620000,2320.49
15.046,1924.3,325,-56015.31640625,325,156.622,1625000,2311.77
15.1316,1906.65,326,-56294.89453125,326,156.5715,1630000,2306.75
15.137,1923.07,327,-56239.93359375,327,156.7254,1635000,2303.52
15.2645,1934.09,328,-56363.671875,328,156.6119,1640000,2303.5
15.1307,1926.0,329,-56482.73828125,329,156.6282,1645000,2315.77
15.0529,1918.94,330,-56591.9609375,330,156.5779,1650000,2303.43
15.0344,1926.3,331,-56734.609375,331,156.526,1655000,2310.74
15.1179,1922.2,332,-56742.44921875,332,156.6329,1660000,2306.78
15.1195,1940.16,333,-56758.24609375,333,156.622,1665000,2302.01
15.2887,1925.24,334,-57124.1875,334,156.7945,1670000,2321.38
15.191,1932.09,335,-57042.56640625,335,156.5336,1675000,2335.11
15.1843,1918.02,336,-57170.08984375,336,156.6888,1680000,2301.23
15.1308,1922.69,337,-57264.44140625,337,156.6227,1685000,2311.64
15.2677,1926.92,338,-57233.2265625,338,156.5598,1690000,2298.73
15.2107,1954.76,339,-57323.66015625,339,156.5728,1695000,2310.16
14.9982,1947.65,340,-57621.13671875,340,156.5891,1700000,2320.28
15.1861,1938.07,341,-57623.5859375,341,156.5991,1705000,2317.06
15.1433,1913.11,342,-57817.19921875,342,156.461,1710000,2309.73
15.2493,1950.93,343,-57879.01171875,343,156.6791,1715000,2324.42
15.1472,1935.1,344,-58071.0234375,344,156.4953,1720000,2308.36
15.1488,1920.99,345,-58096.27734375,345,156.5962,1725000,2314.71
15.4456,1944.77,346,-58097.70703125,346,156.5537,1730000,2323.3
15.1921,1949.84,347,-58191.92578125,347,156.5204,1735000,2319.03
15.4728,1946.34,348,-58453.59375,348,156.5361,1740000,2305.24
15.342,1973.18,349,-58475.52734375,349,156.6915,1745000,2334.4
15.2534,1962.81,350,-58538.55078125,350,156.6953,1750000,2317.74
15.3618,1942.52,351,-58713.9140625,351,156.7433,1755000,2335.5
15.448,1952.83,352,-58692.50390625,352,156.5753,1760000,2294.39
15.1654,1958.13,353,-58869.0859375,353,156.655,1765000,2332.64
15.4388,1971.81,354,-58866.6953125,354,156.7721,1770000,2323.42
15.3074,1952.99,355,-59173.01953125,355,156.685,1775000,2323.3
15.3364,1941.26,356,-58974.86328125,356,156.7531,1780000,2283.45
15.2733,1957.97,357,-59101.89453125,357,156.7298,1785000,2309.1
15.1211,1940.02,358,-59356.11328125,358,156.7018,1790000,2291.22
15.4269,1943.36,359,-59623.171875,359,156.8071,1795000,2312.2
15.302,1953.63,360,-59652.4453125,360,156.7153,1800000,2324.37
15.2752,1943.29,361,-59756.84375,361,156.6916,1805000,2311.09
15.2205,1969.83,362,-59697.5390625,362,156.7508,1810000,2299.21
15.3674,1945.85,363,-59808.6171875,363,156.6301,1815000,2291.04
15.2577,1969.51,364,-59875.88671875,364,156.5819,1820000,2339.15
15.2983,1958.92,365,-60000.07421875,365,156.5163,1825000,2324.64
15.3509,1966.78,366,-60051.87109375,366,156.7313,1830000,2325.64
15.2096,1955.16,367,-60247.953125,367,156.622,1835000,2329.48
15.2492,1953.89,368,-60370.1640625,368,156.7726,1840000,2273.97
15.2314,1947.33,369,-60383.546875,369,156.4914,1845000,2311.98
15.2031,1942.44,370,-60496.0390625,370,156.6108,1850000,2301.07
15.0975,1975.68,371,-60665.06640625,371,156.5929,1855000,2304.76
15.117,1945.76,372,-60626.94921875,372,156.6964,1860000,2291.06
15.1861,1968.61,373,-60798.4921875,373,156.4943,1865000,2288.96
15.2972,1968.45,374,-60993.3515625,374,156.5403,1870000,2354.99
15.1131,1949.42,375,-61201.37890625,375,156.7228,1875000,2313.59
15.0861,1960.16,376,-61036.1171875,376,156.5535,1880000,2303.43
15.3322,1966.86,377,-60938.99609375,377,156.5563,1885000,2301.13
15.2692,1957.9,378,-61346.20703125,378,156.5737,1890000,2294.54
15.1446,1977.11,379,-61315.13671875,379,156.6404,1895000,2299.57
15.2311,1963.44,380,-61689.54296875,380,156.6892,1900000,2299.52
15.1332,1948.08,381,-61552.5859375,381,156.5778,1905000,2298.45
15.1453,1961.26,382,-61797.140625,382,156.6895,1910000,2282.42
15.193,1947.8,383,-61793.69921875,383,156.6006,1915000,2335.87
15.1899,1964.41,384,-61881.02734375,384,156.6239,1920000,2300.06
15.1481,1954.44,385,-61982.1015625,385,156.7618,1925000,2310.29
15.1041,1928.06,386,-62012.2421875,386,156.668,1930000,2293.94
15.1922,1983.28,387,-62351.90625,387,156.6958,1935000,2323.0
15.2723,1974.18,388,-62370.09375,388,156.5956,1940000,2331.05
15.0001,1948.25,389,-62348.48046875,389,156.6251,1945000,2286.76
15.2523,1959.28,390,-62706.61328125,390,156.6964,1950000,2314.34
15.0855,1948.03,391,-62719.67578125,391,156.7673,1955000,2296.29
15.2436,1972.89,392,-62885.2890625,392,156.6193,1960000,2334.5
