Running Update Time,Running Env Steps,Running Forward KL,Running Reverse KL,Reward Loss,Itration,Real Det Return,Real Sto Return
44,220000,46.5733,14.5458,-410.0431213378906,44,1059.66,924.26
45,225000,46.2316,14.3575,-408.30010986328125,45,1793.74,1185.56
46,230000,46.1002,14.0414,-389.0339050292969,46,1297.7,1421.62
47,235000,45.7528,14.9728,-317.5937194824219,47,2723.11,2189.7
48,240000,45.5198,13.45,-384.505615234375,48,2592.58,1699.32
49,245000,45.5197,14.6162,-322.42193603515625,49,2714.11,2283.07
50,250000,45.4283,13.2802,-440.891357421875,50,2742.27,1634.23
51,255000,45.4438,13.3683,-447.9438781738281,51,2973.06,1547.6
52,260000,45.6257,13.5977,-447.5284118652344,52,1272.02,1724.2
53,265000,44.897,14.3509,-398.9080810546875,53,3024.62,2240.47
54,270000,45.7905,13.1784,-472.0014953613281,54,1685.77,1659.81
55,275000,45.448,13.3073,-459.18109130859375,55,1702.83,1560.42
56,280000,44.6864,13.9173,-340.0506286621094,56,2937.79,2047.23
57,285000,45.7326,16.988,-212.67626953125,57,3086.75,3121.84
58,290000,45.1155,15.6704,-320.510986328125,58,3316.39,2427.73
59,295000,44.7795,15.9026,-202.35479736328125,59,3130.18,3015.23
60,300000,43.895,13.6059,-381.0430908203125,60,2919.17,2643.23
61,305000,45.3543,16.133,-243.5576629638672,61,2842.4,2875.58
62,310000,44.7479,17.4386,-207.03729248046875,62,3219.16,3050.85
63,315000,45.0161,16.1325,-240.09864807128906,63,3362.4,3271.13
64,320000,45.3531,17.7446,-223.888916015625,64,3174.27,3155.4
65,325000,45.6663,18.9549,-204.41494750976562,65,3343.11,3253.34
66,330000,44.6836,15.852,-262.0706787109375,66,3396.79,3279.57
67,335000,45.9497,18.5042,-227.92813110351562,67,3183.15,3224.53
68,340000,45.4351,17.389,-232.32643127441406,68,3300.51,3376.48
69,345000,45.7914,18.154,-233.53118896484375,69,3137.69,3255.33
70,350000,45.4659,16.2342,-304.67181396484375,70,3219.78,3279.52
71,355000,45.6625,18.2707,-246.40408325195312,71,3394.64,3337.7
72,360000,44.8531,17.3005,-261.3304748535156,72,3335.5,3408.46
73,365000,44.7974,17.8,-236.46041870117188,73,3429.35,3488.38
74,370000,45.5731,18.0434,-277.8092041015625,74,3295.82,3388.69
75,375000,44.9252,16.7313,-271.296630859375,75,3443.76,3416.57
76,380000,45.0575,18.2194,-272.4588317871094,76,3604.64,3562.24
77,385000,45.1016,19.1547,-252.9809112548828,77,3627.38,3586.7
78,390000,44.4686,16.3593,-279.7618103027344,78,3525.89,3563.92
79,395000,45.0754,18.064,-270.8151550292969,79,3534.4,3515.08
80,400000,45.1647,20.1267,-260.1769714355469,80,3604.6,3625.08
81,405000,44.4914,16.8008,-312.0133361816406,81,3541.13,3325.27
82,410000,45.0478,18.0604,-298.7646179199219,82,3614.35,3495.2
83,415000,44.5522,17.8022,-300.4066162109375,83,3686.55,3569.4
84,420000,44.5904,17.9728,-309.65869140625,84,3674.73,3450.69
85,425000,44.8918,17.1008,-317.23394775390625,85,3551.71,3558.79
86,430000,44.1865,16.5746,-307.7164611816406,86,3634.27,3633.17
87,435000,44.8871,17.9675,-292.25958251953125,87,3676.27,3572.33
88,440000,44.872,16.5993,-346.9359130859375,88,3606.11,3410.01
89,445000,44.8915,18.4484,-319.9194030761719,89,3804.29,3703.0
90,450000,44.2538,17.3245,-326.5213623046875,90,3877.18,3695.52
91,455000,44.5845,16.6437,-351.3655090332031,91,3499.72,3499.1
92,460000,44.5722,17.8904,-342.6551818847656,92,3766.39,3686.65
93,465000,44.5639,17.2879,-329.172119140625,93,3621.77,3596.12
94,470000,43.9603,15.8018,-354.515380859375,94,3820.2,3686.78
95,475000,44.6327,16.0304,-544.7247924804688,95,2921.1,2964.89
96,480000,44.7364,17.7756,-564.7290649414062,96,1658.86,2036.05
97,485000,44.9401,16.4766,-427.8991394042969,97,3138.0,3109.68
98,490000,43.8106,16.1055,-367.8929748535156,98,3633.16,3691.91
99,495000,44.0003,16.3848,-372.51593017578125,99,3207.04,3615.41
100,500000,44.4895,18.1265,-347.6898193359375,100,3692.04,3726.37
101,505000,43.6178,16.7959,-376.8359680175781,101,3959.43,3967.13
102,510000,44.4334,18.0841,-359.902099609375,102,3908.97,3797.31
103,515000,44.3848,17.7582,-367.419677734375,103,3625.98,3501.36
104,520000,44.0701,16.3385,-387.15093994140625,104,3963.16,3890.96
105,525000,43.6567,17.2052,-357.035400390625,105,3859.05,3919.54
106,530000,43.4994,16.9975,-357.4398498535156,106,3888.84,3846.8
107,535000,43.7467,17.8869,-342.0384826660156,107,3878.49,3843.43
108,540000,43.8798,18.163,-350.6665954589844,108,3875.36,3904.16
109,545000,43.2309,16.7548,-376.57086181640625,109,3852.33,3771.02
110,550000,43.9731,15.5209,-487.95989990234375,110,3861.12,3252.1
111,555000,43.1075,16.4914,-395.0097961425781,111,3854.6,3872.94
112,560000,43.7066,16.8112,-411.2044372558594,112,3875.58,3828.39
113,565000,43.1235,17.5835,-354.7684020996094,113,3828.16,3811.32
114,570000,42.3555,15.8286,-367.0462341308594,114,3807.5,3865.37
115,575000,43.2537,16.5157,-378.46307373046875,115,3720.31,3775.04
116,580000,43.6194,16.923,-378.23199462890625,116,3617.18,3759.57
117,585000,42.3789,15.9972,-394.6837463378906,117,4007.86,4003.94
118,590000,43.5545,17.019,-412.53204345703125,118,3731.23,3784.27
119,595000,42.6175,15.9309,-397.11309814453125,119,3904.06,3935.21
120,600000,43.3721,17.4334,-414.8792419433594,120,3833.91,3838.94
121,605000,42.7299,17.2582,-399.9521179199219,121,3731.49,3829.0
122,610000,43.2525,16.5059,-418.9937438964844,122,3821.43,3899.25
123,615000,41.833,14.5563,-390.3343200683594,123,3966.68,3939.98
124,620000,41.7124,15.7507,-401.18328857421875,124,4008.58,3963.9
125,625000,42.1858,16.1616,-394.29473876953125,125,3985.36,3967.69
126,630000,42.4916,16.7329,-393.6528015136719,126,3917.6,3779.87
127,635000,42.1164,16.9166,-379.67486572265625,127,3877.99,3932.9
128,640000,42.4352,17.8061,-400.6562194824219,128,4023.02,4014.08
129,645000,41.9195,17.0779,-408.4736022949219,129,4161.5,4137.36
130,650000,41.5042,14.7252,-436.12969970703125,130,4007.75,3986.25
131,655000,41.9624,14.9622,-461.2438049316406,131,3982.15,3802.99
132,660000,42.2806,15.5368,-463.0022277832031,132,4059.76,3491.95
133,665000,42.1764,15.8095,-452.91888427734375,133,3853.52,3919.19
134,670000,42.3854,16.2738,-454.912841796875,134,4015.5,4036.66
135,675000,42.3929,16.3844,-446.8766174316406,135,4177.69,3993.09
136,680000,42.1477,15.621,-455.5178527832031,136,4027.34,4026.09
137,685000,41.9741,13.7175,-593.7744140625,137,3749.95,2342.2
138,690000,42.4115,15.9028,-468.11187744140625,138,4015.53,3629.51
139,695000,41.5727,15.9509,-470.8983154296875,139,4061.57,4005.88
140,700000,42.2243,14.787,-489.3470458984375,140,4011.34,3889.34
141,705000,42.0008,14.3957,-514.808349609375,141,3871.29,3874.47
142,710000,42.2244,15.1904,-474.1587829589844,142,4055.02,3892.96
143,715000,42.3259,15.8829,-485.1680908203125,143,4020.91,4078.03
144,720000,41.3378,15.2885,-434.5588073730469,144,4127.97,4119.87
145,725000,42.0745,17.3703,-450.4609680175781,145,4024.22,3990.86
146,730000,42.0051,16.9754,-488.43414306640625,146,4059.86,4054.14
147,735000,42.3601,17.1658,-489.0775451660156,147,3990.8,4039.1
148,740000,41.5088,16.5068,-469.436279296875,148,3955.8,4014.62
149,745000,42.217,13.6839,-579.0203247070312,149,4116.54,3060.84
150,750000,41.9705,14.9506,-574.7404174804688,150,4067.27,4020.49
151,755000,42.3415,16.2908,-509.5156555175781,151,4070.35,4064.05
152,760000,41.7898,16.098,-532.193603515625,152,4106.22,4106.07
153,765000,41.4656,16.5596,-507.4877624511719,153,4135.78,4140.02
154,770000,41.3721,15.2257,-518.3199462890625,154,4079.25,4111.87
155,775000,42.1432,16.9513,-517.3001098632812,155,4166.51,4192.69
156,780000,41.5775,15.3964,-532.862060546875,156,4228.76,4203.41
157,785000,41.975,15.8442,-567.563720703125,157,4269.7,4208.2
158,790000,41.894,15.985,-524.0698852539062,158,4056.06,4104.14
159,795000,42.2026,16.555,-545.8987426757812,159,4243.5,4159.67
160,800000,41.4165,16.348,-514.7076416015625,160,4219.5,4191.41
161,805000,41.8792,15.5393,-544.3854370117188,161,4003.22,3943.51
162,810000,41.6276,15.8533,-524.3493041992188,162,4163.61,4044.75
163,815000,41.161,15.2918,-525.3348388671875,163,4207.62,4115.64
164,820000,41.4425,14.9748,-514.6424560546875,164,4164.03,4178.22
165,825000,41.2137,15.2516,-560.5902099609375,165,4137.24,4096.64
166,830000,40.8911,14.6172,-568.0923461914062,166,4284.96,4078.26
167,835000,41.1293,15.6271,-527.3817749023438,167,4275.22,4250.32
168,840000,41.0178,14.424,-628.2005615234375,168,4234.35,3806.56
169,845000,40.9738,14.9929,-589.6734008789062,169,4339.16,4216.23
170,850000,41.6309,15.2394,-569.35498046875,170,4206.78,4169.4
171,855000,41.1335,14.6437,-551.8287963867188,171,4354.77,4210.32
172,860000,41.9282,15.4576,-588.38818359375,172,4220.83,4206.29
173,865000,41.0066,16.3877,-532.803955078125,173,4294.07,4207.89
174,870000,41.6992,15.8822,-573.632568359375,174,4229.27,4186.79
175,875000,40.7546,15.496,-636.2902221679688,175,4362.96,4244.49
176,880000,41.3969,15.8483,-585.6016235351562,176,4236.87,4021.11
177,885000,41.8123,16.2719,-607.990478515625,177,4239.37,4207.52
178,890000,40.3717,14.7654,-538.83154296875,178,4288.56,4243.77
179,895000,41.3898,14.4818,-610.6619262695312,179,4183.22,4113.15
180,900000,41.0306,15.0352,-601.2251586914062,180,4283.58,4247.95
181,905000,41.3224,15.9819,-561.849365234375,181,4137.87,4168.11
182,910000,41.1256,14.7642,-600.755615234375,182,4178.65,3389.29
183,915000,40.5141,13.6973,-646.4671630859375,183,4349.83,4052.67
184,920000,40.1164,14.2323,-603.7548828125,184,4384.42,4340.28
185,925000,40.9808,14.6358,-605.1334228515625,185,4381.8,4295.72
186,930000,40.5012,14.0763,-622.6417846679688,186,4384.88,4267.04
187,935000,41.1732,13.8575,-619.4953002929688,187,4243.22,4165.29
188,940000,41.1926,14.3205,-667.0657348632812,188,4402.5,4310.16
189,945000,40.7316,14.9284,-608.3590087890625,189,4323.7,4103.22
190,950000,40.966,14.0567,-684.2387084960938,190,4372.99,4285.22
191,955000,40.8902,14.1497,-676.6382446289062,191,4357.12,4315.51
192,960000,40.9083,15.316,-633.043212890625,192,4419.89,4335.08
193,965000,40.7332,13.3942,-678.5259399414062,193,4438.53,4352.05
194,970000,40.2134,13.7763,-672.5438842773438,194,4384.58,3942.58
195,975000,40.6875,13.7266,-678.9872436523438,195,4400.13,3879.99
196,980000,41.1724,15.0587,-654.2251586914062,196,4412.23,4320.65
197,985000,40.7948,13.8065,-677.1708984375,197,4379.3,4308.75
198,990000,40.7648,13.8346,-702.8114624023438,198,4436.31,4099.6
199,995000,40.6481,15.297,-671.2192993164062,199,4372.25,4116.79
200,1000000,40.569,14.2642,-732.5950927734375,200,4417.95,4305.19
201,1005000,44.4477,58.5183,-1171.0155029296875,201,76.24,278.74
202,1010000,45.2795,34.9602,-1110.4488525390625,202,314.8,1199.56
203,1015000,41.6279,15.2456,-824.7568969726562,203,3849.42,2355.06
204,1020000,41.3572,12.7532,-925.3326416015625,204,3033.78,3158.47
205,1025000,40.7323,14.4505,-814.5307006835938,205,3677.13,3350.71
206,1030000,39.9526,15.6082,-713.7228393554688,206,4230.08,4113.72
207,1035000,40.6941,14.8461,-738.9437255859375,207,4143.29,4089.48
208,1040000,39.7996,14.9927,-686.498046875,208,4498.24,4200.05
209,1045000,40.134,15.5907,-687.7529296875,209,4461.3,4354.17
210,1050000,39.8996,15.4795,-707.97119140625,210,4461.71,4335.23
211,1055000,39.8871,15.3206,-719.5707397460938,211,4486.5,4397.36
212,1060000,39.6033,14.0251,-805.6107788085938,212,4503.39,4437.44
213,1065000,39.6343,14.8575,-695.0499267578125,213,4479.14,4427.83
214,1070000,39.3456,14.5028,-737.5995483398438,214,4433.51,4231.42
215,1075000,39.5907,15.5537,-704.422119140625,215,4519.72,4475.98
216,1080000,39.5042,14.9159,-750.5114135742188,216,4470.72,4412.1
217,1085000,39.9562,14.5133,-763.6876831054688,217,4457.51,4432.79
218,1090000,39.6762,14.5601,-728.343994140625,218,4484.68,4360.63
219,1095000,39.9234,18.0423,-911.8683471679688,219,4462.71,3984.17
220,1100000,40.1671,28.5722,-951.4597778320312,220,2034.22,1871.27
221,1105000,40.7046,16.2687,-1240.1512451171875,221,62.07,479.82
222,1110000,39.195,14.0455,-774.1326293945312,222,4533.31,3973.17
223,1115000,39.1049,15.1401,-696.94091796875,223,4518.12,4443.11
224,1120000,39.6266,15.6418,-706.6796875,224,4540.76,4486.45
225,1125000,39.4604,14.5427,-736.998291015625,225,4556.76,4452.07
226,1130000,39.396,14.4782,-733.981689453125,226,4601.25,4486.64
227,1135000,40.0203,14.1806,-801.2615966796875,227,4513.36,3573.49
228,1140000,39.1548,13.8556,-737.7061767578125,228,4635.38,3917.67
229,1145000,39.0707,13.8195,-765.3049926757812,229,4629.73,4465.13
230,1150000,39.0125,13.6279,-769.3201293945312,230,4610.43,4487.02
231,1155000,38.4814,13.2729,-801.5755615234375,231,4588.41,4463.21
232,1160000,39.3994,13.6998,-780.3443603515625,232,4618.48,4484.91
233,1165000,39.7792,13.0195,-869.9757080078125,233,4536.46,4254.5
234,1170000,39.2802,12.3333,-910.6610717773438,234,4510.55,3788.76
235,1175000,40.219,12.3231,-984.1011352539062,235,3258.7,3867.88
236,1180000,39.2931,13.6628,-900.9081420898438,236,4530.16,3477.56
237,1185000,39.6816,14.5373,-1018.0140991210938,237,234.06,3018.33
238,1190000,39.5544,12.616,-930.4946899414062,238,4437.73,4169.91
239,1195000,39.3925,12.5572,-942.7396240234375,239,4582.09,4380.33
240,1200000,39.1914,12.9906,-892.2616577148438,240,4464.88,4214.46
241,1205000,38.591,12.9598,-872.4389038085938,241,4398.96,4231.68
242,1210000,38.6813,13.5703,-840.7777709960938,242,4579.39,4433.27
243,1215000,38.3422,13.7278,-831.816650390625,243,4615.62,4451.07
244,1220000,39.272,13.2156,-976.573486328125,244,4388.77,3793.2
245,1225000,38.9699,12.9537,-921.44189453125,245,4701.61,4365.56
246,1230000,38.5984,13.5593,-895.0198364257812,246,4541.48,4289.37
247,1235000,41.4189,14.4596,-1181.6605224609375,247,3684.01,3621.36
248,1240000,41.0284,13.6292,-1096.0301513671875,248,4020.24,3812.01
249,1245000,42.2652,14.6888,-1144.371337890625,249,3934.41,3592.48
250,1250000,40.6178,13.3371,-1089.375244140625,250,4253.22,3862.09
251,1255000,40.2194,15.0689,-1095.8880615234375,251,4126.03,4167.66
252,1260000,38.424,13.3886,-874.7251586914062,252,4660.38,4536.15
253,1265000,38.7339,12.9329,-941.2114868164062,253,4558.27,4412.49
254,1270000,39.243,11.8966,-1086.8887939453125,254,4135.23,3933.71
255,1275000,38.6498,12.6795,-963.0870971679688,255,4482.13,4530.39
256,1280000,38.736,12.7972,-957.5599975585938,256,4663.08,4377.16
257,1285000,38.7538,13.2642,-881.9906005859375,257,4605.7,4490.6
258,1290000,40.1879,12.3543,-1268.551025390625,258,4358.58,3314.76
259,1295000,38.7011,12.875,-915.7477416992188,259,4565.5,4245.06
260,1300000,38.8566,12.8778,-1019.5071411132812,260,4503.57,4318.65
261,1305000,38.7532,13.1482,-924.876953125,261,4609.21,4503.73
262,1310000,38.4843,13.0375,-991.0252685546875,262,4623.12,4492.42
263,1315000,38.8301,13.1689,-1006.3367919921875,263,4599.45,4317.21
264,1320000,39.3903,12.1382,-1264.6309814453125,264,4119.0,4260.0
265,1325000,38.5763,12.2455,-1020.165771484375,265,4621.27,4474.55
266,1330000,38.6943,12.3441,-1024.019287109375,266,4595.31,4448.21
267,1335000,38.3793,12.8048,-987.7557983398438,267,4478.34,4398.45
268,1340000,38.6579,12.565,-954.7613525390625,268,4521.84,4445.36
269,1345000,38.5228,12.3327,-1038.1917724609375,269,4514.45,4504.01
270,1350000,38.4132,13.9054,-1070.39599609375,270,4578.73,4399.35
271,1355000,38.3322,12.3291,-1036.3841552734375,271,4651.27,4477.48
272,1360000,37.8285,11.3288,-1095.7913818359375,272,4654.52,4396.95
273,1365000,37.971,11.5865,-1072.50830078125,273,4625.44,4116.01
274,1370000,37.8088,12.1146,-1018.0606689453125,274,4619.28,4300.45
275,1375000,38.8308,11.9997,-1248.7335205078125,275,4611.18,3394.39
276,1380000,38.0235,11.9018,-1026.652099609375,276,4668.69,4267.27
277,1385000,38.1248,12.1446,-1061.865234375,277,4360.69,4327.32
278,1390000,37.3652,11.9902,-1063.2681884765625,278,4625.56,4318.59
279,1395000,38.2428,13.061,-1103.87548828125,279,4664.37,3982.25
280,1400000,37.714,13.5424,-972.082275390625,280,4664.79,4292.87
281,1405000,37.8664,13.0302,-1188.8900146484375,281,4244.8,3824.07
282,1410000,37.6252,13.1591,-987.3914794921875,282,4158.18,3731.14
283,1415000,37.6888,13.6261,-1019.8128051757812,283,4555.9,4511.79
284,1420000,37.6219,13.5627,-1014.267578125,284,4736.25,4598.57
285,1425000,37.3722,12.7743,-1058.389404296875,285,4771.63,4661.57
286,1430000,37.3946,12.606,-1133.8980712890625,286,4817.29,4653.87
287,1435000,38.7136,14.503,-1248.4830322265625,287,3683.37,3965.52
288,1440000,37.6564,12.6284,-1093.5877685546875,288,4647.73,4536.64
289,1445000,38.7314,13.0628,-1207.12060546875,289,4553.3,4342.84
290,1450000,38.0601,12.4765,-1200.2137451171875,290,4797.73,4525.14
291,1455000,37.8371,12.4455,-1199.9820556640625,291,4808.8,4372.49
292,1460000,37.5934,12.4026,-1119.3798828125,292,4884.8,4692.72
293,1465000,37.4708,12.2886,-1181.3978271484375,293,4672.43,4483.04
294,1470000,37.2597,12.6676,-1201.8447265625,294,4830.15,4587.09
295,1475000,38.0681,12.919,-1220.2999267578125,295,4634.73,4315.38
296,1480000,36.9703,12.5364,-1142.5706787109375,296,4766.03,4651.35
297,1485000,38.5963,15.3564,-1583.1146240234375,297,4499.71,4395.14
298,1490000,36.9008,12.955,-1127.6204833984375,298,4820.41,4648.42
299,1495000,37.0688,12.533,-1126.5738525390625,299,4971.48,3788.46
300,1500000,37.7733,13.1827,-1196.5838623046875,300,4834.03,4454.7
301,1505000,37.1282,13.0534,-1111.8251953125,301,4976.15,4161.5
302,1510000,37.193,12.7239,-1187.2794189453125,302,4792.31,4520.67
303,1515000,37.3658,13.9379,-1207.6243896484375,303,4934.18,4710.65
304,1520000,36.7498,12.6755,-1167.4945068359375,304,5065.8,4792.88
305,1525000,36.8408,18.1949,-1363.3135986328125,305,4916.72,4243.54
306,1530000,36.1201,12.9962,-1111.7913818359375,306,4988.69,4792.2
307,1535000,36.9979,12.4808,-1261.45166015625,307,4808.17,4684.3
308,1540000,37.3027,13.5022,-1256.2138671875,308,1309.33,3887.51
309,1545000,37.4693,12.9148,-1336.447509765625,309,3851.44,4372.83
310,1550000,42.4269,51.7495,-1930.335205078125,310,727.62,2247.76
311,1555000,38.783,41.5705,-1705.4886474609375,311,1826.57,2928.31
312,1560000,37.2513,19.0502,-1385.4412841796875,312,4912.38,4344.18
313,1565000,38.2734,20.3993,-1477.8477783203125,313,3060.13,3667.3
314,1570000,36.9677,14.6649,-1307.2178955078125,314,4763.02,4567.77
315,1575000,36.8469,13.521,-1292.423828125,315,4855.07,4530.29
316,1580000,37.7502,27.2487,-1526.030517578125,316,4927.58,3602.43
317,1585000,37.2361,26.4233,-1553.4556884765625,317,4904.34,4747.48
318,1590000,37.6553,17.4022,-1410.419189453125,318,4744.35,4434.02
319,1595000,36.6087,14.7574,-1380.7720947265625,319,4926.85,4256.3
320,1600000,36.2193,13.1091,-1246.9892578125,320,4855.85,4840.49
321,1605000,36.5016,13.2143,-1319.347412109375,321,4869.73,4705.28
322,1610000,36.5517,13.2671,-1257.437255859375,322,4791.05,4671.35
323,1615000,36.7888,12.4808,-1299.7510986328125,323,4785.23,4558.88
324,1620000,35.9309,12.7606,-1322.3106689453125,324,4907.67,4731.71
325,1625000,36.5331,17.1779,-1431.3514404296875,325,4848.24,4531.96
326,1630000,35.8281,12.5628,-1281.635498046875,326,4957.83,4821.29
327,1635000,35.6724,12.3801,-1262.1412353515625,327,4822.22,4748.43
328,1640000,35.9375,12.3223,-1269.643310546875,328,4882.3,4808.02
329,1645000,36.853,12.6584,-1364.607177734375,329,4867.57,4321.47
330,1650000,37.3842,12.8526,-1492.4754638671875,330,4869.74,3845.1
331,1655000,35.6643,12.4083,-1372.6580810546875,331,4980.28,4386.42
332,1660000,36.2052,12.6077,-1432.4610595703125,332,4572.97,3388.33
333,1665000,36.28,13.0397,-1292.8289794921875,333,4985.73,4797.06
334,1670000,36.3667,11.9622,-1487.1904296875,334,5132.96,4244.22
335,1675000,36.2672,13.2792,-1428.7813720703125,335,4995.35,4785.31
336,1680000,36.1362,12.615,-1351.843017578125,336,5133.05,4704.26
337,1685000,36.1258,13.3071,-1367.386474609375,337,5020.52,4853.9
338,1690000,36.1403,11.7663,-1456.97412109375,338,4943.25,4460.45
339,1695000,35.9749,12.3722,-1343.531494140625,339,5033.59,4418.24
340,1700000,37.8726,11.1397,-1920.8214111328125,340,5111.64,3413.16
341,1705000,36.2739,11.91,-1489.1475830078125,341,5013.51,4403.14
342,1710000,36.2618,13.1994,-1391.040771484375,342,4944.06,4671.89
343,1715000,36.1952,15.3654,-1694.6995849609375,343,4924.14,4554.37
344,1720000,36.5014,12.4207,-1449.0299072265625,344,4738.93,3891.15
345,1725000,36.4795,11.2905,-1671.724609375,345,4969.12,3801.19
346,1730000,35.84,12.6592,-1294.0062255859375,346,4887.37,4800.87
347,1735000,35.2499,12.279,-1483.5584716796875,347,4602.38,4532.8
348,1740000,35.8115,12.4187,-1653.081787109375,348,4972.17,4174.59
349,1745000,36.3463,11.6951,-1920.6220703125,349,4531.03,3363.55
350,1750000,36.1029,12.4655,-1403.411376953125,350,4782.39,4767.83
351,1755000,35.7045,12.582,-1383.3951416015625,351,3290.97,4099.56
352,1760000,36.6524,11.0737,-1791.8873291015625,352,1893.85,4184.3
353,1765000,35.785,12.0128,-1416.781005859375,353,3500.88,4706.75
354,1770000,37.1732,10.7837,-2165.53515625,354,4799.22,3848.56
355,1775000,35.2524,12.0795,-1474.5152587890625,355,5101.61,3618.02
356,1780000,35.8322,12.981,-1423.30126953125,356,4719.48,4241.01
357,1785000,35.0408,13.2857,-1385.6649169921875,357,4924.27,4890.26
358,1790000,35.9644,13.1061,-1417.6453857421875,358,5025.05,4475.71
359,1795000,36.5617,12.5768,-1489.6685791015625,359,5022.14,4911.01
360,1800000,36.1797,19.1439,-1759.381591796875,360,5209.22,4592.35
361,1805000,35.6805,12.822,-1620.9854736328125,361,5260.01,4609.63
362,1810000,36.4325,13.4117,-1593.9674072265625,362,4941.38,4518.04
363,1815000,34.9294,13.2526,-1362.1881103515625,363,4988.55,4918.79
364,1820000,36.0115,13.6871,-1431.4534912109375,364,5014.53,4895.65
365,1825000,35.7482,12.1373,-1855.235595703125,365,5016.67,3760.21
366,1830000,35.6942,13.2032,-1349.892822265625,366,5067.0,4938.13
367,1835000,36.5554,12.5391,-1654.9146728515625,367,4966.85,4839.36
368,1840000,36.096,12.4812,-1482.6153564453125,368,4933.43,4510.91
369,1845000,35.5867,13.0471,-1429.5323486328125,369,4859.76,4926.84
370,1850000,35.2915,12.6358,-1475.156005859375,370,4843.06,4612.26
371,1855000,36.827,14.2786,-1850.7557373046875,371,4156.34,4054.46
372,1860000,43.5753,48.7582,-3207.844970703125,372,1458.59,263.01
373,1865000,44.7474,16.7475,-3449.207275390625,373,1.91,336.24
374,1870000,43.3036,15.1533,-3583.72021484375,374,1359.3,1212.42
375,1875000,37.1909,17.6962,-2127.91015625,375,2814.23,2573.03
376,1880000,36.2755,14.5564,-1783.9388427734375,376,4614.12,4495.68
377,1885000,35.4137,12.7148,-1531.307861328125,377,5040.95,4998.01
378,1890000,35.6399,12.0182,-1727.8792724609375,378,4971.16,4227.62
379,1895000,36.822,12.4685,-2492.795166015625,379,1288.01,2208.17
380,1900000,35.2689,13.0258,-1491.4820556640625,380,5089.42,5006.54
381,1905000,34.5719,12.5775,-1458.4813232421875,381,5294.82,4929.19
382,1910000,35.8981,12.183,-2155.216796875,382,3710.75,2108.71
383,1915000,34.8053,12.8244,-1538.9283447265625,383,5230.07,4727.58
