Running Update Time,Running Env Steps,Running Forward KL,Running Reverse KL,Reward Loss,Itration,Real Det Return,Real Sto Return
1140,5700000,35.8696,16.6056,-9782.892578125,1140,5034.71,4590.58
1141,5705000,34.5837,18.4269,-8927.8076171875,1141,5109.67,4892.39
1142,5710000,34.3141,15.7893,-8632.5205078125,1142,5185.2,4803.29
1143,5715000,34.5608,17.3469,-8588.53125,1143,5116.99,4925.66
1144,5720000,34.7612,16.8067,-9179.6708984375,1144,5102.89,4882.84
1145,5725000,35.1473,17.0369,-9036.044921875,1145,5206.26,4784.99
1146,5730000,34.456,16.9013,-9063.5341796875,1146,5150.06,4947.12
1147,5735000,34.6921,16.9234,-8680.2001953125,1147,5211.0,5020.5
1148,5740000,34.4614,17.8633,-8875.88671875,1148,5211.25,4967.79
1149,5745000,34.7039,17.4873,-8786.0419921875,1149,5221.18,4781.45
1150,5750000,34.2896,17.437,-8768.6015625,1150,5190.44,4774.06
1151,5755000,34.3289,16.3284,-8848.8076171875,1151,5059.74,4799.83
1152,5760000,34.0233,16.3212,-8642.478515625,1152,5062.34,4939.23
1153,5765000,34.4919,16.7031,-8997.0126953125,1153,4975.35,4887.35
1154,5770000,35.0138,16.0036,-9230.4384765625,1154,5036.23,4890.41
1155,5775000,34.6455,17.3725,-9064.853515625,1155,5078.17,4939.85
1156,5780000,36.6367,20.4611,-10607.001953125,1156,3443.12,2751.22
1157,5785000,36.9667,18.4203,-11120.3291015625,1157,1138.77,2473.67
1158,5790000,39.0723,19.5361,-12425.3251953125,1158,2503.12,2754.17
1159,5795000,38.1203,39.2275,-7508.61376953125,1159,1285.43,1301.98
1160,5800000,36.3505,18.8861,-10720.40234375,1160,3105.93,3627.03
1161,5805000,36.65,17.6025,-10218.6142578125,1161,3630.74,3695.49
1162,5810000,35.6062,17.1831,-9309.0107421875,1162,4010.45,4453.5
1163,5815000,38.9504,22.776,-11955.66015625,1163,2495.91,1645.66
1164,5820000,36.1419,17.0879,-9769.94921875,1164,4601.97,4572.52
1165,5825000,36.96,16.155,-9980.9873046875,1165,4670.1,4547.65
1166,5830000,36.1749,17.1143,-9625.4921875,1166,4832.96,4687.14
1167,5835000,35.4615,18.1138,-9548.484375,1167,4818.41,4585.6
1168,5840000,35.3118,18.5239,-9215.9521484375,1168,4833.88,4553.58
1169,5845000,35.6263,18.0019,-9340.0537109375,1169,4755.53,4696.92
1170,5850000,35.3084,17.0051,-9621.91796875,1170,4758.3,4639.88
1171,5855000,35.7693,17.5754,-9681.931640625,1171,4720.01,4060.18
1172,5860000,36.3312,17.943,-9851.125,1172,4715.15,4690.77
1173,5865000,35.5918,17.0036,-9215.9443359375,1173,4760.49,4770.04
1174,5870000,34.8235,18.4506,-9108.1025390625,1174,5037.63,4180.64
1175,5875000,36.0126,17.9908,-9355.4326171875,1175,4895.54,4688.59
1176,5880000,35.6429,17.1505,-9279.3349609375,1176,4883.67,4485.38
1177,5885000,35.6503,18.1858,-9349.6220703125,1177,5003.64,4866.87
1178,5890000,34.5127,17.338,-8824.482421875,1178,4994.99,4892.21
1179,5895000,35.2457,16.8359,-8975.6328125,1179,4964.77,4864.76
1180,5900000,35.6104,18.1943,-9093.91015625,1180,4981.13,4847.45
1181,5905000,35.5607,18.8166,-9439.33203125,1181,4899.95,4794.31
1182,5910000,35.3485,17.5292,-9364.62890625,1182,4863.21,4765.02
1183,5915000,35.554,17.3628,-9056.9404296875,1183,4889.88,4836.86
1184,5920000,35.5848,18.7447,-9481.8896484375,1184,5025.86,4771.28
1185,5925000,35.6103,17.7939,-9512.6748046875,1185,5016.95,4854.7
1186,5930000,35.883,18.7542,-9609.453125,1186,4970.42,4876.32
1187,5935000,35.8753,17.7667,-9356.59765625,1187,4962.07,4754.26
1188,5940000,34.9695,18.3288,-9176.93359375,1188,5037.16,4617.93
1189,5945000,35.2034,17.6519,-9621.6298828125,1189,5102.98,4718.05
1190,5950000,35.412,16.7646,-9471.294921875,1190,4985.85,4661.17
1191,5955000,35.0606,17.7213,-9299.939453125,1191,5109.36,4266.95
1192,5960000,34.4313,16.3011,-9202.9599609375,1192,5119.87,4815.78
1193,5965000,35.1132,16.3351,-9088.177734375,1193,5184.29,4911.57
1194,5970000,35.3109,17.3198,-9410.658203125,1194,5034.82,4936.78
1195,5975000,34.3647,16.4617,-8805.5234375,1195,5005.03,4926.21
1196,5980000,35.0743,16.3007,-8997.275390625,1196,5046.52,4872.89
1197,5985000,39.7985,27.4479,-12083.2314453125,1197,2814.34,2030.31
1198,5990000,36.6681,19.1054,-10530.44921875,1198,2758.84,1506.71
1199,5995000,35.3959,18.8506,-9498.51953125,1199,4942.99,4799.24
1200,6000000,35.765,18.6219,-9797.7294921875,1200,4901.25,4774.8
1201,6005000,35.9139,17.537,-9945.015625,1201,4863.27,4635.33
1202,6010000,35.88,18.4344,-9642.94140625,1202,4921.73,4795.84
1203,6015000,35.3821,17.6717,-9444.078125,1203,4836.75,4333.51
1204,6020000,35.3976,18.2506,-9450.408203125,1204,4965.73,4850.57
1205,6025000,35.1827,17.0497,-9244.0869140625,1205,5008.69,4918.63
1206,6030000,35.2976,17.3351,-9230.876953125,1206,4986.95,4787.78
1207,6035000,35.8589,18.6869,-10002.013671875,1207,4999.09,4857.51
1208,6040000,35.7491,17.8973,-9431.9013671875,1208,5007.1,4910.04
1209,6045000,34.4332,17.6446,-9113.318359375,1209,5069.47,4948.14
1210,6050000,35.1923,17.1678,-9226.060546875,1210,5053.39,4929.98
1211,6055000,35.3287,17.711,-9181.822265625,1211,5039.03,4937.18
1212,6060000,35.3646,16.1035,-9504.916015625,1212,5031.73,4727.3
1213,6065000,34.9641,17.1846,-9482.7001953125,1213,4971.48,4858.91
1214,6070000,35.8393,16.774,-9588.3681640625,1214,4976.29,4837.79
1215,6075000,35.0296,16.7838,-9688.0078125,1215,4967.35,4824.09
1216,6080000,34.595,16.6662,-9414.3720703125,1216,5026.36,4935.56
1217,6085000,34.9409,16.3881,-9106.9677734375,1217,5025.91,4761.28
1218,6090000,35.6695,17.0501,-9580.5546875,1218,4982.87,4890.04
1219,6095000,34.9053,16.6546,-9468.3427734375,1219,5002.59,4628.04
1220,6100000,35.0469,17.5026,-9706.8095703125,1220,4994.26,4910.54
1221,6105000,34.9032,16.4829,-9719.951171875,1221,5025.46,4783.24
1222,6110000,35.0083,16.9722,-9409.0224609375,1222,4947.17,4867.25
1223,6115000,35.1822,16.1672,-9516.2841796875,1223,4944.42,4862.29
1224,6120000,35.6908,16.9602,-9651.7890625,1224,4952.69,4850.18
1225,6125000,35.7594,17.5458,-9748.4443359375,1225,4992.83,4880.35
1226,6130000,35.1632,17.7558,-9986.302734375,1226,4876.16,4779.92
1227,6135000,35.568,16.8476,-9513.2197265625,1227,4831.98,4660.99
1228,6140000,35.4164,17.3193,-9686.28125,1228,4766.62,4761.26
1229,6145000,35.1521,17.3434,-9470.5107421875,1229,5076.68,4904.52
1230,6150000,34.6529,16.7227,-9244.6416015625,1230,5141.55,5018.97
1231,6155000,34.6952,16.4393,-9359.923828125,1231,5086.0,4741.1
1232,6160000,35.27,16.9404,-9824.505859375,1232,5093.71,4692.98
1233,6165000,35.9927,16.0353,-10323.076171875,1233,5107.21,4710.8
1234,6170000,35.7785,15.8505,-10014.1259765625,1234,2978.65,3881.57
1235,6175000,34.9558,16.6024,-9773.197265625,1235,5036.23,4916.37
1236,6180000,34.3492,16.0334,-9543.1298828125,1236,4355.28,4873.46
1237,6185000,34.8614,16.4305,-9851.9912109375,1237,4987.97,4893.37
1238,6190000,35.3508,17.7082,-10458.32421875,1238,4927.89,4625.0
1239,6195000,35.4539,17.1488,-9765.9833984375,1239,4931.36,4866.85
1240,6200000,38.7335,24.1976,-12388.01953125,1240,1072.66,1242.6
1241,6205000,35.5594,17.2836,-10110.169921875,1241,4884.1,4359.67
1242,6210000,35.0568,17.547,-10280.9951171875,1242,4991.59,4833.46
1243,6215000,34.6316,17.3848,-10007.8125,1243,4999.1,4900.58
1244,6220000,35.0542,17.6404,-10378.16796875,1244,4932.89,4795.84
1245,6225000,36.196,17.2661,-10878.7939453125,1245,4860.8,4538.47
1246,6230000,35.6296,17.8287,-10497.8955078125,1246,4846.8,4809.36
1247,6235000,34.5914,16.4661,-10250.2822265625,1247,5021.49,4522.64
1248,6240000,35.326,17.0342,-10181.689453125,1248,5119.7,4920.5
1249,6245000,35.2312,17.9478,-10143.630859375,1249,4870.46,4549.3
1250,6250000,35.831,17.872,-10557.033203125,1250,4594.41,4357.3
1251,6255000,35.2584,18.5617,-10463.8896484375,1251,4769.97,4769.6
1252,6260000,35.6598,17.9406,-10557.1787109375,1252,4743.29,4642.1
1253,6265000,35.2634,17.4915,-10058.25390625,1253,4930.29,4789.1
1254,6270000,35.1823,17.3605,-10346.6826171875,1254,4696.1,4647.82
1255,6275000,34.9803,16.9036,-10008.607421875,1255,4923.9,4891.91
1256,6280000,35.6192,17.0402,-10393.0791015625,1256,4996.49,4894.14
1257,6285000,35.5419,16.647,-10636.384765625,1257,4710.75,4661.49
1258,6290000,35.2608,16.4717,-10269.0205078125,1258,4932.82,4863.2
1259,6295000,38.3883,16.9133,-12024.77734375,1259,3952.73,3183.11
1260,6300000,39.4926,26.9255,-12524.4541015625,1260,296.98,612.91
1261,6305000,51.4165,24.6145,-13038.71875,1261,2298.76,1014.63
1262,6310000,36.1331,17.3028,-10857.4794921875,1262,4637.21,3770.74
1263,6315000,35.8916,17.6569,-10405.75,1263,4726.61,4671.0
1264,6320000,35.9973,17.6494,-10390.0361328125,1264,4802.08,4524.53
1265,6325000,35.9721,17.0755,-10785.796875,1265,4321.21,4467.8
1266,6330000,36.9995,18.3998,-11148.8779296875,1266,4803.12,3521.54
1267,6335000,37.2445,17.78,-11697.2138671875,1267,2986.73,3431.79
1268,6340000,39.9261,27.5948,-12095.1005859375,1268,2282.56,1538.88
1269,6345000,36.9673,17.5518,-11040.818359375,1269,4610.28,3492.43
1270,6350000,36.4324,17.5757,-10316.734375,1270,4789.53,4325.17
1271,6355000,35.6701,18.3918,-10827.1494140625,1271,4828.88,4759.84
1272,6360000,36.1265,17.2809,-10505.5498046875,1272,4821.02,4696.02
1273,6365000,36.5291,16.8576,-10880.7080078125,1273,4269.34,4605.4
1274,6370000,36.8331,17.1831,-11238.8173828125,1274,4706.68,4426.66
1275,6375000,36.9327,16.769,-11079.548828125,1275,4616.33,4407.15
1276,6380000,36.042,17.4542,-11105.5322265625,1276,4542.88,3787.2
1277,6385000,36.185,17.639,-10942.4072265625,1277,4781.63,3766.57
1278,6390000,36.3864,17.8683,-10855.6171875,1278,4683.85,4163.91
1279,6395000,35.6587,17.1361,-10502.0009765625,1279,4807.73,3931.32
1280,6400000,36.4811,17.8272,-11606.60546875,1280,4906.49,4827.94
1281,6405000,35.4023,16.8436,-10516.3662109375,1281,4915.65,3982.53
1282,6410000,35.9612,18.0028,-10740.0322265625,1282,4937.94,4576.39
1283,6415000,35.3735,18.1674,-10625.8671875,1283,4859.77,4545.58
1284,6420000,35.2113,17.619,-10908.849609375,1284,4818.83,4732.24
1285,6425000,35.3905,17.4934,-10742.3740234375,1285,4713.16,4677.9
1286,6430000,35.1572,17.1024,-10540.61328125,1286,4750.83,4467.43
1287,6435000,35.1624,17.1959,-10994.904296875,1287,4635.59,4539.56
1288,6440000,36.0218,19.2893,-10947.3505859375,1288,3675.74,4393.46
1289,6445000,36.3682,20.651,-11871.5244140625,1289,3732.85,3281.32
1290,6450000,35.2108,16.8305,-10722.359375,1290,4866.21,4818.36
1291,6455000,35.7278,17.2586,-11200.015625,1291,4991.29,4473.98
1292,6460000,35.524,16.3839,-11092.5791015625,1292,4937.45,4618.39
1293,6465000,34.7167,16.3893,-10858.66796875,1293,4805.06,3107.96
1294,6470000,35.742,16.9591,-11072.826171875,1294,4855.91,3714.68
1295,6475000,37.827,17.7726,-12100.5576171875,1295,43.78,2705.83
1296,6480000,50.4642,24.9321,-13059.3720703125,1296,1085.69,1106.2
1297,6485000,51.0451,33.2492,-11542.751953125,1297,245.46,113.18
1298,6490000,38.3953,36.8617,-12136.7109375,1298,2056.98,3028.8
1299,6495000,35.1498,17.8474,-10019.2607421875,1299,4856.66,4568.77
1300,6500000,37.0446,19.2611,-11198.8623046875,1300,3714.55,3944.94
1301,6505000,36.6121,17.1603,-11353.634765625,1301,4798.42,4356.05
1302,6510000,36.2424,18.0018,-10913.2216796875,1302,4843.74,4762.31
1303,6515000,36.578,18.0507,-10811.10546875,1303,4837.77,4587.46
1304,6520000,36.339,17.6605,-10581.556640625,1304,4699.39,4546.61
1305,6525000,36.7383,19.7431,-10677.1943359375,1305,2030.57,2964.93
1306,6530000,53.2417,36.0962,-11256.3212890625,1306,2.56,215.22
1307,6535000,37.1702,22.5143,-11311.6875,1307,4722.71,3501.64
1308,6540000,43.7088,31.7953,-12863.68359375,1308,263.89,552.87
1309,6545000,35.7368,17.5318,-10285.4853515625,1309,4403.01,4203.84
1310,6550000,36.2163,15.9525,-11005.267578125,1310,4762.69,4105.3
1311,6555000,54.1405,25.405,-14293.9775390625,1311,-24.44,-11.72
1312,6560000,42.0608,30.8604,-13278.794921875,1312,947.99,251.13
1313,6565000,44.3302,28.0492,-13445.5869140625,1313,959.87,904.13
1314,6570000,42.0876,56.1566,-12412.1455078125,1314,1165.79,1017.06
1315,6575000,48.6792,40.7307,-13069.8603515625,1315,915.44,1252.49
1316,6580000,43.1514,27.186,-13091.6533203125,1316,553.98,305.89
1317,6585000,42.8602,26.8227,-13132.3466796875,1317,876.87,2075.59
1318,6590000,48.5434,33.0128,-15172.6162109375,1318,564.26,598.98
1319,6595000,36.4009,18.6652,-11779.9892578125,1319,4694.08,4464.03
1320,6600000,36.8237,18.0531,-12407.6201171875,1320,4682.8,4378.61
1321,6605000,35.9429,15.2239,-11174.93359375,1321,4765.24,4307.61
1322,6610000,37.0083,17.7798,-12063.9609375,1322,4759.87,3935.69
1323,6615000,37.9744,19.7525,-12895.5517578125,1323,913.39,2334.68
1324,6620000,43.3941,25.8325,-13976.7744140625,1324,358.9,786.05
1325,6625000,44.1746,23.6852,-14121.5263671875,1325,363.1,363.38
1326,6630000,36.6649,16.409,-11777.0576171875,1326,4788.42,4168.33
1327,6635000,36.8554,17.5619,-11409.91015625,1327,4381.14,3951.78
1328,6640000,40.1248,28.4067,-11617.974609375,1328,953.64,807.96
1329,6645000,36.608,18.5412,-12037.9912109375,1329,4788.34,4218.97
1330,6650000,36.3219,17.9873,-11247.1171875,1330,4676.9,4470.53
1331,6655000,36.1944,17.49,-11243.822265625,1331,4780.06,4465.06
1332,6660000,36.2742,18.2694,-11171.775390625,1332,4696.73,4680.7
1333,6665000,36.0972,17.2107,-10909.88671875,1333,4953.27,4614.48
1334,6670000,36.2135,18.1423,-11076.548828125,1334,5010.98,4451.03
1335,6675000,36.4127,17.0179,-11318.423828125,1335,4888.85,4775.87
1336,6680000,36.6582,17.0142,-10933.2978515625,1336,4888.93,4776.35
1337,6685000,36.1396,18.0901,-10714.259765625,1337,4791.17,4597.98
1338,6690000,36.4166,18.1352,-11015.880859375,1338,4871.55,4840.23
1339,6695000,36.4765,17.3886,-11217.2041015625,1339,4892.51,4853.25
1340,6700000,36.0335,17.6683,-10661.5419921875,1340,4971.88,4892.86
1341,6705000,37.6305,25.6491,-12882.234375,1341,4784.9,2377.78
1342,6710000,37.7589,23.5155,-12634.37890625,1342,4000.45,2913.24
1343,6715000,37.0573,18.4581,-11638.26171875,1343,4896.5,3795.15
1344,6720000,36.711,16.6704,-10820.814453125,1344,4872.58,4740.84
1345,6725000,36.6486,17.8289,-10876.716796875,1345,4766.45,4615.63
1346,6730000,36.3789,16.6799,-11104.2236328125,1346,4633.82,4277.13
1347,6735000,37.3541,19.8302,-11376.712890625,1347,4888.23,4396.54
1348,6740000,36.6828,17.4858,-10493.3564453125,1348,4858.45,4574.91
1349,6745000,36.2606,17.5717,-10833.9267578125,1349,4590.13,4325.38
1350,6750000,37.108,18.6836,-11306.119140625,1350,4770.01,4449.61
1351,6755000,36.9261,17.1999,-11638.33203125,1351,4034.08,3506.73
1352,6760000,36.7671,17.0811,-10887.423828125,1352,4691.06,4661.14
1353,6765000,36.2083,15.2804,-10886.6689453125,1353,4822.23,4499.28
1354,6770000,36.3566,15.5644,-10922.11328125,1354,4146.06,3082.37
1355,6775000,36.6739,16.2156,-11021.7705078125,1355,4723.34,3565.21
1356,6780000,36.4177,16.085,-10718.115234375,1356,4838.21,4749.22
1357,6785000,37.174,16.4615,-11120.478515625,1357,4696.15,4026.32
1358,6790000,36.6513,17.7217,-11191.3642578125,1358,4882.32,4146.99
1359,6795000,37.7671,24.8912,-12754.57421875,1359,4556.91,3539.27
1360,6800000,36.3932,18.1535,-11601.5625,1360,4668.91,3864.27
1361,6805000,35.8531,16.4419,-11558.671875,1361,4596.08,3803.78
1362,6810000,36.4181,18.9543,-11293.9755859375,1362,4700.09,4083.46
1363,6815000,35.622,16.5766,-10917.8388671875,1363,4538.3,4176.4
1364,6820000,37.3772,23.7968,-12483.0517578125,1364,4008.42,3375.48
1365,6825000,35.9886,17.5765,-11122.0400390625,1365,4798.92,4636.74
1366,6830000,35.6489,15.9006,-10578.65625,1366,4900.09,4367.61
1367,6835000,36.246,15.9291,-10973.2314453125,1367,4868.03,4402.62
1368,6840000,36.1277,17.0276,-10761.9765625,1368,4818.4,4781.74
1369,6845000,35.673,16.6419,-11046.7060546875,1369,4868.53,4658.92
1370,6850000,35.0755,16.2953,-10652.548828125,1370,4942.13,4808.56
1371,6855000,36.4913,18.3804,-11012.1474609375,1371,4970.99,4847.71
1372,6860000,35.8599,17.4493,-10582.2529296875,1372,4894.72,4565.33
1373,6865000,35.9961,17.6657,-11241.85546875,1373,4776.16,4551.31
1374,6870000,36.209,17.9277,-11242.822265625,1374,4878.11,4746.38
1375,6875000,35.9113,16.8249,-11089.0673828125,1375,4708.89,4086.17
1376,6880000,36.8212,20.0975,-12083.8876953125,1376,4838.94,3661.17
1377,6885000,36.5405,16.7713,-10870.439453125,1377,4988.26,4535.08
1378,6890000,36.9546,18.9834,-11841.2587890625,1378,4872.44,4339.3
1379,6895000,36.4905,17.2154,-11212.6259765625,1379,4775.44,4499.4
1380,6900000,36.2072,17.72,-11019.5234375,1380,4818.43,4808.78
1381,6905000,36.904,17.0744,-10924.466796875,1381,4863.12,4327.54
1382,6910000,35.9366,18.4473,-11080.732421875,1382,4734.56,4562.12
1383,6915000,36.4263,17.4958,-11036.9765625,1383,4838.59,4531.74
1384,6920000,36.5273,17.021,-11144.9580078125,1384,4858.62,4565.48
1385,6925000,36.0035,17.5018,-11278.7216796875,1385,4817.4,4681.66
1386,6930000,36.4298,17.8528,-11436.4296875,1386,4760.22,4694.53
1387,6935000,36.1829,17.7069,-11295.8046875,1387,4738.15,4479.51
1388,6940000,35.9246,17.7449,-11155.4208984375,1388,4754.82,4637.55
1389,6945000,35.726,17.8919,-11208.939453125,1389,4744.6,4755.13
1390,6950000,36.3442,17.9673,-10857.66796875,1390,4793.74,4537.42
1391,6955000,36.7414,17.7641,-10915.7841796875,1391,4729.41,4539.94
1392,6960000,37.211,18.9212,-11269.349609375,1392,4828.52,4786.7
1393,6965000,36.6185,17.1606,-11056.162109375,1393,4572.46,4759.7
1394,6970000,36.4917,18.3678,-11106.3310546875,1394,4674.05,4679.92
1395,6975000,36.4321,16.8193,-11375.1357421875,1395,4743.18,4660.39
1396,6980000,35.7373,16.3445,-11002.86328125,1396,4962.46,4864.41
1397,6985000,36.7122,17.2614,-11478.0888671875,1397,4759.43,4708.28
1398,6990000,36.9014,17.0593,-11027.6435546875,1398,4787.19,4749.71
1399,6995000,37.263,18.4239,-11399.32421875,1399,4560.1,4551.61
1400,7000000,36.5202,16.3023,-11476.3388671875,1400,4705.5,4055.26
1401,7005000,36.3726,17.4376,-11478.353515625,1401,4836.21,4769.6
1402,7010000,36.5245,17.3571,-11491.67578125,1402,4693.55,4592.95
1403,7015000,36.5031,17.6315,-11206.869140625,1403,4836.52,4800.96
1404,7020000,37.1913,18.5527,-11668.94140625,1404,4614.4,4407.06
1405,7025000,36.4222,18.7257,-11812.6083984375,1405,4637.41,4165.54
1406,7030000,36.4331,17.2307,-11577.142578125,1406,4779.83,4633.67
1407,7035000,35.7376,17.9389,-11697.9150390625,1407,4770.15,4582.84
1408,7040000,36.5118,20.6441,-12125.171875,1408,3889.33,4136.44
1409,7045000,36.605,17.9274,-11429.1494140625,1409,4832.74,4788.13
1410,7050000,36.3703,17.6321,-11307.1787109375,1410,4866.76,4190.15
1411,7055000,36.376,18.7783,-11821.712890625,1411,4779.41,4708.02
1412,7060000,36.659,20.3603,-11976.7509765625,1412,4900.55,4480.8
1413,7065000,53.943,41.8005,-15051.9033203125,1413,88.66,98.79
1414,7070000,38.9765,22.0072,-13535.4384765625,1414,2072.75,2250.79
1415,7075000,39.2491,23.0044,-13086.1748046875,1415,2038.07,1448.99
1416,7080000,36.4499,17.7475,-12233.8447265625,1416,4651.43,4172.44
1417,7085000,36.1377,18.6439,-12616.9755859375,1417,4603.13,4261.21
1418,7090000,36.8193,19.0257,-12214.2333984375,1418,4609.64,4507.42
1419,7095000,35.1663,19.1946,-12036.4853515625,1419,4636.34,4396.28
1420,7100000,36.7343,19.6758,-12302.591796875,1420,4722.01,4646.37
1421,7105000,35.7426,18.5688,-11647.71484375,1421,4740.17,4704.5
1422,7110000,35.7115,18.5763,-11758.80078125,1422,4755.09,4650.16
1423,7115000,35.2024,18.2278,-11513.763671875,1423,4953.52,4366.1
1424,7120000,35.1828,19.5053,-11481.4775390625,1424,4888.62,4552.54
1425,7125000,36.8968,24.9901,-12861.16796875,1425,4877.43,4502.52
1426,7130000,35.7095,17.8421,-11570.708984375,1426,4893.17,4794.46
1427,7135000,35.7073,18.5072,-11325.2255859375,1427,4950.04,4860.11
1428,7140000,35.9234,20.4126,-11872.619140625,1428,4913.39,4529.36
1429,7145000,35.912,20.1204,-11775.2294921875,1429,5015.72,4630.05
1430,7150000,35.442,18.6452,-11694.689453125,1430,4877.45,4776.77
1431,7155000,36.1803,18.8754,-12207.9794921875,1431,4729.52,4704.91
1432,7160000,35.7689,17.8252,-12161.173828125,1432,4742.66,4462.22
1433,7165000,34.9471,17.8166,-11543.62109375,1433,4792.53,4496.7
1434,7170000,35.1539,17.8654,-11516.1875,1434,4875.97,4793.03
1435,7175000,35.009,18.5211,-11579.8291015625,1435,4957.58,4868.13
1436,7180000,35.2893,18.207,-11201.333984375,1436,4997.2,4707.77
1437,7185000,35.3138,18.0181,-11731.9580078125,1437,4962.79,4765.45
1438,7190000,36.278,19.1826,-12017.595703125,1438,4843.29,4747.76
1439,7195000,35.6435,19.3802,-11855.72265625,1439,2964.63,4601.34
1440,7200000,35.6744,19.1645,-12240.9228515625,1440,4553.53,4514.47
1441,7205000,36.1125,20.4304,-12467.0263671875,1441,4597.74,4359.58
1442,7210000,35.768,18.5009,-12077.0419921875,1442,4537.6,4360.46
1443,7215000,56.6399,47.1477,-14231.3671875,1443,-27.06,-22.16
1444,7220000,38.6535,38.8314,-14748.7275390625,1444,1248.63,2500.06
1445,7225000,36.9201,30.3742,-13653.6328125,1445,898.17,2670.32
1446,7230000,36.643,24.3592,-12941.8544921875,1446,4492.21,3481.13
1447,7235000,36.1007,21.5067,-12461.6845703125,1447,4939.74,4809.9
1448,7240000,35.156,20.4854,-12021.0419921875,1448,4968.48,4821.17
1449,7245000,36.4179,24.237,-13024.890625,1449,4819.6,4677.41
1450,7250000,34.5551,19.4295,-11886.87890625,1450,4862.11,4491.61
1451,7255000,36.9828,21.6458,-12561.6494140625,1451,4832.43,4698.07
1452,7260000,35.5809,20.3083,-12281.2216796875,1452,4532.54,4501.89
1453,7265000,36.804,21.8075,-12658.9638671875,1453,4798.37,4501.5
1454,7270000,35.4893,19.7046,-11846.40625,1454,4637.79,4035.58
1455,7275000,35.8662,20.9306,-12281.806640625,1455,4780.23,4634.89
1456,7280000,35.8696,19.1838,-12179.5419921875,1456,2669.8,4235.13
1457,7285000,35.7234,20.6833,-12428.7861328125,1457,4956.59,4581.32
1458,7290000,35.9057,22.2956,-12613.912109375,1458,4614.6,4302.0
1459,7295000,35.2205,18.4736,-11900.513671875,1459,4935.23,4450.07
1460,7300000,35.4891,19.8006,-12073.6484375,1460,4816.87,4692.21
1461,7305000,35.2456,19.8511,-12234.3232421875,1461,4799.46,4548.98
1462,7310000,35.5212,19.33,-12202.2099609375,1462,4827.89,4510.82
1463,7315000,36.3395,21.6875,-13097.67578125,1463,3876.48,4409.21
1464,7320000,35.6337,19.1509,-12277.404296875,1464,4753.56,4514.54
1465,7325000,35.8076,19.4724,-12506.91796875,1465,4841.6,4461.22
1466,7330000,35.7809,20.3431,-12593.2216796875,1466,4881.68,4498.47
1467,7335000,35.3552,17.9891,-12266.2763671875,1467,4807.85,4664.07
1468,7340000,36.2688,23.2694,-13165.1767578125,1468,4725.41,4203.7
1469,7345000,34.8727,18.0178,-11799.7646484375,1469,4822.64,4506.28
1470,7350000,36.5747,23.8638,-13369.1064453125,1470,4023.52,3649.26
1471,7355000,35.5195,17.5157,-12062.513671875,1471,4882.39,4563.54
1472,7360000,36.0567,17.5429,-12089.4716796875,1472,4811.15,4524.98
1473,7365000,36.7545,16.9754,-12106.9931640625,1473,3121.72,4454.37
1474,7370000,36.1375,18.1328,-11879.84375,1474,4523.96,4829.77
1475,7375000,35.1455,18.9771,-12100.9814453125,1475,4877.02,4605.96
1476,7380000,35.4176,17.5844,-11719.798828125,1476,4833.33,4513.76
1477,7385000,56.3793,77.9795,-5513.2744140625,1477,-10.25,-8.4
1478,7390000,56.2982,99.5514,-10325.5263671875,1478,13.82,18.91
1479,7395000,37.5389,35.8192,-10822.2900390625,1479,343.36,2809.67
1480,7400000,35.7608,15.8306,-12368.474609375,1480,4736.98,4752.02
1481,7405000,35.2182,16.7309,-12196.150390625,1481,4800.06,4413.35
1482,7410000,35.8203,17.5859,-12048.251953125,1482,4785.73,4205.39
1483,7415000,36.1868,24.3677,-12993.6416015625,1483,4265.27,4604.16
1484,7420000,35.9107,21.5271,-12778.080078125,1484,3627.18,4034.98
1485,7425000,37.8009,36.2834,-14096.0732421875,1485,3908.98,2208.66
1486,7430000,36.1498,15.1542,-12171.0048828125,1486,4026.33,4032.03
1487,7435000,36.0899,16.0947,-12041.8779296875,1487,4459.71,4050.46
1488,7440000,37.1557,53.695,-14137.291015625,1488,3535.44,3130.84
1489,7445000,36.5228,31.432,-12662.9775390625,1489,4406.66,4196.47
1490,7450000,35.8138,25.2886,-12623.001953125,1490,2294.63,3241.35
1491,7455000,39.2322,54.836,-13050.7314453125,1491,2077.07,2074.54
1492,7460000,53.4925,53.9969,-10770.23828125,1492,541.53,587.41
1493,7465000,40.5311,54.0715,-11880.55078125,1493,4738.35,2124.81
1494,7470000,36.0417,20.4714,-12304.6103515625,1494,4656.8,4581.93
1495,7475000,36.1668,24.2492,-12747.6572265625,1495,4811.99,3508.91
1496,7480000,36.4261,21.7434,-12442.6025390625,1496,4637.4,3893.64
1497,7485000,36.9399,32.7714,-13805.8857421875,1497,4086.59,3153.82
1498,7490000,36.0788,26.0985,-13021.59375,1498,4555.15,3580.17
1499,7495000,36.5284,21.4447,-13040.46484375,1499,4718.89,4318.87
