Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Forward KL
5329.25,11.7378,639,5562.15,33.0222
5178.07,12.7534,640,5542.97,34.3199
5250.86,13.1583,641,5462.36,33.6553
5227.43,12.2985,642,5555.88,33.8755
5214.97,12.8551,643,5594.67,34.5791
5255.57,12.4178,644,5507.41,33.3208
5151.07,11.9971,645,5538.36,33.0033
4832.58,12.2635,646,5405.49,33.8788
5243.43,11.3338,647,5446.15,32.9431
4823.59,11.1139,648,5379.31,32.1348
4980.17,11.4419,649,5461.01,33.4098
5171.22,11.9472,650,5385.88,33.4418
5237.44,11.5144,651,5452.32,33.0593
5169.51,11.564,652,5304.0,32.8096
5211.17,11.9547,653,5434.7,32.4038
5129.37,11.6197,654,5311.78,33.102
5156.9,11.7603,655,5352.04,32.6418
4947.79,11.6836,656,5347.26,32.3534
5152.42,11.4709,657,5375.99,32.8747
5048.58,12.5262,658,5382.03,33.7844
5061.13,12.4003,659,5247.25,32.9397
5162.25,12.7204,660,5261.57,33.1225
5145.41,12.6305,661,5393.99,33.1261
4976.65,13.2281,662,5286.45,33.5637
5158.85,12.4797,663,5240.13,32.9907
5168.44,11.7904,664,5299.02,32.2263
4899.03,12.8277,665,5302.03,33.3481
5031.8,12.579,666,5355.06,32.7095
5242.39,12.8281,667,5478.88,32.6628
5161.12,15.4212,668,5428.48,33.1161
5254.56,14.6676,669,4796.89,33.4888
5232.16,13.0724,670,5291.93,33.0004
5056.6,13.4493,671,5501.14,33.3284
5187.34,14.0436,672,5364.39,33.6635
5177.77,12.6461,673,5478.31,32.7481
4840.96,12.4169,674,5292.71,33.2147
5101.08,12.4569,675,5017.45,32.8236
5187.38,12.0733,676,5248.17,32.8903
5195.11,12.0658,677,5446.5,32.5715
5109.45,12.0338,678,5274.05,32.9033
5111.93,12.2085,679,5292.6,33.1867
5149.75,12.121,680,5317.23,32.9069
5159.37,12.0784,681,5243.29,32.7949
5293.59,11.8203,682,5498.94,31.8442
5179.11,11.4501,683,5339.19,32.1461
5196.46,11.7768,684,5426.13,33.2268
4378.5,17.1579,685,5425.4,33.9373
5129.49,11.8389,686,4824.51,34.0892
5136.48,12.7731,687,5231.63,33.1478
5143.21,12.1078,688,5356.66,32.405
4974.32,12.2687,689,5437.41,32.2849
5111.11,12.0102,690,5341.67,31.9223
5184.8,11.8275,691,5405.82,32.2534
5173.43,11.8681,692,5265.58,32.1929
5186.25,12.0899,693,5229.39,31.8634
5206.94,12.1721,694,5298.87,32.4594
5169.98,11.8449,695,5282.73,32.5832
5203.25,11.7625,696,5270.95,32.154
5264.55,12.1529,697,5282.99,32.0294
5246.1,12.2852,698,5387.56,32.3501
5189.32,12.2503,699,5309.36,33.4114
5218.18,11.7858,700,5233.68,32.426
5191.91,12.4151,701,5249.38,32.9798
5287.36,12.9286,702,5292.53,32.4555
5161.4,12.7669,703,5165.41,33.3041
4978.99,11.7221,704,5180.07,31.6944
5252.49,11.0614,705,5212.03,32.1127
5230.56,11.2658,706,5298.52,31.6385
5150.59,11.6957,707,5117.13,32.4672
5191.88,11.7482,708,5276.05,31.8202
5031.12,11.3673,709,5325.14,33.0893
-10.72,28.3145,710,-9.8,50.8706
5033.21,11.5685,711,5186.36,32.2066
5211.94,11.1233,712,5368.93,33.0757
4982.29,10.8635,713,5263.6,32.8728
5174.87,10.8659,714,5348.42,32.7079
5238.49,11.2031,715,5296.56,31.8764
5250.51,11.3535,716,5367.22,31.9955
5320.05,11.2367,717,5441.62,32.0925
5181.18,10.7893,718,5291.92,31.9624
4707.77,10.403,719,5265.38,32.7363
4825.62,15.4318,720,5217.86,32.7229
2305.29,27.0231,721,1710.16,35.8368
301.75,43.5002,722,178.8,37.703
1394.96,31.9196,723,4947.35,41.387
3417.9,23.1327,724,4734.42,34.6672
4907.18,12.1422,725,4858.85,32.7501
5059.24,11.6974,726,5122.35,32.913
5138.18,11.2242,727,5310.51,32.862
4998.75,12.0711,728,5369.63,32.83
5231.46,12.1575,729,5368.3,32.766
5150.76,11.6188,730,5158.0,33.4432
5138.25,11.1792,731,5345.02,31.8856
5140.55,12.2025,732,5306.55,32.5868
5156.04,12.1809,733,5338.3,32.2745
4926.28,11.9429,734,5435.99,31.9479
5199.18,12.4368,735,5441.49,32.8491
5146.88,12.1511,736,5277.3,32.3617
4935.97,12.0987,737,4730.8,32.3691
4906.63,13.062,738,5154.85,34.0004
5099.14,12.1501,739,5126.41,33.2694
4692.54,12.0543,740,5222.74,33.2951
5017.82,13.1153,741,5141.93,34.3606
5085.27,12.711,742,5231.93,33.5287
5157.74,12.2916,743,5420.65,32.4289
4194.92,11.9969,744,5232.92,33.1658
4748.38,11.6722,745,5003.1,32.6798
4988.28,12.036,746,5076.95,33.2381
5166.75,12.7055,747,5229.0,33.4646
5152.15,12.2108,748,5280.75,33.2868
5155.12,11.6615,749,5268.23,32.9162
5176.37,11.446,750,5307.05,32.6373
5031.59,11.3699,751,5160.17,32.8777
5005.25,11.4923,752,5338.24,33.2231
5134.86,11.3212,753,5357.11,32.8592
4989.31,11.2973,754,5286.01,32.4653
4793.15,11.3246,755,5456.73,33.0359
4841.56,11.5186,756,4972.62,33.5885
5067.23,11.2959,757,5103.18,32.7723
4762.54,11.2183,758,4985.51,33.0712
4958.15,11.1323,759,5372.39,32.5748
5048.01,11.4166,760,5104.54,32.9315
4957.27,11.4994,761,5338.63,32.6437
5237.97,11.7584,762,5285.92,32.845
4919.72,11.7116,763,5291.92,32.5033
5174.61,11.2984,764,5313.02,33.1945
5262.66,11.4834,765,5318.04,32.8274
5274.7,11.8515,766,5539.15,32.0924
5114.54,11.7094,767,5263.23,32.6902
5219.54,11.6118,768,5473.69,32.3647
5087.03,10.9508,769,5316.08,33.0779
5173.51,11.2592,770,5453.74,32.0196
5035.45,11.2919,771,5509.93,31.6459
5191.67,11.5928,772,5388.44,32.303
5156.07,11.1926,773,5421.82,31.9244
5289.89,11.3475,774,5512.6,31.8422
5250.95,11.4229,775,5482.12,32.6571
5230.2,11.1909,776,5504.16,32.7134
5177.85,11.8734,777,5470.89,32.9413
5211.15,11.8019,778,5511.98,31.7175
5242.6,11.418,779,5573.95,32.3105
5171.65,11.8781,780,5408.06,32.4145
5204.94,11.172,781,5484.24,32.2877
5286.2,12.0981,782,5483.21,32.7999
4946.86,11.5199,783,5090.65,33.6507
5247.66,11.575,784,5388.04,32.9839
5211.04,11.5958,785,5484.62,31.9912
5233.29,11.1229,786,5535.46,32.4832
801.17,14.4002,787,260.91,39.3696
5196.94,11.608,788,5409.72,32.5238
5222.73,12.0843,789,5476.4,33.0997
5239.34,11.5085,790,5546.61,32.1964
5001.82,11.5917,791,5522.42,32.6354
5305.52,11.5432,792,5578.89,32.2714
5221.11,11.3042,793,5542.95,33.5539
5159.96,11.0593,794,5533.92,32.4725
5182.56,11.367,795,5385.42,32.9301
5227.91,11.731,796,5570.61,32.8615
4967.31,11.476,797,5440.11,32.5917
5130.06,11.1962,798,5480.88,32.8264
5246.11,11.3681,799,5421.8,33.4229
5224.24,11.8422,800,5347.29,33.0391
5133.32,11.9545,801,5495.34,33.048
5320.04,12.0753,802,5387.44,32.8426
5173.46,11.8056,803,5435.5,32.6852
5201.54,11.8315,804,5434.91,33.0479
5252.74,11.7237,805,5406.41,32.934
5300.84,12.4689,806,5430.87,32.6615
5311.21,12.8317,807,5559.85,32.5935
5335.17,12.3786,808,5497.81,32.7628
5241.82,12.1206,809,5496.74,33.184
5048.93,13.2329,810,5479.43,33.2266
5250.63,12.387,811,5482.42,31.7586
5353.9,12.0412,812,5578.99,32.7177
5287.68,13.1359,813,5473.71,32.6642
4543.64,13.4399,814,5603.81,33.1063
5368.15,12.8462,815,5540.05,32.1409
5042.15,12.5898,816,5366.5,32.0753
2199.04,12.874,817,891.79,33.632
5296.31,12.8338,818,5463.12,32.3381
4774.37,12.4449,819,5008.49,32.1115
4678.19,12.5631,820,5336.42,32.1464
5216.42,12.2374,821,5501.25,31.4971
5247.33,11.5086,822,5289.77,32.1855
5051.57,12.1586,823,5063.19,33.557
4705.34,11.1331,824,5170.71,33.0731
5226.17,12.4579,825,5237.15,31.9426
5189.88,11.9561,826,5143.82,31.7318
5186.74,12.731,827,5154.51,31.6765
5181.58,12.3235,828,5128.71,31.6935
5248.75,12.4806,829,5216.63,32.7865
5254.71,12.2017,830,5166.06,31.9074
5249.45,12.2695,831,5191.41,31.9162
5247.08,12.4391,832,5230.53,31.8448
5234.32,12.1999,833,5261.03,32.1636
5295.21,12.5862,834,5372.08,32.809
5272.67,12.7125,835,5349.89,32.2813
5313.59,13.0783,836,5314.4,32.9038
5273.88,12.8955,837,5253.01,32.5497
4857.55,12.119,838,5686.3,32.9888
5085.59,12.6409,839,5384.94,31.6916
5353.56,12.3883,840,5613.58,32.5127
5106.46,11.8274,841,5554.38,31.9598
5337.71,11.6047,842,5508.34,32.3906
5384.14,12.7508,843,5556.89,32.8939
5357.64,12.5506,844,5621.74,32.5471
5296.21,13.1894,845,5647.41,33.0232
5060.94,12.9486,846,5666.17,33.5576
5316.66,12.5196,847,5442.57,32.6415
5355.27,13.606,848,5552.48,32.395
4831.81,12.5124,849,5372.34,31.5
5203.49,13.3595,850,5413.38,32.5761
5335.49,13.0592,851,5550.4,31.9251
5125.95,11.8569,852,5136.64,32.8739
4687.17,12.1286,853,4861.65,32.8759
5291.37,12.7841,854,5462.43,32.3971
4930.6,12.459,855,5255.8,33.2681
192.66,53.9263,856,290.41,47.4208
-12.09,45.6569,857,-14.72,55.8957
30.2,43.2558,858,15.18,52.3196
0.18,44.6156,859,-1.74,54.9895
844.33,40.0615,860,664.54,48.6312
716.63,45.4856,861,1175.81,46.8504
2115.5,30.2812,862,2265.14,43.0735
3178.27,18.5746,863,3064.52,36.6006
4362.13,16.4371,864,4381.17,37.5623
4357.24,15.3198,865,4409.43,37.351
4525.18,16.9114,866,4508.79,37.0085
4777.68,13.9462,867,5073.35,33.5782
4406.03,13.3784,868,4961.69,33.5318
4656.05,14.0413,869,3983.04,34.3311
4521.26,11.9235,870,4733.02,34.4115
4813.6,11.5989,871,4341.87,34.3525
4318.31,11.9721,872,4950.83,33.8194
4909.95,13.1217,873,5099.72,32.4605
4776.95,14.7781,874,4967.15,34.7042
4189.28,13.5587,875,4598.11,36.1192
4639.11,14.0192,876,4517.41,35.8364
3808.18,13.439,877,4767.66,35.839
111.21,78.0665,878,94.49,52.0385
225.26,17.458,879,214.53,41.092
137.89,28.8046,880,27.39,41.4061
4084.27,14.3348,881,2853.92,33.7692
4373.14,12.1004,882,4813.74,33.7407
4480.02,13.172,883,3822.64,34.5248
4838.35,13.2678,884,4597.85,34.1478
4871.97,14.0419,885,5031.19,34.5856
4924.64,13.3708,886,4972.72,33.819
4999.6,14.0852,887,3851.55,33.4966
4695.13,12.9075,888,3722.19,33.7698
5009.1,13.26,889,4199.85,33.8567
4754.23,13.0195,890,4433.96,33.5625
4937.44,12.451,891,4643.9,33.5064
4633.29,13.3853,892,4755.73,33.4322
4896.11,13.2519,893,4394.73,33.8735
4858.55,13.1306,894,4660.07,32.7597
4987.37,13.0326,895,4799.87,33.1135
4974.93,13.0541,896,4943.12,33.1395
5054.37,13.3658,897,4977.51,32.7374
4764.98,13.6761,898,5254.11,32.8431
5153.78,14.2081,899,5308.75,32.7633
5153.28,13.6211,900,4650.35,32.2651
5201.22,14.2345,901,5162.21,32.4859
5075.32,13.4893,902,5018.55,32.0859
5196.31,13.2592,903,5271.88,32.2924
4794.66,14.3053,904,4792.64,32.4588
5105.07,13.0692,905,5074.1,31.9978
4905.01,12.8508,906,4127.16,32.7893
5037.21,13.124,907,4910.72,32.4501
5248.64,13.1954,908,5298.18,32.5122
5237.89,12.9952,909,5253.74,31.9306
5261.61,13.7883,910,5303.74,32.0726
5239.92,13.0245,911,5197.0,32.5475
5260.86,13.4354,912,5296.49,32.0133
4969.21,14.4296,913,4840.6,32.3444
89.72,50.5396,914,91.47,41.4709
3749.23,20.4624,915,2495.24,34.2864
5156.48,13.4987,916,5314.39,32.3558
5256.21,13.2603,917,5290.4,32.0288
5287.95,13.3704,918,5295.64,31.9121
5290.63,13.6554,919,5392.66,32.3237
5130.31,14.1348,920,5247.83,32.4093
5183.18,13.7413,921,4827.62,31.6883
5037.19,14.0374,922,5364.85,32.6747
5258.93,12.7848,923,5217.83,31.6194
5286.67,13.3345,924,5457.95,31.9968
5355.55,13.5816,925,5401.4,32.6224
5287.67,12.8163,926,5379.53,31.6946
5167.71,12.2295,927,4684.61,32.2039
5289.07,12.2533,928,4460.54,31.3692
5265.0,13.2179,929,5357.75,32.4146
5276.58,12.5845,930,5383.14,32.2894
5152.82,12.7244,931,5287.66,32.1663
5314.57,12.8912,932,5424.27,32.6397
4988.99,13.3621,933,4508.29,32.9861
5120.19,12.5034,934,4685.18,32.9024
5195.28,13.4305,935,5169.03,31.8544
5192.5,12.5016,936,5483.96,32.3129
4451.78,16.1408,937,4492.72,33.5389
5053.7,13.7656,938,5440.32,32.2851
5238.47,12.3141,939,5250.58,31.5053
5217.94,12.9398,940,5466.96,32.6439
4980.49,12.644,941,5443.31,31.8847
5211.7,12.5786,942,5378.05,31.7725
5219.92,13.3721,943,5478.14,31.9822
5192.21,13.6911,944,5355.3,32.2311
5000.73,14.4645,945,5159.3,32.2381
5084.11,13.2747,946,5177.76,31.179
5219.11,14.1474,947,5486.41,33.2507
5253.13,13.4692,948,5190.58,32.4257
4653.35,14.4228,949,5053.13,33.1337
2881.05,25.2186,950,2655.95,35.5273
5126.34,14.1623,951,5308.08,33.5601
5266.7,13.937,952,5524.54,32.614
5173.69,14.4535,953,5372.69,33.1611
5223.94,14.2372,954,5428.38,32.8468
5189.09,13.8457,955,5326.92,34.2597
5228.59,14.1085,956,5351.39,32.4531
5314.12,14.5316,957,5481.39,32.4607
5255.48,14.6438,958,5418.06,33.1435
5318.3,14.1263,959,5513.35,32.2627
5266.41,13.911,960,5481.82,32.3861
5273.04,13.7127,961,5410.87,32.3855
5294.59,14.0318,962,5509.75,32.9719
5277.38,14.5287,963,5471.98,33.0154
5338.54,13.8414,964,5495.03,32.0288
5307.63,13.0669,965,5499.62,32.4462
5284.75,13.7591,966,5526.73,32.389
5305.07,13.7234,967,5434.82,32.4326
5282.7,12.9999,968,5481.67,31.9252
5379.7,14.0419,969,5534.8,32.2569
5333.68,12.8969,970,5494.92,31.6263
5348.59,13.0654,971,5430.69,32.2861
5343.87,13.7512,972,5420.74,32.4649
5283.19,13.1241,973,5363.85,32.2903
4819.23,14.2968,974,5329.97,32.4579
1052.78,22.7169,975,1809.83,35.6811
29.22,64.1138,976,206.86,54.4114
4705.53,15.4855,977,3404.53,32.7468
4824.1,14.0027,978,4963.96,32.9529
5002.72,13.2279,979,5171.55,32.6287
3468.44,20.9213,980,3208.45,34.0797
5002.58,12.8499,981,5222.22,32.3616
-8.22,70.0442,982,-8.37,55.6357
60.65,66.5843,983,57.77,54.8643
736.79,39.3034,984,533.55,53.0881
1146.42,42.6703,985,1091.09,47.3543
370.45,54.0425,986,442.6,49.721
1925.36,25.0841,987,1868.49,44.5777
1512.34,21.5526,988,1733.68,44.8073
1542.49,29.1401,989,1421.11,45.8924
1252.93,23.2553,990,1399.74,45.2155
3043.83,28.1493,991,3365.58,46.6906
2801.89,18.9322,992,3108.63,41.4677
462.05,52.6027,993,327.94,41.6883
2615.45,17.5951,994,2821.64,40.3283
2423.62,19.2983,995,2023.32,42.8339
4054.78,21.404,996,4059.5,41.3291
2974.13,32.141,997,2621.55,38.4985
4086.34,16.9477,998,4029.07,38.0676
4432.39,16.5154,999,4502.99,36.4451
4487.36,18.734,1000,3910.33,36.6961
4468.99,18.4969,1001,4639.33,36.9665
4768.58,19.3666,1002,4529.9,36.0905
4203.3,15.9642,1003,4598.53,35.8021
4337.77,22.1082,1004,4094.06,35.842
2365.61,19.2928,1005,2910.54,35.5787
4450.06,15.701,1006,4485.8,34.5505
4456.82,15.4847,1007,4455.19,34.9306
3740.47,20.9938,1008,3635.87,35.032
4422.01,18.0129,1009,4582.86,36.2703
4694.19,16.9199,1010,4850.36,36.6692
4603.22,15.8809,1011,4614.87,36.1196
4599.09,15.7063,1012,4548.05,35.5852
4749.81,15.5431,1013,4734.28,34.1642
4856.39,15.5276,1014,4819.69,33.8096
4968.07,15.8615,1015,5087.9,34.3958
4986.88,16.0274,1016,5129.1,35.1299
5076.43,15.4705,1017,5223.15,33.8888
