Real Sto Return,Real Det Return,Itration,Running Forward KL,Running Reverse KL
5064.27,5661.73,246,89.0213,91.1399
4815.92,4821.99,247,89.8623,92.1629
4646.34,5669.54,248,89.2988,89.9482
4159.69,5233.35,249,87.6588,83.4423
4900.2,5509.36,250,90.8684,90.9497
4289.6,4877.97,251,88.7037,89.104
4984.9,5617.71,252,91.15,97.8875
4910.51,5447.87,253,90.6967,92.2158
4455.8,5282.71,254,91.2583,89.6405
5358.53,5104.62,255,91.6362,94.5112
5111.63,5187.63,256,91.9585,94.2791
4870.93,4989.91,257,93.9758,95.2416
4911.59,5633.9,258,90.979,91.7786
4157.59,4247.78,259,93.2127,91.4733
5114.03,5614.64,260,90.7136,92.8763
5211.09,5584.37,261,90.8264,95.8775
4238.06,4493.29,262,90.2736,91.4708
4491.32,5324.09,263,93.5971,95.97
5102.65,5120.98,264,91.6055,89.6252
4507.98,4882.3,265,91.6981,97.5021
5111.87,4887.41,266,91.5855,94.3982
5255.94,5290.08,267,91.5521,98.764
5223.25,5301.44,268,91.6797,94.9867
4691.41,5627.36,269,89.9182,94.8475
5445.7,5673.0,270,90.5684,99.0655
5021.31,5352.51,271,92.1826,97.7233
4919.72,5469.32,272,80.293,86.7188
4387.93,5385.8,273,91.1189,95.9788
4277.27,5117.98,274,92.5612,98.7787
5417.31,5460.94,275,92.1566,101.005
5259.18,5759.39,276,90.9882,96.2148
5134.93,5671.66,277,90.6974,95.2505
5127.38,5692.4,278,93.7592,100.5966
5095.99,5797.89,279,91.5501,102.2339
4482.5,5293.03,280,81.9224,90.7841
5296.61,5746.22,281,94.3356,102.8455
4187.85,5570.81,282,90.4496,93.9301
4727.5,5679.6,283,88.1475,86.4656
5067.35,5364.39,284,81.0262,87.863
5440.14,5788.64,285,85.0101,93.5045
4594.04,5222.98,286,91.5508,96.6427
5183.27,5654.04,287,89.7522,93.082
5334.82,5574.71,288,92.6406,100.126
4753.29,5574.72,289,91.4576,99.6049
5033.49,5494.64,290,80.706,87.3718
5236.61,5626.76,291,88.6435,93.1227
3591.86,5749.49,292,89.5005,88.058
4596.07,5594.15,293,79.7609,85.3905
5261.02,5340.55,294,87.2779,88.7285
4904.27,5783.57,295,88.4609,90.2935
4922.5,5594.52,296,86.5841,87.3438
4870.99,5730.85,297,91.2343,93.9503
5097.97,4926.39,298,89.6612,89.6302
5113.56,5824.94,299,90.8241,96.8919
4671.09,5713.9,300,89.877,92.8626
4839.48,5473.56,301,91.8505,93.9485
5036.24,5762.17,302,78.1893,82.4288
4048.81,5560.74,303,81.8267,86.3987
5135.77,4702.83,304,90.8222,93.9914
5160.87,5481.75,305,89.5735,98.6217
5202.98,5882.52,306,90.6326,92.328
4608.05,5528.09,307,91.479,95.3124
5190.31,5555.54,308,88.9733,90.5419
4697.92,5412.74,309,89.5277,94.112
4757.42,5604.41,310,82.6442,84.5067
4328.09,5587.85,311,74.855,70.4219
5303.48,5325.89,312,89.8019,90.9415
5364.13,5268.87,313,89.8874,91.2539
4938.28,5396.27,314,88.0592,87.7426
5354.66,5166.44,315,84.1609,85.0653
4809.99,5828.4,316,91.274,91.4743
3972.76,5654.37,317,91.3268,90.4685
4517.28,5023.18,318,89.945,91.1898
5432.84,5801.9,319,92.6341,92.8081
4541.58,5516.68,320,91.5484,96.8059
5000.96,5858.18,321,78.9271,82.8749
5050.78,5894.22,322,89.4033,92.1445
4329.62,5329.21,323,87.7316,82.7341
4901.82,5878.51,324,83.2384,85.1005
5035.23,5270.56,325,85.9915,87.971
5042.07,5364.18,326,88.8847,94.1068
4681.58,5505.76,327,84.2409,83.1316
5436.84,5616.62,328,89.2685,92.5089
4852.18,5733.97,329,90.2367,93.6231
5431.31,5514.08,330,82.8672,94.0732
4519.48,5382.86,331,90.2028,93.92
5051.06,5262.74,332,79.2673,78.825
4826.92,4878.1,333,89.6719,92.4425
5061.42,5704.5,334,81.6618,84.3559
5584.52,5816.06,335,90.254,100.4127
4608.53,5829.7,336,81.223,86.884
5034.29,5374.98,337,91.6285,101.7519
4757.52,5889.48,338,90.2266,92.3532
5142.3,5688.38,339,87.2905,95.0161
4609.94,4933.29,340,76.5269,79.1316
5165.58,5832.19,341,90.9411,94.8435
4407.68,5455.39,342,90.979,99.1308
4789.02,5104.27,343,85.7424,95.9423
4744.7,5127.58,344,91.386,98.5671
4166.6,5474.79,345,78.1667,74.9555
5173.54,5738.66,346,80.9818,83.6742
4345.69,5569.45,347,89.2778,90.1476
4339.25,5200.66,348,87.4826,94.6917
4318.08,4901.9,349,89.263,95.2553
4848.74,5644.25,350,91.9405,102.1416
4265.93,5706.05,351,92.4753,93.6124
4906.81,5756.12,352,91.4185,95.6589
4186.69,4941.93,353,92.7186,101.7415
3518.78,4168.9,354,87.7596,91.9725
4627.54,5741.63,355,95.7332,106.0469
4766.52,5330.94,356,94.6344,102.7386
4668.04,5627.86,357,93.6212,101.7164
