Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Forward KL
4005.89,188.8901,136,1460.15,367.8393
4328.58,172.3928,137,4892.02,368.4732
4684.4,184.371,138,4621.4,367.2615
4925.65,180.4463,139,2670.31,366.1106
4613.97,176.9661,140,4813.5,366.8406
4659.77,172.5208,141,1669.92,364.2234
4670.29,184.9277,142,3348.2,376.1781
4919.85,182.8901,143,4136.5,370.9915
4310.94,181.928,144,4579.31,366.8854
4621.1,188.5434,145,3737.27,367.696
3788.81,184.6117,146,4846.67,371.3035
3472.27,211.5366,147,2523.12,380.7261
3146.83,233.9383,148,2194.74,389.4167
2941.06,175.9977,149,2660.75,371.7414
4384.5,180.3402,150,4414.34,372.0738
4261.67,182.832,151,4693.38,369.8176
3455.26,184.2024,152,1959.35,372.9624
4398.13,171.4988,153,3150.85,368.1822
4626.81,190.4205,154,4819.39,371.2461
3924.52,178.0894,155,3505.14,371.1026
3728.88,189.4239,156,4636.68,372.1156
4024.02,172.9239,157,3991.4,371.205
4659.04,178.6672,158,3093.51,370.6543
3838.52,176.5553,159,3988.91,365.4497
3872.61,187.3621,160,3340.57,374.6509
4202.05,188.7847,161,4741.32,379.9999
4328.53,175.3262,162,4668.91,366.3727
4162.25,173.5906,163,3782.42,369.055
4938.72,171.8588,164,4921.46,367.3859
3493.39,184.8181,165,4754.0,378.8662
3916.73,168.6104,166,4202.35,369.6268
2525.85,218.0722,167,2499.46,385.0734
4888.16,174.8543,168,4874.09,370.3672
4701.32,169.5879,169,3185.26,367.0783
4879.05,170.4816,170,4892.14,367.8168
4224.02,165.1198,171,3983.42,366.6646
4704.99,177.1872,172,4983.77,361.763
3815.21,176.4777,173,3542.03,366.7635
4400.2,167.4493,174,1629.32,366.1181
4724.18,160.6299,175,2760.04,364.2758
3923.91,171.6502,176,3157.66,365.6502
4309.76,179.0804,177,3967.08,373.3074
4354.53,162.7568,178,3149.15,364.2692
4014.52,172.7681,179,2533.36,373.1793
4542.62,162.3272,180,3417.9,363.238
4241.74,174.9819,181,2502.46,364.6839
3967.06,165.2052,182,1172.02,366.0901
4458.19,171.8465,183,1782.3,367.6196
2251.04,175.7231,184,3128.53,364.1413
4448.1,175.5407,185,3372.58,376.358
4690.11,167.98,186,2084.08,365.3753
3560.67,166.1145,187,2396.66,363.2979
4226.49,171.3335,188,2345.3,368.2524
4169.26,167.9201,189,1167.27,359.5455
3776.07,170.306,190,2162.29,365.2189
4572.69,171.7957,191,4131.82,372.8574
4916.86,165.3556,192,4534.06,361.3087
4531.79,173.9679,193,3649.97,367.4423
4596.54,181.4724,194,3510.98,371.3358
4184.8,165.6091,195,3009.87,366.7945
3981.39,173.0771,196,3191.68,365.7768
4763.12,164.0564,197,4623.09,363.6279
4627.99,177.1726,198,4097.85,371.075
4947.16,173.7339,199,4583.83,364.8252
4763.45,172.5081,200,4375.27,364.5337
4331.75,178.7985,201,4426.57,370.8253
