Real Det Return,Running Env Steps,Itration,Reward Loss,Running Reverse KL,Running Forward KL,Running Update Time,Real Sto Return
3203.51,335000,67,-114.4541244506836,14.0241,22.5016,67,2989.17
3200.81,340000,68,-169.40603637695312,24.3697,22.8499,68,2838.67
3248.92,345000,69,-166.77993774414062,16.6479,22.6867,69,2186.6
3226.84,350000,70,-148.44692993164062,18.476,22.5051,70,2461.14
3243.23,355000,71,-197.245361328125,21.4274,22.7035,71,3025.71
3214.29,360000,72,-138.06170654296875,18.2102,23.1837,72,3118.73
3185.82,365000,73,-123.34201049804688,15.0711,23.1847,73,3111.53
3210.21,370000,74,-110.9582748413086,14.5007,23.0011,74,3150.75
3234.81,375000,75,-180.88487243652344,25.4311,22.0603,75,2415.9
3252.6,380000,76,-130.26295471191406,14.5559,22.4053,76,2717.91
3230.64,385000,77,-126.95362854003906,15.7662,22.6073,77,2990.48
3266.12,390000,78,-101.87368774414062,13.4004,22.3535,78,2759.92
3258.9,395000,79,-189.94081115722656,28.8212,22.9919,79,2272.49
3248.52,400000,80,-150.153076171875,15.5119,22.2901,80,3009.94
3231.76,405000,81,-138.19021606445312,13.9507,22.2644,81,3074.7
3262.68,410000,82,-127.95951843261719,13.3989,21.7522,82,3237.1
3262.45,415000,83,-146.74427795410156,17.3139,21.3573,83,2805.75
3240.05,420000,84,-194.96377563476562,16.9207,22.0773,84,2597.2
3272.31,425000,85,-161.4559326171875,15.0897,22.0682,85,2735.51
3310.51,430000,86,-119.6372299194336,13.3498,21.9199,86,3164.05
3288.66,435000,87,-121.86029815673828,13.5595,21.3917,87,3304.92
3313.57,440000,88,-127.6004638671875,13.6729,21.6551,88,3215.09
3322.17,445000,89,-138.3188934326172,15.9756,21.0197,89,2851.99
3248.2,450000,90,-138.48826599121094,13.5523,21.6689,90,3057.78
3315.41,455000,91,-134.78997802734375,13.4602,21.6598,91,3193.5
3332.24,460000,92,-130.2542724609375,13.4736,21.3009,92,3203.29
3281.46,465000,93,-216.7687530517578,22.521,21.154,93,2720.47
3349.75,470000,94,-155.30035400390625,16.142,21.1223,94,3276.23
3257.8,475000,95,-143.904541015625,13.6946,21.7229,95,3166.67
3379.14,480000,96,-114.8850326538086,13.5333,20.926,96,3309.88
3362.97,485000,97,-129.45791625976562,13.6807,21.0725,97,3323.7
3347.85,490000,98,-152.2037353515625,15.2547,21.4869,98,3250.94
3371.0,495000,99,-128.76254272460938,13.3922,20.9576,99,3335.58
3367.46,500000,100,-140.71051025390625,13.6213,21.0273,100,3204.95
3356.44,505000,101,-119.51963806152344,13.0162,20.5785,101,3236.97
3380.04,510000,102,-137.1390838623047,13.195,20.8757,102,3258.56
3307.1,515000,103,-140.75228881835938,13.3183,20.9544,103,3322.02
3382.19,520000,104,-141.43389892578125,13.833,21.1903,104,3338.21
3358.88,525000,105,-147.1012420654297,13.0531,21.042,105,3279.47
3347.35,530000,106,-121.13711547851562,12.1848,20.3082,106,3200.94
3346.5,535000,107,-149.19888305664062,13.3252,20.8296,107,3225.3
3366.53,540000,108,-143.9434356689453,12.3089,20.7862,108,3294.02
3387.91,545000,109,-144.44764709472656,16.2651,20.199,109,2998.44
3413.22,550000,110,-131.13169860839844,13.1743,20.942,110,3367.61
3382.21,555000,111,-176.16307067871094,17.4177,20.4137,111,3120.12
3362.03,560000,112,-163.7248992919922,14.1267,21.915,112,3365.72
3410.87,565000,113,-144.27035522460938,12.6539,20.2797,113,3382.52
3400.04,570000,114,-146.51646423339844,12.3342,20.0941,114,3329.8
3418.45,575000,115,-148.7139129638672,13.1036,20.5768,115,3359.79
3407.63,580000,116,-152.2147979736328,13.1676,20.4978,116,3238.65
3417.91,585000,117,-164.9440460205078,14.8474,21.116,117,3360.35
3405.65,590000,118,-148.76068115234375,13.3825,20.3417,118,3344.26
3385.51,595000,119,-165.04039001464844,13.6771,21.3842,119,3356.29
3426.59,600000,120,-158.1610107421875,13.111,20.62,120,3267.0
3438.97,605000,121,-150.5504913330078,13.5605,20.7078,121,3389.58
3446.11,610000,122,-161.16073608398438,14.0347,21.6742,122,3263.29
3443.25,615000,123,-160.14627075195312,14.0271,21.3486,123,3325.54
3416.14,620000,124,-161.2735137939453,13.5562,20.8248,124,3369.56
3436.92,625000,125,-160.01036071777344,13.5526,21.1281,125,3374.46
3448.45,630000,126,-158.9609375,14.353,21.8868,126,3377.64
3457.2,635000,127,-145.54348754882812,13.7286,21.1739,127,3415.27
3412.51,640000,128,-155.55596923828125,13.7698,21.2391,128,3364.29
3437.9,645000,129,-152.4938201904297,13.2356,20.1558,129,3357.87
3423.55,650000,130,-164.19593811035156,13.6065,20.8025,130,3271.92
3417.7,655000,131,-148.24276733398438,13.9965,21.1738,131,3384.14
3437.65,660000,132,-166.20623779296875,13.6578,21.022,132,3375.73
3400.22,665000,133,-143.788330078125,13.7058,20.238,133,3348.78
3454.82,670000,134,-149.18736267089844,13.4458,20.5237,134,3415.51
3408.99,675000,135,-178.8151397705078,13.0363,20.5608,135,3350.01
3438.3,680000,136,-166.36215209960938,13.4948,20.6431,136,3394.62
3457.18,685000,137,-162.24436950683594,13.2285,20.6759,137,3392.92
3449.47,690000,138,-139.5215606689453,13.0484,19.9218,138,3367.67
3477.76,695000,139,-165.2786407470703,13.6518,21.2192,139,3427.77
3444.74,700000,140,-171.87161254882812,14.0238,21.3301,140,3394.3
3478.58,705000,141,-165.65927124023438,13.2852,20.6725,141,3418.47
3419.09,710000,142,-167.65626525878906,12.998,20.0913,142,3380.21
3448.43,715000,143,-150.15028381347656,12.9575,19.8013,143,3409.93
3424.89,720000,144,-164.87936401367188,12.783,20.1216,144,3369.97
3413.86,725000,145,-181.95709228515625,13.4571,20.6141,145,3270.01
3408.99,730000,146,-184.94674682617188,13.6153,20.4561,146,3366.69
3426.44,735000,147,-162.2325897216797,13.2047,19.6734,147,3394.0
3460.75,740000,148,-171.6846466064453,13.2895,20.3871,148,3416.6
3450.5,745000,149,-170.24627685546875,13.6467,20.3661,149,3401.88
3419.25,750000,150,-198.58595275878906,16.3505,20.0414,150,3373.28
3436.82,755000,151,-186.8692626953125,13.4575,19.9315,151,3393.16
3426.74,760000,152,-187.9444122314453,13.4898,20.6048,152,3390.14
3424.4,765000,153,-180.49661254882812,12.8324,20.288,153,3372.01
3425.91,770000,154,-181.4075164794922,13.3955,19.9528,154,3395.61
3464.9,775000,155,-244.79490661621094,19.619,21.3192,155,3104.45
3434.45,780000,156,-179.13357543945312,13.2714,20.2578,156,3366.74
3436.83,785000,157,-181.9860076904297,12.7888,20.1378,157,3382.95
3445.59,790000,158,-176.75303649902344,13.1525,20.0531,158,3398.21
3443.55,795000,159,-183.73599243164062,13.5535,20.5634,159,3408.59
3428.57,800000,160,-192.1009521484375,12.6443,20.3341,160,3325.01
3457.16,805000,161,-182.30357360839844,12.9505,20.339,161,3338.25
3425.5,810000,162,-185.41351318359375,12.4402,19.6188,162,3291.81
3455.84,815000,163,-194.1771240234375,14.0547,20.7058,163,3423.74
3466.75,820000,164,-187.74192810058594,13.1574,20.5415,164,3414.69
3465.35,825000,165,-178.05715942382812,12.7188,19.9625,165,3417.13
3466.47,830000,166,-199.87237548828125,13.3881,20.5923,166,3431.52
3402.73,835000,167,-188.88568115234375,12.7249,19.9662,167,3386.37
3468.39,840000,168,-173.06805419921875,12.5549,19.8715,168,3382.48
3438.69,845000,169,-176.34991455078125,12.6716,19.2681,169,3401.8
3452.29,850000,170,-200.22291564941406,12.9574,20.7369,170,3397.58
3464.39,855000,171,-180.2540740966797,12.4425,19.1145,171,3429.12
3454.51,860000,172,-199.2500762939453,12.9882,19.6803,172,3421.49
3460.74,865000,173,-190.76356506347656,12.469,19.8252,173,3131.39
3457.23,870000,174,-206.1166534423828,13.4832,20.6508,174,2918.87
3444.94,875000,175,-204.93719482421875,13.4243,20.2894,175,3395.48
3452.8,880000,176,-196.10899353027344,12.2275,19.3947,176,3406.9
3458.88,885000,177,-200.55996704101562,12.4859,19.6265,177,3417.48
3470.52,890000,178,-192.8715362548828,12.873,19.6511,178,3418.43
3463.47,895000,179,-207.64511108398438,13.4947,20.2131,179,3250.82
3445.73,900000,180,-218.19847106933594,13.5908,19.8949,180,3184.24
3451.39,905000,181,-205.12196350097656,12.4782,19.7997,181,3312.31
3449.27,910000,182,-199.13104248046875,12.233,19.3081,182,3412.91
3482.96,915000,183,-200.87132263183594,12.2786,19.4463,183,3434.21
3457.47,920000,184,-216.7464141845703,13.0406,20.0064,184,3427.79
3465.44,925000,185,-201.13682556152344,13.0072,19.8199,185,3449.74
3440.86,930000,186,-218.33619689941406,12.7982,19.6907,186,3317.12
3475.5,935000,187,-265.3906555175781,24.1327,19.5739,187,3316.78
3469.05,940000,188,-205.57235717773438,12.8362,19.4266,188,3427.06
3478.07,945000,189,-217.71633911132812,12.8385,19.8559,189,3441.86
3455.23,950000,190,-227.09967041015625,12.8421,19.8593,190,3329.31
3428.4,955000,191,-234.72335815429688,14.3627,18.9857,191,3371.25
3481.56,960000,192,-188.77804565429688,11.9297,19.0397,192,3447.61
3475.7,965000,193,-207.97386169433594,13.171,20.1481,193,3435.2
3464.5,970000,194,-201.66871643066406,12.1624,19.2208,194,3435.88
3430.9,975000,195,-240.11012268066406,13.0275,20.1337,195,3409.06
3447.28,980000,196,-251.19406127929688,12.7616,20.155,196,3260.98
3450.77,985000,197,-231.41744995117188,12.2297,19.0078,197,3371.02
3433.66,990000,198,-218.45689392089844,12.1824,18.7669,198,3410.97
3440.61,995000,199,-225.14524841308594,12.2845,19.1937,199,3388.42
