Running Forward KL,Itration,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Running Env Steps,Running Reverse KL
44.9175,208,-2127.629638671875,4802.63,4909.99,208,1040000,21.1801
45.6257,209,-2171.3671875,4744.71,4833.73,209,1045000,22.0547
45.1979,210,-2207.489501953125,4791.84,4900.04,210,1050000,22.4156
45.5024,211,-2235.881591796875,4691.14,4871.41,211,1055000,22.374
45.794,212,-2328.659423828125,4849.58,4933.62,212,1060000,22.2688
45.3864,213,-2266.8564453125,4794.42,4886.71,213,1065000,22.0236
45.2655,214,-2313.94091796875,4837.81,4934.46,214,1070000,21.8427
45.4311,215,-2290.075439453125,4824.82,4928.23,215,1075000,21.8361
45.395,216,-2333.283447265625,4833.27,4954.12,216,1080000,21.9767
45.2568,217,-2336.403076171875,4828.37,5004.43,217,1085000,21.1207
44.6988,218,-2358.608642578125,4829.53,5007.84,218,1090000,20.9841
45.1389,219,-2346.497802734375,4847.64,5015.43,219,1095000,21.2416
44.8113,220,-2434.6123046875,4715.33,5016.35,220,1100000,21.6339
45.5273,221,-2413.375,4820.43,4955.72,221,1105000,21.6953
45.3598,222,-2455.560791015625,4722.74,4970.93,222,1110000,21.5314
44.9586,223,-2437.08837890625,4804.89,4925.91,223,1115000,20.9819
44.9924,224,-2491.854248046875,4817.74,4951.27,224,1120000,21.844
54.7203,225,-878.83154296875,-11.16,-11.07,225,1125000,80.2156
53.8906,226,-973.3472900390625,177.52,38.51,226,1130000,48.3172
52.8481,227,-956.9110717773438,108.9,178.39,227,1135000,44.4805
48.9966,228,-1615.11669921875,456.68,541.35,228,1140000,28.2273
45.8469,229,-1903.126708984375,1505.99,1665.22,229,1145000,15.3645
47.0204,230,-1250.6961669921875,1452.87,1612.36,230,1150000,43.6828
48.0368,231,-2150.584228515625,453.22,692.62,231,1155000,15.4261
45.8512,232,-2262.5966796875,2541.33,3920.2,232,1160000,22.4764
46.2857,233,-2119.753662109375,1348.84,1985.47,233,1165000,23.0406
46.503,234,-2389.0947265625,2623.26,2064.99,234,1170000,27.332
47.2503,235,-2181.4375,2072.12,1614.74,235,1175000,21.0944
45.7908,236,-2174.468505859375,2918.7,344.8,236,1180000,20.1619
45.6707,237,-2524.880859375,4206.78,4735.59,237,1185000,23.0353
44.8673,238,-2464.3935546875,4214.45,4506.29,238,1190000,19.3811
44.4587,239,-2645.154052734375,4154.57,4622.17,239,1195000,21.1562
44.7606,240,-2626.824951171875,4053.75,4462.98,240,1200000,20.3807
44.6288,241,-2498.510986328125,4115.65,4809.39,241,1205000,19.5836
44.9837,242,-2704.577880859375,3883.42,4844.16,242,1210000,20.7878
44.6847,243,-2786.836181640625,4726.7,4820.03,243,1215000,20.449
43.9974,244,-2694.88720703125,4688.14,4772.32,244,1220000,19.1324
44.3524,245,-2797.966552734375,4705.61,4815.17,245,1225000,20.8617
44.2871,246,-2811.781494140625,4738.42,4780.75,246,1230000,20.7494
44.2706,247,-2844.805908203125,4645.1,4842.24,247,1235000,21.5775
44.3426,248,-2810.4912109375,4730.37,4824.74,248,1240000,21.0212
45.0981,249,-2887.552490234375,4630.23,4821.52,249,1245000,20.09
44.4819,250,-2948.3818359375,4532.13,4846.64,250,1250000,21.3376
44.6787,251,-2798.574462890625,4301.98,4894.18,251,1255000,19.9452
44.736,252,-2945.6005859375,4252.42,4800.69,252,1260000,20.3403
44.3067,253,-2874.73779296875,4554.1,4764.43,253,1265000,20.878
44.5259,254,-2948.256591796875,4664.73,4817.18,254,1270000,20.6163
44.3594,255,-2932.485107421875,4640.46,4880.28,255,1275000,20.3685
43.9876,256,-2954.153564453125,4411.65,4296.3,256,1280000,20.7134
44.3522,257,-2873.77294921875,3840.28,3028.7,257,1285000,20.3044
44.5963,258,-2946.925048828125,4443.19,4307.62,258,1290000,19.4572
44.5236,259,-2931.000244140625,4282.53,3590.25,259,1295000,19.2972
44.6667,260,-3030.075927734375,4264.62,3662.02,260,1300000,20.5552
44.3131,261,-3041.501220703125,4332.74,4292.02,261,1305000,19.1949
44.7845,262,-3056.468994140625,4461.63,4702.35,262,1310000,19.0971
44.8859,263,-3073.227294921875,4505.64,4435.13,263,1315000,19.3349
44.3242,264,-3141.06884765625,4521.53,4878.68,264,1320000,19.48
43.9818,265,-3158.072021484375,4640.52,4760.9,265,1325000,19.8197
44.5909,266,-3184.857421875,4470.64,3581.17,266,1330000,18.6917
44.3124,267,-3254.05224609375,4279.35,4902.01,267,1335000,20.4507
44.5257,268,-3255.833251953125,4324.81,4927.48,268,1340000,20.3754
43.9403,269,-3274.00439453125,4785.67,4874.08,269,1345000,20.7176
44.0074,270,-3216.44140625,4754.05,4867.48,270,1350000,20.0127
43.8174,271,-3293.531982421875,4511.71,4840.89,271,1355000,20.177
43.8887,272,-3286.301513671875,4357.7,4876.81,272,1360000,19.4467
44.6205,273,-3319.7919921875,4765.21,4897.78,273,1365000,20.7286
44.1018,274,-3326.703369140625,4773.88,4896.39,274,1370000,20.7003
44.0994,275,-3374.991943359375,4355.22,4269.06,275,1375000,20.232
44.8822,276,-3425.545166015625,4828.67,4940.83,276,1380000,21.3366
44.4951,277,-3390.34228515625,4783.03,4874.37,277,1385000,20.7837
44.2188,278,-3471.874755859375,4810.96,4914.5,278,1390000,21.1855
44.2885,279,-3491.08984375,4776.81,4876.58,279,1395000,21.3454
44.3135,280,-3464.90185546875,4575.63,4867.02,280,1400000,19.8526
44.0662,281,-3521.72998046875,4826.63,4879.27,281,1405000,21.0019
43.9832,282,-3574.16455078125,4832.05,4878.21,282,1410000,20.9631
44.3331,283,-3597.89990234375,4836.46,4896.3,283,1415000,20.7011
43.928,284,-3594.483154296875,4833.17,4917.51,284,1420000,20.4752
44.6571,285,-3628.445068359375,4830.63,4918.18,285,1425000,21.3203
44.625,286,-3762.75732421875,4839.39,4917.52,286,1430000,21.1232
44.4122,287,-3503.57568359375,4607.36,4939.21,287,1435000,22.3654
44.4971,288,-3706.844482421875,4842.25,4903.7,288,1440000,20.9014
44.8224,289,-3781.63134765625,4839.52,4935.66,289,1445000,21.396
44.5613,290,-3780.68115234375,4676.7,4828.83,290,1450000,20.9598
54.3207,291,-1856.5396728515625,-4.1,-12.95,291,1455000,57.5361
44.9975,292,-3709.840087890625,4784.66,4934.24,292,1460000,21.9572
45.0799,293,-3925.583251953125,4804.92,4927.9,293,1465000,22.0854
44.8028,294,-3853.815673828125,4820.86,4971.44,294,1470000,21.5609
44.779,295,-3890.076171875,4858.11,5046.76,295,1475000,21.5204
44.9715,296,-3830.4873046875,4834.64,4947.45,296,1480000,21.3352
44.7109,297,-3941.793212890625,4845.22,4991.49,297,1485000,21.8472
45.1962,298,-4176.55078125,4814.01,4921.22,298,1490000,22.0466
44.9629,299,-4173.3779296875,4849.97,5028.08,299,1495000,22.0993
44.454,300,-4092.029541015625,4427.77,4972.42,300,1500000,21.6799
54.5071,301,-1522.0460205078125,82.04,82.73,301,1505000,49.0828
55.2674,302,-1759.9498291015625,-6.53,-6.02,302,1510000,34.1459
53.7311,303,-2119.365478515625,22.28,26.64,303,1515000,37.8836
46.4528,304,-2843.90625,576.17,126.26,304,1520000,41.1109
49.8218,305,-2205.0517578125,699.46,320.25,305,1525000,66.4959
45.9159,306,-3986.732421875,3947.51,4521.64,306,1530000,25.0995
45.0912,307,-3916.821044921875,4123.78,4592.43,307,1535000,21.9073
44.3039,308,-4092.31005859375,3857.13,2852.09,308,1540000,20.2429
44.8098,309,-4443.94775390625,4439.98,3620.53,309,1545000,21.4575
44.2521,310,-3881.203125,4485.77,2197.91,310,1550000,23.2456
44.4403,311,-3942.497314453125,3755.9,3912.2,311,1555000,21.7342
44.3673,312,-4230.81005859375,4691.1,4786.56,312,1560000,21.6979
45.1104,313,-4032.3037109375,4333.94,4546.86,313,1565000,20.1708
46.0592,314,-3833.7587890625,3377.0,4512.57,314,1570000,24.5652
44.4708,315,-4505.72216796875,3625.36,4234.29,315,1575000,23.8199
44.5562,316,-4625.22216796875,4688.91,4743.67,316,1580000,22.5779
44.6357,317,-4552.650390625,4719.4,4862.72,317,1585000,22.4662
44.2551,318,-4431.5107421875,4751.16,4899.54,318,1590000,21.5898
44.6049,319,-4496.7392578125,4686.0,4800.69,319,1595000,21.266
44.8018,320,-4605.326171875,4753.73,4893.98,320,1600000,21.7326
44.8159,321,-4619.9150390625,4778.76,4886.93,321,1605000,21.5525
44.15,322,-4531.35693359375,4599.03,4873.08,322,1610000,21.214
43.5308,323,-4514.12646484375,4799.32,4944.44,323,1615000,21.1521
44.8224,324,-4614.61181640625,4845.0,4947.16,324,1620000,20.6775
45.1402,325,-4037.668701171875,3932.75,4532.41,325,1625000,29.802
44.6642,326,-4866.18310546875,4397.75,4935.6,326,1630000,21.3345
44.3128,327,-4886.08984375,4858.52,5011.84,327,1635000,20.9694
44.4291,328,-4760.00146484375,4800.17,4910.26,328,1640000,21.1478
44.0356,329,-4728.08740234375,4788.1,4844.21,329,1645000,20.7837
44.5358,330,-4745.45166015625,4664.08,4948.96,330,1650000,20.5234
44.8047,331,-4663.8505859375,4773.25,4877.89,331,1655000,22.435
44.6006,332,-4881.01953125,4790.66,4892.91,332,1660000,20.7595
44.665,333,-4846.8828125,4792.4,4859.73,333,1665000,20.5057
44.4252,334,-4868.03955078125,4828.78,4874.42,334,1670000,20.6548
44.3598,335,-4875.48828125,4799.97,4866.34,335,1675000,20.8403
44.4086,336,-4899.97802734375,4729.4,4898.2,336,1680000,21.1956
44.1687,337,-4883.16259765625,4846.26,4910.99,337,1685000,20.6754
44.1338,338,-4785.072265625,4797.88,4831.27,338,1690000,20.3669
43.8841,339,-5003.6533203125,4831.15,4894.22,339,1695000,21.0111
44.3666,340,-4766.70947265625,4770.06,4836.01,340,1700000,20.3517
44.313,341,-4976.57470703125,4821.91,4892.14,341,1705000,20.5873
44.8418,342,-5036.39892578125,4819.82,4929.99,342,1710000,20.5719
43.9846,343,-5004.86474609375,4830.46,4931.71,343,1715000,19.8306
44.1946,344,-4637.0341796875,4598.97,4975.29,344,1720000,18.1565
43.7697,345,-5044.62744140625,4689.23,4920.9,345,1725000,20.1343
44.4479,346,-4931.9345703125,4435.73,4936.27,346,1730000,19.416
44.1665,347,-5096.1435546875,4838.72,4882.55,347,1735000,19.5913
44.2691,348,-5127.0283203125,4816.39,4911.77,348,1740000,19.8513
44.0015,349,-5277.63916015625,4839.11,4925.33,349,1745000,20.3949
43.8632,350,-5260.94140625,4806.67,4946.0,350,1750000,20.2025
44.2102,351,-5433.19580078125,4823.13,4991.53,351,1755000,20.9245
44.122,352,-5407.025390625,4827.19,4973.35,352,1760000,20.4681
43.81,353,-5292.73681640625,4816.35,4901.16,353,1765000,20.2424
44.2754,354,-5283.99462890625,4387.23,4890.14,354,1770000,19.9069
43.7791,355,-5341.90771484375,4844.33,4909.92,355,1775000,20.4543
43.9116,356,-5312.59521484375,4823.26,4901.52,356,1780000,19.813
44.3592,357,-5455.0703125,4818.69,4946.12,357,1785000,20.1572
44.2937,358,-5553.716796875,4874.84,4929.31,358,1790000,20.6823
44.3354,359,-5492.380859375,4829.09,4880.2,359,1795000,19.9309
44.3799,360,-5498.6875,4865.69,4891.73,360,1800000,19.8638
44.0758,361,-5528.80126953125,4810.31,4888.39,361,1805000,20.332
44.216,362,-5598.43603515625,4865.52,4948.64,362,1810000,20.1845
44.3241,363,-5623.0234375,4836.98,4921.36,363,1815000,20.2894
44.4716,364,-5654.44384765625,4820.74,4930.26,364,1820000,20.501
44.3144,365,-5674.56005859375,4888.48,4945.54,365,1825000,20.9244
44.6294,366,-5750.6806640625,4849.34,4928.09,366,1830000,21.4241
48.3434,367,-2875.700439453125,646.67,1215.74,367,1835000,51.9572
45.4816,368,-6320.66357421875,4557.89,4580.05,368,1840000,22.6864
45.4658,369,-6166.36474609375,4917.34,5087.81,369,1845000,23.2469
44.7632,370,-6317.80908203125,4898.49,4926.15,370,1850000,23.0463
43.89,371,-5831.8291015625,4734.06,4870.82,371,1855000,20.6996
43.83,372,-5540.240234375,4411.21,4875.94,372,1860000,19.9963
44.4029,373,-5568.12109375,4574.52,4917.79,373,1865000,21.7294
43.9967,374,-5892.68212890625,4690.39,4712.66,374,1870000,20.5197
43.4382,375,-5890.56591796875,4696.15,4723.72,375,1875000,19.8905
43.7605,376,-5458.8662109375,4450.23,4691.93,376,1880000,21.5968
43.8335,377,-6109.0078125,4645.81,4772.06,377,1885000,20.0674
43.6886,378,-5954.25048828125,4753.84,4869.28,378,1890000,20.5391
44.1942,379,-6181.1103515625,4611.28,4911.08,379,1895000,20.4021
43.9252,380,-6157.0947265625,4585.65,4866.59,380,1900000,19.8412
43.9893,381,-6190.7529296875,4599.14,4803.0,381,1905000,19.7301
43.8216,382,-6260.8984375,4627.94,4802.72,382,1910000,20.3878
44.2375,383,-6047.49755859375,4781.07,4850.67,383,1915000,23.4131
44.5648,384,-6433.57080078125,4756.78,4871.19,384,1920000,20.7818
