Running Env Steps,Itration,Running Reverse KL,Real Sto Return,Running Update Time,Real Det Return,Running Forward KL,Reward Loss
205000,41,17.1148,8540.04,41,9104.24,149.4203,-1225.2320556640625
210000,42,16.3457,8763.43,42,9342.13,148.993,-1206.2178955078125
215000,43,18.607,8660.91,43,9046.17,149.7865,-1222.9156494140625
220000,44,18.3356,8994.57,44,9441.86,149.0235,-1270.591064453125
225000,45,18.2325,8349.8,45,8583.85,149.8683,-1272.9151611328125
230000,46,18.2557,8926.03,46,9494.57,148.9223,-1251.1778564453125
235000,47,17.8839,9113.85,47,9489.4,148.2991,-1287.6575927734375
240000,48,16.6977,8899.42,48,9336.47,147.6591,-1327.4510498046875
245000,49,17.7855,9146.95,49,9689.96,148.4132,-1318.3392333984375
250000,50,18.0332,9054.32,50,9694.31,148.1757,-1366.28955078125
255000,51,17.5778,9228.12,51,9661.69,147.2363,-1328.2828369140625
260000,52,18.1758,9380.25,52,9926.41,147.906,-1394.0679931640625
265000,53,17.6306,9311.44,53,9911.63,147.9089,-1391.613525390625
270000,54,17.9533,9387.86,54,9822.9,148.0849,-1390.9923095703125
275000,55,18.5673,9368.21,55,9927.53,147.6395,-1453.7752685546875
280000,56,18.4868,9243.09,56,9693.1,148.3469,-1474.1546630859375
285000,57,18.0337,9241.68,57,9747.31,147.5097,-1482.7838134765625
290000,58,17.6214,9439.29,58,9763.31,147.3639,-1517.66552734375
295000,59,17.2303,9554.68,59,9990.57,146.9885,-1471.551025390625
300000,60,17.7457,9506.25,60,9992.4,147.2369,-1480.1793212890625
305000,61,17.1524,9496.03,61,10032.65,147.5556,-1571.02587890625
310000,62,17.9646,9302.42,62,9794.74,146.8464,-1542.24755859375
315000,63,17.9865,9494.82,63,10003.0,146.5029,-1555.799072265625
320000,64,18.4541,9700.12,64,10162.34,146.464,-1590.687744140625
325000,65,17.744,9810.69,65,10256.75,146.9992,-1596.5087890625
330000,66,17.2977,9561.49,66,10004.87,147.263,-1603.7381591796875
335000,67,17.2489,9605.74,67,10006.39,146.9402,-1644.615234375
340000,68,17.8427,9846.34,68,10416.05,146.5186,-1665.9764404296875
345000,69,17.8502,9737.93,69,10343.15,146.7958,-1627.939453125
350000,70,18.1084,9795.9,70,10345.1,146.1571,-1702.291259765625
355000,71,18.1889,9799.86,71,10288.88,146.4139,-1771.187255859375
360000,72,17.5026,9728.41,72,10187.18,146.4107,-1767.9515380859375
365000,73,17.1312,9402.18,73,10010.15,146.5771,-1734.513427734375
370000,74,17.4581,9930.93,74,10363.62,146.0906,-1759.155517578125
375000,75,17.5255,9778.37,75,10427.68,146.3964,-1798.6981201171875
380000,76,17.0084,9792.31,76,10318.13,146.0881,-1822.21337890625
385000,77,15.6111,8922.65,77,9714.85,146.8995,-1975.177734375
390000,78,17.1707,9581.55,78,10197.53,145.9479,-1843.9664306640625
395000,79,18.3126,9571.03,79,9996.18,146.6858,-1859.1107177734375
400000,80,18.0763,10129.04,80,10564.8,145.7609,-1917.3167724609375
405000,81,17.3356,10037.02,81,10574.06,145.6468,-1880.1376953125
410000,82,17.1584,10150.65,82,10649.36,145.2863,-1913.4339599609375
415000,83,16.9118,10085.61,83,10569.22,145.5309,-1925.9112548828125
420000,84,17.0215,10045.21,84,10557.46,145.4639,-1949.87646484375
425000,85,16.8632,9682.2,85,9990.84,145.619,-2053.044189453125
430000,86,15.554,8621.01,86,9815.65,145.6886,-2007.40380859375
435000,87,17.8076,9863.81,87,10243.83,146.3823,-1986.417724609375
440000,88,17.7508,10123.23,88,10681.67,146.3477,-2051.86083984375
445000,89,18.1536,10078.79,89,10528.8,145.6028,-2085.74853515625
450000,90,16.9694,9881.74,90,10621.65,145.2841,-2156.165283203125
455000,91,17.877,10281.48,91,10822.75,144.3332,-2089.877685546875
460000,92,18.0359,10289.14,92,10658.13,145.4438,-2122.154541015625
465000,93,17.7309,10049.18,93,10499.67,145.8557,-2064.1328125
470000,94,18.4463,10126.83,94,10388.08,145.5248,-2124.85693359375
475000,95,17.5156,10286.98,95,10808.77,145.2799,-2191.37890625
480000,96,18.2153,10222.59,96,10603.32,145.6618,-2171.901611328125
485000,97,17.8508,10374.64,97,10811.55,144.4091,-2119.395751953125
490000,98,17.6185,9830.87,98,10577.23,145.3997,-2297.810546875
495000,99,17.9228,10399.21,99,10717.29,145.2862,-2271.80126953125
500000,100,15.5094,8651.98,100,10220.18,144.4476,-2433.702880859375
505000,101,17.405,10335.13,101,11096.58,144.6163,-2212.00244140625
510000,102,17.6908,10361.89,102,11017.05,143.6572,-2318.623291015625
515000,103,17.6242,10540.76,103,10990.55,143.8464,-2331.599365234375
520000,104,18.9433,10241.96,104,10437.55,145.7946,-2347.1484375
525000,105,18.635,10193.69,105,10487.88,145.8488,-2348.150390625
530000,106,16.7712,9111.48,106,10152.16,144.7476,-2537.200439453125
535000,107,17.4982,10600.89,107,11155.87,143.887,-2400.05712890625
540000,108,16.059,9738.34,108,9443.93,145.2443,-2600.30859375
545000,109,17.2221,9867.9,109,10683.91,144.7093,-2546.02294921875
550000,110,18.1152,10562.18,110,10929.31,144.3428,-2509.50048828125
555000,111,17.8913,10457.81,111,10946.11,144.1416,-2500.209716796875
560000,112,17.6866,10506.76,112,10951.29,144.5906,-2521.618408203125
565000,113,18.3659,10257.43,113,10816.13,144.6871,-2616.73388671875
570000,114,18.7074,10269.78,114,10658.36,145.6934,-2563.863525390625
575000,115,17.583,10170.24,115,11017.1,143.5348,-2604.23193359375
580000,116,18.4122,10534.02,116,10991.23,144.5374,-2634.891357421875
585000,117,17.7254,10618.17,117,11147.93,144.3773,-2663.33642578125
590000,118,15.8986,10346.36,118,11122.73,143.6855,-2772.255615234375
595000,119,18.7887,10482.01,119,10691.81,144.1165,-2731.85205078125
600000,120,16.5295,10175.06,120,10878.51,144.4879,-2819.53173828125
605000,121,18.116,10526.74,121,10939.15,144.1123,-2708.395263671875
610000,122,17.8835,10685.37,122,11146.83,144.2667,-2798.4052734375
615000,123,16.5765,10634.09,123,11300.44,143.0549,-2687.956298828125
620000,124,17.3075,10325.2,124,11104.75,144.0209,-2867.8681640625
625000,125,14.7319,8395.93,125,9610.46,144.1221,-2938.445068359375
630000,126,18.694,10324.28,126,10718.06,144.9641,-2831.370361328125
635000,127,18.0112,10558.23,127,11105.63,144.5323,-2849.759765625
640000,128,17.8503,10720.03,128,11121.74,143.9319,-2911.513916015625
645000,129,16.6604,10742.87,129,11217.76,143.1512,-2891.906494140625
650000,130,19.1599,10562.04,130,10775.38,144.9962,-3017.28564453125
655000,131,18.0675,10699.04,131,11051.01,144.7833,-2973.47119140625
660000,132,17.7836,10791.92,132,11191.48,143.3309,-2979.879638671875
665000,133,18.5211,10307.26,133,10755.98,144.9299,-3006.7509765625
670000,134,17.7276,10611.41,134,11012.01,143.9856,-3047.311767578125
675000,135,16.9656,10507.92,135,11162.6,144.3207,-3069.1708984375
680000,136,15.7853,10812.92,136,10763.19,142.9565,-3139.516357421875
685000,137,17.8135,10396.11,137,11085.2,143.9722,-3199.957763671875
690000,138,17.5322,10674.43,138,11055.76,143.9807,-3176.11376953125
695000,139,16.5526,10652.44,139,11233.04,143.4039,-3175.15185546875
700000,140,16.8632,10385.64,140,11055.43,143.4019,-3218.43603515625
705000,141,17.724,10831.88,141,11215.41,143.2964,-3272.0341796875
710000,142,17.5645,10680.64,142,11132.7,143.9507,-3252.958984375
715000,143,17.3671,10394.92,143,10758.92,144.4365,-3320.73828125
720000,144,17.7935,10747.9,144,11026.94,143.0241,-3380.140625
725000,145,17.9481,10353.12,145,11120.53,143.2258,-3379.72900390625
730000,146,17.1791,10740.63,146,11095.75,143.2931,-3227.423583984375
735000,147,16.7925,10144.19,147,11139.75,143.8854,-3377.598876953125
740000,148,16.7482,10334.07,148,11225.1,144.19,-3377.18115234375
745000,149,16.3933,9273.47,149,11108.53,143.2092,-3530.955810546875
750000,150,16.185,9949.19,150,10389.22,143.2344,-3547.816650390625
755000,151,16.8002,9613.71,151,10664.05,143.8552,-3584.324462890625
760000,152,17.6381,10689.33,152,11114.24,143.0985,-3468.129638671875
765000,153,16.9463,10671.82,153,11327.17,143.2548,-3617.027587890625
770000,154,18.6056,10601.92,154,10929.6,144.415,-3679.792724609375
775000,155,16.9187,10382.76,155,10917.91,143.2495,-3589.639892578125
780000,156,17.4223,10797.86,156,10852.12,143.7351,-3709.25634765625
785000,157,18.551,10478.74,157,10795.47,144.9267,-3813.244873046875
790000,158,17.5397,10794.32,158,11266.98,143.5627,-3672.169677734375
795000,159,17.6732,10858.66,159,11249.02,143.8265,-3672.046630859375
800000,160,16.1784,10142.79,160,10639.18,143.6436,-3909.742431640625
805000,161,17.897,10308.33,161,11041.52,143.573,-3844.125732421875
810000,162,13.2865,4419.96,162,5145.27,150.1894,-4553.47314453125
815000,163,16.0528,10241.84,163,10675.11,144.927,-3852.000244140625
820000,164,16.0073,10664.41,164,11254.6,142.1171,-3810.683349609375
825000,165,16.7247,10595.04,165,11055.99,143.6577,-3845.8173828125
830000,166,17.7845,10734.95,166,11046.88,143.8828,-4046.725341796875
835000,167,16.2705,11020.86,167,11247.41,141.905,-4001.328369140625
840000,168,17.5203,11036.32,168,11466.17,143.6039,-4039.436767578125
845000,169,17.8732,11022.76,169,11452.37,142.881,-4006.46728515625
850000,170,17.534,10888.6,170,11369.35,143.1752,-3973.468994140625
855000,171,17.9656,10913.45,171,11369.32,143.049,-4095.052734375
860000,172,18.1125,10810.14,172,11312.32,143.6698,-4200.85498046875
865000,173,18.2852,10922.27,173,11350.68,143.1281,-4130.75830078125
870000,174,16.497,10407.61,174,11126.87,143.6456,-4174.56884765625
875000,175,17.2263,10907.88,175,11397.52,143.0048,-4209.09619140625
880000,176,17.7726,10806.22,176,11272.29,143.3608,-4160.70703125
885000,177,15.4591,10546.34,177,11285.32,142.3952,-4150.29541015625
890000,178,18.0426,10958.35,178,11239.11,143.1118,-4324.1845703125
895000,179,17.4261,10820.96,179,11127.84,143.6264,-4399.5615234375
900000,180,17.2458,10835.93,180,11289.74,143.9041,-4373.30126953125
905000,181,17.7906,10637.48,181,11196.56,143.3635,-4522.439453125
910000,182,16.4894,10842.49,182,11242.56,143.2558,-4505.96044921875
915000,183,17.8927,10814.04,183,11412.76,142.9596,-4420.31689453125
920000,184,17.5658,10966.9,184,11319.78,143.0862,-4390.609375
925000,185,17.5728,10866.95,185,11225.91,144.0723,-4517.4443359375
930000,186,16.9102,10567.86,186,11453.68,143.0243,-4444.396484375
935000,187,15.1389,10507.46,187,10762.8,142.4098,-4569.9658203125
940000,188,16.5535,9867.19,188,11532.67,142.969,-4514.65380859375
945000,189,16.9486,11071.11,189,11537.53,142.2546,-4549.42724609375
950000,190,17.6819,10725.92,190,11169.62,144.0306,-4408.30322265625
955000,191,17.2017,10950.15,191,11367.05,143.2196,-4699.1396484375
960000,192,17.5482,10906.1,192,11357.99,143.7606,-4663.55810546875
965000,193,17.3067,11074.11,193,11464.01,143.3657,-4724.14306640625
970000,194,16.5911,11100.45,194,11324.87,142.097,-4723.9794921875
975000,195,18.1453,10978.52,195,11397.17,143.6537,-4739.05712890625
980000,196,17.8721,10758.44,196,10943.41,144.2413,-4915.84033203125
985000,197,17.2711,11013.37,197,11512.43,142.8117,-4642.93798828125
990000,198,16.3169,10964.64,198,11447.71,142.1028,-4779.41552734375
995000,199,17.9822,11107.93,199,11532.85,143.046,-4755.41455078125
1000000,200,18.1293,11129.73,200,11633.47,143.4187,-4820.16357421875
1005000,201,17.9192,11155.74,201,11573.43,142.9513,-4896.021484375
1010000,202,18.1962,11032.38,202,11401.6,143.3003,-5013.8447265625
1015000,203,18.3266,11024.14,203,11493.24,144.134,-4935.0380859375
1020000,204,17.6798,11067.97,204,11452.37,142.8442,-4985.60986328125
1025000,205,17.9088,11104.45,205,11546.77,142.9325,-4990.27392578125
1030000,206,17.9444,10948.93,206,11272.73,143.3425,-5121.6103515625
1035000,207,17.1651,11058.96,207,11485.65,143.0377,-5017.75341796875
1040000,208,16.857,11080.43,208,11471.15,143.5069,-5208.31591796875
1045000,209,17.3814,11118.25,209,11533.25,142.5019,-5089.04296875
1050000,210,16.5304,11120.47,210,11496.62,143.7394,-5230.4384765625
1055000,211,16.5444,11126.54,211,11494.91,143.1376,-5195.060546875
1060000,212,17.2951,11104.96,212,11580.46,143.4761,-5173.759765625
1065000,213,17.4011,11188.27,213,11638.0,143.2534,-5165.92138671875
1070000,214,17.2596,11210.29,214,11641.66,142.6601,-5228.41650390625
1075000,215,17.412,11101.29,215,11454.57,142.1807,-5200.53955078125
1080000,216,16.9202,11212.68,216,11633.06,142.5137,-5175.24560546875
1085000,217,17.5525,11039.56,217,11466.61,143.4579,-5313.474609375
1090000,218,17.8755,10947.04,218,11381.51,143.1771,-5314.76171875
1095000,219,17.5639,10975.09,219,11361.77,143.4269,-5270.0908203125
1100000,220,17.7828,11048.43,220,11469.93,143.7799,-5291.19287109375
1105000,221,18.0979,10979.64,221,11366.3,143.5537,-5498.0478515625
1110000,222,18.3442,10974.68,222,11309.28,143.5125,-5601.50634765625
1115000,223,18.0818,10794.97,223,11160.5,144.2436,-5408.35888671875
1120000,224,17.9752,11071.13,224,11383.88,143.1244,-5529.7158203125
1125000,225,17.2926,11010.85,225,11459.6,143.7309,-5532.76318359375
1130000,226,17.7378,10723.53,226,11397.35,143.4329,-5542.591796875
1135000,227,17.1859,10957.9,227,11327.98,142.9696,-5671.10888671875
1140000,228,16.6869,11135.51,228,11557.02,143.3534,-5585.8291015625
1145000,229,15.5278,10551.88,229,11195.11,143.8794,-5641.63232421875
1150000,230,13.3307,3698.82,230,3914.46,150.1381,-6325.01904296875
1155000,231,17.0952,10837.95,231,11402.2,141.9581,-5567.21142578125
1160000,232,17.6742,11051.45,232,11679.56,142.578,-5683.9208984375
1165000,233,16.4591,10306.0,233,10880.92,142.8776,-5646.24267578125
1170000,234,14.9197,10200.08,234,11075.55,143.7394,-5863.99755859375
1175000,235,18.1898,11076.17,235,11481.51,143.3463,-5731.40283203125
1180000,236,17.0931,10934.08,236,11445.67,141.9387,-5752.14013671875
1185000,237,16.0909,11235.84,237,11757.54,142.0356,-5608.328125
1190000,238,16.6418,11273.12,238,11662.76,142.1493,-5756.53515625
1195000,239,16.6576,11240.94,239,11728.4,142.1398,-5710.5986328125
1200000,240,17.4673,11298.02,240,11701.02,142.8272,-5970.255859375
1205000,241,16.7236,11221.28,241,11868.59,141.6877,-5727.73828125
1210000,242,16.4061,11078.43,242,11658.89,142.1999,-5818.337890625
1215000,243,16.72,11078.63,243,11563.83,142.5164,-5998.2138671875
1220000,244,16.9917,10975.59,244,11316.37,142.6735,-5989.8447265625
1225000,245,17.1657,10555.13,245,11417.81,143.1005,-6073.736328125
1230000,246,17.2981,9795.37,246,11059.57,142.4677,-6032.5546875
1235000,247,16.7747,10933.43,247,11597.84,142.5433,-6195.5986328125
1240000,248,16.2984,10903.19,248,11308.15,142.7129,-6110.57421875
1245000,249,17.6269,10507.3,249,11198.0,142.5267,-6316.3818359375
1250000,250,16.6509,10583.9,250,11088.0,143.3998,-6188.52294921875
1255000,251,17.3957,10601.6,251,10963.28,143.6204,-6174.84912109375
1260000,252,17.2134,10411.44,252,11225.14,143.2931,-6165.1376953125
1265000,253,16.9776,10894.51,253,11218.55,143.3113,-6296.76171875
1270000,254,16.9272,10761.68,254,11362.41,143.031,-6312.59619140625
1275000,255,16.9097,10814.08,255,11394.14,143.3313,-6294.97900390625
1280000,256,16.4719,11018.84,256,11314.67,143.3668,-6249.68017578125
1285000,257,16.6661,10742.28,257,11099.31,144.1223,-6288.19775390625
1290000,258,16.6076,10450.31,258,11188.74,143.2094,-6293.40087890625
1295000,259,16.4088,10882.65,259,11576.25,143.051,-6207.1396484375
1300000,260,16.241,10390.13,260,10790.3,143.7412,-6466.462890625
1305000,261,16.8999,10682.23,261,11188.54,143.6483,-6296.49755859375
1310000,262,15.8016,10704.29,262,11122.38,143.2919,-6383.56884765625
1315000,263,15.8308,10538.18,263,10774.09,144.2048,-6588.55126953125
1320000,264,14.9596,9823.81,264,9791.93,144.3854,-6633.92431640625
1325000,265,16.1124,10761.15,265,11305.85,143.9963,-6476.7470703125
1330000,266,15.6952,10501.09,266,11279.03,143.3679,-6548.1357421875
1335000,267,13.0224,5064.27,267,4816.56,151.4405,-6778.67822265625
1340000,268,18.2392,11009.57,268,11463.02,143.3331,-6439.673828125
1345000,269,17.4222,11111.43,269,11582.2,142.3847,-6470.30908203125
1350000,270,17.4806,11173.23,270,11671.45,141.9835,-6378.42431640625
1355000,271,17.1968,11146.97,271,11581.98,142.8291,-6606.19189453125
1360000,272,17.2558,11171.74,272,11540.01,142.2745,-6513.75341796875
1365000,273,17.1978,10900.36,273,11564.38,143.2124,-6457.40771484375
1370000,274,15.3241,9770.06,274,11314.2,142.6232,-6822.7373046875
1375000,275,17.3176,10742.04,275,11243.4,144.4181,-7004.00146484375
1380000,276,14.5024,8561.94,276,9475.53,145.461,-7158.12646484375
1385000,277,15.9128,10898.24,277,11180.18,143.0589,-6630.794921875
1390000,278,17.6762,11043.9,278,11405.75,144.3539,-6880.91015625
1395000,279,15.9487,10968.65,279,11418.47,143.5953,-6812.58837890625
1400000,280,14.8439,10421.89,280,11344.56,143.4504,-6728.208984375
1405000,281,15.3445,9356.78,281,10312.87,144.6145,-6804.9697265625
1410000,282,16.3969,10381.77,282,11235.17,143.322,-6990.52294921875
1415000,283,17.2127,11326.62,283,11669.66,142.2133,-6930.7197265625
1420000,284,18.4003,10948.85,284,11532.11,143.503,-7251.67529296875
1425000,285,15.9684,11066.47,285,11510.15,143.0163,-7134.4501953125
1430000,286,17.4182,10974.96,286,11445.67,143.4274,-6942.48095703125
1435000,287,16.9046,9484.92,287,10843.54,144.6818,-7280.349609375
1440000,288,18.4008,10871.03,288,11060.74,144.2669,-7341.1640625
1445000,289,16.5757,11158.02,289,10959.47,142.6371,-6864.93896484375
1450000,290,17.2457,11034.81,290,11374.59,143.1966,-7207.541015625
1455000,291,16.5706,11044.2,291,11521.68,143.0019,-7101.24853515625
1460000,292,16.9722,10476.31,292,10819.09,143.304,-7231.00634765625
1465000,293,16.9815,10417.97,293,11056.17,143.5237,-7012.43408203125
1470000,294,15.1393,10956.07,294,11417.83,143.0598,-6933.30029296875
1475000,295,15.3424,10436.5,295,10904.53,143.4765,-6916.28271484375
1480000,296,16.4437,11094.26,296,11442.85,142.9507,-7171.08447265625
1485000,297,15.874,10943.54,297,11276.87,142.5315,-6998.0029296875
1490000,298,16.2256,10660.34,298,11160.77,143.601,-7276.36865234375
1495000,299,15.5198,10915.26,299,11507.22,143.4311,-7270.251953125
1500000,300,15.8873,9946.46,300,10705.38,143.2201,-7198.82470703125
1505000,301,14.9877,10777.13,301,11152.65,143.8982,-7228.79150390625
1510000,302,15.5487,10650.14,302,11276.71,142.6529,-6988.56201171875
1515000,303,15.3752,10171.3,303,11164.07,143.6774,-7321.25244140625
1520000,304,19.9573,9442.92,304,10333.99,144.0743,-6964.84228515625
1525000,305,13.1724,10250.51,305,10753.91,144.1084,-7239.90283203125
1530000,306,15.1009,10429.65,306,10893.84,144.6657,-7272.28662109375
1535000,307,15.0761,10579.58,307,11060.39,143.1283,-6933.05908203125
1540000,308,15.3974,10529.68,308,10953.66,144.6579,-7232.169921875
1545000,309,14.9553,10016.6,309,10966.48,144.6947,-7399.59765625
1550000,310,15.0101,10247.0,310,10794.56,142.7963,-7274.6455078125
1555000,311,14.1547,9830.62,311,10446.91,144.2748,-7397.1875
1560000,312,13.5449,9845.35,312,10168.15,144.0628,-7379.99462890625
1565000,313,15.9747,10944.61,313,11457.59,142.6548,-7671.193359375
1570000,314,16.1008,10507.45,314,11215.51,143.4851,-7814.2900390625
1575000,315,16.2085,9631.29,315,9771.45,143.9518,-7755.7197265625
1580000,316,15.2267,10197.01,316,11420.98,143.4335,-7624.421875
1585000,317,16.5012,10813.95,317,11370.97,143.4121,-7539.23974609375
1590000,318,16.2263,10438.11,318,11378.51,143.465,-7496.3837890625
1595000,319,16.9397,10692.88,319,11545.27,144.0943,-7834.49951171875
1600000,320,17.0921,10398.73,320,11115.54,144.1601,-8020.51904296875
1605000,321,17.1706,10938.35,321,11073.55,143.6576,-7981.4169921875
1610000,322,16.7626,10378.38,322,11040.98,144.1116,-7939.1650390625
1615000,323,16.385,10457.37,323,10672.41,144.1499,-8188.41552734375
1620000,324,16.3011,10637.52,324,11442.4,143.8698,-7855.51953125
1625000,325,16.7837,10514.59,325,11153.03,144.1709,-7944.69921875
1630000,326,17.0526,10906.5,326,11336.99,144.0444,-7982.337890625
1635000,327,16.9713,10582.11,327,11563.48,144.1913,-7956.59619140625
1640000,328,16.958,10226.68,328,11371.77,143.6153,-8054.1650390625
1645000,329,14.3285,7311.57,329,7985.42,146.4316,-7695.0478515625
1650000,330,18.3073,10837.91,330,11172.82,145.1392,-8291.3623046875
1655000,331,17.5244,10152.38,331,11534.86,143.8843,-8015.15087890625
1660000,332,17.7645,10942.22,332,11826.82,143.1687,-7983.35595703125
1665000,333,17.921,11185.76,333,11613.17,143.7518,-8163.74755859375
1670000,334,17.2837,10718.13,334,11381.95,143.9829,-8353.6748046875
1675000,335,17.8828,11058.15,335,11347.28,143.367,-8238.056640625
1680000,336,17.3131,10201.77,336,11315.22,144.0867,-8278.9169921875
1685000,337,17.7167,10011.09,337,11372.48,143.9655,-8499.8154296875
1690000,338,16.1847,10837.05,338,11500.0,143.0556,-8213.64453125
1695000,339,17.3256,10775.38,339,11155.04,144.5417,-8154.1826171875
1700000,340,15.8288,10363.54,340,10391.48,143.4585,-8186.369140625
1705000,341,16.076,8871.83,341,10666.04,145.096,-8455.4658203125
1710000,342,17.9902,10765.19,342,11365.17,143.7159,-8482.6953125
1715000,343,16.7937,10263.7,343,11263.09,143.8002,-8479.650390625
1720000,344,17.1947,10529.44,344,11550.49,143.4698,-8685.9296875
1725000,345,14.5808,9556.16,345,11214.18,144.0989,-8446.5400390625
1730000,346,16.6521,10134.06,346,11363.76,143.4416,-8574.826171875
1735000,347,16.399,9345.65,347,11187.98,144.3183,-8705.333984375
1740000,348,17.3954,11072.33,348,10762.63,143.7108,-8587.951171875
1745000,349,17.5744,9840.61,349,11186.18,142.7951,-8340.2275390625
1750000,350,17.121,10359.5,350,10697.19,143.2081,-8600.1982421875
1755000,351,16.0513,9790.09,351,11596.83,143.0112,-8581.3544921875
1760000,352,16.8582,10228.91,352,11485.72,142.9044,-8665.83984375
1765000,353,15.0246,9438.26,353,10395.04,143.5308,-8595.4931640625
1770000,354,17.0797,11082.37,354,11525.14,143.7009,-8776.162109375
1775000,355,16.8983,11055.91,355,11352.88,142.7098,-8578.279296875
1780000,356,17.2767,10839.49,356,11377.91,143.9257,-9114.845703125
1785000,357,17.1572,11138.48,357,11496.26,142.9595,-8931.484375
1790000,358,17.034,10363.49,358,11603.32,144.1843,-8934.1513671875
1795000,359,15.3154,9695.42,359,10914.49,143.5672,-8640.4921875
1800000,360,14.197,8238.33,360,9675.92,145.6493,-8711.1337890625
1805000,361,12.8175,4606.89,361,5059.39,144.8651,-8212.3818359375
1810000,362,14.2619,7215.91,362,9018.1,144.9995,-8722.28515625
1815000,363,15.6097,10406.46,363,10923.16,144.9383,-8704.1591796875
1820000,364,17.4228,9465.73,364,11321.18,143.8815,-8926.251953125
1825000,365,15.7995,10670.52,365,11348.98,143.4792,-8780.84375
1830000,366,17.5288,10852.42,366,11189.54,143.3057,-9440.119140625
1835000,367,15.9259,9975.98,367,10949.77,143.2182,-8930.994140625
1840000,368,14.2849,10262.06,368,10750.32,144.8898,-8882.169921875
1845000,369,14.3133,8530.9,369,8283.22,146.1294,-8379.033203125
1850000,370,17.5536,10627.63,370,10824.62,143.5321,-8902.7900390625
1855000,371,18.1804,11087.67,371,11506.66,142.7759,-9047.783203125
1860000,372,16.2426,10712.53,372,11577.36,142.7457,-9054.734375
1865000,373,16.4555,11080.23,373,11377.86,142.8268,-9092.9833984375
1870000,374,17.6747,11288.7,374,11678.34,142.7643,-9347.4072265625
1875000,375,18.0664,11004.37,375,11306.04,143.4394,-9467.560546875
1880000,376,17.0321,11020.39,376,11598.5,142.7656,-9072.2333984375
1885000,377,16.0689,10418.2,377,11606.5,142.9089,-9214.1201171875
1890000,378,17.5663,10943.24,378,11310.85,143.0077,-9274.904296875
1895000,379,15.0466,10487.52,379,11528.17,143.4338,-8983.0673828125
1900000,380,16.0887,10863.11,380,11392.55,143.4198,-9237.4521484375
1905000,381,16.7926,10731.89,381,11426.66,142.7481,-9277.0654296875
1910000,382,16.8011,11107.45,382,11628.06,144.093,-9198.640625
1915000,383,17.5179,11017.66,383,11536.75,143.8827,-9328.97265625
