Running Forward KL,Itration,Running Env Steps,Real Sto Return,Real Det Return,Reward Loss,Running Reverse KL,Running Update Time
157.0283,41,205000,1681.19,2055.73,-1584.7965087890625,16.1136,41
157.1858,42,210000,1661.74,2000.04,-1621.4876708984375,15.9544,42
157.1148,43,215000,1659.13,2049.34,-1664.8602294921875,15.8172,43
156.825,44,220000,1722.96,2098.83,-1719.7232666015625,15.8973,44
157.0257,45,225000,1712.1,2005.98,-1726.2425537109375,15.8386,45
156.9814,46,230000,1679.32,2028.35,-1768.69677734375,15.5357,46
157.0315,47,235000,1642.49,1929.65,-1809.8582763671875,15.3414,47
157.164,48,240000,1686.0,2035.35,-1866.26123046875,15.8234,48
157.0314,49,245000,1691.7,2015.95,-1891.05126953125,15.7119,49
157.0207,50,250000,1667.42,2042.26,-1933.4920654296875,15.8995,50
156.914,51,255000,1737.79,2077.43,-1965.75830078125,15.9024,51
157.2314,52,260000,1691.25,2035.71,-2007.0963134765625,15.7386,52
156.7564,53,265000,1739.01,2113.24,-2045.9862060546875,15.6755,53
156.9586,54,270000,1741.14,2140.33,-2087.029296875,16.0804,54
157.1719,55,275000,1753.63,2082.91,-2138.773681640625,16.5597,55
156.7807,56,280000,1710.07,2115.44,-2165.533447265625,15.9675,56
156.9594,57,285000,1679.94,1971.49,-2201.457763671875,15.5193,57
156.8147,58,290000,1719.39,2062.02,-2228.83251953125,15.5265,58
156.817,59,295000,1698.72,2057.29,-2283.578857421875,15.6765,59
156.9795,60,300000,1699.43,2068.66,-2333.2275390625,15.8508,60
156.8712,61,305000,1674.78,2021.77,-2364.680419921875,15.5551,61
156.9351,62,310000,1743.04,2111.21,-2417.05126953125,15.5701,62
156.7707,63,315000,1714.29,2088.22,-2440.096435546875,15.7037,63
157.0013,64,320000,1734.23,2063.54,-2492.8515625,15.8128,64
157.0205,65,325000,1711.42,2108.92,-2537.619873046875,15.6397,65
156.737,66,330000,1765.66,2142.26,-2544.985595703125,15.7083,66
156.8472,67,335000,1735.32,2097.29,-2611.761962890625,15.3987,67
156.7913,68,340000,1726.39,2080.1,-2644.780029296875,15.279,68
156.9462,69,345000,1698.71,2016.49,-2698.08056640625,15.1987,69
156.7977,70,350000,1694.43,2050.79,-2732.444580078125,15.2668,70
157.0286,71,355000,1752.92,2131.26,-2784.84765625,15.9022,71
157.1701,72,360000,1733.44,2108.73,-2844.923095703125,15.8735,72
156.9598,73,365000,1719.91,2060.09,-2878.28759765625,15.2062,73
156.9566,74,370000,1777.29,2159.07,-2914.2412109375,15.7303,74
156.861,75,375000,1720.02,2044.75,-2958.44091796875,15.2592,75
156.7185,76,380000,1758.08,2143.34,-2983.681396484375,15.3848,76
156.8681,77,385000,1770.4,2140.82,-3026.032470703125,15.3346,77
156.9011,78,390000,1766.18,2198.25,-3084.182861328125,15.7545,78
156.8542,79,395000,1728.28,2100.06,-3129.486572265625,15.0969,79
156.8458,80,400000,1760.58,2144.2,-3173.198486328125,15.3224,80
156.6948,81,405000,1786.72,2134.69,-3216.11328125,15.4189,81
156.8356,82,410000,1749.86,2090.23,-3248.6611328125,15.7223,82
156.8775,83,415000,1770.35,2155.8,-3295.7255859375,15.6647,83
156.812,84,420000,1773.48,2142.58,-3346.2666015625,15.5584,84
156.8513,85,425000,1781.22,2103.39,-3398.604248046875,15.6985,85
156.9297,86,430000,1814.09,2204.34,-3437.566162109375,15.6307,86
156.8271,87,435000,1794.5,2186.5,-3502.29443359375,15.6403,87
156.6388,88,440000,1817.1,2166.01,-3522.94140625,16.0734,88
156.9833,89,445000,1777.83,2152.15,-3567.33203125,15.4727,89
156.837,90,450000,1764.29,2102.04,-3619.01708984375,15.4124,90
156.9792,91,455000,1772.53,2171.61,-3679.279541015625,16.0371,91
157.0126,92,460000,1751.31,2131.31,-3697.37109375,15.3462,92
156.8162,93,465000,1791.8,2201.91,-3743.30126953125,15.5434,93
156.6995,94,470000,1815.98,2204.48,-3781.3466796875,15.6956,94
156.826,95,475000,1775.55,2119.62,-3835.46484375,15.1904,95
156.6473,96,480000,1820.77,2160.51,-3886.055419921875,15.7463,96
156.7663,97,485000,1776.52,2122.09,-3924.769287109375,15.5257,97
156.7731,98,490000,1794.79,2195.17,-3979.146484375,15.1731,98
156.7252,99,495000,1787.7,2191.72,-3995.591064453125,15.1801,99
156.58,100,500000,1809.45,2204.81,-4075.284912109375,15.5757,100
156.5869,101,505000,1755.95,2144.59,-4106.9228515625,15.017,101
156.6311,102,510000,1833.35,2224.59,-4122.3720703125,15.3941,102
156.5778,103,515000,1823.83,2217.46,-4195.50146484375,15.6422,103
156.7285,104,520000,1780.36,2177.82,-4231.927734375,15.5742,104
156.7633,105,525000,1771.58,2145.11,-4277.30322265625,15.3334,105
156.7796,106,530000,1823.18,2194.61,-4343.28662109375,15.6493,106
156.9707,107,535000,1781.39,2145.24,-4398.560546875,15.2712,107
156.8733,108,540000,1814.3,2194.08,-4422.66162109375,15.4996,108
156.8098,109,545000,1842.6,2215.34,-4460.65283203125,15.4793,109
156.7232,110,550000,1824.69,2177.8,-4538.30224609375,15.3256,110
156.6295,111,555000,1831.35,2222.09,-4550.61328125,15.2291,111
156.644,112,560000,1824.86,2214.91,-4664.3984375,15.4886,112
156.7164,113,565000,1853.14,2211.75,-4681.87744140625,15.8615,113
156.6979,114,570000,1831.13,2182.2,-4748.5166015625,15.5113,114
156.7625,115,575000,1841.96,2199.81,-4792.4873046875,16.1033,115
156.6914,116,580000,1812.34,2230.05,-4867.30126953125,15.6111,116
156.8018,117,585000,1814.96,2167.84,-4848.65869140625,15.2417,117
156.7687,118,590000,1818.71,2196.83,-4892.57763671875,15.3566,118
156.6294,119,595000,1859.61,2202.72,-4977.720703125,15.3662,119
156.7419,120,600000,1822.4,2157.37,-5020.0048828125,15.4522,120
156.7757,121,605000,1837.04,2213.97,-5095.248046875,15.5524,121
156.7461,122,610000,1844.77,2196.13,-5117.2216796875,15.5642,122
156.5438,123,615000,1850.53,2215.71,-5195.01953125,15.4181,123
156.5747,124,620000,1843.5,2217.52,-5242.31689453125,15.2755,124
156.8059,125,625000,1826.39,2250.5,-5341.14892578125,15.5237,125
156.6534,126,630000,1866.32,2255.68,-5357.40283203125,15.6513,126
156.7914,127,635000,1823.94,2215.18,-5396.03662109375,15.5868,127
156.5707,128,640000,1846.28,2195.29,-5474.32373046875,15.3611,128
156.8279,129,645000,1836.46,2224.37,-5465.86328125,15.2239,129
156.7656,130,650000,1848.94,2210.38,-5558.76708984375,15.6199,130
156.6481,131,655000,1885.77,2264.33,-5604.03076171875,15.3443,131
156.6664,132,660000,1859.79,2263.89,-5677.36572265625,15.6026,132
156.6126,133,665000,1837.44,2247.75,-5711.31689453125,15.055,133
156.8374,134,670000,1865.68,2243.76,-5761.07763671875,15.4089,134
156.5056,135,675000,1830.39,2231.09,-5795.62451171875,15.1981,135
156.6664,136,680000,1869.55,2203.56,-5840.38525390625,15.372,136
156.7936,137,685000,1878.91,2269.37,-5933.28515625,15.6133,137
156.6854,138,690000,1803.82,2200.77,-5939.9033203125,15.2025,138
156.6075,139,695000,1829.98,2179.68,-6070.70751953125,15.2817,139
156.6,140,700000,1875.68,2245.1,-6072.09326171875,15.2982,140
156.766,141,705000,1825.21,2157.25,-6160.61572265625,15.1541,141
156.585,142,710000,1859.66,2260.58,-6212.69140625,15.3523,142
156.6845,143,715000,1854.7,2230.91,-6271.08837890625,15.2104,143
156.6541,144,720000,1871.99,2279.0,-6348.41748046875,15.7207,144
156.9801,145,725000,1858.21,2235.4,-6390.26904296875,15.5317,145
156.5735,146,730000,1855.4,2215.02,-6410.61328125,15.0519,146
156.546,147,735000,1879.49,2217.77,-6452.1494140625,15.0865,147
156.654,148,740000,1900.29,2272.45,-6540.26708984375,15.2565,148
156.8458,149,745000,1875.76,2224.65,-6635.72509765625,15.3079,149
156.66,150,750000,1876.93,2252.3,-6650.89794921875,15.1936,150
156.7586,151,755000,1856.4,2230.88,-6740.3330078125,15.4725,151
156.725,152,760000,1840.65,2250.03,-6833.6123046875,15.2353,152
156.7036,153,765000,1873.68,2248.08,-6821.09130859375,15.0686,153
156.5861,154,770000,1863.97,2195.53,-6908.8818359375,15.1045,154
156.6594,155,775000,1882.42,2232.44,-6954.55712890625,15.1476,155
156.5939,156,780000,1785.62,2176.94,-7007.40673828125,14.7046,156
156.7234,157,785000,1826.4,2188.57,-7115.1982421875,15.0814,157
156.4018,158,790000,1863.02,2216.9,-7119.294921875,15.3104,158
156.6543,159,795000,1881.21,2307.15,-7217.56982421875,15.2049,159
156.7481,160,800000,1855.71,2272.36,-7245.5224609375,15.2102,160
156.7716,161,805000,1852.9,2236.07,-7315.2529296875,15.0754,161
156.8478,162,810000,1836.22,2189.03,-7400.8095703125,15.1947,162
156.6542,163,815000,1842.45,2232.03,-7417.26953125,14.8654,163
156.7703,164,820000,1878.49,2278.67,-7535.48291015625,15.501,164
156.7645,165,825000,1862.97,2264.71,-7596.181640625,15.3644,165
156.7507,166,830000,1901.59,2279.48,-7624.03759765625,15.4207,166
156.6698,167,835000,1907.92,2292.39,-7645.314453125,15.5208,167
156.6432,168,840000,1840.62,2249.61,-7706.06201171875,15.2408,168
156.6512,169,845000,1867.4,2234.09,-7797.00634765625,15.1409,169
156.8193,170,850000,1852.21,2220.04,-7815.0595703125,14.9432,170
156.64,171,855000,1857.99,2207.34,-7921.51513671875,15.2199,171
156.7399,172,860000,1882.77,2253.89,-7892.25537109375,15.2756,172
156.8486,173,865000,1860.8,2250.59,-7952.37548828125,14.9016,173
156.5828,174,870000,1898.38,2280.99,-7923.5498046875,15.0954,174
156.5088,175,875000,1898.06,2289.1,-7962.7587890625,15.0588,175
156.6902,176,880000,1906.96,2290.44,-8066.724609375,15.4815,176
156.6224,177,885000,1893.66,2261.6,-8035.326171875,15.0849,177
156.5465,178,890000,1866.23,2296.17,-8115.3056640625,14.85,178
156.6235,179,895000,1891.44,2260.77,-8121.3857421875,15.2512,179
156.641,180,900000,1936.18,2301.47,-8223.375,15.4819,180
156.7232,181,905000,1848.26,2235.43,-8214.021484375,15.066,181
156.6855,182,910000,1908.33,2267.22,-8328.8916015625,15.254,182
156.7301,183,915000,1842.18,2264.58,-8384.845703125,15.0351,183
156.6371,184,920000,1884.32,2272.03,-8336.134765625,15.1441,184
156.6908,185,925000,1926.12,2298.16,-8433.734375,15.4732,185
156.6704,186,930000,1914.37,2292.74,-8509.50390625,15.5558,186
156.6263,187,935000,1920.66,2298.47,-8537.8134765625,15.3345,187
156.4208,188,940000,1899.81,2270.32,-8527.7607421875,15.007,188
156.6727,189,945000,1917.39,2300.15,-8594.05859375,15.1727,189
156.6995,190,950000,1890.05,2228.87,-8623.6904296875,14.9783,190
156.6564,191,955000,1852.57,2250.16,-8622.0673828125,14.7922,191
156.5845,192,960000,1913.37,2309.39,-8665.7919921875,15.3197,192
156.6729,193,965000,1892.6,2263.06,-8766.732421875,14.9746,193
156.6465,194,970000,1931.6,2315.01,-8821.8701171875,15.3821,194
156.6699,195,975000,1927.59,2319.52,-8848.1689453125,15.1034,195
156.4784,196,980000,1883.79,2258.02,-8882.5029296875,15.1231,196
156.5881,197,985000,1888.4,2256.46,-8881.736328125,15.1863,197
156.5639,198,990000,1888.76,2275.41,-8938.6650390625,15.4289,198
156.6478,199,995000,1887.18,2268.69,-8991.1455078125,15.1583,199
156.5417,200,1000000,1920.09,2319.49,-8983.7314453125,15.1225,200
156.526,201,1005000,1925.81,2294.33,-9074.4931640625,15.2106,201
156.4984,202,1010000,1887.67,2265.04,-9067.7470703125,15.1348,202
156.6432,203,1015000,1909.46,2310.28,-9142.755859375,15.2491,203
156.5111,204,1020000,1909.06,2279.04,-9190.837890625,15.1947,204
156.5478,205,1025000,1925.16,2305.69,-9243.166015625,15.3131,205
156.4246,206,1030000,1895.9,2285.45,-9248.40625,14.9647,206
156.4717,207,1035000,1920.03,2283.54,-9290.4765625,15.1265,207
156.6391,208,1040000,1916.23,2313.14,-9357.0556640625,15.2134,208
156.5783,209,1045000,1929.95,2281.06,-9384.7734375,15.1396,209
156.5524,210,1050000,1914.09,2316.18,-9408.1455078125,15.0828,210
156.5157,211,1055000,1920.71,2325.77,-9445.0693359375,14.9905,211
156.5709,212,1060000,1913.87,2314.71,-9505.4267578125,15.1444,212
156.4542,213,1065000,1931.28,2312.64,-9547.5869140625,15.1308,213
156.4713,214,1070000,1920.57,2320.33,-9580.73046875,15.1962,214
156.4612,215,1075000,1906.65,2312.34,-9623.0693359375,15.1556,215
156.6409,216,1080000,1890.16,2257.4,-9655.337890625,14.9722,216
156.6797,217,1085000,1902.8,2260.63,-9701.5673828125,15.1107,217
156.5626,218,1090000,1915.53,2282.69,-9709.287109375,15.1314,218
156.6589,219,1095000,1904.59,2272.78,-9738.3623046875,14.9363,219
156.5754,220,1100000,1914.32,2298.0,-9776.439453125,15.0733,220
156.4898,221,1105000,1914.42,2288.23,-9822.0869140625,15.1255,221
156.3917,222,1110000,1901.19,2298.04,-9845.234375,15.0685,222
156.4804,223,1115000,1927.02,2303.5,-9901.140625,15.1145,223
156.4338,224,1120000,1905.21,2263.2,-9946.38671875,14.9071,224
156.4869,225,1125000,1911.76,2308.98,-9915.0419921875,15.0367,225
156.7909,226,1130000,1907.85,2257.29,-9981.67578125,15.0469,226
156.5514,227,1135000,1906.43,2279.0,-10060.0859375,14.9729,227
156.4047,228,1140000,1916.5,2273.66,-10060.0322265625,14.9525,228
156.621,229,1145000,1920.32,2266.3,-10088.037109375,15.064,229
156.5823,230,1150000,1912.32,2261.26,-10137.5087890625,14.9991,230
156.5916,231,1155000,1933.78,2282.33,-10191.6943359375,15.0693,231
156.4411,232,1160000,1888.3,2237.54,-10251.8046875,14.9816,232
156.546,233,1165000,1907.82,2273.71,-10281.392578125,15.2073,233
156.5962,234,1170000,1897.79,2270.72,-10292.826171875,15.1764,234
156.5517,235,1175000,1895.85,2271.96,-10329.7119140625,15.0455,235
156.5937,236,1180000,1904.53,2259.19,-10385.3701171875,15.0164,236
156.5862,237,1185000,1881.68,2261.91,-10448.9921875,14.9964,237
156.5847,238,1190000,1915.23,2275.64,-10484.392578125,15.2158,238
156.5819,239,1195000,1894.9,2263.1,-10528.80078125,15.1473,239
156.451,240,1200000,1906.09,2266.16,-10577.705078125,14.9333,240
156.5529,241,1205000,1885.65,2219.07,-10570.091796875,14.946,241
156.5341,242,1210000,1866.97,2091.89,-10602.1005859375,14.8511,242
156.4953,243,1215000,1898.41,2265.83,-10638.3974609375,15.1617,243
156.689,244,1220000,1886.94,2268.74,-10676.0849609375,15.1913,244
156.6942,245,1225000,1903.22,2261.5,-10691.0751953125,15.0776,245
156.5322,246,1230000,1910.16,2244.38,-10777.1572265625,15.3144,246
156.5204,247,1235000,1905.17,2246.35,-10717.8671875,15.0768,247
156.4953,248,1240000,1931.89,2299.23,-10821.341796875,15.1485,248
156.682,249,1245000,1900.28,2231.95,-10897.09375,15.2021,249
156.5248,250,1250000,1900.34,2213.89,-10875.55078125,15.2488,250
156.4422,251,1255000,1884.34,2204.19,-10936.05078125,15.0797,251
156.5323,252,1260000,1910.46,2246.45,-10960.2041015625,15.1437,252
156.5417,253,1265000,1908.04,2238.27,-11010.6865234375,15.0605,253
156.5049,254,1270000,1892.53,2218.31,-11008.76171875,15.2388,254
156.5823,255,1275000,1914.34,2255.83,-11078.4541015625,15.2564,255
156.6438,256,1280000,1893.59,2203.76,-11092.0947265625,15.1829,256
156.5531,257,1285000,1934.36,2248.18,-11155.9765625,15.305,257
156.6696,258,1290000,1889.59,2171.97,-11135.7080078125,15.0125,258
156.6567,259,1295000,1900.43,2228.81,-11150.3583984375,15.1091,259
156.51,260,1300000,1896.09,2248.7,-11189.8388671875,15.2945,260
156.4899,261,1305000,1887.43,2214.76,-11279.431640625,15.0478,261
156.5674,262,1310000,1894.4,2204.95,-11225.2880859375,15.1346,262
156.5933,263,1315000,1913.47,2213.98,-11316.2841796875,15.0989,263
156.4713,264,1320000,1899.94,2223.31,-11379.6826171875,15.2136,264
156.5138,265,1325000,1917.13,2215.85,-11395.87890625,15.0662,265
156.5745,266,1330000,1882.35,2203.07,-11363.068359375,15.0486,266
156.4754,267,1335000,1910.13,2207.35,-11428.865234375,15.2026,267
156.5749,268,1340000,1891.06,2196.43,-11463.146484375,15.037,268
156.6136,269,1345000,1899.01,2233.29,-11522.783203125,15.1729,269
156.5026,270,1350000,1901.52,2244.46,-11519.169921875,15.1367,270
156.5473,271,1355000,1922.97,2240.81,-11545.0458984375,15.2444,271
156.62,272,1360000,1925.7,2241.41,-11580.271484375,15.2251,272
156.3733,273,1365000,1941.66,2240.36,-11622.6787109375,15.2064,273
156.5837,274,1370000,1908.03,2252.77,-11685.9775390625,15.1538,274
156.5568,275,1375000,1906.22,2241.5,-11720.712890625,15.2869,275
156.599,276,1380000,1932.68,2269.47,-11715.3056640625,15.2596,276
156.396,277,1385000,1912.73,2270.46,-11768.5908203125,15.1862,277
156.6243,278,1390000,1908.12,2240.74,-11757.556640625,15.1243,278
156.6714,279,1395000,1917.15,2230.53,-11878.462890625,15.2856,279
156.6484,280,1400000,1917.16,2248.77,-11864.0595703125,15.3659,280
156.6785,281,1405000,1912.94,2284.88,-11914.6298828125,15.3443,281
156.4289,282,1410000,1923.53,2255.06,-11906.9619140625,15.231,282
156.5496,283,1415000,1931.36,2250.43,-11966.890625,15.2594,283
156.6985,284,1420000,1939.68,2248.55,-12053.8955078125,15.617,284
156.5151,285,1425000,1936.36,2238.12,-12044.7333984375,15.5097,285
156.6178,286,1430000,1904.63,2240.3,-12020.0234375,15.2027,286
156.5736,287,1435000,1926.26,2250.55,-12059.2841796875,15.2321,287
156.4849,288,1440000,1914.12,2239.98,-12131.9091796875,15.2968,288
156.5239,289,1445000,1903.14,2226.71,-12108.9443359375,15.17,289
156.653,290,1450000,1932.93,2265.98,-12142.892578125,15.4598,290
156.5415,291,1455000,1936.19,2245.56,-12168.5029296875,15.3732,291
156.5504,292,1460000,1954.15,2279.48,-12177.193359375,15.371,292
156.4972,293,1465000,1934.55,2160.77,-12243.73828125,15.4406,293
156.4658,294,1470000,1957.47,2286.36,-12286.2978515625,15.4322,294
156.5496,295,1475000,1937.05,2260.93,-12315.0576171875,15.4012,295
156.4222,296,1480000,1930.22,2255.75,-12333.068359375,15.3235,296
156.5801,297,1485000,1918.99,2145.69,-12364.0546875,15.3716,297
156.6303,298,1490000,1935.75,2266.84,-12390.482421875,15.3436,298
156.5162,299,1495000,1940.45,2256.14,-12455.4169921875,15.2493,299
156.5185,300,1500000,1932.21,1289.3,-12498.10546875,15.5838,300
156.6866,301,1505000,1936.29,2163.19,-12571.869140625,15.6169,301
156.6792,302,1510000,1943.22,1913.77,-12553.3486328125,15.6317,302
156.4852,303,1515000,1926.16,1900.47,-12551.5478515625,15.4653,303
156.4868,304,1520000,1941.77,2155.29,-12575.7001953125,15.392,304
156.5185,305,1525000,1941.82,2259.8,-12640.029296875,15.5736,305
156.5862,306,1530000,1974.81,2299.9,-12675.8359375,15.593,306
156.4929,307,1535000,1956.06,2175.5,-12649.7119140625,15.4196,307
156.5079,308,1540000,1944.73,2160.13,-12689.201171875,15.5582,308
156.5532,309,1545000,1962.86,2179.67,-12747.3388671875,15.4305,309
156.6745,310,1550000,1875.06,1033.06,-12656.3017578125,15.2441,310
156.6722,311,1555000,1938.59,2265.25,-12698.9404296875,15.4347,311
156.589,312,1560000,1967.43,2276.43,-12761.0947265625,15.4645,312
156.5239,313,1565000,1942.28,2264.1,-12763.7265625,15.3644,313
156.4957,314,1570000,1915.91,2201.31,-12751.1240234375,15.2315,314
156.5781,315,1575000,1947.29,2266.16,-12849.6533203125,15.4123,315
156.4899,316,1580000,1906.64,2259.99,-12830.4853515625,15.043,316
156.5294,317,1585000,1950.33,2249.77,-12890.70703125,15.5936,317
156.3678,318,1590000,1941.0,2272.35,-12940.9921875,15.3169,318
156.4952,319,1595000,1957.4,2290.92,-12931.33203125,15.2109,319
156.5061,320,1600000,1950.11,2281.53,-12982.3310546875,15.2638,320
156.5066,321,1605000,1915.77,2089.77,-12948.8955078125,15.0946,321
156.4376,322,1610000,1946.85,2275.13,-12999.6962890625,15.3837,322
156.5485,323,1615000,1963.42,2286.33,-13003.490234375,15.3957,323
156.5109,324,1620000,1949.06,2274.06,-13067.947265625,15.4494,324
156.4821,325,1625000,1926.8,2224.9,-13119.4912109375,15.1751,325
156.436,326,1630000,1940.47,2280.81,-13149.970703125,15.3866,326
156.5106,327,1635000,1976.71,2298.43,-13256.3310546875,15.4667,327
156.4578,328,1640000,1958.3,2272.61,-13186.6572265625,15.2442,328
156.524,329,1645000,1967.5,2270.43,-13264.32421875,15.4045,329
156.5847,330,1650000,1971.12,2309.08,-13271.7490234375,15.3679,330
156.4565,331,1655000,1956.82,2159.67,-13289.6962890625,15.213,331
156.5966,332,1660000,1959.31,2298.45,-13306.62890625,15.3187,332
156.6126,333,1665000,1958.09,2180.4,-13385.419921875,15.5069,333
156.5432,334,1670000,1972.64,2315.17,-13367.9169921875,15.3775,334
156.503,335,1675000,1992.27,2329.86,-13424.138671875,15.4041,335
156.6489,336,1680000,1956.59,2302.25,-13410.13671875,15.4172,336
156.4954,337,1685000,1947.83,2306.48,-13452.806640625,15.263,337
156.4006,338,1690000,1999.39,2319.28,-13524.9521484375,15.5365,338
156.4978,339,1695000,1983.48,2313.68,-13599.025390625,15.3236,339
156.365,340,1700000,1964.2,2312.24,-13501.79296875,15.3173,340
156.533,341,1705000,1994.56,2314.38,-13566.505859375,15.547,341
156.5591,342,1710000,1974.46,2313.85,-13601.0146484375,15.4969,342
156.4606,343,1715000,1981.78,2319.4,-13608.9990234375,15.4735,343
156.4805,344,1720000,1990.45,2336.44,-13649.1591796875,15.5305,344
156.5012,345,1725000,1998.15,2306.25,-13723.541015625,15.8494,345
156.4924,346,1730000,1971.9,2313.69,-13645.615234375,15.4048,346
156.3618,347,1735000,2004.97,2308.92,-13774.1435546875,15.4842,347
156.5069,348,1740000,1975.88,2314.35,-13787.76953125,15.6773,348
156.5641,349,1745000,1979.08,2306.61,-13773.69140625,15.6036,349
156.5212,350,1750000,1967.0,2294.23,-13835.330078125,15.6588,350
156.4307,351,1755000,1987.17,2332.11,-13837.701171875,15.6007,351
156.4917,352,1760000,1961.45,2296.79,-13829.8603515625,15.5176,352
156.5871,353,1765000,1969.53,2297.52,-13862.5224609375,15.5384,353
156.4857,354,1770000,1973.55,2297.52,-13973.953125,15.7285,354
156.6205,355,1775000,1952.41,2305.0,-13984.2705078125,15.612,355
156.5973,356,1780000,1958.08,2307.68,-13961.24609375,15.6946,356
156.4782,357,1785000,1970.22,2302.52,-13941.9267578125,15.4522,357
156.4819,358,1790000,1962.21,1915.62,-13937.6796875,15.4573,358
156.5888,359,1795000,1929.35,2261.22,-13965.1416015625,15.4019,359
156.5317,360,1800000,1971.02,2040.27,-13960.9765625,15.2798,360
156.5606,361,1805000,1973.35,2179.07,-14036.5673828125,15.5246,361
156.6105,362,1810000,1945.35,2147.44,-13954.9736328125,15.3213,362
156.4127,363,1815000,1939.08,2014.85,-14046.716796875,15.3037,363
156.5287,364,1820000,1970.68,2172.39,-13990.806640625,15.4049,364
156.3203,365,1825000,1955.01,1639.41,-14041.3681640625,15.3686,365
156.6051,366,1830000,1941.06,2303.33,-14088.7529296875,15.4737,366
156.3955,367,1835000,1956.88,2309.1,-14116.515625,15.4319,367
156.4784,368,1840000,1980.3,2311.83,-14144.88671875,15.4962,368
156.5966,369,1845000,1961.13,2165.74,-14218.60546875,15.5132,369
156.4521,370,1850000,1975.13,2323.62,-14264.8046875,15.6096,370
156.5525,371,1855000,1983.78,2292.96,-14227.955078125,15.7304,371
156.4434,372,1860000,1961.17,2315.76,-14263.7568359375,15.5917,372
156.545,373,1865000,1962.96,2303.45,-14265.09375,15.5831,373
156.4958,374,1870000,1941.49,2260.87,-14174.1455078125,15.4233,374
156.5734,375,1875000,1943.91,2160.46,-14275.546875,15.3911,375
156.4855,376,1880000,1950.76,2282.08,-14253.7001953125,15.4707,376
156.391,377,1885000,1952.75,2165.18,-14320.8818359375,15.511,377
156.4011,378,1890000,1971.05,2289.06,-14321.11328125,15.3948,378
156.3632,379,1895000,1964.3,2306.16,-14356.0927734375,15.467,379
156.4544,380,1900000,1947.94,2166.68,-14436.458984375,15.6576,380
156.3908,381,1905000,1968.87,2296.03,-14455.6455078125,15.5112,381
156.5501,382,1910000,1944.4,2306.46,-14402.375,15.3848,382
156.4767,383,1915000,1946.76,2280.19,-14431.9462890625,15.4735,383
156.6527,384,1920000,1783.45,2176.91,-14067.5390625,16.536,384
156.595,385,1925000,1967.63,2284.29,-14486.572265625,15.6237,385
