Running Update Time,Running Forward KL,Reward Loss,Running Reverse KL,Real Det Return,Real Sto Return,Itration,Running Env Steps
29,21.4742,-115.91471862792969,16.3778,3249.92,3276.05,29,145000
30,20.5761,-262.5027770996094,14.2976,3285.54,3309.54,30,150000
31,20.122,-290.14056396484375,14.1889,3304.24,3253.98,31,155000
32,21.0632,-193.05343627929688,15.3943,3289.12,3275.49,32,160000
33,19.1133,-275.67181396484375,11.978,3395.34,2836.94,33,165000
34,23.5194,-659.1544799804688,12.5314,1569.2,1525.54,34,170000
35,19.9748,-174.77694702148438,13.8968,3433.92,3079.42,35,175000
36,22.5546,-466.0602722167969,12.8456,3296.8,2163.34,36,180000
37,20.4739,-337.2561950683594,14.7369,3342.78,3321.98,37,185000
38,20.3518,-304.9339294433594,12.5007,3386.84,1632.0,38,190000
39,20.1013,-308.0475769042969,12.2386,2848.1,2591.11,39,195000
40,22.2681,-662.35107421875,13.1506,2924.3,1898.5,40,200000
41,20.9386,-426.75042724609375,20.4052,3426.15,2866.72,41,205000
42,22.0475,-598.1182250976562,17.8034,2904.28,2192.75,42,210000
43,21.345,-749.2778930664062,20.2121,2762.64,2276.35,43,215000
44,20.2107,-349.74713134765625,13.3301,3392.45,3303.85,44,220000
45,20.868,-403.6768798828125,13.9631,3401.49,3360.97,45,225000
46,21.256,-713.9436645507812,24.4922,3452.95,2304.89,46,230000
47,20.6738,-495.5392150878906,14.6779,3414.06,3258.67,47,235000
48,20.7531,-475.3287048339844,15.0088,3408.94,3405.11,48,240000
49,21.8642,-918.7330322265625,21.3611,3441.95,2870.26,49,245000
50,22.0527,-660.613525390625,17.272,3394.19,2904.67,50,250000
51,19.1052,-397.13983154296875,13.2447,3412.09,3375.77,51,255000
52,19.9947,-505.47705078125,14.0575,3414.41,3383.77,52,260000
53,22.4186,-1030.9801025390625,22.4243,2283.77,1554.51,53,265000
54,20.1134,-503.35638427734375,14.4346,3408.92,3144.97,54,270000
55,20.5746,-577.3987426757812,13.7678,3395.81,3199.8,55,275000
56,19.2619,-464.9651794433594,12.9765,3401.56,3377.22,56,280000
57,17.7091,-364.286376953125,11.8083,3374.8,3258.48,57,285000
58,19.5464,-624.1815185546875,13.3989,3420.83,3198.7,58,290000
59,21.9326,-925.6936645507812,15.2514,3470.02,2231.02,59,295000
60,19.6502,-592.8649291992188,13.9018,3402.99,3377.19,60,300000
61,21.6899,-747.2031860351562,13.7126,3471.35,2704.62,61,305000
62,19.4486,-600.7380981445312,13.1912,3347.9,3141.01,62,310000
63,19.0887,-629.4952392578125,13.6484,3435.21,2936.37,63,315000
64,18.6383,-551.5735473632812,12.5628,3348.26,3304.57,64,320000
65,19.1264,-595.6083984375,12.7569,3271.24,3167.46,65,325000
66,18.9794,-577.4171752929688,12.7275,3280.49,3248.88,66,330000
67,18.306,-658.4378051757812,12.1806,3355.8,3321.05,67,335000
68,18.6107,-649.1439819335938,12.7939,3386.93,3182.86,68,340000
69,18.881,-727.75439453125,13.4405,3363.07,3231.97,69,345000
70,20.1894,-720.7122802734375,13.5521,3393.82,3363.78,70,350000
71,18.7163,-807.3063354492188,13.7037,3437.2,3397.9,71,355000
72,19.4605,-699.8797607421875,13.56,3432.34,3083.07,72,360000
73,18.857,-782.4714965820312,13.2718,3395.92,3359.51,73,365000
74,18.0978,-701.0957641601562,12.4298,3386.78,3300.72,74,370000
75,18.9545,-866.14501953125,13.6631,3443.39,3311.17,75,375000
76,18.3665,-733.2142333984375,12.4983,3454.4,3392.14,76,380000
77,20.7515,-896.2637329101562,11.7381,3450.18,2390.29,77,385000
78,18.7844,-761.7693481445312,12.4747,3437.14,3294.89,78,390000
79,20.1337,-812.0258178710938,13.1254,3405.28,3377.54,79,395000
80,19.6423,-1099.902587890625,12.9361,3451.54,3048.9,80,400000
81,19.4246,-844.3761596679688,12.8958,3385.31,3397.94,81,405000
82,18.6147,-861.8922119140625,12.8786,3432.55,3404.55,82,410000
83,18.849,-864.690673828125,13.5244,3407.31,3370.44,83,415000
84,19.0505,-1061.1522216796875,15.1931,3442.93,3323.24,84,420000
85,18.4112,-756.3681640625,13.051,3422.88,3415.31,85,425000
86,18.7646,-706.7114868164062,12.6923,3446.24,3381.04,86,430000
87,19.4121,-932.995361328125,13.5294,3425.92,3392.5,87,435000
88,19.0589,-924.6497802734375,13.5597,3482.97,3420.14,88,440000
89,19.253,-998.2207641601562,12.9662,3430.47,3399.63,89,445000
90,18.1675,-851.3333740234375,12.3039,3379.84,3282.51,90,450000
91,18.4457,-1009.061279296875,12.5759,3432.58,3348.27,91,455000
92,19.7312,-1108.76318359375,12.3261,3470.31,3150.51,92,460000
93,19.7152,-1145.8089599609375,13.7154,3434.88,3247.82,93,465000
94,19.1421,-933.6194458007812,11.3681,3355.49,2987.04,94,470000
95,18.0768,-842.5142822265625,11.4813,3420.88,3374.59,95,475000
96,18.7972,-875.5284423828125,12.2794,3415.29,3257.22,96,480000
97,18.468,-935.381103515625,11.625,3441.21,2922.32,97,485000
98,19.3628,-991.5228881835938,13.0519,3466.66,2807.84,98,490000
99,19.2544,-1422.171142578125,19.4441,300.97,3034.13,99,495000
100,19.5321,-1285.013427734375,13.4705,3498.64,3187.71,100,500000
101,18.6146,-795.6524047851562,13.0349,3478.32,3231.94,101,505000
102,18.1403,-973.3369140625,12.1223,3459.89,2833.79,102,510000
103,18.6055,-1144.83349609375,13.5572,3470.77,3428.1,103,515000
104,18.0809,-979.1221923828125,12.6577,3434.45,3426.65,104,520000
105,19.1088,-1560.6280517578125,13.0421,3463.89,3209.86,105,525000
106,18.9976,-1357.3265380859375,13.6143,3468.6,3394.02,106,530000
107,18.433,-1163.49609375,13.3684,3425.14,3138.49,107,535000
108,18.1175,-1138.44775390625,13.2734,3439.2,3412.09,108,540000
109,19.2173,-1391.009521484375,12.9615,3444.45,3315.97,109,545000
110,18.7279,-1181.93701171875,13.1912,3420.39,3402.07,110,550000
111,19.1356,-1189.402099609375,17.0426,3415.52,2174.69,111,555000
112,19.1023,-1058.2667236328125,13.5581,3450.56,2857.51,112,560000
113,18.8432,-1193.5699462890625,15.2534,3448.42,3396.95,113,565000
114,19.2552,-1102.798828125,14.2505,3465.53,3177.5,114,570000
115,18.0472,-1352.1639404296875,13.2378,3432.01,3334.19,115,575000
116,19.6817,-1331.7554931640625,13.1566,3435.54,3015.06,116,580000
117,20.6926,-1214.2821044921875,13.7769,3472.2,2471.18,117,585000
118,19.678,-1318.63671875,12.5419,3387.63,2727.36,118,590000
119,18.4078,-1174.302734375,12.7869,3490.15,3129.28,119,595000
120,18.9359,-1559.6806640625,13.3944,3441.53,3421.74,120,600000
121,18.3803,-1119.208740234375,13.1489,3499.57,2822.09,121,605000
122,18.3404,-1381.1920166015625,13.729,3442.18,3046.71,122,610000
123,17.9475,-1592.89697265625,12.7421,3374.96,2894.46,123,615000
124,18.0321,-1294.188720703125,12.1238,3448.26,3168.47,124,620000
125,18.296,-1315.913330078125,13.4338,3437.01,3364.11,125,625000
126,18.7622,-1335.452880859375,13.2217,3455.34,2961.37,126,630000
127,18.9727,-1147.8487548828125,12.7581,3483.94,2951.08,127,635000
128,19.1825,-1187.43994140625,13.7376,3464.59,2689.02,128,640000
129,19.5103,-1417.083251953125,12.2145,3187.97,2457.1,129,645000
130,18.6965,-1182.7607421875,12.8246,3460.83,2850.34,130,650000
131,18.3677,-1668.2239990234375,13.4644,3491.04,3362.22,131,655000
132,17.9926,-1544.5819091796875,12.681,3453.63,3132.3,132,660000
133,20.1905,-1201.586181640625,10.9869,3386.62,3016.13,133,665000
134,19.2443,-1831.49609375,13.637,3439.16,3316.07,134,670000
135,18.528,-1414.1036376953125,13.2056,3417.0,3168.44,135,675000
136,18.0492,-1354.2132568359375,12.0365,3420.39,3329.68,136,680000
137,18.2003,-1655.953125,12.0885,3403.6,2512.93,137,685000
138,17.8987,-1690.9327392578125,13.1522,3455.01,3203.54,138,690000
139,17.2875,-1422.4537353515625,11.4929,3432.6,3392.21,139,695000
140,18.6037,-1686.51123046875,12.8607,3413.23,3277.9,140,700000
141,18.0936,-1715.76220703125,12.3327,3431.85,2829.16,141,705000
142,18.5382,-1704.5467529296875,14.2938,3425.26,3053.03,142,710000
143,19.2159,-1837.8341064453125,11.8119,3457.98,2986.39,143,715000
144,19.3231,-1851.2650146484375,15.0545,3465.28,2625.1,144,720000
145,19.6233,-1719.8326416015625,12.8268,3499.55,2903.22,145,725000
146,17.5501,-1311.15673828125,11.7334,3417.34,3207.78,146,730000
147,17.9762,-1499.1107177734375,11.9596,3417.81,3346.39,147,735000
148,19.007,-1845.527587890625,16.2729,3379.59,3064.69,148,740000
149,17.0479,-1317.93603515625,11.4465,3394.88,3219.3,149,745000
150,20.0187,-2017.2216796875,12.5024,3471.16,2405.89,150,750000
151,17.1403,-1321.8780517578125,11.3033,3438.74,3396.23,151,755000
152,19.836,-1859.638671875,11.5013,3405.67,2366.83,152,760000
153,18.8437,-1949.501220703125,11.8218,3450.03,2835.78,153,765000
154,18.6728,-1621.780517578125,13.4175,3427.12,3233.19,154,770000
155,17.4919,-1667.3433837890625,12.4945,3379.56,3397.31,155,775000
156,19.7668,-2127.4697265625,13.6239,3426.82,3042.67,156,780000
157,17.7843,-1427.456787109375,12.595,3431.12,3409.4,157,785000
158,18.8782,-2087.4140625,12.6828,3421.94,1642.82,158,790000
159,31.8173,-1976.750244140625,61.5861,321.62,322.57,159,795000
160,19.9153,-2265.186279296875,14.6326,333.29,512.47,160,800000
161,19.4389,-2320.10302734375,11.4806,3329.07,2766.84,161,805000
162,21.7609,-2927.05859375,13.5175,1403.42,1824.24,162,810000
163,19.4451,-2217.80615234375,13.7101,3442.15,3376.99,163,815000
164,21.5934,-2106.751953125,14.3263,3457.09,2148.32,164,820000
165,18.167,-1975.1114501953125,12.1792,3397.5,3326.08,165,825000
166,18.3481,-2387.2734375,12.3541,3507.63,3304.68,166,830000
167,18.8477,-2220.27978515625,12.9199,3494.12,3277.11,167,835000
168,20.4815,-2536.653076171875,14.8794,3496.32,2735.29,168,840000
169,19.5941,-2303.499267578125,12.0507,3520.71,2716.52,169,845000
170,19.1728,-1942.3685302734375,12.5415,3501.98,3204.29,170,850000
171,18.7209,-2111.131103515625,13.8533,3485.3,3451.02,171,855000
172,18.0525,-1857.9332275390625,12.8013,3433.84,3423.9,172,860000
173,18.1773,-2100.346923828125,13.579,3481.28,3205.8,173,865000
174,18.9118,-1990.29248046875,12.9275,3490.04,3327.69,174,870000
175,18.3095,-2008.35107421875,13.1857,3463.28,3301.54,175,875000
176,19.1066,-2209.369384765625,12.4929,3476.5,3258.32,176,880000
177,18.1855,-1826.68701171875,12.4791,3445.25,3425.62,177,885000
178,18.4792,-2103.347900390625,12.5941,3501.1,3131.49,178,890000
179,19.3794,-2328.0595703125,12.8928,3496.48,3391.66,179,895000
180,18.7209,-1987.2113037109375,12.451,3500.87,3465.38,180,900000
181,18.9765,-2384.283447265625,12.756,3483.26,2897.04,181,905000
182,18.1853,-2124.69140625,13.0393,3523.01,3226.92,182,910000
183,18.8896,-1943.664794921875,11.2762,3487.62,3327.38,183,915000
184,18.2026,-2139.414306640625,11.8828,3470.74,3442.15,184,920000
185,19.358,-2469.959716796875,14.1415,3487.72,3207.28,185,925000
186,18.5931,-2471.855712890625,13.7931,3496.11,3394.68,186,930000
187,18.2664,-2320.63916015625,13.5457,3464.05,3437.91,187,935000
188,20.01,-2892.662109375,13.9027,3465.88,3314.23,188,940000
189,18.3576,-2140.27197265625,12.746,3475.26,3380.37,189,945000
190,20.1738,-2545.484130859375,12.9025,3451.34,3204.09,190,950000
191,18.4648,-2486.741455078125,11.8854,3495.6,3303.89,191,955000
192,17.8934,-2404.04443359375,12.563,3464.59,3437.24,192,960000
193,18.3629,-2517.502685546875,12.8193,3461.66,3268.67,193,965000
194,18.4204,-2487.66357421875,13.0704,3460.52,3429.11,194,970000
195,18.7659,-2411.369384765625,12.5031,3428.0,3263.51,195,975000
196,20.3409,-3181.16064453125,13.8639,3486.04,3462.91,196,980000
197,18.7972,-2016.87744140625,13.2996,3444.26,3406.06,197,985000
198,19.3554,-2537.40771484375,11.5924,3494.89,2818.95,198,990000
199,16.8144,-1671.7705078125,11.8995,3420.13,3397.23,199,995000
