Running Forward KL,Running Env Steps,Running Update Time,Reward Loss,Real Sto Return,Real Det Return,Running Reverse KL,Itration
157.0719,305000,61,-10242.998046875,1770.76,2100.87,16.0294,61
156.9859,310000,62,-10520.91796875,1733.6,2017.63,16.0864,62
157.1901,315000,63,-10650.7744140625,1726.07,2090.54,16.37,63
156.9965,320000,64,-10840.4833984375,1759.08,2123.5,15.8239,64
156.8972,325000,65,-10997.86328125,1749.74,2081.58,15.9754,65
156.9281,330000,66,-11054.91015625,1742.14,2059.08,15.6889,66
157.0858,335000,67,-11361.025390625,1754.84,2111.01,15.7255,67
157.1276,340000,68,-11632.4638671875,1762.46,2051.07,15.9057,68
157.1963,345000,69,-11855.578125,1735.16,2079.03,15.7084,69
157.2126,350000,70,-12050.08984375,1744.34,2055.22,15.8165,70
156.8958,355000,71,-12250.6767578125,1736.59,2103.4,15.4691,71
156.9773,360000,72,-12340.7529296875,1778.83,2080.07,16.0066,72
156.9431,365000,73,-12578.275390625,1779.15,2071.11,15.5391,73
156.9317,370000,74,-12819.376953125,1729.72,2055.4,15.4336,74
157.0738,375000,75,-13147.2470703125,1763.66,2097.07,16.039,75
157.0826,380000,76,-13219.8671875,1787.37,2134.38,16.1227,76
156.8769,385000,77,-13345.8154296875,1813.31,2106.67,15.9004,77
157.1056,390000,78,-13683.4033203125,1762.27,2111.43,16.0392,78
156.9626,395000,79,-13908.1181640625,1707.32,1974.84,15.5732,79
156.8513,400000,80,-14040.1357421875,1783.61,2109.13,15.7678,80
156.8072,405000,81,-14106.3818359375,1817.38,2162.56,15.6778,81
156.995,410000,82,-14533.0341796875,1785.24,2077.79,15.8337,82
156.8073,415000,83,-14637.9541015625,1809.99,2121.95,15.8814,83
156.8312,420000,84,-14821.212890625,1791.82,2120.97,15.6443,84
156.9175,425000,85,-15093.685546875,1804.72,2057.18,15.9182,85
156.8769,430000,86,-15237.712890625,1810.63,2184.03,15.9112,86
157.0662,435000,87,-15523.8193359375,1781.97,2124.92,15.6262,87
156.8755,440000,88,-15648.96875,1802.7,2118.45,15.6857,88
156.9511,445000,89,-15974.1337890625,1780.03,2130.71,15.9704,89
156.8683,450000,90,-16112.1708984375,1825.1,2158.62,15.9652,90
157.011,455000,91,-16317.7490234375,1798.17,2098.81,15.8985,91
157.1556,460000,92,-16581.740234375,1816.66,2160.41,16.1197,92
157.0023,465000,93,-16832.66015625,1831.94,2122.85,15.864,93
156.9761,470000,94,-17013.076171875,1796.28,2121.35,15.7504,94
157.0629,475000,95,-17309.142578125,1800.66,2125.51,15.7751,95
156.9177,480000,96,-17348.89453125,1827.35,2186.58,15.823,96
156.9931,485000,97,-17776.2265625,1762.58,2111.21,15.6082,97
156.8117,490000,98,-17921.130859375,1852.79,2167.05,15.8944,98
156.9999,495000,99,-18286.490234375,1794.31,2069.58,15.611,99
157.0531,500000,100,-18403.427734375,1808.99,2172.23,15.6027,100
156.8728,505000,101,-18659.87109375,1829.57,2177.12,16.0842,101
156.938,510000,102,-19006.072265625,1772.06,2040.74,15.5043,102
157.3112,515000,103,-19284.576171875,1809.48,2148.39,15.9961,103
156.932,520000,104,-19272.9765625,1870.0,2193.07,16.0178,104
156.9933,525000,105,-19683.74609375,1765.05,2136.08,15.6276,105
156.9262,530000,106,-19858.326171875,1812.15,2145.9,15.4404,106
156.9888,535000,107,-20151.974609375,1807.89,2098.25,15.5847,107
156.8757,540000,108,-20178.154296875,1806.64,2118.48,15.3567,108
156.848,545000,109,-20315.5390625,1871.61,2188.28,15.9339,109
156.8451,550000,110,-20543.548828125,1823.15,2184.93,15.3765,110
156.8758,555000,111,-20968.5859375,1829.16,2125.08,15.6758,111
156.8318,560000,112,-21202.46484375,1811.54,2186.63,15.7122,112
156.8198,565000,113,-21390.306640625,1810.94,2157.51,15.4854,113
156.9396,570000,114,-21564.580078125,1841.14,2203.96,15.4844,114
156.9332,575000,115,-21822.328125,1821.32,2158.97,15.4159,115
156.7411,580000,116,-22102.447265625,1802.39,2134.94,15.5416,116
156.9911,585000,117,-22345.568359375,1825.42,2156.62,15.4323,117
156.6979,590000,118,-22623.09765625,1851.84,2152.27,15.4847,118
156.8285,595000,119,-22956.6171875,1875.42,2214.61,16.0736,119
156.8229,600000,120,-23130.111328125,1837.56,2180.5,15.833,120
156.8444,605000,121,-23317.439453125,1861.25,2198.45,15.8393,121
156.9449,610000,122,-23723.70703125,1858.3,2193.51,15.7603,122
156.8656,615000,123,-23875.98828125,1878.97,2181.9,15.7369,123
156.7187,620000,124,-24063.451171875,1866.34,2201.71,15.4897,124
156.7786,625000,125,-24596.03125,1864.18,2148.52,15.8294,125
156.7942,630000,126,-24722.451171875,1864.03,2191.48,15.8964,126
156.8838,635000,127,-25106.033203125,1827.71,2175.77,15.4856,127
156.8512,640000,128,-25386.251953125,1797.83,2173.82,15.6046,128
156.9447,645000,129,-25586.28125,1851.91,2174.64,15.4554,129
156.7488,650000,130,-25841.05859375,1846.97,2162.4,15.4773,130
156.6969,655000,131,-25965.1640625,1885.63,2215.81,15.8143,131
156.8937,660000,132,-26244.107421875,1861.44,2209.51,15.7114,132
156.6952,665000,133,-26486.19140625,1882.88,2197.46,15.741,133
156.7863,670000,134,-26806.71875,1854.99,2188.09,15.4449,134
156.7734,675000,135,-27145.544921875,1881.66,2208.62,15.6397,135
156.737,680000,136,-27454.443359375,1877.6,2237.83,15.8981,136
156.7337,685000,137,-27692.318359375,1885.93,2190.06,15.522,137
156.6096,690000,138,-27747.876953125,1836.45,2150.88,15.1574,138
156.8123,695000,139,-28221.302734375,1853.22,2160.5,15.3698,139
156.8275,700000,140,-28298.6640625,1873.87,2219.15,15.7351,140
156.7182,705000,141,-28709.83984375,1839.46,2132.77,15.2411,141
156.669,710000,142,-28910.826171875,1849.05,2233.28,15.4698,142
156.6648,715000,143,-29097.76953125,1885.86,2202.3,15.6531,143
156.7734,720000,144,-29483.294921875,1886.54,2205.5,15.544,144
156.7439,725000,145,-29894.62890625,1866.22,2182.33,15.7129,145
156.835,730000,146,-30051.908203125,1834.93,2174.17,15.4388,146
156.8826,735000,147,-30419.869140625,1864.71,2191.33,15.4858,147
156.8455,740000,148,-30677.98046875,1904.26,2240.26,15.8467,148
156.6713,745000,149,-30792.494140625,1872.74,2208.21,15.4604,149
156.8348,750000,150,-30898.009765625,1855.41,2156.07,15.3998,150
156.7796,755000,151,-31309.533203125,1831.57,2172.31,15.1453,151
156.9665,760000,152,-31481.185546875,1860.13,2208.46,15.4775,152
156.7096,765000,153,-31532.548828125,1853.62,2204.2,15.3521,153
156.7824,770000,154,-31788.443359375,1866.18,2219.87,15.0478,154
157.0222,775000,155,-32194.59765625,1873.96,2198.19,15.6554,155
156.8461,780000,156,-32349.626953125,1883.59,2219.56,15.4215,156
156.7375,785000,157,-32431.6171875,1879.2,2172.07,15.4227,157
156.6523,790000,158,-32604.0,1870.05,2194.49,15.243,158
156.7605,795000,159,-32917.125,1880.99,2186.59,15.404,159
156.6817,800000,160,-33158.05859375,1874.52,2181.05,15.0999,160
156.6869,805000,161,-33369.3203125,1870.32,2171.01,15.2192,161
156.848,810000,162,-33490.2109375,1888.59,2203.75,15.333,162
156.7605,815000,163,-34086.5546875,1887.8,2209.75,15.8328,163
156.6444,820000,164,-33801.29296875,1887.22,2233.61,15.3476,164
156.7726,825000,165,-34343.828125,1882.81,2234.25,15.3739,165
156.7929,830000,166,-34402.328125,1879.9,2231.32,15.4135,166
156.8643,835000,167,-34677.6953125,1871.64,2195.69,15.5156,167
156.8303,840000,168,-34914.23828125,1906.26,2273.29,15.5329,168
156.7393,845000,169,-35306.98046875,1914.14,2244.97,15.5971,169
156.7862,850000,170,-35633.0625,1879.77,2235.72,15.738,170
156.7557,855000,171,-35777.2890625,1898.93,2218.01,15.4579,171
156.6861,860000,172,-35995.80078125,1899.52,2238.82,15.7039,172
156.6952,865000,173,-36092.67578125,1873.35,2237.33,15.3835,173
156.8463,870000,174,-36368.1640625,1868.05,2190.67,15.44,174
156.6772,875000,175,-36649.5390625,1929.88,2283.69,15.8804,175
156.8203,880000,176,-36787.26171875,1858.59,2174.61,15.3688,176
156.8173,885000,177,-37030.04296875,1873.42,2229.98,15.3913,177
156.7857,890000,178,-37238.3203125,1873.74,2181.77,15.4181,178
156.7807,895000,179,-37562.51171875,1876.52,2215.41,15.3513,179
156.7253,900000,180,-37732.42578125,1901.47,2232.22,15.6023,180
156.6531,905000,181,-37547.94921875,1870.94,2193.93,15.2236,181
156.5666,910000,182,-37949.0703125,1900.63,2210.66,15.2696,182
156.7878,915000,183,-37929.71875,1888.75,2224.83,15.3794,183
156.8306,920000,184,-38405.45703125,1881.76,2206.84,15.4795,184
156.7613,925000,185,-38349.59765625,1886.83,2217.56,15.342,185
156.6982,930000,186,-38487.66015625,1912.17,2224.49,15.3438,186
156.5808,935000,187,-38484.99609375,1914.26,2246.36,15.5894,187
156.9017,940000,188,-38700.8359375,1831.9,2105.04,15.1582,188
156.7299,945000,189,-38897.55859375,1908.74,2256.21,15.4231,189
156.6184,950000,190,-39123.15234375,1894.7,2210.04,15.1801,190
156.8402,955000,191,-39262.375,1849.09,2152.28,15.3583,191
156.8408,960000,192,-39306.953125,1883.5,2199.34,15.531,192
156.7756,965000,193,-39361.6796875,1917.45,2255.34,15.424,193
156.8123,970000,194,-39719.87890625,1800.47,2138.47,15.1728,194
156.8713,975000,195,-39764.44921875,1934.28,2201.42,15.7859,195
156.7127,980000,196,-39582.2421875,1891.8,2168.67,15.3015,196
156.6962,985000,197,-40014.5078125,1938.79,2241.75,15.6175,197
156.7787,990000,198,-40006.171875,1878.83,2227.97,15.3197,198
156.6916,995000,199,-40248.69140625,1881.74,2214.26,15.3113,199
156.7,1000000,200,-40181.734375,1903.72,2225.55,15.2504,200
156.6363,1005000,201,-40403.37109375,1934.03,2254.4,15.3839,201
156.7632,1010000,202,-40603.24609375,1931.76,2249.06,15.4121,202
156.6368,1015000,203,-40723.8671875,1908.67,2235.17,15.226,203
156.6287,1020000,204,-40927.14453125,1925.53,2252.94,15.5153,204
156.7383,1025000,205,-41005.14453125,1932.35,2251.77,15.6413,205
156.6384,1030000,206,-41315.3203125,1908.85,2228.13,15.3358,206
156.7523,1035000,207,-41229.05078125,1928.36,2223.88,15.3453,207
156.6259,1040000,208,-41472.453125,1921.88,2259.18,15.435,208
156.7103,1045000,209,-41571.23046875,1913.94,2253.85,15.4225,209
156.6804,1050000,210,-41821.65625,1948.87,2278.29,15.5629,210
156.6738,1055000,211,-41892.03515625,1925.55,2264.87,15.6053,211
156.6999,1060000,212,-41943.9609375,1921.64,2255.5,15.3378,212
156.7444,1065000,213,-42160.9453125,1902.85,2219.36,15.4299,213
156.6799,1070000,214,-42273.9453125,1896.0,2207.3,15.3361,214
156.6382,1075000,215,-42330.9453125,1914.5,2223.85,15.3576,215
156.684,1080000,216,-42501.7109375,1924.39,2253.95,15.3612,216
156.7517,1085000,217,-42714.7265625,1944.18,2257.08,15.3818,217
156.6518,1090000,218,-42589.95703125,1927.43,2265.54,15.2066,218
156.7423,1095000,219,-42923.56640625,1928.58,2252.02,15.1902,219
156.6804,1100000,220,-42919.8125,1911.12,2219.82,15.3221,220
156.7685,1105000,221,-43059.32421875,1924.36,2210.58,15.3001,221
156.9091,1110000,222,-43488.1953125,1889.57,2183.42,15.1228,222
156.6672,1115000,223,-43416.18359375,1923.54,2231.96,15.4354,223
156.7222,1120000,224,-43465.82421875,1919.37,2242.94,15.317,224
156.7478,1125000,225,-43706.28515625,1922.31,2217.88,15.3604,225
156.5626,1130000,226,-43734.71484375,1939.23,2252.67,15.3564,226
156.5956,1135000,227,-44011.13671875,1915.35,2239.71,15.2677,227
156.4173,1140000,228,-43932.42578125,1900.01,2221.37,15.3247,228
156.5496,1145000,229,-44219.0625,1939.25,2269.85,15.2281,229
156.6765,1150000,230,-44273.89453125,1898.87,2207.03,15.3741,230
156.7807,1155000,231,-44435.9140625,1932.78,2255.16,15.3311,231
156.6636,1160000,232,-44444.9140625,1928.1,2234.23,15.4072,232
156.6919,1165000,233,-44566.72265625,1921.29,2208.88,15.2423,233
156.6575,1170000,234,-44777.69140625,1945.16,2248.77,15.3204,234
156.5397,1175000,235,-44965.03125,1935.88,2243.67,15.4431,235
156.593,1180000,236,-44969.046875,1942.93,2235.41,15.3941,236
156.7596,1185000,237,-45248.3828125,1955.35,2285.78,15.5142,237
156.6648,1190000,238,-45287.73828125,1927.8,2231.25,15.3103,238
156.6443,1195000,239,-45319.44921875,1921.34,2249.05,15.2049,239
156.5316,1200000,240,-45447.46484375,1952.35,2265.09,15.3277,240
156.5702,1205000,241,-45807.56640625,1953.96,2290.25,15.539,241
156.761,1210000,242,-45871.88671875,1950.77,2290.2,15.4194,242
156.6431,1215000,243,-45868.03125,1919.13,2246.44,15.2771,243
156.8237,1220000,244,-46135.26953125,1933.47,2274.26,15.2511,244
156.7475,1225000,245,-46164.70703125,1958.35,2279.82,15.5199,245
156.7028,1230000,246,-46248.18359375,1929.92,2278.61,15.4902,246
156.7058,1235000,247,-46499.5703125,1920.4,2286.29,15.4182,247
156.4754,1240000,248,-46541.64453125,1943.75,2264.33,15.4048,248
156.7512,1245000,249,-46693.04296875,1944.46,2313.49,15.4592,249
156.7902,1250000,250,-46801.6328125,1928.09,2254.14,15.3259,250
156.6769,1255000,251,-46901.8125,1932.15,2259.41,15.2373,251
156.6485,1260000,252,-47091.671875,1956.66,2310.35,15.3371,252
156.6624,1265000,253,-47175.703125,1943.65,2282.32,15.4727,253
156.8311,1270000,254,-47486.8046875,1931.95,2319.25,15.5187,254
156.5423,1275000,255,-47478.046875,1949.26,2299.91,15.3174,255
156.5565,1280000,256,-47515.18359375,1934.32,2303.42,15.3146,256
156.6458,1285000,257,-47557.73046875,1928.42,2273.57,15.4474,257
156.7675,1290000,258,-47796.00390625,1926.01,2271.38,15.3617,258
156.5358,1295000,259,-47819.046875,1946.98,2296.27,15.2959,259
156.7257,1300000,260,-47811.09765625,1918.25,2272.45,15.353,260
156.8356,1305000,261,-48169.734375,1951.52,2269.72,15.7043,261
156.6039,1310000,262,-48171.40234375,1932.16,2288.93,15.4573,262
156.7377,1315000,263,-48298.1796875,1943.47,2282.16,15.3868,263
156.6442,1320000,264,-48395.5546875,1935.22,2259.73,15.5533,264
156.5799,1325000,265,-48604.02734375,1932.54,2288.74,15.5089,265
156.7104,1330000,266,-48566.703125,1951.79,2294.74,15.4615,266
156.6736,1335000,267,-48563.421875,1920.57,2275.5,15.3508,267
156.6895,1340000,268,-48769.39453125,1943.73,2249.22,15.3597,268
156.668,1345000,269,-48747.7421875,1937.46,2278.53,15.4903,269
156.651,1350000,270,-48956.625,1913.43,2273.96,15.3987,270
156.5138,1355000,271,-49092.3984375,1948.42,2287.13,15.5033,271
156.585,1360000,272,-49283.55859375,1946.75,2300.79,15.402,272
156.6488,1365000,273,-49229.27734375,1948.54,2298.39,15.3868,273
156.6563,1370000,274,-49257.72265625,1944.53,2280.3,15.4276,274
156.6662,1375000,275,-49428.29296875,1954.68,2295.22,15.3682,275
156.555,1380000,276,-49481.53125,1922.77,2258.78,15.2185,276
156.7053,1385000,277,-49747.5546875,1935.64,2277.24,15.2424,277
156.6872,1390000,278,-49594.8359375,1927.79,2257.2,15.2785,278
156.5978,1395000,279,-49783.52734375,1933.9,2278.92,15.0513,279
156.7402,1400000,280,-49972.40625,1949.47,2262.27,15.3307,280
156.7588,1405000,281,-50440.50390625,1951.71,2290.46,15.5944,281
156.6886,1410000,282,-50172.1328125,1937.17,2280.44,15.3413,282
156.6855,1415000,283,-50253.23046875,1968.28,2275.94,15.4607,283
156.7396,1420000,284,-50394.36328125,1958.76,2304.37,15.2974,284
156.6475,1425000,285,-50500.0546875,1942.42,2288.18,15.2567,285
156.7491,1430000,286,-50593.234375,1916.35,2271.22,15.3354,286
156.6936,1435000,287,-50740.90234375,1933.68,2290.14,15.1764,287
156.5968,1440000,288,-50633.46484375,1922.0,2279.25,15.1806,288
156.631,1445000,289,-50946.96484375,1931.37,2289.32,15.093,289
156.8236,1450000,290,-51216.33984375,1934.37,2290.06,15.1983,290
156.6372,1455000,291,-51019.49609375,1932.17,2287.81,15.0763,291
156.6873,1460000,292,-51226.73046875,1919.54,2268.63,15.1834,292
156.6704,1465000,293,-51401.19921875,1941.19,2296.1,15.1079,293
156.5933,1470000,294,-51432.3203125,1932.84,2270.08,15.0632,294
156.5982,1475000,295,-51416.00390625,1907.33,2230.88,15.0364,295
156.5404,1480000,296,-51504.30078125,1943.27,2274.34,15.0435,296
156.6474,1485000,297,-51515.76171875,1929.66,2263.41,15.0652,297
156.6932,1490000,298,-51649.98828125,1937.31,2259.49,15.1637,298
156.5325,1495000,299,-51782.37109375,1908.74,2222.78,15.0824,299
156.7458,1500000,300,-52057.97265625,1938.95,2260.11,15.202,300
156.6179,1505000,301,-51897.1875,1936.49,2232.94,15.084,301
156.7196,1510000,302,-52125.484375,1935.82,2272.91,15.3146,302
156.7148,1515000,303,-52158.1640625,1912.1,2250.86,15.1612,303
156.6616,1520000,304,-52366.82421875,1930.34,2266.67,15.2514,304
156.5079,1525000,305,-52395.3828125,1923.73,2267.36,15.3299,305
156.7283,1530000,306,-52246.421875,1900.42,2253.53,15.144,306
156.7178,1535000,307,-52415.08984375,1937.92,2251.25,15.3561,307
156.5498,1540000,308,-52492.66796875,1943.67,2270.19,15.2196,308
156.6419,1545000,309,-52562.015625,1950.26,2267.49,15.3045,309
156.6902,1550000,310,-52572.89453125,1919.95,2237.38,15.0375,310
156.7598,1555000,311,-52835.8515625,1952.14,2283.72,15.2472,311
156.6325,1560000,312,-53018.203125,1931.06,2286.61,15.24,312
156.647,1565000,313,-53092.33203125,1910.74,2282.71,15.1074,313
156.5587,1570000,314,-52867.23046875,1883.77,2240.67,15.2054,314
156.7903,1575000,315,-52946.66015625,1879.64,2213.74,15.0962,315
156.6731,1580000,316,-53101.5078125,1903.76,2221.31,15.2489,316
156.5226,1585000,317,-53134.41015625,1896.51,2214.83,15.0527,317
156.5738,1590000,318,-53228.578125,1893.06,2232.75,15.3442,318
156.6536,1595000,319,-53345.8984375,1934.53,2215.26,15.2867,319
156.6913,1600000,320,-53617.9453125,1868.4,2197.84,15.0709,320
156.5468,1605000,321,-53478.2734375,1886.25,1871.67,14.9788,321
156.5941,1610000,322,-53621.40625,1850.82,1989.52,14.9794,322
156.6467,1615000,323,-53616.88671875,1914.9,2236.95,15.1992,323
156.425,1620000,324,-53953.18359375,1865.47,2226.77,15.1852,324
156.5521,1625000,325,-54043.21875,1916.85,2266.31,15.3851,325
156.6516,1630000,326,-53867.04296875,1906.32,2259.73,15.1925,326
156.5869,1635000,327,-54229.4375,1937.85,2303.28,15.274,327
156.6844,1640000,328,-54409.3359375,1938.47,2273.85,15.3743,328
156.6066,1645000,329,-54248.03125,1915.41,2248.27,15.2684,329
156.5911,1650000,330,-54496.72265625,1932.97,2299.41,15.4814,330
156.6348,1655000,331,-54493.26171875,1917.43,2301.59,15.3169,331
156.7618,1660000,332,-54587.63671875,1914.91,2266.51,15.3558,332
156.7342,1665000,333,-54824.84765625,1948.86,2319.01,15.3181,333
156.599,1670000,334,-54685.73046875,1927.97,2286.55,15.257,334
156.6065,1675000,335,-54863.3671875,1940.89,2300.33,15.2657,335
156.6533,1680000,336,-54831.0078125,1903.03,2232.78,15.1154,336
156.5114,1685000,337,-54930.01953125,1921.27,2267.89,15.443,337
156.53,1690000,338,-55029.50390625,1918.25,2269.09,15.3034,338
156.7384,1695000,339,-55000.35546875,1921.59,2261.08,15.233,339
156.6153,1700000,340,-55054.703125,1914.8,2262.87,15.1725,340
156.6541,1705000,341,-55162.2578125,1932.46,2286.12,15.195,341
156.6619,1710000,342,-55279.4453125,1902.27,2282.6,15.1387,342
156.8499,1715000,343,-55155.4375,1920.35,2267.87,15.3595,343
156.8082,1720000,344,-55505.1953125,1918.92,2254.48,15.3545,344
156.6788,1725000,345,-55617.9375,1924.96,2287.32,15.4175,345
156.8268,1730000,346,-55767.3046875,1917.93,2267.89,15.3308,346
156.4098,1735000,347,-55778.03515625,1928.96,2289.66,15.3696,347
156.5204,1740000,348,-55789.31640625,1906.02,2265.04,15.1434,348
156.8011,1745000,349,-56016.9140625,1917.92,2275.12,15.3027,349
156.7199,1750000,350,-55931.578125,1917.05,2260.2,15.136,350
156.5813,1755000,351,-56130.83203125,1906.79,2264.76,15.2297,351
156.6216,1760000,352,-56172.59375,1936.1,2256.28,15.3342,352
156.5812,1765000,353,-56363.29296875,1906.65,2267.91,15.2485,353
156.6578,1770000,354,-56463.87109375,1931.13,2253.9,15.226,354
156.68,1775000,355,-56597.6953125,1934.4,2303.64,15.3734,355
156.8207,1780000,356,-56297.78515625,1935.75,2261.2,15.2024,356
156.6877,1785000,357,-56530.26953125,1908.79,2238.47,15.3027,357
156.6797,1790000,358,-56581.98046875,1918.7,2265.06,15.1782,358
156.5647,1795000,359,-56744.53125,1941.31,2283.33,15.2452,359
156.6038,1800000,360,-56913.72265625,1926.7,2278.36,15.1384,360
156.6079,1805000,361,-56858.26171875,1930.92,2268.29,15.1347,361
156.4991,1810000,362,-56894.48046875,1896.59,2219.4,15.2614,362
156.6776,1815000,363,-57159.7109375,1934.73,2252.53,15.2968,363
156.5762,1820000,364,-57319.94921875,1926.75,2272.64,15.146,364
156.6042,1825000,365,-57502.86328125,1916.24,2295.48,15.1602,365
156.7123,1830000,366,-57367.12109375,1918.16,2229.25,15.179,366
156.5018,1835000,367,-57241.99609375,1935.13,2246.47,15.2408,367
156.7264,1840000,368,-57534.140625,1932.56,2287.51,15.1435,368
156.6391,1845000,369,-57608.765625,1914.07,2272.9,15.2984,369
156.6608,1850000,370,-57769.92578125,1926.37,2251.09,15.1068,370
156.6756,1855000,371,-57712.94921875,1927.84,2272.26,15.0766,371
156.609,1860000,372,-57910.08984375,1945.0,2294.84,15.1191,372
156.7604,1865000,373,-58025.61328125,1919.06,2251.45,15.2669,373
156.7061,1870000,374,-57918.296875,1925.84,2247.76,15.2494,374
156.6394,1875000,375,-58476.42578125,1945.93,2312.48,15.4647,375
156.7396,1880000,376,-58393.7109375,1950.39,2290.71,15.3878,376
156.5225,1885000,377,-58372.015625,1967.16,2296.37,15.3681,377
156.5587,1890000,378,-58611.57421875,1954.35,2315.47,15.2734,378
156.6199,1895000,379,-58876.51953125,1969.75,2305.03,15.4556,379
156.6802,1900000,380,-58563.59375,1948.29,2291.6,15.249,380
156.5459,1905000,381,-58803.82421875,1966.67,2313.38,15.4647,381
156.5552,1910000,382,-58857.1796875,1974.63,2310.46,15.3489,382
156.6928,1915000,383,-59042.7890625,1943.53,2286.62,15.1573,383
156.7161,1920000,384,-58964.1875,1956.95,2291.28,15.5405,384
156.7177,1925000,385,-59117.0703125,1967.17,2299.81,15.3373,385
156.5998,1930000,386,-58955.1328125,1956.36,2297.13,15.24,386
156.7312,1935000,387,-59300.0859375,1937.36,2285.6,15.3579,387
156.717,1940000,388,-59171.82421875,1947.5,2295.82,15.3252,388
156.6268,1945000,389,-59252.703125,1956.62,2270.01,15.3153,389
156.549,1950000,390,-59520.13671875,1959.8,2301.41,15.32,390
156.5799,1955000,391,-59726.91015625,1960.34,2285.18,15.3377,391
156.6699,1960000,392,-59764.7109375,1950.06,2283.97,15.3444,392
