Running Reverse KL,Itration,Real Sto Return,Running Forward KL,Real Det Return
65.8037,133,4679.49,72.3644,5539.77
71.3292,134,4636.35,75.5565,5122.58
63.9773,135,4569.99,70.1891,5552.68
69.7471,136,5280.94,75.4724,4941.3
71.5991,137,4462.57,76.4586,5554.82
72.4985,138,5197.11,76.3165,5490.74
69.2192,139,4834.95,75.9877,5343.78
71.3675,140,5131.52,74.5681,5493.82
70.0597,141,4909.87,74.0912,5485.26
64.1317,142,5225.43,68.8089,5080.38
69.6161,143,5204.85,76.5241,5640.28
66.9271,144,4600.23,70.411,5261.51
68.2238,145,4901.99,75.8341,5158.86
80.7707,146,4564.93,77.3624,5403.87
67.1928,147,5279.11,73.6872,5598.45
73.2286,148,4926.78,77.3785,5532.35
75.7244,149,5127.04,77.9485,5047.44
67.4363,150,4790.05,74.9051,5640.3
75.3034,151,4927.78,77.2976,4972.91
69.2918,152,5204.45,75.7207,5558.81
61.9294,153,4921.15,68.2289,5365.84
73.76,154,5253.29,76.446,5448.96
73.2971,155,4767.72,76.1366,5569.04
63.8708,156,4926.33,70.1537,5132.01
68.9851,157,5153.24,75.0342,5159.55
66.8765,158,5029.12,74.3216,5635.87
68.6161,159,5276.43,71.7925,5631.13
71.7363,160,4907.03,76.246,5536.14
71.6884,161,5266.16,76.1859,5640.18
68.1748,162,5104.55,74.2178,5687.21
60.5967,163,5121.09,68.7069,5802.67
71.2518,164,4819.96,75.0368,5459.64
66.7961,165,5233.75,74.3631,5166.32
71.9801,166,5405.77,75.5576,5728.04
70.5761,167,4721.83,74.8925,5353.9
67.9045,168,5422.05,75.0853,5491.49
71.1879,169,5020.96,77.3935,5468.6
64.2449,170,5192.29,68.7916,5451.82
69.641,171,5099.66,76.0864,5777.66
68.3899,172,5172.79,76.2177,5529.57
57.872,173,5118.58,67.6427,5795.44
67.926,174,5076.54,75.1894,5443.79
66.2096,175,5280.96,73.1272,5066.7
73.11,176,5390.65,77.6506,5071.63
73.024,177,5415.92,77.1229,5675.4
73.915,178,5302.94,77.1043,5572.88
69.5715,179,5152.9,76.458,5818.25
73.1096,180,4867.87,76.3987,5718.28
67.3315,181,5427.08,75.6751,5738.51
74.4841,182,4949.6,77.2066,5658.19
70.5421,183,5198.66,75.6659,5490.46
69.81,184,5224.48,76.7982,5781.53
67.4945,185,5038.65,74.1428,5907.72
71.514,186,5400.05,75.9535,5534.05
68.7594,187,5530.24,74.1776,5881.42
58.8992,188,5026.91,67.7254,5568.53
62.2832,189,5253.18,69.0246,5728.93
72.4224,190,4526.15,76.0148,5304.44
71.6789,191,5224.64,76.4979,5631.41
65.7727,192,5033.22,72.9088,5710.58
64.4564,193,5433.07,75.5937,5974.21
67.2011,194,5511.46,74.6095,5827.58
68.6106,195,5159.24,75.9456,5756.31
70.6117,196,5316.48,74.6259,5574.49
72.2741,197,5426.79,76.3428,5679.93
72.7855,198,5046.97,76.9547,5771.83
66.8519,199,4998.15,75.5448,5616.16
68.7749,200,5324.12,74.4633,5622.27
67.4695,201,5281.26,75.0882,5731.72
67.7545,202,5258.99,74.0244,5595.4
64.52,203,5134.02,73.8542,5881.39
67.3379,204,5059.8,72.6161,5829.77
63.2108,205,5547.75,73.1029,5900.82
66.7126,206,5358.14,75.1323,5858.08
65.3921,207,5488.93,73.808,5859.77
61.1657,208,5426.91,68.2532,5733.57
66.9321,209,5509.06,75.4756,5894.64
59.3435,210,5153.1,68.5506,5578.46
68.4566,211,5443.1,74.6648,5854.06
66.1449,212,5133.42,71.5935,5768.15
59.9113,213,5245.54,68.9176,5723.18
68.4192,214,5485.2,74.1626,5380.82
67.9402,215,5000.79,74.5472,5807.67
65.7947,216,5080.81,74.1183,5749.55
71.0571,217,4911.51,75.8933,5906.98
66.6875,218,5512.12,73.8569,5901.95
61.9128,219,5403.64,68.9149,5749.6
68.0161,220,4625.62,75.3467,5901.13
61.6686,221,5219.24,69.7593,5961.76
68.763,222,4868.96,75.3687,5334.59
63.2361,223,5538.23,69.4655,5597.29
58.1676,224,5280.85,68.2915,5659.07
71.8207,225,5279.12,76.5139,5982.62
70.318,226,5408.27,75.226,5895.35
62.686,227,5039.63,69.2389,5957.35
65.7343,228,5204.66,74.2738,5857.3
69.1343,229,5326.46,74.8933,5888.83
61.7495,230,5239.16,69.5081,5782.82
71.5163,231,5384.81,77.0141,5885.7
69.4765,232,5391.2,76.9817,5910.69
68.7673,233,5514.04,75.8546,5864.54
68.0249,234,5143.4,75.04,5396.9
69.2987,235,5542.66,75.9574,5883.51
58.6771,236,5510.12,67.272,5840.34
71.0799,237,5019.64,77.4482,5776.77
69.7948,238,4718.38,75.0341,5496.22
65.1996,239,5147.52,71.0765,5883.98
66.6422,240,4889.79,70.1939,5480.6
71.3875,241,5052.28,76.981,5939.39
71.9902,242,4313.45,75.705,5756.03
69.1246,243,5446.41,76.865,5899.65
69.8689,244,5512.16,76.1361,5824.73
70.4206,245,5591.88,76.7501,5569.19
69.2544,246,5251.47,75.5278,5344.19
61.978,247,5529.52,68.9658,5697.77
71.8841,248,5194.26,77.0153,5387.67
61.7252,249,5100.72,68.0099,5639.59
71.4475,250,5391.37,75.8229,5973.4
60.9484,251,5209.47,67.6736,5176.31
69.2338,252,5391.87,76.7103,5616.04
64.1787,253,4532.67,74.2608,5298.7
69.3587,254,5292.37,76.8914,5688.86
57.5666,255,4586.36,67.9764,6006.87
71.4714,256,5017.9,75.6894,5885.32
62.998,257,5416.55,68.962,5964.43
69.114,258,5107.7,76.8864,5580.22
58.2646,259,4432.73,67.3152,5439.22
60.7913,260,4318.37,70.5042,6001.15
61.4585,261,5402.33,70.6318,5652.98
63.8579,262,5189.28,74.8316,6047.92
60.4784,263,5519.83,69.4818,5590.17
69.2805,264,5287.49,75.954,5629.47
59.8713,265,4983.03,69.4097,5370.18
69.2344,266,5220.61,77.1268,5679.09
63.0851,267,4922.85,73.4729,5417.74
65.7581,268,5463.17,75.8618,5448.78
60.7774,269,4727.41,70.6465,5489.68
60.578,270,5400.39,68.7967,5774.8
68.3931,271,5239.79,76.5424,6019.59
55.8289,272,5592.56,67.6476,5544.98
69.3402,273,4568.34,77.4601,6040.4
69.4904,274,5647.54,76.6746,5800.81
68.2959,275,5257.35,75.0711,6003.92
52.8522,276,5103.46,66.9315,5146.36
71.2156,277,5143.83,77.3723,5660.41
58.1529,278,5407.46,68.9673,5710.47
64.3188,279,5322.36,72.7127,5752.57
57.4846,280,5209.9,68.2668,5722.65
65.4745,281,4721.25,75.921,5261.92
64.3044,282,5100.7,75.0799,5743.04
67.907,283,5101.73,76.3026,5016.03
69.4335,284,5106.33,76.8784,6073.32
61.5429,285,4998.75,68.8766,6091.74
68.3549,286,4866.49,76.5714,5900.81
67.5027,287,5685.35,75.1341,6087.81
60.2251,288,5496.98,69.1079,5724.79
64.7103,289,5480.57,71.9453,5719.98
66.0831,290,5677.64,75.3077,5971.42
49.6474,291,4961.84,65.3421,5524.95
65.6365,292,5420.39,74.7166,5647.6
54.436,293,5384.58,67.3601,5973.89
65.8456,294,5360.94,75.2948,5807.71
56.4785,295,4272.91,68.5855,5010.03
58.7906,296,5303.33,70.3368,5865.54
66.1024,297,4855.52,75.4773,5418.43
60.3022,298,4938.78,69.0412,5811.0
67.3534,299,5417.18,76.3355,5742.78
59.9518,300,5491.97,68.4656,5744.59
65.6245,301,5339.85,75.7737,6075.38
65.7851,302,4594.73,75.6043,5617.23
64.5959,303,5171.12,74.3002,5633.01
60.14,304,5326.92,69.0583,5843.02
66.3262,305,4894.84,76.0427,5545.05
69.7694,306,5669.24,77.2098,5520.71
62.3466,307,5642.54,69.4797,6019.25
60.6014,308,5489.37,68.1639,5583.09
69.2941,309,5534.41,75.0857,5626.28
71.3304,310,4835.54,75.9402,5413.33
63.8807,311,5170.02,75.3235,6123.2
69.3714,312,5076.27,76.5505,5725.41
54.3501,313,5274.47,65.8859,5578.47
59.0025,314,5096.43,68.8837,6099.68
66.4056,315,5437.4,75.2836,5342.14
72.0036,316,5084.35,76.2568,5820.01
60.4049,317,5593.83,69.8509,5656.15
69.5451,318,4883.59,76.2322,5310.49
69.9708,319,5374.57,76.8432,5656.19
70.9552,320,4702.27,77.4105,5730.62
69.3576,321,4843.02,74.5732,6014.54
70.3458,322,5691.21,77.4167,6096.65
