Running Update Time,Itration,Reward Loss,Running Env Steps,Running Forward KL,Running Reverse KL,Real Det Return,Real Sto Return
70,70,-1027.481689453125,350000,38.5702,15.3753,3567.3,4170.2
71,71,-1209.98291015625,355000,39.7352,15.5057,4298.04,4195.27
72,72,-1240.4498291015625,360000,38.1421,16.4118,4389.46,4437.28
73,73,-1419.186279296875,365000,39.2218,18.1128,4428.41,4348.43
74,74,-1271.6534423828125,370000,38.8596,14.8587,4395.83,4270.27
75,75,-1238.350341796875,375000,38.5582,15.4701,4424.57,4293.42
76,76,-1216.559326171875,380000,37.7259,13.0832,4281.78,4094.69
77,77,-1359.64990234375,385000,38.499,13.9213,4309.97,3967.04
78,78,-1209.042236328125,390000,38.5142,16.0525,4386.34,4389.56
79,79,-1181.0460205078125,395000,37.8609,13.6913,4334.97,4391.64
80,80,-1290.057861328125,400000,38.3047,15.8577,4497.09,4485.07
81,81,-1315.2742919921875,405000,37.3385,14.1811,4436.99,4275.41
82,82,-1284.3955078125,410000,37.8135,14.3927,4455.03,4461.76
83,83,-1139.766845703125,415000,37.6762,14.8985,4509.63,4521.96
84,84,-1353.322265625,420000,37.0108,15.1788,4602.57,4557.79
85,85,-1406.005615234375,425000,37.2989,14.0167,4706.26,4631.38
86,86,-1262.1650390625,430000,37.0037,14.5626,4485.53,4537.23
87,87,-1216.1041259765625,435000,36.7903,14.3786,4560.45,4533.73
88,88,-1317.0540771484375,440000,36.9398,14.411,4499.16,4515.87
89,89,-1293.6851806640625,445000,37.503,14.551,4691.75,4685.23
90,90,-1231.321533203125,450000,36.0382,13.2842,4461.96,4496.22
91,91,-1319.240478515625,455000,37.31,14.5245,4656.42,4636.91
92,92,-1296.0052490234375,460000,36.2022,14.2752,4730.99,4728.15
93,93,-1561.802734375,465000,38.52,15.9263,4754.22,4647.95
94,94,-1293.122314453125,470000,37.2235,15.0655,4753.71,4721.47
95,95,-1393.5372314453125,475000,36.5527,14.3571,4906.08,4728.8
96,96,-3266.339111328125,480000,51.5483,17.3618,27.3,68.18
97,97,-2631.341552734375,485000,39.8692,17.8105,411.73,1148.65
98,98,-1500.3851318359375,490000,37.0779,15.7306,4492.02,4456.86
99,99,-1403.5999755859375,495000,36.2532,15.0551,4665.7,4662.82
100,100,-1448.7061767578125,500000,36.3908,14.2555,4688.5,4676.86
101,101,-1556.4844970703125,505000,38.8588,17.284,4722.25,4593.42
102,102,-1464.5595703125,510000,37.447,15.5812,4809.68,4745.43
103,103,-1546.0712890625,515000,37.2796,15.1507,4618.31,4438.89
104,104,-1489.652099609375,520000,36.2846,15.9099,4951.24,4893.58
105,105,-1469.170654296875,525000,37.7446,16.4552,4985.51,4669.48
106,106,-1474.9854736328125,530000,35.8365,15.63,4950.72,4841.85
107,107,-1404.6514892578125,535000,35.9741,15.0192,5018.35,4835.62
108,108,-1586.5751953125,540000,37.7412,17.069,4955.49,4841.52
109,109,-1643.4014892578125,545000,38.1833,17.05,4047.21,4594.87
110,110,-1396.1007080078125,550000,35.0144,15.0669,5121.43,4955.74
111,111,-1707.4371337890625,555000,37.8126,14.4629,4843.16,4766.76
112,112,-1601.410888671875,560000,37.2983,16.1599,5030.41,4890.25
113,113,-1501.1922607421875,565000,36.4285,15.6159,5036.91,4877.48
114,114,-1583.7471923828125,570000,35.517,14.4241,5044.6,4733.99
115,115,-1693.355712890625,575000,37.4883,16.0834,5000.8,4809.88
116,116,-1637.4173583984375,580000,36.2444,14.1026,4968.92,4780.08
117,117,-1612.3145751953125,585000,36.438,14.3028,5005.3,4840.48
118,118,-1768.9443359375,590000,38.324,16.1363,4931.74,4830.35
119,119,-1699.100341796875,595000,36.8863,14.3559,5005.09,4588.76
120,120,-1658.790283203125,600000,36.0392,14.6623,5127.84,4923.26
121,121,-2106.312255859375,605000,38.551,14.2225,4459.23,4650.66
122,122,-1888.4122314453125,610000,36.6708,14.2492,4819.42,4765.53
123,123,-1838.186279296875,615000,36.4106,13.9436,5061.71,4912.46
124,124,-1734.4268798828125,620000,36.6897,14.682,5041.41,4855.99
125,125,-2006.9124755859375,625000,37.8303,15.1771,5085.56,4863.39
126,126,-1785.744140625,630000,35.954,14.36,5005.75,4888.88
127,127,-1884.5362548828125,635000,37.32,13.413,4921.01,4330.64
128,128,-1807.3721923828125,640000,34.1369,13.7319,4965.55,4950.77
129,129,-2127.87841796875,645000,36.5945,13.0025,4888.8,4564.51
130,130,-1872.5537109375,650000,36.3705,14.161,5048.44,4903.95
131,131,-1635.61767578125,655000,35.0485,12.7881,5076.78,4944.71
132,132,-2108.6005859375,660000,37.2084,14.355,5016.02,4641.44
133,133,-1729.549072265625,665000,35.2404,13.0167,5127.68,4934.32
134,134,-1793.1458740234375,670000,35.7405,14.2262,4990.0,4880.76
135,135,-1929.1016845703125,675000,36.9495,15.8849,5157.37,5050.86
136,136,-1882.0489501953125,680000,34.7578,13.9995,4972.37,4884.82
137,137,-1929.1253662109375,685000,36.1045,15.4691,5050.9,4949.6
138,138,-1877.791015625,690000,36.4393,13.86,5005.46,4846.33
139,139,-1945.628662109375,695000,36.2297,13.5206,5051.2,4704.08
140,140,-2083.1220703125,700000,37.1276,15.3953,5053.39,4899.15
141,141,-1911.6873779296875,705000,35.6106,14.3404,5036.17,4896.82
142,142,-2074.426513671875,710000,36.4735,15.6824,4984.22,4889.31
143,143,-2136.74609375,715000,36.3417,16.9558,5143.33,5009.92
144,144,-2104.015380859375,720000,35.7918,16.2181,5133.73,4974.04
145,145,-2118.3818359375,725000,35.871,14.9309,4999.55,4958.91
146,146,-1980.129150390625,730000,35.5781,14.8301,5133.26,5002.63
147,147,-2194.58447265625,735000,35.6321,15.8339,5121.88,4933.83
148,148,-2072.971923828125,740000,35.7311,14.7871,5134.98,4965.32
149,149,-2057.2314453125,745000,34.6154,14.1437,5045.79,4933.66
150,150,-2197.23876953125,750000,36.0269,15.7473,5101.65,4953.67
151,151,-2143.56103515625,755000,36.1246,16.0204,5158.66,4994.64
152,152,-2065.543701171875,760000,34.8489,13.1834,5103.71,4877.74
153,153,-2039.36328125,765000,34.3795,14.4859,5120.93,5004.1
154,154,-2114.678466796875,770000,34.8604,13.6558,5097.72,4988.23
155,155,-2129.15478515625,775000,35.4263,14.9739,5118.77,4982.63
156,156,-2193.87353515625,780000,36.34,15.1745,5037.95,4961.02
157,157,-2057.564453125,785000,34.5448,13.7502,5097.4,4981.93
158,158,-2254.38037109375,790000,35.7185,14.8555,5206.01,4929.42
159,159,-2165.344482421875,795000,35.1286,14.5059,5116.14,4962.38
160,160,-2456.943603515625,800000,36.8359,15.1996,5083.34,4882.83
161,161,-2351.9111328125,805000,36.3425,15.4854,5133.01,5006.77
162,162,-2411.977783203125,810000,37.0827,15.1687,5051.87,4913.32
163,163,-2456.2392578125,815000,36.807,16.8664,5125.5,4982.53
164,164,-2220.4609375,820000,35.7323,14.6835,5192.37,5050.52
165,165,-2406.0087890625,825000,36.0077,15.4674,5164.53,4984.39
166,166,-2497.005859375,830000,36.3065,15.3127,5137.52,4982.42
167,167,-2595.366455078125,835000,36.3632,15.1,5096.11,4986.85
168,168,-2384.19189453125,840000,35.521,14.9764,5057.38,4952.71
169,169,-2536.539794921875,845000,36.0826,15.1562,5075.34,4963.6
170,170,-2542.608154296875,850000,35.8591,15.4656,5126.04,4968.58
171,171,-2554.385009765625,855000,35.4927,14.9548,5164.14,5014.89
172,172,-2545.39306640625,860000,36.0648,15.5938,5182.56,4987.9
173,173,-2490.340576171875,865000,35.9592,14.6301,5060.15,4964.06
174,174,-2676.770263671875,870000,36.3197,15.2608,5189.09,4962.43
175,175,-2552.56396484375,875000,35.7179,14.7751,5092.73,4908.02
176,176,-2467.36669921875,880000,35.5172,14.9269,5136.36,5034.9
177,177,-2425.221435546875,885000,34.1586,14.7087,5204.11,5044.3
178,178,-2578.811279296875,890000,35.036,14.4753,5086.91,4995.83
179,179,-2836.436279296875,895000,36.9576,16.3757,5114.35,4946.57
180,180,-2668.601806640625,900000,35.8423,14.7737,5068.06,4989.37
181,181,-2744.27001953125,905000,36.4895,17.049,5183.72,4979.17
182,182,-2819.00830078125,910000,36.5928,15.1978,5139.56,4972.3
183,183,-2865.943603515625,915000,37.4268,15.7899,5118.74,4887.89
184,184,-2698.0986328125,920000,36.1671,14.179,5113.48,4604.4
185,185,-2991.582275390625,925000,36.4586,15.7903,5127.16,4991.72
186,186,-2794.53076171875,930000,35.7409,15.0619,5182.56,5018.49
187,187,-2839.837158203125,935000,35.4962,14.3336,5026.1,4958.95
188,188,-2732.10595703125,940000,35.3534,15.028,5154.36,4980.54
189,189,-2934.998291015625,945000,36.3635,15.5053,5215.44,4950.88
190,190,-2996.6376953125,950000,36.5117,15.2038,5129.36,4967.19
191,191,-2882.005859375,955000,36.6784,15.0441,5126.6,4774.79
192,192,-2952.509521484375,960000,35.9136,14.2184,5035.58,4936.79
193,193,-2954.16796875,965000,36.0086,14.2722,5133.08,4947.96
194,194,-2973.72802734375,970000,35.4252,13.8807,4902.12,4795.17
195,195,-3026.06982421875,975000,36.3995,15.2554,5167.28,5027.71
196,196,-3075.12646484375,980000,36.2419,15.1092,5126.28,4946.94
197,197,-3069.62939453125,985000,36.1448,15.5631,5089.61,4976.83
198,198,-2960.3505859375,990000,34.4898,15.5147,5174.81,5005.9
199,199,-3152.932861328125,995000,36.6688,14.632,5127.51,4960.3
200,200,-2951.63916015625,1000000,35.7063,14.5956,5144.62,4997.89
201,201,-2990.3125,1005000,35.5228,14.9244,5176.73,5015.14
202,202,-3060.262939453125,1010000,35.9288,14.9613,5167.64,5035.07
203,203,-3206.297607421875,1015000,35.9676,14.0306,5181.55,5045.63
204,204,-2893.5244140625,1020000,35.1588,14.4614,5277.97,5074.46
205,205,-3129.221923828125,1025000,35.5374,14.9522,5172.79,5032.17
206,206,-3163.531494140625,1030000,35.4725,14.4234,5204.79,5023.52
207,207,-3239.200927734375,1035000,35.7559,14.7257,5189.74,5037.05
208,208,-3206.764404296875,1040000,35.1118,14.7798,5250.97,5053.82
209,209,-3321.87109375,1045000,36.1313,15.0969,5186.82,5017.18
210,210,-3263.77734375,1050000,34.9151,14.6031,5254.07,5061.17
211,211,-3261.301513671875,1055000,34.8379,14.4354,5252.46,5068.39
212,212,-3299.64111328125,1060000,35.0415,14.6539,5251.8,5063.3
213,213,-3338.115234375,1065000,35.7906,15.1624,5206.33,5046.28
214,214,-3125.443603515625,1070000,34.1223,13.7686,5208.61,5069.24
215,215,-3297.06494140625,1075000,35.0385,14.6465,5221.46,5049.41
216,216,-3207.042724609375,1080000,34.4395,14.1847,5229.51,5050.93
217,217,-3326.882568359375,1085000,34.2302,14.2735,5258.57,5044.34
218,218,-3462.439453125,1090000,34.9909,15.053,5136.01,4793.02
219,219,-3359.845703125,1095000,34.1533,13.4652,5196.24,5046.28
220,220,-3304.129150390625,1100000,34.482,14.1944,5201.41,5048.02
221,221,-3244.91845703125,1105000,34.312,14.1295,5180.0,5035.44
222,222,-3431.765380859375,1110000,34.5303,12.5639,5160.36,4693.22
223,223,-3408.1669921875,1115000,34.5287,14.261,5228.31,5043.61
224,224,-3509.8623046875,1120000,35.1058,14.6827,5246.99,5042.3
225,225,-3412.501708984375,1125000,34.8046,14.0827,5215.02,5059.86
226,226,-3283.248046875,1130000,33.8155,14.5127,5362.99,5124.01
227,227,-3541.591796875,1135000,34.6141,14.9049,5287.13,5141.8
228,228,-3597.641357421875,1140000,34.8887,15.0132,5286.41,4970.31
229,229,-3611.2822265625,1145000,35.0531,15.3288,5324.75,5054.93
230,230,-3652.8583984375,1150000,35.3642,15.3048,5284.37,5084.21
231,231,-3683.172607421875,1155000,35.1794,14.9824,5286.48,5055.1
232,232,-3522.86865234375,1160000,34.2146,14.0309,5233.67,5063.87
233,233,-3751.418701171875,1165000,35.3068,14.7694,5218.97,5059.02
234,234,-3667.16455078125,1170000,34.8627,14.9581,5262.86,5089.68
235,235,-3657.96240234375,1175000,34.7558,14.3058,5221.37,5079.62
236,236,-3929.956787109375,1180000,35.9079,15.6284,5196.87,5073.9
237,237,-4010.24072265625,1185000,36.184,14.8551,5191.04,5052.69
238,238,-3831.0205078125,1190000,35.2549,14.4712,5205.74,5035.76
239,239,-3856.054931640625,1195000,35.4216,14.5044,5257.31,5071.49
240,240,-3897.546142578125,1200000,35.355,14.2711,5241.77,4956.13
241,241,-3717.752685546875,1205000,34.9121,13.5703,5272.88,5083.76
242,242,-3747.596923828125,1210000,35.2411,14.6651,5303.08,5076.18
243,243,-3672.194091796875,1215000,35.2513,14.0475,5200.7,4863.76
244,244,-3658.866455078125,1220000,34.2793,14.1357,5274.54,5071.4
245,245,-3932.097412109375,1225000,34.9656,14.2669,5262.32,5079.75
246,246,-3994.2939453125,1230000,35.1161,14.2027,5224.24,5033.93
247,247,-3854.232177734375,1235000,34.7367,14.4159,5267.81,5034.21
248,248,-3815.9736328125,1240000,34.5234,14.1192,5275.49,5056.95
249,249,-3972.632568359375,1245000,34.6128,14.0863,5287.69,4826.01
250,250,-3970.126220703125,1250000,34.0458,13.3203,4864.63,4781.4
251,251,-3812.26318359375,1255000,34.3991,13.6376,5232.05,5076.87
252,252,-3950.92529296875,1260000,34.166,14.5044,5228.36,5087.32
253,253,-4005.20654296875,1265000,34.6143,14.1902,5209.42,5057.75
254,254,-3973.24267578125,1270000,34.6476,14.1469,5225.84,5075.62
255,255,-3911.221923828125,1275000,34.6019,13.9146,5146.04,5065.95
256,256,-3946.484130859375,1280000,33.8131,13.0299,5148.22,5113.87
257,257,-4007.430908203125,1285000,34.9316,14.3854,5259.29,5080.59
258,258,-3775.8505859375,1290000,34.214,13.4644,5175.43,5078.67
259,259,-3950.258544921875,1295000,34.8543,14.2365,5267.21,5081.02
260,260,-3906.44384765625,1300000,33.865,13.8525,5240.09,5096.68
261,261,-4083.305908203125,1305000,34.7764,13.6685,5163.92,5072.73
262,262,-4103.6455078125,1310000,34.3177,13.4654,5284.88,5088.56
263,263,-4078.266357421875,1315000,34.4208,14.0121,5212.84,5077.94
264,264,-4172.3505859375,1320000,34.0361,13.6466,5240.59,5110.92
265,265,-4199.3740234375,1325000,33.7229,13.925,5319.15,5169.93
266,266,-4335.25732421875,1330000,34.0404,13.1368,5286.68,5108.4
267,267,-4240.984375,1335000,34.3025,13.2989,5235.47,5107.34
268,268,-4312.33642578125,1340000,33.8441,13.3031,5238.52,5060.39
269,269,-4124.923828125,1345000,33.6317,12.748,5304.5,5126.65
270,270,-4561.37841796875,1350000,34.866,12.3098,5294.59,4620.6
271,271,-5304.36669921875,1355000,34.1688,17.2693,5409.04,3645.63
272,272,-4348.33544921875,1360000,33.446,13.3463,5383.26,5180.11
273,273,-4169.1181640625,1365000,33.1688,12.3936,5379.63,5160.82
274,274,-4816.0791015625,1370000,33.7775,13.7044,5366.94,4126.04
275,275,-4474.240234375,1375000,33.5105,12.7167,5360.84,5052.45
276,276,-4206.673828125,1380000,32.9003,13.1381,5425.83,5164.95
277,277,-4456.22119140625,1385000,33.2695,13.4635,5464.82,5196.15
278,278,-4770.7451171875,1390000,33.8754,13.0537,5390.42,5174.39
279,279,-4559.501953125,1395000,33.8973,13.5627,5391.03,5181.87
280,280,-4358.8359375,1400000,33.5202,13.1654,5397.53,5213.58
281,281,-4400.04345703125,1405000,33.5125,13.7161,5428.7,5082.79
282,282,-4477.396484375,1410000,33.7653,13.1192,5355.64,5172.56
283,283,-4431.50732421875,1415000,32.9292,12.762,5347.55,5210.35
284,284,-4768.021484375,1420000,33.831,12.866,5344.66,4924.22
285,285,-4633.40673828125,1425000,33.5319,13.0957,5447.11,4703.64
286,286,-4455.208984375,1430000,33.6392,12.9728,5388.46,4957.66
287,287,-4626.22998046875,1435000,33.5969,13.3986,5394.35,4945.4
288,288,-6995.10693359375,1440000,54.3883,31.8407,-4.51,-4.5
289,289,-7511.62744140625,1445000,47.2645,44.247,503.77,478.8
290,290,-8452.4306640625,1450000,49.0884,25.8597,377.48,372.99
291,291,-6745.5986328125,1455000,39.7052,16.4768,1474.97,1043.2
292,292,-8034.533203125,1460000,41.2971,28.7406,1487.5,1565.46
293,293,-6271.4736328125,1465000,38.3693,18.0205,4240.09,4093.62
294,294,-4735.23681640625,1470000,37.5802,17.2221,4295.27,4090.9
295,295,-8657.87890625,1475000,50.4605,64.1649,26.28,112.23
296,296,-9131.4453125,1480000,52.6591,81.9556,126.24,144.07
297,297,-8937.2314453125,1485000,51.3419,81.2211,384.71,389.29
298,298,-8467.109375,1490000,48.6159,72.8735,376.81,363.93
299,299,-8956.1494140625,1495000,46.7502,41.4247,444.37,395.37
300,300,-8042.4658203125,1500000,40.9943,46.5092,1808.31,1545.6
301,301,-8721.884765625,1505000,43.2731,47.1859,1061.53,977.76
302,302,-8555.65625,1510000,40.4764,40.4369,1261.48,1141.87
303,303,-8189.72705078125,1515000,39.9678,36.7697,2301.59,1801.7
304,304,-7866.18505859375,1520000,39.0265,28.1625,2129.79,2953.21
305,305,-7777.71533203125,1525000,39.3229,25.0833,4091.28,3764.08
306,306,-8498.0849609375,1530000,39.8729,33.9588,2594.87,2621.93
307,307,-9443.640625,1535000,41.372,45.7774,3529.23,2520.08
308,308,-9854.1884765625,1540000,40.7223,47.1811,4409.79,2926.15
309,309,-7919.11962890625,1545000,36.5797,26.1293,3841.99,3833.7
310,310,-6360.4384765625,1550000,35.145,17.3212,4467.2,4669.03
311,311,-5936.40185546875,1555000,33.7746,15.7122,5289.13,5094.18
312,312,-6425.92431640625,1560000,34.462,17.5987,5199.46,5024.39
313,313,-5997.9560546875,1565000,33.882,15.4282,5179.99,5064.01
314,314,-6008.1533203125,1570000,33.4073,15.2224,5209.74,5055.32
315,315,-5782.9619140625,1575000,33.6042,15.9973,5211.81,4834.07
316,316,-6139.0615234375,1580000,33.8621,15.8541,5164.44,5047.97
317,317,-6224.84033203125,1585000,34.4818,15.6933,5138.3,4972.43
318,318,-5984.68017578125,1590000,33.783,15.001,5170.05,5011.62
319,319,-6198.12109375,1595000,33.8365,14.7256,5173.29,5021.81
320,320,-6226.13427734375,1600000,34.3308,16.1049,5188.01,5047.42
321,321,-6355.7490234375,1605000,34.0048,16.1394,5160.99,5076.57
322,322,-6114.4189453125,1610000,33.8371,15.1327,5244.1,5043.73
323,323,-6078.6669921875,1615000,34.0739,15.0831,5228.24,5020.17
324,324,-6108.845703125,1620000,34.3631,15.6567,5254.19,5039.03
325,325,-5919.3212890625,1625000,33.454,14.7693,5289.6,5098.27
326,326,-5784.8603515625,1630000,33.137,14.3192,5269.35,5032.88
327,327,-6207.4765625,1635000,34.1558,14.4883,5205.1,5032.49
328,328,-5708.90185546875,1640000,33.1818,13.7715,5202.3,5074.81
329,329,-5901.9951171875,1645000,33.1214,14.701,5223.4,5100.23
330,330,-6116.416015625,1650000,33.8979,14.9562,5292.13,5086.44
331,331,-5984.0986328125,1655000,33.3696,13.9725,5173.14,5077.86
332,332,-6417.54541015625,1660000,34.4818,14.6212,5284.23,5070.3
333,333,-6194.8369140625,1665000,34.1319,14.1052,5298.84,5100.04
334,334,-6168.79296875,1670000,33.665,14.5594,5267.9,5090.22
335,335,-6247.64892578125,1675000,33.7529,14.2143,5323.69,5120.66
336,336,-6199.638671875,1680000,33.6663,14.4045,5263.06,5075.3
337,337,-6503.88427734375,1685000,34.0682,14.2507,5201.9,5050.67
338,338,-6241.31787109375,1690000,33.62,13.6702,5275.52,5119.32
339,339,-6330.07763671875,1695000,33.8689,13.7064,5289.17,5111.43
340,340,-6442.84814453125,1700000,33.8286,13.9649,5279.16,5096.64
341,341,-6429.06640625,1705000,34.1241,13.9389,5283.47,5123.88
342,342,-6436.05712890625,1710000,33.4995,13.9412,5309.71,5123.59
343,343,-6682.658203125,1715000,34.0708,14.2564,5333.14,5101.15
344,344,-6220.55615234375,1720000,33.4486,13.5376,5402.23,5150.58
345,345,-6475.7275390625,1725000,34.0557,13.9654,5383.08,5151.46
346,346,-6438.22216796875,1730000,33.077,13.6248,5260.13,5158.71
347,347,-6586.93994140625,1735000,33.5931,13.6444,5304.69,5126.61
348,348,-6615.48583984375,1740000,33.4735,13.9707,5332.57,5172.02
349,349,-6708.193359375,1745000,33.4202,13.9493,5310.08,5149.41
350,350,-6550.67138671875,1750000,33.3341,13.8346,5349.21,5171.74
351,351,-6627.23828125,1755000,33.2951,13.9052,5311.96,5180.82
352,352,-6714.02783203125,1760000,33.5662,13.9093,5246.45,5167.06
353,353,-6826.9970703125,1765000,33.4428,14.039,5342.23,5149.1
354,354,-6698.80419921875,1770000,33.4693,13.6938,5235.9,5112.65
355,355,-6334.77099609375,1775000,33.1136,13.4955,5313.63,5142.83
356,356,-6338.0947265625,1780000,33.0835,13.5584,5313.27,5159.6
357,357,-6519.41748046875,1785000,33.1006,13.2787,5269.89,5145.12
358,358,-6443.7158203125,1790000,32.5376,13.308,5281.49,5173.9
359,359,-6686.91796875,1795000,33.1847,13.4648,5252.14,5123.36
360,360,-6547.43896484375,1800000,33.102,13.6216,5371.46,5196.28
361,361,-6626.20556640625,1805000,33.0139,13.7185,5384.45,5193.32
362,362,-6570.15576171875,1810000,33.1173,13.3388,5348.42,5178.18
363,363,-6580.525390625,1815000,33.0359,13.2998,5231.35,5088.77
364,364,-6414.85400390625,1820000,32.9517,13.4537,5382.86,5215.47
365,365,-6602.767578125,1825000,33.1592,13.7635,5359.83,5192.9
366,366,-6589.068359375,1830000,33.1895,13.6135,5279.97,5161.15
367,367,-6637.2158203125,1835000,32.7251,13.5466,5395.74,5227.1
368,368,-6623.64404296875,1840000,33.4415,13.3903,5355.0,5182.24
369,369,-6566.54931640625,1845000,33.6056,13.8859,5390.96,5239.07
370,370,-6517.8466796875,1850000,33.3342,13.5496,5377.6,5222.2
371,371,-6323.35595703125,1855000,33.0509,13.6683,5391.39,5266.19
372,372,-6674.0537109375,1860000,33.4054,13.6668,5356.5,5187.22
373,373,-6699.6708984375,1865000,33.0369,12.7359,5313.4,5168.74
374,374,-6961.29638671875,1870000,33.7399,13.6805,5358.53,5183.95
375,375,-6415.09521484375,1875000,33.2453,13.0671,5338.81,5207.24
376,376,-6600.4150390625,1880000,33.377,12.8406,5381.66,5232.83
377,377,-6958.9189453125,1885000,33.3793,13.1775,5377.41,5227.15
378,378,-6782.6796875,1890000,33.0598,12.9883,5331.5,5208.34
379,379,-7114.85888671875,1895000,33.4597,13.1276,5326.39,5197.51
380,380,-6960.16357421875,1900000,33.4957,13.1657,5376.26,5185.93
381,381,-7012.4599609375,1905000,33.9182,13.5668,5379.11,5168.25
382,382,-6816.2509765625,1910000,33.2351,12.7716,5413.53,5225.3
383,383,-6942.22412109375,1915000,33.2031,13.385,5415.97,5223.6
384,384,-6988.1875,1920000,33.7356,12.8754,5443.41,5235.46
