Running Reverse KL,Itration,Real Det Return,Running Forward KL,Real Sto Return
16.0032,65,2154.71,157.0106,1804.61
16.025,66,2123.47,156.9085,1788.93
15.9841,67,2118.29,156.9377,1774.9
16.2587,68,2148.04,157.122,1826.94
15.779,69,2126.33,156.769,1803.55
16.2134,70,2110.57,157.0364,1778.84
15.7305,71,2126.05,156.9124,1774.56
15.7702,72,2077.13,157.2191,1756.85
16.515,73,2128.61,157.1077,1788.42
16.3206,74,2163.53,157.1489,1801.96
15.4837,75,2117.77,156.8803,1783.22
15.7742,76,2076.33,157.0925,1755.54
15.8664,77,2136.77,157.1327,1799.13
16.2062,78,2101.52,156.9735,1794.19
15.7742,79,2073.9,157.0801,1782.44
15.4917,80,2110.41,157.0149,1765.01
15.9496,81,2178.23,156.7804,1811.9
15.5966,82,2097.9,156.8675,1783.31
15.741,83,2139.34,156.7081,1787.51
16.0176,84,2166.51,157.0159,1823.28
16.0082,85,2156.42,156.8127,1828.25
15.7344,86,2154.52,156.853,1782.7
15.4804,87,2142.23,156.9937,1787.67
15.7914,88,2123.95,156.8993,1789.16
15.9372,89,2191.56,156.6772,1834.89
15.307,90,2168.33,156.6778,1826.08
15.7122,91,2165.44,156.8501,1810.91
15.6865,92,2149.85,157.0308,1811.85
15.7422,93,2136.33,156.865,1797.9
15.6841,94,2139.95,156.7848,1784.74
15.6562,95,2126.19,156.9501,1800.0
15.6093,96,2169.5,156.9432,1831.7
15.5104,97,2165.01,156.8163,1811.42
15.9028,98,2160.74,156.907,1825.37
15.6816,99,2230.31,156.9023,1843.44
15.7208,100,2223.12,156.9514,1839.08
15.764,101,2169.2,156.9113,1814.03
15.9747,102,2220.05,156.5951,1863.35
15.7614,103,2185.86,157.0023,1827.64
15.6704,104,2232.43,156.8519,1873.77
15.5716,105,2162.83,156.9515,1832.08
15.7617,106,2123.61,156.7889,1818.2
15.3838,107,2155.18,156.7338,1815.01
15.3756,108,2118.99,156.9126,1777.87
15.8441,109,2142.96,156.8146,1860.94
15.8912,110,2190.66,156.9429,1806.7
15.7347,111,2175.93,157.0092,1820.05
15.4949,112,2156.44,156.9927,1817.08
15.1928,113,2166.83,156.7992,1802.43
15.8219,114,2200.33,156.7335,1852.66
15.69,115,2207.36,156.814,1839.92
15.929,116,2201.91,156.899,1870.8
15.4474,117,2151.98,156.7719,1802.88
15.4377,118,2216.72,156.7788,1850.68
15.6727,119,2248.04,156.8081,1895.09
15.2803,120,2097.44,156.6852,1807.68
15.4424,121,2175.81,156.7498,1856.18
15.4393,122,2142.75,156.6945,1807.0
15.6245,123,2144.37,156.7955,1835.1
15.3989,124,2204.11,156.6889,1877.37
15.9726,125,2209.8,156.8787,1903.58
15.6248,126,2179.55,156.8928,1854.84
15.7011,127,2196.39,156.7648,1864.67
16.0377,128,2226.65,156.9259,1857.85
15.7575,129,2243.78,156.7919,1866.03
15.7753,130,2177.6,156.9053,1824.73
15.3997,131,2187.22,156.8353,1832.24
15.3192,132,2208.46,156.5006,1833.72
15.4762,133,2269.0,156.7094,1880.98
15.5536,134,2165.39,156.7414,1827.87
15.4703,135,2143.16,156.6537,1852.08
15.6883,136,2225.42,156.8025,1860.36
15.4597,137,2164.06,156.6605,1871.02
15.3843,138,2223.19,156.7358,1870.72
15.6042,139,2203.31,156.9646,1853.95
15.7107,140,2270.93,156.4782,1882.37
15.5474,141,2216.96,156.8474,1871.11
15.1665,142,2191.59,156.6808,1857.29
15.3973,143,2192.55,156.7381,1889.29
15.7223,144,2219.21,156.8686,1882.94
15.2268,145,2197.28,156.6132,1852.44
15.4982,146,2183.73,156.809,1847.09
15.3748,147,2242.33,156.7368,1884.31
15.6017,148,2216.71,156.7815,1880.35
15.6069,149,2230.89,156.8117,1907.18
15.6313,150,2265.6,156.7518,1919.3
15.5496,151,2227.99,156.7135,1907.55
15.6676,152,2236.6,156.7761,1903.79
15.7038,153,2198.58,156.7106,1913.9
15.2386,154,2221.62,156.624,1892.76
15.1444,155,2196.91,156.6992,1855.16
15.3646,156,2197.79,156.826,1858.57
15.3946,157,2199.23,156.6519,1867.11
15.6775,158,2233.69,156.7998,1892.63
15.5847,159,2234.97,156.6541,1903.72
15.7039,160,2238.76,156.8417,1909.43
15.463,161,2232.75,156.7011,1889.09
15.8292,162,2272.56,156.739,1931.03
15.5817,163,2237.86,156.9225,1889.69
15.4084,164,2224.5,156.6833,1905.89
15.1003,165,2231.11,156.7095,1873.29
15.3277,166,2222.47,156.6984,1887.87
15.4553,167,2284.62,156.6845,1898.9
15.7158,168,2239.83,156.8975,1910.35
15.5998,169,2265.75,156.5699,1925.97
15.5738,170,2240.34,156.6351,1904.78
15.4375,171,2239.61,156.6079,1888.6
15.3434,172,2227.75,156.718,1881.03
15.0981,173,2220.16,156.7771,1890.56
15.2675,174,2208.37,156.7816,1900.23
15.1744,175,2241.22,156.6778,1850.22
15.4736,176,2272.87,156.8191,1878.46
15.6362,177,2270.57,156.9804,1895.02
15.3876,178,2235.93,156.6604,1894.78
15.4923,179,2177.56,156.6726,1870.77
15.4837,180,2229.44,156.6652,1897.23
15.287,181,2253.83,156.7138,1911.11
15.2099,182,2161.21,156.8636,1844.73
15.2202,183,2254.87,156.8241,1897.14
15.7321,184,2293.06,156.7316,1923.75
15.5234,185,2270.09,156.7665,1905.97
15.4054,186,2277.32,156.6931,1928.22
15.1613,187,2246.79,156.7059,1888.82
15.4359,188,2257.75,156.7936,1907.53
15.1681,189,2263.02,156.6907,1906.38
15.5307,190,2205.61,156.6747,1900.13
15.094,191,2276.46,156.5432,1896.97
15.24,192,2266.9,156.629,1876.21
15.4276,193,2247.98,156.8484,1904.1
15.0882,194,2225.96,156.4975,1889.01
15.4227,195,2239.62,156.5443,1903.82
15.5383,196,2243.33,156.7311,1912.56
15.3763,197,2270.1,156.6796,1889.41
15.4526,198,2307.68,156.5147,1949.55
15.0798,199,2287.62,156.6544,1908.59
14.9224,200,2209.02,156.6149,1883.15
15.1437,201,2224.73,156.5639,1884.24
15.0226,202,2231.96,156.6588,1889.76
15.3184,203,2250.01,156.6949,1929.31
15.2308,204,2227.0,156.7476,1928.02
15.324,205,2243.34,156.6203,1913.37
15.1693,206,2230.35,156.7294,1900.98
15.3225,207,2230.39,156.695,1907.37
15.2382,208,2258.49,156.589,1919.91
14.9764,209,2228.47,156.6878,1912.27
15.1866,210,2240.56,156.6947,1921.72
15.2814,211,2259.66,156.8545,1920.63
15.2393,212,2255.02,156.6375,1904.85
15.2311,213,2249.67,156.612,1930.55
15.3041,214,2270.8,156.6773,1934.12
15.2945,215,2265.24,156.679,1931.66
15.3122,216,2262.69,156.4932,1924.52
15.3074,217,2251.43,156.693,1922.17
15.121,218,2262.7,156.6741,1937.7
15.1542,219,2261.44,156.7286,1926.86
15.1341,220,2263.9,156.6201,1918.94
15.2186,221,2241.47,156.6738,1921.94
15.0473,222,2259.23,156.5273,1916.79
15.1362,223,2226.63,156.7789,1895.54
14.9946,224,2256.59,156.7762,1898.59
15.1606,225,2241.8,156.6213,1915.22
15.0354,226,2258.85,156.6361,1906.38
15.081,227,2253.82,156.6265,1897.22
15.1566,228,2246.37,156.6064,1897.22
15.106,229,2245.87,156.685,1905.46
15.1573,230,2248.14,156.8437,1915.37
15.1043,231,2260.31,156.623,1916.79
15.0665,232,2247.31,156.6641,1911.44
15.0558,233,2273.21,156.6716,1927.41
15.1802,234,2261.46,156.5601,1902.96
15.1264,235,2259.82,156.6497,1911.74
15.1529,236,2282.77,156.5336,1915.17
15.0275,237,2259.36,156.6212,1890.43
15.1225,238,2299.14,156.799,1917.68
15.0962,239,2282.05,156.6095,1923.04
15.128,240,2278.62,156.7239,1906.64
15.4469,241,2305.14,156.6792,1947.2
15.179,242,2293.08,156.7295,1924.79
15.1402,243,2295.78,156.5611,1948.67
15.2393,244,2269.32,156.7555,1932.8
15.1384,245,2281.47,156.6425,1921.92
15.2534,246,2273.7,156.6517,1933.8
15.1019,247,2253.86,156.5746,1929.26
15.2234,248,2290.04,156.5694,1938.7
15.1313,249,2284.22,156.5426,1924.44
15.1959,250,2262.2,156.5673,1925.18
15.1621,251,2272.83,156.7382,1933.96
15.0228,252,2266.22,156.5675,1904.57
15.1991,253,2271.18,156.671,1925.83
15.1481,254,2265.24,156.65,1917.88
15.2439,255,2252.96,156.6655,1903.22
15.1835,256,2248.6,156.6252,1918.6
15.2915,257,2259.53,156.8051,1929.42
15.0114,258,2280.1,156.6518,1933.46
15.1078,259,2287.7,156.6585,1923.69
14.993,260,2245.07,156.6299,1906.85
15.0008,261,2294.13,156.6702,1930.14
15.0708,262,2265.13,156.6445,1924.45
15.0649,263,2263.12,156.692,1934.54
15.0057,264,2272.37,156.6671,1916.09
14.9224,265,2252.93,156.8164,1902.11
15.0397,266,2274.19,156.6721,1916.08
15.0419,267,2265.55,156.6261,1928.21
14.967,268,2265.12,156.5798,1920.17
15.1175,269,2247.29,156.7722,1919.38
15.1195,270,2235.19,156.5498,1926.71
15.0082,271,2287.81,156.6863,1935.79
14.9231,272,2264.47,156.5463,1904.71
15.0461,273,2250.39,156.5406,1935.15
15.0624,274,2254.7,156.7197,1904.19
15.0196,275,2280.16,156.6315,1935.96
15.0594,276,2237.74,156.6662,1900.85
14.9505,277,2260.86,156.7274,1912.54
14.98,278,2252.13,156.7066,1916.86
14.93,279,2263.41,156.7157,1918.35
15.1677,280,2272.13,156.7455,1924.67
15.084,281,2288.32,156.5846,1930.78
14.9779,282,2272.53,156.5306,1914.85
14.7344,283,2224.52,156.8133,1893.19
15.1146,284,2269.85,156.5635,1923.66
14.9446,285,2274.14,156.6846,1919.55
14.8839,286,2234.4,156.7093,1898.6
14.9807,287,2226.61,156.6481,1894.88
15.01,288,2249.16,156.6137,1892.1
15.0599,289,2259.61,156.6715,1893.67
15.0461,290,2262.4,156.5956,1914.62
15.0914,291,2284.71,156.6928,1906.48
15.1098,292,2265.28,156.8465,1917.96
14.7981,293,2262.25,156.6005,1921.55
15.0715,294,2270.62,156.6269,1908.44
14.8424,295,2286.56,156.6841,1912.78
14.9649,296,2278.03,156.6965,1932.97
14.9796,297,2268.13,156.6505,1921.28
15.205,298,2290.89,156.4792,1930.81
15.0076,299,2265.56,156.6113,1921.3
15.1097,300,2286.78,156.6174,1920.59
14.8812,301,2238.35,156.5701,1912.33
15.0617,302,2288.41,156.6457,1924.17
15.208,303,2268.1,156.6727,1941.15
15.1443,304,2293.75,156.7606,1937.8
15.1641,305,2256.69,156.8446,1914.79
15.2223,306,2266.35,156.7496,1920.49
14.9464,307,2299.21,156.6144,1939.33
14.8684,308,2285.0,156.5518,1915.83
15.0723,309,2260.95,156.6366,1917.57
15.0863,310,2286.15,156.4285,1935.38
14.9722,311,2274.61,156.6529,1938.38
15.0927,312,2295.32,156.6795,1935.47
15.123,313,2256.81,156.6643,1949.59
15.0415,314,2295.85,156.6077,1940.36
15.0189,315,2283.03,156.5171,1921.1
14.8429,316,2231.03,156.4458,1905.65
15.0465,317,2293.27,156.4751,1927.6
14.8129,318,2191.26,156.6389,1884.49
14.8182,319,2258.58,156.6656,1913.02
14.9384,320,2298.82,156.5528,1952.93
14.9532,321,2266.6,156.6291,1935.98
14.9451,322,2267.41,156.6869,1925.76
14.8312,323,2248.74,156.6581,1913.34
15.0959,324,2284.93,156.6756,1932.62
15.0788,325,2278.24,156.6626,1902.17
14.9297,326,2249.51,156.5973,1899.15
15.0968,327,2281.27,156.7464,1920.83
15.0565,328,2264.4,156.6219,1929.23
15.104,329,2282.73,156.7274,1929.46
15.0317,330,2300.63,156.6704,1937.78
15.061,331,2279.82,156.5544,1942.87
15.1569,332,2271.6,156.4928,1937.78
15.2681,333,2294.23,156.6905,1926.98
15.1118,334,2286.51,156.6035,1934.49
14.8859,335,2261.69,156.5884,1886.1
15.0951,336,2266.15,156.6495,1904.32
15.0983,337,2259.46,156.5816,1948.01
14.9969,338,2267.51,156.5717,1921.17
14.9628,339,2301.76,156.7095,1929.69
15.0305,340,2288.72,156.8032,1940.91
15.1174,341,2316.38,156.6079,1937.65
15.0085,342,2292.52,156.6664,1929.27
14.867,343,2274.03,156.7105,1928.1
15.1053,344,2283.32,156.7388,1950.09
15.2076,345,2283.27,156.6447,1942.48
15.1106,346,2283.18,156.6175,1912.16
15.0451,347,2279.88,156.4831,1937.96
15.1005,348,2296.41,156.6195,1941.49
15.0974,349,2316.64,156.5571,1947.99
15.0657,350,2254.98,156.6478,1938.57
15.144,351,2291.09,156.5225,1939.61
15.0763,352,2300.68,156.6805,1954.39
15.1336,353,2305.08,156.7687,1962.48
15.1077,354,2277.74,156.5277,1933.98
15.1325,355,2321.74,156.733,1967.79
15.196,356,2312.25,156.5368,1941.32
15.1165,357,2295.47,156.6499,1940.02
15.0337,358,2283.96,156.601,1925.68
15.1584,359,2303.49,156.5483,1939.18
15.0905,360,2293.7,156.6411,1944.56
14.9934,361,2288.66,156.6648,1948.59
15.2348,362,2308.33,156.5404,1948.32
15.1413,363,2288.16,156.5041,1933.41
15.1799,364,2313.69,156.7082,1966.2
15.1293,365,2314.44,156.6209,1949.1
15.2286,366,2288.09,156.5357,1950.22
15.096,367,2302.25,156.6333,1957.89
15.2106,368,2280.64,156.6175,1947.89
15.1262,369,2288.64,156.6571,1947.51
15.0824,370,2297.11,156.7509,1954.71
15.2327,371,2294.54,156.7707,1943.92
15.2038,372,2270.72,156.597,1947.14
15.1459,373,2283.21,156.8261,1943.63
15.1342,374,2283.82,156.7184,1945.47
15.1271,375,2318.76,156.6255,1955.01
14.9678,376,2280.1,156.6765,1941.83
14.9862,377,2260.75,156.6968,1937.05
14.8846,378,2284.18,156.6397,1937.13
15.0364,379,2301.87,156.6525,1964.96
15.006,380,2287.91,156.565,1927.25
14.9659,381,2281.69,156.6621,1942.85
15.1446,382,2291.76,156.4779,1962.07
15.1992,383,2271.17,156.5086,1955.99
15.188,384,2315.44,156.8262,1974.73
15.0698,385,2285.06,156.5705,1972.98
14.9529,386,2268.71,156.643,1931.88
15.1904,387,2271.65,156.6183,1946.13
15.0766,388,2284.68,156.6536,1945.23
15.1142,389,2270.45,156.6749,1938.85
15.1654,390,2272.22,156.6607,1940.62
15.0214,391,2291.49,156.7091,1957.21
15.0153,392,2300.66,156.7359,1962.99
14.973,393,2266.71,156.6063,1922.26
15.2464,394,2276.74,156.5223,1960.94
15.0914,395,2273.01,156.7252,1955.79
15.0356,396,2255.15,156.6165,1917.91
15.2036,397,2283.29,156.6673,1958.96
15.0328,398,2281.04,156.76,1931.09
15.0457,399,2278.99,156.705,1939.67
15.1262,400,2274.59,156.6687,1932.29
15.1714,401,2281.71,156.4994,1947.68
15.3093,402,2296.72,156.5893,1961.95
15.1726,403,2292.96,156.7971,1939.61
15.1041,404,2290.39,156.6872,1967.08
14.934,405,2255.05,156.6004,1939.31
