Real Sto Return,Running Env Steps,Running Forward KL,Itration,Running Update Time,Running Reverse KL,Reward Loss,Real Det Return
4203.6,1935000,63.942,387,387,45.9576,-9532.3271484375,5575.01
4819.65,1940000,63.9183,388,388,45.877,-9608.298828125,5733.85
5134.02,1945000,65.8904,389,389,47.0629,-9807.37890625,5465.78
5534.69,1950000,63.8294,390,390,45.5474,-9800.615234375,6111.15
5199.08,1955000,64.1404,391,391,46.0577,-9724.748046875,5832.18
5149.99,1960000,66.5992,392,392,51.1107,-9976.7626953125,5661.61
5077.94,1965000,60.8668,393,393,37.4022,-8429.6572265625,5941.97
5241.61,1970000,64.6292,394,394,46.389,-9807.4990234375,5229.22
5371.33,1975000,65.4504,395,395,49.2065,-9998.5009765625,5621.89
4152.71,1980000,63.7105,396,396,46.6453,-9620.0546875,5406.81
4713.91,1985000,64.3432,397,397,45.591,-9719.5400390625,5833.4
5292.81,1990000,65.6886,398,398,49.4523,-10305.837890625,6002.22
4435.52,1995000,63.2065,399,399,43.8692,-9502.7177734375,5138.12
5567.66,2000000,65.1306,400,400,48.8986,-10059.4453125,5546.76
4733.0,2005000,65.6402,401,401,49.987,-10254.251953125,5812.06
4985.83,2010000,64.4886,402,402,47.5869,-9953.8046875,5440.09
4642.39,2015000,66.5484,403,403,50.6306,-10316.5419921875,6024.04
4981.44,2020000,68.7644,404,404,54.4515,-10726.6845703125,5369.7
5316.41,2025000,63.1599,405,405,45.0025,-9885.2802734375,5668.16
5547.78,2030000,63.1031,406,406,43.7297,-9658.5537109375,5619.41
5019.55,2035000,68.0774,407,407,54.6825,-10862.5751953125,5759.53
5426.98,2040000,67.2265,408,408,51.5113,-10648.66796875,5597.32
4833.26,2045000,66.4306,409,409,51.6428,-10857.255859375,5819.83
5228.03,2050000,66.5723,410,410,52.9868,-10637.865234375,5673.89
5379.84,2055000,67.0901,411,411,53.0882,-10814.4609375,5492.24
4817.6,2060000,67.9672,412,412,53.9445,-10951.1474609375,6009.91
4669.47,2065000,63.0508,413,413,43.723,-9849.5380859375,5660.0
4783.71,2070000,65.6149,414,414,49.8084,-10459.482421875,5892.73
5328.32,2075000,65.556,415,415,48.7474,-10463.1123046875,5908.4
5047.88,2080000,64.9963,416,416,48.4644,-10597.583984375,5782.15
5588.65,2085000,65.1642,417,417,49.8305,-10617.509765625,5853.01
5585.55,2090000,64.0841,418,418,47.2682,-10825.93359375,6039.38
5178.5,2095000,67.9529,419,419,51.967,-10997.37890625,5934.72
5404.16,2100000,67.2771,420,420,49.9212,-10858.6162109375,5758.4
4505.01,2105000,64.0963,421,421,46.203,-10393.05859375,5387.44
5153.32,2110000,64.2596,422,422,48.3083,-10459.244140625,5994.59
5514.24,2115000,66.7912,423,423,53.7442,-11169.146484375,5916.87
5192.16,2120000,65.0212,424,424,50.6562,-11009.35546875,5561.83
5556.16,2125000,66.9848,425,425,51.0714,-11173.1875,5992.65
5611.71,2130000,65.5025,426,426,50.0767,-11120.3837890625,6120.05
5294.56,2135000,65.2771,427,427,48.6727,-11056.2861328125,6085.14
4754.93,2140000,63.1153,428,428,43.8514,-10604.736328125,5914.67
5470.17,2145000,68.8991,429,429,52.9729,-11563.8623046875,5952.79
4619.72,2150000,64.7014,430,430,48.2929,-10746.951171875,5742.56
5221.43,2155000,66.5788,431,431,47.4319,-11167.24609375,6038.49
5391.87,2160000,67.1329,432,432,48.9553,-11456.6513671875,6031.91
4996.92,2165000,66.9537,433,433,46.6077,-11166.748046875,6140.77
4631.23,2170000,67.3842,434,434,50.0611,-11351.802734375,5327.91
5216.89,2175000,67.1976,435,435,48.44,-11252.8115234375,5771.28
5642.97,2180000,67.1425,436,436,48.0762,-11417.5244140625,6037.43
5191.94,2185000,66.8246,437,437,51.3194,-11351.7421875,4746.1
5036.2,2190000,64.7467,438,438,48.2725,-11029.123046875,5648.43
3251.8,2195000,64.8972,439,439,47.453,-10974.6318359375,4893.63
5389.37,2200000,68.5815,440,440,50.9506,-11612.76953125,5847.17
4883.26,2205000,69.5215,441,441,54.2889,-11774.3916015625,5759.62
5298.25,2210000,64.9388,442,442,45.896,-11144.609375,6215.81
5138.05,2215000,68.7431,443,443,53.7297,-11796.89453125,5477.13
4961.92,2220000,63.8682,444,444,46.5027,-10975.3779296875,5796.79
5505.86,2225000,70.5397,445,445,58.5686,-12027.357421875,5802.23
4931.53,2230000,66.082,446,446,50.7079,-11505.8896484375,5920.42
5520.84,2235000,70.2212,447,447,55.6392,-11974.080078125,6008.73
4693.95,2240000,69.127,448,448,57.8112,-11893.54296875,5196.64
5481.63,2245000,66.1659,449,449,48.9292,-11611.8740234375,6035.2
5186.77,2250000,67.4652,450,450,52.6108,-11709.9599609375,5970.18
4061.11,2255000,65.6963,451,451,48.1181,-11354.865234375,5462.77
4958.03,2260000,67.9378,452,452,56.1337,-12229.0146484375,5242.95
4886.44,2265000,69.1684,453,453,54.2294,-12125.220703125,5380.36
4858.92,2270000,67.1446,454,454,51.5642,-12176.1611328125,5720.71
5304.9,2275000,68.0207,455,455,51.0559,-12231.439453125,5769.54
5203.46,2280000,68.0382,456,456,54.5777,-12134.23828125,5380.09
4313.8,2285000,67.7837,457,457,52.0767,-12296.4765625,5700.38
5062.09,2290000,68.173,458,458,51.8792,-12390.873046875,5836.04
4567.18,2295000,65.6242,459,459,50.2265,-12052.84765625,5928.91
4622.84,2300000,66.8963,460,460,48.8631,-12114.2685546875,6013.19
4432.53,2305000,66.6485,461,461,50.8698,-12009.017578125,5398.99
4705.41,2310000,68.8259,462,462,55.3459,-12338.9658203125,5763.35
4602.48,2315000,66.9949,463,463,52.6545,-12359.1708984375,5664.04
4482.89,2320000,66.0278,464,464,53.0201,-12198.181640625,5733.91
5337.36,2325000,64.6677,465,465,50.2227,-11878.248046875,5413.12
3880.18,2330000,67.2996,466,466,52.6158,-12422.60546875,5284.1
3893.87,2335000,68.0908,467,467,53.0556,-12542.484375,5643.09
5243.27,2340000,69.8092,468,468,58.6866,-12778.916015625,5375.65
4709.21,2345000,69.1942,469,469,55.3433,-12529.7802734375,4660.43
4551.26,2350000,64.808,470,470,49.7971,-12070.294921875,5664.53
5198.77,2355000,67.1197,471,471,53.4078,-12422.171875,5820.76
3981.58,2360000,63.9842,472,472,47.7649,-11502.9560546875,5078.57
4805.92,2365000,67.4063,473,473,53.8044,-12511.0732421875,5422.88
4267.12,2370000,63.8037,474,474,48.567,-11753.3876953125,4583.73
4552.28,2375000,63.7463,475,475,46.5763,-11649.8232421875,5917.41
4853.8,2380000,66.3614,476,476,51.443,-12480.7861328125,5838.0
4558.16,2385000,68.3024,477,477,54.0292,-12711.2353515625,5160.86
4414.05,2390000,67.2047,478,478,51.2087,-12598.87890625,5893.71
4587.07,2395000,67.3776,479,479,52.827,-12784.3193359375,5982.8
5344.35,2400000,67.3496,480,480,54.3628,-12789.2490234375,5553.24
5361.76,2405000,66.7297,481,481,53.0139,-12660.0791015625,6120.53
5478.22,2410000,64.982,482,482,48.619,-12410.5947265625,6047.91
5133.86,2415000,67.8215,483,483,53.5444,-12947.4365234375,5532.76
4533.71,2420000,66.5108,484,484,49.8988,-12819.0595703125,5785.08
4602.17,2425000,65.7007,485,485,50.682,-12838.9658203125,6154.64
5292.77,2430000,66.4936,486,486,51.8993,-12852.328125,6197.05
4967.93,2435000,62.6952,487,487,42.6526,-11636.1884765625,5621.48
4465.08,2440000,65.0738,488,488,49.1853,-12744.73046875,4966.91
5291.66,2445000,68.0836,489,489,55.7258,-13211.69140625,5773.9
4937.11,2450000,66.9706,490,490,53.3649,-12916.0498046875,6086.74
5176.92,2455000,67.7072,491,491,53.7236,-13069.3037109375,5760.16
5241.59,2460000,67.6762,492,492,53.3113,-12933.2353515625,5711.18
4991.37,2465000,67.879,493,493,53.2947,-13097.244140625,5518.22
5023.16,2470000,63.6421,494,494,46.4351,-11862.0576171875,6014.6
5416.54,2475000,62.919,495,495,41.9088,-11319.953125,5058.99
4935.98,2480000,64.8914,496,496,48.8076,-12328.0654296875,6075.13
5449.79,2485000,64.9667,497,497,47.5907,-12452.142578125,5721.87
4234.55,2490000,63.1008,498,498,43.4494,-11809.4951171875,5644.24
5429.46,2495000,63.8058,499,499,47.8968,-12311.689453125,5799.81
5485.66,2500000,66.4921,500,500,51.648,-12999.6416015625,6149.65
5215.37,2505000,66.1481,501,501,51.71,-13016.384765625,5823.99
5001.14,2510000,67.8085,502,502,53.4979,-13174.5810546875,5582.05
5220.71,2515000,64.519,503,503,47.2994,-12548.23828125,5551.86
4756.79,2520000,65.3969,504,504,48.0032,-12725.92578125,6002.51
5227.04,2525000,67.6056,505,505,53.4008,-13319.4375,6029.86
5148.28,2530000,67.6023,506,506,54.6256,-13071.3369140625,6213.22
5736.28,2535000,64.3002,507,507,46.5664,-12512.533203125,6160.34
5537.69,2540000,68.0055,508,508,54.2657,-13473.6533203125,6162.1
5593.67,2545000,64.2132,509,509,48.7324,-12473.3662109375,5208.51
5571.9,2550000,68.6623,510,510,56.0761,-13263.1591796875,6205.97
5213.59,2555000,66.3873,511,511,52.9327,-12707.1572265625,6196.64
5831.62,2560000,68.3166,512,512,54.5289,-13404.501953125,6198.64
5193.82,2565000,66.7588,513,513,53.6259,-13172.8798828125,6071.36
5125.31,2570000,68.0958,514,514,54.4383,-13386.734375,5850.77
5351.79,2575000,69.1063,515,515,57.5844,-13585.931640625,6186.17
5454.64,2580000,65.7547,516,516,48.6247,-12671.6005859375,5750.7
5604.17,2585000,68.9675,517,517,56.6932,-13549.05859375,6094.21
5724.89,2590000,67.5943,518,518,53.0366,-13410.4580078125,6265.62
5218.11,2595000,68.0051,519,519,55.2991,-13454.921875,6166.09
5425.74,2600000,69.2872,520,520,55.4401,-13479.236328125,5756.44
4634.09,2605000,63.7209,521,521,46.0636,-12373.7587890625,5905.88
4829.48,2610000,68.6959,522,522,56.5379,-13468.57421875,6036.14
4699.82,2615000,66.8461,523,523,52.4594,-13371.9326171875,5847.55
5189.25,2620000,67.1568,524,524,52.1547,-13449.3994140625,6015.2
5080.72,2625000,61.2649,525,525,37.2817,-10563.359375,6189.15
5546.81,2630000,70.2192,526,526,59.1764,-13706.7373046875,5929.09
5511.63,2635000,63.3781,527,527,47.9129,-12408.4130859375,6109.06
4641.5,2640000,66.7007,528,528,52.2643,-13242.16796875,5782.71
5070.73,2645000,68.5483,529,529,53.9011,-13609.21484375,5875.41
4939.52,2650000,63.489,530,530,43.167,-11335.3515625,5606.16
5421.13,2655000,68.3828,531,531,56.0876,-13767.376953125,5673.45
4743.99,2660000,69.1372,532,532,55.9595,-13568.208984375,5154.07
5088.95,2665000,65.6633,533,533,51.4623,-13018.396484375,5790.27
4922.54,2670000,69.1265,534,534,55.7356,-13860.1552734375,5537.51
5514.2,2675000,66.8749,535,535,51.0707,-13278.607421875,5762.56
5315.81,2680000,69.0652,536,536,55.0779,-13710.8896484375,5947.2
5518.34,2685000,68.5017,537,537,55.7606,-13606.03515625,5976.46
5175.51,2690000,64.9211,538,538,49.0901,-12704.75390625,5967.19
5730.19,2695000,66.5541,539,539,51.2622,-13504.5966796875,6212.37
4429.28,2700000,65.7891,540,540,51.1926,-13471.8701171875,5927.22
5064.6,2705000,67.3076,541,541,52.5189,-13857.984375,6176.83
5162.9,2710000,65.1174,542,542,48.7404,-12760.7197265625,6045.57
4577.11,2715000,69.0795,543,543,54.7759,-13927.138671875,5596.3
5513.74,2720000,68.1899,544,544,55.9857,-13900.3701171875,6101.39
4999.76,2725000,69.0485,545,545,57.4696,-14107.9375,6163.34
5444.08,2730000,71.3311,546,546,58.0036,-13935.0078125,5885.41
5212.43,2735000,66.0669,547,547,53.1502,-13450.7470703125,6169.46
5333.94,2740000,69.272,548,548,57.4178,-13915.603515625,6034.39
5037.04,2745000,67.8188,549,549,53.0625,-13673.2158203125,6275.38
5115.53,2750000,66.0344,550,550,54.2327,-13178.396484375,5927.08
5033.71,2755000,67.9089,551,551,53.6336,-13585.5693359375,5188.04
5201.71,2760000,68.9795,552,552,53.4104,-13697.4619140625,5479.32
5481.13,2765000,65.3106,553,553,48.4798,-13031.421875,5812.76
5359.8,2770000,68.4714,554,554,54.4781,-13861.2265625,6030.0
5434.97,2775000,65.7927,555,555,46.3292,-13315.66015625,6089.74
5063.35,2780000,64.3631,556,556,45.9276,-12930.35546875,6003.03
5313.53,2785000,63.4469,557,557,41.0876,-12147.8466796875,6280.73
4908.1,2790000,64.8514,558,558,46.5292,-12790.4677734375,6101.43
5534.26,2795000,61.6103,559,559,38.049,-11269.8837890625,6187.99
4890.91,2800000,67.3014,560,560,50.7376,-13950.8681640625,6299.51
4604.88,2805000,65.2528,561,561,48.9164,-13517.76171875,5325.36
4831.66,2810000,65.0413,562,562,49.1625,-13585.12109375,5973.97
4471.03,2815000,66.07,563,563,51.1901,-13832.4873046875,6013.75
4698.86,2820000,68.2043,564,564,53.966,-14043.3193359375,5683.23
5448.7,2825000,66.4011,565,565,51.8479,-13874.013671875,6188.48
5875.42,2830000,66.0594,566,566,50.4813,-13482.0576171875,6024.65
5019.94,2835000,67.1664,567,567,51.351,-13916.6982421875,6300.28
5548.64,2840000,68.2985,568,568,54.1423,-14147.2109375,5652.88
4944.4,2845000,66.0573,569,569,51.1875,-13898.2568359375,5947.58
5479.3,2850000,68.3381,570,570,51.2716,-13966.603515625,6327.0
4841.59,2855000,65.1371,571,571,50.9764,-13604.59375,5348.37
5001.5,2860000,68.1449,572,572,53.8207,-13958.623046875,5725.21
4999.13,2865000,67.7968,573,573,53.8653,-13996.68359375,5906.4
5351.64,2870000,69.1053,574,574,52.6744,-13882.41796875,6228.93
4879.94,2875000,68.8937,575,575,55.4444,-14083.646484375,5405.97
5484.44,2880000,67.1762,576,576,52.2245,-13903.0625,5946.17
5033.97,2885000,67.9717,577,577,53.4142,-14033.626953125,5954.67
5293.72,2890000,67.2491,578,578,53.0055,-13797.576171875,4998.52
4721.65,2895000,64.8931,579,579,50.2991,-13279.8916015625,6228.21
5273.34,2900000,65.696,580,580,47.6005,-13186.279296875,5682.27
5447.82,2905000,68.4602,581,581,51.5152,-14006.7333984375,5822.18
5473.22,2910000,64.2422,582,582,49.3941,-12946.109375,5565.56
5495.6,2915000,67.787,583,583,51.3918,-13956.7587890625,6150.01
5731.39,2920000,66.4867,584,584,50.4478,-13746.1875,5922.56
5177.51,2925000,65.6287,585,585,49.1514,-13658.8935546875,5848.97
4929.08,2930000,68.9607,586,586,53.8733,-13974.9990234375,5855.79
5086.54,2935000,67.4407,587,587,51.728,-13841.564453125,6069.97
5073.04,2940000,65.8375,588,588,50.197,-13812.83984375,6148.19
4966.34,2945000,68.6161,589,589,53.8862,-14259.69921875,6202.3
5318.08,2950000,68.818,590,590,56.1367,-14331.4130859375,5366.71
5171.87,2955000,68.2568,591,591,53.8156,-14116.85546875,6159.39
5274.34,2960000,67.3878,592,592,53.1322,-14315.251953125,5940.78
5710.96,2965000,68.816,593,593,53.9275,-14281.8115234375,6181.24
5251.32,2970000,65.8956,594,594,52.7438,-13658.390625,6079.96
5341.35,2975000,63.534,595,595,47.078,-13109.1298828125,6273.67
5160.54,2980000,64.4866,596,596,47.232,-13134.1123046875,6235.88
4820.43,2985000,64.3044,597,597,48.4307,-13256.408203125,5624.07
5024.5,2990000,69.5064,598,598,54.0626,-14329.1796875,5981.39
4311.14,2995000,68.2097,599,599,54.0476,-14130.228515625,5576.26
