Running Env Steps,Real Sto Return,Reward Loss,Running Update Time,Running Forward KL,Itration,Running Reverse KL,Real Det Return
230000,1644.06,-1510.501220703125,46,157.4353,46,15.9745,2018.38
235000,1668.87,-1515.318359375,47,157.2131,47,15.838,2042.63
240000,1679.98,-1571.809814453125,48,157.23,48,15.7981,2049.43
245000,1643.95,-1607.1810302734375,49,157.1298,49,15.3996,1992.22
250000,1698.75,-1627.046142578125,50,156.9601,50,15.5506,2057.51
255000,1703.88,-1674.32861328125,51,157.1043,51,16.1706,2073.18
260000,1685.62,-1719.9146728515625,52,157.0516,52,15.8939,2032.43
265000,1667.62,-1751.97802734375,53,157.0738,53,15.6241,1962.92
270000,1714.32,-1799.9742431640625,54,157.4274,54,15.9406,2059.53
275000,1727.78,-1827.80615234375,55,157.0287,55,15.7834,2102.77
280000,1721.57,-1875.74853515625,56,157.105,56,15.9051,2062.33
285000,1704.5,-1916.1517333984375,57,157.1178,57,15.9952,2068.59
290000,1761.44,-1934.1893310546875,58,157.0627,58,15.8642,2084.73
295000,1726.72,-1993.9600830078125,59,157.157,59,16.4893,2102.24
300000,1754.99,-2030.5628662109375,60,157.0414,60,15.8888,2083.32
305000,1729.25,-2074.25732421875,61,157.0693,61,15.8036,2040.09
310000,1773.04,-2090.55908203125,62,157.03,62,16.1738,2130.89
315000,1700.63,-2169.260986328125,63,157.217,63,15.7725,2048.36
320000,1724.4,-2166.40869140625,64,157.0657,64,15.7647,2024.99
325000,1735.3,-2215.477783203125,65,157.1256,65,15.8515,2107.96
330000,1774.8,-2264.098388671875,66,156.9685,66,15.8731,2124.7
335000,1682.01,-2328.22412109375,67,157.0963,67,15.3162,1939.21
340000,1708.74,-2370.370361328125,68,157.0924,68,15.9471,2090.74
345000,1681.35,-2399.9619140625,69,156.9925,69,15.3547,1919.62
350000,1701.24,-2426.62353515625,70,156.8318,70,15.59,2057.6
355000,1766.19,-2469.0927734375,71,157.1335,71,15.6632,2144.9
360000,1729.1,-2506.788330078125,72,156.8684,72,15.5799,2092.02
365000,1749.05,-2573.62548828125,73,157.0924,73,15.931,2081.52
370000,1797.56,-2575.7294921875,74,156.8322,74,15.8986,2130.89
375000,1715.48,-2652.980224609375,75,156.9576,75,15.7061,2091.61
380000,1766.2,-2696.883056640625,76,157.0411,76,15.8278,2093.32
385000,1749.98,-2729.2099609375,77,157.0858,77,15.8371,2137.4
390000,1703.32,-2784.24169921875,78,157.1352,78,15.9874,2061.18
395000,1742.74,-2811.049072265625,79,156.9615,79,15.6495,2058.74
400000,1793.38,-2840.543701171875,80,156.9267,80,15.7834,2153.24
405000,1779.6,-2890.632080078125,81,156.9488,81,15.6282,2080.64
410000,1781.89,-2915.446044921875,82,157.0838,82,15.726,2096.68
415000,1805.58,-2965.543701171875,83,157.0261,83,16.1422,2213.02
420000,1790.27,-3009.833984375,84,157.0151,84,15.5896,2147.08
425000,1791.84,-3049.26953125,85,156.8125,85,15.7566,2150.58
430000,1777.81,-3087.12451171875,86,156.8271,86,15.5774,2078.4
435000,1800.66,-3157.562255859375,87,157.013,87,15.8158,2151.87
440000,1782.15,-3159.370849609375,88,157.0867,88,15.8727,2136.86
445000,1796.03,-3248.763671875,89,157.248,89,16.5211,2141.24
450000,1781.64,-3261.6943359375,90,156.9285,90,15.6279,2076.03
455000,1810.92,-3294.06005859375,91,156.8942,91,15.9862,2180.82
460000,1780.79,-3355.132080078125,92,157.0573,92,15.7823,2097.13
465000,1832.69,-3356.614501953125,93,156.7191,93,15.8024,2195.95
470000,1759.33,-3447.636962890625,94,156.9552,94,15.4958,2067.44
475000,1804.03,-3486.631591796875,95,156.9172,95,15.7237,2176.43
480000,1816.69,-3524.77685546875,96,156.7777,96,15.8477,2154.63
485000,1778.97,-3573.534912109375,97,156.9865,97,15.6104,2139.7
490000,1822.28,-3594.97412109375,98,156.7587,98,15.5387,2149.21
495000,1849.02,-3659.322021484375,99,156.8657,99,15.9897,2227.07
500000,1821.22,-3723.533203125,100,156.9054,100,15.8348,2157.21
505000,1807.74,-3743.93212890625,101,156.8668,101,15.8544,2153.54
510000,1859.5,-3810.848388671875,102,156.9521,102,15.9894,2180.77
515000,1872.4,-3813.85986328125,103,156.584,103,15.978,2210.42
520000,1834.87,-3920.8984375,104,156.8311,104,15.7097,2168.87
525000,1839.08,-3935.94873046875,105,156.8355,105,15.817,2172.83
530000,1839.01,-3980.315185546875,106,156.7849,106,15.6867,2173.87
535000,1828.13,-4034.0556640625,107,156.8675,107,15.8782,2196.74
540000,1826.04,-4074.652099609375,108,156.7539,108,15.5628,2165.78
545000,1837.09,-4132.236328125,109,156.8215,109,16.0784,2178.45
550000,1797.94,-4189.47412109375,110,156.7691,110,15.5412,2124.74
555000,1826.92,-4214.65234375,111,156.865,111,15.6596,2187.65
560000,1842.22,-4259.0078125,112,156.8406,112,15.6349,2183.12
565000,1860.09,-4316.67431640625,113,156.8675,113,15.8418,2181.56
570000,1850.95,-4377.2587890625,114,156.8243,114,15.7959,2182.82
575000,1801.29,-4430.115234375,115,156.8841,115,15.4315,2135.6
580000,1783.89,-4493.13525390625,116,157.0056,116,15.3409,2077.3
585000,1825.4,-4508.2568359375,117,156.7621,117,15.5988,2163.93
590000,1861.11,-4581.080078125,118,156.7184,118,16.1136,2161.68
595000,1843.29,-4654.87890625,119,156.9635,119,16.0522,2178.43
600000,1809.84,-4687.5947265625,120,157.1268,120,15.5954,2148.56
605000,1855.83,-4724.97900390625,121,156.9736,121,16.0109,2194.75
610000,1849.92,-4759.32373046875,122,156.924,122,15.4829,2201.64
615000,1859.67,-4844.3642578125,123,157.0089,123,16.2879,2234.89
620000,1828.81,-4873.0595703125,124,157.0692,124,15.4841,2174.84
625000,1802.76,-4901.427734375,125,156.7882,125,15.3293,2171.35
630000,1833.08,-4982.28759765625,126,156.9593,126,15.5628,2104.95
635000,1873.77,-5050.69873046875,127,156.953,127,16.1461,2212.3
640000,1854.89,-5108.72607421875,128,156.8434,128,15.7726,2182.01
645000,1887.16,-5160.53857421875,129,156.8835,129,16.0456,2219.53
650000,1899.08,-5139.63818359375,130,156.7871,130,15.8968,2239.77
655000,1879.8,-5194.8603515625,131,156.6345,131,15.7395,2248.01
660000,1816.65,-5285.57568359375,132,156.9965,132,15.8479,2122.64
665000,1897.18,-5358.01025390625,133,156.7518,133,15.9991,2247.82
670000,1831.39,-5378.744140625,134,156.9751,134,15.3433,2179.24
675000,1841.45,-5449.572265625,135,156.8522,135,15.6269,2149.72
680000,1848.14,-5481.65185546875,136,156.7107,136,15.377,2179.72
685000,1867.8,-5562.2060546875,137,156.812,137,15.5496,2178.68
690000,1821.23,-5585.6337890625,138,156.7318,138,15.2957,2148.47
695000,1838.52,-5662.021484375,139,156.7562,139,15.4974,2159.34
700000,1830.93,-5665.822265625,140,156.593,140,15.2416,2155.57
705000,1846.31,-5778.22412109375,141,156.754,141,15.4582,2148.94
710000,1833.33,-5791.05908203125,142,156.8653,142,15.5522,2116.19
715000,1855.87,-5899.1982421875,143,156.9217,143,15.2366,2116.48
720000,1894.65,-5906.7421875,144,156.6674,144,15.8125,2222.2
725000,1881.3,-6006.2978515625,145,156.8277,145,15.6475,2238.35
730000,1910.91,-6060.06787109375,146,156.8983,146,15.5851,2192.72
735000,1837.23,-6092.2666015625,147,156.844,147,15.4385,2141.93
740000,1841.66,-6156.26123046875,148,156.7229,148,15.3319,2166.17
745000,1837.17,-6188.3095703125,149,157.0045,149,15.442,2153.77
750000,1883.75,-6214.12841796875,150,156.7507,150,15.6011,2221.73
755000,1848.13,-6281.20556640625,151,156.7613,151,15.4413,2150.86
760000,1876.9,-6319.5166015625,152,156.6868,152,15.2213,2194.15
765000,1880.14,-6341.4755859375,153,156.7687,153,15.4637,2195.71
770000,1877.03,-6413.62890625,154,156.7266,154,15.3326,2182.26
775000,1890.24,-6468.4228515625,155,157.0539,155,15.8161,2236.96
780000,1901.36,-6499.86181640625,156,156.6544,156,15.8189,2232.38
785000,1905.64,-6533.15087890625,157,156.924,157,15.6319,2258.44
790000,1887.1,-6618.4853515625,158,156.7368,158,16.0151,2250.53
795000,1896.4,-6681.87451171875,159,157.0562,159,16.0396,2228.3
800000,1871.96,-6694.05078125,160,156.8856,160,15.6342,2199.34
805000,1912.89,-6682.8603515625,161,156.8443,161,15.7803,2258.42
810000,1894.76,-6794.40966796875,162,156.903,162,15.884,2222.32
815000,1904.84,-6772.8916015625,163,156.8062,163,15.6991,2262.11
820000,1867.64,-6879.06640625,164,156.8174,164,15.3632,2192.66
825000,1899.57,-6857.63720703125,165,156.763,165,15.365,2239.3
830000,1872.77,-6971.0390625,166,156.6974,166,15.3836,2152.99
835000,1928.86,-7041.5498046875,167,156.8378,167,16.0606,2265.64
840000,1920.35,-7041.97998046875,168,156.7287,168,15.7515,2283.34
845000,1893.22,-7053.21533203125,169,156.7911,169,15.8836,2256.07
850000,1912.74,-7100.509765625,170,156.8319,170,15.7484,2229.96
855000,1883.02,-7166.447265625,171,156.7088,171,15.3639,2238.5
860000,1852.13,-7215.23876953125,172,156.8503,172,15.3077,2162.3
865000,1858.06,-7245.38037109375,173,156.6896,173,15.2603,2103.83
870000,1876.79,-7272.9443359375,174,156.6603,174,15.6879,2184.61
875000,1880.16,-7376.6708984375,175,156.9598,175,15.7009,2169.74
880000,1895.17,-7363.6083984375,176,156.7502,176,15.6401,2231.6
885000,1902.54,-7413.07421875,177,156.6278,177,15.6202,2247.05
890000,1931.42,-7478.361328125,178,156.7116,178,15.7847,2276.91
895000,1889.94,-7464.912109375,179,156.8932,179,15.5764,2195.17
900000,1916.35,-7560.763671875,180,156.8873,180,15.858,2226.49
905000,1878.44,-7583.90283203125,181,156.8778,181,15.5404,2223.54
910000,1875.77,-7673.0,182,156.8495,182,15.7368,2245.29
915000,1916.0,-7626.44482421875,183,156.7205,183,15.786,2256.31
920000,1934.3,-7684.9990234375,184,156.8634,184,15.7956,2245.29
925000,1908.57,-7729.04150390625,185,156.834,185,15.7275,2277.43
930000,1919.97,-7695.388671875,186,156.8163,186,15.914,2224.14
935000,1921.33,-7730.96142578125,187,156.6797,187,15.3711,2259.24
940000,1888.94,-7815.86279296875,188,156.8725,188,15.5628,2234.7
945000,1925.95,-7807.7890625,189,156.7553,189,15.7163,2276.96
950000,1947.42,-7833.287109375,190,156.7034,190,15.7043,2254.5
955000,1908.44,-7890.09814453125,191,156.6196,191,15.423,2223.61
960000,1882.7,-7902.52099609375,192,156.8291,192,15.342,2245.08
965000,1881.22,-8013.60888671875,193,156.8443,193,16.0277,2204.62
970000,1960.37,-7942.9873046875,194,156.6981,194,15.7064,2230.77
975000,1944.32,-7988.49951171875,195,156.6738,195,15.755,2247.14
980000,1877.43,-8078.0751953125,196,156.8534,196,15.7915,2166.42
985000,1917.16,-8077.89892578125,197,156.7421,197,15.8598,2264.93
990000,1873.35,-8117.00634765625,198,156.7661,198,15.6509,2213.24
995000,1962.02,-8186.86572265625,199,156.8369,199,16.2681,2286.33
1000000,1918.93,-8128.3291015625,200,156.6872,200,15.6378,2246.37
1005000,1904.65,-8124.8310546875,201,156.6835,201,15.5564,2245.96
1010000,1921.69,-8182.31884765625,202,156.7261,202,15.7106,2233.49
1015000,1948.79,-8210.8935546875,203,156.5976,203,15.6032,2304.07
1020000,1937.75,-8259.9912109375,204,156.823,204,15.7523,2259.04
1025000,1916.46,-8253.0703125,205,156.6646,205,15.526,2277.7
1030000,1926.22,-8318.2314453125,206,156.7478,206,15.8434,2259.54
1035000,1939.48,-8325.62890625,207,156.6005,207,15.6166,2286.27
1040000,1935.67,-8360.04296875,208,156.6097,208,15.7754,2287.32
1045000,1955.75,-8406.7861328125,209,156.7757,209,15.7546,2301.35
1050000,1935.68,-8388.0791015625,210,156.5696,210,15.7085,2248.53
1055000,1941.6,-8469.53125,211,156.6879,211,15.7754,2266.92
1060000,1945.07,-8468.9736328125,212,156.6645,212,15.772,2298.2
1065000,1917.97,-8524.7783203125,213,156.476,213,15.7376,2261.98
1070000,1949.99,-8539.734375,214,156.5446,214,15.7112,2294.54
1075000,1933.19,-8586.1494140625,215,156.7466,215,15.6878,2286.92
1080000,1923.49,-8629.82421875,216,156.7744,216,15.7897,2291.41
1085000,1930.87,-8640.921875,217,156.7734,217,15.6852,2264.8
1090000,1931.33,-8628.8603515625,218,156.5843,218,15.5656,2267.71
1095000,1929.72,-8666.193359375,219,156.7276,219,15.5654,2272.89
1100000,1946.21,-8682.4638671875,220,156.6901,220,15.7055,2287.49
1105000,1933.45,-8745.830078125,221,156.7442,221,15.7302,2271.92
1110000,1957.59,-8755.6123046875,222,156.8014,222,15.7227,2260.82
1115000,1932.26,-8771.1953125,223,156.6603,223,15.6956,2279.9
1120000,1930.1,-8813.5322265625,224,156.6201,224,15.7765,2255.73
1125000,1920.85,-8854.103515625,225,156.7379,225,15.707,2291.21
1130000,1924.22,-8866.0341796875,226,156.6378,226,15.6677,2269.09
1135000,1937.98,-8877.947265625,227,156.6004,227,15.6596,2283.6
1140000,1950.34,-8887.31640625,228,156.7053,228,15.6109,2299.67
1145000,1911.56,-8916.4853515625,229,156.8104,229,15.7197,2262.95
1150000,1911.53,-8912.0322265625,230,156.7394,230,15.3795,2248.43
1155000,1920.35,-8989.2421875,231,156.7921,231,15.8408,2293.05
1160000,1916.89,-9021.576171875,232,156.8055,232,15.6827,2282.0
1165000,1899.71,-9034.658203125,233,156.756,233,15.5712,2242.03
1170000,1910.71,-9037.287109375,234,156.5639,234,15.5941,2260.96
1175000,1911.76,-9082.638671875,235,156.6726,235,15.5769,2271.78
1180000,1911.71,-9122.27734375,236,156.7494,236,15.6733,2225.23
1185000,1896.48,-9146.9462890625,237,156.8206,237,15.7624,2215.5
1190000,1887.61,-9145.75390625,238,156.8068,238,15.6579,2263.81
1195000,1901.13,-9153.625,239,156.643,239,15.4588,2287.3
1200000,1930.9,-9251.033203125,240,156.7955,240,15.7554,2281.48
1205000,1909.4,-9222.3662109375,241,156.629,241,15.3089,2270.34
1210000,1917.01,-9280.37109375,242,156.7618,242,15.6493,2252.21
1215000,1930.3,-9286.080078125,243,156.6471,243,15.5857,2292.85
1220000,1903.76,-9333.6826171875,244,156.8618,244,15.6862,2255.09
1225000,1900.09,-9323.9794921875,245,156.7685,245,15.5409,2252.81
1230000,1906.66,-9367.6884765625,246,156.6181,246,15.6758,2282.92
1235000,1899.14,-9401.0556640625,247,156.7009,247,15.6395,2265.27
1240000,1909.37,-9400.75390625,248,156.7763,248,15.5578,2251.5
1245000,1868.5,-9390.0556640625,249,156.5456,249,15.335,2216.79
1250000,1909.89,-9498.767578125,250,156.9259,250,15.5867,2263.99
1255000,1938.79,-9480.7001953125,251,156.6816,251,15.6413,2243.97
1260000,1926.81,-9500.18359375,252,156.6511,252,15.4741,2245.12
1265000,1920.15,-9534.3408203125,253,156.9028,253,15.7312,2251.71
1270000,1941.03,-9525.3359375,254,156.6358,254,15.5923,2227.8
1275000,1922.59,-9568.4609375,255,156.5669,255,15.5861,2249.33
1280000,1913.91,-9617.0966796875,256,156.6718,256,15.6657,2265.63
1285000,1923.98,-9620.5849609375,257,156.693,257,15.5882,2262.79
1290000,1929.4,-9665.3564453125,258,156.8089,258,15.7441,2246.33
1295000,1929.92,-9661.9140625,259,156.6111,259,15.431,2254.45
1300000,1908.16,-9716.6435546875,260,156.6891,260,15.5625,2215.6
1305000,1912.79,-9731.154296875,261,156.8495,261,15.6912,2241.82
1310000,1921.73,-9760.900390625,262,156.7401,262,15.5879,2245.35
1315000,1912.47,-9814.861328125,263,156.7707,263,15.5774,2227.81
1320000,1910.26,-9800.54296875,264,156.5892,264,15.6997,2266.72
1325000,1922.04,-9809.8916015625,265,156.6319,265,15.3337,2245.91
1330000,1926.07,-9856.0205078125,266,156.6064,266,15.6738,2282.57
1335000,1913.49,-9931.90625,267,156.7758,267,15.7239,2238.23
1340000,1917.31,-9899.7265625,268,156.8098,268,15.4804,2245.66
1345000,1932.96,-9898.5068359375,269,156.5506,269,15.5711,2296.88
1350000,1920.99,-9962.75,270,156.6519,270,15.5746,2266.71
1355000,1920.03,-9945.716796875,271,156.5671,271,15.3875,2273.18
1360000,1907.95,-9974.90234375,272,156.6233,272,15.4294,2281.34
1365000,1949.11,-10021.49609375,273,156.767,273,15.5966,2323.89
1370000,1915.57,-10014.546875,274,156.6626,274,15.553,2319.77
1375000,1902.93,-10023.5849609375,275,156.8529,275,15.252,2299.92
1380000,1923.39,-10064.984375,276,156.8786,276,15.5872,2312.95
1385000,1936.54,-10034.24609375,277,156.6272,277,15.4095,2304.31
1390000,1918.86,-10058.5869140625,278,156.5582,278,15.2368,2281.35
1395000,1936.27,-10105.90625,279,156.6823,279,15.2996,2281.81
1400000,1908.58,-10134.09765625,280,156.8055,280,15.6476,2309.11
1405000,1939.85,-10125.7421875,281,156.7623,281,15.4899,2292.06
1410000,1953.75,-10126.302734375,282,156.7924,282,15.5709,2284.45
1415000,1976.65,-10176.4248046875,283,156.6378,283,15.4936,2301.37
1420000,1910.92,-10189.3466796875,284,156.6899,284,15.4585,2310.13
1425000,1934.05,-10206.2958984375,285,156.715,285,15.5108,2286.27
1430000,1960.36,-10285.6845703125,286,156.62,286,15.4592,2296.0
1435000,1947.05,-10277.9580078125,287,156.5586,287,15.4179,2316.26
1440000,1950.75,-10258.0341796875,288,156.5972,288,15.319,2317.38
1445000,1942.61,-10305.2978515625,289,156.7332,289,15.4396,2257.49
1450000,1946.54,-10316.1416015625,290,156.8089,290,15.4935,2293.67
1455000,1954.41,-10362.634765625,291,156.5686,291,15.4582,2289.84
1460000,1936.59,-10369.265625,292,156.6496,292,15.4508,2285.15
1465000,1912.43,-10392.4306640625,293,156.6792,293,15.4887,2290.51
1470000,1931.51,-10400.1708984375,294,156.6007,294,15.6563,2293.82
1475000,1877.94,-10379.1787109375,295,156.6652,295,15.2065,2290.23
1480000,1935.71,-10411.5283203125,296,156.6856,296,15.3948,2299.41
1485000,1938.59,-10441.0126953125,297,156.6031,297,15.412,2294.33
1490000,1917.15,-10472.123046875,298,156.4455,298,15.3753,2305.67
1495000,1950.7,-10483.8818359375,299,156.6491,299,15.3734,2328.21
1500000,1938.94,-10483.044921875,300,156.533,300,15.4786,2293.27
1505000,1946.74,-10504.724609375,301,156.6883,301,15.4565,2305.78
1510000,1943.25,-10516.9765625,302,156.6108,302,15.3316,2316.56
1515000,1945.58,-10505.125,303,156.7576,303,15.2297,2281.9
1520000,1823.79,-10549.837890625,304,156.6028,304,15.4973,2324.75
1525000,1969.37,-10538.2265625,305,156.6528,305,15.4879,2298.65
1530000,1949.99,-10568.6552734375,306,156.5938,306,15.3088,2290.11
1535000,1962.26,-10574.109375,307,156.5207,307,15.3503,2288.69
1540000,1941.55,-10605.5751953125,308,156.5662,308,15.5271,2305.9
1545000,1945.14,-10596.05078125,309,156.5311,309,15.5146,2308.83
1550000,1931.72,-10620.982421875,310,156.6273,310,15.3824,2281.51
1555000,1960.4,-10652.2919921875,311,156.6481,311,15.388,2299.22
1560000,1962.08,-10695.07421875,312,156.6454,312,15.4498,2270.6
1565000,1939.26,-10695.8251953125,313,156.6168,313,15.414,2301.45
1570000,1927.45,-10710.4814453125,314,156.6447,314,15.4711,2279.45
1575000,1938.94,-10707.0185546875,315,156.7112,315,15.4516,2283.61
1580000,1947.9,-10682.7373046875,316,156.8603,316,15.1991,2266.91
1585000,1961.79,-10743.0146484375,317,156.6286,317,15.6309,2304.63
1590000,1951.73,-10728.01953125,318,156.7731,318,15.6216,2277.88
1595000,1947.86,-10770.380859375,319,156.594,319,15.543,2299.35
1600000,1977.41,-10821.685546875,320,156.6095,320,15.5252,2300.21
1605000,1945.86,-10801.568359375,321,156.7557,321,15.5374,2277.63
1610000,1952.52,-10819.7333984375,322,156.6738,322,15.5691,2296.41
1615000,1963.24,-10865.0419921875,323,156.6161,323,15.3515,2283.26
1620000,1949.53,-10916.4541015625,324,156.5845,324,15.5467,2297.21
1625000,1939.74,-10908.82421875,325,156.6172,325,15.4969,2295.6
1630000,1971.77,-10917.4521484375,326,156.6792,326,15.6742,2299.99
1635000,1947.82,-10915.19140625,327,156.5586,327,15.5396,2303.24
1640000,1936.2,-10910.7509765625,328,156.6192,328,15.2336,2283.11
1645000,1961.58,-10946.3193359375,329,156.5588,329,15.5959,2297.66
1650000,1941.97,-10966.453125,330,156.5811,330,15.6026,2284.63
1655000,1985.4,-10940.2998046875,331,156.5411,331,15.5856,2305.73
1660000,1947.27,-10986.7529296875,332,156.6287,332,15.4245,2307.98
1665000,1888.17,-10987.5791015625,333,156.6054,333,15.5702,2279.73
1670000,1958.22,-10998.197265625,334,156.6507,334,15.5124,2284.35
1675000,1931.91,-11018.46484375,335,156.5168,335,15.401,2261.84
1680000,1935.8,-11006.8701171875,336,156.5263,336,15.3905,2272.81
1685000,1956.95,-11036.6220703125,337,156.8156,337,15.2523,2275.02
1690000,1944.54,-11055.3095703125,338,156.6616,338,15.2946,2274.03
1695000,1952.56,-11109.2978515625,339,156.6542,339,15.7486,2276.6
1700000,1922.37,-11084.0869140625,340,156.6337,340,15.2819,2269.56
1705000,1926.4,-11086.5419921875,341,156.8878,341,15.3447,2254.1
1710000,1942.33,-11117.7861328125,342,156.6702,342,15.4826,2282.78
1715000,1928.56,-11137.47265625,343,156.4945,343,15.3658,2265.72
1720000,1940.9,-11153.146484375,344,156.7279,344,15.4039,2270.78
1725000,1950.77,-11186.5166015625,345,156.5671,345,15.2763,2291.63
1730000,1919.6,-11134.966796875,346,156.6898,346,15.2904,2251.97
1735000,1950.72,-11227.0302734375,347,156.6098,347,15.5241,2292.91
1740000,1963.56,-11250.0322265625,348,156.5935,348,15.6503,2282.58
1745000,1924.84,-11225.931640625,349,156.6811,349,15.281,2276.41
1750000,1962.08,-11267.4619140625,350,156.6768,350,15.4506,2309.68
1755000,1937.63,-11287.7333984375,351,156.7624,351,15.5995,2283.38
1760000,1943.74,-11296.767578125,352,156.6233,352,15.5719,2302.7
1765000,1945.77,-11311.826171875,353,156.7405,353,15.5351,2286.66
1770000,1935.62,-11306.521484375,354,156.6006,354,15.4352,2256.39
1775000,1913.49,-11360.0673828125,355,156.5143,355,15.5646,2276.85
1780000,1963.42,-11414.2138671875,356,156.6413,356,15.628,2313.76
1785000,1944.24,-11389.6103515625,357,156.5627,357,15.4966,2286.89
1790000,1949.51,-11421.259765625,358,156.5156,358,15.45,2301.3
1795000,1968.15,-11470.857421875,359,156.6692,359,15.7397,2312.99
1800000,1961.45,-11430.5234375,360,156.5864,360,15.6372,2307.88
1805000,1956.74,-11439.890625,361,156.7886,361,15.445,2287.08
1810000,1965.35,-11457.8798828125,362,156.6031,362,15.6126,2302.35
1815000,1978.76,-11526.9873046875,363,156.5964,363,15.6918,2319.21
1820000,1970.15,-11523.9755859375,364,156.563,364,15.6402,2314.92
1825000,1935.89,-11495.978515625,365,156.687,365,15.5547,2303.47
1830000,1967.1,-11528.08984375,366,156.6217,366,15.5256,2319.96
1835000,1916.14,-11629.3876953125,367,156.5901,367,15.7064,2328.63
1840000,1953.91,-11561.2353515625,368,156.497,368,15.631,2300.69
1845000,1982.09,-11566.013671875,369,156.4111,369,15.4889,2301.69
1850000,1954.22,-11595.1552734375,370,156.6035,370,15.5567,2313.39
1855000,1960.53,-11592.9580078125,371,156.6078,371,15.5485,2313.43
1860000,1917.28,-11665.7578125,372,156.5673,372,15.6602,2306.13
1865000,1986.3,-11646.9658203125,373,156.5793,373,15.6218,2319.73
1870000,1974.59,-11698.748046875,374,156.5522,374,15.6835,2304.95
1875000,1957.93,-11704.08984375,375,156.5898,375,15.6444,2289.16
1880000,1978.05,-11692.125,376,156.5154,376,15.6689,2314.03
1885000,1973.79,-11720.4814453125,377,156.6498,377,15.5814,2295.57
1890000,1977.4,-11764.58203125,378,156.5777,378,15.6999,2300.51
1895000,1972.05,-11763.8642578125,379,156.6021,379,15.5896,2285.62
1900000,1990.47,-11784.376953125,380,156.5822,380,15.7457,2312.54
1905000,1967.94,-11781.4921875,381,156.5743,381,15.5362,2306.23
1910000,1956.47,-11828.2587890625,382,156.4908,382,15.545,2303.28
1915000,2002.99,-11813.2939453125,383,156.5682,383,15.708,2322.85
1920000,1968.9,-11816.9541015625,384,156.5308,384,15.6126,2305.87
1925000,1978.55,-11874.994140625,385,156.5428,385,15.704,2313.13
1930000,1976.46,-11874.697265625,386,156.5332,386,15.6907,2315.27
