Running Forward KL,Running Reverse KL,Reward Loss,Real Sto Return,Running Env Steps,Itration,Real Det Return,Running Update Time
156.6793,15.3954,-13529.7216796875,1766.55,290000,58,2171.03,58
156.7922,15.2382,-13654.4541015625,1693.25,295000,59,2036.01,59
156.5785,15.3495,-13962.494140625,1794.72,300000,60,2147.07,60
156.6563,15.1901,-14187.982421875,1769.82,305000,61,2171.07,61
156.7954,15.4589,-14292.0791015625,1769.64,310000,62,2120.41,62
156.7477,14.9717,-14533.8291015625,1712.79,315000,63,2124.75,63
156.5683,15.1414,-14602.068359375,1767.21,320000,64,2078.68,64
156.7306,15.6326,-15055.228515625,1780.28,325000,65,2108.93,65
156.6255,15.4889,-15180.462890625,1788.18,330000,66,2161.1,66
156.7311,15.2768,-15418.8701171875,1749.58,335000,67,2168.36,67
156.6466,15.4221,-15568.9169921875,1814.13,340000,68,2160.68,68
156.6915,15.3817,-15786.7744140625,1762.64,345000,69,2104.6,69
156.7902,15.3616,-16011.458984375,1787.92,350000,70,2162.05,70
156.9983,15.2591,-16204.017578125,1737.83,355000,71,2115.89,71
156.7128,15.2882,-16425.3828125,1785.42,360000,72,2132.5,72
156.7344,15.4513,-16795.109375,1789.59,365000,73,2187.02,73
156.8183,15.4722,-16901.298828125,1805.88,370000,74,2136.22,74
156.6413,15.5492,-17203.189453125,1838.13,375000,75,2204.63,75
156.5629,15.4023,-17358.421875,1795.13,380000,76,2121.8,76
156.8241,15.2081,-17607.408203125,1762.35,385000,77,2181.1,77
156.7804,15.6887,-17869.779296875,1839.76,390000,78,2160.74,78
156.7684,15.3811,-18022.306640625,1793.64,395000,79,2191.61,79
156.7853,15.341,-18187.369140625,1820.43,400000,80,2203.76,80
156.5958,15.1709,-18371.71484375,1783.61,405000,81,2175.73,81
156.6218,15.1813,-18616.955078125,1787.31,410000,82,2183.28,82
156.7592,15.6017,-18872.80859375,1817.61,415000,83,2133.25,83
156.6413,15.1596,-19139.8671875,1774.71,420000,84,2104.9,84
156.6065,15.5075,-19394.56640625,1835.38,425000,85,2181.16,85
156.6621,14.9757,-19540.689453125,1773.25,430000,86,2205.28,86
156.706,15.525,-19999.556640625,1791.94,435000,87,2154.54,87
156.8384,15.3853,-20087.482421875,1807.36,440000,88,2191.12,88
156.7304,15.3546,-20483.888671875,1795.64,445000,89,2172.85,89
156.6506,15.2723,-20447.6328125,1783.03,450000,90,2107.96,90
156.7762,15.2491,-20685.353515625,1832.16,455000,91,2192.63,91
156.8807,15.391,-21060.87890625,1822.74,460000,92,2173.88,92
156.9242,15.4106,-21140.974609375,1822.52,465000,93,2201.46,93
156.5591,15.2121,-21370.498046875,1834.43,470000,94,2219.31,94
156.9288,15.2812,-21795.05078125,1820.63,475000,95,2236.38,95
156.645,15.1589,-21873.5625,1815.24,480000,96,2219.96,96
157.0422,15.4218,-22232.359375,1804.04,485000,97,2196.41,97
156.7296,15.5196,-22473.30859375,1815.98,490000,98,2191.7,98
156.7982,15.6158,-22588.833984375,1854.68,495000,99,2222.55,99
156.6799,15.1071,-22910.900390625,1831.71,500000,100,2225.48,100
157.0073,15.6652,-23172.169921875,1852.93,505000,101,2217.37,101
156.8221,15.5293,-23402.873046875,1867.27,510000,102,2242.58,102
156.685,15.3646,-23709.197265625,1814.69,515000,103,2192.94,103
156.5704,15.306,-23912.076171875,1839.2,520000,104,2205.39,104
156.7917,15.3484,-24209.61328125,1830.39,525000,105,2183.02,105
156.6775,15.4266,-24536.076171875,1854.96,530000,106,2240.99,106
156.8347,15.2484,-24857.39453125,1835.87,535000,107,2233.13,107
156.7623,15.5333,-25183.181640625,1867.97,540000,108,2218.63,108
156.6697,15.4214,-25193.447265625,1861.38,545000,109,2219.03,109
156.9276,15.3691,-25390.701171875,1876.96,550000,110,2229.99,110
156.6695,15.2293,-25648.25390625,1809.76,555000,111,2127.84,111
156.9098,15.2739,-25863.505859375,1843.01,560000,112,2217.22,112
156.7677,15.3032,-26251.8046875,1839.89,565000,113,2242.77,113
156.649,15.3608,-26573.212890625,1836.45,570000,114,2221.44,114
156.6894,15.4296,-26801.009765625,1829.4,575000,115,2165.11,115
156.8145,15.3854,-27046.35546875,1838.4,580000,116,2210.65,116
156.7908,15.2704,-27384.435546875,1835.13,585000,117,2212.41,117
156.6023,15.311,-27529.470703125,1845.02,590000,118,2171.07,118
156.7052,15.4178,-27907.388671875,1867.53,595000,119,2229.18,119
156.4421,15.3749,-28238.4921875,1876.13,600000,120,2203.97,120
156.6231,15.0973,-28408.052734375,1831.02,605000,121,2188.86,121
156.832,15.7124,-28667.3046875,1877.54,610000,122,2187.17,122
156.6471,15.3306,-28880.669921875,1846.92,615000,123,2179.95,123
156.5451,15.2399,-29284.78515625,1842.03,620000,124,2189.99,124
156.8058,15.4385,-29491.994140625,1845.03,625000,125,2171.09,125
156.9599,15.818,-29879.923828125,1855.83,630000,126,2195.77,126
156.8024,15.7315,-30095.943359375,1890.72,635000,127,2253.84,127
156.8314,15.4232,-30279.8125,1867.66,640000,128,2210.3,128
156.7821,15.5299,-30643.337890625,1870.48,645000,129,2222.68,129
156.8168,15.4328,-31284.46484375,1851.38,650000,130,2258.14,130
156.6921,15.408,-31162.673828125,1821.26,655000,131,2200.56,131
156.6169,15.3497,-31431.203125,1868.13,660000,132,2253.32,132
156.6556,15.2127,-31745.396484375,1846.32,665000,133,2208.99,133
156.7807,15.6124,-31995.513671875,1857.85,670000,134,2198.91,134
156.7859,15.2511,-32231.837890625,1847.49,675000,135,2226.62,135
156.5272,15.2177,-32559.833984375,1863.49,680000,136,2234.6,136
156.7942,15.4899,-33004.41796875,1879.84,685000,137,2240.57,137
156.6579,15.3599,-33293.953125,1853.88,690000,138,2234.75,138
156.8392,15.5274,-33457.01953125,1853.96,695000,139,2223.75,139
156.6686,15.373,-33649.09765625,1869.97,700000,140,2217.59,140
156.5976,15.2409,-34105.19921875,1870.77,705000,141,2240.9,141
156.901,15.6198,-34263.52734375,1888.86,710000,142,2223.71,142
156.6474,15.6669,-34657.578125,1896.34,715000,143,2185.66,143
156.8986,15.5278,-34916.3828125,1880.99,720000,144,2209.27,144
156.8212,15.6211,-35341.22265625,1924.83,725000,145,2237.88,145
156.6373,15.3162,-35687.16796875,1878.2,730000,146,2213.18,146
156.6701,15.6255,-35776.64453125,1882.61,735000,147,2215.99,147
156.6486,15.1041,-35941.125,1854.47,740000,148,2218.58,148
156.6791,15.0681,-36134.80859375,1833.0,745000,149,2164.66,149
156.7639,15.4455,-36356.5546875,1889.34,750000,150,2226.14,150
156.6902,15.2147,-36636.703125,1843.96,755000,151,2203.93,151
156.7994,15.2486,-36977.4765625,1892.55,760000,152,2215.42,152
156.7553,15.2638,-37039.921875,1910.32,765000,153,2225.19,153
156.5698,15.2958,-37405.12890625,1887.23,770000,154,2213.9,154
156.5428,15.1369,-38023.828125,1871.42,775000,155,2221.52,155
156.7666,15.3251,-38121.484375,1876.13,780000,156,2213.94,156
156.6419,15.1525,-38541.67578125,1861.79,785000,157,2210.97,157
156.8008,15.2134,-38797.03515625,1875.18,790000,158,2222.19,158
156.8139,15.461,-39004.0078125,1893.83,795000,159,2242.37,159
156.581,15.3622,-39274.51953125,1895.48,800000,160,2246.2,160
156.7659,15.402,-39501.48046875,1900.31,805000,161,2251.34,161
156.6888,15.3041,-39794.09765625,1877.13,810000,162,2202.27,162
156.8291,15.3796,-40049.25390625,1886.95,815000,163,2202.79,163
156.698,15.3993,-40418.9296875,1882.54,820000,164,2267.07,164
156.6044,15.2843,-40513.88671875,1895.51,825000,165,2276.77,165
156.712,15.5374,-40938.5859375,1908.33,830000,166,2272.98,166
156.8402,15.5303,-40932.6484375,1901.48,835000,167,2249.4,167
156.7018,15.3854,-41456.390625,1912.34,840000,168,2276.15,168
156.6443,15.021,-41560.8125,1870.2,845000,169,2243.49,169
156.6587,15.169,-42025.18359375,1915.53,850000,170,2281.83,170
156.6701,15.5475,-42226.0546875,1914.63,855000,171,2268.99,171
156.7591,15.131,-42512.03515625,1873.36,860000,172,2233.02,172
156.7707,15.2908,-42657.859375,1885.12,865000,173,2230.41,173
156.6767,15.4876,-42897.171875,1933.98,870000,174,2287.02,174
156.8226,15.4334,-43928.5625,1925.99,875000,175,2302.28,175
156.6896,15.3843,-43821.078125,1890.19,880000,176,2279.04,176
156.6541,15.2705,-43929.5703125,1888.59,885000,177,2233.47,177
156.8206,15.5302,-43969.92578125,1920.45,890000,178,2254.42,178
156.6282,15.2186,-44107.7890625,1888.32,895000,179,2202.79,179
156.6311,15.4504,-44782.14453125,1899.98,900000,180,2265.7,180
156.6195,15.3168,-44919.65625,1889.63,905000,181,2278.76,181
156.6874,15.2305,-45034.6015625,1883.9,910000,182,2216.47,182
156.5677,15.2303,-45451.23046875,1886.75,915000,183,2239.52,183
156.7946,15.4193,-45463.953125,1895.41,920000,184,2277.92,184
156.9187,15.6425,-45926.703125,1912.72,925000,185,2275.74,185
156.7501,15.205,-45635.6953125,1878.31,930000,186,2232.15,186
156.6835,15.3779,-46330.35546875,1926.58,935000,187,2234.73,187
156.6677,15.2526,-46190.70703125,1906.19,940000,188,2265.8,188
156.7772,15.2314,-46493.03515625,1911.03,945000,189,2250.02,189
156.6127,15.4856,-46704.42578125,1919.29,950000,190,2253.53,190
156.7183,15.2676,-46678.84375,1884.23,955000,191,2259.19,191
156.8354,15.5553,-46982.4296875,1888.88,960000,192,2229.52,192
156.5561,15.3367,-46967.11328125,1910.17,965000,193,2239.85,193
156.6186,15.4472,-47226.1875,1925.09,970000,194,2261.17,194
156.5686,15.191,-47489.359375,1903.71,975000,195,2264.96,195
156.6466,15.1764,-47519.03125,1890.4,980000,196,2272.86,196
156.7433,15.5285,-47978.0234375,1940.72,985000,197,2293.25,197
156.8006,15.3791,-47957.92578125,1939.91,990000,198,2292.26,198
156.5693,14.9162,-48088.19921875,1903.84,995000,199,2231.77,199
156.6055,15.2267,-48130.0703125,1896.78,1000000,200,2263.75,200
156.7468,15.3495,-48516.109375,1903.2,1005000,201,2244.9,201
156.5544,15.2604,-48532.6953125,1908.36,1010000,202,2256.99,202
156.6281,15.2912,-48762.9453125,1915.84,1015000,203,2280.34,203
156.7491,15.3029,-48945.66796875,1906.22,1020000,204,2217.02,204
156.8536,15.2938,-49142.2890625,1913.04,1025000,205,2270.06,205
156.6932,15.3693,-49157.5078125,1926.71,1030000,206,2246.46,206
156.8227,15.2958,-49422.12890625,1923.12,1035000,207,2278.06,207
156.6276,15.1818,-49672.16796875,1918.7,1040000,208,2273.44,208
156.7634,15.2942,-49901.359375,1911.03,1045000,209,2279.21,209
156.6793,15.203,-49912.51953125,1921.38,1050000,210,2263.56,210
156.7282,15.4016,-50022.4453125,1920.1,1055000,211,2264.17,211
156.6769,15.4239,-50360.16796875,1920.13,1060000,212,2279.23,212
156.7263,15.2936,-50324.30078125,1931.75,1065000,213,2259.95,213
156.6253,15.1519,-50665.9609375,1924.62,1070000,214,2278.17,214
156.8531,15.3391,-50977.77734375,1914.89,1075000,215,2285.94,215
156.7525,15.3769,-50686.109375,1908.15,1080000,216,2277.68,216
156.644,15.3904,-51039.01953125,1919.7,1085000,217,2278.23,217
156.6523,15.4482,-51144.296875,1920.95,1090000,218,2284.43,218
156.7048,15.2888,-51281.90625,1912.3,1095000,219,2267.76,219
156.6773,15.2054,-51314.26171875,1906.59,1100000,220,2281.11,220
156.7172,15.2387,-51544.046875,1901.37,1105000,221,2256.64,221
156.6885,15.3006,-51766.71484375,1899.12,1110000,222,2253.58,222
156.6702,15.1307,-51745.046875,1882.23,1115000,223,2266.48,223
156.6311,15.0732,-51933.90234375,1905.32,1120000,224,2132.89,224
156.537,15.1728,-51901.12109375,1910.82,1125000,225,2258.36,225
156.5406,15.3105,-52137.50390625,1889.71,1130000,226,2256.44,226
156.6504,15.0985,-52203.6015625,1870.59,1135000,227,2253.6,227
156.5587,15.1872,-52358.84375,1879.59,1140000,228,2237.33,228
156.5259,14.9515,-52558.77734375,1859.73,1145000,229,2237.88,229
156.6806,15.1272,-52675.33984375,1879.18,1150000,230,2266.09,230
156.4722,14.9242,-52724.2578125,1870.18,1155000,231,2266.97,231
156.4885,14.999,-52878.39453125,1831.62,1160000,232,2223.36,232
156.5149,15.029,-52858.10546875,1881.06,1165000,233,2235.03,233
156.7005,15.0526,-52937.48046875,1859.17,1170000,234,2220.06,234
156.7808,15.0553,-53204.875,1878.45,1175000,235,2254.46,235
156.4956,14.9728,-53380.453125,1844.43,1180000,236,2110.93,236
156.5497,14.9407,-53408.56640625,1851.3,1185000,237,1973.75,237
156.6065,14.8106,-53546.1328125,1809.67,1190000,238,2220.03,238
156.5508,15.0148,-53542.34375,1841.78,1195000,239,2232.62,239
156.545,14.8502,-53826.16796875,1815.35,1200000,240,2253.71,240
156.6301,14.7664,-53845.2890625,1818.13,1205000,241,2235.13,241
156.5765,14.9714,-53900.34375,1847.16,1210000,242,2107.29,242
156.6319,14.8938,-54047.6328125,1836.39,1215000,243,2217.81,243
156.5842,15.1139,-54280.48046875,1877.9,1220000,244,2281.08,244
156.5658,14.9899,-54465.796875,1843.96,1225000,245,2118.83,245
156.5999,14.878,-54412.7265625,1831.62,1230000,246,1591.41,246
156.5647,14.9428,-54690.96875,1846.39,1235000,247,2217.99,247
156.649,14.8648,-54777.33984375,1852.08,1240000,248,2260.11,248
156.7119,14.887,-54864.2578125,1894.24,1245000,249,2154.92,249
156.3393,14.9843,-55018.63671875,1893.49,1250000,250,2273.34,250
156.7113,15.2464,-54979.4375,1901.62,1255000,251,2288.02,251
156.8105,14.8821,-55013.7421875,1846.16,1260000,252,2217.2,252
156.4152,14.9403,-55122.36328125,1885.83,1265000,253,2113.43,253
156.7117,15.0607,-55756.22265625,1894.95,1270000,254,2289.32,254
156.6015,15.0665,-55735.88671875,1879.52,1275000,255,2265.49,255
156.644,15.1155,-55716.44921875,1895.35,1280000,256,2261.23,256
156.6572,15.1377,-55939.8125,1894.01,1285000,257,2291.22,257
156.5591,15.2268,-55885.50390625,1912.95,1290000,258,2276.56,258
156.5223,15.0102,-56029.78125,1863.48,1295000,259,2243.51,259
156.6407,14.906,-56374.73046875,1867.85,1300000,260,2283.61,260
156.6053,15.0784,-56294.05859375,1866.77,1305000,261,2135.17,261
156.4658,15.1249,-56477.85546875,1895.76,1310000,262,2285.2,262
156.7286,14.915,-56454.45703125,1871.12,1315000,263,2244.7,263
156.5588,15.018,-56457.875,1883.94,1320000,264,2247.85,264
156.7067,14.9841,-56445.125,1879.93,1325000,265,2263.17,265
156.4823,15.0557,-56621.671875,1867.3,1330000,266,2262.73,266
156.6721,14.9721,-56966.3125,1878.32,1335000,267,2135.37,267
156.6853,15.1421,-57265.421875,1882.17,1340000,268,2250.95,268
156.5027,15.0537,-57215.484375,1881.49,1345000,269,2250.64,269
156.7383,15.0281,-57424.26953125,1887.39,1350000,270,2268.87,270
156.7701,14.9696,-57613.16796875,1872.97,1355000,271,2260.65,271
156.7082,15.0953,-57642.0703125,1882.52,1360000,272,2134.39,272
156.6632,14.9014,-57808.07421875,1897.43,1365000,273,2185.77,273
156.6736,15.0207,-57709.55078125,1866.95,1370000,274,2233.98,274
156.7307,15.0846,-58416.34375,1884.77,1375000,275,2255.01,275
156.5022,15.0182,-58049.1015625,1879.1,1380000,276,2262.25,276
156.4931,15.1079,-58371.79296875,1892.55,1385000,277,2282.82,277
156.5492,15.0483,-58644.21875,1873.27,1390000,278,2208.79,278
156.7589,15.1734,-58681.7109375,1888.26,1395000,279,2280.31,279
156.5231,14.9249,-58604.02734375,1877.61,1400000,280,2280.06,280
156.652,15.1254,-58843.73828125,1874.77,1405000,281,2279.54,281
156.6086,15.2815,-59002.92578125,1900.44,1410000,282,2293.61,282
156.6921,15.2256,-59299.578125,1882.53,1415000,283,2262.02,283
156.4524,15.0969,-59543.19140625,1872.69,1420000,284,2273.52,284
156.6939,15.1549,-59358.48828125,1876.68,1425000,285,2287.29,285
156.5248,15.0011,-59387.28515625,1918.76,1430000,286,2278.31,286
156.5463,15.1958,-59344.12890625,1933.03,1435000,287,2295.57,287
156.6146,15.1446,-59533.578125,1915.29,1440000,288,2231.65,288
156.5436,15.1306,-59514.8359375,1895.74,1445000,289,2270.45,289
156.6541,15.122,-59758.85546875,1927.27,1450000,290,2296.44,290
156.495,15.1222,-59709.265625,1921.26,1455000,291,2280.17,291
156.5258,15.0169,-59802.16015625,1894.32,1460000,292,2284.78,292
156.6701,15.1824,-59824.59765625,1894.04,1465000,293,2274.43,293
156.6116,15.175,-60025.0546875,1918.06,1470000,294,2283.46,294
156.8009,15.3681,-59950.23828125,1906.23,1475000,295,2288.61,295
156.5555,15.1963,-60061.1875,1907.16,1480000,296,2294.87,296
156.6991,15.2282,-60309.94140625,1925.92,1485000,297,2292.68,297
156.5547,15.3781,-60370.28125,1927.05,1490000,298,2315.31,298
156.7021,15.2683,-60580.73828125,1930.95,1495000,299,2304.39,299
156.6139,15.3661,-60498.35546875,1913.77,1500000,300,2303.56,300
156.6226,15.2014,-60782.99609375,1918.58,1505000,301,2308.14,301
156.7587,15.2804,-60952.48046875,1916.64,1510000,302,2309.95,302
156.6906,15.3392,-61032.47265625,1926.82,1515000,303,2314.66,303
156.609,15.3108,-61259.91015625,1933.13,1520000,304,2306.37,304
156.6554,15.1958,-61049.78125,1910.13,1525000,305,2321.01,305
156.6341,15.342,-61502.60546875,1913.53,1530000,306,2322.56,306
156.5033,15.0822,-61366.8671875,1905.82,1535000,307,2300.94,307
156.7258,15.1911,-61591.00390625,1932.02,1540000,308,2312.69,308
156.6818,15.4259,-61533.33203125,1950.67,1545000,309,2336.65,309
156.5997,15.276,-61878.7109375,1949.56,1550000,310,2309.5,310
156.6288,15.3214,-62102.0546875,1964.85,1555000,311,2327.34,311
156.6204,15.3223,-61983.15234375,1934.44,1560000,312,2312.35,312
156.603,15.3645,-62102.7421875,1936.67,1565000,313,2298.39,313
156.5299,15.2775,-62140.7578125,1956.34,1570000,314,2318.06,314
156.5977,15.3159,-62374.59375,1918.78,1575000,315,2299.14,315
156.6224,15.3118,-62155.40625,1951.07,1580000,316,2309.44,316
156.6018,15.1901,-62453.53125,1920.6,1585000,317,2302.84,317
156.5423,15.2439,-62343.609375,1947.04,1590000,318,2303.5,318
156.5258,15.2679,-62399.69921875,1934.96,1595000,319,2152.23,319
156.6309,15.2845,-62761.93359375,1915.42,1600000,320,2298.25,320
156.5308,15.2596,-62765.44140625,1948.63,1605000,321,2313.18,321
156.6289,15.209,-62941.13671875,1952.07,1610000,322,2306.14,322
156.676,15.0203,-62816.984375,1940.16,1615000,323,2319.62,323
156.7185,15.2435,-62677.88671875,1931.47,1620000,324,2310.48,324
156.5715,15.3688,-63142.98046875,1961.06,1625000,325,2328.66,325
156.6109,15.3117,-63510.8125,1965.18,1630000,326,2322.38,326
156.6515,15.3371,-63361.14453125,1950.37,1635000,327,2297.42,327
156.4797,15.2758,-63459.92578125,1954.77,1640000,328,2308.28,328
156.6204,15.4402,-63786.3046875,1967.91,1645000,329,2310.68,329
156.7382,15.2053,-63715.3828125,1948.19,1650000,330,2309.25,330
156.5414,15.2747,-64083.36328125,1962.13,1655000,331,2324.85,331
156.5629,15.2113,-63568.40234375,1941.74,1660000,332,2307.36,332
156.605,15.4702,-64420.25390625,1957.25,1665000,333,2314.7,333
156.6418,15.3127,-64371.57421875,1953.33,1670000,334,2301.97,334
156.5161,15.3266,-64530.09375,1965.15,1675000,335,2315.1,335
156.7801,15.447,-64696.83203125,1971.51,1680000,336,2342.24,336
156.486,15.411,-64990.0703125,1969.13,1685000,337,2340.88,337
156.5068,15.2339,-64554.6796875,1953.36,1690000,338,2316.11,338
156.5888,15.4388,-64817.4609375,1958.6,1695000,339,2322.51,339
156.6812,15.5102,-65169.5,1978.65,1700000,340,2325.31,340
156.4998,15.3466,-64956.23828125,1930.16,1705000,341,2326.43,341
156.5724,15.3851,-65283.6171875,1961.38,1710000,342,2191.14,342
156.5004,15.4638,-65274.921875,1978.78,1715000,343,2349.65,343
156.5307,15.3305,-65275.6953125,1966.35,1720000,344,2324.26,344
156.685,15.5357,-65694.90625,1985.0,1725000,345,2349.06,345
156.5393,15.5061,-65781.828125,1983.85,1730000,346,2332.39,346
156.6084,15.2742,-65705.6171875,1953.11,1735000,347,2323.52,347
156.639,15.459,-66059.7734375,1973.05,1740000,348,2333.72,348
156.5556,15.3927,-66498.3671875,1990.81,1745000,349,2345.23,349
156.4576,15.4265,-66167.328125,1992.96,1750000,350,2338.53,350
156.4319,15.3203,-66337.046875,1987.06,1755000,351,2335.28,351
156.7209,15.5294,-66468.9453125,1976.01,1760000,352,2343.4,352
156.5389,15.5248,-66794.8203125,1990.02,1765000,353,2340.51,353
156.655,15.4498,-66688.8671875,1993.7,1770000,354,2330.57,354
156.5243,15.43,-66809.1875,1986.03,1775000,355,2328.19,355
156.5069,15.4695,-66863.765625,1978.87,1780000,356,2335.06,356
156.5043,15.3384,-66957.4296875,1971.47,1785000,357,2334.73,357
156.5481,15.549,-67044.4375,1990.14,1790000,358,2345.14,358
156.4661,15.414,-67137.5703125,1970.05,1795000,359,2334.49,359
156.6642,15.6995,-67537.328125,1989.24,1800000,360,2354.44,360
156.5342,15.2902,-67529.7890625,1964.25,1805000,361,2346.13,361
156.4534,15.2048,-67119.59375,1957.3,1810000,362,2327.51,362
156.5485,15.3487,-67758.6875,1987.32,1815000,363,2345.02,363
156.5237,15.5244,-68022.859375,1996.83,1820000,364,2351.32,364
156.5421,15.4491,-68015.359375,1978.01,1825000,365,2344.72,365
156.6392,15.3898,-67753.234375,1959.92,1830000,366,2329.31,366
156.4396,15.3997,-68040.734375,1974.16,1835000,367,2341.5,367
156.5367,15.382,-67866.0234375,1965.86,1840000,368,2322.8,368
156.4388,15.6138,-68405.6328125,1975.38,1845000,369,2340.9,369
156.6035,15.2196,-68332.25,1948.67,1850000,370,2338.55,370
156.6004,15.1933,-68442.5703125,1954.07,1855000,371,2192.25,371
156.6351,15.3812,-68359.53125,1965.13,1860000,372,2314.08,372
156.4095,15.415,-68646.6171875,1965.89,1865000,373,2343.86,373
156.6406,15.5023,-68819.4921875,1956.65,1870000,374,2322.89,374
156.7085,15.3786,-68863.09375,1957.46,1875000,375,2330.71,375
156.7524,15.3983,-68859.7265625,1929.73,1880000,376,2327.83,376
156.5963,15.4752,-69344.4765625,1944.97,1885000,377,2324.77,377
156.6114,15.3918,-68974.203125,1966.28,1890000,378,2329.21,378
156.5597,15.2255,-69724.546875,1957.64,1895000,379,2343.53,379
156.5578,15.3963,-69947.78125,1949.72,1900000,380,2198.04,380
156.4996,15.4583,-70092.2265625,1955.97,1905000,381,2331.78,381
156.5786,15.3497,-69754.6328125,1951.6,1910000,382,2320.5,382
156.5868,15.3609,-69926.0859375,1974.49,1915000,383,2332.77,383
156.6217,15.419,-70186.4609375,1957.52,1920000,384,2334.41,384
156.5584,15.3827,-70006.3515625,1964.86,1925000,385,2337.38,385
156.5737,15.5465,-70388.0078125,1978.09,1930000,386,2198.32,386
156.5024,15.2138,-70033.3671875,1976.64,1935000,387,2322.16,387
156.625,15.524,-70500.984375,1969.75,1940000,388,2338.9,388
156.625,15.3393,-70861.3984375,1943.4,1945000,389,2056.07,389
156.3284,15.2333,-70733.859375,1949.65,1950000,390,2324.48,390
156.591,15.1953,-71114.4375,1958.19,1955000,391,2330.98,391
156.7148,15.32,-70991.921875,1952.87,1960000,392,2328.4,392
156.6139,15.269,-70947.3359375,1948.12,1965000,393,2340.13,393
156.5952,15.3843,-71392.140625,1953.13,1970000,394,2329.42,394
