Real Det Return,Running Reverse KL,Running Env Steps,Running Forward KL,Itration,Real Sto Return,Reward Loss,Running Update Time
969.19,60.5144,645000,27.7275,129,837.24,-5152.9921875,129
1269.82,12.732,650000,26.6628,130,996.48,-4996.9970703125,130
1099.16,25.6729,655000,27.6348,131,1096.94,-6030.9365234375,131
1612.14,16.9309,660000,25.3428,132,1315.47,-4046.603271484375,132
476.04,32.4172,665000,26.9016,133,720.28,-8101.33740234375,133
2549.77,35.9485,670000,23.9687,134,1871.34,-2646.125,134
422.7,50.3334,675000,25.0467,135,824.45,-5749.8115234375,135
1996.86,14.8137,680000,22.2351,136,1640.35,-3694.38037109375,136
2777.77,18.3417,685000,21.8793,137,2474.5,-2919.825439453125,137
479.01,20.8689,690000,25.0826,138,586.14,-5534.486328125,138
1071.92,22.4339,695000,23.2774,139,1194.5,-4423.69140625,139
1497.64,43.2789,700000,23.5558,140,1472.23,-4325.3662109375,140
1395.08,42.3719,705000,22.2693,141,1303.63,-4510.359375,141
944.27,36.2737,710000,24.3261,142,1220.29,-4739.42578125,142
475.98,77.6098,715000,26.5627,143,529.67,-6377.34814453125,143
420.39,59.8123,720000,31.5185,144,437.12,-7669.9833984375,144
52.39,90.7817,725000,30.248,145,52.0,-7190.27490234375,145
427.91,54.0385,730000,30.9376,146,353.34,-7601.6328125,146
480.77,80.5677,735000,28.848,147,661.33,-7546.1328125,147
536.31,111.8043,740000,28.2496,148,554.88,-7240.51611328125,148
1066.98,37.6431,745000,26.7361,149,943.37,-6353.59326171875,149
446.14,98.4109,750000,27.0934,150,445.07,-7380.6982421875,150
829.38,66.3792,755000,26.1452,151,832.95,-6998.9150390625,151
647.54,33.0263,760000,27.0292,152,864.41,-6307.7275390625,152
953.47,26.467,765000,27.4549,153,706.95,-6907.3486328125,153
725.34,48.8275,770000,33.7154,154,737.44,-8344.1494140625,154
110.1,33.7997,775000,33.8211,155,87.97,-9040.98046875,155
142.29,63.5381,780000,29.8217,156,114.93,-8796.0791015625,156
1131.4,59.4003,785000,26.444,157,766.89,-6229.23828125,157
1065.33,51.8838,790000,25.5551,158,902.4,-7559.416015625,158
473.48,133.8,795000,30.5631,159,333.65,-9983.6845703125,159
692.15,52.2539,800000,29.8932,160,694.85,-8841.6669921875,160
452.01,42.0409,805000,29.219,161,345.05,-9134.6865234375,161
1107.87,49.5571,810000,26.8359,162,1697.37,-4797.8779296875,162
799.76,74.2313,815000,24.4815,163,732.56,-6280.82763671875,163
1518.56,75.5185,820000,25.1603,164,1217.86,-7056.76513671875,164
1873.4,26.6485,825000,26.561,165,2044.0,-4973.42138671875,165
295.52,43.6348,830000,35.1497,166,265.69,-9387.12109375,166
974.56,44.4856,835000,37.4973,167,975.14,-9371.8193359375,167
508.81,19.5155,840000,35.1197,168,462.44,-9779.2626953125,168
109.15,113.2041,845000,33.825,169,197.24,-11291.3046875,169
544.81,67.5954,850000,33.7978,170,417.98,-9973.791015625,170
1426.26,47.7758,855000,25.5465,171,1441.52,-5450.28564453125,171
648.85,55.1981,860000,28.6418,172,605.81,-7958.30615234375,172
1215.56,55.824,865000,26.4342,173,1391.64,-7422.83544921875,173
1191.66,31.4748,870000,26.9961,174,1332.6,-7175.9736328125,174
38.89,93.9089,875000,35.752,175,41.89,-11783.0966796875,175
968.3,52.5877,880000,37.1193,176,968.3,-9928.3095703125,176
979.47,40.0091,885000,38.6793,177,979.9,-10025.841796875,177
242.44,85.186,890000,31.4996,178,459.22,-10586.39453125,178
488.81,53.5341,895000,28.6244,179,440.25,-8676.2802734375,179
815.69,31.4013,900000,24.9502,180,408.13,-5478.158203125,180
417.45,52.9553,905000,26.0082,181,709.76,-9363.88671875,181
109.17,126.3902,910000,34.4681,182,119.6,-14838.607421875,182
1027.67,36.9156,915000,37.3458,183,1007.19,-11118.9306640625,183
73.2,190.543,920000,35.3049,184,73.09,-13059.076171875,184
1301.68,30.7542,925000,26.1346,185,1652.29,-7408.7841796875,185
584.32,67.7499,930000,30.2309,186,570.92,-10718.4013671875,186
1313.72,75.2865,935000,25.3907,187,1158.82,-8867.505859375,187
989.4,38.9603,940000,37.9943,188,989.62,-11458.955078125,188
970.99,40.3242,945000,39.394,189,971.08,-11057.44140625,189
559.03,83.3333,950000,29.4536,190,538.22,-10144.1552734375,190
1022.46,37.4718,955000,34.8617,191,1019.57,-10766.1279296875,191
937.98,34.989,960000,27.9949,192,865.46,-8966.0615234375,192
331.57,74.7736,965000,33.0046,193,461.22,-12436.439453125,193
341.75,64.3465,970000,31.4624,194,432.91,-11565.333984375,194
761.17,23.7838,975000,31.4084,195,974.71,-10852.3251953125,195
187.88,85.199,980000,30.2797,196,195.88,-12841.771484375,196
1245.49,69.344,985000,26.2065,197,1097.0,-8624.263671875,197
461.15,56.4243,990000,25.6239,198,443.16,-11014.546875,198
602.8,114.3033,995000,28.3369,199,659.22,-10727.490234375,199
