Real Sto Return,Running Forward KL,Running Update Time,Real Det Return,Reward Loss,Itration,Running Env Steps,Running Reverse KL
4064.74,66.2457,197,4686.78,-2557.406982421875,197,985000,49.4936
4707.29,64.7741,198,4909.86,-2554.087646484375,198,990000,43.8782
5000.62,67.5027,199,5203.14,-2677.085205078125,199,995000,52.5158
4153.01,63.9435,200,4530.95,-2607.83056640625,200,1000000,45.6622
4031.83,67.2355,201,4761.39,-2709.889892578125,201,1005000,51.3203
4112.2,64.0553,202,4813.87,-2723.637451171875,202,1010000,40.9623
4852.35,63.9629,203,5354.83,-2702.94384765625,203,1015000,41.1471
3817.49,65.8524,204,4055.57,-2802.073974609375,204,1020000,47.6105
4823.43,67.5361,205,5166.13,-2896.663818359375,205,1025000,50.3591
4522.78,64.6272,206,5542.54,-2881.51025390625,206,1030000,43.9599
4581.11,69.3812,207,5202.68,-3028.048828125,207,1035000,53.9023
4845.65,68.0944,208,5100.45,-2995.685546875,208,1040000,51.7197
4620.15,62.9521,209,5619.77,-2922.45947265625,209,1045000,41.2242
5043.2,67.7692,210,5466.57,-3076.073486328125,210,1050000,51.9763
4919.25,67.5092,211,5482.23,-3067.19921875,211,1055000,49.9853
4997.3,64.9774,212,5612.3,-3125.916015625,212,1060000,46.613
4855.48,67.7384,213,4922.93,-3232.611572265625,213,1065000,50.5148
4796.11,65.7764,214,5513.77,-3223.76611328125,214,1070000,48.1862
5167.58,67.9951,215,5342.95,-3263.883056640625,215,1075000,52.7833
4842.21,66.0415,216,5157.02,-3361.3876953125,216,1080000,47.5113
4279.93,65.4793,217,4744.0,-3362.87109375,217,1085000,47.6033
5310.97,64.0934,218,5584.63,-3341.572021484375,218,1090000,46.062
4675.25,63.8796,219,5397.53,-3314.7919921875,219,1095000,43.6017
4638.21,65.7118,220,4687.93,-3492.257080078125,220,1100000,47.6704
5229.43,67.0277,221,5235.57,-3549.8154296875,221,1105000,48.8532
4964.18,67.47,222,4891.95,-3582.643310546875,222,1110000,52.7663
5180.74,66.9678,223,5503.49,-3634.87158203125,223,1115000,51.2243
4869.89,68.663,224,5044.79,-3764.20068359375,224,1120000,53.9943
4726.04,67.8321,225,5401.72,-3797.28759765625,225,1125000,51.8406
4522.95,66.9514,226,4781.65,-3785.92431640625,226,1130000,51.7097
4084.23,67.4448,227,5483.44,-3819.40869140625,227,1135000,50.3418
4924.13,67.2786,228,4793.51,-3911.91259765625,228,1140000,49.4553
5147.59,68.2466,229,4725.96,-3954.27734375,229,1145000,48.8929
4552.01,63.9353,230,4833.78,-3804.0439453125,230,1150000,42.6117
4594.04,64.8716,231,5122.87,-3893.425537109375,231,1155000,46.196
4736.81,69.067,232,5443.45,-4081.21630859375,232,1160000,51.6288
4456.07,64.3582,233,4441.9,-3972.670654296875,233,1165000,45.1348
4557.33,66.1821,234,5032.78,-4116.37109375,234,1170000,45.4425
4887.12,66.3147,235,5166.09,-4174.4462890625,235,1175000,47.8428
4924.61,65.2625,236,5583.86,-4220.21044921875,236,1180000,46.9773
4781.51,65.6929,237,5572.05,-4258.97021484375,237,1185000,49.9428
4336.56,64.7647,238,5011.05,-4274.5361328125,238,1190000,46.325
4406.86,67.3836,239,5106.21,-4330.51416015625,239,1195000,51.6122
4548.08,69.3838,240,4424.22,-4435.54443359375,240,1200000,50.7988
4947.44,62.9547,241,5608.26,-4371.24609375,241,1205000,42.4425
4549.28,66.3127,242,5478.95,-4387.00732421875,242,1210000,47.4566
5203.73,65.7358,243,5144.34,-4508.31689453125,243,1215000,47.8877
5221.92,62.0149,244,5184.6,-4264.265625,244,1220000,40.6305
4463.17,67.5059,245,5533.59,-4474.28515625,245,1225000,50.1041
4152.29,69.0141,246,5498.95,-4623.6455078125,246,1230000,52.4969
4284.35,62.8322,247,5591.71,-4482.69140625,247,1235000,43.1438
3125.13,66.6197,248,4502.18,-4520.26171875,248,1240000,48.3862
4582.44,65.361,249,5169.09,-4759.8525390625,249,1245000,47.3274
4029.35,67.4482,250,4700.12,-4819.521484375,250,1250000,48.6985
5135.0,64.843,251,5395.61,-4841.85205078125,251,1255000,46.3881
4661.63,67.3174,252,5483.38,-5084.0390625,252,1260000,48.6697
4736.78,67.7058,253,5497.12,-5029.0595703125,253,1265000,52.4698
4370.23,65.1844,254,5256.43,-4857.984375,254,1270000,48.9346
3883.64,66.4781,255,4789.03,-5002.419921875,255,1275000,49.5422
4396.59,63.6672,256,4781.12,-4877.8759765625,256,1280000,43.924
4811.73,64.8242,257,5532.41,-4933.8271484375,257,1285000,45.7319
4009.16,66.4401,258,5225.09,-5160.52783203125,258,1290000,50.3509
4576.95,66.9011,259,5589.22,-5202.87109375,259,1295000,49.4446
4798.11,63.1536,260,5402.6,-5015.7744140625,260,1300000,40.7373
4394.44,67.6041,261,5254.52,-5189.44140625,261,1305000,50.5334
3996.75,64.3003,262,5715.82,-5018.66845703125,262,1310000,44.367
5223.05,64.5701,263,5571.57,-5236.06494140625,263,1315000,46.0658
4693.77,65.6346,264,5687.49,-5206.05712890625,264,1320000,49.2604
4896.21,64.404,265,5090.61,-5369.86181640625,265,1325000,44.8167
4715.62,66.4015,266,5458.9,-5455.25,266,1330000,50.0766
4566.31,67.6542,267,5402.44,-5448.173828125,267,1335000,50.9565
5007.79,68.5225,268,5165.41,-5699.78662109375,268,1340000,53.4302
3680.98,61.6519,269,4795.82,-5169.79345703125,269,1345000,38.7542
4015.22,65.6044,270,5497.11,-5612.9111328125,270,1350000,47.1204
4943.13,63.5043,271,5689.75,-5491.26611328125,271,1355000,44.6669
3953.23,63.7987,272,5107.61,-5545.013671875,272,1360000,44.0557
4628.66,63.9638,273,4999.41,-5512.0546875,273,1365000,45.7698
5407.92,64.2521,274,5265.39,-5555.44580078125,274,1370000,45.2263
5129.55,62.3703,275,5709.68,-5500.98291015625,275,1375000,42.512
4555.68,64.7424,276,5277.87,-5683.24365234375,276,1380000,42.7137
4577.08,65.6168,277,5848.43,-5912.2451171875,277,1385000,47.9274
5341.6,65.4743,278,5518.73,-5954.3828125,278,1390000,47.528
4894.99,66.9987,279,5577.43,-6048.3837890625,279,1395000,50.5496
5460.01,63.7949,280,5552.39,-5832.0830078125,280,1400000,46.0825
4971.02,68.3343,281,5853.52,-6266.19580078125,281,1405000,51.0266
5289.29,66.8345,282,5776.49,-6249.0712890625,282,1410000,51.3667
5106.43,65.2748,283,5696.65,-6193.37646484375,283,1415000,47.9969
5487.65,67.9059,284,5273.6,-6405.451171875,284,1420000,51.3204
4621.8,64.4384,285,5716.01,-6141.13720703125,285,1425000,44.9693
5109.54,68.3391,286,5226.22,-6428.119140625,286,1430000,51.8009
4709.46,67.8765,287,5620.41,-6486.94970703125,287,1435000,51.8582
4380.71,65.9745,288,5479.39,-6296.83544921875,288,1440000,49.1728
4241.6,62.9829,289,5246.35,-6095.47802734375,289,1445000,40.2466
4990.52,66.0752,290,5086.65,-6324.4052734375,290,1450000,49.2404
5047.65,69.0834,291,5463.58,-6767.990234375,291,1455000,54.5113
4411.84,67.8105,292,4824.4,-6546.16943359375,292,1460000,50.8384
4769.23,65.1819,293,5589.57,-6644.1435546875,293,1465000,47.9556
4581.73,63.9062,294,5542.69,-6329.3837890625,294,1470000,45.3453
5062.92,69.6134,295,5801.49,-6927.90185546875,295,1475000,53.5748
5236.99,65.6628,296,5500.15,-6684.8212890625,296,1480000,44.9821
5349.65,66.2453,297,5867.95,-6644.70361328125,297,1485000,49.6851
4789.2,64.9355,298,5174.82,-6740.21044921875,298,1490000,47.0895
4639.43,67.1664,299,5942.04,-7059.35009765625,299,1495000,50.6456
5096.1,62.9615,300,5064.2,-6146.92041015625,300,1500000,40.5154
4781.76,69.3707,301,5563.88,-7258.97607421875,301,1505000,52.3477
5025.73,66.2599,302,5875.0,-6995.025390625,302,1510000,50.4835
4382.51,64.0955,303,5921.12,-6692.04248046875,303,1515000,43.4799
4986.77,64.851,304,5753.07,-6884.037109375,304,1520000,45.7065
4036.73,64.2028,305,4974.79,-6843.63134765625,305,1525000,43.6305
3999.24,67.6366,306,5671.17,-6965.29052734375,306,1530000,50.7662
5214.68,64.0131,307,5196.03,-6733.88720703125,307,1535000,45.1469
4672.37,67.217,308,5932.6,-7345.908203125,308,1540000,50.12
4254.63,64.5069,309,5292.69,-7071.48095703125,309,1545000,45.5816
4594.59,65.914,310,6018.26,-7354.5546875,310,1550000,47.6337
4429.71,67.2795,311,5984.78,-7345.56298828125,311,1555000,47.9832
3001.83,66.2156,312,3752.81,-7227.49609375,312,1560000,48.4804
4655.6,63.7848,313,5288.59,-6941.7353515625,313,1565000,43.1944
5162.66,64.8732,314,5729.66,-7171.35693359375,314,1570000,43.6247
4834.38,63.501,315,5201.29,-7068.6455078125,315,1575000,39.9062
4180.15,66.9257,316,5317.47,-7432.52392578125,316,1580000,48.7562
4458.87,64.9295,317,5844.33,-7082.892578125,317,1585000,46.5848
4709.64,63.9101,318,6010.0,-7403.1904296875,318,1590000,43.9973
4508.62,64.9954,319,5535.75,-7390.494140625,319,1595000,47.4926
5016.19,68.3028,320,5716.81,-7870.63671875,320,1600000,51.9004
4879.31,68.4327,321,5745.07,-8011.42333984375,321,1605000,53.2684
4631.38,68.6838,322,5725.38,-7809.65771484375,322,1610000,53.0012
4264.04,68.2826,323,5019.38,-8151.642578125,323,1615000,51.8543
4595.26,66.6734,324,5248.94,-7911.2529296875,324,1620000,51.758
5417.68,67.5717,325,5539.58,-8200.3349609375,325,1625000,53.5978
4918.32,68.6717,326,5927.59,-8231.26953125,326,1630000,52.6297
5237.18,68.527,327,5760.23,-8206.0693359375,327,1635000,52.8699
4766.82,64.1572,328,5772.18,-7807.12548828125,328,1640000,43.955
4801.58,69.3458,329,5705.6,-8317.9736328125,329,1645000,54.4121
4820.97,68.3807,330,6049.09,-8461.7880859375,330,1650000,52.4009
4914.84,66.476,331,5778.35,-8099.927734375,331,1655000,48.2431
3948.78,67.3071,332,5571.54,-8340.453125,332,1660000,49.6686
5277.4,65.5896,333,5194.44,-8217.953125,333,1665000,48.7254
4889.41,69.1497,334,5545.23,-8471.5498046875,334,1670000,51.873
4512.35,66.3439,335,5955.4,-8574.9150390625,335,1675000,49.3857
4506.56,68.1408,336,5406.44,-8241.28125,336,1680000,50.0031
5183.35,67.5474,337,5910.03,-8696.37109375,337,1685000,51.3486
5344.3,67.7115,338,6063.95,-8623.3203125,338,1690000,48.5589
4289.88,65.7883,339,5564.99,-8286.41015625,339,1695000,45.9957
4407.04,66.0441,340,5153.42,-8235.8017578125,340,1700000,46.67
5017.13,64.8115,341,5954.88,-8459.8671875,341,1705000,44.8927
5290.66,64.8287,342,5476.91,-8585.1318359375,342,1710000,47.6776
5299.21,67.5795,343,5555.07,-8942.91015625,343,1715000,49.7937
4789.96,67.1493,344,5611.65,-8949.0107421875,344,1720000,51.8047
5039.03,67.1491,345,5669.51,-8919.291015625,345,1725000,49.212
5268.03,67.832,346,5203.28,-8937.4306640625,346,1730000,52.087
4681.01,65.5199,347,5691.38,-8767.7490234375,347,1735000,46.8159
5511.12,65.6444,348,6179.24,-8916.359375,348,1740000,47.7046
4587.66,63.4685,349,5452.54,-8465.8701171875,349,1745000,41.6242
5010.31,68.4823,350,5253.78,-9325.93359375,350,1750000,53.2582
4858.58,62.7269,351,5762.98,-7983.87353515625,351,1755000,39.2822
4530.47,67.2785,352,5319.2,-9335.75390625,352,1760000,52.2001
5090.72,64.617,353,5836.01,-8867.6962890625,353,1765000,46.2872
4440.37,63.0182,354,5556.99,-7897.73095703125,354,1770000,39.064
4773.8,67.8703,355,5738.61,-9465.2275390625,355,1775000,51.7851
5088.32,66.9338,356,6066.86,-9633.376953125,356,1780000,50.0258
5175.04,63.967,357,5601.36,-9046.705078125,357,1785000,43.81
5185.6,66.4971,358,5172.64,-9453.7294921875,358,1790000,49.4391
5036.23,65.3836,359,6087.86,-9200.7333984375,359,1795000,46.1829
4934.78,66.4591,360,5757.82,-9314.05078125,360,1800000,50.6477
4569.15,67.0437,361,5990.51,-9485.580078125,361,1805000,52.43
5029.38,68.7048,362,5459.98,-9840.7119140625,362,1810000,51.7223
4392.29,66.9019,363,4955.12,-9682.5087890625,363,1815000,48.0291
4964.98,65.4334,364,5628.74,-9676.6865234375,364,1820000,47.1746
4842.73,65.4716,365,4770.06,-9430.640625,365,1825000,48.6988
4573.54,67.5913,366,5149.83,-9875.404296875,366,1830000,49.5684
4187.81,66.7638,367,5121.73,-9878.7041015625,367,1835000,50.6089
4237.61,63.6778,368,4548.24,-9264.6533203125,368,1840000,42.0518
5226.28,68.6982,369,5781.4,-9952.291015625,369,1845000,50.9763
4409.12,64.328,370,5722.74,-9412.5439453125,370,1850000,43.386
5269.04,68.4831,371,5986.29,-10180.5302734375,371,1855000,53.3317
4794.18,66.758,372,5852.56,-9935.025390625,372,1860000,47.8243
4553.54,64.3422,373,5847.35,-9241.3955078125,373,1865000,45.4212
5033.93,66.7939,374,5676.42,-10121.1259765625,374,1870000,51.4954
3810.82,64.7449,375,5085.86,-9775.384765625,375,1875000,46.5753
3881.34,66.8452,376,5356.82,-10158.4833984375,376,1880000,51.7772
3147.98,62.1679,377,4976.8,-9207.8056640625,377,1885000,40.5619
4941.88,68.7188,378,5944.42,-10614.6220703125,378,1890000,54.8717
4595.44,62.7988,379,4944.06,-8571.9970703125,379,1895000,39.2169
5208.1,69.0796,380,6001.23,-10395.9658203125,380,1900000,54.2427
4562.93,65.7545,381,5622.16,-10433.005859375,381,1905000,48.9603
4786.02,67.9037,382,5683.95,-10559.818359375,382,1910000,51.9656
5236.63,64.568,383,5210.59,-9785.1875,383,1915000,44.4882
5120.73,67.8823,384,5536.62,-10876.50390625,384,1920000,53.0936
4619.62,65.805,385,5874.28,-10313.80859375,385,1925000,47.5884
5106.66,68.3733,386,5695.28,-10833.767578125,386,1930000,53.2745
