Real Sto Return,Real Det Return,Running Reverse KL,Running Update Time,Itration,Running Forward KL,Running Env Steps,Reward Loss
252.11,895.11,31.1535,84,84,74.2185,420000,-1410.843505859375
295.9,901.67,31.1545,85,85,74.7384,425000,-1433.658203125
167.44,790.04,31.6448,86,86,74.3291,430000,-1465.796875
244.89,894.72,31.0919,87,87,73.7684,435000,-1473.5164794921875
294.74,953.16,31.3055,88,88,73.9768,440000,-1516.175537109375
275.85,851.42,30.936,89,89,74.3699,445000,-1541.9615478515625
260.63,845.65,30.3768,90,90,72.769,450000,-1553.2708740234375
305.73,805.71,30.8712,91,91,74.4664,455000,-1593.12744140625
280.7,863.11,30.9538,92,92,73.6567,460000,-1621.74365234375
256.76,955.47,30.5796,93,93,74.6713,465000,-1651.1038818359375
329.59,953.9,31.1142,94,94,74.4401,470000,-1672.02197265625
295.89,907.76,30.9478,95,95,74.5095,475000,-1701.323974609375
262.65,954.31,31.055,96,96,75.2241,480000,-1739.7841796875
257.2,747.45,30.5081,97,97,74.5399,485000,-1757.303955078125
276.32,951.49,30.9987,98,98,74.2743,490000,-1794.8504638671875
295.94,849.6,31.074,99,99,74.8736,495000,-1852.1754150390625
309.59,960.38,30.7542,100,100,73.7609,500000,-1856.87158203125
250.67,842.87,31.066,101,101,74.1133,505000,-1904.044677734375
256.73,854.55,30.8287,102,102,74.2274,510000,-1935.13232421875
216.72,798.48,30.9791,103,103,73.8444,515000,-1969.941162109375
248.12,854.91,30.5384,104,104,73.5397,520000,-1982.58251953125
309.62,902.02,30.762,105,105,74.1071,525000,-2029.681396484375
278.51,996.9,30.6133,106,106,74.1605,530000,-2063.982421875
288.05,841.06,30.8692,107,107,72.9503,535000,-2080.4541015625
247.35,796.61,31.1947,108,108,75.264,540000,-2133.367919921875
192.06,693.59,31.4371,109,109,75.2929,545000,-2181.62109375
214.65,746.6,31.3859,110,110,74.3549,550000,-2235.40869140625
295.04,849.03,31.433,111,111,74.5941,555000,-2271.54443359375
266.98,796.26,31.19,112,112,74.5129,560000,-2289.557861328125
241.61,694.28,31.2718,113,113,74.653,565000,-2332.73828125
246.3,749.7,31.3277,114,114,74.9632,570000,-2380.73291015625
275.5,708.82,31.1909,115,115,75.47,575000,-2416.7763671875
331.75,954.52,31.0263,116,116,73.8237,580000,-2438.7666015625
283.57,939.34,31.3366,117,117,75.0302,585000,-2495.908203125
281.01,924.58,31.4083,118,118,75.1213,590000,-2532.097412109375
243.39,759.82,30.8508,119,119,74.3647,595000,-2544.86572265625
243.02,806.58,30.994,120,120,74.3748,600000,-2607.1513671875
274.12,951.38,30.8246,121,121,74.2094,605000,-2646.15625
306.17,901.7,31.3209,122,122,75.6034,610000,-2686.8662109375
300.7,948.46,31.1985,123,123,75.2813,615000,-2729.3212890625
284.96,897.43,30.866,124,124,75.3896,620000,-2743.3818359375
276.67,902.32,31.0483,125,125,73.6201,625000,-2793.952880859375
285.02,799.53,30.8132,126,126,74.5548,630000,-2850.21630859375
274.51,901.78,31.0112,127,127,75.8546,635000,-2940.315185546875
304.83,855.66,31.5551,128,128,75.5467,640000,-2975.3349609375
290.97,953.0,30.7994,129,129,74.9524,645000,-2967.798095703125
291.67,802.9,31.2131,130,130,74.6964,650000,-3050.95556640625
262.83,929.9,31.1815,131,131,74.6591,655000,-3099.15380859375
276.56,847.45,31.3303,132,132,75.2005,660000,-3183.992919921875
287.19,944.07,30.86,133,133,75.3234,665000,-3194.609375
301.15,1004.47,30.6054,134,134,74.0003,670000,-3222.766357421875
247.75,818.41,31.4684,135,135,74.9149,675000,-3321.67724609375
291.23,982.3,31.2041,136,136,75.9666,680000,-3342.639404296875
313.84,1001.2,31.1039,137,137,74.9221,685000,-3428.650390625
309.14,858.85,30.6194,138,138,75.201,690000,-3450.585693359375
298.03,802.92,30.9559,139,139,74.6287,695000,-3507.83349609375
297.69,952.04,31.0559,140,140,75.2784,700000,-3592.869384765625
289.69,809.77,31.6445,141,141,75.2787,705000,-3600.86572265625
261.35,847.73,31.4488,142,142,74.8911,710000,-3711.286376953125
289.53,796.03,30.8366,143,143,74.953,715000,-3729.034912109375
259.39,751.67,31.2886,144,144,75.3903,720000,-3792.055419921875
278.84,942.66,31.1336,145,145,75.3012,725000,-3889.2216796875
306.15,842.42,31.6669,146,146,74.1518,730000,-3923.261962890625
251.45,846.65,30.6134,147,147,74.8486,735000,-3956.724853515625
278.38,750.43,31.1891,148,148,75.2301,740000,-4048.634521484375
264.49,797.25,30.8702,149,149,75.8934,745000,-4097.04296875
277.05,841.53,30.7982,150,150,75.8718,750000,-4114.453125
276.44,946.08,30.8662,151,151,74.9641,755000,-4216.06640625
305.12,930.49,31.1718,152,152,74.8033,760000,-4287.8212890625
269.99,794.64,30.8802,153,153,75.919,765000,-4341.0341796875
242.09,903.04,31.2169,154,154,75.7353,770000,-4408.4189453125
299.74,946.43,30.9806,155,155,75.8058,775000,-4457.4033203125
257.32,701.05,31.2465,156,156,75.6877,780000,-4533.93017578125
218.84,855.4,30.2344,157,157,74.6947,785000,-4562.07861328125
304.77,989.11,30.8122,158,158,74.4416,790000,-4639.892578125
233.38,844.06,31.1708,159,159,75.9698,795000,-4721.30419921875
255.64,902.2,30.7995,160,160,75.4792,800000,-4779.46484375
305.34,801.7,30.8509,161,161,75.9389,805000,-4865.0478515625
318.22,943.16,31.0873,162,162,75.2457,810000,-4937.18408203125
284.31,951.15,30.6597,163,163,74.3308,815000,-5015.0302734375
320.09,903.44,30.4812,164,164,74.1605,820000,-5071.912109375
283.03,858.03,31.0177,165,165,75.2578,825000,-5199.99609375
288.43,958.85,31.2923,166,166,75.1032,830000,-5265.6953125
311.47,851.09,31.067,167,167,74.5296,835000,-5309.166015625
288.37,879.83,31.4158,168,168,74.5413,840000,-5410.78173828125
286.38,858.68,30.6691,169,169,76.1553,845000,-5462.57958984375
242.69,896.14,30.6007,170,170,75.0509,850000,-5503.408203125
231.26,943.57,30.529,171,171,75.6368,855000,-5660.31787109375
292.4,797.44,31.0127,172,172,74.8634,860000,-5764.63623046875
293.58,860.51,30.9283,173,173,75.3327,865000,-5830.08837890625
262.96,897.55,31.2775,174,174,75.639,870000,-5897.24853515625
262.06,993.07,31.0441,175,175,75.4848,875000,-5905.64697265625
306.61,900.43,31.1081,176,176,74.7496,880000,-6055.18798828125
282.11,803.48,30.5225,177,177,74.6397,885000,-6112.74267578125
258.29,937.16,31.3807,178,178,74.9822,890000,-6199.9384765625
322.62,936.36,30.958,179,179,74.8035,895000,-6246.68017578125
283.37,952.04,30.841,180,180,76.0433,900000,-6373.9150390625
310.63,707.76,30.9536,181,181,76.2682,905000,-6507.82275390625
314.35,805.51,30.5606,182,182,74.6745,910000,-6427.8818359375
275.95,951.6,31.2049,183,183,74.9113,915000,-6715.27001953125
289.9,860.57,31.098,184,184,74.9199,920000,-6741.7724609375
314.86,792.49,30.8143,185,185,75.4807,925000,-6787.82958984375
239.86,899.06,31.011,186,186,75.4554,930000,-6919.8916015625
317.41,842.84,30.9546,187,187,75.1958,935000,-7039.1015625
283.36,852.3,30.8715,188,188,74.9862,940000,-7081.55712890625
285.9,848.81,31.1575,189,189,75.9483,945000,-7168.078125
273.71,898.68,30.6691,190,190,74.1894,950000,-7307.6337890625
306.56,948.14,30.83,191,191,75.3702,955000,-7408.65576171875
312.81,847.41,30.6033,192,192,73.9493,960000,-7545.046875
291.61,894.12,31.0333,193,193,75.1793,965000,-7548.0400390625
312.39,896.25,30.4441,194,194,75.0681,970000,-7743.51318359375
248.42,756.79,31.0465,195,195,75.2246,975000,-7908.6025390625
261.2,855.76,30.9543,196,196,74.8117,980000,-7898.2783203125
247.9,848.15,30.8373,197,197,74.528,985000,-7999.06787109375
318.97,947.87,30.8417,198,198,75.9555,990000,-8088.07568359375
266.97,856.81,31.0734,199,199,74.832,995000,-8262.8310546875
302.31,942.04,30.9196,200,200,74.2182,1000000,-8246.3173828125
252.24,943.46,30.9899,201,201,75.0724,1005000,-8409.1337890625
281.83,899.04,30.7808,202,202,74.8111,1010000,-8494.7509765625
257.09,832.33,30.6047,203,203,74.8292,1015000,-8585.4140625
293.43,792.25,30.8208,204,204,75.8899,1020000,-8762.361328125
283.77,845.35,30.5097,205,205,74.2386,1025000,-8816.4443359375
270.9,953.18,30.972,206,206,73.9006,1030000,-8942.6865234375
304.8,882.47,30.1662,207,207,75.3332,1035000,-9012.6162109375
245.47,848.28,30.307,208,208,75.1514,1040000,-9117.5869140625
257.79,750.77,30.6141,209,209,75.0796,1045000,-9333.5322265625
244.96,791.32,30.4447,210,210,74.9727,1050000,-9436.216796875
286.26,881.97,30.6443,211,211,76.2317,1055000,-9461.021484375
284.6,851.18,30.9389,212,212,75.5607,1060000,-9492.974609375
294.43,854.13,30.3234,213,213,75.3039,1065000,-9713.3544921875
297.73,899.87,30.9388,214,214,75.6356,1070000,-9783.5244140625
279.45,930.73,30.7989,215,215,75.5639,1075000,-9895.685546875
231.71,945.64,30.8475,216,216,75.3802,1080000,-9985.908203125
267.29,798.75,30.9719,217,217,76.3743,1085000,-10128.4404296875
218.73,849.85,30.7849,218,218,75.9898,1090000,-10148.603515625
257.74,840.84,30.6938,219,219,75.6461,1095000,-10295.5419921875
277.66,948.37,30.5395,220,220,75.3059,1100000,-10398.3330078125
244.63,645.02,30.3741,221,221,75.3226,1105000,-10474.2587890625
281.33,836.17,30.2923,222,222,75.6057,1110000,-10530.28125
255.79,841.1,30.6448,223,223,75.4704,1115000,-10690.951171875
263.28,946.62,30.5583,224,224,75.2239,1120000,-10667.4306640625
181.07,846.2,30.2224,225,225,74.9683,1125000,-10828.0927734375
249.59,838.54,30.2403,226,226,75.7316,1130000,-10844.048828125
258.52,842.05,30.2223,227,227,74.4368,1135000,-10893.8115234375
233.97,839.76,30.119,228,228,74.9582,1140000,-11100.412109375
209.11,803.49,30.0977,229,229,75.4629,1145000,-11125.740234375
238.85,792.52,30.2938,230,230,74.8908,1150000,-11230.076171875
255.74,799.37,30.5131,231,231,75.578,1155000,-11346.380859375
250.88,900.63,30.3717,232,232,75.477,1160000,-11428.8046875
264.36,790.66,30.3214,233,233,75.5172,1165000,-11551.8115234375
275.92,886.53,30.3174,234,234,75.0671,1170000,-11614.888671875
204.23,951.9,30.5296,235,235,76.3224,1175000,-11659.69921875
237.9,799.75,30.2369,236,236,74.9386,1180000,-11716.8486328125
242.73,842.82,29.8975,237,237,75.5386,1185000,-11725.568359375
260.93,768.58,29.7254,238,238,75.4745,1190000,-11737.064453125
243.09,936.6,30.3013,239,239,74.9254,1195000,-11933.4443359375
228.12,857.42,30.1483,240,240,75.0803,1200000,-12174.1220703125
224.38,947.61,29.8667,241,241,74.7919,1205000,-12085.8837890625
225.53,903.8,30.5143,242,242,75.0448,1210000,-12180.3671875
262.81,950.16,30.3901,243,243,75.9929,1215000,-12365.2451171875
245.75,801.66,30.5852,244,244,76.0881,1220000,-12422.552734375
266.11,953.84,30.553,245,245,75.152,1225000,-12414.97265625
268.03,893.05,30.1439,246,246,74.3937,1230000,-12509.9912109375
224.61,940.43,30.2063,247,247,74.6851,1235000,-12567.697265625
250.38,907.9,30.233,248,248,75.308,1240000,-12709.7421875
239.2,953.98,29.7776,249,249,74.8636,1245000,-12737.619140625
246.49,960.81,29.3416,250,250,74.892,1250000,-12765.97265625
248.36,897.96,29.8076,251,251,74.247,1255000,-12785.287109375
274.04,753.98,30.1554,252,252,75.22,1260000,-12979.4609375
249.31,996.4,30.1074,253,253,75.3605,1265000,-13032.1689453125
203.18,948.67,30.0494,254,254,75.7344,1270000,-13233.7900390625
227.27,905.76,30.4548,255,255,75.1052,1275000,-13120.7783203125
270.75,704.62,30.1895,256,256,75.4466,1280000,-13273.1728515625
272.16,905.48,30.3698,257,257,74.7108,1285000,-13442.57421875
245.59,952.56,30.5016,258,258,75.257,1290000,-13564.2470703125
292.17,993.09,30.132,259,259,75.0251,1295000,-13581.9814453125
254.88,951.43,30.1505,260,260,75.1645,1300000,-13554.626953125
245.89,850.03,30.4536,261,261,74.582,1305000,-13713.0517578125
244.84,695.41,30.6553,262,262,75.8214,1310000,-13838.576171875
222.4,746.99,29.755,263,263,73.9438,1315000,-13596.7333984375
322.32,944.14,30.4893,264,264,76.1006,1320000,-14067.4365234375
262.1,941.69,29.9764,265,265,74.5705,1325000,-13912.6220703125
282.71,752.59,30.4408,266,266,76.0734,1330000,-14061.85546875
285.54,902.48,29.985,267,267,74.0008,1335000,-13976.2783203125
265.55,645.49,30.0645,268,268,74.6288,1340000,-14041.7216796875
274.89,848.78,30.1738,269,269,75.6373,1345000,-14232.3505859375
224.98,886.27,30.4054,270,270,75.0767,1350000,-14203.9453125
254.88,897.37,30.344,271,271,75.7628,1355000,-14406.65625
254.69,949.91,30.2028,272,272,75.8196,1360000,-14600.41796875
242.33,830.54,30.724,273,273,75.0533,1365000,-14609.326171875
293.97,875.36,30.6762,274,274,74.873,1370000,-14679.0712890625
329.67,946.4,30.2794,275,275,74.3431,1375000,-14537.8798828125
259.36,901.36,30.3175,276,276,75.7155,1380000,-14834.7197265625
220.38,894.52,30.2025,277,277,75.074,1385000,-14618.494140625
241.84,947.06,30.1579,278,278,75.3141,1390000,-14667.7587890625
269.87,888.24,30.3632,279,279,75.0953,1395000,-14942.564453125
270.59,708.63,30.2962,280,280,74.8112,1400000,-14983.61328125
282.35,891.92,30.7192,281,281,75.6864,1405000,-15177.3193359375
289.53,941.82,30.3915,282,282,74.9232,1410000,-15020.4736328125
275.98,882.1,30.2617,283,283,75.2173,1415000,-15041.2080078125
293.82,947.17,30.3831,284,284,75.5525,1420000,-15385.3486328125
249.69,949.44,30.5804,285,285,75.4693,1425000,-15568.5302734375
247.92,990.09,30.5652,286,286,75.8083,1430000,-15506.662109375
248.11,849.08,30.5657,287,287,75.133,1435000,-15436.70703125
209.96,894.66,30.3942,288,288,74.2541,1440000,-15822.3798828125
310.59,800.15,30.8731,289,289,75.0728,1445000,-15745.19140625
265.89,741.6,30.4662,290,290,75.6418,1450000,-15693.12890625
300.1,945.1,30.484,291,291,74.8487,1455000,-15905.45703125
273.67,833.04,30.1654,292,292,74.9904,1460000,-15747.865234375
210.6,805.36,30.5269,293,293,74.6615,1465000,-16078.0947265625
256.51,942.87,30.7011,294,294,75.045,1470000,-16172.107421875
291.95,996.2,30.4495,295,295,75.9163,1475000,-16013.7314453125
245.18,895.06,30.3508,296,296,74.3574,1480000,-16370.2236328125
262.49,931.81,30.4149,297,297,75.2803,1485000,-16483.94140625
267.65,894.78,30.4862,298,298,75.3226,1490000,-16402.712890625
266.91,905.47,30.2979,299,299,75.5824,1495000,-16478.150390625
225.45,896.85,30.3003,300,300,75.0652,1500000,-16471.486328125
258.87,944.04,30.2766,301,301,75.3007,1505000,-16694.078125
239.35,789.81,30.2494,302,302,75.156,1510000,-16936.01953125
301.53,941.11,30.7669,303,303,76.013,1515000,-16813.73046875
251.08,843.84,29.8446,304,304,74.7973,1520000,-16664.962890625
270.75,798.09,30.132,305,305,75.5798,1525000,-17073.771484375
234.52,838.85,30.3456,306,306,74.1082,1530000,-16963.666015625
192.69,945.67,30.524,307,307,75.6696,1535000,-17078.80078125
253.57,846.13,30.5598,308,308,74.6473,1540000,-17029.46484375
202.25,852.29,30.6238,309,309,73.7952,1545000,-17454.146484375
240.78,850.25,30.5375,310,310,74.2067,1550000,-17455.83203125
266.21,791.78,30.3284,311,311,75.0015,1555000,-17485.578125
292.47,848.47,30.3781,312,312,75.5576,1560000,-17479.91015625
285.85,845.11,30.6945,313,313,75.1249,1565000,-17696.90234375
272.9,838.0,30.3077,314,314,74.8003,1570000,-17567.822265625
283.07,855.61,30.6322,315,315,74.7005,1575000,-17816.71875
255.83,798.36,30.6986,316,316,74.7948,1580000,-17818.87890625
244.53,839.41,30.3523,317,317,74.8856,1585000,-17902.931640625
230.54,748.85,30.1584,318,318,74.1793,1590000,-18178.875
252.64,699.76,30.1537,319,319,74.6478,1595000,-17946.65234375
230.57,756.9,30.2018,320,320,75.3205,1600000,-18044.96875
231.05,748.85,30.2432,321,321,74.6307,1605000,-18107.41796875
254.35,894.64,30.3042,322,322,74.0776,1610000,-18145.541015625
273.12,695.72,30.2211,323,323,75.5399,1615000,-17982.185546875
246.0,801.64,30.5221,324,324,75.4662,1620000,-18245.10546875
260.83,855.77,29.9718,325,325,74.3698,1625000,-18176.46484375
278.51,801.79,29.7258,326,326,74.5694,1630000,-18205.666015625
294.03,750.26,30.4113,327,327,75.145,1635000,-18446.216796875
275.83,747.45,30.313,328,328,74.8963,1640000,-18519.6015625
320.61,901.93,30.6866,329,329,75.0403,1645000,-18385.626953125
289.06,943.34,30.735,330,330,75.4949,1650000,-18565.064453125
207.18,994.86,30.6653,331,331,75.8634,1655000,-18557.912109375
291.49,892.99,30.4747,332,332,75.0019,1660000,-18595.892578125
266.53,792.79,30.5826,333,333,74.6519,1665000,-18577.2890625
287.07,899.27,30.78,334,334,75.1195,1670000,-18767.45703125
254.76,846.07,30.5156,335,335,74.7068,1675000,-18482.779296875
285.37,1002.5,30.6418,336,336,75.7346,1680000,-18669.609375
278.68,893.7,30.4345,337,337,75.793,1685000,-18579.998046875
264.65,828.34,30.5309,338,338,75.2292,1690000,-18737.765625
243.01,832.17,30.2555,339,339,75.2746,1695000,-18726.921875
218.08,745.95,30.426,340,340,75.2731,1700000,-18707.056640625
287.84,787.26,30.3626,341,341,76.3433,1705000,-18869.474609375
224.3,952.6,30.1175,342,342,75.0286,1710000,-18823.96875
266.86,832.57,30.5291,343,343,74.9487,1715000,-18917.017578125
235.4,847.86,30.6049,344,344,75.4877,1720000,-18996.38671875
272.27,950.49,30.5147,345,345,75.3308,1725000,-18859.974609375
244.03,790.6,30.7084,346,346,75.2483,1730000,-18906.087890625
243.91,649.23,30.3955,347,347,74.652,1735000,-18966.78125
257.38,837.06,30.5786,348,348,76.0972,1740000,-18985.599609375
199.52,825.61,30.1163,349,349,74.3691,1745000,-18859.431640625
201.95,894.08,30.5486,350,350,75.3605,1750000,-18848.853515625
284.72,939.56,30.6304,351,351,75.8547,1755000,-19065.734375
186.46,597.01,30.3541,352,352,76.1551,1760000,-19102.45703125
253.79,792.63,30.6684,353,353,75.3347,1765000,-19095.435546875
205.35,771.32,30.4109,354,354,75.3714,1770000,-18896.88671875
260.69,849.39,31.0562,355,355,76.0119,1775000,-19238.255859375
223.76,842.52,30.5096,356,356,75.6499,1780000,-19072.56640625
267.26,833.91,30.8417,357,357,75.7496,1785000,-19053.16796875
231.53,783.76,30.3784,358,358,75.4685,1790000,-19095.51171875
234.95,892.8,31.2262,359,359,75.7985,1795000,-19178.798828125
231.25,790.08,30.7605,360,360,74.0668,1800000,-19009.208984375
249.08,889.2,30.5055,361,361,75.2646,1805000,-19060.44921875
299.46,781.99,30.9911,362,362,75.4789,1810000,-19232.2265625
296.12,902.95,30.1517,363,363,75.2467,1815000,-19109.8359375
260.37,936.72,30.4014,364,364,75.7779,1820000,-19186.478515625
205.29,884.77,30.6232,365,365,76.6989,1825000,-19078.708984375
246.1,845.36,30.5922,366,366,76.1409,1830000,-19140.544921875
248.46,940.66,30.3545,367,367,75.219,1835000,-19260.62109375
244.94,799.74,30.6265,368,368,75.1303,1840000,-19202.78125
276.8,890.0,30.614,369,369,74.7943,1845000,-19218.25390625
310.34,750.11,30.3472,370,370,74.9637,1850000,-19268.2265625
240.69,833.05,30.2723,371,371,75.8356,1855000,-19196.5390625
241.41,741.45,30.2633,372,372,75.1059,1860000,-19304.05078125
258.82,886.21,30.5169,373,373,75.3024,1865000,-19235.328125
256.65,781.87,30.5104,374,374,76.3982,1870000,-19160.865234375
256.35,925.02,30.7306,375,375,75.967,1875000,-19292.888671875
295.04,686.34,30.037,376,376,75.1992,1880000,-19171.84375
260.38,793.95,30.6731,377,377,75.8881,1885000,-19303.626953125
276.58,784.52,30.4408,378,378,75.6549,1890000,-19250.4765625
237.65,744.06,30.5073,379,379,75.9006,1895000,-19304.873046875
206.88,743.53,30.7477,380,380,75.0512,1900000,-19238.068359375
293.59,776.16,30.8263,381,381,76.3583,1905000,-19310.462890625
203.59,885.19,30.8726,382,382,76.3116,1910000,-19332.927734375
273.27,793.91,30.8981,383,383,75.6732,1915000,-19252.55078125
256.31,778.77,30.8743,384,384,75.8335,1920000,-19325.072265625
251.43,772.49,30.8557,385,385,75.485,1925000,-19361.083984375
280.8,794.38,30.8944,386,386,75.193,1930000,-19245.09765625
219.66,793.71,31.1781,387,387,76.2289,1935000,-19338.85546875
240.85,992.9,31.1006,388,388,75.231,1940000,-19318.12890625
199.79,843.11,30.7042,389,389,75.133,1945000,-19343.75
251.08,787.56,31.0455,390,390,76.4336,1950000,-19398.08984375
288.66,845.37,31.0012,391,391,76.127,1955000,-19302.158203125
275.69,843.5,31.3026,392,392,75.5166,1960000,-19326.751953125
295.2,919.41,31.0423,393,393,76.1036,1965000,-19388.85546875
281.21,844.11,31.0707,394,394,76.1852,1970000,-19356.662109375
257.01,838.09,30.8926,395,395,76.1401,1975000,-19360.455078125
208.71,744.72,30.6342,396,396,75.7473,1980000,-19321.736328125
207.42,936.3,30.9624,397,397,75.0741,1985000,-19302.404296875
266.46,791.29,30.9148,398,398,75.9367,1990000,-19193.8828125
244.44,837.1,30.7055,399,399,76.2323,1995000,-19416.892578125
264.69,786.96,31.2152,400,400,75.9693,2000000,-19384.796875
244.39,644.18,31.0705,401,401,75.6763,2005000,-19361.19140625
258.31,873.25,30.7045,402,402,74.6614,2010000,-19285.888671875
272.54,886.76,30.6341,403,403,75.4942,2015000,-19228.728515625
306.11,648.64,31.269,404,404,76.356,2020000,-19403.4453125
304.12,880.09,31.2262,405,405,76.4456,2025000,-19383.029296875
290.92,747.91,31.5037,406,406,76.0668,2030000,-19404.32421875
218.57,787.5,30.7639,407,407,75.3472,2035000,-19357.5546875
162.27,840.84,31.1373,408,408,75.837,2040000,-19437.4453125
282.8,842.59,31.214,409,409,75.7965,2045000,-19394.7265625
