Real Sto Return,Itration,Real Det Return,Running Update Time,Running Env Steps,Reward Loss,Running Reverse KL,Running Forward KL
1595.88,30,1950.05,30,150000,-871.1754150390625,16.7346,157.469
1599.66,31,1957.69,31,155000,-892.2252807617188,16.5018,157.6307
1583.31,32,1866.72,32,160000,-913.4053955078125,16.3394,157.3664
1591.01,33,1891.7,33,165000,-951.91357421875,16.6848,157.7304
1632.4,34,1926.72,34,170000,-989.9086303710938,16.4517,157.3622
1639.48,35,1938.6,35,175000,-1004.3451538085938,16.4454,157.5372
1634.62,36,1966.76,36,180000,-1059.59326171875,16.7255,157.448
1660.61,37,1987.86,37,185000,-1070.0498046875,16.5877,157.4097
1617.71,38,1986.42,38,190000,-1095.4957275390625,16.1856,157.3961
1639.34,39,1990.42,39,195000,-1127.832275390625,16.573,157.6642
1696.48,40,2049.06,40,200000,-1152.4473876953125,17.0749,157.4602
1643.86,41,1970.09,41,205000,-1207.6160888671875,16.3939,157.2799
1675.74,42,2011.23,42,210000,-1228.772216796875,16.6999,157.4568
1670.76,43,1993.05,43,215000,-1257.4630126953125,16.949,157.4827
1659.67,44,1976.71,44,220000,-1266.9803466796875,16.5359,157.4933
1708.55,45,2078.14,45,225000,-1331.8587646484375,16.989,157.5423
1717.31,46,2091.69,46,230000,-1360.3563232421875,16.607,157.1144
1664.52,47,2046.99,47,235000,-1369.49072265625,16.1877,157.2896
1697.18,48,2058.28,48,240000,-1408.1240234375,16.4965,157.4736
1686.82,49,2029.22,49,245000,-1421.7032470703125,16.0741,157.2729
1684.83,50,2048.07,50,250000,-1460.3271484375,16.2392,157.1529
1689.88,51,2029.5,51,255000,-1480.8345947265625,16.2094,157.1071
1729.15,52,2065.53,52,260000,-1521.5245361328125,16.198,157.0955
1695.37,53,1987.87,53,265000,-1546.9942626953125,16.0561,157.1446
1700.4,54,2069.73,54,270000,-1578.748046875,16.1357,157.0945
1695.55,55,2052.17,55,275000,-1614.12744140625,15.8302,157.135
1721.16,56,2104.53,56,280000,-1640.6400146484375,16.2093,156.9427
1724.71,57,2039.72,57,285000,-1666.80859375,15.7288,157.0459
1700.58,58,2082.65,58,290000,-1721.5753173828125,16.1609,157.2073
1720.15,59,2069.25,59,295000,-1721.0850830078125,15.8053,157.0289
1715.65,60,2051.97,60,300000,-1765.9312744140625,16.1947,157.1273
1729.78,61,2105.35,61,305000,-1799.181884765625,16.1286,156.9373
1701.19,62,2081.75,62,310000,-1817.9287109375,16.029,157.0151
1715.51,63,2092.82,63,315000,-1846.423828125,15.8631,156.9293
1753.35,64,2039.86,64,320000,-1873.9366455078125,15.7993,156.8808
1738.49,65,2085.66,65,325000,-1901.4521484375,16.1028,157.118
1728.4,66,2096.11,66,330000,-1946.18701171875,16.1351,157.0505
1765.59,67,2113.76,67,335000,-1991.6910400390625,16.2309,157.1089
1701.16,68,2006.2,68,340000,-1973.4656982421875,15.5249,156.975
1801.65,69,2157.17,69,345000,-2054.51953125,16.2948,156.8934
1702.44,70,2025.62,70,350000,-2043.376220703125,16.0913,157.1644
1784.05,71,2137.71,71,355000,-2098.468994140625,16.0795,156.9691
1764.0,72,2058.53,72,360000,-2122.40087890625,15.9449,156.9317
1746.15,73,2105.15,73,365000,-2156.011962890625,15.9447,156.8528
1791.16,74,2136.65,74,370000,-2210.971923828125,16.1264,157.133
1790.95,75,2152.87,75,375000,-2216.28076171875,15.8934,157.0431
1710.06,76,2006.83,76,380000,-2281.67333984375,15.8181,156.917
1831.85,77,2190.32,77,385000,-2293.53271484375,16.102,156.845
1782.61,78,2150.33,78,390000,-2323.179443359375,15.7574,156.9181
1775.84,79,2112.68,79,395000,-2354.4658203125,15.8475,156.8725
1794.0,80,2169.76,80,400000,-2399.263671875,16.1214,156.7564
1804.6,81,2120.97,81,405000,-2411.030517578125,15.8755,156.7802
1780.57,82,2098.5,82,410000,-2440.231201171875,16.08,157.1032
1798.81,83,2169.68,83,415000,-2475.37744140625,15.8115,156.9349
1765.2,84,2093.53,84,420000,-2495.637939453125,15.6992,156.9172
1809.41,85,2142.39,85,425000,-2538.854736328125,15.7725,156.898
1794.1,86,2110.79,86,430000,-2555.612060546875,15.5083,156.7696
1773.41,87,2079.78,87,435000,-2605.37158203125,15.7012,156.835
1778.11,88,2075.12,88,440000,-2626.856689453125,15.5015,156.9087
1777.53,89,2142.46,89,445000,-2685.38818359375,15.8532,156.9173
1817.75,90,2171.16,90,450000,-2691.77587890625,16.0487,156.8432
1759.31,91,2085.02,91,455000,-2724.88671875,15.6513,156.7542
1761.42,92,2155.2,92,460000,-2781.943359375,15.6481,156.6638
1811.63,93,2113.1,93,465000,-2783.927490234375,15.8666,156.7907
1818.7,94,2188.04,94,470000,-2833.7666015625,15.9018,156.8727
1830.8,95,2165.94,95,475000,-2875.538818359375,15.8191,156.7449
1788.55,96,2160.74,96,480000,-2924.247314453125,15.9371,156.989
1758.3,97,2118.88,97,485000,-2940.847900390625,15.5207,156.994
1794.93,98,2133.72,98,490000,-2975.05078125,15.6388,156.8428
1792.85,99,2135.56,99,495000,-2998.619384765625,15.5798,156.7113
1793.58,100,2144.47,100,500000,-3034.868896484375,15.7774,156.8209
1821.69,101,2152.08,101,505000,-3068.1923828125,15.7409,156.6399
1828.24,102,2138.88,102,510000,-3098.453125,15.882,156.7372
1854.15,103,2222.15,103,515000,-3188.758544921875,16.1501,156.771
1813.56,104,2153.54,104,520000,-3157.521484375,15.4686,156.7565
1822.33,105,2183.82,105,525000,-3218.3193359375,15.5987,156.7702
1826.4,106,2214.68,106,530000,-3262.388427734375,15.8467,156.8844
1782.6,107,2140.37,107,535000,-3270.79443359375,15.3775,156.7629
1863.96,108,2203.7,108,540000,-3348.155517578125,16.0581,156.7177
1833.62,109,2212.74,109,545000,-3383.622802734375,15.9111,156.7961
1811.66,110,2154.2,110,550000,-3383.074951171875,15.8481,156.7507
1824.01,111,2193.26,111,555000,-3424.865234375,15.7463,156.8043
1849.21,112,2186.91,112,560000,-3487.0185546875,15.9714,156.8051
1839.14,113,2167.72,113,565000,-3512.049072265625,15.9407,156.7986
1823.72,114,2173.67,114,570000,-3522.373291015625,15.5351,156.6955
1844.54,115,2212.94,115,575000,-3565.63525390625,15.3849,156.7794
1781.58,116,2126.62,116,580000,-3611.870361328125,15.6297,156.8644
1795.06,117,2108.14,117,585000,-3628.134521484375,15.4344,156.8422
1785.58,118,2127.93,118,590000,-3667.422607421875,15.6359,156.966
1816.1,119,2166.67,119,595000,-3731.816650390625,15.4543,156.8967
1869.99,120,2212.59,120,600000,-3767.338623046875,15.7091,156.7835
1804.68,121,2168.94,121,605000,-3803.130126953125,15.5686,156.9612
1832.05,122,2182.19,122,610000,-3844.4677734375,15.5463,156.824
1828.92,123,2149.22,123,615000,-3884.71875,15.8022,157.012
1824.13,124,2184.08,124,620000,-3923.659423828125,15.6893,156.9395
1870.75,125,2231.08,125,625000,-4003.58544921875,16.3188,156.9019
1807.69,126,2169.51,126,630000,-4008.967041015625,15.5787,156.7991
1826.61,127,2192.99,127,635000,-4045.219970703125,15.7411,156.9045
1850.43,128,2188.65,128,640000,-4111.54541015625,15.8666,156.85
1844.02,129,2147.47,129,645000,-4074.022216796875,15.4344,156.8628
1819.05,130,2146.23,130,650000,-4145.025390625,15.422,156.6143
1860.56,131,2218.42,131,655000,-4190.9423828125,15.5233,156.6887
1840.71,132,2215.55,132,660000,-4236.14697265625,15.5391,156.8113
1845.44,133,2193.03,133,665000,-4279.2412109375,15.7542,156.7321
1876.97,134,2250.32,134,670000,-4341.267578125,15.8015,156.79
1872.45,135,2196.68,135,675000,-4374.54052734375,15.9966,156.7507
1850.97,136,2190.8,136,680000,-4391.80908203125,15.5278,156.7552
1841.08,137,2187.91,137,685000,-4423.3076171875,15.5887,156.8469
1874.27,138,2211.82,138,690000,-4499.13525390625,15.845,156.7997
1839.56,139,2181.55,139,695000,-4536.267578125,15.697,156.9337
1883.75,140,2238.05,140,700000,-4564.88818359375,15.8765,156.6747
1872.29,141,2244.36,141,705000,-4607.47265625,15.622,156.5568
1869.85,142,2228.78,142,710000,-4633.17041015625,15.5157,156.7423
1864.7,143,2205.96,143,715000,-4681.46728515625,15.4421,156.7684
1837.25,144,2220.67,144,720000,-4757.0390625,15.6408,156.908
1881.73,145,2225.13,145,725000,-4762.3349609375,15.5916,156.6541
1841.36,146,2181.88,146,730000,-4808.69775390625,15.3284,156.757
1868.27,147,2193.78,147,735000,-4863.72314453125,15.5806,156.7586
1894.42,148,2190.71,148,740000,-4911.49951171875,15.7506,156.9754
1864.81,149,2202.08,149,745000,-4927.95068359375,15.3249,156.7257
1858.72,150,2226.53,150,750000,-5006.3583984375,15.9958,156.781
1902.65,151,2212.08,151,755000,-5022.11474609375,15.5328,156.8556
1841.22,152,2188.55,152,760000,-5015.4521484375,15.3618,156.6652
1849.01,153,2223.95,153,765000,-5115.45166015625,15.4258,156.6728
1894.05,154,2240.83,154,770000,-5170.65966796875,15.4494,156.6402
1867.45,155,2238.21,155,775000,-5201.9716796875,15.3942,156.6218
1887.78,156,2232.18,156,780000,-5257.1513671875,15.6129,156.7374
1859.84,157,2186.17,157,785000,-5300.3564453125,15.5908,156.7985
1834.25,158,2197.03,158,790000,-5310.65478515625,15.3079,156.8196
1838.45,159,2167.94,159,795000,-5404.912109375,15.3954,156.7326
1867.9,160,2209.08,160,800000,-5432.1279296875,15.704,156.5674
1892.69,161,2233.38,161,805000,-5513.07177734375,15.9562,156.8184
1866.48,162,2245.63,162,810000,-5513.20654296875,15.5411,156.8293
1851.86,163,2216.75,163,815000,-5553.43017578125,15.3405,156.8246
1902.83,164,2247.89,164,820000,-5641.34716796875,15.8721,156.6096
1894.38,165,2246.66,165,825000,-5661.017578125,15.5012,156.6332
1894.17,166,2236.96,166,830000,-5728.673828125,15.6397,156.904
1911.11,167,2265.71,167,835000,-5779.2763671875,15.5931,156.7227
1862.74,168,2218.76,168,840000,-5773.72802734375,15.3122,156.7786
1879.5,169,2221.69,169,845000,-5835.8017578125,15.2002,156.6484
1899.5,170,2236.53,170,850000,-5895.02001953125,15.5887,156.7279
1865.84,171,2181.16,171,855000,-5879.7578125,15.4314,156.8422
1851.14,172,2231.57,172,860000,-5965.32177734375,15.3143,156.742
1903.54,173,2240.93,173,865000,-6038.375,15.6748,156.7018
1826.93,174,2173.97,174,870000,-6050.1435546875,14.7983,156.4965
1894.14,175,2268.28,175,875000,-6185.73046875,15.6995,156.7347
1895.5,176,2218.94,176,880000,-6211.43994140625,15.4967,156.6758
1858.74,177,2243.83,177,885000,-6258.994140625,15.2481,156.6781
1892.1,178,2231.17,178,890000,-6294.72509765625,15.566,156.7259
1926.83,179,2224.36,179,895000,-6360.97705078125,15.5098,156.6282
1895.06,180,2215.96,180,900000,-6387.21484375,15.367,156.742
1878.38,181,2214.12,181,905000,-6448.35009765625,15.503,156.8146
1914.52,182,2231.46,182,910000,-6466.60498046875,15.4878,156.7837
1873.75,183,2189.14,183,915000,-6524.0458984375,15.6489,156.6486
1858.43,184,2233.53,184,920000,-6580.50390625,15.3529,156.5686
1874.94,185,2198.83,185,925000,-6621.650390625,15.4016,156.7496
1896.16,186,2294.99,186,930000,-6724.7626953125,15.7028,156.6004
1903.6,187,2255.52,187,935000,-6740.8349609375,15.6465,156.7203
1898.64,188,2250.74,188,940000,-6787.36376953125,15.4415,156.7805
1848.74,189,2166.49,189,945000,-6807.40185546875,15.2266,156.7712
1891.86,190,2218.26,190,950000,-6871.1923828125,15.4225,156.68
1898.51,191,2255.83,191,955000,-6929.38427734375,15.2581,156.6527
1896.13,192,2242.56,192,960000,-6990.68798828125,15.2644,156.6917
1909.25,193,2270.1,193,965000,-7054.94091796875,15.4696,156.6439
1873.33,194,2255.72,194,970000,-7120.7685546875,15.1662,156.7511
1914.13,195,2265.8,195,975000,-7178.9873046875,15.5697,156.7532
1867.77,196,2229.79,196,980000,-7222.64990234375,15.3111,156.7218
1895.73,197,2203.01,197,985000,-7259.2041015625,15.2245,156.687
1863.07,198,2175.26,198,990000,-7285.49755859375,15.3492,156.6573
1900.58,199,2256.0,199,995000,-7349.51708984375,15.2242,156.5996
1889.38,200,2247.33,200,1000000,-7444.79296875,15.641,156.671
1914.1,201,2271.35,201,1005000,-7503.123046875,15.5551,156.6981
1901.83,202,2244.88,202,1010000,-7538.9716796875,15.4506,156.9038
1905.57,203,2250.23,203,1015000,-7608.27587890625,15.6807,156.8471
1899.53,204,2250.89,204,1020000,-7646.015625,15.5379,156.8112
1900.79,205,2234.49,205,1025000,-7707.91064453125,15.4141,156.7329
1891.76,206,2276.13,206,1030000,-7784.89208984375,15.5654,156.7533
1894.06,207,2251.14,207,1035000,-7845.4111328125,15.4855,156.8068
1922.84,208,2257.42,208,1040000,-7901.0380859375,15.556,156.766
1918.71,209,2268.69,209,1045000,-7960.4091796875,15.6686,156.6937
1919.95,210,2248.57,210,1050000,-7979.21484375,15.423,156.59
1907.63,211,2260.63,211,1055000,-8063.0390625,15.5275,156.7005
1902.41,212,2245.57,212,1060000,-8103.0615234375,15.4533,156.5926
1910.01,213,2258.83,213,1065000,-8194.564453125,15.5782,156.6133
1905.48,214,2213.25,214,1070000,-8228.6552734375,15.3513,156.7434
1900.4,215,2237.37,215,1075000,-8293.296875,15.5059,156.7732
1930.64,216,2236.34,216,1080000,-8364.4091796875,15.4263,156.4085
1900.62,217,2224.53,217,1085000,-8418.5654296875,15.4105,156.7153
1922.9,218,2238.02,218,1090000,-8490.84765625,15.5014,156.8162
1911.45,219,2233.56,219,1095000,-8515.701171875,15.3946,156.7161
1915.18,220,2256.25,220,1100000,-8566.169921875,15.5402,156.4102
1921.0,221,2213.86,221,1105000,-8642.91015625,15.405,156.5631
1913.69,222,2228.17,222,1110000,-8712.6669921875,15.6355,156.5286
1935.07,223,2245.03,223,1115000,-8738.3896484375,15.4971,156.5914
1927.93,224,2259.15,224,1120000,-8808.923828125,15.4348,156.7001
1915.83,225,2241.6,225,1125000,-8881.0595703125,15.4785,156.6442
1924.66,226,2278.32,226,1130000,-8921.646484375,15.5839,156.7318
1914.41,227,2243.08,227,1135000,-8950.51171875,15.3434,156.6072
1920.45,228,2223.94,228,1140000,-9024.3359375,15.3602,156.7229
1908.74,229,2234.89,229,1145000,-9057.6953125,15.3969,156.6583
1897.09,230,2244.38,230,1150000,-9122.669921875,15.35,156.6416
1930.74,231,2259.32,231,1155000,-9186.5859375,15.3492,156.7547
1922.95,232,2254.48,232,1160000,-9220.7080078125,15.3324,156.6257
1905.77,233,2255.19,233,1165000,-9261.275390625,15.2379,156.5605
1912.17,234,2245.83,234,1170000,-9293.474609375,15.2379,156.6432
1920.45,235,2240.7,235,1175000,-9338.892578125,15.1583,156.6334
1921.18,236,2235.42,236,1180000,-9388.9677734375,15.3322,156.6102
1920.8,237,2266.51,237,1185000,-9436.099609375,15.225,156.6709
1915.76,238,2254.6,238,1190000,-9485.1630859375,15.1687,156.6858
1916.55,239,2225.9,239,1195000,-9501.1962890625,15.3364,156.6268
1939.7,240,2237.33,240,1200000,-9560.212890625,15.4514,156.5843
1943.0,241,2260.06,241,1205000,-9628.4189453125,15.521,156.5956
1943.92,242,2275.76,242,1210000,-9658.255859375,15.6284,156.8205
1911.56,243,2246.02,243,1215000,-9660.8623046875,15.2928,156.6726
1954.83,244,2279.24,244,1220000,-9732.310546875,15.4103,156.6709
1931.93,245,2276.17,245,1225000,-9752.71875,15.3433,156.5611
1943.4,246,2268.87,246,1230000,-9780.3310546875,15.2812,156.4354
1936.14,247,2267.88,247,1235000,-9824.107421875,15.4008,156.6294
1916.09,248,2268.81,248,1240000,-9843.8896484375,15.3361,156.6702
1836.7,249,2261.23,249,1245000,-9883.046875,15.318,156.5603
1926.54,250,2246.93,250,1250000,-9916.3212890625,15.2941,156.7334
1932.57,251,2267.54,251,1255000,-9924.9501953125,15.2607,156.4818
1882.31,252,2287.37,252,1260000,-10021.1337890625,15.3096,156.5984
1946.81,253,2275.67,253,1265000,-10036.0283203125,15.3985,156.7561
1912.24,254,2264.21,254,1270000,-10080.5693359375,15.2671,156.5703
1939.86,255,2287.53,255,1275000,-10130.517578125,15.2669,156.7098
1934.75,256,2253.48,256,1280000,-10158.783203125,15.2799,156.567
1913.75,257,2240.2,257,1285000,-10163.353515625,14.9965,156.6791
1924.24,258,2267.42,258,1290000,-10219.8505859375,15.1002,156.5105
1916.85,259,2234.9,259,1295000,-10257.2431640625,15.2808,156.6707
1936.97,260,2273.9,260,1300000,-10338.5703125,15.3508,156.5886
1922.88,261,2259.17,261,1305000,-10332.982421875,15.1907,156.6541
1933.42,262,2240.28,262,1310000,-10336.525390625,15.1042,156.622
1963.4,263,2288.44,263,1315000,-10431.751953125,15.4571,156.6804
1926.38,264,2247.59,264,1320000,-10422.458984375,15.1185,156.5715
1807.93,265,2248.6,265,1325000,-10464.6298828125,15.1338,156.6592
1931.93,266,2260.02,266,1330000,-10489.330078125,15.1113,156.7501
1926.99,267,2235.26,267,1335000,-10546.552734375,15.0909,156.6047
1904.83,268,2255.69,268,1340000,-10562.3837890625,15.1309,156.6447
1933.88,269,2263.63,269,1345000,-10627.126953125,15.2776,156.5049
1930.83,270,2235.53,270,1350000,-10622.72265625,15.0677,156.6368
1917.3,271,2249.74,271,1355000,-10632.55078125,15.1637,156.6735
1929.2,272,2251.08,272,1360000,-10733.5068359375,15.1471,156.5749
1929.0,273,2260.33,273,1365000,-10758.66015625,15.4197,156.6797
1910.95,274,2245.97,274,1370000,-10794.4189453125,15.2301,156.5913
1921.44,275,2241.03,275,1375000,-10835.435546875,15.1373,156.6116
1915.02,276,2239.81,276,1380000,-10812.15625,15.1153,156.6279
1917.76,277,2211.75,277,1385000,-10829.8486328125,15.0973,156.4966
1922.66,278,2263.85,278,1390000,-10860.990234375,15.0228,156.5399
1932.29,279,2272.04,279,1395000,-10928.5400390625,15.1359,156.6531
1914.71,280,2266.74,280,1400000,-10929.9658203125,15.0678,156.598
1937.54,281,2281.37,281,1405000,-10973.0166015625,15.1851,156.5698
1910.77,282,2253.73,282,1410000,-10980.263671875,15.0306,156.4445
1942.96,283,2275.06,283,1415000,-11018.2666015625,15.1227,156.5704
1909.77,284,2245.89,284,1420000,-11011.705078125,14.986,156.641
1922.87,285,2270.91,285,1425000,-11088.8427734375,15.1025,156.5121
1919.7,286,2263.78,286,1430000,-11081.244140625,15.154,156.4872
1941.74,287,2272.05,287,1435000,-11104.2890625,15.0858,156.5964
1946.82,288,2267.62,288,1440000,-11179.4384765625,15.2925,156.7535
1934.86,289,2266.86,289,1445000,-11212.748046875,15.1831,156.6237
1956.45,290,2279.02,290,1450000,-11196.646484375,15.1199,156.4845
1944.07,291,2295.31,291,1455000,-11225.521484375,15.2576,156.6178
1939.59,292,2270.85,292,1460000,-11300.6865234375,15.2187,156.6901
1932.0,293,2306.99,293,1465000,-11331.1728515625,15.286,156.5163
1950.03,294,2300.59,294,1470000,-11344.2939453125,15.2836,156.5903
1918.57,295,2254.83,295,1475000,-11372.33203125,15.3032,156.5047
1943.65,296,2283.1,296,1480000,-11403.609375,15.1354,156.5425
1924.03,297,2298.94,297,1485000,-11436.0458984375,15.237,156.67
1946.6,298,2313.7,298,1490000,-11450.662109375,15.1807,156.5793
1945.4,299,2311.21,299,1495000,-11472.345703125,15.2884,156.7456
1963.4,300,2305.21,300,1500000,-11525.5341796875,15.3587,156.5428
1944.62,301,2293.62,301,1505000,-11556.9111328125,15.2296,156.6453
1942.68,302,2314.58,302,1510000,-11586.7919921875,15.2532,156.5712
1943.07,303,2303.24,303,1515000,-11614.421875,15.2451,156.5762
1931.49,304,2305.86,304,1520000,-11624.857421875,15.1696,156.7232
1950.17,305,2327.25,305,1525000,-11660.4462890625,15.1815,156.5273
1953.85,306,2301.86,306,1530000,-11707.7060546875,15.2001,156.6142
1964.76,307,2292.62,307,1535000,-11698.6513671875,15.1917,156.607
1955.77,308,2299.83,308,1540000,-11734.818359375,15.207,156.5498
1957.99,309,2313.0,309,1545000,-11830.626953125,15.4186,156.4547
1959.17,310,2304.54,310,1550000,-11866.681640625,15.3203,156.6492
1969.91,311,2305.03,311,1555000,-11858.0302734375,15.2512,156.603
1955.63,312,2309.29,312,1560000,-11890.2666015625,15.427,156.5902
1972.36,313,2324.24,313,1565000,-11910.9169921875,15.2584,156.5669
1962.29,314,2319.52,314,1570000,-11933.3974609375,15.1205,156.5701
1963.56,315,2316.44,315,1575000,-11975.5498046875,15.1669,156.5887
1969.43,316,2332.22,316,1580000,-11970.1435546875,15.1965,156.5336
1944.16,317,2301.11,317,1585000,-11982.0576171875,15.1254,156.5541
1958.12,318,2323.98,318,1590000,-12080.6767578125,15.3977,156.6375
1973.58,319,2315.05,319,1595000,-12110.337890625,15.2076,156.718
1974.23,320,2322.69,320,1600000,-12204.2119140625,15.404,156.6519
1972.65,321,2324.6,321,1605000,-12190.1064453125,15.4178,156.5724
1966.28,322,2302.87,322,1610000,-12184.521484375,15.3962,156.5622
1958.2,323,2306.96,323,1615000,-12173.8984375,15.2969,156.4861
1952.91,324,2301.02,324,1620000,-12209.1416015625,15.3176,156.5343
1981.88,325,2294.12,325,1625000,-12294.7998046875,15.3014,156.6267
1925.4,326,2250.76,326,1630000,-12287.697265625,15.0232,156.6018
1960.27,327,2292.68,327,1635000,-12307.9912109375,15.2516,156.5166
1949.24,328,2264.32,328,1640000,-12349.173828125,15.1282,156.6489
1978.4,329,2313.26,329,1645000,-12395.072265625,15.2467,156.495
1976.23,330,2311.55,330,1650000,-12429.5048828125,15.3862,156.5498
1962.46,331,2287.43,331,1655000,-12448.228515625,15.2038,156.4435
1964.76,332,2308.06,332,1660000,-12498.5234375,15.1932,156.5371
1976.95,333,2311.36,333,1665000,-12529.046875,15.3833,156.5482
1973.41,334,2297.35,334,1670000,-12558.7275390625,15.3781,156.5151
1954.02,335,2295.28,335,1675000,-12625.90234375,15.0986,156.4529
1976.41,336,2294.84,336,1680000,-12585.4306640625,15.3845,156.6106
1951.69,337,2286.92,337,1685000,-12559.2744140625,15.0896,156.5169
1954.59,338,2294.24,338,1690000,-12633.8193359375,15.2424,156.6761
1971.61,339,2302.83,339,1695000,-12676.7783203125,15.2846,156.5379
1968.23,340,2292.75,340,1700000,-12722.7861328125,15.1617,156.5417
1958.31,341,2298.48,341,1705000,-12763.986328125,15.4503,156.4947
1953.54,342,2304.75,342,1710000,-12757.986328125,15.2197,156.4445
1964.41,343,2283.97,343,1715000,-12819.966796875,15.2996,156.5183
1964.64,344,2291.67,344,1720000,-12814.361328125,15.2303,156.4669
1969.98,345,2303.21,345,1725000,-12820.8505859375,15.1851,156.6047
1968.18,346,2303.98,346,1730000,-12947.7001953125,15.264,156.581
1973.13,347,2313.01,347,1735000,-12932.4560546875,15.1423,156.4555
1967.48,348,2311.74,348,1740000,-12928.806640625,15.1576,156.5394
1965.14,349,2305.73,349,1745000,-13031.0654296875,15.2409,156.6238
1960.42,350,2293.72,350,1750000,-13044.419921875,15.2468,156.6263
1944.48,351,2294.3,351,1755000,-12975.6904296875,15.2061,156.4698
1952.07,352,2303.93,352,1760000,-13070.0634765625,15.1171,156.6735
1955.94,353,2299.83,353,1765000,-13122.9833984375,15.1945,156.5753
1966.37,354,2304.93,354,1770000,-13130.369140625,15.1127,156.5625
1969.91,355,2323.12,355,1775000,-13115.4853515625,15.1482,156.5589
1962.66,356,2296.69,356,1780000,-13203.36328125,15.169,156.6003
1967.05,357,2313.94,357,1785000,-13191.158203125,15.1427,156.5539
1975.0,358,2320.03,358,1790000,-13229.1279296875,15.452,156.5606
1973.54,359,2313.89,359,1795000,-13273.0185546875,15.2739,156.6111
1962.1,360,2291.76,360,1800000,-13280.30859375,15.2301,156.57
1968.95,361,2321.64,361,1805000,-13407.1376953125,15.3486,156.5857
1971.47,362,2304.7,362,1810000,-13364.1328125,15.1354,156.5089
1946.41,363,2300.3,363,1815000,-13383.3369140625,15.1478,156.6404
1948.91,364,2311.84,364,1820000,-13388.9306640625,15.0371,156.4679
1946.78,365,2276.46,365,1825000,-13368.384765625,15.0345,156.5826
1953.87,366,2301.02,366,1830000,-13363.1796875,15.0466,156.5542
1875.83,367,2227.25,367,1835000,-13426.6396484375,15.032,156.6192
1848.21,368,2261.13,368,1840000,-13607.337890625,15.2003,156.5795
1864.66,369,2271.23,369,1845000,-13603.5478515625,15.0991,156.5893
1869.85,370,2301.3,370,1850000,-13541.880859375,14.8991,156.4571
1856.45,371,2270.01,371,1855000,-13575.85546875,14.7011,156.3501
1862.2,372,2281.77,372,1860000,-13595.7412109375,14.8247,156.549
1853.49,373,2261.92,373,1865000,-13569.9521484375,14.8104,156.4266
1868.85,374,2237.91,374,1870000,-13630.8662109375,14.946,156.4405
1837.32,375,2213.84,375,1875000,-13659.6162109375,14.8181,156.5369
1871.42,376,2231.37,376,1880000,-13616.1826171875,14.9011,156.5379
1862.25,377,2251.47,377,1885000,-13689.716796875,14.8845,156.4214
1857.75,378,2270.97,378,1890000,-13715.8544921875,14.6917,156.4604
1900.44,379,2269.72,379,1895000,-13691.79296875,14.9948,156.3713
1908.05,380,2263.62,380,1900000,-13704.4697265625,15.0214,156.4545
1880.07,381,2235.58,381,1905000,-13749.0849609375,14.8741,156.4302
1873.9,382,2271.66,382,1910000,-13854.814453125,14.9396,156.4601
1901.3,383,2301.94,383,1915000,-13894.390625,14.8754,156.3641
1894.99,384,2274.17,384,1920000,-13924.7783203125,15.0991,156.4391
1898.53,385,2264.74,385,1925000,-13948.7802734375,14.9398,156.6276
