Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Running Update Time,Reward Loss,Real Sto Return,Real Det Return
42,15.6538,210000,46.8034,42,-401.748779296875,826.25,860.42
43,19.1758,215000,47.7309,43,-467.22698974609375,1029.02,1073.41
44,15.2446,220000,48.3604,44,-429.3008117675781,1411.97,1475.21
45,18.6448,225000,48.7823,45,-447.90838623046875,991.82,1046.66
46,16.6402,230000,50.1841,46,-439.60943603515625,1090.39,1044.7
47,16.6469,235000,48.944,47,-468.8544616699219,951.94,1032.57
48,15.1314,240000,51.815,48,-462.6451721191406,1046.29,1035.81
49,14.839,245000,51.68,49,-471.229736328125,1032.67,1017.28
50,15.4567,250000,49.6428,50,-479.7076110839844,965.41,1018.7
51,24.4685,255000,48.9353,51,-604.153076171875,665.98,1011.22
52,33.2062,260000,50.1199,52,-651.9295043945312,539.29,370.51
53,34.8143,265000,54.0508,53,-670.135986328125,1038.59,1026.64
54,28.487,270000,53.8356,54,-636.3718872070312,1019.41,1021.22
55,26.8797,275000,53.908,55,-628.4017333984375,1021.96,1015.43
56,35.8308,280000,54.4819,56,-625.7596435546875,1019.86,1014.18
57,26.6647,285000,48.775,57,-615.6702880859375,646.12,988.09
58,22.2391,290000,48.3986,58,-571.9527587890625,730.15,643.93
59,35.1798,295000,47.3182,59,-724.8466796875,634.85,732.63
60,27.4301,300000,47.1959,60,-676.6753540039062,628.34,706.71
61,20.8151,305000,46.253,61,-626.028564453125,732.33,756.43
62,16.8868,310000,45.5637,62,-565.2695922851562,854.57,1452.58
63,21.9321,315000,46.7636,63,-626.4959716796875,833.29,938.06
64,25.0829,320000,46.8635,64,-698.4125366210938,694.92,757.04
65,20.6721,325000,45.8929,65,-659.0924072265625,777.94,934.8
66,15.5591,330000,46.6548,66,-600.8712768554688,890.32,916.94
67,17.2427,335000,46.6711,67,-617.2332763671875,769.83,914.74
68,13.535,340000,44.1914,68,-607.8970947265625,1361.81,1165.2
69,15.3311,345000,44.0146,69,-580.5932006835938,1484.98,1134.53
70,13.3055,350000,43.9214,70,-565.1680297851562,1377.62,1007.65
71,14.8243,355000,44.1297,71,-614.7939453125,1834.18,1828.52
72,13.1359,360000,43.6312,72,-572.464599609375,2016.42,2421.33
73,12.8737,365000,44.4001,73,-575.403564453125,1899.98,2130.48
74,12.1428,370000,43.2909,74,-531.8275756835938,2554.47,3068.86
75,11.8007,375000,43.6805,75,-499.37445068359375,2829.74,2872.11
76,12.356,380000,43.7573,76,-463.61029052734375,2662.3,2838.78
77,14.1695,385000,43.6307,77,-523.53564453125,2387.86,2734.37
78,13.7404,390000,44.1344,78,-528.16796875,2415.74,2781.57
79,11.929,395000,43.5602,79,-509.15771484375,2796.58,3023.02
80,12.2023,400000,43.191,80,-511.4715576171875,2496.91,2812.67
81,12.3395,405000,43.8941,81,-488.3912353515625,2914.4,3116.4
82,12.4778,410000,43.1581,82,-461.8641662597656,2991.77,3267.48
83,14.4774,415000,43.9999,83,-523.94482421875,3087.8,3295.6
84,12.7206,420000,42.5672,84,-481.10491943359375,3126.95,3431.29
85,14.6404,425000,43.6197,85,-521.5975341796875,3122.23,2667.62
86,14.8165,430000,44.3658,86,-501.6142272949219,3230.11,3217.02
87,12.2988,435000,43.1297,87,-523.1389770507812,3273.1,3325.56
88,14.2043,440000,43.8558,88,-541.2363891601562,3196.59,3201.48
89,13.5506,445000,43.778,89,-565.9424438476562,3227.05,3348.37
90,13.4094,450000,43.3264,90,-548.5408325195312,3192.12,3241.71
91,14.3826,455000,44.8809,91,-566.9427490234375,3167.69,3161.59
92,17.9066,460000,43.5756,92,-562.358154296875,3452.64,3523.77
93,14.8183,465000,43.9904,93,-564.268798828125,3279.22,3344.28
94,37.3355,470000,49.2934,94,-986.6098022460938,15.09,12.89
95,22.497,475000,47.6583,95,-870.1063842773438,1416.02,1310.74
96,18.5789,480000,48.5462,96,-959.7191772460938,555.42,565.55
97,27.4428,485000,50.1202,97,-1090.3004150390625,426.55,424.65
98,20.6105,490000,46.5335,98,-956.81689453125,642.93,774.82
99,20.198,495000,46.1584,99,-584.0448608398438,2835.42,3076.16
100,14.4972,500000,44.7411,100,-684.518310546875,3046.33,3173.68
101,13.9984,505000,43.7544,101,-700.4407348632812,2802.6,2144.08
102,13.6823,510000,43.485,102,-591.714111328125,3165.97,3197.11
103,13.4948,515000,43.6995,103,-618.004638671875,3323.47,3364.18
104,17.1229,520000,43.9319,104,-673.7469482421875,3232.84,2726.44
105,13.9594,525000,44.3668,105,-658.2822265625,2783.73,2925.37
106,14.9728,530000,44.1941,106,-763.3585815429688,2782.22,3126.05
107,14.8565,535000,45.2148,107,-738.8133544921875,2953.75,2884.93
108,15.6716,540000,43.9793,108,-736.2188720703125,3181.16,3239.68
109,16.7598,545000,43.6946,109,-716.50634765625,3293.19,3416.72
110,12.8348,550000,43.4663,110,-658.0869750976562,3201.71,3241.01
111,13.4279,555000,43.5289,111,-686.0196533203125,3211.44,3100.28
112,13.9194,560000,43.6252,112,-681.8751220703125,3243.81,3179.5
113,13.378,565000,44.3109,113,-696.0111083984375,3164.61,3158.64
114,12.9771,570000,44.3422,114,-648.7801513671875,3178.27,3166.55
115,12.7465,575000,43.7785,115,-641.3541870117188,3348.37,3250.81
116,15.0286,580000,43.3586,116,-692.5631103515625,3404.0,3422.38
117,14.1136,585000,43.656,117,-638.3323974609375,3371.95,3329.84
118,14.3749,590000,43.6345,118,-686.283935546875,3333.95,3347.3
119,12.7752,595000,43.0404,119,-667.6372680664062,3333.55,3411.38
120,14.3555,600000,43.4781,120,-647.1771850585938,3458.02,3575.87
121,14.8851,605000,43.2586,121,-706.6797485351562,3493.31,3636.6
122,15.652,610000,44.3126,122,-709.7146606445312,3352.1,3490.74
123,14.8158,615000,44.0437,123,-751.609375,3379.2,3399.16
124,14.4221,620000,42.5692,124,-694.413818359375,3200.29,3759.58
125,14.8706,625000,41.8745,125,-658.5960693359375,3631.73,3723.14
126,14.8483,630000,42.4605,126,-705.8956298828125,3580.94,3586.27
127,17.2008,635000,41.9601,127,-693.0022583007812,3764.83,3746.05
128,15.616,640000,41.7268,128,-663.81103515625,3739.54,3835.9
129,15.2485,645000,41.1539,129,-662.7559204101562,3731.4,3785.91
130,17.7708,650000,43.0576,130,-777.0936279296875,3605.27,3580.75
131,15.2872,655000,43.2269,131,-744.9466552734375,3583.73,3808.82
132,14.2461,660000,42.9541,132,-823.0177612304688,3318.7,3407.63
133,13.7901,665000,42.9073,133,-800.52099609375,3465.66,3576.66
134,14.8066,670000,42.6898,134,-787.601318359375,3572.79,3566.55
135,15.4457,675000,41.2077,135,-663.0465087890625,3793.2,3877.7
136,13.9972,680000,42.7417,136,-713.486328125,3620.54,3821.95
137,18.038,685000,43.1671,137,-796.4122924804688,3708.38,3784.04
138,14.457,690000,42.3744,138,-705.2329711914062,3695.3,3858.4
139,15.0077,695000,41.5706,139,-729.0321044921875,3844.62,3979.27
140,15.7974,700000,41.8001,140,-800.491943359375,3400.21,3885.31
141,14.6025,705000,41.1387,141,-712.5935668945312,3731.51,3652.16
142,15.4059,710000,42.4336,142,-722.1180419921875,3641.65,3799.95
143,13.1552,715000,41.1289,143,-730.3668212890625,3711.73,3894.12
144,15.3516,720000,42.726,144,-755.517822265625,3434.78,3749.29
145,14.7769,725000,42.0737,145,-761.8826904296875,3707.48,3777.37
146,15.4601,730000,41.1445,146,-743.4889526367188,3808.59,3964.7
147,16.2375,735000,42.0533,147,-793.8999633789062,3849.5,3837.3
148,15.2223,740000,41.8818,148,-747.0704345703125,3835.4,3951.26
149,14.004,745000,41.8056,149,-775.4694213867188,3757.74,3844.3
150,16.2926,750000,43.0362,150,-813.6887817382812,3690.49,3796.03
151,15.7909,755000,40.3023,151,-864.3848876953125,4005.24,4012.13
152,14.8137,760000,41.2791,152,-800.2875366210938,3631.5,3633.67
153,20.3822,765000,41.6971,153,-1097.4888916015625,1847.47,409.92
154,14.8851,770000,41.5632,154,-835.0166625976562,3792.98,3815.7
155,13.1797,775000,41.1487,155,-751.8863525390625,3778.98,3710.9
156,14.6132,780000,41.6638,156,-809.6278686523438,3824.19,3914.33
157,13.6078,785000,42.1687,157,-884.4043579101562,3535.82,3762.97
158,13.5485,790000,40.8796,158,-722.4094848632812,3865.01,3977.35
159,13.2836,795000,39.2588,159,-695.536865234375,4151.58,4099.67
160,14.8133,800000,38.7259,160,-685.7014770507812,4276.64,4496.04
161,12.2146,805000,39.6293,161,-845.2099609375,3832.05,4026.73
162,16.2138,810000,40.7372,162,-866.7440795898438,4251.76,4391.31
163,14.5592,815000,40.839,163,-859.4027709960938,3999.62,4134.97
164,16.1008,820000,40.6645,164,-892.9378051757812,4110.45,4190.33
165,14.9251,825000,41.6372,165,-924.33642578125,3881.83,4109.51
166,16.3495,830000,40.1915,166,-814.1746826171875,4122.38,4237.78
167,13.214,835000,39.655,167,-771.0260009765625,3987.24,4065.07
168,13.2254,840000,40.6549,168,-836.4876708984375,3930.54,4064.41
169,14.4343,845000,40.5973,169,-875.12744140625,4010.75,4184.21
170,14.0009,850000,39.0131,170,-802.307373046875,4116.44,4204.31
171,15.2489,855000,39.7679,171,-899.0426025390625,4071.22,4166.6
172,12.8018,860000,38.123,172,-752.1109619140625,4199.8,4238.59
173,13.2543,865000,38.7207,173,-775.0114135742188,4221.42,4296.91
174,11.7021,870000,37.6264,174,-719.7542114257812,4151.29,4306.96
175,13.9773,875000,40.4269,175,-865.1909790039062,3984.8,4122.63
176,14.6817,880000,37.599,176,-705.943359375,4290.11,4345.26
177,12.9211,885000,38.0351,177,-801.0493774414062,4060.17,4217.69
178,12.1917,890000,39.1984,178,-779.7098388671875,4026.04,4066.17
179,13.1972,895000,38.4404,179,-754.7675170898438,4174.48,4241.49
180,13.68,900000,38.469,180,-796.2650146484375,4185.92,4284.78
181,12.8382,905000,38.639,181,-747.9067993164062,4050.36,4026.45
182,12.0321,910000,38.3872,182,-859.6890258789062,4199.07,4249.95
183,13.0905,915000,38.5489,183,-802.3606567382812,4130.2,4128.4
184,13.7654,920000,40.1801,184,-911.4229736328125,3957.35,4062.39
185,12.785,925000,38.5539,185,-783.086669921875,4121.39,4141.87
186,13.6869,930000,39.8014,186,-897.8746948242188,4003.88,4092.83
187,12.7394,935000,37.5703,187,-771.2506103515625,4231.02,4243.21
188,12.9495,940000,37.7794,188,-811.224365234375,4176.4,4166.89
189,13.1248,945000,37.6249,189,-816.7151489257812,4299.28,4325.81
190,13.5853,950000,37.8987,190,-892.4271850585938,4282.39,4244.29
191,12.6624,955000,38.4594,191,-870.408203125,4052.42,4285.26
192,12.236,960000,38.512,192,-836.9579467773438,4112.7,4162.88
193,12.014,965000,38.4112,193,-843.8021850585938,4120.62,4223.77
194,12.9548,970000,39.847,194,-905.9275512695312,4080.24,4213.05
195,13.7364,975000,38.7191,195,-950.7716674804688,4148.77,4217.41
196,12.2817,980000,37.8132,196,-842.406494140625,4196.17,4271.78
197,12.415,985000,37.695,197,-787.3755493164062,4187.83,4255.45
198,12.6546,990000,37.7263,198,-798.57373046875,4203.61,4251.39
199,12.0844,995000,38.0829,199,-853.3103637695312,4170.58,4278.77
200,12.2435,1000000,37.207,200,-786.7332763671875,4272.52,4318.12
201,12.2742,1005000,36.989,201,-777.1544189453125,4291.85,4406.1
202,12.0161,1010000,36.8535,202,-778.6941528320312,4314.89,4382.75
203,11.8603,1015000,37.096,203,-771.6404418945312,4272.48,4381.79
204,12.2614,1020000,36.774,204,-771.0723876953125,4293.05,4314.47
205,11.8101,1025000,36.4793,205,-759.6781005859375,4339.5,4345.05
206,11.6546,1030000,36.364,206,-743.9312744140625,4400.43,4457.6
207,11.9087,1035000,35.8387,207,-728.463623046875,4425.09,4509.58
208,11.8777,1040000,35.97,208,-755.0338745117188,4468.23,4573.79
209,11.6724,1045000,35.8761,209,-693.1532592773438,4421.22,4529.17
210,11.8321,1050000,36.2118,210,-717.406494140625,4388.16,4493.99
211,12.1128,1055000,35.9973,211,-727.7584228515625,4451.73,4530.34
212,11.9803,1060000,35.4739,212,-718.1341552734375,4529.34,4624.57
213,12.6867,1065000,34.8043,213,-724.5807495117188,4628.11,4634.9
214,11.69,1070000,35.6782,214,-747.5174560546875,4238.08,4608.24
215,13.6484,1075000,39.0697,215,-1153.7939453125,3822.61,3849.24
216,13.8993,1080000,44.1005,216,-1496.9609375,1080.52,304.99
217,20.9225,1085000,47.8264,217,-2079.521240234375,581.23,718.99
218,29.1427,1090000,48.9754,218,-2180.09814453125,589.29,383.74
219,26.4051,1095000,43.3174,219,-1792.1717529296875,2399.31,931.0
220,36.3031,1100000,45.3796,220,-2290.7333984375,1073.59,1841.84
221,18.3572,1105000,42.1525,221,-1690.3345947265625,2250.89,3589.13
222,30.6471,1110000,45.3898,222,-2055.31298828125,790.21,857.94
223,26.3412,1115000,50.2605,223,-2392.669921875,848.63,979.47
224,30.0653,1120000,54.7487,224,-2457.259521484375,1035.57,1027.5
225,39.3325,1125000,55.1809,225,-2538.06005859375,1030.52,1030.57
226,31.9131,1130000,54.8879,226,-2540.18017578125,1031.37,1029.29
227,19.1854,1135000,49.3518,227,-1898.25,136.23,48.71
228,34.1433,1140000,54.9249,228,-2617.926025390625,1025.08,1026.65
229,30.578,1145000,50.1046,229,-2495.52001953125,847.53,1007.29
230,20.211,1150000,44.4359,230,-1947.4735107421875,507.71,264.61
231,12.6136,1155000,39.797,231,-1439.3350830078125,3217.51,3413.82
232,12.4951,1160000,37.9634,232,-1320.97119140625,3621.21,4260.75
233,13.7771,1165000,40.4547,233,-1682.8758544921875,2255.83,1857.23
234,13.105,1170000,38.9687,234,-1438.1346435546875,3103.89,2776.67
235,12.1049,1175000,38.184,235,-1369.37451171875,3562.6,3870.32
236,12.6021,1180000,38.7112,236,-1433.2015380859375,3730.81,3761.2
237,14.1498,1185000,38.3659,237,-1404.687255859375,3955.63,4058.14
238,13.259,1190000,37.0637,238,-1247.8370361328125,4048.56,4265.18
239,15.1985,1195000,39.8199,239,-1516.342529296875,3792.05,4004.12
240,15.9509,1200000,39.1769,240,-1398.9373779296875,3962.04,4175.22
241,15.1011,1205000,38.3976,241,-1399.649658203125,4112.91,4179.19
242,14.5062,1210000,38.4354,242,-1294.1395263671875,4252.02,4342.09
243,13.1459,1215000,38.1023,243,-1175.82861328125,4297.04,4352.0
244,13.2614,1220000,38.2358,244,-1202.595458984375,4199.56,4247.66
245,13.1443,1225000,38.5765,245,-1201.595703125,4233.48,4273.18
246,12.9839,1230000,38.0812,246,-1191.853271484375,4247.66,4296.16
247,12.7534,1235000,38.1127,247,-1242.842041015625,4284.75,4324.86
248,12.6423,1240000,38.4764,248,-1265.149169921875,4219.41,4272.1
249,12.3786,1245000,37.028,249,-1177.17626953125,4293.92,4338.08
250,12.2065,1250000,37.4241,250,-1195.75,4231.85,4335.86
251,11.8767,1255000,36.7876,251,-1202.9654541015625,4332.34,4400.71
252,11.9684,1260000,36.6096,252,-1146.5081787109375,4363.84,4400.52
253,11.7594,1265000,36.4069,253,-1194.3905029296875,4382.84,4454.86
254,13.586,1270000,40.0917,254,-1579.4896240234375,3859.86,3660.7
255,11.1294,1275000,37.8834,255,-1371.343994140625,4182.51,4290.36
256,12.6999,1280000,37.3269,256,-1249.534423828125,4356.98,4430.81
257,13.2557,1285000,36.4282,257,-1149.963623046875,4482.32,4608.07
258,13.1496,1290000,36.4136,258,-1167.4854736328125,4488.12,4539.9
259,13.4433,1295000,36.6662,259,-1216.9254150390625,4435.1,4518.52
260,12.7547,1300000,35.8278,260,-1105.4862060546875,4529.36,4601.62
261,12.7073,1305000,35.2939,261,-1064.501708984375,4538.23,4585.93
262,13.2645,1310000,35.9879,262,-1124.5692138671875,4576.75,4661.36
263,12.8998,1315000,36.0933,263,-1071.9356689453125,4517.88,4526.54
264,14.5962,1320000,36.1198,264,-1146.2337646484375,4544.08,4522.62
265,13.3168,1325000,36.315,265,-1147.6917724609375,4615.68,4585.46
266,12.784,1330000,35.5173,266,-1055.2821044921875,4579.78,4595.29
267,12.6201,1335000,36.1016,267,-1129.53515625,4487.45,4552.18
268,12.3582,1340000,36.0148,268,-1150.868896484375,4444.27,4561.97
269,12.7029,1345000,36.0856,269,-1118.14208984375,4528.54,4651.08
270,13.2166,1350000,36.0623,270,-1154.776123046875,4558.92,4632.64
271,13.7086,1355000,37.0939,271,-1406.501708984375,4344.89,4453.89
272,14.2772,1360000,36.6824,272,-1781.485107421875,3525.25,4012.38
273,12.6502,1365000,35.9654,273,-1297.9276123046875,4112.96,4607.47
274,13.4325,1370000,36.4266,274,-1319.2171630859375,4346.98,4691.35
275,13.7447,1375000,37.2831,275,-1282.37890625,4518.19,4552.11
276,12.7188,1380000,36.2439,276,-1224.973388671875,4540.12,4586.62
277,13.3461,1385000,36.9723,277,-1246.77685546875,4518.11,4561.27
278,12.9166,1390000,36.5541,278,-1253.9190673828125,4566.98,4627.53
279,13.3077,1395000,37.3103,279,-1349.8272705078125,4557.79,4662.09
280,13.3932,1400000,37.7513,280,-1434.2005615234375,4237.43,4283.43
281,14.4703,1405000,37.5226,281,-1335.895751953125,4547.65,4660.42
282,13.6534,1410000,36.4858,282,-1250.030029296875,4639.17,4640.17
283,13.1556,1415000,36.1749,283,-1280.42578125,4514.44,4588.12
284,12.5899,1420000,36.2161,284,-1229.5562744140625,4576.15,4580.52
285,12.9835,1425000,36.7787,285,-1314.70654296875,4425.76,4556.78
286,14.3362,1430000,37.324,286,-1519.18701171875,4078.52,4443.09
287,12.0539,1435000,36.3242,287,-1309.8392333984375,4539.62,4590.0
288,11.9749,1440000,36.3681,288,-1475.0396728515625,4357.81,4481.51
289,11.9929,1445000,37.0075,289,-1479.6595458984375,4143.73,4296.26
290,17.2572,1450000,37.8359,290,-2033.87353515625,3879.15,3801.27
291,12.2426,1455000,37.3111,291,-1438.178955078125,3980.99,4390.37
292,14.3841,1460000,37.7027,292,-1702.229248046875,4046.49,4532.86
293,13.3917,1465000,37.4763,293,-1882.883056640625,3004.43,3942.55
294,12.6913,1470000,37.6461,294,-1543.1241455078125,3666.15,4204.77
295,13.1294,1475000,36.6503,295,-1325.906494140625,4424.41,4617.18
296,13.4756,1480000,36.7849,296,-1609.0047607421875,3588.18,4465.16
297,15.9681,1485000,37.4644,297,-1699.3372802734375,4032.1,4455.82
298,15.8923,1490000,36.6443,298,-1630.7823486328125,4005.07,4269.51
299,30.181,1495000,55.9344,299,-3773.369384765625,-18.15,-17.01
300,63.3698,1500000,57.7146,300,-3951.11279296875,998.66,1000.61
301,32.6921,1505000,54.621,301,-3168.45703125,-4.5,-24.62
302,48.633,1510000,49.2576,302,-3870.0478515625,919.84,1041.1
303,58.2714,1515000,57.1727,303,-4101.31298828125,1032.56,1032.28
304,53.6917,1520000,52.8159,304,-4135.85546875,984.21,1018.87
305,33.4901,1525000,48.8695,305,-3957.529296875,833.59,827.64
306,51.0752,1530000,56.2916,306,-4219.1689453125,1024.65,1025.14
307,45.6311,1535000,55.6285,307,-3546.380126953125,188.54,192.86
308,54.9479,1540000,44.8335,308,-3373.905029296875,1170.18,279.31
309,21.0486,1545000,39.8578,309,-3066.20556640625,2292.28,1698.04
310,51.3249,1550000,57.116,310,-4354.86328125,1144.54,1033.17
311,18.4744,1555000,41.1272,311,-2347.593994140625,3779.5,3622.84
312,15.5044,1560000,37.2366,312,-1812.2020263671875,4206.17,4257.69
313,16.8842,1565000,37.6914,313,-1851.2708740234375,4178.34,4293.22
314,16.1856,1570000,36.5039,314,-1771.66796875,3996.72,4416.48
315,15.7071,1575000,36.942,315,-2663.632080078125,3123.35,4376.24
316,15.2786,1580000,37.6268,316,-2082.221923828125,4001.98,4270.9
317,15.1543,1585000,36.7346,317,-1905.64111328125,4275.13,4417.58
318,14.6294,1590000,36.7348,318,-1760.47998046875,4327.02,4449.03
319,13.9799,1595000,36.1785,319,-1733.8509521484375,4442.48,4585.28
320,15.4214,1600000,36.9183,320,-2307.171630859375,3972.24,4287.68
321,16.2048,1605000,37.2345,321,-2327.526123046875,4005.41,3840.49
322,15.9994,1610000,37.82,322,-2572.453125,4003.11,3138.6
323,15.9315,1615000,37.6222,323,-2766.654052734375,3830.14,1651.39
324,15.5429,1620000,36.6657,324,-2578.575439453125,3337.25,901.56
325,14.1219,1625000,36.0581,325,-2049.8671875,3514.39,1439.64
326,39.4835,1630000,36.6635,326,-2464.207763671875,3865.1,2972.14
327,13.7359,1635000,36.9225,327,-1863.8482666015625,4520.55,4610.52
328,13.5245,1640000,35.9865,328,-1887.501220703125,4621.8,4723.82
329,15.927,1645000,35.2445,329,-2079.62548828125,4457.88,4738.79
330,13.9012,1650000,36.0717,330,-1868.408447265625,4562.19,4598.28
331,13.093,1655000,35.2476,331,-1854.330322265625,4471.11,4615.94
332,16.6662,1660000,36.2153,332,-2456.591796875,3253.29,4631.37
333,16.0551,1665000,35.7484,333,-2103.561279296875,3853.09,4544.97
334,12.5501,1670000,35.1055,334,-1666.939208984375,4465.29,4595.98
335,17.1428,1675000,36.151,335,-2661.845703125,3516.32,4523.4
336,12.2814,1680000,34.849,336,-1862.8001708984375,4558.29,4739.21
337,13.1418,1685000,35.4683,337,-1894.3514404296875,4636.3,4578.59
338,12.5163,1690000,34.8467,338,-1788.717041015625,4605.94,4553.48
339,11.7893,1695000,34.5833,339,-1664.986328125,4637.02,4646.11
340,12.0141,1700000,34.4253,340,-1781.4130859375,4684.42,4736.78
341,11.419,1705000,34.1857,341,-1726.645751953125,4643.15,4672.56
342,11.9353,1710000,34.7335,342,-1773.1063232421875,4603.93,4630.31
343,11.5145,1715000,34.8812,343,-1688.9984130859375,4638.42,4696.69
344,11.7131,1720000,34.2355,344,-1675.39208984375,4681.52,4770.2
345,13.1404,1725000,35.2752,345,-1906.48583984375,4683.19,4735.22
346,12.2236,1730000,34.7908,346,-1792.716552734375,4639.11,4652.67
347,12.0326,1735000,35.0509,347,-1754.7437744140625,4640.12,4628.42
348,12.522,1740000,35.4163,348,-1838.664306640625,4669.15,4717.01
349,10.9851,1745000,34.8393,349,-1799.501220703125,4571.54,4535.99
350,11.6349,1750000,34.94,350,-1855.1275634765625,4567.06,4613.52
351,11.6179,1755000,35.4433,351,-1844.230712890625,4544.26,4564.67
352,11.2457,1760000,35.1805,352,-1791.8365478515625,4619.59,4610.26
353,11.3661,1765000,35.7309,353,-1908.1492919921875,4465.36,4590.53
354,11.1364,1770000,36.1619,354,-1922.8665771484375,4589.04,4640.8
355,12.2428,1775000,36.0047,355,-1959.7418212890625,4581.83,4584.54
356,39.4931,1780000,44.4233,356,-4868.55029296875,1208.36,1291.56
357,18.7819,1785000,40.7811,357,-2901.429443359375,3791.75,3809.8
358,45.4894,1790000,56.5355,358,-5440.12255859375,1030.07,1030.29
359,18.6028,1795000,41.9557,359,-3694.84326171875,3332.73,3016.19
360,19.8699,1800000,41.5973,360,-3018.98828125,3680.55,3773.89
361,17.6758,1805000,40.6807,361,-3984.8681640625,2881.3,3966.36
362,16.6518,1810000,43.1365,362,-4713.669921875,1474.52,1354.32
363,45.0767,1815000,57.0568,363,-5546.34765625,1039.24,1038.11
364,20.7879,1820000,41.6898,364,-3563.2744140625,3596.29,3602.81
365,41.4381,1825000,39.5498,365,-4013.7578125,1543.27,1733.46
366,17.0822,1830000,40.7799,366,-3708.81201171875,2535.6,3434.45
367,51.8015,1835000,57.2814,367,-5662.16845703125,1008.86,1009.88
368,54.3489,1840000,56.182,368,-5695.4677734375,1024.16,1024.08
369,34.9706,1845000,41.8162,369,-4568.2958984375,1580.31,1651.86
370,53.186,1850000,57.7816,370,-5731.70166015625,1025.63,1025.9
371,34.097,1855000,42.9857,371,-4659.8623046875,1857.11,2280.6
372,16.7976,1860000,37.4903,372,-2319.963623046875,3525.92,4513.01
373,23.4932,1865000,42.0106,373,-4451.5791015625,2410.02,3023.24
374,24.6376,1870000,39.8398,374,-4126.6953125,2167.21,2801.53
375,20.1781,1875000,39.7192,375,-3042.190185546875,3667.97,3716.44
376,32.7329,1880000,44.1083,376,-4310.7998046875,1191.19,67.8
377,64.7106,1885000,55.9037,377,-4933.90869140625,117.44,125.63
378,26.4634,1890000,43.3338,378,-4029.286376953125,2954.42,3261.28
379,50.5318,1895000,56.7366,379,-6006.22119140625,1031.44,1031.48
380,20.8135,1900000,39.9425,380,-3296.08837890625,2911.23,3161.01
381,41.8722,1905000,44.0564,381,-5279.77685546875,1282.77,1731.83
382,39.8433,1910000,47.1634,382,-5930.05224609375,338.07,328.24
383,27.479,1915000,40.6667,383,-4132.47216796875,3478.71,654.86
384,20.4174,1920000,39.7738,384,-2542.182861328125,4039.95,4158.9
385,18.1723,1925000,39.0422,385,-2555.635009765625,3988.79,3913.78
386,18.9915,1930000,39.1357,386,-2518.97314453125,3991.95,4037.45
