Real Det Return,Running Reverse KL,Itration,Running Forward KL,Real Sto Return
4287.25,16.4089,68,36.6458,4329.09
4339.99,18.1847,69,37.787,3778.62
4428.14,16.9652,70,35.6468,4409.7
4482.84,17.3789,71,36.8311,4450.94
4495.55,16.3263,72,36.174,4446.79
4308.51,14.7813,73,36.834,4297.16
4372.27,17.6067,74,36.3067,4358.1
4546.43,16.6558,75,35.7794,4459.76
4459.02,14.9508,76,35.6101,4241.85
4347.51,14.7654,77,36.9059,4298.25
4339.43,14.9767,78,36.3236,4333.05
4382.51,16.3939,79,35.5297,4449.22
4458.21,15.3261,80,35.5042,4392.51
4438.23,14.6551,81,35.2786,4350.03
4489.97,15.0239,82,35.0003,4436.17
4418.27,14.0737,83,35.2423,4339.51
4380.49,15.1368,84,35.7573,4380.56
4383.02,15.8683,85,35.6742,4421.51
4540.91,16.2734,86,35.3681,4364.49
4513.44,15.9285,87,34.0391,4561.33
4540.58,14.9838,88,35.3045,4446.27
4441.55,15.0398,89,35.3833,4415.04
4389.74,14.6085,90,35.9853,4285.47
4584.27,15.4999,91,35.7333,4454.77
4509.68,15.4033,92,34.8503,4511.28
4479.55,15.3811,93,35.7473,4398.34
4694.27,15.014,94,34.3306,4583.65
4605.81,15.4723,95,34.2579,4553.88
4631.48,16.2589,96,34.5596,4568.04
4651.28,15.2996,97,34.1446,4542.9
4546.55,15.4761,98,35.0828,4561.0
4628.56,15.7997,99,34.3367,4636.82
4793.49,16.1843,100,34.9435,4669.49
4732.61,15.7801,101,34.3064,4485.72
4679.74,16.9073,102,34.5045,4423.29
4669.92,15.5187,103,34.0697,4631.71
4596.91,14.4872,104,33.989,4602.93
4633.34,16.4389,105,34.1101,4578.54
4653.55,15.7726,106,34.6478,4610.82
4827.64,15.6614,107,33.917,4711.76
4807.14,15.3102,108,33.676,4651.26
4615.21,15.1696,109,34.7836,4487.65
4786.55,14.6653,110,34.295,4383.16
4687.41,15.0242,111,33.9375,4584.74
4633.12,14.6743,112,33.5854,4616.35
4843.84,15.8339,113,33.4675,4724.27
4594.48,14.4572,114,33.8556,4639.24
4964.51,15.4247,115,33.4992,4813.39
4644.36,14.4266,116,33.969,4455.99
4885.47,16.4289,117,33.8257,4823.73
4681.51,14.6093,118,34.1095,4605.78
4717.14,14.7525,119,33.4469,4711.5
4589.63,15.063,120,34.0358,4681.73
4780.94,14.6221,121,34.0054,4749.38
4922.72,15.0864,122,32.8898,4801.94
4867.84,15.3185,123,33.1905,4749.2
4771.67,14.7255,124,33.4582,4757.73
4963.65,15.0002,125,33.9089,4608.84
5014.44,15.166,126,33.6399,4808.26
4693.04,15.1662,127,34.0712,4636.25
4795.93,14.3124,128,33.4628,4794.23
5004.71,15.0136,129,33.5433,4809.58
4844.13,14.338,130,33.2502,4801.21
4898.95,14.2496,131,33.0551,4690.25
5196.72,15.2283,132,32.1754,4974.86
4729.75,14.2877,133,34.129,4711.1
5001.42,14.1198,134,33.4501,4827.17
5129.35,14.9269,135,32.9145,4934.78
4775.45,14.5763,136,33.9073,4754.42
5009.41,14.1801,137,33.7794,4854.62
5052.73,14.7468,138,33.5321,4661.38
5154.58,14.4785,139,33.0709,4888.92
5025.67,15.5545,140,33.5077,4870.5
4978.17,14.2535,141,33.9505,4799.26
4803.67,14.3376,142,34.1023,4680.85
4979.42,14.371,143,34.5653,4799.01
4966.46,14.46,144,33.8456,4829.49
5063.07,14.327,145,33.5898,4855.38
4956.25,14.4088,146,33.2248,4835.29
5102.93,15.1438,147,33.0063,4860.69
4859.61,13.9702,148,33.5064,4726.87
4973.01,14.6252,149,32.8725,4816.49
4975.14,14.3548,150,33.7958,4844.57
5042.04,15.0896,151,33.0178,4890.77
4777.73,13.6386,152,33.8129,4732.48
5135.9,15.5602,153,34.0519,4819.11
5029.15,15.7047,154,33.7818,4870.96
4896.16,15.2913,155,33.0926,4797.27
5101.46,14.4276,156,32.9177,4913.76
5024.84,14.8899,157,33.3965,4870.74
4985.45,15.0001,158,33.1472,4989.31
5147.73,15.4905,159,32.4992,4992.07
5221.62,15.8004,160,32.7015,5032.15
4857.5,14.1915,161,33.4361,4799.59
4899.64,13.7056,162,32.8571,4802.07
4993.69,14.8782,163,33.1197,4946.41
5031.62,15.0426,164,32.764,4966.2
5024.23,14.4012,165,32.9631,4907.24
4939.14,15.0055,166,33.102,4970.57
5211.24,13.8877,167,32.587,5022.14
5213.48,14.5929,168,32.4611,5027.16
5024.84,15.1419,169,33.396,4935.27
5110.29,14.8186,170,32.7278,5123.22
5104.43,14.5751,171,32.9691,5011.66
5168.74,14.7371,172,32.8861,4993.64
5280.41,14.3535,173,33.2786,5049.46
4963.83,14.2107,174,31.956,4873.79
5107.69,13.9165,175,32.1483,4998.07
5041.03,14.2062,176,32.91,4957.64
5277.93,14.4917,177,32.6088,5099.88
5253.27,14.2561,178,32.934,4926.53
5020.99,14.3076,179,32.9181,5101.33
5138.83,13.9178,180,32.2771,5058.89
5115.59,13.8105,181,32.712,4963.72
5324.54,15.0431,182,32.2278,5045.19
4999.4,14.4644,183,32.7146,5038.37
5342.44,14.8447,184,32.2436,5093.84
5081.62,13.7042,185,32.5156,4971.41
5297.82,15.1882,186,32.4476,5098.5
5228.04,14.0302,187,32.5233,5030.35
5089.9,14.3787,188,32.8252,5010.58
4893.08,15.1133,189,33.0261,4921.8
5233.19,14.9251,190,33.2028,5039.79
4919.93,14.4067,191,33.0106,5039.82
5105.97,14.7149,192,32.3021,5087.66
5273.54,14.6915,193,32.9885,5006.12
4904.19,15.2253,194,33.4921,5034.65
5099.77,15.3296,195,32.7318,5181.21
4983.82,14.2892,196,32.3593,5104.43
4990.39,14.5704,197,32.5224,5040.49
4901.3,13.8678,198,32.8412,5065.66
5130.8,14.4041,199,33.0581,5056.47
5159.42,14.4225,200,33.039,4992.5
5100.56,14.3286,201,33.2431,5029.39
5116.81,14.8698,202,33.2169,5111.57
5050.38,15.1919,203,33.1398,5082.7
4969.55,14.7503,204,33.2337,5116.34
4953.08,14.5971,205,33.5486,5049.73
5063.81,14.6998,206,32.9206,5133.05
5087.05,15.316,207,33.1721,5130.09
4982.95,14.6397,208,32.9224,5188.96
5003.69,14.8165,209,32.8535,5205.82
4956.4,14.6076,210,33.0761,5063.55
5158.71,14.4596,211,33.3408,5138.82
5139.54,15.2785,212,32.9279,5170.65
5157.43,14.3496,213,33.0726,5181.66
5205.34,14.2991,214,33.3385,5046.72
4918.05,14.5858,215,33.7344,5150.07
5021.18,14.7708,216,33.1813,5164.63
5383.23,14.193,217,33.0458,5189.68
5201.13,14.1002,218,33.4845,5165.54
5390.66,14.2333,219,33.0707,5134.27
5224.18,14.1895,220,32.5789,5184.13
5173.14,14.2605,221,32.9546,5183.64
5514.16,14.4734,222,32.8096,5150.63
5000.44,14.5255,223,33.0133,5216.72
5125.96,13.874,224,32.9665,5233.57
5094.2,14.0487,225,32.8025,5209.91
5082.18,13.7214,226,32.9231,5153.74
5041.33,13.446,227,32.5489,5172.54
5117.19,13.954,228,32.0204,5179.41
4975.4,13.7281,229,32.5614,5221.12
5079.28,13.491,230,32.2482,5212.17
5308.32,13.6424,231,32.5079,5214.84
858.13,46.0642,232,40.5882,924.58
4967.98,15.7038,233,33.4526,4327.58
4280.28,15.2547,234,36.4691,4195.26
4494.44,14.6143,235,35.0606,4434.1
4653.9,15.2979,236,34.1647,4668.56
2658.2,21.5184,237,36.725,3302.07
4289.75,13.9821,238,35.4508,4370.74
4410.8,13.882,239,34.9193,4481.51
4665.82,12.49,240,34.8588,4790.9
4916.12,13.1844,241,33.4736,5016.67
4669.95,13.4856,242,33.9657,3389.29
4955.12,13.7934,243,32.7101,5049.42
4972.62,13.0621,244,32.7471,4989.64
5289.99,14.4862,245,32.4402,5028.02
5053.84,13.7377,246,32.698,5073.36
5125.16,14.8563,247,33.011,4343.65
4822.13,13.6815,248,33.287,5035.84
5245.47,13.8003,249,33.0658,5009.26
5361.96,14.3738,250,32.5093,5165.45
5311.0,14.377,251,32.3187,5177.23
5429.88,15.2281,252,32.8239,5214.71
5350.96,15.0189,253,32.2982,5222.18
5214.54,14.2946,254,32.6537,5219.94
5111.98,14.1624,255,32.5639,5258.24
5497.89,14.3955,256,32.8759,5036.27
5343.55,14.461,257,32.4217,5245.21
5394.51,14.4812,258,32.692,5255.09
5346.97,13.8782,259,32.5902,5172.9
5378.42,14.6656,260,32.7639,5269.2
5278.97,14.2829,261,32.812,5199.6
5235.83,14.056,262,32.0113,5248.11
5407.71,14.397,263,32.4242,5281.19
5082.46,14.8311,264,32.5013,5268.89
5414.81,14.5599,265,32.679,5233.76
5422.84,14.0111,266,32.1251,5208.53
3946.66,12.8005,267,32.1161,4972.67
5443.07,14.3861,268,32.5388,5230.55
5146.01,14.032,269,32.8265,5223.68
5286.12,14.197,270,32.5918,5267.27
5168.26,13.9028,271,32.3672,5213.85
5535.0,14.0764,272,32.6029,5329.21
5287.49,13.9033,273,32.4114,5153.54
5254.4,14.1047,274,32.4839,5226.51
5307.63,13.4785,275,32.4476,5245.93
5458.49,14.2833,276,32.2361,5302.73
5488.14,14.4381,277,32.6445,5309.09
5366.96,13.7894,278,32.3813,5229.59
1851.94,30.2055,279,42.1665,1662.78
4316.53,18.974,280,39.4364,4247.75
4008.39,20.6412,281,40.6112,3970.9
4318.15,18.1891,282,36.9874,4357.94
4262.63,18.0197,283,38.345,3508.74
3748.07,15.3299,284,36.1337,3789.3
4353.44,15.7507,285,37.4435,4280.34
4675.26,16.0601,286,34.8985,4568.64
4597.52,17.2231,287,34.998,4477.52
4437.53,14.7282,288,34.8311,4596.81
2747.07,34.186,289,38.1688,3206.98
4906.18,22.337,290,34.0655,4195.07
4947.45,15.0223,291,34.3083,4719.56
5257.09,14.8098,292,33.851,4970.77
5325.44,15.4309,293,33.2101,4895.79
5267.74,14.8098,294,32.4943,5100.74
5299.26,14.6123,295,32.4501,5169.17
5339.11,14.7635,296,32.5236,5162.65
5315.75,14.5414,297,32.3115,5145.78
5292.39,15.2012,298,32.4499,5136.89
5335.22,14.4186,299,32.518,5163.34
5243.18,13.5892,300,33.1211,4814.09
5374.94,14.0226,301,32.9527,5120.22
5419.96,13.4566,302,32.7265,5039.98
5281.91,13.5551,303,32.8336,5022.34
5155.51,14.0031,304,32.9607,5084.55
5273.8,14.1813,305,33.0002,5093.34
5355.17,13.9233,306,32.554,5107.2
5312.97,14.5301,307,32.8404,5162.8
5368.33,14.1663,308,33.0184,5122.7
5119.51,14.5907,309,32.7735,5169.3
5141.21,14.6006,310,32.6223,5190.37
5007.55,14.7339,311,32.851,5025.69
4912.13,14.2888,312,32.9367,5171.47
4829.88,14.646,313,32.3526,5169.4
5323.91,14.6246,314,32.6296,5203.58
4922.81,13.8222,315,32.8306,5240.11
5292.05,14.8293,316,32.9954,5156.03
4976.81,14.2315,317,31.9367,5229.06
4912.36,14.4588,318,32.6616,5198.22
4875.1,14.9635,319,32.9102,5177.12
5060.52,14.9823,320,32.4023,5192.75
5297.01,15.3115,321,32.6978,5194.26
4858.69,15.1085,322,32.2952,5171.65
4816.6,14.5449,323,32.6023,5046.17
5252.42,14.1161,324,32.228,5138.37
5065.18,14.2442,325,32.6559,5182.47
4903.36,14.9023,326,32.3274,5210.52
4874.03,15.4789,327,33.0476,4992.05
4330.57,15.7836,328,37.1169,3987.24
2439.94,15.2397,329,35.3508,3625.92
4380.45,15.668,330,37.5086,4104.89
4528.79,14.2924,331,35.9986,4390.22
280.25,20.9371,332,38.0079,660.47
4303.21,18.511,333,35.9341,4425.19
4320.25,18.1704,334,33.4191,4648.33
4550.51,17.1415,335,33.7147,4843.99
1325.37,27.1073,336,35.6061,2500.82
4387.29,18.3194,337,35.5068,3988.15
5325.17,16.7812,338,32.764,5142.22
5291.02,16.3144,339,32.4128,5134.25
5282.32,16.7235,340,32.8812,5157.88
5314.56,15.8457,341,31.7058,5141.35
5407.32,15.8065,342,32.136,5124.5
5268.87,15.1865,343,32.0811,5020.21
5352.65,15.2479,344,31.7461,5137.67
5267.28,15.4458,345,31.9982,5174.79
5210.7,15.3147,346,31.6526,5170.4
5273.1,15.4048,347,32.2765,5126.35
5331.34,15.2063,348,32.6057,5077.25
5306.27,15.8046,349,32.6739,5171.67
5288.02,15.9566,350,32.4994,5145.67
5500.82,15.9801,351,32.4522,5271.11
5272.33,15.9576,352,32.6607,5194.18
5321.78,15.8412,353,32.3343,5172.38
5060.71,15.4228,354,32.2653,5188.54
5284.08,15.834,355,32.5037,5170.44
5248.77,16.2755,356,32.7343,5176.45
5197.05,15.3541,357,32.3,5252.55
5277.06,15.0891,358,31.9808,5233.64
5373.12,15.5989,359,31.9802,5232.11
5261.29,16.5088,360,32.016,5201.07
5384.71,15.6602,361,31.9508,5250.02
5323.41,16.7067,362,32.045,5261.44
5368.19,16.5892,363,32.4154,5246.91
5343.31,15.8306,364,31.7289,5252.54
5328.34,16.9887,365,32.5844,5263.29
5370.24,15.8616,366,31.9763,5297.53
5412.9,15.8301,367,31.9034,5267.14
5258.1,15.4585,368,31.3204,5279.21
5313.43,15.2208,369,31.9111,5235.46
5383.39,15.9289,370,32.3982,5322.58
5451.2,16.347,371,32.5003,5323.15
5450.97,16.3498,372,31.8729,5314.87
5444.19,16.7121,373,32.1986,5298.79
5441.43,16.0738,374,32.3252,5310.99
5461.17,16.9598,375,32.3415,5302.47
5401.3,16.5727,376,32.1078,5329.63
5395.0,16.1573,377,32.0438,5317.58
5459.75,16.1275,378,32.9277,5364.76
5428.87,16.4025,379,32.6222,5351.81
5420.34,16.5887,380,32.545,5330.51
5471.93,15.9386,381,32.1943,5296.34
5420.17,15.7925,382,32.0576,5090.86
5330.35,17.0974,383,32.8718,5220.15
5495.33,15.6831,384,31.9516,5354.69
5408.82,15.0434,385,31.7729,5291.21
5464.01,15.8217,386,32.5464,5303.63
5422.95,16.1017,387,32.2721,5316.82
4318.25,16.0976,388,32.9043,2986.21
5351.92,15.1884,389,32.2634,5328.93
5417.17,15.14,390,31.7892,5355.38
5400.22,15.1175,391,31.7091,5316.24
5419.96,15.0724,392,31.8424,5323.52
5441.86,15.2969,393,31.8331,5330.37
5470.27,14.7435,394,31.644,5314.36
5487.15,15.4032,395,32.1378,5362.19
5514.52,15.2962,396,31.6631,5377.1
5435.59,15.0735,397,32.519,5361.51
5449.6,15.143,398,32.1273,5360.77
5368.75,15.5565,399,32.1984,5346.77
5569.1,15.2399,400,32.3079,5387.26
5552.11,14.9322,401,31.8712,5406.88
5478.99,15.0312,402,32.1707,5390.35
5520.77,15.1356,403,32.0241,5371.54
5451.46,15.1423,404,32.1233,5363.75
5506.51,15.13,405,31.9495,5385.95
5445.8,14.7518,406,31.9735,5370.2
5533.02,14.9851,407,31.7985,5371.03
5534.46,14.8204,408,31.8722,5330.15
5464.04,14.9146,409,31.9869,5330.0
5471.75,15.1445,410,31.9788,5375.42
5485.6,14.8093,411,31.8381,5304.74
5496.82,14.8002,412,31.9385,5318.55
5518.8,14.7041,413,31.5715,5373.34
