Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time,Running Env Steps,Itration,Running Forward KL,Reward Loss
19.4258,4202.86,4296.78,116,580000,116,44.1417,-4432.31640625
20.1093,4226.98,4286.59,117,585000,117,44.2396,-4425.654296875
19.1496,4264.22,4323.81,118,590000,118,44.3472,-4570.22119140625
20.8116,4049.0,4313.32,119,595000,119,44.5165,-4509.16455078125
20.5366,4326.59,4412.8,120,600000,120,44.4357,-4536.51953125
19.093,4197.95,4185.45,121,605000,121,43.9858,-4337.7998046875
18.3662,4230.46,4336.66,122,610000,122,44.5987,-4899.0107421875
17.9801,4309.68,4278.62,123,615000,123,43.9213,-4730.150390625
18.7281,4257.96,4306.69,124,620000,124,43.7347,-4854.50537109375
18.8221,4081.31,4306.35,125,625000,125,43.349,-4729.0654296875
15.1785,4334.33,4354.24,126,630000,126,44.3283,-4669.04150390625
18.4044,4182.38,4183.81,127,635000,127,43.962,-4900.62060546875
17.9592,4233.28,4314.68,128,640000,128,43.5781,-4880.72021484375
18.822,4302.44,4393.84,129,645000,129,43.2316,-4939.19970703125
18.6859,3981.42,4205.49,130,650000,130,44.1933,-4899.18505859375
19.0144,4247.95,4276.08,131,655000,131,44.1878,-5111.4228515625
16.7202,4238.37,4221.1,132,660000,132,43.1778,-4969.001953125
17.5583,4062.24,4325.68,133,665000,133,43.6279,-5252.70703125
17.9476,4206.32,4278.95,134,670000,134,43.3424,-5150.0693359375
18.6029,4168.18,4308.67,135,675000,135,43.6715,-5050.27880859375
18.8135,4253.79,4210.86,136,680000,136,44.2453,-5360.3212890625
19.0477,4251.7,4348.2,137,685000,137,43.9176,-5425.1044921875
17.7983,4239.56,4264.45,138,690000,138,43.6027,-5450.33642578125
17.95,4286.41,4283.45,139,695000,139,43.2541,-5375.66650390625
18.4904,4275.42,4369.53,140,700000,140,43.3582,-5424.16064453125
18.1515,4201.01,4334.14,141,705000,141,43.8804,-5415.5693359375
17.5112,4224.81,4296.2,142,710000,142,43.5508,-5527.783203125
18.691,4166.89,4375.54,143,715000,143,44.3758,-5775.03857421875
19.1328,3890.81,4408.83,144,720000,144,44.1559,-5716.44921875
18.9448,4284.08,4374.03,145,725000,145,43.8199,-5768.62646484375
17.3941,4297.17,4325.32,146,730000,146,43.7878,-5887.3759765625
17.1366,4238.97,4359.66,147,735000,147,43.2003,-5739.7421875
18.036,4328.43,4393.05,148,740000,148,43.4692,-5984.52880859375
18.3656,4153.97,4398.23,149,745000,149,43.9028,-6130.88623046875
16.6462,4196.22,4282.45,150,750000,150,43.2153,-5698.3818359375
17.9646,4301.44,4337.53,151,755000,151,43.1367,-5926.26318359375
17.7663,4295.86,4359.48,152,760000,152,43.7357,-6078.79541015625
18.0147,4269.18,4370.39,153,765000,153,43.8757,-6209.3095703125
18.259,4276.6,4477.49,154,770000,154,43.7581,-6248.85498046875
19.2727,4333.6,4386.56,155,775000,155,44.2288,-6355.580078125
18.0257,4384.52,4382.14,156,780000,156,43.6948,-6431.64599609375
18.4343,4239.23,4360.23,157,785000,157,43.4552,-6292.86083984375
17.9873,4240.59,4415.95,158,790000,158,43.2786,-6486.81787109375
18.1942,4169.73,4317.49,159,795000,159,44.1232,-6596.48681640625
20.9601,4327.7,4387.22,160,800000,160,45.0501,-6598.2314453125
19.0857,4213.22,4365.92,161,805000,161,44.3046,-6507.18359375
19.08,4291.61,4312.28,162,810000,162,44.1637,-6690.3759765625
18.8914,4211.17,4454.11,163,815000,163,43.6058,-6779.8046875
18.259,4344.14,4434.24,164,820000,164,42.936,-6967.10693359375
18.8949,4255.39,4324.0,165,825000,165,43.8077,-6833.2109375
18.7712,4351.85,4396.77,166,830000,166,43.7861,-6946.7392578125
18.4835,4391.92,4397.61,167,835000,167,43.9863,-7077.99658203125
19.7182,4081.4,4461.53,168,840000,168,43.6216,-7218.93603515625
16.3943,3840.34,4171.47,169,845000,169,43.1827,-6885.626953125
17.5196,4297.48,4331.0,170,850000,170,43.5708,-7078.50927734375
19.2833,4424.41,4491.96,171,855000,171,43.5629,-7231.11328125
16.9001,4315.85,4330.74,172,860000,172,43.8424,-7273.5185546875
18.223,4235.88,4422.11,173,865000,173,43.1174,-7110.81103515625
20.3456,4423.22,4450.96,174,870000,174,44.3985,-7533.13037109375
19.3273,4294.3,4400.27,175,875000,175,43.5273,-7221.9384765625
18.5372,4424.48,4498.49,176,880000,176,43.2105,-7317.43017578125
20.2516,4351.25,4411.11,177,885000,177,44.2404,-7327.0029296875
18.4447,4347.61,4367.6,178,890000,178,43.5909,-7382.326171875
18.4658,4205.47,4360.43,179,895000,179,43.5748,-7560.97900390625
18.4297,4372.27,4372.62,180,900000,180,43.1337,-7231.2880859375
18.4546,4415.26,4502.99,181,905000,181,43.2554,-7610.79296875
17.7325,4260.28,4335.34,182,910000,182,43.9157,-7888.7392578125
18.0946,4340.76,4384.84,183,915000,183,43.2291,-7893.8642578125
16.6882,4292.46,4333.05,184,920000,184,42.9386,-8040.51416015625
17.2708,4378.82,4438.55,185,925000,185,43.428,-8146.033203125
18.1721,4360.43,4460.39,186,930000,186,43.3847,-8255.384765625
17.6483,4202.5,4486.86,187,935000,187,43.608,-8021.63330078125
17.127,4307.63,4392.8,188,940000,188,43.0401,-8186.19873046875
17.3253,4294.62,4455.56,189,945000,189,43.5665,-8336.943359375
17.7082,4361.8,4417.39,190,950000,190,43.0662,-8265.4248046875
18.4422,4317.25,4404.11,191,955000,191,43.3996,-8150.6083984375
17.7807,4239.41,4336.26,192,960000,192,43.2618,-8384.8251953125
18.5392,4392.18,4442.76,193,965000,193,43.3018,-8458.376953125
17.3218,4318.22,4298.29,194,970000,194,42.9548,-8200.46484375
17.2816,4334.82,4386.76,195,975000,195,43.9973,-8778.5576171875
17.2606,4373.13,4446.52,196,980000,196,43.2375,-8578.236328125
17.7026,4399.87,4337.07,197,985000,197,43.2316,-8885.7255859375
18.1258,4348.9,4438.58,198,990000,198,43.3748,-8971.70703125
16.2753,4259.68,4335.34,199,995000,199,42.9197,-8903.3349609375
17.3425,4351.35,4368.05,200,1000000,200,43.1955,-9010.36328125
17.5782,4390.74,4546.48,201,1005000,201,42.9519,-8932.4716796875
17.0655,4363.77,4474.32,202,1010000,202,43.2926,-9150.6591796875
17.3285,4392.22,4501.2,203,1015000,203,43.2566,-9135.7431640625
17.2802,4341.52,4422.13,204,1020000,204,43.6926,-9252.1220703125
17.1469,4414.6,4534.33,205,1025000,205,43.6363,-9228.43359375
17.3189,4410.38,4507.57,206,1030000,206,43.6691,-9089.4404296875
18.2133,4468.61,4536.57,207,1035000,207,43.4411,-9476.791015625
18.1883,4501.7,4572.46,208,1040000,208,43.891,-9581.2373046875
17.8443,4401.78,4521.68,209,1045000,209,43.4486,-9774.8427734375
17.8113,4425.62,4500.21,210,1050000,210,43.4819,-9913.353515625
18.2298,4464.45,4554.51,211,1055000,211,43.4966,-9765.1572265625
18.0195,4463.81,4549.74,212,1060000,212,43.1882,-9867.5771484375
17.5392,4463.2,4527.61,213,1065000,213,43.3837,-9959.7724609375
17.4849,4447.48,4553.56,214,1070000,214,43.21,-10012.8193359375
17.2363,4422.97,4538.04,215,1075000,215,42.967,-10125.939453125
17.8282,4458.97,4523.96,216,1080000,216,43.1671,-10339.404296875
18.6105,4313.71,4495.37,217,1085000,217,42.9511,-10418.28515625
17.6999,4402.56,4508.2,218,1090000,218,42.6302,-10385.138671875
18.0112,4414.08,4550.46,219,1095000,219,42.8281,-10435.177734375
18.78,4429.43,4467.45,220,1100000,220,43.874,-10577.8720703125
17.8272,4377.63,4499.7,221,1105000,221,43.1411,-10709.4658203125
17.8237,4421.18,4464.01,222,1110000,222,43.2494,-10637.9013671875
18.0956,4409.29,4442.24,223,1115000,223,43.7287,-10684.2841796875
18.2536,4397.27,4454.88,224,1120000,224,43.1155,-10602.7529296875
18.3338,4385.54,4463.56,225,1125000,225,43.5198,-10990.3935546875
18.1148,4370.95,4457.41,226,1130000,226,43.4633,-10869.640625
18.3482,4353.62,4404.34,227,1135000,227,43.4761,-11058.1513671875
17.7495,4413.69,4481.97,228,1140000,228,42.9978,-11120.083984375
18.6355,4366.32,4438.42,229,1145000,229,42.8712,-11104.388671875
17.5827,4358.57,4404.34,230,1150000,230,43.0009,-10999.7197265625
17.2347,4218.89,4329.2,231,1155000,231,43.1724,-11560.4404296875
18.4447,4192.62,4310.92,232,1160000,232,43.1603,-11370.7978515625
17.9602,4331.83,4323.44,233,1165000,233,43.2134,-11138.15625
17.7507,4197.15,4371.73,234,1170000,234,43.2279,-11374.880859375
17.9185,4294.62,4329.37,235,1175000,235,43.0673,-11466.5966796875
18.4905,4254.58,4330.1,236,1180000,236,43.1274,-11705.40234375
17.2089,4198.72,4333.1,237,1185000,237,43.1182,-11471.919921875
18.0077,4234.88,4331.28,238,1190000,238,43.2631,-11885.96484375
17.2821,4187.67,4326.32,239,1195000,239,43.3636,-11750.0595703125
17.8686,4166.0,4234.06,240,1200000,240,43.3829,-11759.0146484375
17.4437,4167.12,4333.67,241,1205000,241,42.8969,-11852.11328125
17.8015,4142.66,4330.94,242,1210000,242,43.5509,-12379.2001953125
18.1035,4163.47,4336.7,243,1215000,243,43.2456,-11966.193359375
17.5166,4314.46,4363.75,244,1220000,244,42.8272,-11778.1474609375
17.7741,4409.82,4538.84,245,1225000,245,43.2654,-12114.498046875
17.6095,4286.91,4405.15,246,1230000,246,43.1045,-12187.646484375
17.9708,4399.71,4531.36,247,1235000,247,42.8216,-12620.1142578125
18.8378,4282.39,4411.23,248,1240000,248,43.2569,-12829.52734375
18.358,4373.51,4449.14,249,1245000,249,43.3174,-12800.2421875
17.7275,4257.23,4365.31,250,1250000,250,43.0091,-12896.8671875
18.1264,4429.96,4476.11,251,1255000,251,43.0112,-13051.22265625
17.4284,4310.24,4423.97,252,1260000,252,42.8406,-13087.3037109375
18.3927,4316.23,4363.45,253,1265000,253,43.4142,-13476.8818359375
17.5343,4340.04,4444.05,254,1270000,254,42.9387,-13199.919921875
17.7759,4391.62,4463.96,255,1275000,255,42.9171,-13699.0185546875
17.1102,4369.1,4511.7,256,1280000,256,43.5929,-13669.916015625
18.3809,4408.39,4430.09,257,1285000,257,42.9926,-13460.7861328125
18.312,4353.35,4457.94,258,1290000,258,43.9067,-13859.6171875
18.2534,4402.98,4405.8,259,1295000,259,43.179,-13714.9755859375
17.7136,4398.46,4464.32,260,1300000,260,43.2299,-13930.037109375
18.3758,4435.15,4479.43,261,1305000,261,43.6909,-14015.8818359375
17.7981,4399.6,4478.43,262,1310000,262,43.653,-14137.7890625
17.606,4176.93,4393.64,263,1315000,263,43.3657,-14193.7041015625
18.0459,4406.04,4464.77,264,1320000,264,43.0592,-14307.4775390625
17.1803,4335.78,4360.1,265,1325000,265,43.3685,-14152.626953125
17.6574,4304.37,4404.42,266,1330000,266,43.1455,-14373.720703125
18.0604,4371.69,4383.05,267,1335000,267,43.6747,-14603.5146484375
18.0018,4318.22,4444.32,268,1340000,268,43.3211,-14956.69921875
18.203,4339.68,4415.45,269,1345000,269,43.3498,-15024.7529296875
17.0028,4317.77,4394.52,270,1350000,270,43.3424,-14799.7392578125
17.8383,4365.9,4431.1,271,1355000,271,42.9641,-15036.4501953125
17.8345,4350.44,4394.28,272,1360000,272,43.497,-15153.2646484375
17.1521,4347.21,4417.24,273,1365000,273,43.0752,-15005.58984375
17.5583,4373.54,4442.12,274,1370000,274,42.9737,-15329.740234375
17.1721,4408.36,4423.5,275,1375000,275,43.4216,-15102.09375
17.6375,4429.0,4467.6,276,1380000,276,43.2861,-15452.3349609375
17.3976,4317.6,4396.2,277,1385000,277,43.1101,-14983.0908203125
16.5106,4299.57,4465.56,278,1390000,278,43.3792,-15463.1337890625
17.7835,4425.13,4475.61,279,1395000,279,43.0377,-15858.0830078125
16.8771,4450.96,4488.62,280,1400000,280,43.068,-16283.31640625
17.6969,4348.22,4411.83,281,1405000,281,43.3401,-15808.6708984375
18.0071,4341.6,4353.55,282,1410000,282,43.2247,-15988.224609375
17.7574,4416.71,4517.62,283,1415000,283,43.374,-16453.240234375
17.9699,4382.72,4458.45,284,1420000,284,43.2485,-16150.51953125
18.2585,4418.57,4484.92,285,1425000,285,43.5912,-16559.955078125
18.4903,4428.96,4522.27,286,1430000,286,43.6475,-16726.064453125
17.6314,4334.84,4496.2,287,1435000,287,42.9804,-16581.654296875
19.1282,4272.39,4416.23,288,1440000,288,43.2463,-16263.349609375
18.3654,4313.99,4435.52,289,1445000,289,43.6123,-16745.0703125
17.8193,4217.59,4266.96,290,1450000,290,43.1764,-16298.2021484375
17.5675,4331.29,4485.73,291,1455000,291,42.8713,-16874.35546875
18.1782,4335.57,4468.4,292,1460000,292,42.9328,-17118.046875
17.5712,4394.28,4471.09,293,1465000,293,42.6523,-17322.478515625
18.0197,4305.41,4554.18,294,1470000,294,42.8069,-17427.474609375
17.893,4308.21,4509.31,295,1475000,295,42.7926,-17976.486328125
18.0404,4285.99,4350.89,296,1480000,296,43.2282,-17046.60546875
17.9477,4390.7,4435.95,297,1485000,297,43.5092,-18232.724609375
18.2805,4410.5,4462.32,298,1490000,298,43.3544,-18157.134765625
18.7286,4363.4,4348.07,299,1495000,299,42.8436,-17918.953125
18.3723,4405.84,4440.77,300,1500000,300,43.839,-18046.52734375
18.001,4380.68,4390.4,301,1505000,301,42.7662,-18021.220703125
17.6121,4401.91,4468.84,302,1510000,302,43.1924,-18314.400390625
18.3968,4300.32,4431.33,303,1515000,303,43.1043,-18824.9453125
18.7414,4418.32,4479.76,304,1520000,304,43.1566,-18966.2109375
18.0848,4446.79,4522.71,305,1525000,305,43.0533,-19112.81640625
18.9367,4518.42,4545.3,306,1530000,306,43.5731,-19300.126953125
18.3623,4521.11,4473.99,307,1535000,307,42.8957,-19108.953125
18.3173,4484.2,4470.41,308,1540000,308,43.0918,-19244.166015625
18.1261,4477.62,4496.65,309,1545000,309,42.9672,-19122.294921875
16.7848,4411.96,4436.4,310,1550000,310,43.0369,-18937.212890625
17.9016,4423.09,4402.39,311,1555000,311,43.3147,-19518.740234375
18.1223,4376.8,4342.12,312,1560000,312,43.1007,-19358.58984375
17.8574,4414.0,4396.91,313,1565000,313,43.2023,-19426.6640625
17.4429,4340.42,4362.29,314,1570000,314,43.7206,-19643.841796875
18.4058,4466.08,4524.79,315,1575000,315,43.5009,-20345.59375
17.8757,4373.4,4443.92,316,1580000,316,42.8561,-19824.83203125
17.991,4447.11,4504.55,317,1585000,317,43.004,-20300.2265625
17.6919,4351.08,4428.84,318,1590000,318,42.9402,-20281.005859375
16.9968,4429.17,4454.27,319,1595000,319,42.8326,-20453.314453125
17.7053,4415.87,4495.95,320,1600000,320,43.3299,-20956.51171875
17.8258,4337.37,4370.48,321,1605000,321,42.9125,-21093.685546875
18.1679,4448.38,4457.14,322,1610000,322,43.7272,-20757.455078125
17.5055,4400.28,4427.16,323,1615000,323,42.8183,-20728.830078125
34.1928,1357.03,2594.65,324,1620000,324,45.0266,-16048.3427734375
102.5782,9.13,-14.76,325,1625000,325,55.8503,-10294.9912109375
106.88,193.95,111.8,326,1630000,326,54.4483,-11874.95703125
40.7201,187.03,133.71,327,1635000,327,52.2202,-15817.7724609375
42.5545,227.68,238.22,328,1640000,328,51.5181,-14855.5537109375
67.1209,251.3,259.47,329,1645000,329,51.3682,-12113.4140625
17.8517,238.96,236.43,330,1650000,330,49.8377,-20856.6796875
22.7423,588.28,723.66,331,1655000,331,48.3572,-18312.671875
34.7561,1073.69,1163.63,332,1660000,332,47.2567,-15050.421875
46.1759,709.15,643.92,333,1665000,333,48.4813,-15047.9423828125
51.2365,859.48,786.6,334,1670000,334,48.8621,-16535.486328125
32.227,1476.11,1136.04,335,1675000,335,46.9501,-19433.6640625
50.5107,1874.41,2238.88,336,1680000,336,48.4342,-17403.9453125
86.7054,557.76,460.8,337,1685000,337,48.1781,-15378.6298828125
84.9924,116.9,118.49,338,1690000,338,52.8784,-13298.962890625
103.7814,103.26,189.78,339,1695000,339,53.4689,-13744.5068359375
108.8881,169.84,175.56,340,1700000,340,52.2998,-13911.54296875
84.7743,394.57,530.06,341,1705000,341,48.0144,-15782.7421875
57.7966,1270.47,986.86,342,1710000,342,45.3288,-18677.439453125
43.9093,1922.75,2686.44,343,1715000,343,48.8973,-19449.8984375
48.9795,2199.4,2715.22,344,1720000,344,48.4103,-19769.58984375
56.4899,1964.18,3075.18,345,1725000,345,46.7347,-18467.505859375
27.3944,2519.95,2837.06,346,1730000,346,44.6749,-21083.64453125
25.7814,3293.11,3559.95,347,1735000,347,44.9635,-21974.640625
47.4886,1628.27,2359.54,348,1740000,348,46.3692,-19331.69140625
24.021,3567.28,3680.02,349,1745000,349,43.9698,-21575.451171875
21.0642,3495.86,3602.44,350,1750000,350,43.937,-22654.044921875
21.1515,3946.98,4042.16,351,1755000,351,43.9254,-22650.705078125
21.8287,3747.82,3860.99,352,1760000,352,44.2963,-23104.572265625
22.0821,3554.28,3638.24,353,1765000,353,44.3702,-23618.08203125
23.8968,3623.52,3275.5,354,1770000,354,44.3268,-23257.0078125
22.4371,3743.98,3528.27,355,1775000,355,44.357,-23649.228515625
32.9189,3098.27,3727.09,356,1780000,356,44.4462,-22813.484375
23.3239,3490.36,2974.75,357,1785000,357,43.5825,-23054.61328125
33.5006,3214.81,3080.66,358,1790000,358,44.2,-22936.509765625
22.8078,3191.57,3375.83,359,1795000,359,43.8623,-23494.38671875
27.786,3406.62,3509.52,360,1800000,360,44.0404,-22951.021484375
22.4162,3591.14,4025.73,361,1805000,361,44.4081,-24475.01171875
21.1967,3652.39,3114.94,362,1810000,362,43.9651,-24883.37890625
26.1575,3557.58,3401.81,363,1815000,363,44.1142,-24306.4140625
23.9555,4048.64,3942.32,364,1820000,364,44.355,-24326.23046875
24.052,3864.72,3464.4,365,1825000,365,43.9389,-24607.408203125
25.6734,4045.81,4213.26,366,1830000,366,44.3843,-24749.9921875
21.0897,4282.81,4426.32,367,1835000,367,43.7309,-25620.337890625
21.3443,4313.31,4438.87,368,1840000,368,44.1004,-25203.478515625
20.6947,4176.69,4506.56,369,1845000,369,43.9998,-25367.09765625
20.7216,4180.11,4454.99,370,1850000,370,44.0109,-25694.451171875
20.8881,4142.96,4519.73,371,1855000,371,44.1895,-25620.638671875
21.2931,4312.27,4439.85,372,1860000,372,44.6021,-25798.029296875
20.8557,4334.18,4421.32,373,1865000,373,44.0822,-26049.98828125
20.6023,4342.73,4413.62,374,1870000,374,44.5393,-26233.724609375
21.0337,4320.91,4349.35,375,1875000,375,44.168,-25842.697265625
21.1276,4368.08,4379.28,376,1880000,376,44.7609,-26197.609375
20.7755,4403.16,4450.53,377,1885000,377,43.864,-26311.859375
21.2108,4221.73,4407.56,378,1890000,378,44.6922,-26119.755859375
21.2485,4346.49,4395.22,379,1895000,379,44.4482,-26067.8125
21.0058,4307.27,4394.99,380,1900000,380,44.5218,-26173.107421875
20.9753,4444.44,4495.5,381,1905000,381,44.7295,-26928.033203125
20.6978,4403.22,4448.04,382,1910000,382,44.6764,-27066.328125
20.8648,4455.09,4408.44,383,1915000,383,44.7738,-27805.23828125
89.8303,1.97,1.55,384,1920000,384,56.3967,-23277.318359375
20.4377,4303.01,4328.7,385,1925000,385,44.6354,-23491.138671875
20.2916,4391.53,4400.78,386,1930000,386,44.7488,-25503.158203125
20.0671,4331.96,4382.73,387,1935000,387,44.3739,-26895.134765625
20.2553,4354.54,4405.39,388,1940000,388,44.6015,-26880.40234375
