Real Det Return,Running Env Steps,Reward Loss,Real Sto Return,Itration,Running Forward KL,Running Reverse KL,Running Update Time
5288.48,1930000,-11347.6015625,5135.83,386,35.9835,16.2473,386
5034.66,1935000,-11753.3349609375,4633.41,387,35.9721,14.0179,387
5134.93,1940000,-11351.03515625,4762.59,388,35.3794,14.9429,388
4653.77,1945000,-10504.6494140625,4797.46,389,34.6626,12.9507,389
4854.99,1950000,-11519.5244140625,4876.77,390,35.0645,13.5122,390
4382.58,1955000,-11392.966796875,4569.57,391,35.1406,12.7887,391
5101.94,1960000,-13351.4443359375,4982.64,392,36.9724,18.4316,392
5285.66,1965000,-13547.8984375,4829.85,393,38.1045,19.5782,393
4580.23,1970000,-10334.2666015625,4960.39,394,34.9365,13.6348,394
5123.43,1975000,-12572.3916015625,4946.76,395,37.282,16.8101,395
5218.41,1980000,-12467.6181640625,5108.25,396,36.8865,18.4438,396
5141.64,1985000,-12576.6708984375,5017.06,397,36.4293,16.456,397
5261.42,1990000,-12137.7666015625,5084.89,398,36.3845,17.4708,398
5247.06,1995000,-11701.30859375,5118.34,399,35.4485,16.5636,399
4938.09,2000000,-11820.22265625,4625.52,400,35.5381,13.8786,400
3723.62,2005000,-15584.7880859375,3396.43,401,37.6819,13.0141,401
4548.42,2010000,-13412.5068359375,4514.82,402,37.4737,12.4202,402
3765.12,2015000,-14237.75,4484.53,403,36.68,13.7127,403
4977.68,2020000,-12950.7763671875,4939.75,404,35.2324,13.9948,404
4821.44,2025000,-12436.66796875,5015.08,405,35.2192,14.8708,405
5028.07,2030000,-15159.6748046875,4883.65,406,36.5786,16.5691,406
2871.6,2035000,-17715.755859375,2664.42,407,39.2784,14.6894,407
4756.74,2040000,-12998.1298828125,4805.6,408,35.5472,15.1756,408
5088.62,2045000,-13192.7099609375,4981.53,409,35.9051,15.3194,409
4946.7,2050000,-12608.6923828125,4971.78,410,36.5411,15.2375,410
5215.57,2055000,-13104.046875,5068.01,411,36.4788,16.8254,411
4771.2,2060000,-13472.333984375,5066.9,412,35.6776,16.0632,412
4564.07,2065000,-13029.2841796875,4940.43,413,35.6918,16.124,413
5190.02,2070000,-12620.37109375,5090.76,414,35.7216,16.554,414
5205.1,2075000,-13885.5244140625,5125.42,415,36.7479,18.5699,415
5279.91,2080000,-13012.1943359375,4945.32,416,36.207,17.7347,416
5309.64,2085000,-13174.7197265625,5127.42,417,36.9659,17.3919,417
3150.41,2090000,-15011.4306640625,3138.86,418,37.1535,13.7285,418
5115.26,2095000,-14353.7919921875,4919.73,419,37.3194,16.9388,419
5236.9,2100000,-14652.8388671875,5082.3,420,37.0207,16.8414,420
5192.84,2105000,-14829.36328125,4815.24,421,37.0437,14.9373,421
5187.8,2110000,-15045.9970703125,5045.09,422,38.3376,19.282,422
5208.4,2115000,-14432.3896484375,5072.09,423,37.0417,17.8409,423
5247.26,2120000,-14078.177734375,5053.85,424,37.4091,18.3736,424
5284.67,2125000,-13940.173828125,5102.66,425,36.9158,18.8779,425
4894.06,2130000,-13545.693359375,5092.67,426,35.6095,17.2613,426
5305.43,2135000,-12919.419921875,4749.61,427,36.0589,15.7784,427
5202.76,2140000,-13826.9638671875,5085.85,428,36.7761,17.3877,428
5105.3,2145000,-14440.9697265625,4992.37,429,37.0334,17.7132,429
4051.59,2150000,-14950.5595703125,4743.62,430,37.9725,18.3274,430
4818.91,2155000,-14332.5078125,4965.28,431,36.5842,16.7098,431
5073.11,2160000,-15835.0634765625,4991.98,432,37.7297,18.1962,432
4508.11,2165000,-13698.3857421875,4487.28,433,36.0826,13.9417,433
5023.37,2170000,-14899.21484375,5012.65,434,35.6916,15.6478,434
5168.36,2175000,-15625.181640625,4995.12,435,37.7972,19.6836,435
4915.42,2180000,-13436.5595703125,4936.2,436,35.0348,15.5944,436
5335.58,2185000,-14906.34765625,5093.89,437,37.0064,17.4323,437
5321.54,2190000,-15222.1123046875,5064.85,438,37.3356,17.833,438
5246.27,2195000,-15023.5244140625,5043.14,439,36.5323,16.8737,439
5287.41,2200000,-14904.9580078125,5048.19,440,37.028,17.0192,440
5242.73,2205000,-14601.419921875,4987.01,441,36.5157,15.4294,441
5178.5,2210000,-14333.8740234375,5024.5,442,36.6081,15.6144,442
5144.4,2215000,-14941.8427734375,5088.01,443,36.9028,16.4704,443
5036.54,2220000,-15041.96484375,4914.91,444,36.195,15.1423,444
4993.6,2225000,-13980.4140625,4942.12,445,35.2858,14.9967,445
4952.74,2230000,-13347.6953125,4851.43,446,36.4391,14.5047,446
4928.85,2235000,-13060.3212890625,5002.47,447,33.9683,13.9994,447
5256.37,2240000,-14169.158203125,5119.25,448,34.5867,16.0994,448
5278.74,2245000,-15189.93359375,5096.27,449,36.182,17.0587,449
5289.45,2250000,-14260.779296875,5140.38,450,35.5908,17.226,450
5180.22,2255000,-15296.39453125,5077.74,451,36.483,17.4336,451
5218.8,2260000,-14632.8828125,5111.79,452,36.2296,17.0117,452
5209.48,2265000,-14674.2353515625,5123.53,453,36.8813,16.7416,453
5227.69,2270000,-16151.7470703125,5061.65,454,37.1869,17.8438,454
5211.67,2275000,-15218.712890625,5021.62,455,35.6335,16.2632,455
5348.29,2280000,-16293.8583984375,4850.27,456,36.2415,17.2693,456
5199.6,2285000,-17528.150390625,4976.91,457,36.9501,17.2651,457
5077.82,2290000,-18152.49609375,4979.03,458,37.0973,15.8622,458
5236.61,2295000,-17430.634765625,5020.11,459,36.8734,17.6052,459
5254.06,2300000,-14298.5439453125,5102.98,460,34.9203,15.6807,460
5275.14,2305000,-15961.2763671875,5171.34,461,35.607,17.4121,461
5182.15,2310000,-15347.6640625,5049.34,462,35.0704,16.5253,462
5123.07,2315000,-18331.05078125,4750.71,463,36.2725,16.1457,463
5187.84,2320000,-16910.126953125,4784.91,464,36.9801,18.4582,464
5270.43,2325000,-15997.046875,5093.57,465,35.6858,16.5005,465
5330.72,2330000,-14970.46875,5197.9,466,35.5276,16.7704,466
5224.43,2335000,-14901.298828125,5086.85,467,34.1729,15.5543,467
5081.13,2340000,-17631.333984375,4999.25,468,36.8831,18.3198,468
5090.57,2345000,-16785.46875,5019.3,469,36.0886,16.806,469
5196.95,2350000,-15247.3251953125,5063.39,470,35.4581,16.0412,470
5104.3,2355000,-18690.451171875,5004.4,471,37.6652,18.0084,471
5106.47,2360000,-16372.0283203125,4956.3,472,36.4863,16.6031,472
5099.27,2365000,-18195.12890625,4735.95,473,37.5272,18.0362,473
5252.43,2370000,-16103.4541015625,5109.93,474,35.6853,15.7759,474
5068.09,2375000,-16719.677734375,4806.67,475,35.7603,15.9995,475
4888.39,2380000,-18994.9296875,4671.4,476,37.9003,18.2217,476
4927.27,2385000,-17081.341796875,4898.46,477,36.5505,17.3671,477
5044.33,2390000,-18516.21484375,4816.95,478,36.7733,18.4724,478
4752.74,2395000,-18634.23828125,4882.31,479,36.9046,18.0139,479
5070.52,2400000,-17974.02734375,4972.58,480,36.0194,17.3496,480
5082.39,2405000,-17035.60546875,4812.43,481,35.4353,16.8635,481
5219.73,2410000,-15781.81640625,5086.38,482,35.3374,16.9426,482
5105.57,2415000,-18436.998046875,5020.19,483,37.0399,18.2008,483
5036.99,2420000,-17170.484375,4975.25,484,35.8301,16.7494,484
5177.9,2425000,-19475.65234375,4853.07,485,37.7639,19.4519,485
5077.87,2430000,-18478.419921875,4965.36,486,38.9953,20.4981,486
5174.62,2435000,-15158.7353515625,5096.45,487,36.7593,16.1953,487
5260.48,2440000,-16162.8115234375,5135.75,488,35.3189,16.1785,488
5210.97,2445000,-16974.115234375,5149.45,489,35.9156,17.3504,489
5177.66,2450000,-18406.1328125,5089.72,490,36.9649,18.0171,490
5212.69,2455000,-17420.10546875,5092.06,491,35.8337,16.3752,491
5187.5,2460000,-17689.384765625,5125.58,492,36.7878,17.7436,492
4926.6,2465000,-19723.810546875,4642.73,493,37.989,19.3646,493
5038.27,2470000,-16966.052734375,5038.0,494,36.1053,16.1988,494
5027.42,2475000,-18916.111328125,4889.59,495,36.3599,14.6716,495
5125.43,2480000,-18238.169921875,4969.74,496,35.5348,14.8749,496
5045.28,2485000,-19017.533203125,4963.11,497,36.1901,16.3327,497
5154.84,2490000,-19812.796875,5068.34,498,37.6204,18.691,498
5295.99,2495000,-17669.271484375,4962.31,499,36.7899,16.709,499
5141.93,2500000,-20397.181640625,4826.91,500,37.6091,18.6234,500
5188.66,2505000,-20678.53125,5073.69,501,37.3642,18.1953,501
5371.33,2510000,-17676.59375,5199.22,502,36.5892,16.6428,502
5188.68,2515000,-18896.43359375,4712.67,503,37.3988,17.7529,503
5197.27,2520000,-18837.80078125,4858.7,504,36.6741,17.8071,504
5236.41,2525000,-18613.72265625,4916.67,505,36.664,17.2459,505
5273.8,2530000,-19186.04296875,5230.98,506,36.8165,18.0255,506
5159.27,2535000,-19028.123046875,4887.94,507,36.9099,17.9457,507
5264.38,2540000,-18798.177734375,5217.37,508,36.7243,17.3242,508
5224.9,2545000,-18655.12109375,5130.23,509,36.7072,16.9442,509
5226.82,2550000,-17799.41015625,5153.98,510,36.6315,16.0956,510
5301.0,2555000,-18390.533203125,4994.79,511,36.2298,16.5518,511
5228.6,2560000,-20698.28515625,4881.66,512,36.9669,18.0868,512
5198.33,2565000,-20612.4921875,4763.37,513,36.784,17.8744,513
4977.21,2570000,-19354.28515625,5012.7,514,38.5703,18.6143,514
5264.32,2575000,-20270.2109375,5156.46,515,37.846,18.2628,515
5280.23,2580000,-21926.1015625,4865.64,516,36.7024,16.3762,516
5306.39,2585000,-21239.662109375,4964.29,517,37.062,16.3745,517
5352.19,2590000,-18660.392578125,5265.61,518,36.2479,17.6005,518
5319.03,2595000,-22162.498046875,5181.21,519,37.344,17.8438,519
5252.82,2600000,-17598.732421875,5183.57,520,35.4128,16.6881,520
5213.49,2605000,-19159.9375,5155.85,521,35.9248,17.0801,521
5104.98,2610000,-19904.927734375,5101.86,522,35.9238,17.9855,522
5342.26,2615000,-19426.650390625,5181.57,523,36.8368,17.268,523
5153.45,2620000,-21263.716796875,5004.53,524,36.9439,18.8528,524
5145.44,2625000,-23686.716796875,4969.95,525,38.2561,18.5736,525
5142.93,2630000,-20291.25390625,5049.06,526,36.7292,17.0706,526
5288.92,2635000,-18513.048828125,4444.58,527,36.2995,15.8064,527
5323.79,2640000,-19717.08203125,5181.71,528,36.9329,17.2614,528
5359.82,2645000,-21251.1875,5204.67,529,37.4844,17.898,529
2185.35,2650000,-25891.71484375,2261.4,530,42.663,21.7593,530
4954.02,2655000,-21280.98046875,4950.32,531,36.8695,18.7935,531
5140.05,2660000,-24107.396484375,5041.07,532,38.4482,20.5649,532
4932.55,2665000,-20935.4296875,4829.2,533,38.5748,19.1171,533
5130.76,2670000,-22379.021484375,5052.8,534,36.5893,17.7897,534
5215.89,2675000,-24512.2734375,5074.9,535,38.4697,19.6602,535
5267.42,2680000,-19050.876953125,4870.62,536,36.3166,17.2117,536
5193.37,2685000,-21359.23046875,5066.11,537,35.2928,16.9787,537
4223.73,2690000,-19963.212890625,4923.06,538,36.2379,17.3125,538
5264.91,2695000,-20680.85546875,4901.84,539,36.2458,17.7449,539
5216.39,2700000,-21996.923828125,5070.15,540,37.6555,18.3509,540
5203.1,2705000,-23922.326171875,5063.35,541,37.1948,18.8862,541
5155.42,2710000,-22781.17578125,5050.15,542,38.0264,19.5421,542
5175.23,2715000,-20596.587890625,5073.69,543,35.7909,17.2763,543
5203.96,2720000,-21679.6015625,5105.74,544,36.5351,17.8847,544
5183.1,2725000,-23437.841796875,5062.86,545,37.8359,18.7024,545
4816.9,2730000,-23321.22265625,4754.36,546,36.5243,16.1093,546
5133.56,2735000,-24992.49609375,4556.44,547,37.3151,16.8655,547
5390.17,2740000,-20075.720703125,5168.19,548,34.9223,16.7874,548
5254.84,2745000,-21080.09375,5079.14,549,36.7837,16.8648,549
5079.84,2750000,-23618.890625,4467.6,550,37.4403,14.894,550
5390.8,2755000,-21596.341796875,5013.46,551,36.2846,15.9219,551
5343.58,2760000,-22446.16796875,4625.11,552,35.4201,14.4061,552
5160.84,2765000,-20030.224609375,4407.47,553,34.6607,16.1145,553
5432.88,2770000,-19680.94921875,5179.51,554,33.795,15.2047,554
5063.1,2775000,-24394.259765625,4106.99,555,36.3869,15.4637,555
5301.69,2780000,-23190.37890625,4953.11,556,35.7811,15.2409,556
5399.39,2785000,-21652.095703125,5075.21,557,34.7767,15.9989,557
5334.05,2790000,-20597.18359375,4886.57,558,35.0718,15.6158,558
5321.52,2795000,-21646.921875,5052.7,559,36.4535,15.6945,559
5386.28,2800000,-19831.234375,5178.03,560,35.6717,15.426,560
5261.82,2805000,-20969.3828125,5026.57,561,35.6098,15.5247,561
5242.29,2810000,-20270.29296875,5072.15,562,35.2265,16.0297,562
5313.98,2815000,-19368.115234375,5183.07,563,34.6342,15.3862,563
5118.77,2820000,-19963.169921875,4981.14,564,35.5243,15.1748,564
5326.51,2825000,-21622.48828125,4954.71,565,37.2707,15.9374,565
5312.61,2830000,-21241.42578125,5043.42,566,36.4627,16.493,566
5199.95,2835000,-21761.892578125,4960.38,567,37.312,16.45,567
5195.51,2840000,-21492.37890625,5014.53,568,36.5908,16.7693,568
5330.19,2845000,-20979.76171875,5093.62,569,36.1758,16.3416,569
5178.29,2850000,-22245.75390625,4397.26,570,36.6225,14.3753,570
4451.47,2855000,-21060.603515625,5091.83,571,35.4773,14.7311,571
1657.93,2860000,-24667.240234375,3163.07,572,36.2522,12.941,572
3443.37,2865000,-21740.51953125,4882.65,573,35.9753,15.4335,573
5271.31,2870000,-20963.736328125,5037.35,574,35.652,16.2808,574
5322.08,2875000,-22002.203125,5104.47,575,36.2921,16.548,575
5014.12,2880000,-22917.111328125,4665.98,576,36.7242,16.1765,576
5224.32,2885000,-21654.79296875,4901.75,577,37.3451,17.3125,577
5243.1,2890000,-21293.46484375,5068.76,578,35.2111,16.093,578
5079.68,2895000,-21636.4453125,5140.39,579,36.2286,16.2926,579
5147.47,2900000,-23465.560546875,5094.86,580,37.001,17.7981,580
5344.27,2905000,-23750.416015625,5185.62,581,37.0129,17.7043,581
5185.84,2910000,-23233.43359375,5169.29,582,35.6299,17.556,582
5285.47,2915000,-22276.48828125,5262.54,583,36.9419,18.1858,583
5242.02,2920000,-22252.58984375,5196.11,584,36.7856,17.7467,584
5379.43,2925000,-21884.728515625,5276.48,585,37.0637,18.6476,585
5288.38,2930000,-22719.83984375,5233.13,586,36.5055,17.701,586
5359.72,2935000,-22040.591796875,5287.18,587,36.5951,18.4794,587
5307.2,2940000,-22947.66796875,5219.75,588,36.8666,18.1514,588
5321.63,2945000,-23633.146484375,5256.55,589,36.6601,18.5545,589
5265.12,2950000,-23350.564453125,5193.46,590,36.5552,17.5979,590
5418.84,2955000,-22062.4765625,5244.53,591,36.742,17.2922,591
5284.05,2960000,-23340.083984375,4938.24,592,35.4437,16.4889,592
5332.63,2965000,-24279.37109375,5181.76,593,37.6131,17.9914,593
5482.69,2970000,-23428.052734375,4781.64,594,36.9637,17.199,594
5328.4,2975000,-23546.673828125,4844.96,595,37.44,17.9083,595
687.14,2980000,-23903.576171875,411.54,596,48.4013,21.4797,596
2726.28,2985000,-27374.31640625,3095.47,597,40.6291,20.1132,597
3164.15,2990000,-27344.44140625,3314.52,598,40.8964,22.5761,598
3108.31,2995000,-30436.51953125,1799.89,599,42.4236,30.7629,599
4508.97,3000000,-29205.486328125,3804.83,600,40.2987,19.5546,600
4959.72,3005000,-28335.732421875,4860.59,601,39.2284,20.6548,601
4691.97,3010000,-31360.443359375,4673.29,602,41.2177,20.8409,602
5182.0,3015000,-25243.81640625,5069.45,603,37.5295,18.4895,603
5203.63,3020000,-26707.982421875,5070.67,604,38.7453,21.0918,604
4977.77,3025000,-26033.93359375,4957.79,605,38.6274,19.8022,605
5331.92,3030000,-25304.84765625,5144.0,606,37.6985,19.3166,606
5377.07,3035000,-26135.85546875,5217.68,607,38.0994,20.5142,607
5368.77,3040000,-25449.4765625,5175.24,608,37.9572,19.8918,608
5237.42,3045000,-25996.955078125,5098.1,609,37.6235,19.771,609
5191.3,3050000,-24782.9921875,5059.24,610,37.1153,19.565,610
5073.92,3055000,-24043.310546875,4989.03,611,37.3598,18.7134,611
5081.67,3060000,-25384.134765625,4894.13,612,36.5863,18.4937,612
5190.44,3065000,-26876.234375,5027.5,613,37.2844,17.8432,613
5019.4,3070000,-25986.640625,4544.5,614,36.925,18.9266,614
5228.79,3075000,-21911.203125,5147.01,615,34.8548,17.3675,615
940.93,3080000,-33572.671875,982.42,616,45.7074,52.2612,616
459.24,3085000,-32497.12890625,543.24,617,47.7334,27.6885,617
1624.81,3090000,-33345.5546875,2592.77,618,42.6787,60.6529,618
593.26,3095000,-35030.94921875,760.91,619,45.8467,81.2365,619
2660.29,3100000,-31688.359375,3080.41,620,41.3141,43.4523,620
4757.92,3105000,-32230.587890625,4742.54,621,40.7514,23.1027,621
4691.19,3110000,-31850.244140625,4662.15,622,41.345,23.5823,622
5061.15,3115000,-26595.265625,4594.1,623,38.5867,20.2771,623
4751.05,3120000,-29411.90234375,4709.01,624,40.188,22.2332,624
5103.83,3125000,-28459.68359375,3825.04,625,38.8358,20.9493,625
5194.66,3130000,-26098.599609375,4129.9,626,37.5976,18.8683,626
5190.2,3135000,-26154.177734375,5097.53,627,38.5567,20.5906,627
5138.45,3140000,-26492.259765625,4824.79,628,38.8109,20.9346,628
5274.97,3145000,-24550.849609375,5139.95,629,37.7482,19.9107,629
5326.93,3150000,-25526.2578125,5189.45,630,38.0076,18.6254,630
5302.59,3155000,-26521.193359375,5139.99,631,37.7951,19.2719,631
3748.41,3160000,-26193.4765625,4307.55,632,37.2768,16.387,632
2112.84,3165000,-26277.859375,2429.44,633,37.6174,20.1959,633
4252.03,3170000,-29177.78125,3423.93,634,37.81,21.8055,634
5254.21,3175000,-25646.203125,5139.38,635,37.2353,18.9751,635
5284.81,3180000,-25854.76171875,5146.09,636,37.6926,18.4193,636
5205.75,3185000,-24809.494140625,5132.44,637,38.2319,17.5128,637
5214.73,3190000,-24529.544921875,5028.49,638,38.054,18.422,638
4977.83,3195000,-28096.1328125,4855.13,639,39.4092,18.5953,639
5155.98,3200000,-26008.1015625,4999.06,640,39.4396,18.5767,640
5120.23,3205000,-26743.021484375,4679.91,641,40.0421,22.2346,641
3234.96,3210000,-26475.1484375,3728.83,642,39.469,23.4829,642
5266.15,3215000,-26691.83203125,5103.58,643,39.1229,18.8708,643
5311.57,3220000,-26133.03515625,4922.87,644,38.5924,18.1911,644
5368.1,3225000,-26876.05078125,5127.13,645,38.1788,19.1497,645
5395.32,3230000,-25735.40625,5213.53,646,38.4273,19.1264,646
5343.03,3235000,-26559.52734375,5177.73,647,38.7916,19.0014,647
4927.05,3240000,-26427.841796875,4224.54,648,38.3245,23.2586,648
-64.78,3245000,-31791.462890625,-63.67,649,54.4605,57.4086,649
13.13,3250000,-22707.0546875,271.55,650,54.2952,51.3653,650
5303.3,3255000,-25383.216796875,4907.37,651,38.2134,20.2589,651
5170.27,3260000,-30048.20703125,5053.76,652,38.2387,20.1746,652
5190.43,3265000,-31297.287109375,5036.09,653,39.4096,22.6664,653
5269.34,3270000,-28609.330078125,5100.32,654,38.451,20.451,654
5274.63,3275000,-31971.072265625,5166.3,655,38.0852,21.1969,655
5320.84,3280000,-31209.283203125,5212.06,656,37.3994,21.11,656
5329.89,3285000,-31213.91796875,5168.77,657,37.7072,20.8712,657
5302.34,3290000,-30616.37890625,5128.06,658,37.9201,18.96,658
5422.15,3295000,-27215.744140625,5226.45,659,36.6776,17.4782,659
5318.3,3300000,-29067.82421875,5167.71,660,36.7363,18.0818,660
5397.03,3305000,-27937.80859375,5227.05,661,36.9922,19.8483,661
5334.7,3310000,-29525.970703125,4962.02,662,36.9434,17.9888,662
5349.5,3315000,-30081.87109375,5174.25,663,36.6015,18.491,663
5373.53,3320000,-30121.822265625,5178.87,664,36.6206,16.9172,664
5354.77,3325000,-29846.427734375,5101.72,665,36.9275,16.1599,665
5304.37,3330000,-30027.2265625,5106.18,666,37.05,16.3816,666
5454.34,3335000,-29174.517578125,5180.97,667,36.1195,15.9185,667
5228.63,3340000,-29272.248046875,5100.98,668,37.3694,16.2663,668
5259.14,3345000,-29020.08984375,4510.2,669,37.6731,18.7714,669
1988.83,3350000,-35817.4375,1320.12,670,43.0812,38.77,670
5149.65,3355000,-32932.7109375,4381.51,671,38.4936,30.7284,671
5007.67,3360000,-34007.11328125,4732.76,672,39.5894,18.1809,672
4954.19,3365000,-34422.2421875,4612.55,673,40.1051,20.0088,673
4962.41,3370000,-34783.68359375,4889.87,674,38.1231,18.8489,674
4431.62,3375000,-30047.560546875,4225.63,675,36.1807,22.5609,675
4575.5,3380000,-28204.31640625,4475.02,676,35.1443,16.0418,676
4740.86,3385000,-26806.623046875,3330.47,677,36.2571,21.4544,677
5259.22,3390000,-25119.427734375,4476.76,678,35.2947,15.704,678
5317.48,3395000,-25784.87109375,4876.98,679,35.9848,18.1822,679
5213.72,3400000,-30483.923828125,4936.86,680,37.5357,17.6769,680
5265.48,3405000,-26297.98046875,5065.69,681,36.9646,17.8209,681
5386.56,3410000,-28887.7578125,5055.28,682,36.7807,17.1192,682
5310.51,3415000,-30231.033203125,4879.99,683,37.2266,19.5729,683
5361.98,3420000,-28216.265625,4886.69,684,36.6812,16.5623,684
5313.88,3425000,-30787.9921875,4620.37,685,36.9343,22.7767,685
5107.65,3430000,-30241.69140625,4625.99,686,37.2198,19.253,686
5343.19,3435000,-29257.0,4654.54,687,36.9775,21.4963,687
5267.62,3440000,-32613.921875,4095.21,688,37.0201,28.0601,688
749.04,3445000,-29408.955078125,3822.6,689,36.9884,20.4064,689
5430.14,3450000,-29132.82421875,5227.67,690,35.8723,16.3205,690
5355.38,3455000,-32053.447265625,5181.27,691,36.5692,16.3395,691
5377.82,3460000,-30887.853515625,5170.38,692,36.1763,16.2861,692
5368.04,3465000,-30359.93359375,5179.27,693,36.6162,17.2857,693
5327.35,3470000,-29303.544921875,5159.84,694,36.8176,17.7907,694
5428.08,3475000,-31678.8828125,5165.96,695,36.1491,18.9868,695
-8.97,3480000,-33849.8046875,-8.89,696,50.6585,66.8539,696
2751.97,3485000,-34140.19921875,1823.99,697,44.6443,19.3955,697
3877.38,3490000,-28716.017578125,3645.62,698,41.0089,26.2585,698
1227.08,3495000,-35254.078125,1994.06,699,42.7342,45.9477,699
1980.55,3500000,-31073.1484375,1497.04,700,40.795,20.8306,700
4769.21,3505000,-31371.486328125,4701.48,701,38.7744,22.3495,701
4356.17,3510000,-28140.837890625,4416.58,702,39.4537,18.8299,702
4823.79,3515000,-32187.173828125,4786.16,703,39.3471,23.0287,703
4928.09,3520000,-34730.92578125,4834.04,704,39.6211,22.8074,704
5030.05,3525000,-34209.6640625,4907.92,705,38.4307,21.7661,705
4959.92,3530000,-35785.4375,4896.27,706,38.9839,21.6389,706
4915.36,3535000,-35219.34375,4840.41,707,39.0426,20.6941,707
5182.8,3540000,-31321.671875,5075.15,708,36.8323,19.3342,708
5252.12,3545000,-33621.02734375,5139.28,709,37.723,20.6051,709
5309.18,3550000,-31751.72265625,5193.45,710,37.5986,19.4743,710
5231.89,3555000,-33760.3046875,5140.22,711,37.745,19.7762,711
5235.03,3560000,-32629.60546875,5131.69,712,37.7229,19.4864,712
5170.12,3565000,-31562.736328125,5076.08,713,37.6344,21.2439,713
5107.3,3570000,-31097.486328125,5026.51,714,37.1545,19.6127,714
5141.2,3575000,-33098.140625,5020.85,715,38.5169,19.9863,715
5066.09,3580000,-31905.6640625,4961.64,716,37.4944,18.9938,716
5084.94,3585000,-32341.1171875,4960.78,717,38.0428,18.6835,717
5129.44,3590000,-31583.419921875,4999.37,718,37.4659,18.4731,718
5206.22,3595000,-33787.625,5020.5,719,38.7789,18.1883,719
4774.71,3600000,-35001.01953125,4778.34,720,38.2157,17.4307,720
5103.51,3605000,-37322.8515625,4818.0,721,38.4082,18.2228,721
5065.1,3610000,-35995.06640625,4954.91,722,38.7582,18.9627,722
5098.91,3615000,-34746.10546875,4998.9,723,37.7912,18.3691,723
5053.4,3620000,-34425.7109375,4738.67,724,38.4112,18.1155,724
5160.22,3625000,-36372.109375,4994.0,725,39.0286,18.2184,725
5114.72,3630000,-35477.39453125,4765.62,726,38.2805,18.7393,726
5137.92,3635000,-34797.4296875,4650.06,727,37.5149,17.9607,727
5215.06,3640000,-33465.4296875,4983.49,728,37.1544,16.2083,728
3069.85,3645000,-33650.015625,3724.62,729,37.8148,23.1667,729
2295.21,3650000,-34951.32421875,2665.46,730,39.3217,30.3391,730
5098.8,3655000,-33136.51171875,4474.48,731,37.225,17.2712,731
1851.49,3660000,-36840.5234375,2405.36,732,39.8744,16.7157,732
2377.17,3665000,-35739.23828125,3062.41,733,38.4023,19.6386,733
5065.84,3670000,-38022.75390625,4885.26,734,37.8616,17.8242,734
4930.72,3675000,-35702.30859375,4867.9,735,38.3944,18.7324,735
4945.48,3680000,-35892.40625,4885.26,736,37.7498,19.0827,736
4930.31,3685000,-36021.83203125,4908.11,737,37.5557,19.2981,737
5064.11,3690000,-34469.921875,4982.85,738,37.6517,18.8855,738
5088.32,3695000,-33701.44921875,4771.11,739,35.9784,17.3653,739
5062.31,3700000,-34514.8984375,4977.5,740,36.5698,17.8416,740
5154.29,3705000,-34584.06640625,4955.15,741,36.9601,16.7421,741
5157.79,3710000,-33882.171875,5072.86,742,36.48,17.7771,742
5154.71,3715000,-34576.56640625,5069.86,743,36.3307,17.8599,743
5052.95,3720000,-34503.68359375,5072.89,744,36.6971,17.6963,744
5170.66,3725000,-32779.74609375,5047.26,745,35.4819,17.1919,745
4561.62,3730000,-32025.5546875,5066.67,746,35.6316,16.3319,746
5195.57,3735000,-31416.720703125,5122.15,747,34.7015,16.0472,747
5296.45,3740000,-31491.388671875,5152.67,748,35.4484,16.2034,748
5117.98,3745000,-31205.47265625,5063.54,749,35.4827,16.4071,749
5120.28,3750000,-29672.685546875,5066.64,750,35.3672,16.8447,750
5145.55,3755000,-32205.330078125,5082.65,751,36.1162,16.8858,751
5226.04,3760000,-32642.78125,5105.23,752,36.0741,17.1418,752
5147.58,3765000,-34916.28125,5145.19,753,36.1501,17.7212,753
5242.02,3770000,-35715.9453125,5123.13,754,36.6205,17.6886,754
5132.33,3775000,-33591.75390625,5176.31,755,36.1929,17.5888,755
5279.06,3780000,-35314.35546875,5136.38,756,36.7975,17.7699,756
5310.72,3785000,-33816.234375,5145.79,757,36.8503,17.7277,757
5101.93,3790000,-32990.49609375,5082.63,758,37.5026,17.5865,758
5283.75,3795000,-32594.369140625,5099.46,759,36.8649,17.0974,759
5296.25,3800000,-35571.1484375,5074.32,760,37.311,17.1594,760
5337.37,3805000,-35678.015625,5167.98,761,36.4762,17.3971,761
5352.33,3810000,-35190.1171875,5143.14,762,36.9148,16.8325,762
5238.41,3815000,-36098.45703125,5071.84,763,37.4353,17.5385,763
5346.61,3820000,-35817.91015625,5098.43,764,37.1814,16.7052,764
5272.3,3825000,-36548.91015625,5035.85,765,37.2188,16.5619,765
5207.75,3830000,-37311.96875,4989.49,766,37.807,17.2199,766
4415.28,3835000,-35556.0234375,4874.2,767,37.0557,15.7048,767
5248.91,3840000,-36323.97265625,5080.67,768,36.8514,17.3713,768
5168.01,3845000,-37923.3671875,5026.87,769,37.2067,18.0437,769
5097.95,3850000,-39856.6875,5016.92,770,37.1785,18.6554,770
5137.65,3855000,-37544.34375,5048.98,771,36.8609,17.6843,771
5087.44,3860000,-39868.69140625,5027.08,772,37.8905,18.6733,772
5162.66,3865000,-38258.59765625,5090.81,773,37.2574,17.3182,773
5285.47,3870000,-36475.40234375,5157.16,774,36.6988,17.2415,774
