Running Reverse KL,Reward Loss,Running Update Time,Running Forward KL,Real Det Return,Itration,Running Env Steps,Real Sto Return
30.088,-4140.49658203125,166,69.476,919.55,166,830000,304.36
30.4548,-4143.58935546875,167,70.3191,1028.61,167,835000,347.58
29.937,-4218.771484375,168,69.3234,1059.16,168,840000,364.7
29.4429,-4305.33935546875,169,69.0896,991.26,169,845000,355.99
30.4465,-4409.89013671875,170,70.2753,919.7,170,850000,290.82
30.0281,-4437.68994140625,171,67.7365,977.8,171,855000,362.99
30.0692,-4517.6171875,172,69.3023,1058.07,172,860000,342.24
29.8874,-4614.5419921875,173,70.9806,918.37,173,865000,282.27
30.6553,-4585.46533203125,174,70.4113,964.95,174,870000,388.74
30.6735,-4738.99853515625,175,71.3731,836.64,175,875000,311.51
30.0891,-4715.92041015625,176,69.678,870.15,176,880000,365.92
30.7354,-4838.98193359375,177,70.9842,911.73,177,885000,251.81
30.1556,-4904.42822265625,178,70.0011,868.91,178,890000,346.27
30.3892,-5032.72900390625,179,70.9409,725.67,179,895000,300.83
29.5292,-4966.86669921875,180,69.1854,1006.11,180,900000,359.8
30.4355,-5036.5146484375,181,69.9723,971.1,181,905000,375.41
30.7059,-5208.52099609375,182,71.3704,977.74,182,910000,360.36
30.8314,-5314.2138671875,183,71.7605,802.61,183,915000,312.6
29.7615,-5323.9814453125,184,70.3,974.39,184,920000,293.19
31.0941,-5362.0556640625,185,71.6988,981.02,185,925000,321.45
29.9083,-5347.53466796875,186,68.9838,937.5,186,930000,354.81
30.4987,-5482.3251953125,187,69.9084,962.51,187,935000,379.33
29.9322,-5515.3427734375,188,68.4136,877.91,188,940000,325.46
29.3964,-5582.74755859375,189,67.1367,950.8,189,945000,360.6
30.241,-5664.98876953125,190,69.209,1026.97,190,950000,371.07
29.5461,-5748.5546875,191,68.7295,933.27,191,955000,351.64
30.4548,-5856.92333984375,192,69.4318,852.74,192,960000,343.63
30.5215,-5934.609375,193,70.403,943.22,193,965000,428.78
29.3335,-5876.03955078125,194,66.3242,1038.15,194,970000,411.81
31.471,-6109.08349609375,195,68.3237,875.36,195,975000,371.23
30.9949,-6198.82470703125,196,70.7188,881.05,196,980000,407.0
29.6995,-6286.955078125,197,67.6554,985.25,197,985000,330.63
30.2562,-6361.73486328125,198,68.7516,986.45,198,990000,376.65
29.3773,-6207.75244140625,199,66.9226,1029.6,199,995000,399.29
30.885,-6580.82080078125,200,72.6733,1017.63,200,1000000,333.48
30.2677,-6603.3759765625,201,69.9222,986.93,201,1005000,339.53
31.04,-6740.14501953125,202,71.4481,1021.5,202,1010000,371.83
30.2215,-6707.7919921875,203,70.5705,917.78,203,1015000,286.35
31.4295,-6959.66650390625,204,69.8237,951.76,204,1020000,364.75
30.9088,-7030.3134765625,205,71.3421,1018.72,205,1025000,365.92
30.0401,-7014.015625,206,70.99,932.76,206,1030000,348.43
31.4419,-7245.009765625,207,70.7335,1037.31,207,1035000,361.09
31.1329,-7331.4541015625,208,70.1662,975.42,208,1040000,355.39
30.9844,-7417.49755859375,209,71.8439,831.24,209,1045000,343.15
30.9612,-7580.39501953125,210,70.6778,929.44,210,1050000,344.04
31.0011,-7485.955078125,211,72.7959,829.14,211,1055000,359.52
30.327,-7532.29296875,212,71.1911,1020.23,212,1060000,292.32
30.9084,-7808.38427734375,213,70.8968,835.14,213,1065000,381.44
31.0247,-7892.85986328125,214,72.3702,986.49,214,1070000,365.96
30.2343,-7775.119140625,215,70.4876,979.37,215,1075000,327.33
30.0562,-8042.74658203125,216,69.224,919.35,216,1080000,316.32
30.4693,-8028.05908203125,217,70.5779,924.7,217,1085000,370.3
30.5256,-8193.693359375,218,71.5489,915.25,218,1090000,294.43
30.2535,-8155.875,219,70.1739,924.71,219,1095000,327.46
30.4857,-8393.0322265625,220,70.7456,972.81,220,1100000,339.58
30.0773,-8407.2626953125,221,70.014,871.65,221,1105000,350.98
30.183,-8515.955078125,222,70.5721,941.68,222,1110000,357.89
29.8655,-8611.9140625,223,69.8462,1029.86,223,1115000,356.36
30.8129,-8675.1181640625,224,72.4309,677.77,224,1120000,260.84
30.3591,-8907.6455078125,225,71.8016,984.8,225,1125000,317.29
30.1624,-8808.849609375,226,71.0401,744.97,226,1130000,304.43
30.1255,-8944.2783203125,227,70.0239,848.22,227,1135000,346.03
30.1323,-9233.4091796875,228,71.5341,881.11,228,1140000,308.49
30.1287,-9329.44140625,229,71.4048,939.01,229,1145000,289.65
30.223,-9566.3798828125,230,71.29,889.19,230,1150000,241.86
29.7299,-9381.658203125,231,70.9075,872.81,231,1155000,309.12
30.5069,-9426.26171875,232,70.8143,861.67,232,1160000,286.33
30.2543,-9625.701171875,233,70.284,779.45,233,1165000,236.05
29.8906,-9642.4873046875,234,70.5144,625.38,234,1170000,300.93
29.9471,-9778.841796875,235,71.1247,826.19,235,1175000,346.84
30.7813,-10092.9677734375,236,72.0768,835.68,236,1180000,358.04
30.8876,-10213.236328125,237,71.8939,865.52,237,1185000,240.18
30.5751,-10348.1083984375,238,71.3256,722.01,238,1190000,302.73
30.0555,-10270.328125,239,70.4807,481.29,239,1195000,289.17
29.9029,-10373.4150390625,240,69.4409,712.02,240,1200000,377.1
30.0787,-10602.04296875,241,70.9617,718.67,241,1205000,316.58
30.1426,-10780.3701171875,242,71.6516,873.91,242,1210000,319.2
30.293,-10908.998046875,243,71.7036,817.79,243,1215000,275.98
29.9911,-10813.2587890625,244,71.9121,708.85,244,1220000,215.11
30.701,-11007.0146484375,245,73.3555,865.77,245,1225000,290.45
30.1236,-11010.1767578125,246,70.7944,678.98,246,1230000,262.52
30.0637,-11162.83203125,247,70.2179,829.12,247,1235000,276.66
30.4458,-11315.3583984375,248,71.2497,777.74,248,1240000,324.31
29.7504,-11419.3427734375,249,70.461,830.69,249,1245000,339.09
30.7457,-11660.2724609375,250,73.1927,769.71,250,1250000,262.95
29.965,-11492.4912109375,251,71.0724,676.02,251,1255000,301.27
30.4842,-11974.0478515625,252,71.6014,817.62,252,1260000,306.51
30.5495,-11866.09375,253,73.1816,871.21,253,1265000,304.0
30.4079,-11881.4541015625,254,71.9923,770.24,254,1270000,343.75
30.2455,-11964.8818359375,255,71.6619,774.76,255,1275000,328.94
30.4039,-12069.5263671875,256,70.1731,673.44,256,1280000,262.69
30.1118,-12159.0498046875,257,71.0502,911.72,257,1285000,326.76
30.1092,-12288.966796875,258,70.3148,715.73,258,1290000,352.49
29.9046,-12331.9072265625,259,69.9962,871.52,259,1295000,275.12
30.1617,-12480.8779296875,260,71.1104,728.27,260,1300000,314.5
30.2391,-12693.81640625,261,71.5658,576.16,261,1305000,239.42
30.221,-12836.900390625,262,71.3778,870.92,262,1310000,259.45
29.8704,-12558.1015625,263,71.2816,831.17,263,1315000,305.43
30.3103,-12887.763671875,264,71.8771,775.57,264,1320000,261.41
30.86,-13196.3115234375,265,72.0315,821.21,265,1325000,288.25
30.1277,-13083.087890625,266,70.3622,1027.15,266,1330000,320.46
30.2704,-13223.81640625,267,72.6918,867.27,267,1335000,247.27
29.8082,-13108.8720703125,268,72.0291,715.17,268,1340000,325.35
30.2689,-13412.568359375,269,71.6093,671.6,269,1345000,236.21
30.126,-13363.8271484375,270,71.6057,913.23,270,1350000,262.19
30.4857,-13591.58984375,271,72.7461,920.96,271,1355000,298.0
30.554,-13870.7080078125,272,73.0692,911.03,272,1360000,283.02
30.4122,-13779.2109375,273,72.788,817.05,273,1365000,272.17
30.2147,-13894.3076171875,274,72.0347,924.84,274,1370000,253.23
30.1331,-13933.904296875,275,72.6642,822.9,275,1375000,267.18
30.2845,-14011.359375,276,73.266,772.45,276,1380000,243.92
30.0667,-13866.69921875,277,72.9923,828.35,277,1385000,280.26
30.2174,-14286.8125,278,71.6992,817.71,278,1390000,227.63
29.7025,-14288.0771484375,279,70.8568,867.07,279,1395000,276.63
30.5325,-14352.138671875,280,72.6197,761.15,280,1400000,299.48
30.3294,-14361.6181640625,281,72.6614,824.29,281,1405000,285.44
29.9743,-14743.1904296875,282,72.6239,667.38,282,1410000,291.37
30.2994,-14868.34375,283,72.4729,661.35,283,1415000,277.68
30.1475,-15169.7509765625,284,72.3182,656.31,284,1420000,273.54
29.8587,-14793.21484375,285,73.4735,711.02,285,1425000,226.78
30.2553,-15149.6298828125,286,72.4533,817.78,286,1430000,214.39
29.9918,-14928.7373046875,287,73.4846,863.88,287,1435000,235.57
30.3532,-15407.9951171875,288,71.4375,914.86,288,1440000,302.2
30.3904,-15510.7060546875,289,72.2823,821.38,289,1445000,299.26
30.5116,-15689.7880859375,290,73.0266,918.65,290,1450000,275.12
30.4878,-15515.2509765625,291,72.3993,860.68,291,1455000,195.33
29.8648,-15485.4658203125,292,72.3687,771.98,292,1460000,280.67
30.1031,-15594.474609375,293,72.155,817.39,293,1465000,221.76
30.0095,-15821.7431640625,294,72.4071,971.01,294,1470000,316.17
30.1175,-16055.8359375,295,73.4147,806.99,295,1475000,271.85
30.0605,-15922.5927734375,296,73.451,726.61,296,1480000,256.92
30.1145,-16123.927734375,297,72.2548,825.45,297,1485000,206.01
30.0874,-16263.8701171875,298,72.8092,974.91,298,1490000,309.27
29.7221,-16104.32421875,299,72.3154,587.32,299,1495000,220.68
30.2616,-16435.4375,300,72.0922,866.0,300,1500000,257.93
30.5049,-16614.84765625,301,72.2916,857.54,301,1505000,250.64
30.4026,-16656.810546875,302,71.9498,909.95,302,1510000,272.08
29.9427,-16496.99609375,303,72.7515,962.83,303,1515000,255.59
30.2482,-16607.76171875,304,72.711,764.71,304,1520000,294.83
30.9627,-16977.830078125,305,72.7572,902.44,305,1525000,290.38
30.3175,-16832.3359375,306,72.3322,809.44,306,1530000,256.42
30.2718,-16834.873046875,307,74.3653,852.02,307,1535000,258.05
30.9181,-17150.396484375,308,73.9585,721.35,308,1540000,273.64
30.6189,-17321.3046875,309,73.8309,821.25,309,1545000,285.5
30.4425,-17264.111328125,310,74.1642,916.23,310,1550000,216.05
30.4645,-17183.880859375,311,73.7341,912.31,311,1555000,294.7
30.1582,-17419.09765625,312,73.6702,872.74,312,1560000,241.44
30.3187,-17345.0546875,313,73.0904,808.93,313,1565000,261.79
29.769,-17484.462890625,314,72.1178,862.2,314,1570000,282.13
30.4437,-17760.3359375,315,72.8116,904.54,315,1575000,263.14
30.1595,-17712.423828125,316,73.0081,962.4,316,1580000,267.67
30.4557,-17514.900390625,317,73.3645,866.05,317,1585000,283.13
29.9592,-17676.9296875,318,72.8738,861.1,318,1590000,268.3
29.9502,-17652.1875,319,73.0298,862.02,319,1595000,225.82
29.8288,-17864.158203125,320,73.3035,717.62,320,1600000,175.42
30.3591,-17998.2109375,321,72.6553,908.52,321,1605000,273.45
30.5011,-17881.52734375,322,72.8477,715.21,322,1610000,266.25
30.2562,-18153.81640625,323,72.4786,617.71,323,1615000,267.96
30.4783,-18040.42578125,324,73.9942,821.78,324,1620000,285.49
30.4545,-17988.52734375,325,73.147,758.19,325,1625000,272.11
30.3783,-18068.5390625,326,72.5338,949.68,326,1630000,261.74
30.5381,-18081.337890625,327,72.1774,853.62,327,1635000,266.2
30.4588,-18039.33203125,328,72.4234,949.18,328,1640000,285.19
30.1513,-18186.982421875,329,72.2001,810.12,329,1645000,266.68
30.2695,-18346.283203125,330,72.9649,963.1,330,1650000,278.15
30.623,-18446.935546875,331,73.6784,865.31,331,1655000,243.7
30.6022,-18377.654296875,332,73.2269,935.12,332,1660000,305.9
30.3763,-18390.927734375,333,72.7982,846.84,333,1665000,304.67
30.8443,-18357.25,334,74.2459,851.96,334,1670000,309.88
30.5825,-18394.607421875,335,74.702,1009.79,335,1675000,263.03
30.647,-18423.86328125,336,74.9119,949.47,336,1680000,291.97
30.0257,-18470.37890625,337,71.6636,1007.26,337,1685000,295.74
30.4494,-18473.140625,338,74.0984,955.77,338,1690000,329.47
30.8802,-18485.15234375,339,73.3249,863.61,339,1695000,293.62
30.3184,-18631.17578125,340,74.8765,944.27,340,1700000,292.22
30.6269,-18679.90625,341,73.7096,743.54,341,1705000,282.98
30.4659,-18451.5625,342,74.278,907.73,342,1710000,278.7
30.4239,-18775.177734375,343,73.5702,814.97,343,1715000,241.06
30.1965,-18495.6796875,344,73.1291,846.1,344,1720000,272.01
31.0297,-18740.337890625,345,74.0761,798.88,345,1725000,312.06
30.2411,-18427.078125,346,72.2939,1011.01,346,1730000,296.55
30.7962,-18686.384765625,347,74.2283,904.19,347,1735000,304.33
30.2495,-18441.751953125,348,72.5657,962.16,348,1740000,302.66
30.4124,-18652.99609375,349,73.8483,907.65,349,1745000,282.17
30.6991,-18595.09375,350,74.0876,860.03,350,1750000,257.97
30.6369,-18670.103515625,351,73.4177,952.3,351,1755000,309.98
30.8196,-18881.87109375,352,73.1073,946.67,352,1760000,292.46
30.3912,-18805.841796875,353,74.6065,953.81,353,1765000,250.57
30.501,-18783.4921875,354,73.6524,952.87,354,1770000,305.43
31.0262,-18843.44140625,355,73.7603,750.99,355,1775000,285.78
30.6325,-18920.90625,356,74.3001,753.74,356,1780000,300.05
29.9976,-18788.525390625,357,73.7611,808.07,357,1785000,326.2
30.263,-18787.787109375,358,73.0353,906.45,358,1790000,240.44
30.45,-18957.791015625,359,73.8588,844.58,359,1795000,293.84
30.5793,-18905.134765625,360,74.306,742.03,360,1800000,266.23
29.9443,-18917.669921875,361,72.4823,989.38,361,1805000,259.4
30.1468,-18974.380859375,362,73.4262,944.13,362,1810000,240.39
29.8489,-18932.369140625,363,72.3906,898.71,363,1815000,259.58
30.2675,-18819.130859375,364,73.4643,949.88,364,1820000,275.15
30.1511,-18890.63671875,365,72.865,755.64,365,1825000,294.47
30.1579,-18918.349609375,366,72.961,857.77,366,1830000,323.01
29.8761,-18930.9765625,367,73.1932,856.66,367,1835000,320.42
29.9234,-18708.171875,368,71.4886,904.64,368,1840000,316.77
30.589,-18880.302734375,369,73.9112,808.53,369,1845000,289.73
30.6388,-19075.759765625,370,73.1698,954.38,370,1850000,326.95
29.7863,-18952.423828125,371,73.0473,898.35,371,1855000,284.12
30.1615,-18992.564453125,372,72.0764,808.35,372,1860000,292.13
30.4482,-18864.001953125,373,72.7181,896.77,373,1865000,269.82
30.2041,-19109.525390625,374,73.4962,1002.67,374,1870000,303.85
30.1401,-19061.248046875,375,73.5437,905.86,375,1875000,252.94
30.2074,-19065.064453125,376,73.3003,951.59,376,1880000,284.77
29.8721,-19114.505859375,377,74.0417,901.34,377,1885000,233.59
30.1541,-19191.73046875,378,73.8723,904.3,378,1890000,300.81
29.4669,-19030.46875,379,73.3058,909.29,379,1895000,300.93
30.0031,-19030.873046875,380,73.5395,755.75,380,1900000,257.01
30.0956,-18998.443359375,381,72.4816,961.63,381,1905000,291.25
29.6271,-19070.6328125,382,72.613,859.97,382,1910000,271.95
30.6277,-19210.109375,383,73.2467,953.02,383,1915000,289.38
30.2369,-19171.5703125,384,72.1669,1008.85,384,1920000,278.49
30.6736,-19206.17578125,385,74.2147,999.26,385,1925000,323.46
30.471,-19193.203125,386,74.6321,901.55,386,1930000,242.84
29.9127,-18999.31640625,387,72.3608,814.06,387,1935000,293.57
30.3972,-19221.240234375,388,73.4798,952.06,388,1940000,306.69
30.7084,-19236.8671875,389,74.9706,756.98,389,1945000,301.35
30.5461,-19024.66015625,390,74.063,892.99,390,1950000,285.45
30.3897,-19116.23828125,391,72.846,904.84,391,1955000,286.54
30.6393,-19155.03125,392,72.6621,901.62,392,1960000,244.53
29.9349,-19175.33203125,393,72.7741,946.71,393,1965000,281.46
30.3047,-19215.64453125,394,73.2965,953.1,394,1970000,318.86
29.9858,-19187.9609375,395,73.343,902.96,395,1975000,293.85
30.3237,-19183.79296875,396,72.7352,854.38,396,1980000,318.77
30.4503,-19293.697265625,397,73.9086,754.65,397,1985000,309.23
30.6098,-19255.703125,398,72.8919,852.91,398,1990000,319.58
30.1707,-19200.443359375,399,73.4867,854.35,399,1995000,299.22
30.6922,-19164.58984375,400,73.4069,998.04,400,2000000,294.36
30.2852,-19225.310546875,401,73.1023,902.21,401,2005000,272.41
30.7011,-19224.181640625,402,74.8829,950.3,402,2010000,290.22
30.3454,-19189.833984375,403,73.5047,947.64,403,2015000,248.79
30.1628,-19226.041015625,404,73.0217,804.63,404,2020000,297.74
30.3227,-19238.521484375,405,72.8057,902.46,405,2025000,310.35
30.8896,-19224.28515625,406,73.9577,903.58,406,2030000,258.74
30.6719,-19321.029296875,407,73.7064,907.58,407,2035000,278.88
