Real Det Return,Running Update Time,Itration,Running Reverse KL,Running Env Steps,Reward Loss,Running Forward KL,Real Sto Return
602.71,69,69,211.5259,345000,-11786.3310546875,372.9071,1634.21
802.92,70,70,244.6523,350000,-13373.7177734375,381.506,1487.96
1407.62,71,71,254.4022,355000,-13919.681640625,385.0451,2029.36
943.66,72,72,243.4718,360000,-13501.22265625,378.9887,1997.07
1013.36,73,73,225.4698,365000,-13068.1337890625,379.8018,1662.33
938.3,74,74,226.5219,370000,-13502.5234375,388.5627,1123.4
778.0,75,75,223.3302,375000,-13313.5205078125,372.3402,1336.2
973.29,76,76,227.5774,380000,-13236.8828125,369.4211,1181.93
848.93,77,77,247.0202,385000,-14266.62109375,384.8317,1130.2
1117.34,78,78,224.0091,390000,-13383.34375,376.1559,1289.03
967.72,79,79,262.906,395000,-14362.5966796875,371.0486,1321.71
1008.71,80,80,247.1891,400000,-14421.203125,378.6957,1069.1
850.91,81,81,298.1896,405000,-15201.009765625,402.6723,986.61
867.53,82,82,212.1005,410000,-13133.26171875,369.6293,1668.12
918.16,83,83,228.8416,415000,-13944.8447265625,376.812,1640.06
847.7,84,84,236.7455,420000,-14170.9140625,378.1349,1149.39
908.63,85,85,213.7492,425000,-13733.078125,374.1493,1901.18
936.55,86,86,260.3439,430000,-14207.015625,375.2996,1332.61
772.2,87,87,246.1107,435000,-14842.673828125,388.5863,1325.62
806.95,88,88,233.6988,440000,-14505.8359375,388.1814,1082.63
1022.39,89,89,267.0552,445000,-14819.748046875,385.298,1508.87
943.56,90,90,256.2769,450000,-14804.05078125,384.7459,1048.13
809.66,91,91,278.0384,455000,-15214.20703125,398.8463,1076.97
720.47,92,92,257.8188,460000,-15376.3466796875,405.2006,1111.53
875.77,93,93,223.0611,465000,-14346.994140625,376.1316,1680.82
968.79,94,94,264.387,470000,-15290.7431640625,389.4033,1176.09
1173.58,95,95,201.8949,475000,-13691.4033203125,365.2626,1954.57
1106.01,96,96,222.1283,480000,-13639.150390625,363.6769,2843.35
2170.85,97,97,185.3686,485000,-13182.3369140625,359.1976,2969.6
1501.64,98,98,216.519,490000,-13809.703125,365.0241,2547.02
1953.69,99,99,200.4113,495000,-13534.0390625,363.4057,3012.11
1995.27,100,100,180.6879,500000,-13112.9267578125,359.6262,3634.66
2034.8,101,101,176.4968,505000,-13079.6357421875,354.5783,3581.0
1917.2,102,102,226.7732,510000,-14001.7529296875,370.4616,2819.0
1494.71,103,103,225.4227,515000,-14456.5732421875,368.1701,3217.92
4571.3,104,104,178.8313,520000,-12910.4267578125,356.9843,4157.58
3491.95,105,105,238.8631,525000,-15029.0029296875,383.4512,3289.8
1087.38,106,106,222.4355,530000,-14546.39453125,369.8498,2563.41
1289.23,107,107,211.955,535000,-14890.1796875,368.7033,2350.27
1295.55,108,108,201.5697,540000,-14449.8466796875,375.6361,2105.27
1609.95,109,109,180.2814,545000,-14271.0810546875,364.8753,3146.39
2268.18,110,110,215.0909,550000,-14945.703125,379.6654,1736.32
1299.43,111,111,229.628,555000,-15383.826171875,377.7632,2025.28
1156.48,112,112,224.7174,560000,-15058.1171875,364.2122,2467.88
2474.36,113,113,178.5924,565000,-15055.3603515625,366.3553,3543.01
2036.73,114,114,169.0347,570000,-14563.8564453125,354.0188,2918.06
2536.16,115,115,172.857,575000,-14598.0146484375,349.808,3649.49
1995.74,116,116,195.1713,580000,-15372.2080078125,363.6577,3847.3
794.17,117,117,201.8459,585000,-15324.8017578125,358.7897,1946.9
3296.16,118,118,181.3543,590000,-14724.271484375,364.3437,4351.93
3210.24,119,119,188.4217,595000,-15090.0751953125,361.173,3174.14
3816.8,120,120,182.3052,600000,-15147.3134765625,359.9833,3540.22
2682.96,121,121,175.9046,605000,-15653.73046875,360.4696,3821.54
2416.57,122,122,178.1763,610000,-15374.443359375,364.6888,3517.0
4440.99,123,123,163.691,615000,-15505.9912109375,349.0565,4717.77
4511.63,124,124,180.2162,620000,-16063.95703125,361.5128,4659.9
4285.6,125,125,163.6288,625000,-15810.046875,350.7488,4409.76
4990.85,126,126,185.9442,630000,-16243.583984375,363.4579,4716.64
3902.73,127,127,175.8836,635000,-16185.7529296875,357.3965,4827.0
3203.29,128,128,192.038,640000,-16040.099609375,372.1801,3196.97
1929.05,129,129,159.4437,645000,-15567.5224609375,347.2683,3443.24
1951.28,130,130,158.0396,650000,-15367.4873046875,343.5462,2851.26
3820.6,131,131,171.0693,655000,-16524.208984375,352.7089,4932.7
3047.72,132,132,182.3623,660000,-16213.20703125,367.551,3553.04
1936.77,133,133,202.3631,665000,-16338.1328125,374.4894,3263.68
2315.01,134,134,158.561,670000,-16619.494140625,354.6309,3995.32
1983.42,135,135,167.6122,675000,-16285.09375,353.6759,4230.89
3052.26,136,136,209.2247,680000,-16407.3203125,361.0413,3264.28
1973.91,137,137,198.9204,685000,-16690.943359375,375.0565,2747.19
1388.34,138,138,193.5283,690000,-16571.626953125,361.9721,3003.66
2813.17,139,139,162.9527,695000,-16352.60546875,342.3512,3910.7
4880.64,140,140,157.4005,700000,-16745.296875,347.8773,4767.37
962.06,141,141,222.4053,705000,-16628.951171875,356.535,2448.42
3446.23,142,142,186.1469,710000,-17086.90625,364.001,4331.57
3252.31,143,143,179.2595,715000,-17507.107421875,365.655,4785.99
4060.99,144,144,183.6494,720000,-17310.69921875,360.8456,3943.27
3411.8,145,145,166.0583,725000,-17121.05859375,352.8867,3996.64
3767.41,146,146,173.8058,730000,-17225.90234375,357.1651,4422.21
2951.1,147,147,180.0167,735000,-16418.921875,348.5318,2725.36
1842.39,148,148,165.0587,740000,-16991.154296875,352.4525,3617.75
1516.42,149,149,193.6168,745000,-16837.833984375,353.0879,3075.53
4097.39,150,150,201.0594,750000,-17640.095703125,368.7999,3974.82
1650.71,151,151,182.3335,755000,-17473.93359375,364.6499,4150.36
2985.08,152,152,186.36,760000,-17628.28125,368.0809,4891.63
3862.8,153,153,183.9466,765000,-17883.3828125,363.4786,4645.28
2035.81,154,154,166.9016,770000,-16916.263671875,342.7056,3910.74
1872.93,155,155,162.8661,775000,-17361.908203125,348.8758,4567.47
2000.53,156,156,196.5959,780000,-18000.607421875,365.2721,4878.56
2753.1,157,157,192.0539,785000,-17948.75390625,363.6284,4601.68
1160.46,158,158,197.6273,790000,-17711.22265625,365.8334,3044.74
3026.7,159,159,182.4228,795000,-17863.80859375,360.2801,3998.42
4787.59,160,160,184.6581,800000,-18019.302734375,365.1381,4896.89
3867.04,161,161,170.7896,805000,-17880.126953125,359.4848,4902.43
4697.59,162,162,162.9582,810000,-17750.30078125,351.5089,4856.48
4146.05,163,163,163.4614,815000,-17992.76171875,351.6275,4749.19
1874.12,164,164,170.3841,820000,-17831.498046875,352.095,4097.24
4883.36,165,165,186.137,825000,-18250.39453125,360.988,4778.91
4651.97,166,166,175.1495,830000,-18335.908203125,354.6005,4838.44
5035.16,167,167,207.8359,835000,-18564.33203125,380.1518,4858.64
4802.59,168,168,190.3193,840000,-18210.716796875,369.1695,4680.91
4332.5,169,169,187.4245,845000,-18400.5390625,367.1945,4838.33
4256.24,170,170,192.0194,850000,-18269.658203125,363.8434,4228.51
4304.35,171,171,182.584,855000,-18309.52734375,360.857,4367.97
4931.81,172,172,164.9613,860000,-18144.8125,352.7215,4884.42
4289.23,173,173,194.0031,865000,-18375.46484375,367.4607,4601.14
4341.9,174,174,186.3202,870000,-17719.87890625,362.4086,3535.15
4329.66,175,175,165.0277,875000,-17251.1875,349.5816,4187.77
1350.09,176,176,161.6103,880000,-17656.732421875,341.6506,4070.36
797.38,177,177,236.8368,885000,-17535.783203125,386.8757,1290.54
670.78,178,178,273.8809,890000,-17364.693359375,386.097,1091.06
979.15,179,179,233.825,895000,-17391.517578125,380.1179,1521.01
571.27,180,180,290.2379,900000,-17429.9765625,390.9716,888.1
995.82,181,181,231.1015,905000,-17343.142578125,383.5005,1757.55
1555.57,182,182,219.5713,910000,-17536.185546875,381.6304,2652.99
1289.63,183,183,219.5319,915000,-17931.8359375,380.4891,1883.14
860.96,184,184,242.1223,920000,-17849.529296875,379.3799,2182.02
989.99,185,185,271.9709,925000,-17291.35546875,396.6939,897.29
888.26,186,186,238.2102,930000,-17583.302734375,383.912,1049.95
759.76,187,187,251.9394,935000,-17764.541015625,398.9736,929.66
561.81,188,188,296.6401,940000,-17826.29296875,402.1869,1043.46
640.64,189,189,263.8822,945000,-18068.7265625,401.1434,989.66
535.54,190,190,274.3319,950000,-17885.390625,412.1799,897.29
645.91,191,191,272.8495,955000,-17846.728515625,409.7885,913.02
580.57,192,192,261.6396,960000,-17460.740234375,410.3223,644.02
639.68,193,193,271.6744,965000,-17526.04296875,421.9198,668.25
722.4,194,194,277.8443,970000,-17688.12109375,404.096,750.28
492.25,195,195,331.1742,975000,-17510.224609375,423.2995,495.25
624.53,196,196,258.7445,980000,-16817.3515625,411.44,665.31
614.19,197,197,245.1287,985000,-16426.76953125,409.6891,658.12
638.33,198,198,253.2058,990000,-16435.3125,407.7367,658.09
506.64,199,199,242.5833,995000,-16713.58203125,402.0078,840.88
537.83,200,200,238.0071,1000000,-16340.330078125,416.7937,587.05
549.04,201,201,236.631,1005000,-16317.6572265625,397.3074,565.45
360.63,202,202,232.7254,1010000,-16414.458984375,432.7337,399.9
370.95,203,203,241.2894,1015000,-15721.6533203125,435.3415,382.11
368.35,204,204,249.8694,1020000,-16614.607421875,448.3105,396.51
292.5,205,205,253.5795,1025000,-16724.44140625,449.881,351.97
464.75,206,206,310.6393,1030000,-17772.5546875,434.1175,385.59
445.54,207,207,297.5002,1035000,-17030.62109375,444.4312,362.37
410.19,208,208,339.4195,1040000,-17985.900390625,460.135,303.71
318.26,209,209,354.2487,1045000,-18586.57421875,458.4494,330.43
510.39,210,210,348.7062,1050000,-18353.123046875,450.746,409.38
228.41,211,211,343.5695,1055000,-18328.09765625,481.3671,260.58
201.5,212,212,358.2453,1060000,-18441.853515625,465.2113,271.07
259.39,213,213,314.8229,1065000,-18532.39453125,465.7402,309.23
466.34,214,214,360.2314,1070000,-17806.42578125,453.9147,411.89
389.2,215,215,467.3767,1075000,-18279.150390625,472.582,415.29
333.74,216,216,406.2492,1080000,-18628.955078125,475.8394,358.33
342.97,217,217,361.95,1085000,-18895.400390625,491.0856,313.02
299.26,218,218,377.7423,1090000,-19309.8828125,489.324,318.61
383.35,219,219,320.2651,1095000,-19169.962890625,481.5001,417.76
291.4,220,220,414.5033,1100000,-18710.396484375,501.5948,327.63
224.59,221,221,319.9015,1105000,-19194.79296875,523.6301,242.25
225.24,222,222,330.6918,1110000,-19107.798828125,495.2117,217.95
209.79,223,223,329.4449,1115000,-18969.431640625,496.7193,211.37
217.57,224,224,331.2155,1120000,-19306.322265625,514.6066,219.57
194.79,225,225,309.9008,1125000,-19478.8125,521.6407,205.29
161.66,226,226,353.2318,1130000,-19330.130859375,529.4437,193.8
129.97,227,227,380.4146,1135000,-19260.255859375,581.6981,132.71
260.74,228,228,392.8363,1140000,-19519.8203125,505.0775,256.34
144.05,229,229,400.0755,1145000,-19482.75,545.2229,158.17
258.3,230,230,470.5841,1150000,-19370.490234375,485.3057,235.6
115.14,231,231,485.1377,1155000,-19567.220703125,610.0853,134.24
227.38,232,232,543.2353,1160000,-19307.220703125,521.7363,236.37
243.28,233,233,548.5986,1165000,-19603.732421875,504.4984,246.55
284.54,234,234,513.4983,1170000,-19378.642578125,486.4557,299.29
319.38,235,235,507.7952,1175000,-19377.17578125,489.5331,329.88
319.67,236,236,392.3955,1180000,-19117.634765625,503.8107,348.81
375.12,237,237,451.652,1185000,-19591.30859375,480.3657,389.91
411.31,238,238,368.7423,1190000,-19114.37890625,474.138,383.29
305.37,239,239,448.0468,1195000,-19345.75,486.1122,332.28
264.36,240,240,422.1024,1200000,-19411.09765625,483.681,257.38
416.62,241,241,353.5464,1205000,-18640.521484375,467.556,387.09
501.37,242,242,324.1675,1210000,-18733.669921875,452.7957,416.47
292.95,243,243,372.0743,1215000,-19315.732421875,498.4442,274.43
234.49,244,244,326.2776,1220000,-19081.978515625,511.4018,247.54
236.42,245,245,325.8604,1225000,-19154.12109375,479.6589,254.62
138.45,246,246,430.6263,1230000,-19621.55859375,538.5736,197.91
318.22,247,247,316.633,1235000,-17893.810546875,486.3986,251.29
220.58,248,248,356.8471,1240000,-19395.6328125,519.2033,242.15
241.39,249,249,325.6412,1245000,-18569.03515625,518.5197,222.64
270.12,250,250,320.1309,1250000,-19169.2578125,471.5694,290.02
270.92,251,251,390.0861,1255000,-19250.853515625,489.0514,273.21
360.47,252,252,281.1524,1260000,-18896.59765625,473.4803,423.11
247.62,253,253,336.5178,1265000,-18969.791015625,480.8467,300.04
257.81,254,254,326.4066,1270000,-18556.400390625,473.1464,283.64
258.3,255,255,345.5212,1275000,-19016.662109375,484.7371,269.79
263.32,256,256,315.0602,1280000,-18922.646484375,471.9493,273.28
299.26,257,257,309.501,1285000,-18906.44140625,468.5093,247.11
310.91,258,258,298.1362,1290000,-18628.765625,464.9059,266.12
243.25,259,259,357.6369,1295000,-19046.078125,493.9348,244.51
271.09,260,260,335.6664,1300000,-18859.111328125,492.1169,247.28
315.8,261,261,320.2301,1305000,-19057.490234375,487.9699,269.59
259.86,262,262,315.7936,1310000,-18860.146484375,492.0807,264.06
305.33,263,263,290.4726,1315000,-18880.21875,470.193,311.52
194.69,264,264,291.9211,1320000,-18937.4765625,462.5788,242.58
243.35,265,265,334.5856,1325000,-18880.103515625,489.8123,234.87
254.86,266,266,323.7136,1330000,-19005.50390625,474.4783,234.51
192.46,267,267,313.2223,1335000,-18841.357421875,537.569,174.33
203.2,268,268,316.7224,1340000,-18632.412109375,519.7547,195.04
223.38,269,269,288.376,1345000,-18837.521484375,520.2646,205.61
187.13,270,270,277.9438,1350000,-18583.119140625,504.1772,198.65
173.27,271,271,306.3143,1355000,-18857.849609375,523.0189,167.72
349.07,272,272,286.3078,1360000,-18110.76953125,469.43,310.14
440.31,273,273,301.8444,1365000,-18154.392578125,446.2314,372.21
400.57,274,274,302.319,1370000,-18143.357421875,467.1198,365.77
402.84,275,275,324.7191,1375000,-18640.640625,452.9404,309.07
423.53,276,276,307.4804,1380000,-18432.265625,447.3357,406.08
300.92,277,277,310.8548,1385000,-18538.611328125,435.2933,292.75
375.02,278,278,295.1628,1390000,-18371.845703125,435.5645,432.41
262.41,279,279,341.8079,1395000,-18221.625,446.5457,292.04
276.95,280,280,377.6706,1400000,-18511.095703125,451.7901,293.26
82.11,281,281,346.5974,1405000,-18577.04296875,615.1609,82.31
62.36,282,282,353.5291,1410000,-18149.22265625,665.9235,65.26
64.25,283,283,308.2995,1415000,-17725.2734375,621.4488,64.27
58.36,284,284,331.2749,1420000,-16871.158203125,668.3872,57.72
56.63,285,285,383.7733,1425000,-15512.2666015625,681.0318,59.21
67.51,286,286,317.4661,1430000,-16380.9912109375,635.9828,65.05
128.32,287,287,304.9471,1435000,-17623.2421875,568.6649,111.63
120.63,288,288,531.7336,1440000,-18910.7734375,640.6854,116.82
189.31,289,289,350.1906,1445000,-17121.984375,559.0916,163.71
107.17,290,290,317.0411,1450000,-14670.4423828125,542.5338,101.97
116.85,291,291,410.0081,1455000,-16722.9921875,566.5919,118.39
285.9,292,292,442.7135,1460000,-16958.646484375,538.9401,293.19
409.51,293,293,405.2144,1465000,-16706.19921875,469.5227,326.68
274.29,294,294,428.8961,1470000,-17734.453125,499.6608,301.57
327.47,295,295,363.4844,1475000,-17898.11328125,469.179,352.15
109.68,296,296,1026.1006,1480000,-19543.77734375,542.8637,121.16
74.11,297,297,1250.8749,1485000,-19560.73046875,642.9641,80.9
72.85,298,298,1466.2193,1490000,-19656.873046875,671.3434,72.91
72.17,299,299,1636.032,1495000,-19693.791015625,654.8142,75.33
70.84,300,300,1601.5405,1500000,-19686.49609375,670.498,72.5
71.91,301,301,825.466,1505000,-19669.375,666.7095,72.82
78.34,302,302,682.9125,1510000,-19726.662109375,633.1494,110.38
242.58,303,303,464.983,1515000,-18490.763671875,540.2362,245.06
238.66,304,304,378.2682,1520000,-17188.98828125,529.9957,236.58
295.8,305,305,489.2437,1525000,-17716.1015625,528.1592,291.97
292.97,306,306,364.7266,1530000,-18154.150390625,521.4093,278.25
244.38,307,307,483.1485,1535000,-18185.416015625,525.4964,244.57
206.88,308,308,464.3023,1540000,-18325.5078125,547.1191,210.2
215.81,309,309,381.37,1545000,-18022.681640625,531.3153,220.21
215.46,310,310,356.5185,1550000,-17736.25,533.6168,225.62
58.57,311,311,362.5049,1555000,-18114.025390625,561.7644,108.67
60.01,312,312,441.4785,1560000,-18027.03515625,562.559,60.6
258.39,313,313,682.5751,1565000,-18885.6328125,529.4173,251.4
230.47,314,314,579.0921,1570000,-18492.373046875,540.7624,238.77
231.47,315,315,430.3357,1575000,-18277.42578125,539.1179,232.3
168.98,316,316,533.2778,1580000,-18866.341796875,565.6183,177.11
176.56,317,317,504.4202,1585000,-17714.205078125,573.7419,190.0
178.33,318,318,724.0146,1590000,-19386.90234375,592.8641,174.41
185.54,319,319,495.7272,1595000,-19405.24609375,597.7509,183.49
204.16,320,320,409.2035,1600000,-19172.83984375,607.9639,200.39
484.77,321,321,315.1754,1605000,-19007.001953125,525.6387,441.19
418.2,322,322,362.2366,1610000,-18999.9921875,531.4567,425.08
202.65,323,323,334.8527,1615000,-19153.98046875,541.8575,195.26
79.13,324,324,382.11,1620000,-19195.400390625,593.0925,81.02
70.97,325,325,368.4248,1625000,-19480.1171875,607.735,70.98
70.96,326,326,453.5758,1630000,-19542.27734375,615.8,70.98
70.87,327,327,372.279,1635000,-19519.0703125,596.9357,70.89
70.92,328,328,461.8312,1640000,-19529.9296875,598.7696,71.16
70.89,329,329,540.6457,1645000,-19527.00390625,607.8691,70.91
70.88,330,330,412.8864,1650000,-19219.12109375,597.4592,70.89
70.99,331,331,468.0798,1655000,-19472.591796875,603.1222,71.0
70.96,332,332,450.419,1660000,-19469.462890625,601.1906,70.98
70.53,333,333,453.4561,1665000,-19373.365234375,597.0505,70.54
72.41,334,334,402.5504,1670000,-19570.84765625,605.5161,73.8
70.98,335,335,420.4964,1675000,-19301.337890625,594.0707,70.99
71.59,336,336,390.8916,1680000,-19470.15234375,603.1408,71.61
72.78,337,337,404.1524,1685000,-19375.10546875,599.3553,89.03
74.12,338,338,425.4203,1690000,-19570.884765625,605.1906,74.65
71.07,339,339,402.5862,1695000,-19442.099609375,593.2152,70.9
73.18,340,340,401.93,1700000,-19370.306640625,602.9513,73.06
73.21,341,341,380.6564,1705000,-19410.740234375,597.6614,73.06
73.43,342,342,421.4999,1710000,-19540.646484375,596.7446,73.23
72.18,343,343,444.5892,1715000,-19555.123046875,604.8851,72.18
73.57,344,344,487.4586,1720000,-19621.3203125,628.6588,73.94
73.37,345,345,461.0418,1725000,-19656.396484375,608.0581,73.1
72.71,346,346,440.9061,1730000,-19715.732421875,614.8526,72.28
73.17,347,347,442.8421,1735000,-19622.287109375,622.9961,73.39
72.27,348,348,438.0985,1740000,-19594.6015625,601.0474,72.37
72.23,349,349,380.0158,1745000,-19688.142578125,616.6002,73.55
73.41,350,350,436.7802,1750000,-19617.431640625,603.637,72.94
72.02,351,351,404.1582,1755000,-19493.177734375,594.6231,72.09
73.26,352,352,422.1198,1760000,-19627.4609375,610.5747,72.63
75.41,353,353,445.089,1765000,-19607.5546875,604.1824,74.59
70.99,354,354,443.9003,1770000,-19427.4296875,588.4976,71.01
71.0,355,355,425.1254,1775000,-19388.509765625,592.6765,71.03
71.02,356,356,437.7211,1780000,-19507.634765625,595.4319,71.09
70.64,357,357,428.8057,1785000,-19497.966796875,603.0227,70.18
73.08,358,358,415.6375,1790000,-19584.091796875,592.0608,72.92
71.11,359,359,430.7241,1795000,-19617.6875,599.3794,71.13
73.73,360,360,395.6671,1800000,-19494.419921875,606.4699,74.87
83.1,361,361,390.1465,1805000,-19511.86328125,598.1777,83.55
126.69,362,362,390.5775,1810000,-19598.697265625,587.8834,102.76
90.88,363,363,378.6724,1815000,-19674.623046875,602.5578,122.15
160.19,364,364,379.6596,1820000,-19763.720703125,561.3056,139.66
147.1,365,365,412.4941,1825000,-19805.640625,599.9169,173.21
96.07,366,366,366.9353,1830000,-19693.3046875,597.8472,87.97
77.48,367,367,398.8601,1835000,-19783.3828125,604.2168,90.88
97.34,368,368,374.9803,1840000,-19738.0859375,593.5862,100.8
71.67,369,369,390.2512,1845000,-19799.30859375,611.8339,79.2
70.07,370,370,370.406,1850000,-19511.6015625,611.9513,73.86
71.17,371,371,368.1405,1855000,-19699.33984375,600.1002,71.2
71.01,372,372,351.395,1860000,-19654.486328125,600.0365,71.74
71.26,373,373,383.8395,1865000,-19842.53515625,601.2789,74.24
72.58,374,374,391.3809,1870000,-19863.1484375,610.8406,73.71
70.97,375,375,383.4542,1875000,-19865.66015625,599.853,70.97
70.94,376,376,396.9926,1880000,-19870.94921875,613.7165,71.2
71.21,377,377,399.8871,1885000,-19850.685546875,606.2966,72.61
73.55,378,378,408.8194,1890000,-19858.05078125,602.6397,72.31
71.1,379,379,410.4661,1895000,-19876.216796875,618.5828,71.11
78.95,380,380,407.287,1900000,-19879.55859375,611.2905,77.26
71.14,381,381,416.6552,1905000,-19883.478515625,609.7628,71.45
71.04,382,382,408.6455,1910000,-19889.892578125,602.9641,71.11
79.29,383,383,403.7895,1915000,-19890.205078125,609.7781,75.98
74.38,384,384,465.4465,1920000,-19907.384765625,614.7888,72.15
71.95,385,385,400.4938,1925000,-19898.26171875,605.8235,72.36
72.1,386,386,405.492,1930000,-19898.75,610.5161,71.93
73.72,387,387,407.8851,1935000,-19900.470703125,604.9221,73.24
71.47,388,388,457.2078,1940000,-19916.134765625,619.9169,71.74
71.92,389,389,431.8688,1945000,-19916.87109375,619.7102,71.96
74.06,390,390,410.7911,1950000,-19906.744140625,620.2718,73.97
72.42,391,391,434.7216,1955000,-19895.98046875,619.7181,73.0
71.35,392,392,422.4953,1960000,-19929.990234375,618.3377,71.69
72.13,393,393,493.2011,1965000,-19921.76171875,629.268,72.68
72.48,394,394,445.5844,1970000,-19884.44140625,626.1504,72.29
72.02,395,395,451.7022,1975000,-19915.2109375,626.126,71.84
71.09,396,396,494.3559,1980000,-19933.498046875,625.7846,72.09
73.83,397,397,433.9864,1985000,-19924.244140625,620.4194,73.34
72.78,398,398,552.6094,1990000,-19858.21875,638.9303,73.65
73.34,399,399,499.9995,1995000,-19835.525390625,608.3674,74.23
73.03,400,400,495.7078,2000000,-19816.60546875,623.1323,72.5
72.82,401,401,520.3202,2005000,-19804.765625,623.5029,72.85
73.34,402,402,520.9232,2010000,-19755.412109375,589.4973,72.87
73.85,403,403,551.9845,2015000,-19894.359375,639.1761,73.87
73.39,404,404,520.0327,2020000,-19861.51953125,643.1702,73.01
73.35,405,405,494.9147,2025000,-19773.978515625,619.4087,73.69
73.29,406,406,556.2237,2030000,-19788.23828125,629.334,73.11
72.91,407,407,500.4803,2035000,-19883.1015625,635.318,73.16
73.38,408,408,471.1376,2040000,-19827.8671875,615.5844,74.05
