Running Env Steps,Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Itration
3820000,4886.46,20.3063,5075.58,-5383.92138671875,33.7958,764,764
3825000,4721.51,20.1157,5081.3,-5264.85986328125,34.2467,765,765
3830000,5009.68,17.1296,4972.43,-5317.798828125,33.9593,766,766
3835000,4791.32,16.032,4999.34,-5224.33056640625,33.1121,767,767
3840000,4945.82,17.4386,4969.05,-5401.5302734375,33.8932,768,768
3845000,4988.49,16.3518,5010.67,-5235.11474609375,33.4218,769,769
3850000,4964.29,16.8158,5033.96,-5339.759765625,34.0764,770,770
3855000,4953.31,16.8678,5031.77,-5314.16455078125,34.5399,771,771
3860000,4971.18,16.9622,5033.65,-5364.455078125,34.0353,772,772
3865000,4977.47,17.4589,5052.45,-5270.994140625,34.1252,773,773
3870000,4954.7,17.1646,5004.8,-5398.875,33.8114,774,774
3875000,4957.43,18.2053,4979.24,-5442.04638671875,34.102,775,775
3880000,269.05,31.5466,279.73,-6768.80859375,36.4015,776,776
3885000,4884.29,18.095,4958.15,-5005.49853515625,34.8909,777,777
3890000,4962.95,20.4674,5047.26,-5406.37890625,34.7587,778,778
3895000,5000.25,17.2865,5092.6,-5388.40087890625,33.8199,779,779
3900000,4779.25,18.919,5078.39,-5240.1162109375,33.2881,780,780
3905000,5083.12,16.0653,5207.23,-5383.623046875,32.9983,781,781
3910000,5015.76,16.709,5078.38,-5384.27392578125,33.7053,782,782
3915000,5032.96,16.2325,5112.67,-5156.11083984375,33.2785,783,783
3920000,4708.45,16.3166,4960.73,-4910.15625,32.8449,784,784
3925000,4986.6,16.7631,5132.94,-5077.7158203125,33.1338,785,785
3930000,4923.95,18.0857,5054.72,-4931.32470703125,33.9067,786,786
3935000,4871.87,19.2001,4939.99,-5111.4658203125,34.857,787,787
3940000,4448.67,19.5132,4609.43,-5164.21484375,33.1146,788,788
3945000,4849.4,16.9898,4930.43,-5091.74267578125,32.8707,789,789
3950000,5044.38,17.834,5182.16,-5237.75634765625,34.0851,790,790
3955000,4500.98,18.8762,4875.9,-5129.2939453125,34.0567,791,791
3960000,5061.4,19.2955,5181.69,-5326.830078125,33.3166,792,792
3965000,5075.31,16.6505,4426.53,-5592.8505859375,34.0451,793,793
3970000,5058.84,17.1708,5132.63,-5436.16748046875,33.8818,794,794
3975000,5074.92,16.8761,5187.09,-5473.7880859375,32.9866,795,795
3980000,5089.43,16.4444,5115.43,-5689.24658203125,32.5493,796,796
3985000,5071.72,18.0975,5010.85,-5656.28857421875,32.7042,797,797
3990000,5171.42,15.5548,5142.57,-5310.0185546875,32.4418,798,798
3995000,5148.05,15.6216,5209.38,-5533.26416015625,32.7045,799,799
4000000,4939.25,15.3426,5318.04,-5301.4970703125,32.0707,800,800
4005000,11.57,43.2467,9.77,-6231.87841796875,51.0798,801,801
4010000,-4.45,37.284,-4.47,-4923.158203125,55.7704,802,802
4015000,369.39,50.6129,379.1,-5770.47802734375,50.4792,803,803
4020000,3861.73,16.2253,3900.79,-5103.33447265625,37.523,804,804
4025000,2761.12,30.2679,1950.51,-6133.9853515625,38.3671,805,805
4030000,4668.87,22.1388,4890.01,-6016.34765625,36.3872,806,806
4035000,4830.92,17.323,4943.14,-5681.818359375,34.1905,807,807
4040000,4470.6,17.0926,4859.01,-6228.11328125,35.0314,808,808
4045000,4687.63,17.815,4931.66,-6142.47314453125,35.5286,809,809
4050000,5085.27,16.8472,5129.06,-5627.59130859375,33.7358,810,810
4055000,5002.86,16.1033,5387.12,-5748.27490234375,33.7639,811,811
4060000,5182.39,16.4626,5358.9,-5708.6162109375,34.0853,812,812
4065000,5253.22,16.7517,5398.09,-5752.30615234375,34.3908,813,813
4070000,5095.68,15.7761,5217.41,-5936.033203125,33.5931,814,814
4075000,5208.5,16.0642,5322.97,-5869.6708984375,34.1914,815,815
4080000,5104.5,16.81,5280.3,-5806.79248046875,33.9462,816,816
4085000,5224.34,16.8578,5459.97,-5715.6884765625,34.5075,817,817
4090000,5197.91,16.1238,5315.27,-5673.23486328125,33.8577,818,818
4095000,5297.08,15.976,5456.26,-5431.05712890625,33.8705,819,819
4100000,5251.15,16.7868,5400.5,-5516.32177734375,34.052,820,820
4105000,5273.75,16.1127,5362.03,-5538.0908203125,33.8118,821,821
4110000,5262.83,16.344,5382.73,-5532.22265625,33.8501,822,822
4115000,5297.87,16.2703,5488.56,-5663.638671875,32.6714,823,823
4120000,5220.88,15.731,5466.16,-5480.57763671875,33.4378,824,824
4125000,5282.36,15.1741,5478.67,-5452.95166015625,32.995,825,825
4130000,5234.87,14.8798,5426.3,-5448.775390625,33.6,826,826
4135000,5098.71,15.9347,5463.64,-5639.7099609375,34.2403,827,827
4140000,5013.51,15.347,5464.17,-5569.51708984375,33.1914,828,828
4145000,5045.61,15.6596,5428.1,-5903.43212890625,33.0383,829,829
4150000,5246.46,15.5985,5395.02,-5766.6826171875,33.1663,830,830
4155000,5076.77,15.9724,5408.05,-5841.3388671875,34.3577,831,831
4160000,5221.04,16.1013,5414.95,-5783.40087890625,32.7661,832,832
4165000,5092.42,16.7268,5419.88,-5874.49560546875,33.7108,833,833
4170000,5244.35,17.1978,5427.99,-5879.69482421875,34.2597,834,834
4175000,5280.22,16.1019,5411.03,-5959.9912109375,33.2601,835,835
4180000,5288.12,16.3184,5423.62,-5877.55859375,33.5557,836,836
4185000,5277.42,16.7872,5440.22,-5974.5244140625,33.8746,837,837
4190000,5252.83,16.3356,5441.36,-5962.38916015625,33.2165,838,838
4195000,5264.8,16.888,5405.9,-5922.43212890625,34.3926,839,839
4200000,5282.99,16.2097,5445.55,-5889.7685546875,33.0498,840,840
4205000,5227.83,16.4279,5421.22,-5923.59375,34.1103,841,841
4210000,5264.27,16.4848,5413.15,-5982.470703125,33.7538,842,842
4215000,5271.59,16.5725,5380.92,-5977.87939453125,33.5006,843,843
4220000,5291.68,16.7333,5453.27,-6020.69775390625,32.4298,844,844
4225000,5277.61,15.9688,5464.63,-6134.53759765625,32.513,845,845
4230000,5261.38,16.4307,5414.94,-5947.21337890625,32.7587,846,846
4235000,5273.18,16.4793,5452.19,-5967.54638671875,32.6714,847,847
4240000,5248.73,15.8466,5444.14,-6019.72802734375,32.5625,848,848
4245000,5055.7,16.6668,5451.48,-6169.072265625,33.4826,849,849
4250000,5172.92,17.3363,5487.77,-6150.33251953125,33.3507,850,850
4255000,5231.02,16.3746,5481.07,-6039.82275390625,33.1123,851,851
4260000,5337.75,16.6651,5517.17,-6119.81494140625,33.9505,852,852
4265000,5300.92,16.484,5490.41,-5963.576171875,33.7889,853,853
4270000,5319.58,16.2133,5509.21,-6164.49755859375,33.606,854,854
4275000,5290.25,16.4069,5470.79,-5948.98876953125,34.1487,855,855
4280000,5287.69,16.2617,5462.17,-6140.4609375,33.5569,856,856
4285000,5335.53,16.6521,5542.4,-5910.93701171875,33.8128,857,857
4290000,5362.46,16.3848,5531.89,-6161.2177734375,33.5597,858,858
4295000,5347.71,16.585,5517.43,-6172.529296875,33.5448,859,859
4300000,5352.38,16.597,5495.19,-6357.17578125,33.6231,860,860
4305000,5378.78,16.6363,5532.02,-6066.25732421875,33.2455,861,861
4310000,5346.88,16.3866,5511.94,-6061.9404296875,33.7376,862,862
4315000,5355.51,16.8021,5502.76,-6174.28662109375,33.2168,863,863
4320000,5378.49,16.8068,5516.79,-6235.95849609375,32.7246,864,864
4325000,5384.96,16.7309,5539.31,-6251.76171875,33.5612,865,865
4330000,5384.38,17.0641,5553.95,-6370.7578125,33.3986,866,866
4335000,5383.12,16.2916,5549.45,-6285.20751953125,32.1455,867,867
4340000,5366.54,17.0307,5490.36,-6393.462890625,32.925,868,868
4345000,5377.66,16.5727,5536.95,-6354.28515625,32.3003,869,869
4350000,5376.5,16.9215,5554.46,-6533.90478515625,33.7699,870,870
4355000,5344.77,16.7838,5515.07,-6391.529296875,33.3914,871,871
4360000,5366.45,16.387,5571.35,-6310.52392578125,32.9759,872,872
4365000,5397.29,16.6186,5557.19,-6331.36083984375,32.4249,873,873
4370000,5312.51,16.7403,5448.25,-6439.419921875,33.027,874,874
4375000,5377.67,16.5492,5552.61,-6418.6240234375,32.7231,875,875
4380000,5398.79,16.2187,5565.31,-6170.68896484375,32.3439,876,876
4385000,5371.69,16.1744,5552.95,-6330.27685546875,32.5891,877,877
4390000,5366.46,16.3314,5485.84,-6173.37890625,32.2578,878,878
4395000,5370.04,16.4951,5555.17,-6338.146484375,32.7143,879,879
4400000,5383.44,16.6063,5587.51,-6387.13818359375,32.4567,880,880
4405000,5365.16,17.6182,5575.48,-6740.68310546875,32.7449,881,881
4410000,5368.31,16.6633,5531.17,-6540.1171875,33.2743,882,882
4415000,5173.57,16.3715,5529.69,-6500.4287109375,32.7068,883,883
4420000,5271.66,16.3289,5501.45,-6621.7392578125,32.7942,884,884
4425000,5388.25,16.4146,5504.04,-6527.4541015625,32.3869,885,885
4430000,5389.9,16.3825,5558.28,-6465.6591796875,32.1462,886,886
4435000,5393.43,16.51,5583.27,-6432.4033203125,32.7375,887,887
4440000,5389.98,16.9455,5604.37,-6426.1435546875,32.7067,888,888
4445000,5412.13,16.4156,5568.45,-6329.60546875,32.1004,889,889
4450000,5406.26,16.2511,5579.15,-6451.29296875,32.8509,890,890
4455000,5386.81,16.1475,5555.75,-6460.84912109375,32.8302,891,891
4460000,5074.22,15.8787,5562.11,-6371.30810546875,33.2867,892,892
4465000,5436.08,16.7727,5602.68,-6353.61865234375,33.2583,893,893
4470000,5373.82,16.6241,5500.89,-6474.3212890625,32.4815,894,894
4475000,5404.39,18.0771,5599.56,-6650.1416015625,33.2754,895,895
4480000,5363.49,16.643,5528.1,-6573.82666015625,32.0656,896,896
4485000,5378.61,16.5209,5556.04,-6580.46435546875,32.1491,897,897
4490000,5302.08,17.1565,5451.37,-6580.7734375,32.0694,898,898
4495000,5390.42,16.0648,5594.13,-6736.337890625,33.0943,899,899
4500000,5379.15,16.7319,5541.32,-6737.880859375,32.8333,900,900
4505000,5386.07,16.4841,5516.39,-6698.55712890625,32.5461,901,901
4510000,5379.39,16.7113,5535.27,-6761.86279296875,32.0389,902,902
4515000,5295.05,15.9163,5456.4,-6600.630859375,31.7677,903,903
4520000,5392.85,16.5331,5582.59,-6562.0048828125,32.9553,904,904
4525000,5360.36,16.6939,5563.63,-6779.56591796875,32.8397,905,905
4530000,5345.54,17.1583,5589.59,-6744.59033203125,33.5366,906,906
4535000,5224.05,16.0814,5523.59,-6684.06005859375,32.9594,907,907
4540000,5283.76,16.9042,5546.52,-6882.9853515625,32.3387,908,908
4545000,5182.36,17.3572,5592.0,-6753.0029296875,33.1147,909,909
4550000,5410.57,16.3274,5572.87,-6758.4189453125,32.759,910,910
4555000,5177.99,17.2663,5553.02,-6861.8076171875,32.7374,911,911
4560000,5245.12,16.7162,5531.3,-6788.3701171875,32.9786,912,912
4565000,5197.66,16.8892,5471.95,-6794.2314453125,32.6155,913,913
4570000,5378.72,16.8098,5500.07,-6942.53466796875,32.4032,914,914
4575000,5226.45,17.1866,5508.07,-6936.3310546875,32.8812,915,915
4580000,5161.65,17.2055,5520.34,-6983.10205078125,33.0094,916,916
4585000,4887.25,17.2515,5549.75,-6821.1259765625,33.4633,917,917
4590000,5233.94,16.7614,5473.31,-6748.81640625,32.269,918,918
4595000,5239.36,17.2923,5548.58,-7050.79736328125,32.6137,919,919
4600000,5462.68,17.3939,5624.68,-6989.6220703125,32.746,920,920
4605000,5407.94,16.998,5569.84,-6876.88330078125,32.9059,921,921
4610000,5065.44,17.2216,5558.25,-6870.18017578125,32.7169,922,922
4615000,5408.76,17.1438,5550.22,-7058.03271484375,32.563,923,923
4620000,5404.9,16.517,5573.74,-7034.76513671875,32.3242,924,924
4625000,5229.35,17.6528,5591.52,-7092.8916015625,33.0423,925,925
4630000,4836.0,19.4762,5589.85,-7132.2001953125,33.5007,926,926
4635000,5132.23,16.5334,5513.3,-6975.6083984375,32.7859,927,927
4640000,5423.57,17.5479,5580.31,-7107.7021484375,32.9115,928,928
4645000,5366.25,16.7238,5526.86,-6928.6376953125,32.3073,929,929
4650000,5255.34,17.166,5600.16,-7090.26904296875,32.8611,930,930
4655000,5400.27,16.7886,5574.52,-6908.94384765625,32.5161,931,931
4660000,5432.94,18.6285,5602.43,-6882.2939453125,33.4342,932,932
4665000,5378.1,17.0598,5559.85,-6942.9921875,32.3789,933,933
4670000,5435.41,17.3249,5594.38,-7155.41259765625,32.53,934,934
4675000,5399.06,17.6295,5524.83,-7409.52294921875,32.9775,935,935
4680000,5423.17,16.8681,5533.33,-7083.5673828125,32.7227,936,936
4685000,5425.94,17.0824,5484.23,-7103.7470703125,32.4314,937,937
4690000,5068.33,16.7864,5592.92,-7117.2666015625,33.556,938,938
4695000,5127.04,20.7319,5451.69,-7082.681640625,33.3869,939,939
4700000,5415.78,16.987,5577.75,-7137.3642578125,32.9884,940,940
4705000,5267.19,16.6661,5583.68,-6962.6923828125,33.0106,941,941
4710000,5105.37,16.5026,5491.29,-7105.892578125,32.9066,942,942
4715000,5382.52,16.5904,5591.68,-7080.8203125,32.4391,943,943
4720000,5402.96,16.4741,5558.34,-7096.16015625,31.6652,944,944
4725000,5285.73,17.1945,5571.71,-7116.5029296875,32.7205,945,945
4730000,5159.89,18.2498,5610.47,-6982.20556640625,32.9148,946,946
4735000,5419.43,17.4602,5578.07,-7045.021484375,32.7378,947,947
4740000,5298.78,16.4609,5566.91,-6965.67236328125,32.553,948,948
4745000,5226.57,16.3722,5571.51,-6869.9365234375,32.8755,949,949
4750000,5191.42,16.2972,5591.99,-6904.28955078125,32.0303,950,950
4755000,5229.24,16.4622,5587.04,-6834.5849609375,33.1041,951,951
4760000,4638.02,18.5463,5595.76,-6870.34765625,33.1196,952,952
4765000,5219.31,17.9419,5575.95,-6756.52294921875,32.9797,953,953
4770000,5306.39,18.935,5570.77,-6996.13525390625,32.6894,954,954
4775000,4309.37,18.8389,5507.63,-7023.04150390625,33.2575,955,955
4780000,4902.36,16.3411,5585.33,-6950.888671875,32.0885,956,956
4785000,3505.85,19.0829,5089.88,-6884.1923828125,32.8996,957,957
4790000,3620.21,18.0689,5394.27,-7390.32275390625,33.3177,958,958
4795000,3444.0,19.8771,4970.58,-7111.70458984375,33.257,959,959
4800000,3541.53,23.9322,5600.92,-7014.533203125,33.7162,960,960
4805000,4494.13,19.9085,5587.51,-6952.33544921875,32.7429,961,961
4810000,4648.71,19.2508,5576.86,-7034.892578125,33.3038,962,962
4815000,5037.08,17.2057,5564.96,-7156.42431640625,31.5616,963,963
4820000,5146.83,18.4525,5550.99,-7003.15771484375,31.7582,964,964
4825000,5413.18,16.5089,5539.26,-7118.82666015625,30.9112,965,965
4830000,5034.07,17.0606,5581.69,-6979.6708984375,31.4941,966,966
4835000,5013.62,16.2543,5555.9,-7029.7138671875,32.061,967,967
4840000,4458.8,15.9245,5385.42,-7152.880859375,33.1659,968,968
4845000,4943.91,21.8166,5513.78,-6949.2568359375,32.7749,969,969
4850000,3793.06,17.4079,5534.3,-7526.80419921875,33.1914,970,970
4855000,5231.15,16.1689,5462.56,-7145.94287109375,31.7226,971,971
4860000,5030.14,15.7354,5339.78,-7089.70458984375,31.3925,972,972
4865000,5341.33,15.6997,5548.94,-7186.77490234375,31.7103,973,973
4870000,5133.49,15.7525,5560.92,-7114.166015625,31.4953,974,974
4875000,5349.08,15.6703,5543.95,-7042.6376953125,31.6625,975,975
4880000,4578.61,15.7597,5503.09,-7367.4619140625,32.8075,976,976
4885000,4971.03,16.7774,5530.59,-7170.2802734375,32.1951,977,977
4890000,4874.23,15.5654,5539.22,-7205.728515625,32.0351,978,978
4895000,5056.56,14.7931,5562.18,-7311.8388671875,32.2948,979,979
4900000,5297.26,14.9698,5528.38,-7166.80810546875,31.7287,980,980
4905000,5340.92,15.2056,5524.49,-7218.703125,31.3743,981,981
4910000,5036.08,16.0951,5567.03,-7280.30615234375,32.8078,982,982
4915000,5184.51,15.8851,5590.55,-7445.86376953125,32.6623,983,983
4920000,5209.9,14.7511,5559.57,-7231.505859375,32.1296,984,984
4925000,4975.27,14.9288,5544.86,-7426.53662109375,32.3124,985,985
4930000,5394.87,15.2496,5561.62,-7137.59619140625,31.0769,986,986
4935000,4875.0,15.9601,5519.52,-7379.13037109375,31.688,987,987
4940000,4985.23,16.3275,5573.67,-7309.4111328125,32.1936,988,988
4945000,5389.42,16.0137,5573.09,-7301.7763671875,31.1426,989,989
4950000,5423.52,15.1039,5545.76,-7422.86279296875,31.6726,990,990
4955000,5280.17,15.3972,5533.88,-7363.31591796875,31.6306,991,991
4960000,5103.29,14.7755,5610.38,-7318.75537109375,31.7009,992,992
4965000,5367.53,15.5855,5598.36,-7354.4169921875,31.3729,993,993
4970000,5408.68,15.6723,5599.24,-7177.69091796875,31.0468,994,994
4975000,5260.8,14.9224,5608.28,-7254.08740234375,31.5388,995,995
4980000,5411.51,15.5608,5605.81,-7419.224609375,31.8277,996,996
4985000,5371.53,14.0444,5622.28,-7274.447265625,32.1105,997,997
4990000,5192.95,14.8296,5610.5,-7227.3447265625,31.3948,998,998
4995000,5399.19,14.9635,5574.99,-7276.1171875,31.5029,999,999
5000000,5163.14,15.5969,5599.97,-7280.88037109375,31.7032,1000,1000
5005000,5226.79,15.3555,5592.67,-7215.1201171875,31.3123,1001,1001
5010000,5201.05,20.6258,5594.84,-7258.427734375,31.8912,1002,1002
5015000,5303.68,15.7514,5567.1,-7315.31591796875,31.7679,1003,1003
5020000,5383.67,15.8183,5536.27,-7183.8876953125,31.1937,1004,1004
5025000,5395.93,15.6245,5596.25,-7457.30859375,31.8767,1005,1005
5030000,5237.7,15.971,5597.79,-7305.47607421875,31.9012,1006,1006
5035000,5001.43,16.9283,5546.57,-7251.1396484375,31.2852,1007,1007
5040000,5384.12,15.3571,5527.4,-7262.35791015625,32.0005,1008,1008
5045000,5245.07,15.9726,5538.84,-7325.12841796875,31.7659,1009,1009
5050000,5236.17,14.0068,5516.84,-7428.4677734375,31.5003,1010,1010
5055000,5342.73,15.6958,5479.28,-7351.30224609375,31.2395,1011,1011
5060000,5148.32,15.34,5505.46,-7189.10205078125,30.7536,1012,1012
5065000,5110.45,14.6631,5313.44,-7190.90380859375,31.1775,1013,1013
5070000,5306.25,14.9126,5423.68,-7329.85888671875,31.1811,1014,1014
5075000,4855.86,14.3705,5337.73,-7364.9599609375,31.6203,1015,1015
5080000,5204.91,13.9231,4564.99,-7162.8349609375,31.2439,1016,1016
5085000,5279.7,20.8196,5091.11,-7131.42529296875,31.3717,1017,1017
5090000,5011.31,14.2362,5403.02,-7313.21337890625,31.0056,1018,1018
5095000,4946.18,16.3511,5418.15,-7435.2275390625,31.7583,1019,1019
5100000,5249.91,14.05,5294.41,-7533.2080078125,31.8302,1020,1020
5105000,5279.32,15.1658,5356.87,-7453.595703125,31.7078,1021,1021
5110000,5250.55,18.5946,5385.72,-7506.70361328125,32.2506,1022,1022
5115000,5104.34,19.5249,5159.32,-7535.9931640625,32.2856,1023,1023
5120000,5259.39,14.4166,5368.93,-7407.69677734375,31.4431,1024,1024
5125000,5097.85,14.43,5294.41,-7477.1279296875,31.4346,1025,1025
5130000,5224.57,14.6421,5265.54,-7409.40380859375,31.3687,1026,1026
5135000,4812.75,13.7493,5212.54,-7643.58837890625,31.878,1027,1027
5140000,5162.06,14.4648,5231.9,-7618.65625,31.3971,1028,1028
5145000,4863.88,13.9247,5253.26,-7741.8720703125,32.3988,1029,1029
5150000,5274.43,16.0414,5319.0,-7475.68505859375,31.902,1030,1030
5155000,5266.59,15.0884,5407.63,-7594.42724609375,31.6498,1031,1031
5160000,5177.26,15.1203,5325.42,-7800.5966796875,31.8728,1032,1032
5165000,5340.32,15.0941,5413.12,-7663.4912109375,31.7873,1033,1033
5170000,4906.19,14.6233,5457.44,-7682.8779296875,32.1686,1034,1034
5175000,5263.88,15.0284,5495.7,-7569.4501953125,31.6461,1035,1035
5180000,5095.55,14.7648,5472.47,-7671.0224609375,31.602,1036,1036
5185000,4806.12,15.5488,5357.67,-7812.76025390625,32.289,1037,1037
5190000,5204.99,14.7751,5388.91,-7729.25927734375,32.0295,1038,1038
5195000,5321.57,14.6454,5430.17,-7831.11767578125,32.0038,1039,1039
5200000,5127.33,13.674,5477.22,-7919.037109375,32.4243,1040,1040
5205000,5292.11,15.4705,5380.28,-7641.49462890625,32.0713,1041,1041
5210000,5297.93,15.4395,5369.73,-7799.6923828125,31.9977,1042,1042
5215000,5319.02,15.0868,5408.6,-7699.3896484375,31.6236,1043,1043
5220000,489.37,156.709,581.84,-5502.66064453125,47.8687,1044,1044
5225000,433.39,59.468,505.55,-8311.2685546875,49.1701,1045,1045
5230000,196.75,26.7378,112.31,-6810.20166015625,51.1242,1046,1046
5235000,545.44,37.419,552.6,-7678.54443359375,47.2655,1047,1047
5240000,71.64,65.7251,8.59,-5995.04541015625,56.6404,1048,1048
5245000,3530.79,16.1464,3576.63,-7607.251953125,34.4263,1049,1049
5250000,2534.8,25.3704,2805.3,-7599.88037109375,36.4174,1050,1050
5255000,4265.58,17.6093,4391.67,-7485.01025390625,36.3343,1051,1051
5260000,4253.99,19.2006,4296.87,-7727.48974609375,37.244,1052,1052
5265000,4667.19,18.8724,4785.06,-7120.4462890625,34.8077,1053,1053
5270000,5094.24,16.1553,5413.72,-7395.2587890625,32.7052,1054,1054
5275000,4392.52,16.1741,5038.21,-7835.8310546875,34.0815,1055,1055
5280000,3984.02,15.3188,4273.62,-7787.2626953125,34.2469,1056,1056
5285000,3499.73,14.9777,3684.02,-8691.7685546875,34.801,1057,1057
5290000,4646.6,16.2973,5270.71,-7669.13720703125,33.0775,1058,1058
5295000,5020.21,17.2904,5429.37,-7562.22900390625,33.3376,1059,1059
5300000,5101.81,18.511,5303.75,-7711.3037109375,33.1158,1060,1060
5305000,4887.45,15.2939,5266.98,-7741.19189453125,32.661,1061,1061
5310000,5182.18,16.9446,5255.22,-7822.04052734375,33.3491,1062,1062
5315000,5228.23,17.3256,5408.81,-7711.63671875,33.0596,1063,1063
5320000,5100.98,16.963,5412.74,-7877.0341796875,33.0195,1064,1064
5325000,5262.6,17.947,5430.65,-7752.1298828125,33.0763,1065,1065
5330000,5162.34,16.7684,5437.79,-7568.919921875,32.9863,1066,1066
5335000,5260.01,17.7948,5445.95,-7756.701171875,32.564,1067,1067
5340000,5309.6,16.9652,5447.36,-7545.5126953125,31.9625,1068,1068
5345000,5287.3,17.5227,5474.28,-7725.0126953125,31.8955,1069,1069
5350000,5222.88,17.3985,5388.73,-7756.591796875,32.3145,1070,1070
5355000,5320.37,16.9064,5470.81,-7700.7529296875,32.2757,1071,1071
5360000,5282.27,16.796,5455.12,-7636.2333984375,31.4402,1072,1072
5365000,5201.54,15.9192,5344.99,-7823.50244140625,32.3822,1073,1073
5370000,5144.57,16.8665,5435.08,-7821.62548828125,32.5058,1074,1074
5375000,5084.74,16.7621,5441.58,-8009.529296875,32.186,1075,1075
5380000,5110.5,17.9779,5459.55,-8017.818359375,32.6867,1076,1076
5385000,5101.64,16.2534,5376.93,-7914.3447265625,32.4551,1077,1077
5390000,4880.51,16.8456,5444.53,-7918.5751953125,32.4718,1078,1078
5395000,4995.38,16.7797,5467.32,-8391.537109375,32.4906,1079,1079
5400000,5312.34,16.6707,5389.07,-7719.70556640625,32.1379,1080,1080
5405000,4070.03,16.4077,5444.87,-8339.287109375,32.6675,1081,1081
5410000,5025.42,17.748,5490.2,-8246.2333984375,32.7511,1082,1082
5415000,5337.09,19.0652,5505.89,-8114.58203125,32.2616,1083,1083
5420000,4995.3,18.3865,5495.36,-8074.89697265625,32.1109,1084,1084
5425000,5217.02,17.6541,5514.27,-8137.6513671875,32.4809,1085,1085
5430000,5393.26,17.5355,5478.65,-7906.306640625,32.288,1086,1086
5435000,5385.09,17.6447,5500.6,-7884.63330078125,32.0904,1087,1087
5440000,5363.35,17.363,5486.19,-7682.8671875,31.5897,1088,1088
5445000,5435.11,17.4394,5557.56,-8101.0322265625,32.2976,1089,1089
5450000,5429.39,17.613,5578.16,-7842.48095703125,32.5175,1090,1090
5455000,5003.84,17.768,5550.69,-7743.79736328125,32.1689,1091,1091
5460000,5310.69,16.2919,5603.66,-7767.16943359375,32.0519,1092,1092
5465000,5224.16,16.9608,5526.98,-7711.1455078125,31.5872,1093,1093
5470000,5450.63,17.5079,5581.27,-7884.01025390625,32.2222,1094,1094
5475000,5311.58,17.6124,5578.32,-7913.4541015625,31.7964,1095,1095
5480000,5338.86,17.584,5518.92,-7611.0068359375,31.216,1096,1096
5485000,5379.0,17.2296,5516.93,-7750.90966796875,32.0587,1097,1097
5490000,5169.98,17.6217,5524.21,-7732.48095703125,31.4737,1098,1098
5495000,4784.29,18.8776,5411.34,-7788.783203125,32.5238,1099,1099
5500000,5297.3,23.7297,5556.03,-7843.73876953125,32.607,1100,1100
5505000,5166.5,19.5906,5532.06,-7777.8662109375,32.3392,1101,1101
5510000,5437.94,17.3979,5544.63,-7709.46728515625,31.5395,1102,1102
5515000,5232.72,17.5877,5565.74,-7779.31787109375,32.0513,1103,1103
5520000,5414.17,17.8803,5522.25,-7822.77001953125,31.7385,1104,1104
5525000,5470.94,18.5312,5592.02,-7753.1357421875,32.3154,1105,1105
5530000,5411.15,17.8212,5556.64,-7770.20947265625,31.981,1106,1106
5535000,5437.45,18.0046,5570.24,-7829.71484375,32.2128,1107,1107
5540000,5396.36,17.9374,5545.45,-8039.20849609375,32.0907,1108,1108
5545000,5133.38,18.7563,5492.11,-7927.5166015625,32.0911,1109,1109
5550000,5447.62,19.5625,5558.79,-8000.59521484375,31.7938,1110,1110
5555000,4361.44,19.2305,4996.65,-7940.21240234375,31.8883,1111,1111
5560000,5455.01,19.7851,5564.37,-8108.41162109375,32.4316,1112,1112
5565000,5441.69,17.4699,5574.55,-8027.85302734375,31.5918,1113,1113
5570000,4932.35,18.5254,5577.34,-8102.1279296875,31.912,1114,1114
5575000,5449.16,17.5319,5557.25,-7844.87890625,31.4179,1115,1115
5580000,4894.03,21.5694,4743.22,-7975.7490234375,32.5158,1116,1116
5585000,5429.8,17.8129,5522.38,-7945.08935546875,31.8676,1117,1117
5590000,5197.41,17.7471,5586.3,-7911.8720703125,31.007,1118,1118
5595000,4945.82,21.8913,5334.88,-7904.33984375,31.9856,1119,1119
5600000,5459.91,17.3814,5563.81,-7715.38330078125,31.4875,1120,1120
5605000,5472.47,17.4795,5573.48,-7760.541015625,31.1606,1121,1121
5610000,5209.29,17.1239,5588.93,-7617.5771484375,31.3254,1122,1122
5615000,5205.91,19.5641,5311.65,-8202.2587890625,32.0893,1123,1123
5620000,5434.3,17.4847,5543.07,-8014.61962890625,31.2069,1124,1124
5625000,5470.12,17.8898,5573.26,-7938.45361328125,31.6298,1125,1125
5630000,5465.81,18.0437,5576.82,-7834.0771484375,31.5549,1126,1126
5635000,5453.21,17.2659,5552.37,-8116.8671875,31.8625,1127,1127
5640000,5454.21,17.8001,5559.54,-7993.10888671875,31.9285,1128,1128
5645000,5270.47,18.0616,5553.87,-7906.95751953125,31.9372,1129,1129
5650000,5505.22,17.9726,5620.67,-8011.98974609375,31.2258,1130,1130
5655000,5489.55,18.2353,5594.23,-7975.7734375,31.517,1131,1131
5660000,5266.65,17.5184,5560.57,-8139.521484375,31.9409,1132,1132
5665000,5491.12,17.9026,5590.5,-7985.16943359375,31.9416,1133,1133
5670000,5392.07,17.8841,5617.19,-8018.61767578125,31.8172,1134,1134
5675000,5503.04,17.6073,5599.56,-7922.73828125,31.9374,1135,1135
5680000,5477.44,17.4807,5624.0,-8099.861328125,31.7626,1136,1136
5685000,5513.62,18.1579,5638.92,-8092.99072265625,31.5154,1137,1137
