Running Env Steps,Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Itration
790000,4767.4,12.5137,4905.63,-531.1983642578125,34.1687,158,158
795000,4743.04,11.89,4856.97,-519.758544921875,34.1807,159,159
800000,4752.43,12.9167,4887.45,-562.5477294921875,34.5932,160,160
805000,4771.14,12.7541,4901.62,-534.5594482421875,34.6642,161,161
810000,4733.02,12.5336,4955.38,-550.5113525390625,35.3653,162,162
815000,4772.69,12.8224,4928.42,-542.88720703125,34.2019,163,163
820000,4762.96,12.879,4918.27,-541.395263671875,34.59,164,164
825000,4746.7,12.3958,4816.64,-516.9273071289062,33.7608,165,165
830000,4805.54,14.1252,4936.6,-542.1572265625,33.3433,166,166
835000,4785.05,11.7841,4939.98,-505.8529357910156,33.2158,167,167
840000,4655.41,12.1285,4903.96,-521.617431640625,34.0841,168,168
845000,4807.32,12.389,4935.76,-531.5437622070312,33.3633,169,169
850000,4802.74,12.3618,4867.89,-551.2164306640625,34.3645,170,170
855000,4700.62,12.0446,4923.77,-554.8902587890625,34.2283,171,171
860000,4773.77,12.4506,4881.01,-578.378662109375,34.7164,172,172
865000,4786.48,12.3431,4892.88,-580.2671508789062,34.7854,173,173
870000,4855.12,11.5468,5032.13,-523.1632080078125,33.4019,174,174
875000,4787.75,12.2107,4844.9,-543.1569213867188,33.5792,175,175
880000,4804.37,12.0985,4803.36,-556.31640625,33.5546,176,176
885000,4828.2,11.8154,4849.89,-529.9812622070312,33.1714,177,177
890000,4860.19,12.5453,4941.92,-582.4649047851562,34.3758,178,178
895000,4827.22,12.2444,4917.83,-584.3936767578125,33.8883,179,179
900000,4828.81,11.8458,5085.2,-548.909912109375,34.0942,180,180
905000,4824.71,11.4454,5014.56,-568.7098388671875,33.2574,181,181
910000,4886.91,12.0744,4979.38,-553.740478515625,32.6039,182,182
915000,4886.52,11.9807,5027.7,-562.9257202148438,34.2962,183,183
920000,4892.81,11.7597,5034.24,-564.015380859375,32.8818,184,184
925000,4932.94,11.3478,5108.48,-542.307373046875,33.2684,185,185
930000,4906.75,12.2611,4995.77,-554.81396484375,33.9012,186,186
935000,4923.06,12.2418,5024.27,-575.6021728515625,32.9116,187,187
940000,4908.46,11.7518,5033.21,-601.62451171875,33.8939,188,188
945000,4832.91,11.5451,4952.01,-603.6622314453125,33.7776,189,189
950000,4913.01,11.3435,5077.35,-606.3841552734375,33.5462,190,190
955000,4537.18,11.123,3101.71,-585.8978271484375,33.1814,191,191
960000,4928.85,11.4406,5041.31,-566.4622802734375,31.9899,192,192
965000,4828.48,11.5305,4964.16,-540.7935180664062,32.4121,193,193
970000,4905.93,11.9368,5051.21,-581.396728515625,32.7226,194,194
975000,4924.48,11.8528,5058.72,-598.7256469726562,33.7568,195,195
980000,4918.39,11.7101,5028.9,-607.056884765625,33.1091,196,196
985000,4939.11,12.1324,5119.94,-627.416259765625,33.1404,197,197
990000,4959.64,12.2565,5009.19,-630.4701538085938,32.9071,198,198
995000,4634.57,11.8346,5014.04,-623.8875122070312,33.2772,199,199
1000000,4811.34,11.9032,4825.95,-621.2479858398438,33.3293,200,200
1005000,4959.47,11.3142,5059.35,-622.0160522460938,32.9913,201,201
1010000,4753.17,11.8838,5018.85,-617.8895263671875,32.873,202,202
1015000,4809.4,12.8396,5057.84,-712.0560302734375,33.1358,203,203
1020000,4858.24,11.9378,5016.91,-619.8228759765625,32.8008,204,204
1025000,4850.6,11.0618,4929.6,-645.9664306640625,32.3545,205,205
1030000,4741.07,11.6286,5030.0,-657.4560546875,32.7433,206,206
1035000,4942.88,11.6298,5049.63,-752.6912841796875,33.2587,207,207
1040000,4362.46,11.5424,4828.78,-685.4356689453125,33.0152,208,208
1045000,4794.22,11.1306,5101.84,-703.1283569335938,33.0401,209,209
1050000,4725.78,11.6829,4947.07,-647.2698364257812,32.1444,210,210
1055000,4748.61,12.2329,5056.44,-674.637939453125,32.791,211,211
1060000,4997.87,12.1464,4969.21,-668.8467407226562,32.8739,212,212
1065000,4845.47,11.902,5066.9,-688.6057739257812,32.9568,213,213
1070000,4896.6,12.4866,5073.41,-675.0808715820312,32.9837,214,214
1075000,4865.5,12.5129,4943.52,-798.4677734375,33.5391,215,215
1080000,4895.04,11.6529,4878.5,-667.7613525390625,32.5706,216,216
1085000,4947.03,11.9469,5065.03,-685.6675415039062,32.9561,217,217
1090000,4953.34,11.915,4931.69,-705.8046875,32.6356,218,218
1095000,4959.55,11.578,5122.13,-674.11181640625,32.4213,219,219
1100000,4692.48,11.9373,5012.58,-672.9840087890625,32.9139,220,220
1105000,4970.71,11.9856,5073.88,-705.0850219726562,33.0334,221,221
1110000,4972.08,11.582,5134.27,-698.7030639648438,32.0242,222,222
1115000,4967.63,11.8013,5058.22,-677.51953125,31.9406,223,223
1120000,4967.14,11.5679,5057.5,-739.1826171875,32.9888,224,224
1125000,4753.43,11.8912,4994.6,-695.80078125,32.6991,225,225
1130000,4532.5,12.3398,5136.34,-807.2049560546875,33.185,226,226
1135000,4924.24,13.2547,5122.98,-946.7947387695312,33.9217,227,227
1140000,4901.99,11.8079,5066.97,-773.9879150390625,33.2801,228,228
1145000,4645.19,11.437,5105.31,-701.5374755859375,32.9594,229,229
1150000,4941.12,11.5141,5105.23,-733.6646118164062,32.7564,230,230
1155000,4913.63,11.7134,5111.55,-719.9752197265625,32.945,231,231
1160000,4799.2,10.7725,5121.86,-811.2551879882812,33.2295,232,232
1165000,5020.39,11.55,5170.56,-708.0018310546875,32.4734,233,233
1170000,4795.83,11.8613,5163.67,-741.7908935546875,33.2215,234,234
1175000,4845.05,10.8387,5118.56,-744.6215209960938,32.4345,235,235
1180000,4802.94,10.8781,5191.2,-716.2660522460938,31.7783,236,236
1185000,4606.46,10.2819,5128.23,-901.1275634765625,33.1726,237,237
1190000,4443.67,11.1704,5119.49,-715.7669067382812,31.9575,238,238
1195000,4738.19,10.4221,5109.42,-922.4533081054688,32.6921,239,239
1200000,4606.95,11.1815,5127.23,-775.7695922851562,31.957,240,240
1205000,4619.59,11.0592,5110.17,-731.7222290039062,32.4011,241,241
1210000,4351.25,11.2616,3991.67,-999.3970336914062,33.5724,242,242
1215000,4981.76,11.4153,5108.22,-754.9503784179688,31.8742,243,243
1220000,4849.37,11.3495,5050.15,-849.1864013671875,32.3335,244,244
1225000,4825.6,11.1286,5145.32,-757.8067626953125,32.1193,245,245
1230000,5024.58,10.9499,5234.91,-859.1067504882812,31.658,246,246
1235000,5059.83,10.6358,5205.45,-865.8989868164062,32.0324,247,247
1240000,4467.9,10.4225,5013.81,-834.2723999023438,31.4851,248,248
1245000,4459.4,10.4624,5020.24,-745.982421875,31.0926,249,249
1250000,4588.88,10.8312,5135.14,-813.5084838867188,32.044,250,250
1255000,4952.09,10.6074,5086.15,-868.1154174804688,32.1929,251,251
1260000,4690.61,10.7854,5122.66,-754.5899047851562,31.0479,252,252
1265000,4858.49,11.0847,5033.21,-789.9651489257812,31.7642,253,253
1270000,4691.43,11.6793,5160.96,-899.9557495117188,32.2444,254,254
1275000,4745.65,12.519,5118.51,-964.172119140625,31.3435,255,255
1280000,4923.24,11.0697,5068.5,-802.8690795898438,31.2371,256,256
1285000,4983.98,10.907,5077.93,-805.4873657226562,30.9692,257,257
1290000,5014.12,10.8287,5182.18,-795.44091796875,30.1573,258,258
1295000,4942.46,10.9832,5174.76,-1004.71435546875,32.4304,259,259
1300000,4999.2,11.1781,5201.92,-859.3270874023438,31.4439,260,260
1305000,4966.23,10.9128,5021.22,-845.3475341796875,31.8346,261,261
1310000,4957.25,11.1121,5088.17,-863.59130859375,31.5733,262,262
1315000,4935.14,11.282,5069.39,-834.18359375,30.9538,263,263
1320000,4940.17,10.7608,5063.12,-866.90185546875,30.5573,264,264
1325000,4760.06,10.7966,4972.91,-952.8529663085938,32.3338,265,265
1330000,4931.17,10.9962,4990.95,-839.314453125,31.164,266,266
1335000,4757.17,11.0973,5178.31,-917.643798828125,31.9869,267,267
1340000,5063.75,11.1689,5264.14,-800.923095703125,30.4972,268,268
1345000,4754.93,10.784,5121.78,-877.0284423828125,31.9829,269,269
1350000,5010.76,11.2716,5170.49,-881.6270751953125,30.8618,270,270
1355000,4979.38,11.4177,5087.57,-901.271240234375,32.3936,271,271
1360000,4952.83,10.4924,5032.25,-1091.935791015625,32.3391,272,272
1365000,4765.23,10.9776,5150.46,-902.6146850585938,30.8377,273,273
1370000,3910.98,13.0768,4976.69,-1193.6275634765625,32.5208,274,274
1375000,4951.23,16.1237,5050.96,-1195.4732666015625,32.578,275,275
1380000,4519.27,10.9564,5176.36,-885.2650146484375,30.9282,276,276
1385000,4957.09,11.3171,5052.04,-913.4263916015625,31.006,277,277
1390000,4932.81,11.1423,4972.23,-954.75390625,31.1497,278,278
1395000,4848.07,10.7927,4832.97,-973.047607421875,31.422,279,279
1400000,5004.5,11.4567,5137.73,-950.8276977539062,31.3915,280,280
1405000,4915.81,11.5653,5100.32,-973.9840087890625,32.5806,281,281
1410000,4941.06,10.7189,5141.92,-959.4700317382812,31.6009,282,282
1415000,5021.0,10.5963,5200.79,-940.7908935546875,31.0038,283,283
1420000,4992.45,10.7637,5135.3,-953.563232421875,31.1587,284,284
1425000,4919.53,12.8724,5014.52,-1076.0802001953125,32.1512,285,285
1430000,4707.96,11.0567,4920.58,-993.2291259765625,32.1807,286,286
1435000,4943.98,11.0674,5018.37,-1033.8582763671875,31.9881,287,287
1440000,4943.38,10.6559,5114.29,-981.9861450195312,31.4734,288,288
1445000,4789.61,11.1032,4878.06,-1055.3658447265625,31.8742,289,289
1450000,4476.06,11.1194,4734.24,-1103.144775390625,31.8718,290,290
1455000,4871.07,11.4432,5062.36,-1092.64453125,31.7652,291,291
1460000,4979.38,11.3319,4967.02,-1033.617919921875,31.0318,292,292
1465000,4816.34,11.2526,4980.58,-999.0613403320312,31.4379,293,293
1470000,4966.46,10.7392,5094.39,-1038.4356689453125,31.7398,294,294
1475000,4694.09,11.2291,5023.03,-1054.8460693359375,31.5316,295,295
1480000,4911.95,11.4802,5059.59,-1050.1416015625,31.8435,296,296
1485000,4628.03,11.1173,4884.67,-1089.31298828125,32.3101,297,297
1490000,4783.22,10.4969,5038.07,-1165.99658203125,32.1818,298,298
1495000,4747.31,10.5917,5027.6,-1191.4644775390625,32.0416,299,299
1500000,4976.44,10.9517,5190.29,-1030.3935546875,31.7401,300,300
1505000,4785.41,10.3661,4968.03,-1124.8446044921875,32.1569,301,301
1510000,5028.16,10.6542,5249.19,-1002.826904296875,30.7593,302,302
1515000,4868.28,10.8988,5059.24,-1210.1295166015625,31.4288,303,303
1520000,4877.27,10.2848,5126.93,-1042.57373046875,31.1371,304,304
1525000,4895.97,10.7414,5022.93,-1134.83642578125,31.7979,305,305
1530000,4727.15,10.8254,5084.87,-1080.0618896484375,32.228,306,306
1535000,4519.0,10.5451,4227.82,-1167.48291015625,32.4092,307,307
1540000,4570.28,10.9786,5175.35,-1211.759521484375,32.983,308,308
1545000,4628.62,11.6294,5191.68,-1354.4439697265625,32.9343,309,309
1550000,4412.52,11.4247,5130.66,-1342.3424072265625,32.9385,310,310
1555000,4297.67,11.3029,5090.73,-1180.2196044921875,32.7093,311,311
1560000,4741.87,11.9144,5210.82,-1186.5894775390625,33.2052,312,312
1565000,4892.73,10.2114,5147.72,-1499.266357421875,32.7431,313,313
1570000,4776.38,15.2318,5011.01,-1417.543701171875,33.8813,314,314
1575000,4921.02,10.9386,5139.03,-1171.8167724609375,31.8185,315,315
1580000,4831.57,10.7072,5242.6,-1234.711181640625,32.0702,316,316
1585000,4780.88,10.4762,5090.1,-1315.5634765625,31.5025,317,317
1590000,5068.18,11.3423,5199.43,-1172.7352294921875,31.7498,318,318
1595000,5128.78,11.2558,5356.66,-1106.355224609375,30.7224,319,319
1600000,5094.38,11.4562,5277.56,-1168.069580078125,31.4077,320,320
1605000,4878.41,11.2708,4993.91,-1138.9970703125,30.4257,321,321
1610000,4400.48,11.3125,5243.01,-1157.225830078125,31.053,322,322
1615000,4667.66,10.5708,5330.88,-1266.133056640625,30.7606,323,323
1620000,5105.23,11.383,5249.27,-1169.840087890625,30.8415,324,324
1625000,4823.91,10.9877,5207.54,-1393.341796875,31.7337,325,325
1630000,5166.03,11.2244,5328.75,-1147.6142578125,30.9393,326,326
1635000,5103.21,11.6402,5200.54,-1187.5791015625,31.3661,327,327
1640000,5095.68,11.2891,5193.66,-1178.367431640625,30.7645,328,328
1645000,5166.84,11.5597,5336.94,-1133.1224365234375,30.4212,329,329
1650000,5117.38,11.23,5251.16,-1176.9766845703125,30.9732,330,330
1655000,5176.61,11.8505,5366.68,-1153.085205078125,31.1614,331,331
1660000,5190.66,11.8121,5270.27,-1193.4886474609375,31.2277,332,332
1665000,5166.02,12.0692,5317.18,-1164.358642578125,31.5164,333,333
1670000,4943.47,12.0664,5297.22,-1205.841552734375,31.4637,334,334
1675000,5179.44,11.5245,5313.77,-1167.3746337890625,31.2994,335,335
1680000,5117.73,11.123,5267.27,-1219.72607421875,30.5898,336,336
1685000,5090.16,11.404,5193.05,-1223.4644775390625,31.1019,337,337
1690000,4986.25,11.2219,5069.66,-1358.56201171875,31.2741,338,338
1695000,4786.53,11.5622,5179.64,-1335.7579345703125,31.355,339,339
1700000,4831.79,11.4392,5169.72,-1277.5133056640625,31.5251,340,340
1705000,4853.22,11.2602,5175.38,-1329.017822265625,31.4541,341,341
1710000,4557.6,11.6454,5132.65,-1396.4068603515625,31.7568,342,342
1715000,4914.15,11.5399,5241.23,-1283.875732421875,31.7478,343,343
1720000,4151.77,12.3827,5110.97,-1583.3612060546875,31.9993,344,344
1725000,4635.93,11.3445,5228.35,-1323.1566162109375,31.9994,345,345
1730000,5121.92,11.2451,5247.14,-1319.05029296875,31.6522,346,346
1735000,4728.1,13.5733,5188.66,-1841.66455078125,32.6142,347,347
1740000,4926.62,11.0063,5189.16,-1413.138427734375,31.46,348,348
1745000,4993.52,13.3932,5244.37,-1554.445068359375,31.7833,349,349
1750000,5095.9,12.4359,5221.82,-1512.268310546875,31.6579,350,350
1755000,5111.62,11.5482,5287.25,-1343.47412109375,31.1345,351,351
1760000,5042.06,14.1935,5302.75,-1727.683349609375,32.4432,352,352
1765000,4988.13,11.384,5269.18,-1417.5185546875,31.5731,353,353
1770000,5049.48,11.3797,5206.0,-1368.7999267578125,31.8814,354,354
1775000,5120.54,11.5075,5188.89,-1353.527587890625,30.5694,355,355
1780000,5168.3,11.2201,5276.25,-1326.07177734375,31.6006,356,356
1785000,5079.11,10.8503,5162.52,-1361.94677734375,30.1939,357,357
1790000,4350.65,11.0631,5160.62,-1508.6953125,31.912,358,358
1795000,5116.22,11.5025,5257.9,-1366.320556640625,31.4685,359,359
1800000,5155.95,10.9297,5278.57,-1453.197509765625,31.7505,360,360
1805000,4927.64,11.5589,5318.35,-1456.7000732421875,31.9024,361,361
1810000,5138.17,11.295,5254.62,-1417.380859375,31.6299,362,362
1815000,5117.57,11.5016,5286.62,-1395.56005859375,31.5528,363,363
1820000,5083.3,11.4356,5249.81,-1467.368896484375,31.015,364,364
1825000,5119.33,11.259,5247.28,-1435.3072509765625,32.1709,365,365
1830000,5167.25,11.5042,5315.72,-1402.3883056640625,31.203,366,366
1835000,5144.78,11.316,5318.15,-1420.9637451171875,31.1808,367,367
1840000,5109.34,11.4417,5213.52,-1459.7733154296875,31.6509,368,368
1845000,5212.8,11.5869,5330.9,-1365.1868896484375,30.7427,369,369
1850000,5128.98,11.6651,5225.6,-1456.7322998046875,31.0225,370,370
1855000,5137.51,11.1987,5273.13,-1391.5948486328125,31.618,371,371
1860000,5154.83,11.1633,5330.43,-1490.407470703125,30.9118,372,372
1865000,5082.04,11.1359,5277.31,-1514.1358642578125,30.6937,373,373
1870000,4899.73,11.2273,5238.99,-1468.57763671875,31.0526,374,374
1875000,5086.34,11.0393,5162.1,-1575.705810546875,31.9255,375,375
1880000,5023.04,11.5182,4546.6,-1549.8587646484375,31.5367,376,376
1885000,4327.95,11.9507,5174.16,-1765.208984375,31.6657,377,377
1890000,4961.2,11.4949,4902.32,-1568.0401611328125,31.1765,378,378
1895000,5072.88,11.9259,5028.93,-1598.9912109375,31.64,379,379
1900000,4421.85,11.7463,4171.09,-1662.4119873046875,31.4546,380,380
1905000,4762.47,11.973,4803.19,-1667.6044921875,32.1505,381,381
1910000,4479.38,10.9041,5236.68,-1856.5986328125,31.5493,382,382
1915000,5138.02,11.7734,5006.19,-1591.5152587890625,31.7245,383,383
