Real Sto Return,Reward Loss,Running Update Time,Running Reverse KL,Itration,Running Forward KL,Running Env Steps,Real Det Return
1590.37,-2001.0322265625,62,19.6222,62,25.9839,310000,1396.23
1446.53,-2157.877197265625,63,20.3873,63,26.5499,315000,1307.35
1828.21,-2055.6376953125,64,18.7709,64,25.7682,320000,2948.82
1856.06,-2062.836669921875,65,21.6096,65,26.0601,325000,2064.67
1324.0,-2217.469970703125,66,21.7058,66,25.3674,330000,1235.04
1214.22,-2399.4296875,67,20.5879,67,26.332,335000,1480.11
1694.27,-2206.119384765625,68,19.8893,68,25.6636,340000,2373.65
1892.62,-2126.94677734375,69,19.2976,69,25.6013,345000,1327.11
1861.48,-2163.943115234375,70,18.9364,70,26.4493,350000,1667.37
1995.07,-2157.160888671875,71,18.525,71,24.6843,355000,3033.89
1078.04,-2696.64208984375,72,23.7207,72,25.8367,360000,1118.38
1387.75,-2442.21826171875,73,20.3208,73,25.3328,365000,1761.28
1705.49,-2284.523193359375,74,20.6584,74,24.8863,370000,1446.09
1893.89,-2148.924072265625,75,18.381,75,25.2048,375000,1999.17
1672.1,-2241.30078125,76,17.7882,76,25.0766,380000,1385.69
2137.92,-2338.556396484375,77,19.4952,77,24.7104,385000,3183.29
1059.66,-2698.611572265625,78,20.1633,78,25.0636,390000,1140.14
1484.01,-2256.019775390625,79,18.0227,79,24.6163,395000,2005.46
1359.17,-2683.78466796875,80,19.7422,80,24.6576,400000,2142.38
1094.3,-2098.71630859375,81,18.8398,81,25.2882,405000,656.19
1394.08,-2727.287353515625,82,21.9639,82,24.5663,410000,1897.57
1938.19,-2205.201904296875,83,19.7309,83,24.8734,415000,1851.98
1307.99,-2844.605712890625,84,23.1716,84,25.5333,420000,1321.42
2054.22,-2832.6533203125,85,21.6131,85,24.7566,425000,1787.53
1993.49,-2617.340087890625,86,20.8312,86,25.0882,430000,3217.17
2096.42,-2316.201171875,87,18.9623,87,24.9583,435000,2734.05
1909.28,-2554.548095703125,88,20.904,88,24.8423,440000,2649.43
1869.23,-3130.875,89,24.285,89,24.9571,445000,1425.01
1828.14,-2511.947998046875,90,20.1089,90,25.1277,450000,3051.69
2345.3,-2014.1136474609375,91,19.0877,91,25.9501,455000,2279.11
1239.18,-3128.98681640625,92,22.136,92,25.5111,460000,1613.02
1318.12,-3174.53271484375,93,23.0699,93,25.2579,465000,1430.97
1401.43,-2160.466552734375,94,17.8947,94,25.9945,470000,1233.69
890.83,-2057.09033203125,95,17.866,95,25.2623,475000,656.65
1710.9,-3056.563720703125,96,19.1275,96,25.2984,480000,3240.49
2446.54,-2696.92041015625,97,19.5138,97,25.5297,485000,3188.94
2653.2,-2592.15625,98,18.687,98,24.8429,490000,3239.37
2347.72,-2496.88623046875,99,19.4234,99,24.8426,495000,3237.05
2656.19,-2472.73046875,100,18.3014,100,24.8326,500000,3231.6
1497.24,-3303.6845703125,101,19.9816,101,24.6182,505000,1443.73
2479.69,-2404.9306640625,102,17.9929,102,24.5886,510000,3126.47
1987.3,-2634.306640625,103,18.0877,103,24.7717,515000,3273.23
1987.12,-2935.084228515625,104,18.8042,104,24.6679,520000,3277.32
1126.56,-3624.66015625,105,23.8916,105,24.7973,525000,1185.54
2815.17,-2665.106689453125,106,18.1484,106,24.8414,530000,3238.6
3038.84,-2403.1474609375,107,17.8391,107,24.5993,535000,3239.57
1479.66,-3180.58203125,108,16.3203,108,23.9903,540000,1522.75
2277.81,-2539.6328125,109,17.4112,109,25.2729,545000,3259.18
2491.25,-2711.1171875,110,15.566,110,23.8913,550000,3287.72
3063.76,-2379.49609375,111,18.3019,111,25.324,555000,3246.87
2963.78,-2527.258544921875,112,17.5085,112,24.1396,560000,3262.5
2023.0,-2668.7041015625,113,17.1162,113,24.0352,565000,2814.92
1686.42,-3097.85791015625,114,16.1062,114,24.083,570000,3289.4
2393.95,-2753.734619140625,115,16.4009,115,24.1543,575000,3294.5
2369.61,-2891.83984375,116,16.0392,116,23.9909,580000,3281.12
1608.1,-3145.8173828125,117,15.7653,117,24.6239,585000,3303.5
1814.2,-3486.757568359375,118,17.6842,118,24.2225,590000,1505.27
2271.08,-2825.33203125,119,16.3418,119,24.1263,595000,3318.37
1891.53,-2731.567138671875,120,15.6677,120,23.2611,600000,3274.53
3111.95,-2519.763916015625,121,19.198,121,25.9725,605000,3251.54
1619.48,-3365.760986328125,122,17.3766,122,24.0336,610000,3323.91
2243.8,-2916.6484375,123,15.7196,123,24.1283,615000,3311.3
3099.15,-2685.69482421875,124,17.1604,124,24.6238,620000,3318.05
2143.95,-3307.326416015625,125,15.3244,125,24.0732,625000,3301.44
2598.07,-2892.35546875,126,15.8733,126,23.9704,630000,3295.01
3255.74,-2529.938232421875,127,18.4848,127,25.6425,635000,3265.57
2690.55,-2474.895751953125,128,18.4326,128,24.6269,640000,3298.64
3251.16,-2740.333984375,129,18.5301,129,25.0578,645000,3261.53
3160.52,-2809.794921875,130,18.4079,130,24.8835,650000,3271.88
3172.72,-2550.936279296875,131,18.947,131,25.5401,655000,3283.33
3148.01,-2997.7119140625,132,17.4992,132,24.6165,660000,3274.14
2900.89,-2693.219482421875,133,17.4774,133,25.0715,665000,3294.58
1936.73,-3226.183837890625,134,15.9488,134,23.8715,670000,3324.89
1961.2,-2851.540771484375,135,18.2006,135,24.7566,675000,1080.92
2634.2,-3109.047607421875,136,16.5868,136,23.5773,680000,3298.19
3228.2,-2792.990234375,137,17.8643,137,24.2684,685000,3294.51
2723.71,-3002.855712890625,138,17.2759,138,24.2323,690000,3292.75
2975.01,-3063.499755859375,139,16.5667,139,23.9938,695000,3272.49
3239.58,-2824.65380859375,140,18.4346,140,25.3015,700000,3280.65
3192.95,-3071.08251953125,141,18.2162,141,25.3312,705000,3276.7
2715.65,-2962.33056640625,142,17.9843,142,24.9975,710000,3279.13
3210.85,-2904.77099609375,143,18.4732,143,25.1699,715000,3298.8
3259.87,-2905.541015625,144,18.1474,144,25.0874,720000,3285.3
3285.01,-2876.06982421875,145,18.7835,145,25.3196,725000,3282.97
3140.99,-3120.148193359375,146,18.927,146,25.6186,730000,3271.63
3050.16,-3340.13818359375,147,16.3803,147,23.9553,735000,3302.6
2807.19,-3241.073486328125,148,18.485,148,25.7064,740000,3246.74
3269.52,-3113.33544921875,149,18.0802,149,25.8508,745000,3275.54
3193.47,-3245.18115234375,150,17.5975,150,23.9897,750000,3288.6
3027.66,-2970.494384765625,151,17.5083,151,24.4844,755000,3310.48
2824.22,-3159.14013671875,152,18.3528,152,25.5065,760000,3271.22
3307.32,-3217.804931640625,153,18.2192,153,24.3932,765000,3318.72
3302.37,-3428.652099609375,154,16.7664,154,24.0861,770000,3305.15
2662.26,-3265.090087890625,155,17.6552,155,24.4547,775000,3291.69
3051.19,-3171.474609375,156,17.8501,156,25.1325,780000,3310.06
3216.68,-3319.763916015625,157,18.1157,157,25.4765,785000,3269.74
3279.72,-3268.341796875,158,18.4977,158,25.2138,790000,3289.85
3228.98,-3218.351318359375,159,18.2412,159,25.2988,795000,3304.08
3101.09,-3440.423095703125,160,18.0975,160,25.4333,800000,3274.06
3203.74,-3203.0439453125,161,17.8722,161,24.904,805000,3310.19
2443.07,-3406.12744140625,162,18.1831,162,25.0102,810000,3294.18
3004.39,-3456.27392578125,163,17.5852,163,24.2185,815000,3291.7
1620.14,-4368.14208984375,164,20.8304,164,23.3514,820000,3359.76
2823.47,-3355.7861328125,165,18.1409,165,22.9651,825000,3325.25
3293.39,-3516.724609375,166,17.8855,166,24.9634,830000,3303.56
3301.14,-3669.619384765625,167,17.7232,167,24.4562,835000,3302.8
3289.69,-3585.849365234375,168,17.6996,168,24.265,840000,3318.35
3204.55,-3708.453857421875,169,17.6673,169,24.4097,845000,3265.88
3204.12,-3390.035888671875,170,16.9309,170,23.5511,850000,3312.38
3222.65,-3682.843505859375,171,17.9865,171,25.0283,855000,3297.1
3287.31,-3648.115966796875,172,18.1661,172,25.1193,860000,3291.15
3311.1,-3499.232177734375,173,17.2795,173,24.6482,865000,3316.2
3280.6,-3613.8818359375,174,17.5632,174,24.8165,870000,3311.12
3295.65,-3625.19287109375,175,18.2342,175,24.7594,875000,3305.0
3242.21,-3799.21044921875,176,16.9328,176,23.8506,880000,3319.8
3159.35,-3598.364990234375,177,17.0629,177,23.6682,885000,3346.24
2905.36,-3973.787841796875,178,16.9545,178,22.6901,890000,3350.44
3173.7,-3860.029052734375,179,18.0009,179,25.0185,895000,3306.04
3289.44,-3963.91455078125,180,17.5749,180,24.6893,900000,3298.45
3157.65,-3964.110107421875,181,17.361,181,24.0374,905000,3303.69
3008.78,-3774.121826171875,182,17.2345,182,23.7415,910000,3343.06
3292.67,-4033.86376953125,183,17.7958,183,25.043,915000,3302.31
3316.15,-4119.4208984375,184,17.8013,184,25.1233,920000,3321.64
3238.23,-4164.064453125,185,17.3417,185,24.8178,925000,3292.15
3215.23,-4080.781005859375,186,18.2269,186,25.0148,930000,3305.29
3286.31,-4121.84423828125,187,17.4691,187,23.7176,935000,3321.97
3256.43,-4173.04931640625,188,17.6108,188,24.6659,940000,3294.17
3285.18,-4352.3515625,189,17.4387,189,24.9274,945000,3293.47
3216.19,-4474.88134765625,190,18.2897,190,24.215,950000,3323.07
3160.42,-4536.40966796875,191,17.3151,191,24.7849,955000,3285.32
3242.27,-4488.21484375,192,17.5909,192,24.6642,960000,3316.89
3298.05,-4406.87841796875,193,17.5881,193,24.8402,965000,3307.82
3288.42,-4227.48681640625,194,17.4718,194,24.7186,970000,3305.41
3288.43,-4343.2236328125,195,17.1394,195,24.7644,975000,3309.43
3258.22,-4645.6337890625,196,16.2214,196,23.3474,980000,3297.76
3294.43,-4698.15966796875,197,17.4892,197,24.7301,985000,3307.32
3296.81,-4657.8369140625,198,16.9505,198,24.1506,990000,3312.5
3281.41,-4509.64013671875,199,17.7829,199,24.7,995000,3300.68
