Real Sto Return,Running Update Time,Running Env Steps,Itration,Running Forward KL,Reward Loss,Real Det Return,Running Reverse KL
2955.89,47,235000,47,15.9345,-105.84720611572266,3349.41,10.6434
3247.29,48,240000,48,16.4939,-191.21717834472656,3358.65,12.4145
3233.65,49,245000,49,16.328,-65.56321716308594,3325.67,10.4712
2993.99,50,250000,50,15.7846,-152.55113220214844,3360.08,11.7338
2332.61,51,255000,51,18.0287,-471.10406494140625,3141.17,16.2601
2105.05,52,260000,52,16.1686,-263.3941955566406,3341.24,14.8201
3279.1,53,265000,53,16.547,-154.37477111816406,3354.61,10.8696
2419.24,54,270000,54,16.5608,-352.07196044921875,3236.04,15.9786
2655.29,55,275000,55,17.8428,-426.4621887207031,3097.77,14.7234
2994.45,56,280000,56,17.2385,-250.79812622070312,3257.85,12.6444
3120.44,57,285000,57,17.2143,-340.1805114746094,3358.41,13.8363
2526.17,58,290000,58,17.1796,-525.9758911132812,3320.34,17.9143
2784.44,59,295000,59,17.2365,-464.17437744140625,3352.59,16.3175
3289.18,60,300000,60,16.5109,-209.71456909179688,3291.16,11.7173
2527.68,61,305000,61,18.2846,-708.924072265625,3327.71,18.5827
1981.37,62,310000,62,17.7103,-622.287109375,3326.33,17.7721
3332.0,63,315000,63,16.0286,-122.7431869506836,3334.03,11.3003
3213.85,64,320000,64,16.0383,-102.36898803710938,3347.58,10.7519
3056.93,65,325000,65,16.9082,-171.29957580566406,3384.37,11.3295
2613.45,66,330000,66,16.8999,-342.2038269042969,3372.25,13.2544
3011.92,67,335000,67,15.4238,-152.4329071044922,3356.37,9.4907
3078.33,68,340000,68,16.4496,-362.83050537109375,3327.37,10.7084
2985.22,69,345000,69,16.4021,-266.9356994628906,3318.21,11.5814
3104.37,70,350000,70,16.1351,-326.0033264160156,3329.83,11.1515
3141.8,71,355000,71,16.2619,-315.1923828125,3406.05,10.7456
3336.9,72,360000,72,15.4364,-154.4134063720703,3370.92,10.1697
3239.97,73,365000,73,15.6915,-143.49436950683594,3359.25,10.1695
2345.97,74,370000,74,18.3792,-825.69189453125,3416.14,14.1608
3047.92,75,375000,75,15.3746,-145.6925048828125,3319.28,10.188
3397.08,76,380000,76,15.366,-118.10333251953125,3403.86,10.117
3129.5,77,385000,77,15.379,-276.7456359863281,3336.73,11.1935
2744.41,78,390000,78,17.2976,-615.4312744140625,3276.1,16.9776
3387.87,79,395000,79,15.4255,-135.84938049316406,3427.27,9.7556
3357.15,80,400000,80,16.0079,-278.18084716796875,3394.47,10.1161
3282.7,81,405000,81,15.0017,-119.56122589111328,3400.38,9.5497
3344.56,82,410000,82,15.3952,-154.24058532714844,3351.75,10.1567
3383.34,83,415000,83,15.6447,-144.39231872558594,3365.18,10.1222
3429.06,84,420000,84,15.5476,-97.44139862060547,3434.96,10.3578
2555.63,85,425000,85,17.5059,-688.1992797851562,3378.82,16.5083
3121.78,86,430000,86,16.8547,-424.1800842285156,3441.91,12.2561
3416.08,87,435000,87,15.1824,-126.03713989257812,3413.06,10.1347
3357.49,88,440000,88,15.3734,-180.29052734375,3361.49,10.008
3170.27,89,445000,89,16.0141,-406.3308410644531,3448.43,11.0592
3374.07,90,450000,90,15.6634,-168.36959838867188,3410.03,10.3156
3370.13,91,455000,91,15.156,-166.1946563720703,3395.41,9.7136
3426.19,92,460000,92,16.5951,-126.44337463378906,3450.24,11.525
3319.66,93,465000,93,15.4055,-149.31175231933594,3426.79,9.8074
3371.1,94,470000,94,15.3449,-145.0762939453125,3385.3,10.0466
3254.6,95,475000,95,15.5387,-310.43597412109375,3429.92,10.4967
3102.0,96,480000,96,17.4517,-428.7902526855469,3448.94,11.6327
3417.25,97,485000,97,15.0573,-170.44740295410156,3446.12,10.0272
2087.24,98,490000,98,17.9101,-960.8370361328125,3435.96,19.3184
3374.9,99,495000,99,15.214,-147.99066162109375,3425.97,9.6135
3392.38,100,500000,100,14.8873,-250.497802734375,3409.65,9.155
3447.86,101,505000,101,15.068,-149.73590087890625,3479.53,10.3855
3239.04,102,510000,102,15.9858,-321.1706848144531,3451.12,10.7374
3152.95,103,515000,103,16.4238,-387.17974853515625,3433.98,12.1576
3427.3,104,520000,104,16.5689,-222.89613342285156,3441.85,10.4472
3282.48,105,525000,105,16.079,-305.2626953125,3454.95,10.4437
3496.92,106,530000,106,17.355,-247.1290283203125,3504.96,11.7601
3417.74,107,535000,107,16.4017,-218.61614990234375,3448.04,10.522
3284.43,108,540000,108,14.7895,-194.51385498046875,3435.66,9.2714
3411.22,109,545000,109,15.661,-214.93223571777344,3441.67,10.0726
1866.44,110,550000,110,18.3458,-1138.57080078125,3466.33,18.2136
3370.69,111,555000,111,15.0958,-246.05271911621094,3395.76,9.8692
3130.42,112,560000,112,14.9376,-306.6049499511719,3421.74,9.9152
3421.66,113,565000,113,15.5665,-287.0794982910156,3453.06,9.6397
3113.02,114,570000,114,16.5199,-508.88006591796875,3449.22,11.6814
3376.67,115,575000,115,15.6699,-253.5828857421875,3456.65,10.0891
2924.02,116,580000,116,16.4036,-447.3913269042969,3425.21,10.7971
3361.68,117,585000,117,15.2698,-292.127685546875,3467.49,9.7404
3393.81,118,590000,118,15.8911,-336.015625,3437.61,10.3167
3372.09,119,595000,119,16.6943,-633.6463012695312,3450.16,11.3935
3315.85,120,600000,120,15.3098,-315.46142578125,3465.46,9.5869
3157.24,121,605000,121,15.4433,-404.6850891113281,3436.49,9.2039
3406.83,122,610000,122,16.0113,-284.1183166503906,3442.92,10.5205
2407.32,123,615000,123,18.1172,-1166.3514404296875,3483.28,18.378
3231.6,124,620000,124,15.9298,-331.4360046386719,3435.4,10.0034
3438.5,125,625000,125,15.9054,-358.6229553222656,3453.82,9.5617
3421.74,126,630000,126,15.5603,-308.5922546386719,3439.57,10.1823
2828.2,127,635000,127,16.6388,-840.4173583984375,3426.26,14.8041
3450.16,128,640000,128,15.9013,-387.63787841796875,3477.89,10.5655
3335.06,129,645000,129,15.3359,-311.72003173828125,3408.26,10.0588
3200.95,130,650000,130,15.2711,-292.3790588378906,3467.36,9.7835
3254.47,131,655000,131,17.0555,-670.5278930664062,3452.14,11.2945
3228.57,132,660000,132,15.5996,-315.63092041015625,3459.3,9.1744
3371.17,133,665000,133,15.3429,-302.50384521484375,3442.06,9.4702
3344.67,134,670000,134,17.4792,-837.8223876953125,3477.59,16.1008
3363.68,135,675000,135,15.6431,-420.465576171875,3454.69,9.6924
3426.97,136,680000,136,15.5918,-325.300537109375,3462.93,9.9096
3447.37,137,685000,137,15.0359,-389.1954345703125,3490.19,9.2643
3464.18,138,690000,138,15.5816,-401.47503662109375,3473.84,9.6509
2943.16,139,695000,139,17.0824,-808.5656127929688,3439.41,11.0264
3354.0,140,700000,140,15.8016,-365.17327880859375,3390.06,9.7346
3341.45,141,705000,141,15.6347,-358.34405517578125,3454.0,9.5098
3306.76,142,710000,142,15.719,-424.4409484863281,3439.78,9.4247
3385.43,143,715000,143,15.7218,-406.6998291015625,3416.49,9.7871
2927.9,144,720000,144,16.7073,-677.1964111328125,3487.94,10.6647
3442.66,145,725000,145,15.6822,-405.2603759765625,3471.58,10.1767
3430.86,146,730000,146,15.9664,-506.6546325683594,3452.27,9.5626
3433.06,147,735000,147,15.7862,-550.7676391601562,3441.66,9.7319
3441.53,148,740000,148,15.8215,-486.1606750488281,3457.06,10.2349
3452.59,149,745000,149,15.9015,-427.8153381347656,3475.5,10.064
3440.05,150,750000,150,15.3985,-399.60113525390625,3447.2,9.4055
3420.26,151,755000,151,16.1274,-470.37738037109375,3454.58,9.8931
2838.09,152,760000,152,17.1071,-927.1452026367188,3463.21,11.805
3427.09,153,765000,153,15.9226,-444.7887878417969,3476.29,9.6642
3379.09,154,770000,154,16.4317,-572.3153076171875,3483.74,10.5946
2951.49,155,775000,155,16.5855,-785.3114013671875,3461.14,11.7366
3429.71,156,780000,156,15.2982,-452.50299072265625,3447.73,10.0297
3444.28,157,785000,157,15.9232,-481.4394226074219,3453.7,10.3933
2787.69,158,790000,158,17.7516,-1036.4285888671875,3503.15,11.8278
3405.84,159,795000,159,16.6309,-601.7505493164062,3468.82,9.7192
3265.74,160,800000,160,15.5793,-468.1156005859375,3448.97,10.0878
3450.87,161,805000,161,15.3656,-450.55712890625,3465.71,9.7089
3184.3,162,810000,162,16.7481,-673.5770874023438,3450.76,10.3567
3385.04,163,815000,163,16.2606,-580.2283935546875,3468.06,10.3089
3202.88,164,820000,164,16.6014,-885.157470703125,3455.55,9.817
3352.15,165,825000,165,16.0454,-713.5399169921875,3454.87,9.4741
3465.71,166,830000,166,16.3987,-578.5087890625,3480.78,10.2565
3478.46,167,835000,167,15.5283,-511.1094055175781,3484.92,9.4743
3420.57,168,840000,168,15.7165,-541.9304809570312,3453.02,10.2266
3328.56,169,845000,169,15.996,-603.6980590820312,3464.15,9.6203
3429.61,170,850000,170,16.0469,-575.1759643554688,3470.13,10.5346
3378.34,171,855000,171,15.6896,-619.136474609375,3482.17,9.9669
3440.13,172,860000,172,15.5848,-553.728515625,3449.06,9.706
3442.18,173,865000,173,15.737,-625.0775756835938,3465.51,10.0059
3464.72,174,870000,174,16.1287,-584.7427978515625,3483.26,9.8897
2579.32,175,875000,175,16.6638,-1149.23974609375,3470.83,12.7509
3215.61,176,880000,176,16.7271,-890.3870239257812,3480.63,11.5482
3068.59,177,885000,177,17.5478,-1496.89453125,3485.46,12.1877
3410.63,178,890000,178,16.2819,-759.6613159179688,3473.01,10.1267
3426.08,179,895000,179,16.0109,-643.0767211914062,3455.52,10.2233
3473.29,180,900000,180,15.6258,-676.7102661132812,3499.78,9.7467
3449.79,181,905000,181,15.5501,-635.5081787109375,3478.0,9.8785
3430.09,182,910000,182,15.8047,-615.5125122070312,3465.41,9.5244
2820.96,183,915000,183,17.257,-1212.779541015625,3447.11,11.1685
3342.66,184,920000,184,15.2373,-748.1215209960938,3430.08,9.7502
3424.55,185,925000,185,15.4969,-649.5834350585938,3449.7,10.0114
3416.74,186,930000,186,16.1119,-742.42138671875,3490.71,9.8359
3420.71,187,935000,187,15.7696,-695.9212646484375,3481.5,9.7439
3455.32,188,940000,188,15.8595,-944.3253784179688,3480.12,12.9693
3364.8,189,945000,189,15.9165,-766.1241455078125,3482.59,9.6216
3406.73,190,950000,190,15.6903,-771.86376953125,3440.62,9.8685
3420.17,191,955000,191,15.8201,-742.794921875,3486.65,10.2598
3365.31,192,960000,192,15.5799,-681.4428100585938,3450.54,9.5764
3455.97,193,965000,193,15.7207,-811.0574951171875,3493.33,10.7564
3400.93,194,970000,194,15.5808,-746.4630737304688,3467.84,9.4435
3326.49,195,975000,195,16.4904,-964.4400024414062,3491.21,10.109
3449.4,196,980000,196,15.5301,-707.6396484375,3475.04,9.7319
3330.51,197,985000,197,16.2957,-904.0380249023438,3482.89,10.4153
3446.46,198,990000,198,16.0376,-809.674072265625,3489.94,10.618
3403.96,199,995000,199,15.6302,-749.05615234375,3448.86,9.8376
