Running Update Time,Running Reverse KL,Itration,Running Forward KL,Running Env Steps,Reward Loss,Real Det Return,Real Sto Return
137,140.1066,137,332.3345,685000,-11633.318359375,3720.28,5028.3
138,129.9774,138,326.2727,690000,-11498.4609375,2554.79,4722.54
139,141.9291,139,329.2969,695000,-11742.7880859375,5119.12,5043.63
140,135.9345,140,330.185,700000,-12094.1845703125,4442.95,5019.79
141,136.5364,141,325.5174,705000,-11846.05078125,4485.76,4921.7
142,136.2005,142,331.3467,710000,-12303.7333984375,4853.37,4488.21
143,134.6277,143,317.7171,715000,-12258.36328125,4853.8,4896.18
144,133.1129,144,319.7766,720000,-12538.3837890625,1900.21,4881.51
145,130.1036,145,321.7234,725000,-12556.896484375,4889.84,4851.0
146,133.7902,146,327.7038,730000,-12985.541015625,3738.06,4940.97
147,127.7416,147,314.7981,735000,-12627.1689453125,2836.79,4887.69
148,128.5388,148,317.4473,740000,-12389.2080078125,4737.62,4141.94
149,135.7471,149,323.5099,745000,-13159.03125,3634.2,4948.51
150,131.923,150,315.8961,750000,-13035.73828125,739.44,5021.99
151,136.6206,151,314.6408,755000,-12772.27734375,4291.05,4939.43
152,132.457,152,319.5487,760000,-13738.361328125,5121.69,5016.89
153,138.928,153,324.6797,765000,-14028.505859375,4885.14,4978.28
154,134.769,154,319.6553,770000,-13866.6767578125,4008.37,4782.56
155,137.2631,155,324.9875,775000,-14075.52734375,5014.29,4953.07
156,137.1908,156,330.3343,780000,-14701.2822265625,4352.43,4758.96
157,139.987,157,331.02,785000,-14737.6240234375,5132.94,5048.17
158,143.0148,158,324.4808,790000,-14544.494140625,5079.56,4976.12
159,137.7369,159,330.3031,795000,-14689.8955078125,5100.68,4813.72
160,125.4613,160,315.0965,800000,-14271.0126953125,738.52,5065.95
161,129.7907,161,317.3338,805000,-14730.208984375,5088.83,5018.25
162,126.4676,162,318.6281,810000,-14852.544921875,5154.12,4919.72
163,122.8252,163,312.1207,815000,-14675.4384765625,3987.5,4886.63
164,122.7943,164,314.44,820000,-14914.4345703125,4428.87,5027.43
165,131.4704,165,316.2222,825000,-14885.9560546875,5163.37,5121.7
166,131.4391,166,316.7194,830000,-15334.619140625,4923.8,5071.25
167,125.8313,167,320.4406,835000,-15378.08203125,4845.78,4851.63
168,126.7726,168,314.2724,840000,-15070.80078125,4445.58,5025.46
169,133.5442,169,326.8844,845000,-15838.9423828125,3786.37,4403.31
170,131.7903,170,319.4123,850000,-15998.8818359375,4774.51,5007.02
171,134.5956,171,322.658,855000,-15928.14453125,4120.93,4988.8
172,133.0255,172,322.0911,860000,-15891.283203125,5047.45,4782.27
173,134.0449,173,319.4208,865000,-15791.7880859375,5041.07,5029.22
174,136.4091,174,322.6186,870000,-15988.8662109375,5025.0,4886.43
175,134.4232,175,321.2054,875000,-16262.296875,4994.6,4823.9
176,130.2674,176,320.5451,880000,-16426.50390625,5108.08,4766.61
177,129.2411,177,326.0685,885000,-16503.517578125,4412.16,4372.57
178,129.6774,178,311.9533,890000,-15880.3193359375,4971.46,4976.53
179,123.3758,179,321.1691,895000,-16359.7275390625,5101.22,4986.42
180,125.4736,180,316.3461,900000,-16335.111328125,5118.01,4624.01
181,138.1063,181,324.0038,905000,-16815.6484375,5012.14,3536.71
182,128.825,182,325.0407,910000,-16941.470703125,5089.38,5012.16
183,121.3882,183,312.1524,915000,-16201.333984375,5206.17,5087.77
184,130.7818,184,323.1184,920000,-16927.046875,5105.6,5061.24
185,131.7335,185,318.677,925000,-16636.6640625,5120.76,5077.17
186,125.0248,186,317.7782,930000,-16808.349609375,4680.76,5016.0
187,140.2818,187,329.347,935000,-17114.75,5057.24,4385.04
188,147.5236,188,334.6008,940000,-17523.666015625,3835.05,4495.97
189,124.8094,189,314.373,945000,-16878.73828125,5181.67,5037.65
190,137.7487,190,333.541,950000,-17364.5859375,5032.01,4359.6
191,130.1968,191,323.0197,955000,-17144.87890625,5124.03,5045.67
192,122.4064,192,314.0417,960000,-17115.787109375,4945.8,4833.46
193,124.0633,193,316.0497,965000,-17077.583984375,5070.07,5071.0
194,128.8609,194,320.6774,970000,-17330.27734375,5124.49,4973.2
195,126.4645,195,321.4488,975000,-17313.93359375,5124.12,4807.18
196,130.2762,196,325.357,980000,-17671.74609375,5049.59,4842.66
197,118.7529,197,311.3603,985000,-17126.46484375,4673.59,5047.01
198,123.851,198,324.2302,990000,-17420.69140625,5083.54,4968.04
199,115.469,199,313.9107,995000,-17164.59765625,5083.88,5000.95
200,129.4178,200,320.9397,1000000,-17652.923828125,5056.67,4994.49
201,123.2448,201,322.6641,1005000,-17440.578125,5086.17,4944.47
202,123.8067,202,322.148,1010000,-17544.736328125,5087.93,4721.65
203,127.6411,203,321.8319,1015000,-17601.39453125,5064.82,4691.29
204,128.1837,204,323.0514,1020000,-17360.15625,5065.51,5006.18
205,125.9539,205,319.8503,1025000,-17456.3828125,5060.39,4327.96
206,122.3593,206,317.6825,1030000,-17452.13671875,5106.17,4544.36
207,130.6933,207,324.701,1035000,-17402.224609375,4904.48,4755.4
208,123.9526,208,317.7102,1040000,-17334.82421875,5120.24,4413.75
