Running Forward KL,Real Det Return,Running Env Steps,Running Reverse KL,Reward Loss,Running Update Time,Real Sto Return,Itration
24.0818,753.58,165000,22.0453,-666.6630859375,33,1118.66,33
24.732,2004.62,170000,21.6009,-725.1535034179688,34,1339.37,34
23.1846,853.8,175000,19.9809,-658.3023681640625,35,1427.37,35
24.7896,2057.02,180000,24.8956,-791.2850341796875,36,1125.64,36
26.42,1158.04,185000,40.7532,-1057.12255859375,37,1266.17,37
26.4025,1123.72,190000,24.9844,-1015.9619750976562,38,1151.52,38
25.8356,1094.46,195000,29.8505,-963.7568969726562,39,1370.55,39
24.9023,2021.56,200000,30.6404,-990.7235107421875,40,1847.41,40
25.2366,1445.68,205000,25.9781,-1036.1090087890625,41,1257.27,41
25.4837,1205.14,210000,21.3396,-1060.0224609375,42,1050.4,42
24.9579,1391.65,215000,33.8023,-1157.830322265625,43,1260.87,43
24.6123,2130.62,220000,29.508,-1110.8896484375,44,1012.07,44
24.4576,1735.55,225000,31.6932,-1176.9146728515625,45,1636.67,45
24.5259,1983.09,230000,28.7956,-1190.280517578125,46,1735.14,46
23.546,2413.1,235000,29.0249,-1122.1156005859375,47,1718.53,47
25.5043,790.62,240000,53.5687,-1585.6673583984375,48,969.04,48
23.36,1802.54,245000,55.2483,-1315.7982177734375,49,1487.65,49
25.2677,1019.87,250000,58.4984,-1697.7740478515625,50,1144.03,50
23.6287,2600.63,255000,34.6039,-1199.5457763671875,51,1491.56,51
22.0389,3149.17,260000,15.4711,-674.6286010742188,52,2609.12,52
24.6961,1264.77,265000,49.6117,-1586.64404296875,53,1206.67,53
23.3961,3200.04,270000,23.2805,-695.5525512695312,54,2610.6,54
20.9508,3072.82,275000,26.6461,-901.717041015625,55,2231.82,55
23.8742,3143.7,280000,45.011,-1307.31103515625,56,1791.08,56
23.0606,3111.11,285000,30.5127,-1179.07080078125,57,2273.35,57
23.2268,3174.04,290000,14.2205,-375.53961181640625,58,2647.96,58
24.9798,2096.41,295000,40.3796,-1963.498046875,59,1230.75,59
24.0261,3180.17,300000,30.9268,-928.4627075195312,60,2895.1,60
23.3385,2661.34,305000,29.668,-1607.7010498046875,61,1541.63,61
23.3778,3182.54,310000,18.6283,-853.6409912109375,62,2389.19,62
23.6052,3125.53,315000,14.684,-357.0647888183594,63,2504.91,63
22.3864,145.41,320000,55.1431,-1908.0201416015625,64,1092.66,64
24.9632,2153.87,325000,27.9358,-1432.9586181640625,65,1146.97,65
23.1196,654.46,330000,29.2592,-1264.7645263671875,66,1830.12,66
23.148,3120.53,335000,19.9114,-646.676513671875,67,2820.35,67
23.0667,3160.05,340000,39.3546,-1353.578857421875,68,2506.28,68
23.2863,1463.85,345000,75.4482,-2198.837890625,69,1414.83,69
22.4069,844.36,350000,53.3656,-2046.7918701171875,70,1080.96,70
22.466,947.9,355000,45.0354,-1702.1881103515625,71,1634.17,71
21.8202,588.49,360000,35.4586,-1741.884765625,72,1091.47,72
21.3219,3326.57,365000,63.6411,-1657.241943359375,73,2390.29,73
20.0625,3133.93,370000,24.2674,-834.1884155273438,74,2468.43,74
21.206,3436.01,375000,38.4034,-1211.17431640625,75,2310.74,75
19.9232,3408.32,380000,13.7136,-435.7619934082031,76,2948.2,76
21.2365,3240.47,385000,15.2319,-570.39697265625,77,2337.93,77
21.2492,3513.33,390000,13.2496,-67.84759521484375,78,3235.98,78
23.1292,3105.8,395000,21.3537,-1687.1888427734375,79,1708.33,79
22.6684,930.53,400000,32.4448,-2576.35986328125,80,993.32,80
23.7221,434.02,405000,24.0694,-2291.0380859375,81,467.2,81
25.2412,1063.3,410000,18.8483,-2397.466552734375,82,905.39,82
23.8345,1028.98,415000,15.7396,-2307.9677734375,83,1103.18,83
23.8084,1045.45,420000,35.1226,-2519.2265625,84,1041.25,84
22.8502,3421.77,425000,42.0752,-2296.393798828125,85,1171.08,85
21.3457,3473.45,430000,31.3949,-865.0868530273438,86,2463.65,86
20.6939,3515.63,435000,23.8095,-675.0208129882812,87,3182.75,87
23.8788,1489.48,440000,40.5843,-2484.59033203125,88,1350.97,88
21.0911,3509.44,445000,25.8539,-1754.5970458984375,89,2105.06,89
20.4816,3421.87,450000,14.8508,-1079.00634765625,90,2254.95,90
20.1397,3499.52,455000,26.2154,-1144.8424072265625,91,2733.86,91
18.949,3487.09,460000,14.7642,-506.95318603515625,92,3018.76,92
19.5895,3506.43,465000,11.22,-763.6491088867188,93,1614.09,93
20.211,3524.1,470000,20.7154,-1157.779296875,94,2493.72,94
20.983,3446.55,475000,14.91,-1181.5892333984375,95,2827.19,95
21.6529,2762.58,480000,45.1381,-2318.529541015625,96,2021.21,96
22.51,967.29,485000,34.2739,-2540.51318359375,97,1261.59,97
23.1322,1352.16,490000,26.5556,-2634.21826171875,98,1630.92,98
21.2925,3103.2,495000,18.6578,-1570.4508056640625,99,1679.92,99
21.7059,1750.23,500000,54.1346,-1946.245849609375,100,2189.89,100
21.4661,2452.19,505000,26.962,-2012.5789794921875,101,1626.92,101
21.4296,3487.78,510000,28.628,-1363.76953125,102,2100.06,102
20.545,3498.62,515000,16.9927,-1450.1851806640625,103,2681.22,103
19.6442,2356.08,520000,13.4249,-1154.1165771484375,104,1709.52,104
22.6547,1104.6,525000,42.4135,-3309.77490234375,105,1231.38,105
20.3504,1205.18,530000,26.4865,-1910.0357666015625,106,1658.57,106
21.3416,3443.99,535000,18.7913,-1637.0924072265625,107,2225.26,107
22.1391,3258.52,540000,13.7546,-559.2888793945312,108,2677.63,108
20.6122,335.67,545000,12.3376,-708.8023681640625,109,532.24,109
20.6765,3428.59,550000,25.6473,-2302.331787109375,110,2497.23,110
20.1904,3440.39,555000,32.3189,-1685.42529296875,111,2081.37,111
21.7162,2554.11,560000,15.6226,-1836.8258056640625,112,2022.02,112
22.1301,1233.83,565000,58.8203,-3331.110107421875,113,1314.13,113
22.5459,1378.89,570000,28.0572,-2312.837890625,114,1536.61,114
22.7211,3072.83,575000,20.7462,-2236.648193359375,115,1884.19,115
24.4721,1589.11,580000,57.6442,-3355.8759765625,116,1715.74,116
22.4953,3010.77,585000,19.6901,-1638.0609130859375,117,2251.54,117
22.429,1139.94,590000,52.872,-3226.0380859375,118,1519.49,118
23.3807,991.6,595000,60.1135,-3489.9453125,119,1218.39,119
23.1882,1893.67,600000,39.5569,-3250.737060546875,120,1847.57,120
23.1512,3455.1,605000,41.9853,-2521.10400390625,121,2134.74,121
22.0061,609.5,610000,41.5153,-2478.490478515625,122,1614.26,122
23.1347,820.27,615000,63.8157,-4320.6708984375,123,1193.74,123
21.2133,2291.62,620000,53.1494,-3315.58837890625,124,1297.96,124
21.7501,3079.2,625000,31.4148,-2450.6162109375,125,1907.59,125
22.7417,1830.15,630000,34.2659,-2636.215087890625,126,1649.37,126
21.0749,2213.27,635000,27.9589,-2329.392578125,127,1949.26,127
22.5922,2152.35,640000,19.6916,-2623.3203125,128,2185.42,128
23.5339,1069.79,645000,44.2446,-3805.980712890625,129,1423.65,129
22.2309,2228.52,650000,22.4561,-2346.2109375,130,1852.07,130
25.1292,792.69,655000,50.7532,-4696.99658203125,131,960.68,131
23.3848,1334.88,660000,51.8464,-3996.1875,132,1502.56,132
21.3811,2882.94,665000,51.9838,-3145.89208984375,133,1772.86,133
22.0407,1050.46,670000,33.5357,-3716.802978515625,134,1021.11,134
22.6699,3446.78,675000,51.7467,-3727.9443359375,135,1625.63,135
21.91,268.14,680000,32.1557,-2907.4501953125,136,409.69,136
24.2588,2429.48,685000,36.9257,-4573.2861328125,137,862.66,137
22.6294,1274.04,690000,18.6868,-2055.73779296875,138,1775.9,138
23.5035,2603.67,695000,69.7343,-5175.8837890625,139,1476.24,139
23.5917,1118.1,700000,44.0389,-3812.41552734375,140,1646.23,140
23.0858,1250.7,705000,42.7891,-4591.7060546875,141,1538.85,141
23.6701,1342.76,710000,49.2912,-4863.4052734375,142,1206.28,142
21.9499,2246.82,715000,51.7609,-4119.76171875,143,1771.12,143
21.7078,2873.53,720000,28.5726,-3795.3984375,144,1424.67,144
22.0705,1158.87,725000,52.3272,-5021.54541015625,145,1095.35,145
21.5931,3526.15,730000,12.1408,-3171.823486328125,146,1227.47,146
25.4685,2179.78,735000,47.4553,-6042.67529296875,147,1596.94,147
22.1566,1602.6,740000,47.5296,-4209.81591796875,148,1362.23,148
23.4231,1158.84,745000,47.4163,-5679.12744140625,149,1619.87,149
21.5902,2542.54,750000,14.4714,-3302.262939453125,150,1949.15,150
20.1964,2545.81,755000,16.7402,-3079.404541015625,151,1837.53,151
22.4601,950.1,760000,46.38,-5105.23388671875,152,1274.62,152
25.0366,1018.86,765000,42.9962,-5794.76806640625,153,1124.3,153
22.59,1302.19,770000,80.2566,-6154.63720703125,154,1117.71,154
23.4648,2551.91,775000,21.6988,-4414.275390625,155,1531.74,155
24.2555,2445.86,780000,89.2929,-6535.6142578125,156,1052.43,156
26.6982,1134.6,785000,37.2921,-6264.5849609375,157,1011.29,157
25.8852,1072.17,790000,111.502,-8128.89892578125,158,1052.05,158
23.3956,995.87,795000,18.1168,-5046.119140625,159,910.48,159
24.1512,2854.41,800000,35.8848,-6269.34326171875,160,730.28,160
22.6424,152.15,805000,71.6237,-5791.18701171875,161,453.47,161
23.5397,1390.25,810000,60.9733,-7268.38134765625,162,988.71,162
22.6878,2670.37,815000,37.8677,-4954.8251953125,163,1168.05,163
21.6432,1024.8,820000,14.2536,-4050.0869140625,164,1173.17,164
24.5897,1498.18,825000,34.9646,-6718.16943359375,165,767.92,165
24.233,874.71,830000,65.1064,-8199.0234375,166,857.52,166
23.7978,899.17,835000,67.1369,-7520.5009765625,167,864.89,167
20.5144,3509.35,840000,51.9077,-4318.73291015625,168,1663.88,168
21.3296,3512.74,845000,62.2712,-5314.01611328125,169,2611.86,169
23.3271,2323.0,850000,59.86,-7334.95947265625,170,1349.98,170
20.4644,2276.19,855000,27.0482,-2961.820068359375,171,1813.29,171
24.1185,2324.24,860000,49.1579,-7047.13671875,172,1551.68,172
23.633,3481.48,865000,51.4854,-6247.87158203125,173,2430.15,173
22.0462,2148.78,870000,17.6167,-4991.806640625,174,1132.03,174
26.0475,3474.54,875000,97.1572,-10098.7861328125,175,977.15,175
23.0253,1826.35,880000,86.6602,-8260.306640625,176,789.42,176
23.4383,1305.32,885000,44.2938,-6067.34326171875,177,1460.67,177
24.2086,2141.16,890000,77.2791,-8786.4130859375,178,1179.25,178
22.8993,2028.26,895000,54.7473,-6765.61669921875,179,1407.04,179
24.241,2980.93,900000,67.3077,-8402.2666015625,180,1450.66,180
22.887,3533.07,905000,78.4181,-7734.189453125,181,1442.58,181
20.042,3490.47,910000,41.3123,-4631.435546875,182,2380.88,182
23.9033,2667.21,915000,28.8935,-7157.84423828125,183,955.06,183
24.8435,1886.3,920000,53.8779,-7995.99560546875,184,277.35,184
23.788,3454.64,925000,70.6302,-8185.12255859375,185,1207.58,185
21.7524,2394.74,930000,57.4887,-7678.6669921875,186,1115.21,186
22.2478,3480.82,935000,26.2857,-5106.53173828125,187,1754.44,187
23.5669,1801.89,940000,72.7559,-8388.8349609375,188,1520.87,188
22.8832,546.26,945000,16.5533,-6490.4580078125,189,953.71,189
24.0646,3339.45,950000,29.2949,-7697.64892578125,190,1302.47,190
25.0713,2870.45,955000,55.6487,-8547.1748046875,191,872.91,191
23.6538,1344.35,960000,41.0852,-7454.2060546875,192,1142.7,192
22.4345,2022.91,965000,49.1725,-6749.966796875,193,1420.04,193
22.4973,1635.33,970000,15.9451,-6453.83837890625,194,1286.79,194
23.2701,1766.33,975000,26.2037,-8936.34375,195,1593.74,195
25.3057,2227.05,980000,77.5776,-9030.9775390625,196,1441.8,196
25.5871,1209.26,985000,36.3925,-7787.45166015625,197,1219.3,197
23.8555,1633.53,990000,65.2563,-8822.873046875,198,1851.64,198
23.3384,1860.3,995000,60.7948,-8348.599609375,199,1657.24,199
