Reward Loss,Real Sto Return,Running Forward KL,Itration,Running Update Time,Running Reverse KL,Running Env Steps,Real Det Return
-431.1101379394531,1197.42,21.856,87,87,14.344,435000,2873.36
-425.3601989746094,1610.39,21.8411,88,88,13.3662,440000,1727.8
-481.1105651855469,1398.13,22.0245,89,89,16.1062,445000,1771.21
-453.04205322265625,1253.54,23.2038,90,90,13.9038,450000,2464.73
-485.8831787109375,1326.75,22.5309,91,91,14.0541,455000,1823.26
-490.28863525390625,1375.27,23.1027,92,92,13.5465,460000,2099.92
-381.7460632324219,1688.02,21.2124,93,93,12.8264,465000,2784.18
-401.0355224609375,1527.19,22.2499,94,94,12.3256,470000,2199.92
-428.6833801269531,1733.41,22.5521,95,95,13.7778,475000,1904.05
-512.247802734375,1579.89,22.9103,96,96,13.0774,480000,1689.57
-502.581298828125,1607.19,22.0148,97,97,14.3393,485000,2515.32
-519.91650390625,1656.19,22.6996,98,98,15.3675,490000,2992.27
-422.7664489746094,2052.03,21.4788,99,99,15.2823,495000,3332.36
-487.8681945800781,1456.06,21.95,100,100,14.1798,500000,2480.89
-485.3149719238281,1670.49,21.1914,101,101,16.8758,505000,2394.49
-592.20068359375,1526.59,23.0224,102,102,15.3788,510000,2564.1
-473.03631591796875,1826.55,21.6402,103,103,13.5996,515000,2810.21
-456.3200378417969,2052.66,21.6922,104,104,12.564,520000,2575.24
-523.5653076171875,1324.72,22.7634,105,105,13.6642,525000,2100.34
-474.5841369628906,2086.18,21.0026,106,106,13.1117,530000,2450.29
-456.01702880859375,1510.21,21.3471,107,107,13.8624,535000,2811.6
-667.991455078125,1248.38,21.9198,108,108,18.2019,540000,1923.07
-211.3924560546875,2233.83,19.9747,109,109,14.2343,545000,3216.58
-468.4781799316406,2263.76,21.3226,110,110,16.8745,550000,3360.48
-578.13134765625,1377.1,22.6085,111,111,19.7778,555000,1891.83
-429.6883850097656,2058.64,21.4133,112,112,16.6116,560000,2942.13
-676.4013061523438,1421.02,22.4694,113,113,21.8791,565000,2753.53
-430.1408996582031,1841.33,20.4587,114,114,16.7868,570000,3148.27
-597.0695190429688,1585.5,23.1719,115,115,16.2714,575000,2874.52
-618.5880737304688,1638.64,22.1787,116,116,19.8424,580000,3325.4
-418.5933532714844,2160.41,20.9167,117,117,16.2006,585000,3325.96
-599.0687866210938,2027.23,21.7791,118,118,17.4791,590000,3351.17
-630.2728881835938,1637.89,20.6032,119,119,18.7106,595000,2597.79
-315.9878234863281,2029.46,20.0467,120,120,14.2999,600000,3337.08
-591.3637084960938,1600.93,21.8607,121,121,14.755,605000,3118.48
-481.69720458984375,1752.08,21.4167,122,122,13.2799,610000,2831.15
-523.5264282226562,2118.18,21.2012,123,123,16.1335,615000,3005.72
-673.1548461914062,1542.29,22.4861,124,124,14.1204,620000,2071.69
-440.68115234375,2107.18,20.5082,125,125,13.7388,625000,2894.68
-781.543701171875,1361.89,23.4356,126,126,21.279,630000,1562.63
-687.073486328125,1594.48,21.2936,127,127,13.4545,635000,2258.69
-613.8535766601562,1731.78,21.8886,128,128,14.7116,640000,2386.57
-703.7440795898438,1845.13,21.7083,129,129,15.5465,645000,2773.89
-685.8121337890625,1546.54,21.4118,130,130,15.3863,650000,2109.57
-826.654541015625,1356.1,22.7331,131,131,20.1747,655000,1127.17
-876.5240478515625,1245.41,22.9279,132,132,16.8385,660000,1681.49
-631.1165161132812,701.44,21.4185,133,133,15.1311,665000,476.5
-355.8517150878906,2498.88,20.7552,134,134,12.41,670000,3468.77
-627.4530639648438,1572.31,20.8178,135,135,13.4242,675000,1594.66
-372.33258056640625,2055.26,20.2366,136,136,14.3805,680000,3124.17
-440.3367004394531,2202.7,21.3352,137,137,13.7946,685000,2940.06
-651.1163940429688,2133.17,21.5921,138,138,15.9637,690000,3043.56
-645.3040771484375,2011.27,20.6386,139,139,15.3112,695000,2105.74
-529.6935424804688,2011.73,20.1628,140,140,15.4362,700000,2022.19
-694.3031616210938,1709.8,22.6116,141,141,15.6662,705000,2558.21
-599.238525390625,1470.17,21.2777,142,142,12.8374,710000,1495.58
-590.856689453125,2272.14,20.2161,143,143,15.7236,715000,2027.6
-341.7962341308594,3189.23,20.1987,144,144,13.6307,720000,3447.28
-620.7191772460938,1892.43,20.9145,145,145,15.6208,725000,2530.28
-651.5811767578125,1930.01,21.2552,146,146,13.4666,730000,2132.93
-847.065673828125,1421.07,22.967,147,147,19.1336,735000,2837.62
-839.4775390625,1658.69,22.9896,148,148,18.1554,740000,2557.1
-656.6436157226562,1876.09,21.5921,149,149,16.062,745000,1925.9
-752.1246337890625,1703.32,21.4619,150,150,16.1463,750000,1879.15
-712.2328491210938,1601.08,22.0995,151,151,12.3238,755000,1579.27
-752.5552978515625,1836.79,21.997,152,152,15.7487,760000,2409.09
-709.0499267578125,1843.0,22.4165,153,153,12.2772,765000,2033.15
-442.2591857910156,1834.65,21.6621,154,154,15.0442,770000,2864.82
-641.0352172851562,2181.6,20.9843,155,155,11.9224,775000,1844.72
-805.0636596679688,1636.45,22.6976,156,156,15.1061,780000,1918.55
-770.9010620117188,1684.83,21.5918,157,157,14.6372,785000,2634.63
-859.1654052734375,1434.04,22.4114,158,158,15.6816,790000,2494.31
-761.6189575195312,1637.13,21.5133,159,159,15.3539,795000,2864.98
-784.0496826171875,1879.43,21.3874,160,160,14.7347,800000,2308.37
-374.1466369628906,2450.06,18.7528,161,161,12.5827,805000,3396.28
-866.230712890625,1772.38,20.6376,162,162,17.4901,810000,1672.41
-755.4249267578125,2065.84,21.9608,163,163,17.0445,815000,3186.69
-469.43878173828125,2118.55,20.4153,164,164,13.8152,820000,3051.56
-1017.0325927734375,1645.21,22.858,165,165,15.8564,825000,2561.05
-824.1324462890625,2129.59,21.7346,166,166,14.5803,830000,2253.8
-944.7529296875,1642.79,22.7747,167,167,17.5761,835000,2449.79
-592.3396606445312,2359.57,20.7363,168,168,14.6246,840000,2144.15
-988.678955078125,1776.0,23.133,169,169,16.122,845000,2086.13
-890.7700805664062,1763.36,21.7081,170,170,14.1298,850000,2129.77
-1073.6932373046875,1497.57,23.22,171,171,15.6366,855000,1266.48
-745.2605590820312,2185.2,21.4046,172,172,15.5929,860000,2921.58
-841.6719970703125,1908.77,21.2628,173,173,14.8434,865000,2146.35
-644.3404541015625,1746.16,22.2295,174,174,12.9346,870000,2320.28
-635.6127319335938,2215.96,20.7542,175,175,12.2962,875000,3110.38
-953.1196899414062,1676.84,22.446,176,176,14.8949,880000,1801.54
-1051.0350341796875,1415.31,23.0324,177,177,14.4901,885000,2317.67
-902.8555297851562,2309.73,22.0996,178,178,14.8163,890000,2745.86
-1023.8125610351562,1765.37,23.1301,179,179,15.0929,895000,1842.55
-810.03125,1868.75,21.8992,180,180,16.0691,900000,2242.11
-928.5609741210938,2075.2,20.8711,181,181,14.1397,905000,2117.52
-984.7434692382812,2095.94,22.1628,182,182,16.9936,910000,2959.66
-786.796875,1899.39,21.7877,183,183,12.4761,915000,2521.29
-1039.012939453125,2071.87,21.5728,184,184,14.588,920000,2169.23
-971.5208129882812,2014.51,21.6007,185,185,15.6727,925000,2062.16
-1067.6456298828125,1618.03,22.5128,186,186,14.1011,930000,1852.12
-905.7363891601562,1789.81,21.704,187,187,16.8071,935000,1591.23
-941.994140625,2192.47,20.9918,188,188,14.1032,940000,1586.58
-724.8155517578125,2050.11,20.4012,189,189,13.9103,945000,1665.69
-1004.4076538085938,2263.08,21.3384,190,190,12.6831,950000,1874.63
-1077.0662841796875,1719.48,22.8507,191,191,16.1239,955000,2474.97
-1034.913330078125,1572.56,22.0413,192,192,16.2682,960000,2013.07
-903.6810302734375,1777.91,21.6792,193,193,14.6261,965000,1616.04
-553.7886352539062,2377.07,21.1929,194,194,11.4655,970000,2136.75
-649.8489990234375,1941.96,21.8005,195,195,12.0912,975000,2780.69
-949.632080078125,1631.8,22.0299,196,196,14.2355,980000,2800.05
-731.2467651367188,1931.07,22.5433,197,197,13.2054,985000,2212.32
-723.2827758789062,2129.96,21.8283,198,198,15.8012,990000,2800.14
-981.2092895507812,1904.82,22.3046,199,199,15.624,995000,1668.87
