Itration,Running Forward KL,Real Sto Return,Real Det Return,Running Update Time,Reward Loss,Running Env Steps,Running Reverse KL
60,157.1064,1702.5,2040.01,60,-1646.8560791015625,300000,15.6418
61,157.2135,1668.46,2011.56,61,-1688.419677734375,305000,15.5399
62,157.1717,1683.56,2056.72,62,-1697.457275390625,310000,15.7373
63,157.0907,1707.84,2064.85,63,-1749.5966796875,315000,15.8224
64,157.2024,1725.25,2100.13,64,-1784.3173828125,320000,15.8849
65,157.2354,1728.7,2115.38,65,-1821.8216552734375,325000,15.5481
66,157.2004,1694.51,2069.96,66,-1849.8743896484375,330000,15.6408
67,157.0665,1724.73,2126.84,67,-1875.7919921875,335000,15.7651
68,157.0045,1727.97,2083.27,68,-1907.4124755859375,340000,15.849
69,157.0178,1750.63,2079.26,69,-1935.992919921875,345000,15.5755
70,156.9054,1742.8,2096.79,70,-1978.568603515625,350000,15.4184
71,157.1153,1761.51,2083.66,71,-2002.40087890625,355000,15.6236
72,156.9211,1775.1,2158.38,72,-2046.2493896484375,360000,15.9208
73,157.1006,1720.68,2080.33,73,-2069.197509765625,365000,15.5546
74,157.2472,1705.99,2070.96,74,-2101.4384765625,370000,15.6406
75,157.0374,1788.56,2161.12,75,-2144.895263671875,375000,16.1935
76,156.9664,1733.24,2084.76,76,-2163.202880859375,380000,15.5948
77,158.5533,-577.38,-659.95,77,-2019.1676025390625,385000,13.1718
78,158.3309,-98.08,-159.41,78,-2120.98681640625,390000,16.6534
79,156.882,1675.44,2009.27,79,-2263.780029296875,395000,15.6034
80,157.0605,1701.96,2088.63,80,-2290.086669921875,400000,15.6846
81,156.7534,1691.4,1801.29,81,-2332.294677734375,405000,15.1671
82,156.8477,1268.32,1210.38,82,-2340.398193359375,410000,14.4579
83,158.3156,152.78,-47.19,83,-2401.82568359375,415000,13.5614
84,157.0234,1725.39,2062.93,84,-2438.330810546875,420000,15.3361
85,156.8893,1672.62,1989.69,85,-2456.100830078125,425000,15.3491
86,156.7917,1695.6,1926.83,86,-2494.479248046875,430000,15.124
87,160.109,-106.57,-203.91,87,-2530.569091796875,435000,21.6154
88,157.1703,1150.0,462.34,88,-2618.246826171875,440000,14.6769
89,156.7552,1723.24,2049.83,89,-2583.0,445000,15.6148
90,156.9528,1597.8,1962.98,90,-2630.80224609375,450000,15.1406
91,156.9351,1709.81,1989.25,91,-2671.4365234375,455000,15.4099
92,157.1516,1733.98,2090.88,92,-2713.16552734375,460000,15.9223
93,156.8993,1708.04,2040.02,93,-2749.961181640625,465000,15.1937
94,156.9431,1748.72,2060.42,94,-2777.94140625,470000,15.4366
95,157.0597,1753.88,2107.96,95,-2803.07275390625,475000,15.3167
96,157.0368,1703.18,2016.56,96,-2849.1396484375,480000,15.1696
97,156.712,1734.98,2100.15,97,-2870.76953125,485000,15.4214
98,156.7337,1710.59,2053.0,98,-2892.577880859375,490000,14.8452
99,156.8349,1741.97,2046.53,99,-2926.54931640625,495000,15.4125
100,156.9087,1668.1,1905.97,100,-2997.27783203125,500000,15.1651
101,156.8208,1759.12,2026.05,101,-3024.308349609375,505000,15.3748
102,156.7592,1733.78,2082.22,102,-3045.132080078125,510000,15.3689
103,157.0447,1709.65,2061.47,103,-3082.334716796875,515000,15.3162
104,156.9547,1125.67,840.06,104,-3054.26025390625,520000,12.4598
105,156.972,1540.92,1842.8,105,-3177.219970703125,525000,14.4767
106,156.7025,1779.53,2068.84,106,-3172.945556640625,530000,15.3633
107,156.927,1722.47,1937.73,107,-3229.06298828125,535000,15.1187
108,157.1452,1745.8,2068.19,108,-3290.525390625,540000,15.304
109,156.5644,1726.25,2100.79,109,-3287.099853515625,545000,15.054
110,156.9395,1740.43,2049.46,110,-3342.066162109375,550000,15.4235
111,156.9105,1586.96,1793.2,111,-3373.41748046875,555000,13.8409
112,156.9252,1779.05,2149.61,112,-3436.167236328125,560000,15.5304
113,156.8721,1786.51,2064.84,113,-3457.12890625,565000,15.2819
114,156.9725,1701.62,2033.25,114,-3503.318603515625,570000,14.7159
115,157.0592,1734.84,2114.68,115,-3553.17822265625,575000,15.2903
116,156.8561,1737.39,2087.11,116,-3582.000244140625,580000,15.1685
117,156.8421,1725.77,2045.89,117,-3630.4775390625,585000,14.8861
118,156.8663,1774.76,2131.52,118,-3650.5498046875,590000,15.3024
119,156.7901,1817.01,2137.24,119,-3689.00048828125,595000,15.385
120,156.9369,1791.48,2164.95,120,-3707.768310546875,600000,15.5468
121,156.7627,1748.44,2073.85,121,-3775.0078125,605000,14.968
122,156.7837,1726.34,2096.69,122,-3816.1884765625,610000,15.0553
123,156.9259,1760.07,2106.67,123,-3850.3798828125,615000,15.2987
124,156.915,1736.03,2088.09,124,-3898.514404296875,620000,15.2618
125,156.8049,1741.11,2083.18,125,-3943.3251953125,625000,15.041
126,156.6053,1814.54,2196.88,126,-3954.8603515625,630000,15.3654
127,156.6821,1781.55,2157.53,127,-3995.931396484375,635000,15.0661
128,156.7819,1790.41,2147.73,128,-4041.427734375,640000,15.3344
129,156.7507,1817.2,2200.46,129,-4102.71484375,645000,15.4976
130,157.232,721.82,598.59,130,-4141.25341796875,650000,13.5945
131,156.666,1786.27,2127.47,131,-4173.2783203125,655000,15.1401
132,156.7627,1800.77,2147.68,132,-4223.9775390625,660000,15.3439
133,156.8401,1762.65,2134.11,133,-4286.96533203125,665000,14.9523
134,156.8675,1774.24,2120.28,134,-4319.42626953125,670000,15.0046
135,156.9435,1797.22,2139.32,135,-4348.12890625,675000,15.2403
136,156.8065,1836.94,2219.69,136,-4409.18408203125,680000,15.6466
137,156.6833,1834.66,2155.49,137,-4423.65185546875,685000,15.4395
138,156.8777,1802.99,2169.9,138,-4447.9990234375,690000,15.4631
139,156.8337,1852.9,2233.29,139,-4538.3203125,695000,15.876
140,156.8962,1823.44,2129.79,140,-4597.6142578125,700000,15.5667
141,156.768,1852.95,2193.17,141,-4612.93896484375,705000,15.631
142,156.6678,1807.09,2151.8,142,-4653.7841796875,710000,14.9765
143,156.9162,1813.59,2141.45,143,-4725.1689453125,715000,15.3198
144,156.5097,1803.08,2127.54,144,-4735.18798828125,720000,15.04
145,156.6425,1813.08,2166.91,145,-4787.55615234375,725000,15.0185
146,156.5746,1827.97,2172.03,146,-4833.56884765625,730000,15.2096
147,156.7163,1852.23,2198.3,147,-4881.2734375,735000,15.2096
148,156.5454,1841.23,2194.2,148,-4932.18310546875,740000,15.5976
149,156.791,1832.41,2197.32,149,-4957.349609375,745000,15.2613
150,156.7895,1844.83,2219.63,150,-5032.95166015625,750000,15.2683
151,156.7498,1831.14,2172.44,151,-5069.58203125,755000,15.2939
152,156.694,1869.04,2223.29,152,-5144.40771484375,760000,15.5568
153,156.6556,1833.69,2165.21,153,-5159.7216796875,765000,15.0185
154,156.7198,1847.95,2212.8,154,-5229.67822265625,770000,15.3496
155,156.6608,1811.19,2169.88,155,-5278.48388671875,775000,15.1265
156,156.6923,1837.25,2189.15,156,-5320.3193359375,780000,15.055
157,156.7338,1821.4,2157.69,157,-5331.37255859375,785000,15.1669
158,156.9247,1825.53,2132.46,158,-5432.61474609375,790000,15.083
159,156.7048,1842.09,2207.32,159,-5459.68212890625,795000,15.5286
160,156.8294,1841.07,2195.4,160,-5527.81494140625,800000,15.3101
161,156.7407,1843.32,2198.49,161,-5550.08935546875,805000,15.2135
162,156.7683,1804.11,2174.64,162,-5621.76123046875,810000,15.2163
163,156.637,1837.96,2167.02,163,-5645.6123046875,815000,15.0494
164,156.5978,1851.3,2226.67,164,-5705.16259765625,820000,15.2256
165,156.6725,1864.79,2211.48,165,-5759.70068359375,825000,15.3875
166,156.8752,1815.18,2178.27,166,-5834.923828125,830000,15.1526
167,156.6833,1824.92,2165.57,167,-5875.9697265625,835000,14.9696
168,156.7075,1852.29,2213.81,168,-5929.107421875,840000,15.3656
169,156.7177,1835.07,2169.45,169,-5984.26123046875,845000,15.3053
170,156.6658,1857.17,2211.15,170,-6046.46142578125,850000,15.3905
171,156.6704,1850.67,2219.41,171,-6072.4443359375,855000,15.0976
172,156.625,1886.16,2246.46,172,-6152.73095703125,860000,15.3684
173,156.8204,1852.58,2193.5,173,-6201.958984375,865000,15.0476
174,156.6601,1856.77,2162.68,174,-6270.84912109375,870000,15.233
175,156.6548,1820.71,2149.59,175,-6332.47998046875,875000,15.0356
176,156.5499,1903.79,2271.19,176,-6370.26513671875,880000,15.2482
177,156.658,1865.8,2214.82,177,-6389.990234375,885000,15.067
178,156.5975,1826.15,2163.74,178,-6457.65673828125,890000,15.0774
179,156.7518,1843.79,2212.35,179,-6468.4580078125,895000,15.0192
180,156.6842,1869.54,2222.44,180,-6530.6669921875,900000,15.4949
181,156.5221,1846.02,2208.79,181,-6615.61083984375,905000,15.0905
182,156.9226,1828.11,2178.49,182,-6681.45654296875,910000,15.1862
183,156.5731,1881.75,2211.1,183,-6683.84423828125,915000,15.3766
184,156.6627,1841.25,2186.04,184,-6734.037109375,920000,15.0217
185,156.7964,1867.42,2219.46,185,-6820.4267578125,925000,15.3063
186,156.7225,1840.85,2170.23,186,-6827.07177734375,930000,14.8566
187,156.5049,1833.31,2129.88,187,-6846.50341796875,935000,14.8641
188,156.625,1874.54,2221.7,188,-6926.32861328125,940000,15.0727
189,156.7602,1875.02,2214.56,189,-6977.736328125,945000,15.124
190,156.6277,1853.39,2191.57,190,-7032.67529296875,950000,14.8925
191,156.459,1872.23,2197.05,191,-7051.54150390625,955000,15.0432
192,156.6855,1877.21,2201.29,192,-7119.39697265625,960000,15.2305
193,156.758,1900.61,2188.71,193,-7203.43505859375,965000,15.2472
194,156.5908,1881.34,2185.12,194,-7152.02392578125,970000,15.0824
195,156.7571,1860.19,2158.81,195,-7251.35009765625,975000,15.4481
196,156.852,1893.37,2206.47,196,-7354.033203125,980000,15.5418
197,156.7192,1865.02,2224.64,197,-7380.89453125,985000,15.0996
198,156.6728,1846.06,2188.96,198,-7419.07666015625,990000,14.8933
199,156.5337,1906.26,2249.47,199,-7512.5380859375,995000,15.2405
200,156.5421,1911.71,2251.78,200,-7542.8720703125,1000000,15.5903
201,156.7445,1897.72,2241.09,201,-7571.115234375,1005000,15.4788
202,156.6469,1905.67,2250.21,202,-7617.02978515625,1010000,15.5349
203,156.6804,1885.19,2240.48,203,-7683.5908203125,1015000,15.588
204,156.5985,1894.81,2240.47,204,-7700.724609375,1020000,15.5037
205,156.6354,1917.92,2246.51,205,-7759.10693359375,1025000,15.2886
206,156.6251,1917.1,2250.4,206,-7834.87353515625,1030000,15.2757
207,156.7036,1904.66,2261.09,207,-7869.76953125,1035000,15.4503
208,156.7014,1897.46,2251.62,208,-7942.58837890625,1040000,15.4795
209,156.6556,1909.57,2250.37,209,-7984.62939453125,1045000,15.4869
210,156.7027,1919.25,2265.06,210,-8051.33447265625,1050000,15.599
211,156.7134,1890.66,2242.09,211,-8089.58349609375,1055000,15.536
212,156.6887,1900.5,2249.78,212,-8152.69091796875,1060000,15.355
213,156.7542,1901.41,2270.37,213,-8181.076171875,1065000,15.3956
214,156.7995,1907.06,2235.36,214,-8235.923828125,1070000,15.3431
215,156.596,1879.92,2241.57,215,-8322.744140625,1075000,15.2013
216,156.5955,1887.18,2244.27,216,-8315.359375,1080000,15.4293
217,156.5445,1902.11,2262.12,217,-8356.234375,1085000,15.3393
218,156.4932,1898.92,2250.11,218,-8365.4287109375,1090000,15.346
219,156.7516,1891.82,2247.82,219,-8391.16015625,1095000,15.2396
220,156.4901,1908.81,2248.75,220,-8445.673828125,1100000,15.3353
221,156.5999,1903.42,2254.08,221,-8457.642578125,1105000,15.3079
222,156.705,1901.52,2251.08,222,-8494.5087890625,1110000,15.3951
223,156.6811,1891.34,2234.61,223,-8546.091796875,1115000,15.375
224,156.6599,1904.42,2230.75,224,-8568.05859375,1120000,15.3562
225,156.6881,1881.64,2259.89,225,-8589.7939453125,1125000,15.3123
226,156.544,1899.25,2261.69,226,-8657.720703125,1130000,15.5792
227,156.6961,1902.86,2269.82,227,-8663.97265625,1135000,15.387
228,156.6027,1886.35,2240.89,228,-8688.986328125,1140000,15.2378
229,156.733,1898.05,2230.31,229,-8712.2197265625,1145000,15.3597
230,156.5459,1894.71,2231.64,230,-8711.0390625,1150000,15.1091
231,156.6312,1892.89,2230.92,231,-8799.8271484375,1155000,15.4662
232,156.6992,1908.85,2259.58,232,-8805.8427734375,1160000,15.2668
233,156.7155,1922.86,2270.28,233,-8868.4228515625,1165000,15.5501
234,156.6758,1923.58,2289.74,234,-8880.1669921875,1170000,15.5386
235,156.5611,1901.45,2273.49,235,-8901.9375,1175000,15.3392
236,156.6668,1891.41,2274.85,236,-8925.701171875,1180000,15.2173
237,156.7067,1911.4,2280.5,237,-8974.4072265625,1185000,15.3522
238,156.6389,1895.23,2252.79,238,-8962.9921875,1190000,15.2129
239,156.6798,1904.64,2269.66,239,-9009.505859375,1195000,15.2751
240,156.6968,1907.26,2275.99,240,-9029.224609375,1200000,15.1762
241,156.7414,1903.15,2275.18,241,-9087.9814453125,1205000,15.054
242,156.6668,1903.67,2264.18,242,-9087.4521484375,1210000,15.1764
243,156.5749,1883.01,2269.46,243,-9109.2265625,1215000,15.0565
244,156.5418,1899.61,2271.31,244,-9138.3984375,1220000,15.0441
245,156.6191,1872.18,2242.19,245,-9193.4794921875,1225000,15.0257
246,156.6153,1863.99,2250.26,246,-9198.8154296875,1230000,15.0486
247,156.6011,1872.27,2266.98,247,-9236.4560546875,1235000,15.0338
248,156.6414,1882.02,2253.21,248,-9282.916015625,1240000,15.0925
249,156.6996,1848.17,2250.48,249,-9293.5205078125,1245000,14.8457
250,156.6014,1867.86,2240.08,250,-9340.0341796875,1250000,14.891
251,156.6052,1870.89,2249.36,251,-9344.8466796875,1255000,14.9307
252,156.7841,1844.13,2252.49,252,-9414.9580078125,1260000,14.8917
253,156.6412,1859.64,2238.25,253,-9448.3486328125,1265000,14.9389
254,156.5408,1849.36,2266.96,254,-9492.818359375,1270000,14.8989
255,156.6771,1834.26,2229.39,255,-9531.689453125,1275000,14.8094
256,156.7479,1865.44,2246.07,256,-9524.21875,1280000,14.9632
257,156.6351,1843.34,2237.53,257,-9571.6005859375,1285000,14.8721
258,156.7314,1865.09,2238.91,258,-9576.5390625,1290000,14.762
259,156.5508,1870.64,2254.05,259,-9619.634765625,1295000,15.0091
260,156.598,1833.15,2219.06,260,-9686.3095703125,1300000,14.9151
261,156.7208,1846.92,2253.71,261,-9659.396484375,1305000,14.9355
262,156.5308,1857.79,2245.63,262,-9713.091796875,1310000,14.8641
263,156.6485,1823.14,2257.14,263,-9721.3232421875,1315000,14.9574
264,156.6317,1849.97,2219.13,264,-9812.9794921875,1320000,14.8861
265,156.4894,1847.39,2242.36,265,-9797.9541015625,1325000,14.9774
266,156.5562,1839.96,2241.33,266,-9827.7421875,1330000,14.8336
267,156.4237,1855.83,2241.6,267,-9847.2080078125,1335000,14.8017
268,156.5899,1853.22,2245.69,268,-9901.98828125,1340000,15.1735
269,160.0252,-152.44,-264.14,269,-9078.5439453125,1345000,18.2306
270,156.4128,1807.27,2151.44,270,-9932.8955078125,1350000,14.6714
271,156.7544,1837.58,2238.08,271,-10000.1318359375,1355000,14.9705
272,156.6161,1851.86,2232.59,272,-10009.9814453125,1360000,14.9023
273,156.7412,1875.89,2225.71,273,-10038.9267578125,1365000,14.9445
274,156.5526,1869.4,2245.52,274,-10079.0888671875,1370000,15.1564
275,156.8033,1867.41,2239.82,275,-10113.759765625,1375000,15.2278
276,156.561,1885.42,2262.91,276,-10119.2431640625,1380000,15.0836
277,156.5841,1885.85,2261.44,277,-10149.3154296875,1385000,15.1428
278,156.6879,1739.19,268.75,278,-10073.8330078125,1390000,14.6876
279,157.3333,285.23,256.24,279,-9131.3720703125,1395000,15.6059
280,157.0107,818.18,-18.63,280,-9805.70703125,1400000,14.7483
281,156.7168,1240.88,25.18,281,-10035.66015625,1405000,13.9924
282,157.1193,394.43,-96.23,282,-9680.345703125,1410000,14.1724
283,158.9658,313.53,406.52,283,-9807.791015625,1415000,14.7294
284,157.2301,426.14,289.58,284,-9898.1513671875,1420000,13.5971
285,156.5954,677.25,902.98,285,-10121.2685546875,1425000,12.6851
286,156.7755,1242.16,446.67,286,-10124.77734375,1430000,14.1653
287,157.0514,324.54,176.44,287,-10230.7822265625,1435000,15.182
288,157.7076,-13.39,-84.27,288,-9971.1923828125,1440000,16.7653
289,157.4845,317.25,-108.45,289,-10279.3837890625,1445000,16.4048
290,156.5661,1095.73,893.46,290,-10329.30078125,1450000,13.3827
291,156.6525,1650.23,1895.18,291,-10551.2236328125,1455000,14.3063
292,156.5844,1715.02,1693.14,292,-10623.8349609375,1460000,14.6552
293,156.497,1756.51,2131.0,293,-10590.4931640625,1465000,14.8347
294,156.6964,1772.08,2212.0,294,-10637.7236328125,1470000,14.826
295,156.7074,1778.34,2136.5,295,-10676.8427734375,1475000,15.017
296,156.8837,1016.15,48.47,296,-10428.4560546875,1480000,14.5838
297,156.7294,1757.9,2084.3,297,-10708.1416015625,1485000,14.796
298,156.6908,1796.2,2193.56,298,-10758.08203125,1490000,14.9947
299,156.754,1810.7,2165.06,299,-10779.2216796875,1495000,15.1182
300,156.7897,1795.19,2209.37,300,-10816.8203125,1500000,14.7648
301,156.7956,1818.5,2184.18,301,-10902.263671875,1505000,14.8979
302,156.4983,1805.61,2200.0,302,-10956.26953125,1510000,14.7935
303,156.7124,1781.18,2173.0,303,-10933.9072265625,1515000,14.8513
304,156.558,1810.6,2177.11,304,-10976.1142578125,1520000,14.8157
305,156.5746,1734.2,2109.88,305,-10970.751953125,1525000,14.6573
306,156.6148,1756.32,2062.56,306,-10959.4423828125,1530000,14.6391
307,156.5084,1782.9,2088.22,307,-10988.9072265625,1535000,14.7089
308,156.4325,1816.75,2167.74,308,-10978.09765625,1540000,14.94
309,156.6641,1805.78,2126.71,309,-10991.0556640625,1545000,14.9803
310,156.4243,1805.74,2151.11,310,-11063.28515625,1550000,14.9175
311,156.6671,1828.01,2204.06,311,-11084.21875,1555000,14.9896
312,156.399,1821.86,2184.62,312,-11100.5556640625,1560000,14.81
313,156.4189,1797.27,2087.44,313,-11078.69921875,1565000,14.8441
314,156.6251,1842.64,2187.9,314,-11147.8564453125,1570000,15.1032
315,156.7597,1761.43,2205.76,315,-11207.998046875,1575000,15.1239
316,156.601,1848.82,2207.59,316,-11164.1572265625,1580000,14.8898
317,156.6168,1843.06,2084.61,317,-11217.849609375,1585000,14.9798
318,156.6237,1847.98,2202.75,318,-11231.5263671875,1590000,15.0815
319,156.6431,1876.02,2234.48,319,-11307.427734375,1595000,15.4084
320,156.6155,1825.16,2171.72,320,-11273.5888671875,1600000,14.8648
321,156.6116,1812.55,2198.96,321,-11297.6787109375,1605000,14.8501
322,156.7208,1785.87,2046.63,322,-11350.505859375,1610000,14.9753
323,156.6617,1815.9,2157.29,323,-11391.3984375,1615000,14.8533
324,156.6831,1771.86,2052.78,324,-11383.5673828125,1620000,14.2798
325,156.6267,1756.31,2078.9,325,-11461.2138671875,1625000,14.6286
326,156.4826,1652.31,2077.39,326,-11458.6044921875,1630000,14.405
327,156.4498,1814.64,2190.36,327,-11530.4130859375,1635000,14.8823
328,156.6296,1845.88,2183.18,328,-11546.91796875,1640000,14.8325
329,156.4799,1832.98,2224.68,329,-11549.9892578125,1645000,14.9688
330,156.5957,1815.67,2206.78,330,-11569.7822265625,1650000,14.6814
331,156.5871,1823.68,2197.69,331,-11547.7802734375,1655000,14.8488
332,156.5985,1824.65,2200.98,332,-11600.92578125,1660000,14.6542
333,156.6174,1835.61,2241.91,333,-11578.20703125,1665000,14.9633
334,156.6147,1760.24,2107.37,334,-11693.142578125,1670000,14.9364
335,156.6354,1792.26,2170.79,335,-11629.3525390625,1675000,14.6557
336,156.5505,1825.94,2017.84,336,-11695.0537109375,1680000,14.8105
337,156.7336,1814.67,2232.2,337,-11723.4267578125,1685000,14.8389
338,156.6253,1823.97,2175.78,338,-11699.7109375,1690000,14.6509
339,156.6603,1816.14,2212.9,339,-11780.8955078125,1695000,14.7206
340,156.7267,1837.49,2198.63,340,-11751.869140625,1700000,14.801
341,156.6746,1839.28,2206.87,341,-11787.7783203125,1705000,14.7297
342,156.7855,1837.69,2226.68,342,-11830.818359375,1710000,14.8435
343,156.7579,1822.69,2184.98,343,-11837.7431640625,1715000,14.7063
344,156.6016,1846.78,2186.56,344,-11816.4267578125,1720000,14.7147
345,156.6406,1846.26,2173.44,345,-11890.0205078125,1725000,14.7247
