Running Reverse KL,Running Env Steps,Real Sto Return,Reward Loss,Real Det Return,Itration,Running Update Time,Running Forward KL
29.1708,385000,1893.44,-4597.7587890625,2759.35,77,77,63.395
29.8272,390000,2039.07,-4868.4560546875,2916.18,78,78,66.2089
34.0646,395000,2189.02,-4250.70556640625,3388.93,79,79,64.4381
36.8159,400000,2036.22,-3845.536865234375,3275.57,80,80,64.3286
29.2763,405000,1313.28,-4871.197265625,1947.48,81,81,63.8002
30.1005,410000,1768.46,-4868.32568359375,2605.48,82,82,64.9534
35.019,415000,2202.96,-4350.775390625,2207.47,83,83,65.4775
38.0567,420000,1684.45,-3786.337646484375,2177.26,84,84,65.7384
32.5321,425000,2008.24,-4590.54150390625,2116.63,85,85,65.9302
40.6595,430000,1721.11,-3845.007080078125,2424.87,86,86,66.9268
41.1401,435000,2253.33,-4139.1240234375,3195.34,87,87,67.697
38.9052,440000,2656.32,-4272.0224609375,3596.63,88,88,66.4348
42.7937,445000,3118.13,-4208.17822265625,3783.4,89,89,67.8375
39.4524,450000,2861.88,-4665.51708984375,3361.1,90,90,67.7693
44.3604,455000,2485.98,-4032.83642578125,3001.82,91,91,70.2437
35.6222,460000,1882.08,-5006.32177734375,3835.57,92,92,67.1124
32.4181,465000,1777.92,-5420.54345703125,2523.63,93,93,66.4741
49.7295,470000,3452.07,-3781.987548828125,4149.94,94,94,73.4761
34.4427,475000,2038.34,-5051.37109375,2934.1,95,95,66.3832
44.2866,480000,2560.98,-4535.5986328125,3007.4,96,96,71.541
41.3708,485000,2083.07,-4789.65771484375,3705.87,97,97,70.0694
42.0322,490000,2025.67,-4437.19091796875,2718.44,98,98,68.0432
54.8223,495000,3580.31,-4039.4169921875,3923.42,99,99,79.7535
52.9152,500000,3283.16,-4147.2197265625,4221.47,100,100,74.8701
34.451,505000,1022.56,-5462.697265625,1303.46,101,101,67.9561
41.4595,510000,1478.62,-4824.68603515625,1577.01,102,102,69.9524
48.5822,515000,2900.49,-4686.22802734375,4126.75,103,103,69.8971
44.5875,520000,2737.42,-4900.68798828125,3839.79,104,104,71.2923
40.871,525000,1961.13,-5383.30810546875,2498.65,105,105,71.0153
46.031,530000,1894.66,-5006.10205078125,3435.27,106,106,70.7666
44.275,535000,3497.13,-5351.84423828125,4799.87,107,107,71.2133
50.0842,540000,3678.31,-4953.77392578125,4149.99,108,108,73.7046
42.4578,545000,2460.82,-5514.1123046875,3591.53,109,109,69.8435
55.6192,550000,3277.35,-4814.9873046875,3803.75,110,110,76.9927
53.5437,555000,3455.58,-5071.61083984375,4006.53,111,111,74.3012
57.6777,560000,2633.39,-4948.56884765625,4433.41,112,112,74.5258
54.602,565000,4294.16,-5232.009765625,4545.4,113,113,73.9752
46.9303,570000,2439.27,-5982.0380859375,2844.49,114,114,71.1755
62.5415,575000,3961.37,-4960.64599609375,4749.85,115,115,81.5618
55.3212,580000,3109.52,-5226.84033203125,4599.58,116,116,79.7985
61.015,585000,3698.36,-5477.5615234375,3734.53,117,117,76.056
52.2767,590000,3024.48,-6022.8974609375,4241.77,118,118,72.58
60.4151,595000,4088.18,-5718.76123046875,4835.71,119,119,76.1557
59.2538,600000,3623.54,-5664.08447265625,4651.78,120,120,74.3698
59.9642,605000,2596.06,-5519.5322265625,4074.23,121,121,79.1613
56.62,610000,3103.03,-5757.60205078125,4302.22,122,122,75.0507
60.8235,615000,3821.47,-5835.1103515625,4824.75,123,123,76.6524
64.3742,620000,3555.39,-6055.93115234375,3988.43,124,124,76.7674
64.2912,625000,3720.15,-6296.7626953125,5075.52,125,125,75.8464
65.2658,630000,4565.91,-6553.66455078125,4885.83,126,126,75.3268
80.8741,635000,4075.06,-6459.4912109375,4567.02,127,127,87.4945
72.2676,640000,3468.84,-6556.83251953125,4747.24,128,128,80.4147
58.0485,645000,3183.53,-7072.00537109375,4281.26,129,129,75.429
57.8902,650000,4426.17,-7053.6162109375,4391.34,130,130,72.7159
68.855,655000,3800.74,-6951.19970703125,4820.15,131,131,76.803
73.3727,660000,3804.23,-7082.1923828125,5046.7,132,132,84.4237
68.0204,665000,4482.9,-6882.35009765625,4440.0,133,133,80.3595
76.6209,670000,4316.48,-7133.8505859375,4957.57,134,134,86.8626
74.6594,675000,3903.4,-7316.4921875,4980.32,135,135,85.2033
67.9065,680000,4235.33,-7857.83642578125,4946.7,136,136,76.8324
66.6861,685000,3988.98,-7793.31787109375,4752.3,137,137,76.5608
77.0341,690000,4129.63,-7816.52685546875,4797.25,138,138,87.1483
72.4341,695000,2910.75,-7811.12451171875,4767.32,139,139,84.2184
70.4832,700000,3795.08,-8127.42138671875,4674.35,140,140,78.6043
76.4113,705000,4170.82,-8159.08349609375,4635.85,141,141,86.6948
61.0705,710000,2496.21,-8711.2666015625,2239.62,142,142,74.5583
77.498,715000,4603.63,-8492.30859375,4927.46,143,143,84.6279
79.8818,720000,3622.15,-8856.3984375,4648.11,144,144,89.247
79.6674,725000,4070.15,-8860.689453125,5061.35,145,145,88.8814
76.8654,730000,3842.93,-8901.892578125,4762.2,146,146,86.2988
84.7586,735000,4398.01,-9347.8798828125,4974.16,147,147,88.8167
80.3173,740000,4665.23,-9306.5439453125,5168.8,148,148,86.0251
83.3815,745000,4651.2,-9313.9189453125,4902.44,149,149,87.7175
80.3002,750000,4327.16,-9531.9404296875,5192.59,150,150,86.6493
64.6769,755000,4621.67,-9790.697265625,4881.91,151,151,74.2931
86.5706,760000,4635.43,-10087.228515625,5061.1,152,152,89.7734
87.6485,765000,3599.42,-10208.6318359375,5000.69,153,153,91.4798
83.877,770000,4628.31,-10382.451171875,4988.22,154,154,89.9865
84.0869,775000,4703.21,-10569.2373046875,4940.96,155,155,89.7953
78.2004,780000,4565.7,-10612.6376953125,4736.35,156,156,81.1845
81.8129,785000,3990.51,-10774.326171875,5130.53,157,157,91.7977
79.2589,790000,3984.25,-10877.7734375,5049.04,158,158,84.3733
75.9276,795000,4508.8,-11175.4892578125,4976.49,159,159,79.4066
82.9246,800000,3977.04,-11185.0693359375,5108.21,160,160,86.409
80.4368,805000,4380.72,-11555.2724609375,5003.41,161,161,87.485
83.314,810000,4515.32,-11570.2509765625,5042.06,162,162,88.7715
80.3059,815000,4017.33,-11739.09375,4909.3,163,163,86.5825
84.3998,820000,4642.17,-12040.3603515625,5112.07,164,164,88.4344
77.516,825000,4525.95,-12201.3427734375,5307.61,165,165,85.6544
85.9226,830000,4879.77,-12352.51953125,5320.03,166,166,90.2426
74.2913,835000,4402.6,-12449.9228515625,5003.01,167,167,77.7208
70.1839,840000,4223.64,-12486.8466796875,4625.36,168,168,77.0963
91.9862,845000,4891.44,-13024.7060546875,5161.61,169,169,90.8755
74.6472,850000,4426.52,-13020.6103515625,5116.0,170,170,77.8604
81.4193,855000,4819.28,-13265.591796875,4906.36,171,171,87.1501
90.1522,860000,4514.25,-13338.4853515625,5136.27,172,172,89.7331
80.7672,865000,4087.11,-13612.380859375,4748.24,173,173,79.6147
80.8771,870000,4204.99,-13961.98046875,5093.8,174,174,84.5173
75.2003,875000,4845.98,-13999.33984375,5011.45,175,175,80.7443
86.4764,880000,3664.34,-14211.1484375,5032.47,176,176,90.0925
83.284,885000,4533.08,-14486.7080078125,5016.9,177,177,86.1739
82.7098,890000,4903.33,-14708.0986328125,5041.07,178,178,88.318
90.2239,895000,4108.62,-14831.1728515625,5335.23,179,179,91.6781
86.4383,900000,4436.41,-15114.458984375,4960.7,180,180,89.6672
79.942,905000,4740.91,-15230.9814453125,4934.18,181,181,87.2301
84.3381,910000,4450.24,-15274.462890625,4913.74,182,182,87.4783
85.3779,915000,4598.62,-15712.0029296875,4900.61,183,183,90.7699
90.7372,920000,4556.14,-15864.7119140625,5224.79,184,184,87.8023
86.025,925000,4966.52,-16257.1748046875,5226.19,185,185,89.5128
86.8685,930000,4818.92,-16648.505859375,5389.01,186,186,90.2314
86.3701,935000,5107.93,-16677.71484375,5401.03,187,187,89.4187
84.7951,940000,4690.81,-16578.626953125,5304.56,188,188,89.824
84.9687,945000,4891.18,-17070.6484375,5371.67,189,189,92.7558
84.3911,950000,4798.33,-17076.5546875,4855.31,190,190,86.1982
77.3856,955000,4966.36,-17629.509765625,4992.71,191,191,83.8479
77.1876,960000,4712.32,-17160.9921875,5058.68,192,192,78.3194
87.4912,965000,4804.01,-17899.400390625,5089.05,193,193,90.4858
92.0785,970000,5184.35,-18078.84765625,5171.36,194,194,90.5917
95.602,975000,5194.45,-18437.5234375,5142.73,195,195,94.6666
87.9955,980000,3099.16,-18393.107421875,4616.76,196,196,88.8119
92.3102,985000,5122.63,-18819.697265625,5362.48,197,197,92.3977
80.5893,990000,4604.89,-18745.259765625,5263.58,198,198,86.3641
81.0077,995000,4887.2,-18912.408203125,5280.79,199,199,86.5346
80.354,1000000,5080.21,-19283.26953125,5357.12,200,200,78.6614
89.6033,1005000,4202.01,-19500.451171875,4871.04,201,201,88.9315
89.0495,1010000,4667.75,-19824.7265625,5227.37,202,202,88.8308
87.2346,1015000,4658.53,-20104.439453125,5401.93,203,203,88.5275
82.7613,1020000,3318.63,-19829.17578125,5181.47,204,204,79.5083
87.096,1025000,3937.07,-20536.134765625,4712.74,205,205,90.3973
89.5753,1030000,4973.19,-20753.408203125,5192.61,206,206,89.7685
95.1498,1035000,4166.35,-20944.39453125,4282.33,207,207,91.6841
91.4747,1040000,4949.08,-21291.107421875,5273.76,208,208,90.8993
90.906,1045000,4634.12,-21481.05078125,5387.29,209,209,89.5326
89.8337,1050000,4888.71,-21735.392578125,5147.39,210,210,88.4371
90.7334,1055000,4732.05,-21856.751953125,5311.85,211,211,90.6639
91.6702,1060000,4998.48,-22241.306640625,5540.94,212,212,93.637
90.3373,1065000,4231.27,-22317.65625,4520.26,213,213,89.628
87.7505,1070000,3914.22,-22636.07421875,4025.57,214,214,89.023
89.8003,1075000,3825.39,-22845.416015625,5178.44,215,215,90.7739
85.6043,1080000,3036.56,-22582.83203125,4208.57,216,216,81.0339
90.6758,1085000,3147.14,-23330.5546875,4944.18,217,217,89.3359
92.118,1090000,3983.22,-23497.630859375,3975.11,218,218,90.9516
93.9313,1095000,3332.5,-23809.314453125,4183.36,219,219,95.9012
92.6284,1100000,2776.65,-23865.234375,3167.16,220,220,92.4009
91.6011,1105000,4097.98,-24271.083984375,4291.21,221,221,92.4418
92.5585,1110000,3395.89,-24286.783203125,4801.0,222,222,90.6802
95.3754,1115000,3988.87,-24680.486328125,4412.75,223,223,90.1501
87.5645,1120000,4729.21,-25032.765625,5100.59,224,224,92.7508
92.5775,1125000,4358.71,-24885.68359375,4424.23,225,225,84.5428
88.1632,1130000,4038.49,-25428.884765625,5139.54,226,226,92.3185
96.3751,1135000,3099.27,-25568.94140625,5150.25,227,227,94.8195
93.5574,1140000,1968.79,-25797.033203125,3410.79,228,228,92.6261
85.4409,1145000,4543.96,-25718.734375,5098.47,229,229,80.0528
89.07,1150000,3562.09,-26464.484375,4223.36,230,230,92.4701
85.5832,1155000,5095.93,-25841.908203125,5036.39,231,231,79.0651
91.6157,1160000,4082.19,-26903.134765625,4783.93,232,232,90.9381
100.5388,1165000,4998.13,-27202.611328125,4738.7,233,233,95.3055
88.04,1170000,4718.66,-27665.43359375,5287.63,234,234,91.5245
94.683,1175000,4290.81,-27650.884765625,5603.82,235,235,92.0446
93.8599,1180000,4158.84,-27814.326171875,5015.79,236,236,95.9784
93.4125,1185000,5110.07,-28498.666015625,5413.33,237,237,94.346
94.0132,1190000,4728.85,-28593.388671875,5603.39,238,238,92.0693
92.3869,1195000,4973.09,-28784.00390625,5643.35,239,239,93.2686
95.0703,1200000,4849.27,-29008.943359375,5174.48,240,240,95.3314
91.33,1205000,4876.4,-29233.87109375,5588.67,241,241,91.3726
89.6691,1210000,5157.41,-29616.857421875,5726.47,242,242,91.1396
90.3089,1215000,4872.51,-30003.63671875,5539.93,243,243,89.1778
90.9489,1220000,4573.5,-29716.927734375,5353.8,244,244,92.0944
95.3122,1225000,4577.58,-29831.626953125,5395.46,245,245,94.8043
92.4356,1230000,4876.1,-30379.138671875,4867.95,246,246,93.7998
91.9339,1235000,4792.64,-30665.4453125,5131.7,247,247,92.2988
94.7351,1240000,5463.18,-31077.701171875,5712.62,248,248,93.3257
92.0891,1245000,4990.34,-30973.931640625,5435.87,249,249,91.6381
86.2843,1250000,4245.21,-30062.0859375,5443.99,250,250,78.9087
94.7562,1255000,4460.12,-31516.322265625,5122.29,251,251,91.9976
91.4836,1260000,4118.36,-31631.955078125,5392.33,252,252,90.9991
93.1041,1265000,4786.96,-32132.556640625,5635.14,253,253,92.0668
92.7829,1270000,5230.55,-32485.630859375,5579.62,254,254,90.2263
93.2442,1275000,5069.25,-32585.5625,5449.94,255,255,92.0659
91.9777,1280000,4769.11,-33106.109375,5071.28,256,256,93.9194
93.373,1285000,5220.76,-33104.46484375,5566.75,257,257,91.0758
88.9767,1290000,5455.35,-33661.421875,5332.4,258,258,89.0707
88.1098,1295000,5377.46,-33807.9765625,5268.77,259,259,90.165
92.9026,1300000,4977.86,-34027.3125,5689.76,260,260,91.0332
94.8035,1305000,4798.52,-34281.5078125,5563.22,261,261,92.2652
93.2819,1310000,4577.67,-34445.9375,5448.48,262,262,91.821
88.9395,1315000,5030.87,-34064.03515625,5494.82,263,263,84.3321
90.7961,1320000,4868.4,-34741.5546875,5799.1,264,264,90.4575
94.3756,1325000,4924.37,-35294.1171875,5346.71,265,265,91.8468
84.1468,1330000,5481.67,-34522.92578125,5741.8,266,266,80.0446
83.3423,1335000,4481.82,-34677.04296875,5134.32,267,267,81.6648
93.2419,1340000,5040.03,-35978.65625,5693.29,268,268,92.7571
92.8276,1345000,4831.51,-36313.88671875,5289.0,269,269,91.6587
87.9083,1350000,5028.05,-36492.0078125,5552.3,270,270,89.8083
90.6369,1355000,5171.74,-37018.5625,5685.64,271,271,91.6692
94.1611,1360000,4240.37,-37052.72265625,4878.71,272,272,91.2503
82.4727,1365000,5208.42,-35983.546875,5812.78,273,273,79.6837
86.8211,1370000,5091.11,-37978.953125,5591.51,274,274,93.4347
99.6716,1375000,4035.03,-37848.35546875,5278.9,275,275,95.0495
90.0474,1380000,4814.51,-37855.44921875,5271.54,276,276,88.2492
93.1955,1385000,4945.8,-38190.05859375,5481.38,277,277,92.979
98.9664,1390000,5300.69,-38902.70703125,4785.21,278,278,93.043
90.5658,1395000,4353.05,-38827.90234375,5168.86,279,279,89.0386
97.2318,1400000,4659.92,-39322.55078125,5353.86,280,280,93.7577
92.9831,1405000,5392.03,-39518.83203125,5510.37,281,281,93.1751
95.9706,1410000,4814.54,-39632.125,5236.72,282,282,93.1225
93.8217,1415000,4391.25,-40196.24609375,5673.92,283,283,94.4634
88.9906,1420000,4660.37,-40074.57421875,4865.24,284,284,90.6182
94.3737,1425000,5080.69,-40314.0078125,5344.88,285,285,91.8804
94.4144,1430000,5038.56,-40840.1328125,5572.52,286,286,91.9317
88.649,1435000,4821.32,-41200.77734375,5750.92,287,287,91.9435
89.9204,1440000,4919.56,-40956.8515625,5773.11,288,288,91.5481
91.4981,1445000,5492.06,-41720.640625,5539.49,289,289,93.5731
88.9708,1450000,4882.29,-41502.9453125,5175.46,290,290,92.6036
90.3941,1455000,5436.5,-41739.03125,5526.92,291,291,90.8185
88.2219,1460000,4857.46,-41818.62890625,5317.13,292,292,89.7238
85.9444,1465000,4465.87,-42284.609375,5005.73,293,293,87.5924
84.2245,1470000,5546.75,-42216.69921875,5759.37,294,294,89.7934
83.911,1475000,4919.3,-42284.49609375,5586.55,295,295,82.3042
85.2719,1480000,4637.79,-42041.0234375,5510.63,296,296,82.4715
86.9639,1485000,5117.67,-43553.6640625,5777.81,297,297,88.4357
90.1252,1490000,4939.25,-43574.578125,5819.47,298,298,94.6353
90.3628,1495000,4673.14,-43778.8125,5537.58,299,299,93.0834
84.4463,1500000,4814.64,-43519.83984375,5519.38,300,300,89.9255
86.9508,1505000,5356.7,-44094.41015625,5838.95,301,301,90.1614
82.7049,1510000,4411.51,-42304.76953125,5600.25,302,302,80.5679
89.8058,1515000,5385.5,-44600.98046875,5539.89,303,303,90.3491
89.0937,1520000,5362.34,-45362.0703125,5588.26,304,304,91.2556
88.4587,1525000,4781.2,-45052.48046875,5856.6,305,305,93.7303
88.0839,1530000,4961.39,-45416.76953125,5283.78,306,306,90.5253
81.7539,1535000,4934.99,-43361.99609375,5844.24,307,307,79.6817
91.9686,1540000,5277.35,-46494.5234375,5808.97,308,308,92.3508
94.0868,1545000,4837.32,-46331.62109375,5095.61,309,309,95.6839
87.9,1550000,5304.1,-46036.12890625,5281.64,310,310,91.7442
87.2703,1555000,5342.04,-45335.96484375,5561.09,311,311,82.0393
88.594,1560000,5341.76,-47148.8515625,5362.68,312,312,93.9642
84.0662,1565000,5366.84,-45970.83203125,5733.4,313,313,81.3409
89.6655,1570000,5195.34,-46979.1953125,5575.22,314,314,93.949
88.5208,1575000,4588.18,-47573.765625,5651.3,315,315,92.867
89.0411,1580000,5024.27,-47575.578125,5559.61,316,316,90.9849
90.6237,1585000,5215.76,-48518.43359375,5809.64,317,317,89.7108
89.6932,1590000,5489.04,-48436.42578125,5058.02,318,318,94.7485
92.0458,1595000,4913.2,-48147.875,5366.84,319,319,93.4446
89.0893,1600000,5127.28,-49037.6328125,5810.61,320,320,93.4589
94.2168,1605000,4808.65,-49471.0546875,5633.23,321,321,93.5844
93.185,1610000,5268.63,-49099.609375,5717.91,322,322,87.9711
84.8146,1615000,4681.16,-47584.79296875,5588.92,323,323,81.302
88.49,1620000,5085.53,-50066.0234375,5953.18,324,324,93.5613
77.7766,1625000,4355.5,-46812.2578125,5114.82,325,325,79.5518
85.6416,1630000,4693.2,-47328.0546875,4765.78,326,326,79.3125
93.3898,1635000,5370.68,-50771.31640625,5860.35,327,327,93.1981
88.1279,1640000,5221.65,-50969.84375,5422.04,328,328,91.8816
82.3163,1645000,5014.8,-49711.82421875,5887.31,329,329,80.7362
81.2521,1650000,5036.37,-47930.8125,5836.88,330,330,78.7085
78.9427,1655000,5528.45,-46686.96484375,5727.37,331,331,77.0178
91.6726,1660000,5422.26,-51453.859375,5575.4,332,332,94.5496
92.4161,1665000,5039.74,-52111.70703125,5826.74,333,333,92.0907
93.7721,1670000,5290.84,-52083.53125,5726.54,334,334,93.7117
87.9696,1675000,4901.12,-52123.6484375,5829.1,335,335,90.6786
95.7903,1680000,5242.33,-52169.91015625,4953.32,336,336,93.0611
90.3372,1685000,5244.48,-53329.7734375,5444.5,337,337,91.6684
91.9021,1690000,5466.24,-52293.28515625,5835.64,338,338,92.1745
92.6036,1695000,5177.9,-53482.6875,5760.69,339,339,95.2194
89.2162,1700000,5310.79,-52381.10546875,5811.29,340,340,84.0182
88.0327,1705000,4948.2,-53099.90234375,5566.72,341,341,90.9343
90.0641,1710000,4717.08,-53614.265625,5545.85,342,342,92.6845
80.1673,1715000,5402.72,-50781.5234375,5577.04,343,343,78.8049
70.453,1720000,5317.76,-47887.51953125,5884.16,344,344,74.4654
78.0632,1725000,4931.98,-50843.90625,5862.18,345,345,78.9972
90.17,1730000,5412.58,-53926.80859375,5519.32,346,346,91.1338
84.7551,1735000,4756.84,-54370.328125,5626.4,347,347,88.2636
88.03,1740000,5129.31,-54251.63671875,5899.21,348,348,89.0223
84.2687,1745000,5378.13,-53870.5078125,5685.2,349,349,87.0554
88.1792,1750000,5449.34,-55549.2265625,5597.23,350,350,91.9164
90.7506,1755000,5060.93,-55858.015625,5731.51,351,351,92.6318
88.913,1760000,5546.41,-55555.5703125,5674.86,352,352,92.3384
84.9602,1765000,5275.99,-55676.390625,5702.59,353,353,90.5142
84.9802,1770000,5055.52,-55194.69140625,5884.63,354,354,89.8984
74.1326,1775000,5335.09,-51759.5703125,5911.98,355,355,76.9991
86.6378,1780000,5069.46,-55562.91015625,5944.38,356,356,86.2819
75.6685,1785000,4891.99,-52292.30859375,5642.88,357,357,76.775
89.3772,1790000,5405.13,-56715.19921875,5495.37,358,358,90.7047
83.1128,1795000,4462.54,-55577.4609375,5026.03,359,359,87.5886
87.6935,1800000,5024.26,-56198.8984375,5940.51,360,360,89.5201
87.692,1805000,4665.7,-56809.0703125,5833.65,361,361,91.0997
77.5159,1810000,5350.13,-53707.15234375,5597.45,362,362,78.2724
88.6055,1815000,5169.76,-57058.94140625,5441.12,363,363,90.5001
90.6062,1820000,5287.92,-57688.515625,5531.08,364,364,91.3446
88.3498,1825000,5019.77,-57470.8125,5272.3,365,365,90.541
90.3132,1830000,5023.91,-57267.9140625,5814.72,366,366,90.1221
83.7513,1835000,5053.64,-56158.98828125,5907.2,367,367,82.4149
84.8117,1840000,5425.71,-57537.01953125,5117.33,368,368,88.5352
88.7277,1845000,5274.88,-57401.0,5610.48,369,369,88.0742
76.577,1850000,5296.6,-52456.12890625,5527.31,370,370,76.7388
87.3827,1855000,4924.63,-58043.921875,5940.55,371,371,89.7164
84.922,1860000,4943.67,-58181.8984375,5642.16,372,372,87.1363
83.6626,1865000,4869.1,-57051.68359375,5780.19,373,373,80.3676
76.4673,1870000,5310.19,-55051.359375,5094.35,374,374,76.1957
83.532,1875000,4819.87,-57212.046875,5972.57,375,375,80.7508
85.1674,1880000,4964.56,-57871.3515625,5754.12,376,376,83.6479
87.5783,1885000,4585.85,-58689.75390625,5388.47,377,377,89.2841
89.5042,1890000,5413.47,-59776.046875,5970.0,378,378,87.4491
87.2939,1895000,4679.0,-59796.9765625,5831.76,379,379,90.4605
77.078,1900000,5036.05,-55351.09375,5425.97,380,380,78.278
90.5767,1905000,5244.47,-60115.45703125,5517.73,381,381,88.0887
89.9249,1910000,5044.97,-59659.125,5501.39,382,382,89.5139
86.0699,1915000,5044.24,-59930.9140625,5795.17,383,383,89.4075
90.8565,1920000,5118.11,-60285.62890625,5261.7,384,384,91.2054
91.2855,1925000,4930.72,-60602.1328125,5972.24,385,385,92.8725
84.3737,1930000,4934.31,-58668.45703125,5918.49,386,386,82.059
92.2593,1935000,5367.5,-60853.0625,4798.15,387,387,93.0757
88.8448,1940000,4989.96,-60555.7265625,5631.1,388,388,90.3622
86.5814,1945000,5061.8,-60912.296875,5852.77,389,389,89.7678
89.4687,1950000,5297.78,-61155.4765625,5951.0,390,390,89.0625
81.5306,1955000,5233.66,-59481.00390625,5835.32,391,391,83.0016
87.8341,1960000,5544.62,-61101.42578125,5001.89,392,392,89.8331
