Itration,Running Forward KL,Running Reverse KL,Reward Loss,Real Sto Return,Running Env Steps,Running Update Time,Real Det Return
51,156.9711,15.502,-1967.8343505859375,1652.72,255000,51,2018.01
52,157.0709,15.803,-2007.5047607421875,1704.35,260000,52,2032.37
53,156.9858,15.698,-2057.692138671875,1692.57,265000,53,2052.98
54,157.087,15.9976,-2091.5498046875,1730.29,270000,54,2101.03
55,157.3358,15.8282,-2144.22900390625,1670.69,275000,55,1986.62
56,157.0754,15.7823,-2183.65966796875,1697.15,280000,56,2067.53
57,157.2198,16.0909,-2220.11865234375,1745.72,285000,57,2079.82
58,156.9742,15.327,-2247.593505859375,1658.07,290000,58,1938.41
59,157.1694,15.7603,-2299.128173828125,1688.31,295000,59,2064.65
60,157.1188,15.8251,-2335.357177734375,1717.52,300000,60,2009.74
61,157.1098,15.6053,-2391.2451171875,1733.32,305000,61,2011.96
62,157.0911,15.8959,-2413.735107421875,1754.62,310000,62,2115.05
63,156.986,15.7376,-2442.42822265625,1733.15,315000,63,2100.59
64,157.275,16.1142,-2498.390380859375,1741.97,320000,64,2106.88
65,156.9411,15.6745,-2514.4287109375,1754.27,325000,65,2105.73
66,156.9128,15.8569,-2590.118896484375,1747.15,330000,66,2106.09
67,156.9542,15.8069,-2624.86181640625,1745.22,335000,67,2110.73
68,156.9264,15.6238,-2665.4052734375,1738.17,340000,68,2102.56
69,157.164,15.9681,-2707.853271484375,1764.03,345000,69,2135.09
70,157.0521,15.5314,-2739.824951171875,1729.85,350000,70,2069.55
71,157.0018,15.8758,-2783.973876953125,1742.02,355000,71,2108.37
72,156.9743,15.929,-2856.748046875,1778.74,360000,72,2157.06
73,156.9779,15.7793,-2878.78955078125,1781.1,365000,73,2104.61
74,156.922,15.782,-2911.77978515625,1783.54,370000,74,2145.61
75,156.7623,15.8533,-2974.248291015625,1775.59,375000,75,2108.93
76,156.9172,15.7788,-2994.10107421875,1754.95,380000,76,2114.52
77,156.9703,15.8036,-3062.783935546875,1758.69,385000,77,2136.91
78,156.9192,15.6051,-3093.719970703125,1787.43,390000,78,2145.32
79,156.9776,15.717,-3128.2705078125,1758.4,395000,79,2124.64
80,156.9815,15.6697,-3186.93505859375,1780.23,400000,80,2173.19
81,156.9389,16.053,-3218.299072265625,1788.46,405000,81,2174.5
82,156.996,15.7589,-3245.5107421875,1808.53,410000,82,2158.79
83,156.8947,15.8137,-3316.51611328125,1789.09,415000,83,2100.09
84,156.9511,15.9063,-3354.533935546875,1799.53,420000,84,2185.59
85,157.0319,15.5454,-3405.47021484375,1784.83,425000,85,2146.85
86,157.095,15.879,-3447.80224609375,1800.76,430000,86,2151.95
87,156.8636,15.8879,-3495.046875,1829.45,435000,87,2183.64
88,156.949,15.6878,-3522.93212890625,1799.44,440000,88,2150.77
89,156.9205,15.8289,-3574.935546875,1775.93,445000,89,2130.51
90,156.8172,15.4885,-3610.6044921875,1762.09,450000,90,2160.21
91,156.8967,15.3419,-3661.12744140625,1759.04,455000,91,2112.5
92,157.074,15.7709,-3715.4267578125,1834.38,460000,92,2198.83
93,156.7498,15.6566,-3752.8330078125,1834.53,465000,93,2159.8
94,156.8421,15.5123,-3818.0625,1802.26,470000,94,2117.92
95,156.5357,15.1153,-3812.94287109375,1735.99,475000,95,1981.16
96,157.7853,13.7336,-3941.609619140625,348.4,480000,96,322.99
97,157.2859,14.5025,-3969.867919921875,1341.71,485000,97,1605.42
98,158.4615,18.2551,-3885.0654296875,-180.91,490000,98,-169.85
99,158.7421,15.8099,-4052.71923828125,-382.45,495000,99,-471.37
100,157.8932,20.2535,-4112.33935546875,39.05,500000,100,36.89
101,158.0983,16.6503,-4469.7421875,-173.03,505000,101,-163.74
102,158.4465,16.9951,-4718.6865234375,-358.05,510000,102,-96.8
103,158.6402,17.7124,-4718.0556640625,-100.03,515000,103,-25.72
104,158.9898,23.5562,-4442.8330078125,-385.75,520000,104,-292.6
105,157.1644,13.7981,-3837.888916015625,270.66,525000,105,204.66
106,157.6716,13.3834,-4575.37451171875,-156.25,530000,106,27.68
107,157.1699,12.2267,-4507.2724609375,401.32,535000,107,200.14
108,158.8665,19.3061,-4744.48486328125,-199.38,540000,108,-205.84
109,157.022,12.1986,-4485.46728515625,317.72,545000,109,446.79
110,157.0234,13.5266,-4672.00732421875,1090.58,550000,110,1633.9
111,159.6323,18.0448,-4633.74462890625,-65.06,555000,111,-216.72
112,156.7861,13.8875,-4671.3125,1486.08,560000,112,1789.87
113,156.7535,14.9867,-4720.57958984375,1552.36,565000,113,2034.15
114,156.9273,15.2868,-4749.65234375,1634.65,570000,114,2036.78
115,156.8703,15.4086,-4806.72607421875,1631.62,575000,115,2056.88
116,157.0318,15.3989,-4855.4189453125,1702.05,580000,116,2051.19
117,156.8566,15.5848,-4873.990234375,1758.06,585000,117,2114.36
118,156.8356,15.8252,-4963.07080078125,1774.22,590000,118,2138.67
119,156.7411,15.2693,-5007.8837890625,1748.24,595000,119,2135.81
120,156.9285,15.4503,-5039.80419921875,1733.49,600000,120,2065.75
121,156.8649,15.7375,-5095.4345703125,1780.43,605000,121,2176.25
122,156.8771,15.5092,-5151.20458984375,1794.99,610000,122,2156.13
123,156.993,15.4403,-5207.9267578125,1800.63,615000,123,2182.18
124,156.7418,15.4654,-5243.60986328125,1793.93,620000,124,2171.06
125,156.7118,15.4376,-5271.62744140625,1818.3,625000,125,2157.03
126,156.8456,15.6727,-5381.9599609375,1782.47,630000,126,2165.97
127,156.7456,15.6074,-5433.876953125,1837.24,635000,127,2218.5
128,156.6797,15.5102,-5454.42822265625,1838.05,640000,128,2172.73
129,156.8386,15.1452,-5500.47802734375,1792.63,645000,129,2120.05
130,156.9012,15.4845,-5568.0771484375,1790.6,650000,130,2113.27
131,156.9502,15.7238,-5615.65771484375,1837.25,655000,131,2160.82
132,156.727,15.6933,-5675.05859375,1845.01,660000,132,2184.32
133,156.7851,15.3866,-5687.123046875,1805.25,665000,133,2174.43
134,156.8452,15.5243,-5789.87060546875,1833.89,670000,134,2212.0
135,156.9382,15.2637,-5851.91748046875,1804.49,675000,135,2167.87
136,157.0631,15.3724,-5956.9169921875,1789.22,680000,136,2145.9
137,156.9537,13.782,-5869.55615234375,1483.56,685000,137,1844.16
138,156.9187,15.0325,-5990.00244140625,1711.35,690000,138,2170.77
139,157.2253,14.6196,-6060.0419921875,309.87,695000,139,-102.24
140,156.8613,15.148,-6107.552734375,1769.95,700000,140,2080.23
141,157.0466,15.4403,-6181.32421875,1734.38,705000,141,1496.12
142,156.704,15.121,-6176.00390625,1735.7,710000,142,2108.25
143,156.8297,15.2468,-6249.2236328125,1693.88,715000,143,714.99
144,156.6728,14.7663,-6303.4111328125,1717.18,720000,144,1768.09
145,156.8381,15.3082,-6356.94775390625,1726.61,725000,145,2081.46
146,157.2187,13.0985,-6411.27294921875,709.85,730000,146,883.21
147,156.6131,13.0625,-6005.48486328125,1023.47,735000,147,1221.81
148,159.1292,14.9623,-6578.04638671875,67.18,740000,148,-64.66
149,156.8824,14.835,-6601.31005859375,1501.96,745000,149,858.99
150,156.6148,14.9278,-6573.4990234375,1714.38,750000,150,2075.13
151,158.1037,13.4842,-6122.84228515625,-486.37,755000,151,-743.42
152,156.9507,16.8477,-6745.572265625,1016.98,760000,152,-249.06
153,157.1334,12.3762,-6686.1103515625,765.52,765000,153,-207.83
154,156.7759,15.1281,-6886.28564453125,1658.94,770000,154,-52.23
155,159.3908,15.1583,-6921.515625,-73.99,775000,155,-68.16
156,160.7628,26.1677,-7137.40283203125,-359.94,780000,156,-303.96
157,157.4236,13.0024,-7070.26416015625,110.08,785000,157,228.02
158,156.7709,15.3976,-7037.24609375,1707.53,790000,158,2019.22
159,156.8561,15.2971,-7149.4404296875,1728.27,795000,159,1160.18
160,159.5015,17.4872,-7029.0947265625,-809.75,800000,160,-953.74
161,160.4277,21.9429,-7434.103515625,-163.57,805000,161,-242.97
162,158.7573,15.7326,-7392.9091796875,2.96,810000,162,-117.73
163,156.8529,13.4169,-7349.5625,1409.93,815000,163,-11.55
164,157.3566,13.733,-7572.755859375,117.13,820000,164,-46.13
165,156.7307,14.7264,-7511.27783203125,1634.56,825000,165,2033.18
166,156.8676,14.8236,-7543.91552734375,1699.56,830000,166,2099.03
167,156.761,15.0233,-7535.48193359375,1751.13,835000,167,2139.86
168,156.9287,15.9401,-7670.130859375,1814.02,840000,168,2183.55
169,156.9394,15.222,-7691.9697265625,1783.74,845000,169,2154.4
170,156.7789,15.2563,-7713.36181640625,1805.15,850000,170,2169.68
171,156.699,15.4259,-7771.4873046875,1800.13,855000,171,2156.96
172,156.6894,15.0579,-7779.94921875,1791.98,860000,172,2202.84
173,156.8538,15.5012,-7851.8828125,1834.18,865000,173,2232.85
174,156.9375,15.202,-7859.2685546875,1807.7,870000,174,2189.1
175,156.6725,14.9576,-7908.9345703125,1786.39,875000,175,2146.12
176,156.8789,15.5774,-7986.08154296875,1826.86,880000,176,2215.96
177,157.0424,15.312,-8049.04248046875,1773.41,885000,177,2186.04
178,156.8925,15.5884,-8071.048828125,1833.03,890000,178,2208.79
179,156.8753,15.2901,-8101.123046875,1851.94,895000,179,2243.34
180,157.0527,15.2149,-8141.5927734375,1837.51,900000,180,2189.72
181,156.9281,14.8918,-8171.134765625,1763.29,905000,181,2084.16
182,156.9304,15.3296,-8209.3134765625,1856.11,910000,182,2214.25
183,156.7887,15.3597,-8229.748046875,1852.3,915000,183,2221.33
184,156.7647,15.3195,-8229.8759765625,1824.74,920000,184,2199.56
185,156.8186,15.1029,-8343.1455078125,1834.57,925000,185,2203.04
186,156.8059,15.4318,-8377.2119140625,1844.9,930000,186,2199.95
187,156.6705,15.4189,-8357.4541015625,1875.84,935000,187,2192.95
188,156.7608,15.2204,-8437.4130859375,1848.74,940000,188,2192.51
189,156.8104,15.1943,-8498.38671875,1856.65,945000,189,2196.81
190,156.7455,15.0271,-8503.6025390625,1878.86,950000,190,2254.48
191,157.0024,15.6658,-8532.494140625,1837.62,955000,191,2249.43
192,156.7678,15.3384,-8611.4169921875,1888.94,960000,192,2281.8
193,156.8234,15.3048,-8630.2734375,1855.0,965000,193,2221.34
194,156.8287,15.2905,-8671.5048828125,1870.35,970000,194,2231.26
195,156.9351,15.2828,-8711.890625,1822.52,975000,195,2222.61
196,156.9355,15.3148,-8765.3408203125,1883.7,980000,196,2247.92
197,156.7656,15.1713,-8782.64453125,1855.25,985000,197,2218.69
198,156.9612,15.5355,-8829.34375,1874.94,990000,198,2274.37
199,156.7952,15.089,-8873.4560546875,1837.84,995000,199,2209.8
200,156.9259,15.0863,-8911.5224609375,1843.73,1000000,200,2227.66
201,156.7482,15.082,-8918.9228515625,1841.84,1005000,201,2216.08
202,156.7151,15.1109,-8974.5859375,1847.29,1010000,202,2223.81
203,156.8204,15.0707,-8995.2529296875,1854.82,1015000,203,2228.68
204,156.7871,15.3081,-9036.517578125,1867.33,1020000,204,2233.39
205,156.7611,15.0488,-9098.388671875,1850.53,1025000,205,2238.72
206,156.7093,15.1503,-9133.3271484375,1862.15,1030000,206,2236.68
207,156.8266,15.0752,-9178.267578125,1858.26,1035000,207,2237.67
208,156.8646,15.0435,-9220.900390625,1856.23,1040000,208,2219.99
209,156.8253,15.0877,-9255.033203125,1842.73,1045000,209,2202.8
210,156.7535,14.9269,-9294.6396484375,1860.74,1050000,210,2220.15
211,156.804,14.9313,-9306.9501953125,1841.14,1055000,211,2200.91
212,156.757,15.02,-9343.1201171875,1864.16,1060000,212,2206.45
213,156.7367,15.069,-9361.5458984375,1868.46,1065000,213,2249.99
214,156.6796,15.0128,-9403.63671875,1878.23,1070000,214,2242.56
215,156.6973,15.1318,-9445.7783203125,1877.38,1075000,215,2267.6
216,156.7221,15.0636,-9481.7734375,1864.44,1080000,216,2261.5
217,156.7377,15.1278,-9504.912109375,1892.97,1085000,217,2257.87
218,156.6761,15.1468,-9546.6240234375,1884.44,1090000,218,2276.75
219,156.867,15.2618,-9591.6083984375,1874.41,1095000,219,2268.14
220,156.7083,15.0195,-9594.1435546875,1876.56,1100000,220,2260.04
221,156.8015,14.9703,-9658.560546875,1868.57,1105000,221,2252.36
222,156.8034,15.3926,-9695.4140625,1888.24,1110000,222,2286.3
223,156.5802,15.2875,-9696.609375,1892.7,1115000,223,2256.35
224,156.8476,15.0899,-9760.4443359375,1879.94,1120000,224,2257.14
225,156.7296,15.1682,-9812.115234375,1874.7,1125000,225,2254.46
226,156.6516,15.0334,-9820.7177734375,1882.16,1130000,226,2268.14
227,156.7683,15.3269,-9872.5419921875,1890.65,1135000,227,2291.17
228,156.7718,15.2052,-9889.4033203125,1885.32,1140000,228,2275.24
229,156.7926,15.1428,-9962.3974609375,1874.84,1145000,229,2277.66
230,156.6409,15.3542,-9959.2314453125,1891.91,1150000,230,2262.16
231,156.7592,15.1841,-9978.4345703125,1878.29,1155000,231,2258.16
232,156.7568,15.3554,-10043.0234375,1874.03,1160000,232,2278.13
233,156.754,15.3967,-10082.8466796875,1895.83,1165000,233,2285.49
234,156.622,15.2484,-10100.431640625,1895.22,1170000,234,2263.65
235,156.8355,15.2984,-10158.716796875,1881.18,1175000,235,2284.29
236,156.8,15.3264,-10202.283203125,1896.54,1180000,236,2270.67
237,156.7707,15.3219,-10221.6904296875,1892.26,1185000,237,2259.4
238,156.7873,15.4443,-10263.9765625,1894.92,1190000,238,2285.35
239,156.774,15.4839,-10290.1103515625,1902.73,1195000,239,2270.38
240,156.7737,15.4073,-10340.0927734375,1893.62,1200000,240,2278.44
241,156.6614,15.3842,-10340.447265625,1880.51,1205000,241,2246.72
242,156.7307,15.2905,-10398.8828125,1906.68,1210000,242,2252.99
243,156.6271,15.4046,-10446.826171875,1918.21,1215000,243,2286.97
244,156.7377,15.3085,-10458.7177734375,1883.8,1220000,244,2250.48
245,156.7337,15.1197,-10498.62890625,1880.04,1225000,245,2242.35
246,156.7407,15.5597,-10527.908203125,1907.36,1230000,246,2274.43
247,156.7332,15.3731,-10549.4765625,1905.0,1235000,247,2266.37
248,156.6416,15.3419,-10581.3291015625,1904.46,1240000,248,2271.37
249,156.785,15.1659,-10605.37890625,1906.28,1245000,249,2252.37
250,156.6215,15.369,-10643.798828125,1919.09,1250000,250,2293.36
251,156.7771,15.4595,-10712.7744140625,1898.27,1255000,251,2278.35
252,156.7884,15.1672,-10704.0810546875,1892.4,1260000,252,2234.55
253,156.6817,15.2117,-10745.498046875,1888.17,1265000,253,2260.31
254,156.8186,15.5005,-10811.810546875,1898.76,1270000,254,2288.44
255,156.8766,15.3367,-10825.130859375,1881.26,1275000,255,2266.7
256,156.7102,15.2238,-10837.4267578125,1879.13,1280000,256,2258.44
257,156.7498,15.3767,-10899.716796875,1889.97,1285000,257,2287.96
258,156.7155,15.2773,-10916.8583984375,1896.3,1290000,258,2272.22
259,156.8511,15.7248,-11015.47265625,1915.79,1295000,259,2282.9
260,156.7249,15.4062,-11006.3662109375,1910.13,1300000,260,2270.02
261,156.8855,15.4506,-11005.962890625,1889.73,1305000,261,2283.46
262,156.7565,15.7223,-11135.4765625,1904.3,1310000,262,2292.64
263,156.6519,15.594,-11116.5986328125,1903.27,1315000,263,2284.54
264,156.7691,15.4137,-11114.6416015625,1884.88,1320000,264,2278.32
265,156.7382,15.2109,-11141.85546875,1866.82,1325000,265,2263.18
266,156.6262,15.4809,-11240.4326171875,1899.62,1330000,266,2288.79
267,156.7324,15.4979,-11276.7333984375,1897.89,1335000,267,2286.75
268,156.7827,15.5913,-11278.71875,1924.77,1340000,268,2273.18
269,156.7251,15.5572,-11321.0927734375,1894.92,1345000,269,2269.79
270,156.7688,15.4267,-11356.9892578125,1905.09,1350000,270,2289.34
271,156.6784,15.3429,-11370.3857421875,1891.24,1355000,271,2262.99
272,156.7786,15.5236,-11444.9375,1914.98,1360000,272,2283.95
273,156.8796,15.5922,-11446.341796875,1902.03,1365000,273,2296.95
274,156.7717,15.48,-11557.4287109375,1901.38,1370000,274,2270.9
275,156.7245,15.6273,-11531.486328125,1911.11,1375000,275,2275.32
276,156.8156,15.4152,-11553.5986328125,1909.84,1380000,276,2306.4
277,156.5363,15.5171,-11634.240234375,1910.08,1385000,277,2301.55
278,156.6149,15.2877,-11618.5224609375,1890.81,1390000,278,2272.48
279,156.7415,15.502,-11652.4658203125,1920.07,1395000,279,2305.43
280,156.644,15.4306,-11683.3017578125,1920.33,1400000,280,2290.96
281,156.5518,15.4703,-11721.2626953125,1897.37,1405000,281,2292.98
282,156.6847,15.4136,-11771.4599609375,1909.14,1410000,282,2307.59
283,156.6956,15.4355,-11808.341796875,1899.85,1415000,283,2286.03
284,156.5692,15.498,-11831.34765625,1914.95,1420000,284,2296.73
285,156.7268,15.4852,-11865.0517578125,1907.45,1425000,285,2292.01
286,156.5791,15.4494,-11901.8779296875,1920.01,1430000,286,2277.56
287,156.6102,15.3079,-11899.0849609375,1920.18,1435000,287,2295.89
288,156.7009,15.4734,-11911.109375,1907.46,1440000,288,2282.59
289,156.5704,15.5565,-11994.177734375,1934.39,1445000,289,2295.42
290,156.7531,15.5813,-12041.2099609375,1903.17,1450000,290,2288.11
291,156.7317,15.4401,-12091.7490234375,1925.6,1455000,291,2287.38
292,156.668,15.3495,-12116.517578125,1912.62,1460000,292,2256.18
293,156.6916,15.3248,-12127.7578125,1901.47,1465000,293,2283.19
294,156.5539,15.4991,-12166.486328125,1915.5,1470000,294,2295.7
295,156.6467,15.4666,-12186.458984375,1925.06,1475000,295,2296.26
296,156.7069,15.3014,-12225.21875,1910.71,1480000,296,2273.78
297,156.7289,15.4669,-12246.984375,1912.57,1485000,297,2299.07
298,156.6663,15.3669,-12266.2158203125,1907.51,1490000,298,2269.56
299,156.6764,15.3895,-12311.5556640625,1921.92,1495000,299,2301.25
300,156.6714,15.3374,-12344.357421875,1908.7,1500000,300,2292.12
301,156.6776,15.6852,-12368.791015625,1928.98,1505000,301,2292.68
302,156.668,15.6343,-12439.0322265625,1920.13,1510000,302,2291.26
303,156.5365,15.3767,-12438.2451171875,1914.8,1515000,303,2306.69
304,156.691,15.3827,-12472.048828125,1918.28,1520000,304,2299.93
305,156.6438,15.4193,-12499.31640625,1933.59,1525000,305,2315.51
306,156.6562,15.3138,-12509.8740234375,1935.81,1530000,306,2304.13
307,156.7594,15.1809,-12503.72265625,1901.76,1535000,307,2280.24
308,156.7123,15.4765,-12552.9365234375,1925.99,1540000,308,2298.21
309,156.7719,15.3522,-12639.4541015625,1919.11,1545000,309,2311.73
310,156.5837,15.1998,-12659.818359375,1924.01,1550000,310,2305.53
311,156.5951,15.2588,-12712.46484375,1925.62,1555000,311,2298.68
312,156.7176,15.4147,-12713.0537109375,1927.62,1560000,312,2299.39
313,156.6404,15.2813,-12716.51171875,1916.3,1565000,313,2264.48
314,156.7466,15.2895,-12750.62890625,1921.69,1570000,314,2303.35
315,156.6293,15.3228,-12829.2763671875,1928.71,1575000,315,2326.02
316,156.6022,15.4622,-12846.755859375,1913.74,1580000,316,2320.6
317,156.6442,15.3155,-12833.2568359375,1902.37,1585000,317,2303.71
318,156.675,15.2636,-12874.6982421875,1928.27,1590000,318,2316.8
319,156.6225,15.2103,-12905.5068359375,1912.36,1595000,319,2301.45
320,156.8199,15.3589,-12958.66015625,1922.78,1600000,320,2296.13
321,156.622,15.2975,-12959.1181640625,1926.1,1605000,321,2309.22
322,156.5825,15.2159,-12911.0595703125,1904.81,1610000,322,2298.38
323,156.6096,15.3647,-13008.990234375,1924.46,1615000,323,2303.75
324,156.6227,15.3425,-13033.9638671875,1922.57,1620000,324,2309.48
325,156.6296,15.2243,-13042.943359375,1916.09,1625000,325,2310.2
326,156.6603,15.4803,-13109.1923828125,1905.81,1630000,326,2308.79
327,156.5821,15.1729,-13165.4296875,1896.15,1635000,327,2312.59
328,156.6035,15.0673,-13115.0107421875,1846.51,1640000,328,2298.65
329,156.6201,15.2922,-13262.5537109375,1835.57,1645000,329,2245.56
330,157.6606,13.9562,-13223.0625,96.61,1650000,330,142.81
331,158.7382,14.5556,-12702.435546875,-143.42,1655000,331,-147.28
332,158.2808,14.6593,-12296.31640625,496.24,1660000,332,770.8
333,158.732,14.1093,-11660.6669921875,-335.62,1665000,333,-708.11
334,159.0989,14.9845,-11511.974609375,169.58,1670000,334,97.71
335,158.111,12.3263,-11353.8203125,-101.75,1675000,335,-91.03
336,158.698,16.7575,-12793.3974609375,354.85,1680000,336,395.25
337,157.9613,14.1195,-13478.0556640625,80.03,1685000,337,106.18
338,159.6125,17.4965,-11511.54296875,-169.3,1690000,338,338.85
339,156.9619,25.6381,-11492.171875,15.64,1695000,339,193.93
340,157.3259,16.5958,-12022.951171875,229.12,1700000,340,512.33
341,157.2387,12.9421,-13359.8271484375,374.96,1705000,341,194.73
342,157.8546,14.1292,-13711.912109375,336.08,1710000,342,456.58
343,156.7104,14.346,-13400.8349609375,824.79,1715000,343,753.26
344,157.2994,14.5992,-13633.22265625,288.02,1720000,344,907.46
345,156.745,14.4929,-14079.5908203125,1183.73,1725000,345,1531.7
346,157.006,16.6589,-13587.80859375,969.63,1730000,346,1132.33
347,157.1597,15.8042,-13565.9111328125,524.01,1735000,347,618.32
348,157.675,16.346,-13591.4501953125,467.71,1740000,348,379.73
349,158.1111,16.2787,-13198.146484375,57.96,1745000,349,-9.7
350,160.2065,17.9061,-11183.4384765625,-283.54,1750000,350,-253.88
351,159.1343,14.7102,-12133.0029296875,81.28,1755000,351,139.98
352,157.1253,14.4437,-11507.859375,-53.53,1760000,352,-236.15
353,159.437,16.8752,-11504.728515625,39.5,1765000,353,-260.7
354,156.6878,14.2759,-13846.3876953125,970.33,1770000,354,-7.31
355,156.9477,15.0876,-14306.791015625,1257.39,1775000,355,1503.55
356,156.9116,14.9956,-13684.3740234375,1547.11,1780000,356,1991.77
357,156.9072,14.9618,-13718.068359375,1650.01,1785000,357,2032.41
358,156.9527,15.1076,-13690.4375,1674.31,1790000,358,2033.75
359,156.9391,15.1975,-13718.1279296875,1670.06,1795000,359,2045.97
360,157.3079,14.4105,-13692.1611328125,548.43,1800000,360,982.38
361,156.843,14.9152,-14241.7412109375,1278.58,1805000,361,1497.05
362,156.9033,14.8656,-13865.458984375,1520.06,1810000,362,1974.28
363,157.0442,15.14,-13947.6279296875,1699.21,1815000,363,2001.57
364,156.952,15.3329,-14222.6884765625,1395.26,1820000,364,1622.82
365,157.0792,14.3649,-13283.630859375,1235.4,1825000,365,-162.62
366,156.6488,15.1367,-14314.30859375,1543.5,1830000,366,1870.39
367,156.9032,15.3897,-13909.41796875,1687.99,1835000,367,2008.22
368,156.9789,15.1659,-13989.009765625,1675.87,1840000,368,1995.17
369,156.7448,15.0614,-14027.63671875,1656.42,1845000,369,1993.82
370,157.0566,15.3408,-14011.8291015625,1762.51,1850000,370,2075.32
371,156.9625,15.2648,-13945.0888671875,1746.27,1855000,371,2051.77
372,156.9738,14.9967,-14012.123046875,1727.61,1860000,372,2059.09
373,156.7235,15.33,-13987.8369140625,1794.55,1865000,373,2152.5
374,156.7338,15.0091,-13965.4208984375,1794.69,1870000,374,2107.6
375,156.7558,15.1554,-14013.462890625,1747.7,1875000,375,2110.19
376,156.804,14.9601,-14017.505859375,1740.85,1880000,376,2093.86
377,156.6687,15.2715,-14111.6767578125,1807.43,1885000,377,2140.03
378,156.8053,15.3065,-14142.0322265625,1795.73,1890000,378,2141.51
379,156.8573,15.3037,-14141.3671875,1799.76,1895000,379,2178.36
380,157.24,14.8509,-13694.3515625,390.47,1900000,380,337.91
381,159.0087,15.7801,-11979.1357421875,303.94,1905000,381,38.01
382,156.87,13.0473,-13622.787109375,1450.49,1910000,382,1273.85
383,158.7186,13.7415,-12235.1455078125,177.18,1915000,383,-25.77
384,156.792,14.3579,-13998.6513671875,1607.88,1920000,384,1533.6
385,159.3463,16.4576,-12177.2265625,176.92,1925000,385,-165.73
386,157.479,14.0017,-12766.408203125,420.33,1930000,386,-59.21
387,157.1639,15.2754,-14238.46484375,1648.2,1935000,387,1318.02
