Running Forward KL,Running Reverse KL,Running Env Steps,Real Det Return,Running Update Time,Real Sto Return,Itration,Reward Loss
48.1512,23.0533,1160000,1083.3,232,965.08,232,-2664.594970703125
48.3928,18.2601,1165000,1185.16,233,764.86,233,-2414.641845703125
48.6382,23.3831,1170000,974.51,234,671.35,234,-2992.052490234375
48.8223,22.011,1175000,760.55,235,580.98,235,-2849.41259765625
48.4251,19.3833,1180000,896.74,236,894.34,236,-2794.96435546875
46.7889,17.4578,1185000,1123.3,237,952.08,237,-2772.975341796875
47.7156,17.2813,1190000,988.0,238,927.18,238,-2948.375244140625
46.4637,13.7076,1195000,1178.79,239,1359.63,239,-2441.517333984375
47.9735,14.1795,1200000,1118.02,240,859.19,240,-2613.179443359375
48.3164,13.7905,1205000,1084.72,241,737.92,241,-2524.258544921875
49.4548,15.5406,1210000,1502.72,242,551.01,242,-2605.861572265625
49.6022,18.8678,1215000,1002.0,243,597.34,243,-2840.302978515625
47.5472,15.2162,1220000,1584.13,244,884.98,244,-2743.58984375
49.048,17.085,1225000,993.6,245,606.75,245,-2920.260986328125
46.9069,14.0124,1230000,1200.2,246,992.14,246,-2514.92236328125
45.9558,15.2304,1235000,2247.3,247,1623.36,247,-2210.343017578125
46.8326,13.4823,1240000,1696.35,248,856.33,248,-2259.672607421875
48.2137,14.1057,1245000,1068.29,249,931.48,249,-2488.5263671875
48.1118,15.7331,1250000,1680.59,250,1756.01,250,-2489.144775390625
49.0598,13.6042,1255000,1311.19,251,1492.5,251,-2530.23193359375
48.2024,14.8194,1260000,2047.27,252,1567.87,252,-2345.74072265625
48.2527,14.9989,1265000,1872.02,253,1557.27,253,-2456.263671875
47.7756,16.0851,1270000,2159.22,254,1985.42,254,-2579.007080078125
48.5326,16.9001,1275000,1789.06,255,1743.16,255,-2768.20068359375
47.6681,19.7268,1280000,1525.83,256,914.51,256,-2915.605224609375
48.5831,18.4746,1285000,434.57,257,914.25,257,-3016.3955078125
46.2475,15.5552,1290000,2597.02,258,1645.59,258,-2902.215576171875
46.3893,19.1565,1295000,895.5,259,1221.85,259,-2921.724853515625
47.4879,14.0288,1300000,1926.73,260,826.46,260,-2909.4697265625
46.7978,16.1468,1305000,1914.13,261,1930.17,261,-2643.241455078125
47.011,22.168,1310000,2429.32,262,1979.28,262,-2745.275634765625
56.681,144.9779,1315000,-14.57,263,-7.3,263,-4595.10400390625
55.9454,73.3798,1320000,314.49,264,261.58,264,-4406.86865234375
56.9654,77.7245,1325000,125.75,265,94.15,265,-4430.6162109375
54.5401,63.241,1330000,504.16,266,686.01,266,-4392.00927734375
54.6866,36.6809,1335000,525.25,267,396.96,267,-4098.88427734375
57.6202,61.5994,1340000,1038.01,268,1038.21,268,-4364.91845703125
57.2095,47.4445,1345000,1019.18,269,1018.1,269,-4332.2138671875
55.8072,37.9049,1350000,1019.36,270,1015.3,270,-4187.85205078125
56.2562,44.4479,1355000,1016.42,271,1015.7,271,-4308.94580078125
56.7903,58.2562,1360000,1042.33,272,1043.67,272,-4332.5498046875
57.4556,52.5007,1365000,1030.36,273,1047.79,273,-4347.84423828125
57.3096,51.3884,1370000,1022.99,274,1022.98,274,-4408.03759765625
53.1224,57.6289,1375000,2.45,275,3.52,275,-4170.8232421875
50.7901,25.8262,1380000,99.06,276,99.64,276,-4102.615234375
57.0431,52.6607,1385000,1016.94,277,1016.65,277,-4505.947265625
56.7161,47.2021,1390000,1049.62,278,1050.14,278,-4622.1552734375
54.7648,31.4672,1395000,1021.41,279,1019.07,279,-4526.548828125
53.4946,23.8059,1400000,1017.78,280,1024.36,280,-4176.09033203125
52.979,18.6442,1405000,1029.02,281,1049.76,281,-3830.009033203125
53.1808,21.9912,1410000,1017.31,282,1016.71,282,-4442.23681640625
53.9344,24.4562,1415000,1001.71,283,988.61,283,-4110.3134765625
54.1995,26.8912,1420000,93.14,284,109.75,284,-4375.22802734375
56.2256,77.5191,1425000,365.33,285,567.14,285,-5125.09228515625
53.2794,34.7503,1430000,194.45,286,194.95,286,-4690.7998046875
57.0891,54.0941,1435000,1004.74,287,1003.36,287,-4813.87353515625
55.7779,39.8001,1440000,1013.89,288,1013.43,288,-4810.10205078125
56.7592,47.4492,1445000,1016.08,289,1015.53,289,-4926.8486328125
56.233,41.5968,1450000,1007.83,290,1003.06,290,-4716.93994140625
54.5944,31.5658,1455000,1012.22,291,1013.55,291,-4978.228515625
51.2037,40.0212,1460000,472.68,292,498.77,292,-4724.61181640625
55.5326,30.8179,1465000,990.04,293,989.58,293,-4612.484375
51.4961,31.9518,1470000,780.95,294,830.72,294,-4893.4580078125
55.4076,84.6368,1475000,157.34,295,123.6,295,-5475.56103515625
53.768,39.8266,1480000,319.83,296,300.14,296,-4851.65966796875
50.2525,81.814,1485000,404.24,297,363.48,297,-5277.3671875
53.6222,79.2979,1490000,253.07,298,252.89,298,-5262.4541015625
52.5422,66.8622,1495000,278.01,299,272.58,299,-5313.9052734375
52.7463,69.3496,1500000,152.0,300,170.63,300,-5729.64404296875
55.7373,69.9713,1505000,28.53,301,44.34,301,-5998.21142578125
50.9031,44.7689,1510000,245.88,302,343.9,302,-5375.6611328125
53.0768,58.9754,1515000,139.9,303,250.61,303,-5664.65185546875
54.4307,42.7342,1520000,1036.07,304,993.85,304,-5485.306640625
52.4748,35.9141,1525000,468.82,305,524.25,305,-5312.5517578125
50.582,45.9318,1530000,484.53,306,485.25,306,-5599.2744140625
54.964,59.2597,1535000,79.72,307,139.43,307,-6187.9833984375
50.0531,32.188,1540000,340.7,308,412.61,308,-5633.330078125
51.3604,30.4618,1545000,395.33,309,377.74,309,-5608.361328125
50.0271,30.7453,1550000,414.8,310,424.34,310,-5489.529296875
49.552,22.4981,1555000,1003.05,311,417.8,311,-5168.64697265625
50.0055,37.1277,1560000,1050.37,312,567.0,312,-5534.1396484375
49.8446,56.1902,1565000,186.48,313,277.69,313,-5879.787109375
55.1066,36.2305,1570000,1011.25,314,1011.26,314,-6029.12890625
55.7136,44.508,1575000,1003.87,315,995.45,315,-5864.70458984375
55.8562,41.9092,1580000,1003.43,316,1000.52,316,-6108.572265625
57.1635,54.523,1585000,1034.99,317,1038.65,317,-6109.0390625
51.5527,49.2952,1590000,63.45,318,62.0,318,-6176.37109375
52.9495,115.2388,1595000,99.47,319,53.21,319,-6774.82373046875
53.9572,151.7096,1600000,-12.16,320,-10.38,320,-7297.82568359375
50.5087,48.3969,1605000,453.84,321,445.47,321,-6309.8427734375
54.1704,187.2109,1610000,120.84,322,204.89,322,-7173.57373046875
51.7243,39.4114,1615000,1055.37,323,1045.89,323,-6203.2900390625
49.968,28.3582,1620000,688.31,324,711.35,324,-6061.05078125
50.1194,64.2725,1625000,687.21,325,635.71,325,-6257.1357421875
54.181,33.3671,1630000,1014.75,326,1017.02,326,-6147.56103515625
55.4747,38.0891,1635000,1035.53,327,1013.04,327,-6076.962890625
54.4552,30.6737,1640000,1032.68,328,1034.1,328,-6163.60791015625
53.7307,26.0177,1645000,1027.61,329,1027.68,329,-6072.5068359375
57.8775,76.4589,1650000,23.6,330,23.46,330,-6681.04638671875
57.4066,62.8528,1655000,993.62,331,1002.43,331,-6434.919921875
55.0184,35.308,1660000,979.66,332,836.09,332,-5946.287109375
50.0009,39.7207,1665000,437.1,333,391.6,333,-6163.5556640625
50.1698,27.4356,1670000,413.97,334,372.08,334,-6256.11474609375
48.3979,49.0388,1675000,790.25,335,585.26,335,-6256.322265625
58.7826,139.2795,1680000,-2.32,336,-2.4,336,-7914.7978515625
54.3415,51.3922,1685000,768.78,337,893.3,337,-7158.96533203125
54.6427,49.3162,1690000,265.43,338,258.98,338,-7644.50146484375
51.2029,41.7744,1695000,579.9,339,497.71,339,-6828.26171875
53.713,65.5921,1700000,463.57,340,428.05,340,-7208.87109375
53.2318,63.8488,1705000,348.14,341,339.23,341,-7442.71875
56.8608,43.6714,1710000,1008.44,342,967.77,342,-7333.42236328125
55.4257,48.4104,1715000,1023.46,343,1014.84,343,-6891.8798828125
52.3728,35.9934,1720000,431.3,344,588.43,344,-6955.21435546875
52.678,65.9918,1725000,276.63,345,276.67,345,-6793.0966796875
52.6396,62.439,1730000,423.97,346,400.37,346,-7024.607421875
54.434,34.2767,1735000,1015.19,347,1006.34,347,-6714.27783203125
53.1613,23.1547,1740000,1012.36,348,998.19,348,-6391.66943359375
53.4304,20.6754,1745000,1010.86,349,1017.57,349,-6657.8994140625
53.8712,26.1807,1750000,1009.95,350,1005.42,350,-6816.8154296875
53.5821,24.3184,1755000,1008.41,351,1002.49,351,-6707.53515625
53.2944,20.767,1760000,1013.93,352,1010.1,352,-6749.01904296875
52.9821,18.9511,1765000,1036.01,353,1022.25,353,-6706.37548828125
53.2971,22.3257,1770000,1022.1,354,1027.89,354,-6663.38037109375
53.6405,26.8931,1775000,1016.4,355,1030.0,355,-6551.44775390625
52.898,19.3677,1780000,1023.66,356,1037.85,356,-6426.74951171875
52.913,20.5737,1785000,1018.71,357,1025.8,357,-6420.75927734375
55.2025,37.9675,1790000,1021.65,358,1019.58,358,-7605.41064453125
55.4964,38.1495,1795000,1004.76,359,996.66,359,-7236.41943359375
55.8032,51.6546,1800000,126.58,360,144.04,360,-7667.83203125
53.8315,37.3908,1805000,154.43,361,117.99,361,-8256.4228515625
51.1923,39.3156,1810000,607.13,362,690.35,362,-7379.513671875
52.2378,55.6933,1815000,168.88,363,152.61,363,-7680.25
53.7129,28.9868,1820000,1012.33,364,1026.55,364,-7104.302734375
54.7275,36.2721,1825000,997.47,365,970.47,365,-7394.07373046875
55.6151,38.0451,1830000,1009.45,366,1004.72,366,-7556.88916015625
55.8846,48.4381,1835000,1031.23,367,1032.03,367,-7707.1044921875
51.248,28.1433,1840000,809.55,368,864.09,368,-6904.095703125
50.3123,29.1445,1845000,856.86,369,835.34,369,-6620.3203125
49.7404,21.9153,1850000,499.33,370,480.1,370,-6464.49755859375
48.7504,40.0319,1855000,429.63,371,558.89,371,-7087.16162109375
50.3188,63.3578,1860000,755.06,372,903.09,372,-7624.59814453125
55.9856,43.6621,1865000,1008.5,373,1008.69,373,-8057.00390625
55.5543,41.377,1870000,1007.83,374,1006.68,374,-7861.82666015625
52.0082,36.3462,1875000,259.45,375,272.87,375,-8524.5263671875
56.2679,51.0164,1880000,1009.06,376,1010.28,376,-8334.33203125
52.3737,61.7018,1885000,123.29,377,33.09,377,-7845.93017578125
55.7979,41.4453,1890000,1027.12,378,1025.08,378,-7739.1162109375
55.0093,38.5006,1895000,1040.71,379,1042.38,379,-7889.51953125
52.2072,20.2117,1900000,1002.18,380,905.23,380,-6851.642578125
49.5802,15.2805,1905000,1000.65,381,1021.51,381,-6527.3017578125
51.2892,20.998,1910000,1037.93,382,821.39,382,-6739.91015625
50.5696,19.3336,1915000,1001.83,383,939.84,383,-6419.7607421875
